,Player,Nation,Position,Squad,Competition,Age,Born,90s,Goals,Shots_total,Shots_on_target,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net,Matches
530,Tom Cleverley,eng ENG,MF,Watford,eng Premier League,29,1989,10.8,1,17,5,29.4,1.58,0.46,0.06,0.20,17.8,0,0,0,2.1,2.1,0.12,-1.1,-1.1,Matches
531,Conor Coady,eng ENG,DF,Wolves,eng Premier League,26,1993,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
532,Marcus Coco,fr FRA,FW,Nantes,fr Ligue 1,23,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
533,Renaud Cohade,fr FRA,MF,Metz,fr Ligue 1,34,1984,8.5,1,8,4,50.0,0.94,0.47,0.13,0.25,20.5,1,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches
534,Coke,es ESP,DF,Levante,es La Liga,32,1987,11.0,1,9,3,33.3,0.82,0.27,0.11,0.33,12.0,0,0,0,0.9,0.9,0.10,+0.1,+0.1,Matches
535,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,30,1988,20.4,0,8,3,37.5,0.39,0.15,0.00,0.00,16.0,0,0,0,0.9,0.9,0.12,-0.9,-0.9,Matches
536,Álex Collado,es ESP,FW,Barcelona,es La Liga,20,1999,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
537,Ebrima Colley,gm GAM,FW,Atalanta,it Serie A,19,2000,0.9,0,5,2,40.0,5.49,2.20,0.00,0.00,16.5,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
538,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,26,1992,30.8,0,24,5,20.8,0.78,0.16,0.00,0.00,11.4,0,0,0,3.0,3.0,0.12,-3.0,-3.0,Matches
539,Jamilu Collins,ng NGA,DF,Paderborn 07,de Bundesliga,24,1994,29.6,1,18,1,5.6,0.61,0.03,0.06,1.00,26.8,1,0,1,2.1,1.3,0.07,-1.1,-0.3,Matches
540,Simone Colombi,it ITA,GK,Parma,it Serie A,28,1991,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
541,Lorenzo Colombo,it ITA,FW,Milan,it Serie A,17,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
542,Racine Coly,sn SEN,"DF,FW",Nice,fr Ligue 1,23,1995,7.2,1,6,4,66.7,0.83,0.55,0.17,0.25,10.1,0,0,0,0.9,0.9,0.17,+0.1,+0.1,Matches
543,Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,23,1996,16.7,4,37,15,40.5,2.21,0.90,0.11,0.27,16.9,0,0,0,4.7,4.7,0.13,-0.7,-0.7,Matches
544,Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,34,1985,21.6,0,9,2,22.2,0.42,0.09,0.00,0.00,10.4,0,0,0,1.2,1.2,0.14,-1.2,-1.2,Matches
545,Aaron Connolly,ie IRL,FW,Brighton,eng Premier League,19,2000,14.0,3,38,13,34.2,2.72,0.93,0.08,0.23,16.2,0,0,0,4.0,4.0,0.11,-1.0,-1.0,Matches
546,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,32,1987,31.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
547,Andrea Conti,it ITA,DF,Milan,it Serie A,25,1994,19.2,0,1,0,0.0,0.05,0.00,0.00,,33.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
548,Lewis Cook,eng ENG,"MF,FW",Bournemouth,eng Premier League,22,1997,15.0,0,9,2,22.2,0.60,0.13,0.00,0.00,25.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
549,Steve Cook,eng ENG,DF,Bournemouth,eng Premier League,28,1991,27.0,1,11,2,18.2,0.41,0.07,0.09,0.50,12.1,0,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches
550,Francis Coquelin,fr FRA,MF,Valencia,es La Liga,28,1991,21.2,0,9,1,11.1,0.43,0.05,0.00,0.00,19.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
551,Gabriele Corbo,it ITA,DF,Bologna,it Serie A,19,2000,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
552,Sébastien Corchia,fr FRA,DF,Espanyol,es La Liga,28,1990,3.0,0,3,1,33.3,1.00,0.33,0.00,0.00,22.2,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
553,Iñigo Córdoba,es ESP,FW,Athletic Club,es La Liga,22,1997,16.0,1,28,7,25.0,1.75,0.44,0.04,0.14,19.6,0,0,0,1.8,1.8,0.06,-0.8,-0.8,Matches
554,Jhon Córdoba,co COL,FW,Köln,de Bundesliga,26,1993,22.2,13,61,25,41.0,2.75,1.13,0.21,0.52,14.4,0,0,0,8.9,8.9,0.15,+4.1,+4.1,Matches
555,Sergio Córdova,ve VEN,FW,Augsburg,de Bundesliga,21,1997,4.1,2,5,2,40.0,1.23,0.49,0.40,1.00,13.2,0,0,0,1.3,1.3,0.26,+0.7,+0.7,Matches
556,Benjamin Corgnet,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,32,1987,2.9,0,4,1,25.0,1.38,0.34,0.00,0.00,13.9,0,0,0,0.5,0.5,0.13,-0.5,-0.5,Matches
557,Jack Cork,eng ENG,MF,Burnley,eng Premier League,30,1989,29.0,0,18,5,27.8,0.62,0.17,0.00,0.00,15.1,0,0,0,2.0,2.0,0.11,-2.0,-2.0,Matches
558,Andreas Cornelius,dk DEN,FW,Parma,it Serie A,26,1993,16.6,12,46,20,43.5,2.77,1.20,0.26,0.60,14.3,0,0,0,6.8,6.8,0.15,+5.2,+5.2,Matches
559,Maxwel Cornet,ci CIV,"FW,DF",Lyon,fr Ligue 1,22,1996,14.8,4,24,13,54.2,1.62,0.88,0.17,0.31,17.2,3,0,0,2.1,2.1,0.09,+1.9,+1.9,Matches
560,Quentin Cornette,fr FRA,"FW,MF",Amiens,fr Ligue 1,25,1994,3.9,0,2,1,50.0,0.52,0.26,0.00,0.00,22.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
561,Ángel Correa,ar ARG,"MF,FW",Atlético Madrid,es La Liga,24,1995,22.9,5,43,16,37.2,1.88,0.70,0.12,0.31,15.7,1,0,0,6.4,6.4,0.15,-1.4,-1.4,Matches
562,Joaquín Correa,ar ARG,FW,Lazio,it Serie A,24,1994,22.2,9,77,39,50.6,3.46,1.75,0.12,0.23,15.8,0,0,1,10.4,9.7,0.13,-1.4,-0.7,Matches
563,Rober Correa,es ESP,DF,Eibar,es La Liga,26,1992,10.3,0,5,1,20.0,0.48,0.10,0.00,0.00,21.0,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
564,Edmilson Correia,gw GNB,"FW,DF",Saint-Étienne,fr Ligue 1,19,2000,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
565,Thierry Correia,pt POR,DF,Valencia,es La Liga,20,1999,2.9,0,1,0,0.0,0.35,0.00,0.00,,26.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
566,Antonio Cortés,es ESP,"FW,MF",Granada,es La Liga,19,2000,2.0,1,3,2,66.7,1.49,0.99,0.33,0.50,10.6,0,0,0,0.9,0.9,0.31,+0.1,+0.1,Matches
567,Danny da Costa,de GER,"DF,FW",Eint Frankfurt,de Bundesliga,26,1993,15.4,1,17,4,23.5,1.10,0.26,0.06,0.25,16.2,0,0,0,1.6,1.6,0.09,-0.6,-0.6,Matches
568,Diego Costa,es ESP,FW,Atlético Madrid,es La Liga,30,1988,15.0,5,32,7,21.9,2.13,0.47,0.09,0.43,12.2,0,2,3,6.7,4.3,0.13,-1.7,-1.3,Matches
569,Douglas Costa,br BRA,"FW,MF",Juventus,it Serie A,28,1990,8.9,1,18,8,44.4,2.02,0.90,0.06,0.13,22.3,0,0,0,0.7,0.7,0.04,+0.3,+0.3,Matches
570,Jaume Costa,es ESP,DF,Valencia,es La Liga,31,1988,15.4,0,3,2,66.7,0.19,0.13,0.00,0.00,22.9,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
571,Angelo da Costa Júnior,br BRA,GK,Bologna,it Serie A,35,1983,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
572,Nuno da Costa,cv CPV,FW,Strasbourg,fr Ligue 1,28,1991,5.9,1,18,7,38.9,3.07,1.20,0.06,0.14,16.5,0,0,0,1.3,1.3,0.07,-0.3,-0.3,Matches
573,David Costas,es ESP,DF,Celta Vigo,es La Liga,24,1995,3.8,0,1,0,0.0,0.27,0.00,0.00,,5.7,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
574,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,32,1987,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
575,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,27,1991,18.0,4,48,19,39.6,2.67,1.06,0.08,0.21,13.1,0,0,0,6.1,6.1,0.13,-2.1,-2.1,Matches
576,Senou Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,24,1994,7.4,0,5,0,0.0,0.68,0.00,0.00,,10.4,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
577,Yoann Court,fr FRA,"FW,MF",Brest,fr Ligue 1,29,1990,16.3,3,34,11,32.4,2.09,0.68,0.09,0.27,22.2,2,0,0,1.8,1.8,0.05,+1.2,+1.2,Matches
578,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,27,1992,34.0,0,1,1,100.0,0.03,0.03,0.00,0.00,11.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
579,Philippe Coutinho,br BRA,"MF,FW",Bayern Munich,de Bundesliga,27,1992,15.7,8,57,26,45.6,3.64,1.66,0.12,0.27,19.1,2,1,1,8.6,7.8,0.14,-0.6,-0.8,Matches
580,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,20,1999,6.2,0,1,0,0.0,0.16,0.00,0.00,,4.0,0,0,0,0.2,0.2,0.23,-0.2,-0.2,Matches
581,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,25,1994,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
582,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,29,1989,30.3,3,17,5,29.4,0.56,0.17,0.18,0.60,21.7,7,0,0,1.4,1.4,0.08,+1.6,+1.6,Matches
583,Domenico Criscito,it ITA,DF,Genoa,it Serie A,32,1986,22.8,8,14,3,21.4,0.61,0.13,0.00,0.00,37.1,1,8,10,8.3,0.4,0.03,-0.3,-0.4,Matches
584,Bryan Cristante,it ITA,MF,Roma,it Serie A,24,1995,18.0,1,29,9,31.0,1.62,0.50,0.03,0.11,21.3,0,0,0,1.6,1.6,0.06,-0.6,-0.6,Matches
585,Sebastián Cristóforo,uy URU,MF,Fiorentina,it Serie A,25,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
586,Sebastián Cristóforo,uy URU,MF,Eibar,es La Liga,25,1993,9.7,0,7,3,42.9,0.72,0.31,0.00,0.00,26.1,2,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
587,Juan Cuadrado,co COL,"DF,FW",Juventus,it Serie A,31,1988,29.5,2,20,5,25.0,0.68,0.17,0.10,0.40,19.6,0,0,0,1.2,1.2,0.06,+0.8,+0.8,Matches
588,Cucho,co COL,"FW,MF",Mallorca,es La Liga,20,1999,16.5,5,45,15,33.3,2.72,0.91,0.11,0.33,16.6,0,0,0,3.8,3.8,0.09,+1.2,+1.2,Matches
589,Marc Cucurella,es ESP,"MF,DF",Getafe,es La Liga,21,1998,36.0,1,30,6,20.0,0.83,0.17,0.03,0.17,20.3,2,0,0,2.2,2.2,0.07,-1.2,-1.2,Matches
590,Iván Cuéllar,es ESP,GK,Leganés,es La Liga,35,1984,27.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
591,Jaume Cuéllar,bo BOL,"MF,FW",SPAL,it Serie A,17,2001,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
592,Mickaël Cuisance,fr FRA,"MF,FW",Bayern Munich,de Bundesliga,19,1999,3.4,1,12,1,8.3,3.52,0.29,0.08,1.00,22.7,1,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches
593,Matheus Cunha,br BRA,"FW,MF",Hertha BSC,de Bundesliga,20,1999,8.3,5,35,15,42.9,4.23,1.81,0.14,0.33,21.2,1,0,0,3.3,3.3,0.10,+1.7,+1.7,Matches
594,Matheus Cunha,br BRA,"FW,MF",RB Leipzig,de Bundesliga,20,1999,3.1,0,16,7,43.8,5.16,2.26,0.00,0.00,15.1,0,0,0,2.0,2.0,0.12,-2.0,-2.0,Matches
595,Felipe Curcio,br BRA,DF,Brescia,it Serie A,25,1993,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
596,Patrick Cutrone,it ITA,FW,Wolves,eng Premier League,21,1998,3.3,2,11,4,36.4,3.33,1.21,0.18,0.50,13.8,0,0,0,2.2,2.2,0.20,-0.2,-0.2,Matches
597,Patrick Cutrone,it ITA,FW,Fiorentina,it Serie A,21,1998,9.3,4,21,13,61.9,2.26,1.40,0.19,0.31,14.0,0,0,0,3.9,3.9,0.19,+0.1,+0.1,Matches
598,Wylan Cyprien,fr FRA,MF,Nice,fr Ligue 1,24,1995,19.7,7,53,14,26.4,2.69,0.71,0.04,0.14,27.8,20,5,5,6.5,2.6,0.05,+0.5,-0.6,Matches
599,Rafael Czichos,de GER,DF,Köln,de Bundesliga,29,1990,24.5,1,13,8,61.5,0.53,0.33,0.08,0.13,11.2,0,0,0,1.7,1.7,0.13,-0.7,-0.7,Matches
600,Lennart-Marten Czyborra,de GER,DF,Atalanta,it Serie A,20,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
601,Marco D'Alessandro,it ITA,"MF,DF",SPAL,it Serie A,28,1991,8.7,2,6,3,50.0,0.69,0.35,0.33,0.67,18.0,0,0,0,0.4,0.4,0.06,+1.6,+1.6,Matches
602,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,30,1988,15.6,4,7,4,57.1,0.45,0.26,0.57,1.00,7.5,0,0,0,1.7,1.7,0.25,+2.3,+2.3,Matches
603,Felice D'Amico,it ITA,MF,Sampdoria,it Serie A,18,2000,0.0,0,1,0,0.0,30.00,0.00,0.00,,18.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
604,Lucas Da Cunha,fr FRA,MF,Rennes,fr Ligue 1,18,2001,0.8,0,2,0,0.0,2.50,0.00,0.00,,25.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
605,Jacopo Da Riva,it ITA,MF,Atalanta,it Serie A,18,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
606,Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,31,1988,24.9,1,5,2,40.0,0.20,0.08,0.20,0.50,14.0,0,0,0,0.4,0.4,0.08,+0.6,+0.6,Matches
607,Moanes Dabbur,il ISR,FW,Sevilla,es La Liga,27,1992,0.3,0,2,0,0.0,6.92,0.00,0.00,,10.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
608,Moanes Dabbur,il ISR,FW,Hoffenheim,de Bundesliga,27,1992,8.5,4,24,11,45.8,2.82,1.29,0.17,0.36,13.9,0,0,0,3.9,3.9,0.16,+0.1,+0.1,Matches
609,Bryan Dabo,bf BFA,MF,SPAL,it Serie A,27,1992,12.5,1,8,3,37.5,0.64,0.24,0.13,0.33,22.7,0,0,0,0.9,0.9,0.15,+0.1,+0.1,Matches
610,Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,20,1998,7.4,0,2,0,0.0,0.27,0.00,0.00,,17.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
611,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,23,1996,6.2,0,12,4,33.3,1.94,0.65,0.00,0.00,21.0,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Matches
612,Leon Dajaku,de GER,"DF,MF",Bayern Munich,de Bundesliga,18,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
613,Felipe dal Belo,br BRA,DF,SPAL,it Serie A,35,1984,11.1,0,6,2,33.3,0.54,0.18,0.00,0.00,11.9,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches
614,Christian Dalle Mura,it ITA,FW,Fiorentina,it Serie A,17,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
615,Diogo Dalot,pt POR,"DF,MF",Manchester Utd,eng Premier League,20,1999,0.7,0,1,0,0.0,1.34,0.00,0.00,,9.0,0,0,0,0.3,0.3,0.29,-0.3,-0.3,Matches
616,Charlie Daniels,eng ENG,DF,Bournemouth,eng Premier League,32,1986,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
617,Danilo,br BRA,DF,Juventus,it Serie A,28,1991,16.0,2,14,4,28.6,0.87,0.25,0.14,0.50,24.3,0,0,0,0.9,0.9,0.07,+1.1,+1.1,Matches
618,Arnaut Danjuma,nl NED,MF,Bournemouth,eng Premier League,22,1997,7.0,0,13,4,30.8,1.86,0.57,0.00,0.00,19.0,1,0,0,1.2,1.2,0.09,-1.2,-1.2,Matches
619,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,32,1987,14.1,0,8,2,25.0,0.57,0.14,0.00,0.00,9.3,0,0,0,0.8,0.8,0.10,-0.8,-0.8,Matches
620,Kevin Danso,at AUT,DF,Southampton,eng Premier League,20,1998,3.1,0,1,0,0.0,0.32,0.00,0.00,,10.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
621,Dante,br BRA,DF,Nice,fr Ligue 1,35,1983,21.0,1,18,6,33.3,0.86,0.29,0.06,0.17,10.4,1,0,0,1.7,1.7,0.09,-0.7,-0.7,Matches
622,Andrea Danzi,it ITA,MF,Hellas Verona,it Serie A,20,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
623,Sergi Darder,es ESP,MF,Espanyol,es La Liga,25,1993,29.5,2,52,9,17.3,1.76,0.30,0.04,0.22,24.2,0,0,0,3.4,3.4,0.07,-1.4,-1.4,Matches
624,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,28,1990,25.1,3,43,14,32.6,1.72,0.56,0.07,0.21,20.7,0,0,0,3.1,3.1,0.07,-0.1,-0.1,Matches
625,Matteo Darmian,it ITA,DF,Parma,it Serie A,29,1989,29.8,1,8,2,25.0,0.27,0.07,0.13,0.50,14.7,0,0,0,0.8,0.8,0.10,+0.2,+0.2,Matches
626,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,18,2000,24.8,3,12,5,41.7,0.48,0.20,0.25,0.60,19.2,0,0,0,2.3,2.3,0.19,+0.7,+0.7,Matches
627,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,26,1993,15.9,0,7,1,14.3,0.44,0.06,0.00,0.00,23.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
628,Tom Davies,eng ENG,MF,Everton,eng Premier League,21,1998,22.5,1,17,5,29.4,0.75,0.22,0.06,0.20,17.1,0,0,0,1.6,1.6,0.09,-0.6,-0.6,Matches
629,Keinan Davis,eng ENG,FW,Aston Villa,eng Premier League,21,1998,6.1,0,17,5,29.4,2.79,0.82,0.00,0.00,9.6,0,0,0,2.7,2.7,0.16,-2.7,-2.7,Matches
630,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,24,1995,7.7,1,4,1,25.0,0.52,0.13,0.25,1.00,6.3,0,0,0,0.4,0.4,0.09,+0.6,+0.6,Matches
631,Craig Dawson,eng ENG,DF,Watford,eng Premier League,29,1990,26.2,2,26,7,26.9,0.99,0.27,0.08,0.29,10.6,0,0,0,3.0,3.0,0.12,-1.0,-1.0,Matches
632,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,28,1991,31.0,13,97,29,29.9,3.13,0.94,0.11,0.38,21.8,11,2,2,7.3,5.8,0.06,+5.7,+5.2,Matches
633,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,32,1987,16.7,0,9,3,33.3,0.54,0.18,0.00,0.00,13.4,0,0,0,1.3,1.3,0.14,-1.3,-1.3,Matches
634,Rodrigo De Paul,ar ARG,MF,Udinese,it Serie A,25,1994,31.4,7,85,29,34.1,2.71,0.92,0.08,0.24,22.1,3,0,0,5.1,5.1,0.06,+1.9,+1.9,Matches
635,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,26,1992,5.2,0,1,0,0.0,0.19,0.00,0.00,,25.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
636,Lorenzo De Silvestri,it ITA,DF,Torino,it Serie A,31,1988,24.9,0,22,5,22.7,0.88,0.20,0.00,0.00,12.5,0,0,0,2.3,2.3,0.11,-2.3,-2.3,Matches
637,Lucas Deaux,fr FRA,MF,Nîmes,fr Ligue 1,30,1988,14.8,2,15,5,33.3,1.01,0.34,0.13,0.40,20.9,0,0,0,1.3,1.3,0.09,+0.7,+0.7,Matches
638,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,34,1985,19.7,1,13,3,23.1,0.66,0.15,0.08,0.33,14.1,0,0,0,1.4,1.4,0.11,-0.4,-0.4,Matches
639,Troy Deeney,eng ENG,FW,Watford,eng Premier League,31,1988,24.7,10,39,16,41.0,1.58,0.65,0.13,0.31,16.0,0,5,6,10.5,5.8,0.15,-0.5,-0.8,Matches
640,Grégoire Defrel,mq MTQ,"FW,MF",Sassuolo,it Serie A,28,1991,10.9,3,20,8,40.0,1.84,0.73,0.10,0.25,18.7,0,1,1,3.1,2.3,0.12,-0.1,-0.3,Matches
641,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,23,1995,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
642,Alessandro Deiola,it ITA,MF,Lecce,it Serie A,23,1995,8.0,1,9,2,22.2,1.13,0.25,0.11,0.50,22.3,0,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches
643,Romain Del Castillo,fr FRA,"FW,MF",Rennes,fr Ligue 1,23,1996,13.8,2,27,9,33.3,1.96,0.65,0.04,0.11,20.6,0,1,1,3.1,2.3,0.09,-1.1,-1.3,Matches
644,Thomas Delaine,fr FRA,DF,Metz,fr Ligue 1,27,1992,13.9,0,7,4,57.1,0.50,0.29,0.00,0.00,18.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
645,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,27,1991,9.2,0,3,1,33.3,0.33,0.11,0.00,0.00,10.1,0,0,0,0.6,0.6,0.19,-0.6,-0.6,Matches
646,Paul Delecroix,gw GNB,GK,Metz,fr Ligue 1,30,1988,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
647,Cristian Dell'Orco,it ITA,DF,Lecce,it Serie A,25,1994,11.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
648,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,27,1991,25.3,9,82,28,34.1,3.24,1.11,0.11,0.32,18.0,2,0,2,11.4,9.9,0.12,-2.4,-0.9,Matches
649,Fabian Delph,eng ENG,MF,Everton,eng Premier League,29,1989,13.2,0,3,0,0.0,0.23,0.00,0.00,,30.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
650,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,23,1996,24.3,16,51,21,41.2,2.10,0.86,0.24,0.57,14.6,0,4,5,11.5,7.5,0.15,+4.5,+4.5,Matches
651,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,22,1997,4.0,1,5,2,40.0,1.26,0.50,0.20,0.50,15.7,0,0,0,1.3,1.3,0.27,-0.3,-0.3,Matches
652,Merih Demiral,tr TUR,DF,Juventus,it Serie A,21,1998,4.6,1,2,1,50.0,0.43,0.22,0.50,1.00,9.0,0,0,0,0.3,0.3,0.16,+0.7,+0.7,Matches
653,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,26,1993,17.5,1,30,8,26.7,1.72,0.46,0.03,0.13,21.4,2,0,0,3.2,3.2,0.11,-2.2,-2.2,Matches
654,Diego Demme,de GER,MF,Napoli,it Serie A,27,1991,10.0,1,4,1,25.0,0.40,0.10,0.25,1.00,19.2,0,0,0,0.4,0.4,0.11,+0.6,+0.6,Matches
655,Diego Demme,de GER,MF,RB Leipzig,de Bundesliga,27,1991,13.5,0,4,2,50.0,0.30,0.15,0.00,0.00,21.3,0,0,0,0.8,0.8,0.19,-0.8,-0.8,Matches
656,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,24,1995,23.7,0,5,2,40.0,0.21,0.08,0.00,0.00,8.7,0,0,0,0.7,0.7,0.15,-0.7,-0.7,Matches
657,Leander Dendoncker,be BEL,"MF,DF",Wolves,eng Premier League,24,1995,31.1,4,20,5,25.0,0.64,0.16,0.20,0.80,14.7,0,0,0,1.8,1.8,0.09,+2.2,+2.2,Matches
658,Kevin Denkey,tg TOG,FW,Nîmes,fr Ligue 1,18,2000,6.7,3,20,7,35.0,2.99,1.04,0.15,0.43,17.3,0,0,0,2.0,2.0,0.10,+1.0,+1.0,Matches
659,Stefano Denswil,nl NED,DF,Bologna,it Serie A,26,1993,24.9,0,10,1,10.0,0.40,0.04,0.00,0.00,10.9,0,0,0,1.2,1.2,0.12,-1.2,-1.2,Matches
660,Fabio Depaoli,it ITA,"MF,DF",Sampdoria,it Serie A,22,1997,20.6,0,26,4,15.4,1.26,0.19,0.00,0.00,21.3,0,0,0,1.1,1.1,0.04,-1.1,-1.1,Matches
661,Kastriot Dermaku,al ALB,DF,Parma,it Serie A,27,1992,11.4,0,3,2,66.7,0.26,0.18,0.00,0.00,14.1,0,0,0,0.7,0.7,0.25,-0.7,-0.7,Matches
662,Daniele Dessena,it ITA,MF,Brescia,it Serie A,32,1987,20.8,2,18,5,27.8,0.87,0.24,0.11,0.40,15.1,0,0,0,1.9,1.9,0.11,+0.1,+0.1,Matches
663,Mattia Destro,it ITA,FW,Bologna,it Serie A,28,1991,2.1,0,5,1,20.0,2.43,0.49,0.00,0.00,15.1,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
664,Mattia Destro,it ITA,"FW,MF",Genoa,it Serie A,28,1991,1.7,0,7,4,57.1,4.20,2.40,0.00,0.00,12.9,0,0,0,0.8,0.8,0.11,-0.8,-0.8,Matches
665,Gerard Deulofeu,es ESP,FW,Watford,eng Premier League,25,1994,23.3,4,63,20,31.7,2.70,0.86,0.05,0.15,18.8,8,1,1,6.3,5.5,0.09,-2.3,-2.5,Matches
666,Deyverson,br BRA,FW,Getafe,es La Liga,28,1991,2.3,0,5,1,20.0,2.21,0.44,0.00,0.00,23.2,1,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches
