,Player,Nation,Position,Squad,Competition,Age,Born,90s,Goals,Shots_total,Shots_on_target,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net,Matches
17,Yacine Adli,fr FRA,MF,Bordeaux,fr Ligue 1,19,2000,11.3,3,17,6,35.3,1.50,0.53,0.18,0.50,23.8,1,0,0,0.8,0.8,0.04,+2.2,+2.2,Matches
18,Adrián,es ESP,GK,Liverpool,eng Premier League,32,1987,9.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
19,Aritz Aduriz,es ESP,"FW,MF",Athletic Club,es La Liga,38,1981,2.3,1,6,2,33.3,2.60,0.87,0.17,0.50,15.7,0,0,1,1.6,0.8,0.13,-0.6,+0.2,Matches
20,Lumor Agbenyenu,gh GHA,DF,Mallorca,es La Liga,22,1996,20.1,1,14,2,14.3,0.70,0.10,0.07,0.50,30.1,0,0,0,0.3,0.3,0.02,+0.7,+0.7,Matches
21,Martin Agirregabiria,es ESP,DF,Alavés,es La Liga,23,1996,23.3,1,3,1,33.3,0.13,0.04,0.33,1.00,24.1,0,0,0,0.8,0.8,0.26,+0.2,+0.2,Matches
22,Lucien Agoume,fr FRA,MF,Inter,it Serie A,17,2002,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
23,Kevin Agudelo,co COL,"MF,FW",Fiorentina,it Serie A,20,1998,0.7,0,4,0,0.0,5.63,0.00,0.00,,22.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
24,Kevin Agudelo,co COL,"MF,FW",Genoa,it Serie A,20,1998,7.4,1,10,2,20.0,1.35,0.27,0.10,0.50,17.4,0,0,0,1.2,1.2,0.12,-0.2,-0.2,Matches
25,Nayef Aguerd,ma MAR,DF,Dijon,fr Ligue 1,23,1996,10.6,1,4,1,25.0,0.38,0.09,0.25,1.00,22.0,1,0,0,0.3,0.3,0.08,+0.7,+0.7,Matches
26,Sergio Agüero,ar ARG,FW,Manchester City,eng Premier League,31,1988,16.1,16,73,24,32.9,4.52,1.49,0.19,0.58,13.7,0,2,3,14.5,12.1,0.17,+1.5,+1.9,Matches
27,Ruben Aguilar,fr FRA,DF,Monaco,fr Ligue 1,26,1993,11.9,0,6,2,33.3,0.50,0.17,0.00,0.00,22.6,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
28,Emmanuel Agyemang-Badu,gh GHA,MF,Hellas Verona,it Serie A,28,1990,2.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
29,Jean-Eudes Aholou,ci CIV,MF,Saint-Étienne,fr Ligue 1,25,1994,7.0,1,10,4,40.0,1.43,0.57,0.10,0.25,17.7,0,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches
30,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,23,1995,27.8,0,10,1,10.0,0.36,0.04,0.00,0.00,11.1,0,0,0,1.0,1.0,0.10,-1.0,-1.0,Matches
31,Ola Aina,ng NGA,DF,Torino,it Serie A,22,1996,23.1,0,12,2,16.7,0.52,0.09,0.00,0.00,24.0,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
32,Youssef Aït Bennasser,ma MAR,MF,Bordeaux,fr Ligue 1,23,1996,6.0,0,2,0,0.0,0.34,0.00,0.00,,30.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
33,Rayan Aït Nouri,dz ALG,DF,Angers,fr Ligue 1,18,2001,14.2,0,4,0,0.0,0.28,0.00,0.00,,17.9,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
34,Albian Ajeti,ch SUI,FW,West Ham,eng Premier League,22,1997,1.5,0,3,0,0.0,1.94,0.00,0.00,,15.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
35,Ludovic Ajorque,fr FRA,FW,Strasbourg,fr Ligue 1,25,1994,22.9,8,49,21,42.9,2.14,0.92,0.14,0.33,13.4,0,1,1,7.2,6.4,0.13,+0.8,+0.6,Matches
36,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,24,1995,25.7,0,8,2,25.0,0.31,0.08,0.00,0.00,21.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
37,Marley Aké,fr FRA,"FW,MF",Marseille,fr Ligue 1,18,2001,1.1,0,3,0,0.0,2.73,0.00,0.00,,24.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
38,Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,24,1995,27.8,2,25,7,28.0,0.90,0.25,0.08,0.29,10.3,0,0,0,3.0,3.0,0.12,-1.0,-1.0,Matches
39,Chadrac Akolo,cd COD,"FW,MF",Amiens,fr Ligue 1,24,1995,6.0,2,9,4,44.4,1.49,0.66,0.22,0.50,19.1,0,0,0,1.1,1.1,0.13,+0.9,+0.9,Matches
40,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,24,1995,12.7,0,2,0,0.0,0.16,0.00,0.00,,19.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
41,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,27,1992,27.8,1,19,7,36.8,0.68,0.25,0.05,0.14,25.7,6,0,0,1.0,1.0,0.05,0.0,0.0,Matches
42,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,21,1998,15.6,0,9,4,44.4,0.58,0.26,0.00,0.00,21.8,0,0,0,0.9,0.9,0.10,-0.9,-0.9,Matches
43,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,26,1992,13.0,7,49,18,36.7,3.76,1.38,0.12,0.33,12.7,0,1,1,7.3,6.5,0.13,-0.3,-0.5,Matches
44,Jordi Alba,es ESP,DF,Barcelona,es La Liga,30,1989,24.3,2,7,3,42.9,0.29,0.12,0.29,0.67,16.4,0,0,0,1.4,1.4,0.20,+0.6,+0.6,Matches
45,Luis Alberto,es ESP,MF,Lazio,it Serie A,26,1992,34.6,6,97,27,27.8,2.80,0.78,0.05,0.19,21.6,11,1,1,6.6,5.8,0.06,-0.6,-0.8,Matches
46,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,33,1985,36.0,1,15,4,26.7,0.42,0.11,0.07,0.25,10.8,0,0,0,2.3,2.3,0.15,-1.3,-1.3,Matches
47,Marc Albrighton,eng ENG,"MF,DF",Leicester City,eng Premier League,29,1989,9.6,0,10,2,20.0,1.04,0.21,0.00,0.00,20.7,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
48,Paco Alcácer,es ESP,FW,Villarreal,es La Liga,25,1993,10.3,4,26,7,26.9,2.53,0.68,0.15,0.57,16.4,1,0,0,3.7,3.7,0.14,+0.3,+0.3,Matches
49,Paco Alcácer,es ESP,FW,Dortmund,de Bundesliga,25,1993,5.9,5,16,7,43.8,2.72,1.19,0.31,0.71,13.1,0,0,0,3.9,3.9,0.25,+1.1,+1.1,Matches
50,Thiago Alcántara,es ESP,MF,Bayern Munich,de Bundesliga,28,1991,19.7,3,18,8,44.4,0.91,0.41,0.17,0.38,17.7,0,0,0,2.4,2.4,0.14,+0.6,+0.6,Matches
51,Rubén Alcaraz,es ESP,MF,Valladolid,es La Liga,28,1991,21.4,2,33,8,24.2,1.54,0.37,0.06,0.25,25.9,9,0,0,1.9,1.9,0.06,+0.1,+0.1,Matches
52,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,30,1989,32.9,2,16,4,25.0,0.49,0.12,0.13,0.50,12.6,0,0,0,0.7,0.7,0.05,+1.3,+1.3,Matches
53,Haitam Aleesami,no NOR,DF,Amiens,fr Ligue 1,28,1991,21.3,1,2,1,50.0,0.09,0.05,0.50,1.00,12.6,0,0,0,0.4,0.4,0.18,+0.6,+0.6,Matches
54,Álex Alegría,es ESP,FW,Mallorca,es La Liga,26,1992,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
55,Carles Aleñá,es ESP,MF,Barcelona,es La Liga,21,1998,1.9,0,1,1,100.0,0.52,0.52,0.00,0.00,17.6,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
56,Carles Aleñá,es ESP,"MF,FW",Betis,es La Liga,21,1998,8.2,1,12,4,33.3,1.47,0.49,0.08,0.25,21.5,0,0,0,1.4,1.4,0.12,-0.4,-0.4,Matches
57,Rúnar Alex Rúnarsson,is ISL,GK,Dijon,fr Ligue 1,24,1995,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
58,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,20,1998,35.3,4,44,13,29.5,1.25,0.37,0.09,0.31,22.6,13,0,0,2.8,2.8,0.06,+1.2,+1.2,Matches
59,Enrico Alfonso,it ITA,GK,Brescia,it Serie A,31,1988,3.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
60,Rachid Alioui,ma MAR,FW,Angers,fr Ligue 1,27,1992,17.4,6,58,22,37.9,3.34,1.27,0.10,0.27,20.7,11,0,0,5.2,5.2,0.09,+0.8,+0.8,Matches
61,Alisson,br BRA,GK,Liverpool,eng Premier League,26,1992,28.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
62,Allan,br BRA,MF,Napoli,it Serie A,28,1991,14.2,2,12,7,58.3,0.84,0.49,0.17,0.29,21.1,0,0,0,0.5,0.5,0.05,+1.5,+1.5,Matches
63,Dele Alli,eng ENG,"MF,FW",Tottenham,eng Premier League,23,1996,20.5,8,41,18,43.9,2.00,0.88,0.17,0.39,14.9,0,1,1,8.1,7.3,0.18,-0.1,-0.3,Matches
64,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,eng Premier League,25,1994,33.6,4,56,17,30.4,1.67,0.51,0.07,0.24,16.2,0,0,0,6.7,6.7,0.12,-2.7,-2.7,Matches
65,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,28,1990,15.9,4,30,8,26.7,1.89,0.50,0.13,0.50,16.5,1,0,0,2.6,2.6,0.09,+1.4,+1.4,Matches
66,Mickaël Alphonse,gp GLP,DF,Dijon,fr Ligue 1,30,1989,15.3,0,6,0,0.0,0.39,0.00,0.00,,23.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
67,Sergio Álvarez,es ESP,"MF,DF",Eibar,es La Liga,27,1992,12.7,0,4,0,0.0,0.31,0.00,0.00,,20.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
68,Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,32,1986,2.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
69,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,24,1995,31.2,0,12,2,16.7,0.38,0.06,0.00,0.00,13.9,0,0,0,1.3,1.3,0.11,-1.3,-1.3,Matches
70,Bruno Alves,pt POR,DF,Parma,it Serie A,37,1981,29.7,0,24,1,4.2,0.81,0.03,0.00,0.00,20.0,10,0,0,1.3,1.3,0.05,-1.3,-1.3,Matches
71,Steven Alzate,co COL,"MF,DF",Brighton,eng Premier League,20,1998,13.2,0,13,3,23.1,0.98,0.23,0.00,0.00,18.3,0,0,0,1.2,1.2,0.09,-1.2,-1.2,Matches
72,Ibrahim Amadou,fr FRA,"DF,MF",Norwich City,eng Premier League,26,1993,8.4,0,6,1,16.7,0.71,0.12,0.00,0.00,17.6,0,0,0,0.8,0.8,0.13,-0.8,-0.8,Matches
73,Ibrahim Amadou,fr FRA,MF,Leganés,es La Liga,26,1993,8.6,0,5,1,20.0,0.58,0.12,0.00,0.00,13.5,0,0,0,0.7,0.7,0.14,-0.7,-0.7,Matches
74,Romain Amalfitano,fr FRA,MF,Dijon,fr Ligue 1,29,1989,18.8,1,11,2,18.2,0.58,0.11,0.09,0.50,26.4,0,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches
75,Amath,sn SEN,MF,Getafe,es La Liga,23,1996,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
76,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,25,1994,24.0,1,16,4,25.0,0.67,0.17,0.06,0.25,21.9,0,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
77,Thierry Ambrose,gp GLP,FW,Metz,fr Ligue 1,22,1997,6.1,0,23,4,17.4,3.78,0.66,0.00,0.00,20.0,0,0,0,1.2,1.2,0.05,-1.2,-1.2,Matches
78,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,21,1998,18.1,0,8,3,37.5,0.44,0.17,0.00,0.00,19.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
79,Nadiem Amiri,de GER,"MF,FW",Leverkusen,de Bundesliga,22,1996,20.6,1,42,18,42.9,2.04,0.87,0.02,0.06,23.3,1,0,0,2.2,2.2,0.05,-1.2,-1.2,Matches
80,Ethan Ampadu,wls WAL,DF,RB Leipzig,de Bundesliga,18,2000,0.9,0,1,0,0.0,1.11,0.00,0.00,,8.6,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
81,Opoku Ampomah,gh GHA,"FW,MF",Düsseldorf,de Bundesliga,23,1996,5.6,0,16,5,31.3,2.88,0.90,0.00,0.00,20.6,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
82,Sofyan Amrabat,ma MAR,MF,Hellas Verona,it Serie A,22,1996,32.4,1,18,6,33.3,0.55,0.18,0.00,0.00,22.7,0,1,1,2.0,1.3,0.07,-1.0,-1.3,Matches
83,Joachim Andersen,dk DEN,DF,Lyon,fr Ligue 1,23,1996,17.0,1,10,1,10.0,0.59,0.06,0.10,1.00,16.1,0,0,0,0.9,0.9,0.09,+0.1,+0.1,Matches
84,Djavan Anderson,nl NED,"FW,DF",Lazio,it Serie A,24,1995,1.9,0,1,0,0.0,0.54,0.00,0.00,,17.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
85,Felipe Anderson,br BRA,"MF,FW",West Ham,eng Premier League,26,1993,16.6,1,23,8,34.8,1.38,0.48,0.04,0.13,17.1,0,0,0,2.5,2.5,0.11,-1.5,-1.5,Matches
86,Sebastian Andersson,se SWE,FW,Union Berlin,de Bundesliga,28,1991,29.8,12,63,35,55.6,2.11,1.17,0.17,0.31,12.3,0,1,2,11.9,10.3,0.16,+0.1,+0.7,Matches
87,Florin Andone,ro ROU,FW,Brighton,eng Premier League,26,1993,0.8,1,1,1,100.0,1.23,1.23,1.00,1.00,7.8,0,0,0,0.4,0.4,0.36,+0.6,+0.6,Matches
88,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,28,1990,22.8,2,14,3,21.4,0.61,0.13,0.14,0.67,15.8,0,0,0,0.9,0.9,0.07,+1.1,+1.1,Matches
89,Lorenzo Andrenacci,it ITA,GK,Brescia,it Serie A,24,1995,5.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
90,Robert Andrich,de GER,MF,Union Berlin,de Bundesliga,24,1994,28.6,1,49,7,14.3,1.71,0.24,0.02,0.14,24.9,4,0,0,2.6,2.6,0.05,-1.6,-1.6,Matches
91,Victorien Angban,ci CIV,MF,Metz,fr Ligue 1,22,1996,11.4,0,4,0,0.0,0.35,0.00,0.00,,30.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
92,Miguel Ángel Guerrero,es ESP,FW,Leganés,es La Liga,29,1990,8.8,1,13,4,30.8,1.48,0.46,0.08,0.25,13.5,0,0,1,2.6,1.8,0.14,-1.6,-0.8,Matches
93,José Ángel,es ESP,DF,Eibar,es La Liga,29,1989,26.2,1,24,7,29.2,0.92,0.27,0.04,0.14,28.0,8,0,0,0.8,0.8,0.03,+0.2,+0.2,Matches
94,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,35,1984,13.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
95,Angeliño,es ESP,DF,Manchester City,eng Premier League,22,1997,4.7,0,5,0,0.0,1.06,0.00,0.00,,19.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
96,Angeliño,es ESP,"DF,FW",RB Leipzig,de Bundesliga,22,1997,12.2,1,5,2,40.0,0.41,0.16,0.20,0.50,12.5,0,0,0,0.9,0.9,0.18,+0.1,+0.1,Matches
97,Faustino Anjorin,eng ENG,FW,Chelsea,eng Premier League,17,2001,0.2,0,1,0,0.0,4.50,0.00,0.00,,31.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
98,Peter Ankersen,dk DEN,DF,Genoa,it Serie A,28,1990,11.8,0,13,3,23.1,1.10,0.25,0.00,0.00,23.6,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
99,Cristian Ansaldi,ar ARG,"DF,MF",Torino,it Serie A,32,1986,19.6,4,29,8,27.6,1.48,0.41,0.14,0.50,21.0,1,0,0,1.9,1.9,0.06,+2.1,+2.1,Matches
100,Janis Antiste,fr FRA,MF,Toulouse,fr Ligue 1,16,2002,0.1,0,1,0,0.0,7.50,0.00,0.00,,13.9,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
101,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,29,1990,19.6,10,67,30,44.8,3.41,1.53,0.13,0.30,13.7,0,1,1,12.9,12.1,0.19,-2.9,-3.1,Matches
102,Antoñito,es ESP,"DF,MF",Valladolid,es La Liga,31,1987,11.4,0,1,0,0.0,0.09,0.00,0.00,,9.8,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
103,Mirko Antonucci,it ITA,"FW,MF",Roma,it Serie A,20,1999,0.9,0,3,0,0.0,3.29,0.00,0.00,,12.3,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
104,Vitorino Antunes,pt POR,MF,Getafe,es La Liga,32,1987,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
105,Christopher Antwi-Adjei,gh GHA,"MF,FW",Paderborn 07,de Bundesliga,25,1994,27.4,1,46,8,17.4,1.68,0.29,0.02,0.13,17.9,1,0,0,3.8,3.8,0.08,-2.8,-2.8,Matches
106,Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,24,1995,2.1,0,1,0,0.0,0.48,0.00,0.00,,28.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
107,Houssem Aouar,dz ALG,"MF,FW",Lyon,fr Ligue 1,21,1998,21.7,3,46,18,39.1,2.12,0.83,0.07,0.17,20.0,2,0,0,3.7,3.7,0.08,-0.7,-0.7,Matches
108,Adil Aouchiche,fr FRA,MF,Paris S-G,fr Ligue 1,17,2002,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
109,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,27,1992,17.8,0,1,0,0.0,0.06,0.00,0.00,,17.1,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
110,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,23,1995,34.1,1,47,7,14.9,1.38,0.21,0.02,0.14,25.3,5,0,0,2.1,2.1,0.04,-1.1,-1.1,Matches
111,Guilherme Arana,br BRA,DF,Atalanta,it Serie A,22,1997,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
112,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,30,1989,23.5,1,16,2,12.5,0.68,0.08,0.06,0.50,18.6,0,0,0,1.4,1.4,0.09,-0.4,-0.4,Matches
113,Luiz Araújo,br BRA,"FW,MF",Lille,fr Ligue 1,23,1996,9.2,2,24,11,45.8,2.61,1.20,0.08,0.18,24.8,0,0,0,1.0,1.0,0.04,+1.0,+1.0,Matches
114,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,27,1991,32.1,1,13,3,23.1,0.41,0.09,0.08,0.33,14.0,0,0,0,1.0,1.0,0.08,0.0,0.0,Matches
115,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,20,1999,2.6,0,1,0,0.0,0.38,0.00,0.00,,3.7,0,0,0,0.2,0.2,0.21,-0.2,-0.2,Matches
116,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,32,1987,22.3,1,14,2,14.3,0.63,0.09,0.07,0.50,24.9,3,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
117,Alphonse Areola,fr FRA,GK,Real Madrid,es La Liga,26,1993,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
118,Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,26,1993,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
119,Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,27,1992,12.0,0,6,2,33.3,0.50,0.17,0.00,0.00,19.9,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
120,Nicolò Armini,it ITA,DF,Lazio,it Serie A,18,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
121,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,27,1992,19.1,5,46,20,43.5,2.41,1.05,0.11,0.25,21.2,0,0,0,2.8,2.8,0.06,+2.2,+2.2,Matches
122,José Arnaiz,es ESP,"FW,MF",Osasuna,es La Liga,24,1995,8.8,2,21,6,28.6,2.39,0.68,0.10,0.33,16.2,0,0,0,1.4,1.4,0.07,+0.6,+0.6,Matches
123,José Arnaiz,es ESP,MF,Leganés,es La Liga,24,1995,3.7,0,10,4,40.0,2.67,1.07,0.00,0.00,19.4,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
124,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,25,1994,31.3,4,63,16,25.4,2.01,0.51,0.06,0.25,26.4,9,0,0,2.9,2.9,0.05,+1.1,+1.1,Matches
125,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,24,1994,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
126,Kwadwo Asamoah,gh GHA,"DF,FW",Inter,it Serie A,30,1988,7.1,0,3,1,33.3,0.42,0.14,0.00,0.00,18.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
127,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,22,1997,7.0,0,2,0,0.0,0.28,0.00,0.00,,30.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
128,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,30,1989,34.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
129,Marco Asensio,es ESP,FW,Real Madrid,es La Liga,23,1996,3.7,3,8,5,62.5,2.14,1.34,0.38,0.60,15.7,1,0,0,1.1,1.1,0.14,+1.9,+1.9,Matches
130,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,18,2001,0.8,1,1,1,100.0,1.18,1.18,1.00,1.00,31.0,0,0,0,0.0,0.0,0.02,+1.0,+1.0,Matches
131,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,31,1987,36.2,14,77,32,41.6,2.12,0.88,0.12,0.28,17.5,11,5,7,14.6,9.0,0.12,-0.6,0.0,Matches
132,Roger Assalé,ci CIV,"FW,MF",Leganés,es La Liga,25,1993,5.9,2,11,6,54.5,1.86,1.02,0.18,0.33,16.2,0,0,0,1.7,1.7,0.15,+0.3,+0.3,Matches
133,Youcef Atal,dz ALG,"FW,DF",Nice,fr Ligue 1,23,1996,11.1,1,19,9,47.4,1.70,0.81,0.05,0.11,18.1,0,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
