,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Tocuhes_Live_Balls,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Carries,Total_Distance,Progressive_Distance_Carried,Progressive_Carries,1/3_Carries,Carries_Penalty_Area,Miscontrols,Dispossessed,Passes_Received,Progressive_Passes_Received,Matches
422,Daniel Caligiuri,it ITA,"MF,FW",Schalke 04,de Bundesliga,31,1988,25.5,1394,48,201,616,601,56,1393,77,42,54.5,35,45.5,676,4020,1773,66,47,21,67,58,773,131,Matches
423,José Callejón,es ESP,"FW,MF",Napoli,it Serie A,32,1987,24.1,1404,15,137,603,670,70,1404,29,9,31.0,20,69.0,825,3105,1521,38,36,6,20,7,1081,224,Matches
424,Jonathan Calleri,ar ARG,FW,Espanyol,es La Liga,25,1993,20.1,592,25,58,239,302,97,592,33,19,57.6,14,42.4,299,1784,609,32,14,12,56,31,445,111,Matches
425,Dominic Calvert-Lewin,eng ENG,FW,Everton,eng Premier League,22,1997,29.2,922,42,76,391,466,134,922,27,14,51.9,13,48.1,511,2568,951,40,28,16,98,23,736,156,Matches
426,Mahdi Camara,fr FRA,MF,Saint-Étienne,fr Ligue 1,21,1998,10.0,569,11,120,368,85,11,569,10,8,80.0,2,20.0,321,2239,1008,19,18,0,13,13,392,13,Matches
427,Souleymane Camara,sn SEN,FW,Montpellier,fr Ligue 1,36,1982,1.8,63,1,3,31,30,7,63,2,1,50.0,1,50.0,29,167,52,1,1,1,5,2,54,14,Matches
428,Víctor Camarasa,es ESP,FW,Crystal Palace,eng Premier League,25,1994,0.1,3,0,0,3,0,0,3,0,0,,0,,2,24,1,0,0,0,0,0,3,0,Matches
429,Víctor Camarasa,es ESP,MF,Alavés,es La Liga,25,1994,14.4,667,21,110,394,170,6,667,30,13,43.3,17,56.7,422,1881,686,9,8,2,26,8,424,34,Matches
430,Eduardo Camavinga,fr FRA,MF,Rennes,fr Ligue 1,16,2002,23.4,1285,56,314,869,122,8,1285,28,19,67.9,9,32.1,753,5070,2408,48,36,3,25,20,787,24,Matches
431,Sergio Camello,es ESP,FW,Atlético Madrid,es La Liga,18,2001,0.3,7,0,1,2,4,1,7,0,0,,0,,5,14,9,0,0,0,1,0,7,2,Matches
432,José Campaña,es ESP,MF,Levante,es La Liga,26,1993,35.1,2530,95,556,1246,754,57,2530,90,63,70.0,27,30.0,1459,9235,4962,137,86,15,67,32,1770,158,Matches
433,Xisco Campos,es ESP,DF,Mallorca,es La Liga,37,1982,5.3,266,36,160,94,14,5,266,0,0,,0,,120,620,230,2,1,0,0,0,137,1,Matches
434,Víctor Campuzano,es ESP,FW,Espanyol,es La Liga,22,1997,9.7,257,4,17,121,127,28,257,19,9,47.4,10,52.6,154,959,422,21,10,10,39,17,167,47,Matches
435,Emre Can,de GER,MF,Juventus,it Serie A,25,1994,3.2,198,7,29,109,62,13,198,9,6,66.7,3,33.3,149,675,306,11,4,3,5,3,154,18,Matches
436,Emre Can,de GER,"MF,DF",Dortmund,de Bundesliga,25,1994,10.6,846,34,221,523,109,13,846,21,14,66.7,7,33.3,539,2750,1332,18,12,0,14,9,637,15,Matches
437,Sergio Canales,es ESP,"MF,FW",Betis,es La Liga,28,1991,35.1,2482,26,364,1277,881,75,2478,68,51,75.0,17,25.0,1577,10837,6225,150,100,13,36,49,1904,153,Matches
438,João Cancelo,pt POR,DF,Manchester City,eng Premier League,25,1994,13.4,1309,30,257,672,395,33,1309,53,37,69.8,17,32.1,949,4380,2266,42,50,14,15,8,937,80,Matches
439,Antonio Candreva,it ITA,DF,Inter,it Serie A,32,1987,22.1,1553,53,326,608,630,57,1553,21,10,47.6,11,52.4,855,5145,2728,80,39,17,30,9,1060,221,Matches
440,Gianmarco Cangiano,it ITA,"FW,MF",Bologna,it Serie A,17,2001,0.2,17,1,2,8,7,2,17,4,3,75.0,1,25.0,13,82,19,1,2,1,1,1,9,4,Matches
441,Todd Cantwell,eng ENG,"FW,MF",Norwich City,eng Premier League,21,1998,27.7,1480,34,259,723,523,79,1480,78,49,62.8,29,37.2,991,5587,2520,75,49,24,77,48,1099,138,Matches
442,Ander Capa,es ESP,DF,Athletic Club,es La Liga,27,1992,31.9,1934,80,487,841,625,42,1934,84,56,66.7,28,33.3,876,5615,3427,92,69,12,40,22,979,180,Matches
443,Pierrick Capelle,fr FRA,"MF,DF",Angers,fr Ligue 1,32,1987,19.4,1016,40,215,509,305,42,1016,38,25,65.8,13,34.2,538,3233,1572,50,32,8,40,40,697,102,Matches
444,Étienne Capoue,fr FRA,MF,Watford,eng Premier League,31,1988,29.2,1797,94,422,1174,217,12,1797,40,23,57.5,17,42.5,912,3593,1554,16,16,3,18,26,999,23,Matches
445,Gianluca Caprari,it ITA,"FW,MF",Sampdoria,it Serie A,26,1993,7.4,334,3,23,144,170,24,334,22,11,50.0,11,50.0,223,1484,641,21,19,3,22,25,250,57,Matches
446,Gianluca Caprari,it ITA,"FW,MF",Parma,it Serie A,26,1993,6.5,281,2,35,113,140,25,280,20,13,65.0,7,35.0,197,1233,624,21,23,6,14,13,196,41,Matches
447,Francesco Caputo,it ITA,FW,Sassuolo,it Serie A,31,1987,32.6,1018,7,46,456,524,179,1016,36,23,63.9,13,36.1,582,2828,1291,53,28,33,58,42,832,256,Matches
448,Maxence Caqueret,fr FRA,MF,Lyon,fr Ligue 1,19,2000,6.3,469,5,72,304,97,9,469,9,6,66.7,3,33.3,256,1123,473,6,9,1,19,7,350,12,Matches
449,Andrea Carboni,it ITA,DF,Cagliari,it Serie A,18,2001,4.1,210,39,106,95,11,3,210,0,0,,0,,114,749,505,8,6,0,1,1,122,0,Matches
450,Irvin Cardona,fr FRA,"FW,MF",Brest,fr Ligue 1,21,1997,16.1,621,15,60,255,316,76,621,29,14,48.3,15,51.7,377,2188,1053,37,26,11,52,31,483,134,Matches
451,Marc Cardona,es ESP,FW,Osasuna,es La Liga,24,1995,7.8,267,4,13,136,123,28,267,19,10,52.6,9,47.4,164,972,465,19,13,5,25,11,197,56,Matches
452,Diego Carlos,br BRA,DF,Sevilla,es La Liga,26,1993,34.8,2256,361,1289,917,56,29,2256,7,7,100.0,0,0.0,1237,4327,1879,6,8,0,8,2,1474,2,Matches
453,Lionel Carole,fr FRA,DF,Strasbourg,fr Ligue 1,28,1991,14.1,924,39,245,485,204,11,924,22,14,63.6,8,36.4,516,2772,1573,32,27,2,14,10,584,61,Matches
454,Yannick Carrasco,be BEL,"MF,FW",Atlético Madrid,es La Liga,25,1993,7.0,324,3,45,132,154,21,324,30,16,53.3,14,46.7,219,1408,711,23,18,10,19,28,219,41,Matches
455,Daniel Carriço,pt POR,DF,Sevilla,es La Liga,30,1988,9.4,620,60,294,295,34,11,620,3,3,100.0,0,0.0,362,1736,1000,5,4,1,3,1,454,0,Matches
456,Guido Carrillo,ar ARG,FW,Leganés,es La Liga,28,1991,13.5,498,19,30,234,237,60,498,8,4,50.0,4,50.0,194,669,187,8,5,2,26,14,364,57,Matches
457,Andy Carroll,eng ENG,FW,Newcastle Utd,eng Premier League,30,1989,7.0,316,27,39,156,122,30,316,11,6,54.5,5,45.5,133,478,109,4,5,0,24,11,236,34,Matches
458,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,27,1992,30.4,2727,101,756,1116,879,65,2727,53,25,47.2,28,52.8,1533,7470,4224,91,81,19,41,24,1831,195,Matches
459,Matis Carvalho,pt POR,GK,Montpellier,fr Ligue 1,20,1999,0.8,31,30,31,0,0,0,31,0,0,,0,,12,89,54,0,0,0,0,0,7,0,Matches
460,William Carvalho,pt POR,MF,Betis,es La Liga,27,1992,9.9,688,23,140,437,119,5,688,25,20,80.0,5,20.0,418,1871,917,9,13,1,5,8,543,15,Matches
461,Casemiro,br BRA,MF,Real Madrid,es La Liga,27,1992,34.3,2616,131,687,1588,376,36,2616,33,29,87.9,4,12.1,1440,5626,2765,16,40,1,23,28,1707,26,Matches
462,Moreto Cassamã,gw GNB,MF,Reims,fr Ligue 1,21,1998,6.6,562,10,152,345,72,1,562,16,13,81.3,3,18.8,328,1480,668,4,4,0,12,8,422,3,Matches
463,Francesco Cassata,it ITA,MF,Genoa,it Serie A,22,1997,16.2,796,24,192,377,242,12,796,35,21,60.0,14,40.0,481,2621,1475,39,31,3,26,21,554,45,Matches
464,Timothy Castagne,be BEL,DF,Atalanta,it Serie A,23,1995,19.7,1316,35,267,574,489,46,1316,24,13,54.2,11,45.8,788,3293,1716,41,36,6,24,10,870,154,Matches
465,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,27,1992,26.0,1029,807,1015,14,0,0,1029,1,1,100.0,0,0.0,596,3185,1789,0,0,0,1,0,513,0,Matches
466,Jean-Charles Castelletto,cm CMR,DF,Brest,fr Ligue 1,24,1995,20.4,1196,180,697,480,28,7,1196,10,10,100.0,0,0.0,661,3276,1859,8,9,1,5,5,738,1,Matches
467,Samu Castillejo,es ESP,"FW,MF",Milan,it Serie A,24,1995,13.4,742,7,81,302,375,59,742,38,20,52.6,18,47.4,476,3111,1521,48,43,16,32,20,491,116,Matches
468,Jonny Castro,es ESP,"MF,DF",Wolves,eng Premier League,25,1994,32.1,1871,68,476,779,638,61,1871,71,32,45.1,39,54.9,855,5260,2873,100,62,20,54,36,1024,180,Matches
469,Lucas Castro,ar ARG,MF,SPAL,it Serie A,30,1989,4.7,270,3,33,146,95,12,270,10,5,50.0,5,50.0,157,846,335,6,7,1,11,6,204,28,Matches
470,Lucas Castro,ar ARG,MF,Cagliari,it Serie A,30,1989,6.7,372,18,64,196,119,13,372,9,4,44.4,5,55.6,199,986,519,12,8,0,10,12,252,31,Matches
471,Gaetano Castrovilli,it ITA,MF,Fiorentina,it Serie A,22,1997,29.7,1536,40,262,707,608,90,1536,131,93,71.0,38,29.0,1061,8109,4620,142,86,25,87,64,1090,143,Matches
472,Danilo Cataldi,it ITA,MF,Lazio,it Serie A,24,1994,6.6,519,26,124,287,115,3,519,2,2,100.0,0,0.0,288,1778,1006,12,10,1,11,2,326,7,Matches
473,Craig Cathcart,nir NIR,DF,Watford,eng Premier League,30,1989,27.6,1194,156,601,572,23,12,1194,7,4,57.1,3,42.9,583,2439,1037,2,3,1,9,3,591,3,Matches
474,Edinson Cavani,uy URU,FW,Paris S-G,fr Ligue 1,32,1987,6.7,207,4,16,70,121,51,206,8,7,87.5,1,12.5,93,268,118,3,1,1,21,2,148,52,Matches
475,Santi Cazorla,es ESP,MF,Villarreal,es La Liga,34,1984,27.2,1998,24,252,1113,660,45,1990,70,50,71.4,20,28.6,1165,5983,2795,55,57,9,59,31,1484,98,Matches
476,Dani Ceballos,es ESP,MF,Arsenal,eng Premier League,22,1996,18.8,1510,50,320,807,403,21,1510,36,27,75.0,9,25.0,1012,6703,3681,60,52,8,25,30,1089,38,Matches
477,Federico Ceccherini,it ITA,DF,Fiorentina,it Serie A,27,1992,9.3,510,61,272,220,21,8,510,7,6,85.7,1,14.3,287,1731,821,8,1,1,6,2,282,2,Matches
478,Christian Celesia,it ITA,DF,Torino,it Serie A,17,2002,0.0,1,0,0,0,1,0,1,0,0,,0,,1,2,0,0,0,0,0,0,1,1,Matches
479,Zeki Çelik,tr TUR,DF,Lille,fr Ligue 1,22,1997,23.0,1615,46,324,860,440,30,1615,34,15,44.1,19,55.9,787,4469,2467,54,47,8,31,19,903,99,Matches
480,Fabien Centonze,fr FRA,DF,Metz,fr Ligue 1,23,1996,28.0,1689,108,642,751,320,21,1689,53,31,58.5,22,41.5,681,5556,3062,97,62,14,31,24,798,82,Matches
481,Luca Ceppitelli,it ITA,DF,Cagliari,it Serie A,29,1989,13.8,682,139,396,254,38,10,682,1,0,0.0,1,100.0,321,1562,868,3,8,2,5,2,385,1,Matches
482,Alberto Cerri,it ITA,FW,SPAL,it Serie A,23,1996,4.7,177,3,6,84,89,26,177,10,8,80.0,2,20.0,114,570,271,13,6,4,10,7,159,36,Matches
483,Alberto Cerri,it ITA,FW,Cagliari,it Serie A,23,1996,2.7,126,4,9,62,56,13,126,3,3,100.0,0,0.0,55,250,17,1,0,1,4,4,108,25,Matches
484,Julian Chabot,de GER,DF,Sampdoria,it Serie A,21,1998,6.3,321,55,175,140,9,3,321,2,1,50.0,1,50.0,152,684,271,1,1,0,4,0,167,0,Matches
485,Florian Chabrolle,fr FRA,MF,Marseille,fr Ligue 1,21,1998,0.2,20,0,1,13,6,0,20,0,0,,0,,18,103,52,3,1,0,3,1,17,0,Matches
486,Fouad Chafik,ma MAR,DF,Dijon,fr Ligue 1,32,1986,17.0,1083,47,356,554,186,3,1083,25,13,52.0,12,48.0,526,3404,2013,44,28,1,12,7,607,52,Matches
487,Sofian Chakla,ma MAR,DF,Villarreal,es La Liga,25,1993,2.0,104,16,77,25,2,1,104,0,0,,0,,70,283,98,0,0,0,0,0,66,1,Matches
488,Nathaniel Chalobah,eng ENG,MF,Watford,eng Premier League,24,1994,10.3,500,24,115,278,110,8,500,9,5,55.6,4,44.4,227,942,306,4,9,1,16,10,250,22,Matches
489,Calum Chambers,eng ENG,DF,Arsenal,eng Premier League,24,1995,12.2,1067,116,467,406,199,27,1067,17,11,64.7,6,35.3,563,2500,1438,16,10,0,15,10,697,67,Matches
490,Jhon Chancellor,ve VEN,DF,Brescia,it Serie A,27,1992,24.9,1173,259,739,409,30,22,1173,6,5,83.3,1,16.7,573,3062,1424,1,2,0,13,4,641,1,Matches
491,Timothy Chandler,us USA,"DF,MF",Eint Frankfurt,de Bundesliga,29,1990,13.6,598,34,123,243,237,32,598,9,6,66.7,3,33.3,258,1369,610,25,18,2,14,4,344,91,Matches
492,Kwon Chang-hoon,kr KOR,"MF,FW",Freiburg,de Bundesliga,25,1994,7.5,375,11,56,156,170,27,375,21,15,71.4,6,28.6,216,1356,450,14,16,8,22,6,263,62,Matches
493,Gaëtan Charbonnier,fr FRA,"FW,MF",Brest,fr Ligue 1,30,1988,22.9,1129,39,94,584,460,75,1127,45,23,51.1,22,48.9,643,2396,942,24,28,12,81,36,849,162,Matches
494,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,24,1994,9.1,651,88,350,292,11,3,651,2,2,100.0,0,0.0,385,2015,1167,8,4,0,2,0,438,2,Matches
495,Charles,br BRA,FW,Eibar,es La Liga,35,1984,14.5,477,5,24,238,220,41,475,6,1,16.7,5,83.3,213,678,217,7,5,2,32,11,327,58,Matches
496,Xavier Chavalerin,fr FRA,MF,Reims,fr Ligue 1,28,1991,23.9,1349,52,344,723,293,16,1349,22,13,59.1,9,40.9,611,2541,1151,17,17,5,33,10,799,53,Matches
497,Pablo Chavarría,ar ARG,"FW,MF",Mallorca,es La Liga,31,1988,2.3,92,3,5,33,55,12,92,2,1,50.0,1,50.0,56,368,165,6,4,2,11,3,80,22,Matches
498,Aurélien Chedjou,cm CMR,DF,Amiens,fr Ligue 1,34,1985,21.9,1278,177,624,642,28,10,1278,11,9,81.8,2,18.2,663,3787,2347,11,3,0,8,5,698,0,Matches
499,Pape Cheikh Diop,sn SEN,MF,Celta Vigo,es La Liga,21,1997,6.7,318,9,64,193,63,5,318,9,5,55.6,4,44.4,210,1367,644,9,10,0,10,6,228,14,Matches
500,Chema,es ESP,DF,Getafe,es La Liga,27,1992,3.4,161,13,75,81,9,5,161,1,1,100.0,0,0.0,53,267,169,0,0,0,2,0,62,0,Matches
501,Rayan Cherki,fr FRA,"MF,FW",Lyon,fr Ligue 1,15,2003,1.6,88,0,13,36,41,3,88,13,10,76.9,3,23.1,60,310,170,2,5,0,4,7,61,10,Matches
502,Denis Cheryshev,ru RUS,"MF,FW",Valencia,es La Liga,28,1990,10.3,481,11,77,205,206,44,481,25,12,48.0,13,52.0,289,1584,788,29,20,5,21,8,325,85,Matches
503,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,34,1984,2.2,128,18,52,72,4,2,128,1,1,100.0,0,0.0,72,409,316,6,1,1,1,0,90,0,Matches
504,Federico Chiesa,it ITA,"FW,DF",Fiorentina,it Serie A,21,1997,29.3,1186,5,141,439,634,150,1184,91,52,57.1,39,42.9,758,5338,3141,108,55,40,63,48,844,186,Matches
505,Ben Chilwell,eng ENG,DF,Leicester City,eng Premier League,22,1996,26.4,2329,73,592,1076,683,48,2329,50,19,38.0,31,62.0,1427,8189,4644,109,77,16,50,22,1537,180,Matches
506,Vlad Chiricheș,ro ROU,DF,Sassuolo,it Serie A,29,1989,7.9,563,75,271,287,9,4,563,6,6,100.0,0,0.0,356,1835,1004,5,2,0,6,3,398,1,Matches
507,Tahith Chong,nl NED,"FW,DF",Manchester Utd,eng Premier League,19,1999,0.4,20,0,3,7,10,2,20,2,1,50.0,1,50.0,15,86,56,2,0,1,2,1,16,5,Matches
508,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,17,2001,13.9,687,24,163,442,93,5,687,15,7,46.7,8,53.3,332,1461,685,8,9,0,28,4,402,17,Matches
509,Hamza Choudhury,eng ENG,MF,Leicester City,eng Premier League,21,1997,9.9,619,25,157,363,100,11,619,10,3,30.0,7,70.0,381,1274,399,5,8,1,13,5,402,10,Matches
510,Mounir Chouiar,fr FRA,"MF,FW",Dijon,fr Ligue 1,20,1999,16.7,867,15,110,404,380,55,867,112,70,62.5,42,37.5,512,3920,1946,67,42,20,49,36,527,89,Matches
511,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,23,1996,19.5,1484,137,690,758,43,12,1484,4,4,100.0,0,0.0,983,5524,3175,17,12,0,4,1,1066,1,Matches
512,Samuel Chukwueze,ng NGA,"FW,MF",Villarreal,es La Liga,20,1999,22.8,1046,17,134,427,507,107,1046,112,63,56.3,49,43.8,706,5611,3146,119,71,54,77,29,806,213,Matches
513,Darko Churlinov,mk MKD,MF,Köln,de Bundesliga,19,2000,0.2,17,0,2,6,9,2,17,1,0,0.0,1,100.0,7,11,7,0,0,0,3,1,10,5,Matches
514,Churripi,es ESP,GK,Valladolid,es La Liga,25,1994,2.7,104,83,104,0,0,0,104,0,0,,0,,53,420,318,0,0,0,0,0,32,0,Matches
515,Luca Cigarini,it ITA,MF,Cagliari,it Serie A,33,1986,17.8,1395,59,341,807,258,5,1395,8,7,87.5,1,12.5,671,2737,1528,17,18,2,18,9,899,23,Matches
516,Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,de Bundesliga,32,1987,18.1,880,40,237,570,84,3,880,15,13,86.7,2,13.3,434,2723,1415,14,13,1,14,5,525,17,Matches
517,Jasper Cillessen,nl NED,GK,Valencia,es La Liga,30,1989,23.3,808,740,805,3,0,0,808,0,0,,0,,412,2204,1742,0,1,1,1,0,274,0,Matches
518,Thiago Cionek,pl POL,DF,SPAL,it Serie A,33,1986,24.1,1632,139,625,723,300,13,1632,17,10,58.8,7,41.2,753,3631,2040,40,30,3,19,12,920,56,Matches
519,Ibrahim Cissé,ci CIV,DF,Nice,fr Ligue 1,20,1999,0.6,54,5,28,24,2,1,54,0,0,,0,,27,219,181,1,0,0,0,0,40,0,Matches
520,Ibrahim Cissé,sn SEN,DF,Angers,fr Ligue 1,23,1996,0.7,68,0,22,31,15,0,68,2,2,100.0,0,0.0,26,85,47,1,0,0,3,0,36,2,Matches
521,Andrea Cistana,it ITA,DF,Brescia,it Serie A,22,1997,20.4,1058,198,596,427,42,16,1058,3,2,66.7,1,33.3,499,3232,2130,14,3,0,8,1,593,4,Matches
522,Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,29,1989,13.2,496,103,273,205,23,8,496,7,6,85.7,1,14.3,207,865,312,2,2,0,3,1,214,2,Matches
523,Leon Clarke,eng ENG,"FW,MF",Sheffield Utd,eng Premier League,34,1985,0.4,10,2,4,2,4,2,10,0,0,,0,,2,0,0,0,0,0,1,0,7,2,Matches
524,Alexis Claude-Maurice,fr FRA,"FW,MF",Nice,fr Ligue 1,21,1998,18.1,842,9,106,416,335,52,842,85,58,68.2,27,31.8,548,3757,2095,64,63,16,55,37,648,142,Matches
525,Christian Clemens,de GER,FW,Köln,de Bundesliga,27,1991,0.2,6,0,2,0,4,0,6,0,0,,0,,4,18,2,0,0,0,0,0,3,1,Matches
526,Óscar Clemente,es ESP,MF,Atlético Madrid,es La Liga,20,1999,0.0,4,0,1,1,2,0,4,0,0,,0,,2,14,12,0,0,0,1,0,2,0,Matches
527,Yannis Clementia,mq MTQ,GK,Nice,fr Ligue 1,22,1997,2.0,62,58,62,0,0,0,62,0,0,,0,,32,167,124,0,0,0,0,0,16,0,Matches
528,Denilho Cleonise,nl NED,FW,Genoa,it Serie A,17,2001,0.5,11,1,4,5,2,1,11,0,0,,0,,8,47,30,1,1,0,0,2,7,2,Matches
529,Carlos Clerc,es ESP,DF,Levante,es La Liga,27,1992,20.5,1181,74,463,466,261,16,1181,32,18,56.3,14,43.8,530,3569,2018,60,36,5,26,4,619,78,Matches
530,Tom Cleverley,eng ENG,MF,Watford,eng Premier League,29,1989,10.8,584,17,96,288,208,28,584,11,7,63.6,4,36.4,308,1202,536,13,14,1,11,3,363,43,Matches
531,Conor Coady,eng ENG,DF,Wolves,eng Premier League,26,1993,38.0,2082,305,1277,813,1,0,2082,5,4,80.0,1,20.0,1184,5442,2750,3,3,1,1,0,1371,0,Matches
532,Marcus Coco,fr FRA,FW,Nantes,fr Ligue 1,23,1996,0.2,4,0,2,2,0,0,4,1,1,100.0,0,0.0,2,13,11,0,0,0,0,0,2,1,Matches
533,Renaud Cohade,fr FRA,MF,Metz,fr Ligue 1,34,1984,8.5,668,6,83,453,143,9,668,8,3,37.5,5,62.5,351,2062,1077,27,24,0,15,13,487,30,Matches
534,Coke,es ESP,DF,Levante,es La Liga,32,1987,11.0,700,48,248,274,184,24,700,26,16,61.5,10,38.5,368,1971,1026,27,13,5,17,4,396,41,Matches
535,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,30,1988,20.4,1322,80,414,606,316,28,1322,58,38,65.5,20,34.5,691,3894,2055,49,38,7,35,14,692,93,Matches
536,Álex Collado,es ESP,FW,Barcelona,es La Liga,20,1999,0.1,10,0,0,4,6,1,10,0,0,,0,,5,36,14,0,0,0,0,0,9,3,Matches
537,Ebrima Colley,gm GAM,FW,Atalanta,it Serie A,19,2000,0.9,65,0,9,20,37,7,65,3,2,66.7,1,33.3,43,291,121,5,4,3,4,4,50,10,Matches
538,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,26,1992,30.8,1721,239,819,836,81,37,1721,3,2,66.7,1,33.3,878,4389,2565,14,14,4,11,4,938,5,Matches
539,Jamilu Collins,ng NGA,DF,Paderborn 07,de Bundesliga,24,1994,29.6,2195,124,843,1039,341,17,2194,79,42,53.2,37,46.8,1125,6853,3855,101,59,9,43,21,1163,57,Matches
540,Simone Colombi,it ITA,GK,Parma,it Serie A,28,1991,4.0,118,110,118,0,0,0,118,0,0,,0,,37,157,111,0,0,0,0,0,31,0,Matches
541,Lorenzo Colombo,it ITA,FW,Milan,it Serie A,17,2002,0.1,4,0,0,2,2,1,4,0,0,,0,,3,27,10,0,0,0,1,1,3,3,Matches
542,Racine Coly,sn SEN,"DF,FW",Nice,fr Ligue 1,23,1995,7.2,633,29,208,360,70,7,633,9,5,55.6,4,44.4,305,1464,803,7,4,0,16,3,401,20,Matches
543,Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,23,1996,16.7,998,1,74,330,609,117,998,97,58,59.8,39,40.2,750,5160,2824,113,46,49,47,36,817,329,Matches
544,Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,34,1985,21.6,1108,75,451,599,64,9,1108,10,6,60.0,4,40.0,518,2665,1783,21,8,1,14,2,648,8,Matches
545,Aaron Connolly,ie IRL,FW,Brighton,eng Premier League,19,2000,14.0,318,1,17,131,173,55,318,20,6,30.0,14,70.0,198,1150,417,21,7,12,53,20,225,86,Matches
546,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,32,1987,31.0,1082,861,1075,6,1,1,1082,0,0,,0,,582,3420,2401,0,1,0,0,1,480,0,Matches
547,Andrea Conti,it ITA,DF,Milan,it Serie A,25,1994,19.2,1230,71,364,676,197,11,1230,11,7,63.6,4,36.4,683,3351,1851,49,20,4,12,8,732,52,Matches
548,Lewis Cook,eng ENG,"MF,FW",Bournemouth,eng Premier League,22,1997,15.0,894,36,193,498,212,9,894,38,24,63.2,14,36.8,579,2713,1146,18,16,3,26,19,599,31,Matches
549,Steve Cook,eng ENG,DF,Bournemouth,eng Premier League,28,1991,27.0,1593,230,882,658,65,23,1593,3,3,100.0,0,0.0,858,4077,2154,7,4,0,4,3,905,5,Matches
550,Francis Coquelin,fr FRA,MF,Valencia,es La Liga,28,1991,21.2,1207,65,342,724,158,16,1207,29,20,69.0,9,31.0,681,2867,1269,14,17,1,34,25,823,18,Matches
551,Gabriele Corbo,it ITA,DF,Bologna,it Serie A,19,2000,1.4,76,11,42,33,1,0,76,0,0,,0,,53,206,114,2,1,1,1,0,49,0,Matches
552,Sébastien Corchia,fr FRA,DF,Espanyol,es La Liga,28,1990,3.0,218,8,47,81,92,4,218,11,6,54.5,5,45.5,136,710,306,6,3,1,4,3,151,34,Matches
553,Iñigo Córdoba,es ESP,FW,Athletic Club,es La Liga,22,1997,16.0,658,10,142,245,277,37,658,28,13,46.4,15,53.6,371,1730,843,17,20,5,35,17,429,94,Matches
554,Jhon Córdoba,co COL,FW,Köln,de Bundesliga,26,1993,22.2,712,18,32,349,338,108,712,34,21,61.8,13,38.2,422,2215,631,30,18,18,94,46,534,134,Matches
555,Sergio Córdova,ve VEN,FW,Augsburg,de Bundesliga,21,1997,4.1,118,3,11,58,52,14,118,5,3,60.0,2,40.0,72,387,202,8,6,5,10,6,85,11,Matches
556,Benjamin Corgnet,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,32,1987,2.9,103,2,9,55,40,8,103,6,3,50.0,3,50.0,49,275,137,3,1,2,2,2,73,12,Matches
557,Jack Cork,eng ENG,MF,Burnley,eng Premier League,30,1989,29.0,1220,60,210,783,246,27,1220,33,26,78.8,7,21.2,567,2674,977,13,22,4,45,36,675,31,Matches
558,Andreas Cornelius,dk DEN,FW,Parma,it Serie A,26,1993,16.6,617,28,68,272,283,76,617,18,12,66.7,6,33.3,353,1781,587,23,17,11,63,37,488,96,Matches
559,Maxwel Cornet,ci CIV,"FW,DF",Lyon,fr Ligue 1,22,1996,14.8,887,24,155,368,374,40,887,34,19,55.9,15,44.1,520,3140,1851,61,40,18,27,21,569,159,Matches
560,Quentin Cornette,fr FRA,"FW,MF",Amiens,fr Ligue 1,25,1994,3.9,213,1,26,73,117,6,213,13,9,69.2,4,30.8,112,956,367,13,16,0,19,13,136,39,Matches
561,Ángel Correa,ar ARG,"MF,FW",Atlético Madrid,es La Liga,24,1995,22.9,908,22,127,342,447,134,908,68,37,54.4,31,45.6,576,2847,1381,54,35,33,82,55,638,141,Matches
562,Joaquín Correa,ar ARG,FW,Lazio,it Serie A,24,1994,22.2,946,14,46,360,553,143,945,76,52,68.4,23,30.3,645,4400,2518,99,61,48,58,28,787,222,Matches
563,Rober Correa,es ESP,DF,Eibar,es La Liga,26,1992,10.3,622,33,148,308,174,8,622,7,5,71.4,2,28.6,272,1341,503,16,18,0,12,3,265,23,Matches
564,Edmilson Correia,gw GNB,"FW,DF",Saint-Étienne,fr Ligue 1,19,2000,0.5,21,0,2,8,11,1,21,3,2,66.7,1,33.3,15,99,37,1,2,0,3,1,16,5,Matches
565,Thierry Correia,pt POR,DF,Valencia,es La Liga,20,1999,2.9,172,10,69,80,24,0,172,3,2,66.7,1,33.3,87,379,203,3,1,0,3,2,87,8,Matches
