,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_Against,Goals_Against_per90,Shots_on_Target_Against,Saves,Save%,W,D,L,CS,CS%,PK_attempts,PK_Allowed,PKs_Saved,PK_missed,Save%(Penalty Kicks),Matches
152,Pepe Reina,es ESP,GK,Milan,it Serie A,36,1982,2,2,90,1.0,1,1.00,6,4,83.3,1,0,0,0,0.0,1,0,1,0,100.0,Matches
153,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,24,1995,25,25,"2,250",25.0,32,1.28,93,60,73.1,11,4,10,6,24.0,8,7,1,0,12.5,Matches
154,Baptiste Reynet,fr FRA,GK,Toulouse,fr Ligue 1,28,1990,23,22,"2,034",22.6,49,2.17,118,68,61.0,3,3,16,2,9.1,5,3,2,0,40.0,Matches
155,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,25,1993,2,2,180,2.0,4,2.00,10,6,60.0,2,0,0,0,0.0,0,0,0,0,,Matches
156,Roberto,es ESP,GK,West Ham,eng Premier League,33,1986,8,7,687,7.6,17,2.23,51,35,68.6,0,1,6,0,0.0,1,1,0,0,0.0,Matches
157,Roberto,es ESP,GK,Alavés,es La Liga,33,1986,9,8,790,8.8,19,2.16,54,35,70.4,2,1,5,2,25.0,3,3,0,0,0.0,Matches
158,Joel Robles,es ESP,GK,Betis,es La Liga,29,1990,33,33,"2,887",32.1,48,1.50,130,83,71.5,9,11,13,5,15.2,11,11,0,0,0.0,Matches
159,Antonio Rosati,it ITA,GK,Torino,it Serie A,36,1983,1,1,90,1.0,1,1.00,5,4,80.0,0,1,0,0,0.0,0,0,0,0,,Matches
160,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,28,1991,1,0,11,0.1,1,8.18,1,0,0.0,0,0,0,0,,0,0,0,0,,Matches
161,Rubén,es ESP,GK,Osasuna,es La Liga,35,1984,19,18,"1,583",17.6,24,1.36,54,30,61.1,5,9,4,4,22.2,3,3,0,0,0.0,Matches
162,Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,32,1986,22,22,"1,980",22.0,40,1.82,100,60,63.0,6,4,12,3,13.6,4,3,0,1,0.0,Matches
163,Gerónimo Rulli,ar ARG,GK,Montpellier,fr Ligue 1,27,1992,25,25,"2,250",25.0,27,1.08,119,91,79.8,11,7,7,8,32.0,5,3,2,0,40.0,Matches
164,Mathew Ryan,au AUS,GK,Brighton,eng Premier League,27,1992,38,38,"3,420",38.0,54,1.42,168,116,69.0,9,14,15,9,23.7,2,2,0,0,0.0,Matches
165,Frederik Rønnow,dk DEN,GK,Eint Frankfurt,de Bundesliga,26,1992,9,9,810,9.0,14,1.56,49,35,75.5,2,3,4,1,11.1,2,2,0,0,0.0,Matches
166,Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,35,1984,5,4,360,4.0,5,1.25,19,13,73.7,2,0,2,1,25.0,1,0,1,0,100.0,Matches
167,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,32,1986,38,38,"3,420",38.0,41,1.08,135,94,75.6,18,8,12,13,34.2,10,8,2,0,20.0,Matches
168,Markus Schubert,de GER,GK,Schalke 04,de Bundesliga,21,1998,9,8,742,8.2,18,2.18,55,37,70.9,1,3,4,2,25.0,2,2,0,0,0.0,Matches
169,Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,27,1992,24,24,"2,091",23.2,32,1.38,118,86,75.4,9,6,9,4,16.7,3,3,0,0,0.0,Matches
170,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,27,1992,27,27,"2,430",27.0,32,1.19,104,71,75.0,11,5,11,8,29.6,7,6,1,0,14.3,Matches
171,Luigi Sepe,it ITA,GK,Parma,it Serie A,28,1991,34,34,"3,060",34.0,53,1.56,193,137,75.6,13,6,15,5,14.7,9,6,3,0,33.3,Matches
172,Rui Silva,pt POR,GK,Granada,es La Liga,25,1994,35,35,"3,150",35.0,42,1.20,142,99,73.2,15,8,12,12,34.3,5,4,1,0,20.0,Matches
173,Marco Silvestri,it ITA,GK,Hellas Verona,it Serie A,28,1991,35,35,"3,150",35.0,43,1.23,159,117,77.4,11,13,11,9,25.7,7,7,0,0,0.0,Matches
174,Unai Simón,es ESP,GK,Athletic Club,es La Liga,22,1997,34,34,"2,991",33.2,29,0.87,109,82,78.0,13,9,12,12,35.3,7,5,0,2,0.0,Matches
175,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,32,1987,36,36,"3,240",36.0,64,1.78,197,135,72.1,11,6,19,7,19.4,10,9,1,0,10.0,Matches
176,Antonio Sivera,es ESP,GK,Alavés,es La Liga,22,1996,3,3,270,3.0,3,1.00,5,2,60.0,1,1,1,1,33.3,1,1,0,0,0.0,Matches
177,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,28,1991,37,37,"3,330",37.0,64,1.73,187,123,69.0,12,10,15,2,5.4,8,6,1,1,14.3,Matches
178,Dennis Smarsch,de GER,GK,Hertha BSC,de Bundesliga,20,1999,2,1,151,1.7,4,2.38,11,7,63.6,0,0,1,0,0.0,0,0,0,0,,Matches
179,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,30,1988,34,34,"3,060",34.0,40,1.18,158,117,75.3,20,5,9,7,20.6,2,1,1,0,50.0,Matches
180,David Soria,es ESP,GK,Getafe,es La Liga,26,1993,38,38,"3,420",38.0,37,0.97,109,73,70.6,14,12,12,15,39.5,6,5,1,0,16.7,Matches
181,Juan Soriano,es ESP,GK,Leganés,es La Liga,21,1997,11,11,990,11.0,18,1.64,39,22,66.7,1,3,7,1,9.1,5,5,0,0,0.0,Matches
182,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,27,1992,6,5,525,5.8,5,0.86,18,13,72.2,4,0,1,2,40.0,0,0,0,0,,Matches
183,Jed Steer,eng ENG,GK,Aston Villa,eng Premier League,26,1992,1,1,7,0.1,,,,,,,,1,,,,,,,,Matches
184,Zack Steffen,us USA,GK,Düsseldorf,de Bundesliga,24,1995,17,17,"1,530",17.0,36,2.12,99,63,64.6,4,3,10,2,11.8,2,1,1,0,50.0,Matches
185,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,24,1995,38,38,"3,420",38.0,42,1.11,154,112,77.3,24,6,8,11,28.9,9,7,1,1,12.5,Matches
186,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,29,1990,29,29,"2,591",28.8,33,1.15,129,95,80.6,19,4,6,11,37.9,10,8,1,1,11.1,Matches
187,Ciprian Tătărușanu,ro ROU,GK,Lyon,fr Ligue 1,33,1986,2,2,180,2.0,2,1.00,11,9,81.8,1,0,1,1,50.0,0,0,0,0,,Matches
188,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,27,1992,36,36,"3,240",36.0,36,1.00,116,79,74.1,24,6,6,14,38.9,7,6,1,0,14.3,Matches
189,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,29,1990,7,7,624,6.9,5,0.72,23,18,91.3,5,1,1,2,28.6,3,3,0,0,0.0,Matches
190,Demba Thiam,sn SEN,GK,SPAL,it Serie A,21,1998,2,2,180,2.0,4,2.00,16,12,81.3,0,1,1,0,0.0,1,1,0,0,0.0,Matches
191,Niclas Thiede,de GER,GK,Freiburg,de Bundesliga,20,1999,1,0,69,0.8,1,1.30,4,3,75.0,0,0,0,0,,0,0,0,0,,Matches
192,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,29,1990,22,22,"1,980",22.0,38,1.73,105,69,64.8,11,3,8,4,18.2,1,1,0,0,0.0,Matches
193,Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,20,1999,1,1,90,1.0,3,3.00,5,2,40.0,0,0,1,0,0.0,0,0,0,0,,Matches
194,Stefano Turati,it ITA,GK,Sassuolo,it Serie A,17,2001,2,2,180,2.0,4,2.00,12,8,75.0,0,2,0,0,0.0,1,1,0,0,0.0,Matches
195,Samir Ujkani,xk KVX,GK,Torino,it Serie A,31,1988,1,1,90,1.0,3,3.00,6,3,66.7,0,0,1,0,0.0,1,1,0,0,0.0,Matches
196,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,30,1988,2,2,90,1.0,1,1.00,3,2,66.7,1,0,0,0,0.0,0,0,0,0,,Matches
197,Tomáš Vaclík,cz CZE,GK,Sevilla,es La Liga,30,1989,33,33,"2,925",32.5,31,0.95,96,65,69.8,15,12,6,12,36.4,3,2,1,0,33.3,Matches
198,Koke Vegas,es ESP,GK,Levante,es La Liga,23,1995,2,2,180,2.0,2,1.00,10,8,80.0,2,0,0,1,50.0,1,0,0,1,,Matches
199,Mauro Vigorito,it ITA,GK,Lecce,it Serie A,29,1990,5,4,423,4.7,9,1.91,29,20,72.4,3,0,1,1,25.0,1,1,0,0,0.0,Matches
200,Iván Villar,es ESP,GK,Celta Vigo,es La Liga,22,1997,4,3,280,3.1,5,1.61,11,6,54.5,0,1,2,1,33.3,0,0,0,0,,Matches
201,Felix Wiedwald,de GER,GK,Eint Frankfurt,de Bundesliga,29,1990,3,3,270,3.0,8,2.67,20,12,60.0,0,0,3,0,0.0,0,0,0,0,,Matches
202,Yoel,es ESP,GK,Eibar,es La Liga,30,1988,4,4,270,3.0,5,1.67,16,10,68.8,2,0,1,1,25.0,1,0,1,0,100.0,Matches
203,Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,24,1994,22,22,"1,935",21.5,40,1.86,115,75,66.1,8,2,12,3,13.6,2,1,1,0,50.0,Matches
204,Leopold Zingerle,de GER,GK,Paderborn 07,de Bundesliga,25,1994,28,28,"2,520",28.0,57,2.04,152,96,64.5,4,7,17,5,17.9,4,3,1,0,25.0,Matches
