,Player,Nation,Pos,Squad,Competition_Name,Age,Born,Matches_Played,Yellow_Cards,Red_Cards,Second_Yellow_Card,Fouls_Committed,Fouls_Drawn,Offsides,Crosses,Interceptions,Tackles_Won,Penalty_Kicks_Won,Penalty_Kicks_Conceded,Own_Goals,Ball_Recoveries,Aerials_Won,Aerials_Lost,Percentage_of_Aerials_Won,Matches
1201,Curtis Jones,eng ENG,MF,Liverpool,eng Premier League,18,2001,1.4,0,0,0,3,0,0,0,2,4,0,0,0,14,2,3,40.0,Matches
1202,Phil Jones,eng ENG,DF,Manchester Utd,eng Premier League,27,1992,1.5,0,0,0,3,1,0,1,2,2,0,0,0,11,13,6,68.4,Matches
1203,Frenkie de Jong,nl NED,MF,Barcelona,es La Liga,22,1997,23.5,3,1,1,23,31,1,3,21,19,0,0,0,139,14,19,42.4,Matches
1204,Luuk de Jong,nl NED,FW,Sevilla,es La Liga,28,1990,22.9,2,0,0,29,37,14,3,7,10,1,0,0,60,142,114,55.5,Matches
1205,Jony,es ESP,"DF,FW",Lazio,it Serie A,28,1991,13.1,4,0,0,12,15,4,128,14,9,0,0,0,68,3,11,21.4,Matches
1206,Joan Jordán,es ESP,MF,Sevilla,es La Liga,25,1994,25.0,7,0,0,64,37,2,88,26,34,1,0,0,190,34,28,54.8,Matches
1207,Bruno Jordão,pt POR,FW,Wolves,eng Premier League,20,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
1208,Jorginho,it ITA,MF,Chelsea,eng Premier League,27,1991,26.4,10,0,0,27,30,0,10,64,40,0,1,0,247,14,38,26.9,Matches
1209,Jesse Joronen,fi FIN,GK,Brescia,it Serie A,26,1993,29.0,1,0,0,0,4,0,0,6,1,0,0,0,18,7,1,87.5,Matches
1210,Willian José,br BRA,FW,Real Sociedad,es La Liga,27,1991,22.3,4,0,0,27,25,15,8,1,2,0,0,0,54,41,33,55.4,Matches
1211,Joselu,es ESP,FW,Alavés,es La Liga,29,1990,30.9,6,0,0,51,58,6,4,13,17,1,0,0,100,307,156,66.3,Matches
1212,Jota,es ESP,"FW,MF",Aston Villa,eng Premier League,28,1991,3.7,0,0,0,6,2,0,2,3,1,0,0,0,26,1,2,33.3,Matches
1213,Diogo Jota,pt POR,FW,Wolves,eng Premier League,22,1996,25.4,4,0,0,42,61,3,38,9,15,0,0,0,123,28,52,35.0,Matches
1214,Vukašin Jovanović,rs SRB,DF,Bordeaux,fr Ligue 1,23,1996,6.4,4,0,0,9,8,0,0,15,11,0,0,0,44,9,7,56.3,Matches
1215,Dejan Joveljić,rs SRB,FW,Eint Frankfurt,de Bundesliga,19,1999,1.7,1,0,0,4,1,2,1,0,2,0,0,0,3,2,8,20.0,Matches
1216,Stevan Jovetić,me MNE,"FW,MF",Monaco,fr Ligue 1,29,1989,5.3,2,1,0,10,6,0,6,1,1,0,0,0,15,8,8,50.0,Matches
1217,Luka Jović,rs SRB,FW,Real Madrid,es La Liga,21,1997,4.8,2,0,0,5,1,4,0,2,1,0,0,0,9,15,9,62.5,Matches
1218,Juanmi,es ESP,"FW,MF",Betis,es La Liga,26,1993,2.9,2,1,1,2,1,2,2,0,1,0,0,0,11,4,2,66.7,Matches
1219,David Juncà,es ESP,DF,Celta Vigo,es La Liga,25,1993,2.9,1,0,0,5,7,1,14,2,5,0,0,0,15,3,0,100.0,Matches
1220,Lago Junior,ci CIV,"MF,FW",Mallorca,es La Liga,28,1990,24.3,3,0,0,38,45,10,58,14,19,0,3,0,119,48,50,49.0,Matches
1221,Hamed Junior Traorè,ci CIV,"MF,FW",Sassuolo,it Serie A,19,2000,17.4,3,0,0,28,23,6,85,11,15,0,0,0,77,3,12,20.0,Matches
1222,Vinicius Júnior,br BRA,"FW,MF",Real Madrid,es La Liga,19,2000,15.2,4,0,0,19,26,9,30,3,16,1,0,0,66,4,4,50.0,Matches
1223,James Justin,eng ENG,"DF,MF",Leicester City,eng Premier League,21,1998,11.2,1,0,0,8,20,1,37,11,17,0,1,1,64,21,32,39.6,Matches
1224,Musa Juwara,gm GAM,"FW,MF",Bologna,it Serie A,17,2001,1.7,1,0,0,6,5,0,13,0,2,0,0,0,10,0,1,0.0,Matches
1225,Mathias Jørgensen,dk DEN,DF,Düsseldorf,de Bundesliga,29,1990,5.5,1,0,0,7,0,0,0,13,3,0,0,1,30,14,16,46.7,Matches
1226,Ozan Kabak,tr TUR,DF,Schalke 04,de Bundesliga,19,2000,19.7,4,0,0,22,13,0,1,37,23,0,1,0,118,75,34,68.8,Matches
1227,Christian Kabasele,be BEL,DF,Watford,eng Premier League,28,1991,25.0,3,2,1,22,14,0,0,36,24,0,0,0,96,61,47,56.5,Matches
1228,Abdoul Kader Bamba,fr FRA,"FW,MF",Nantes,fr Ligue 1,25,1994,16.3,5,0,0,20,48,1,55,16,15,0,0,0,133,10,13,43.5,Matches
1229,Pavel Kadeřábek,cz CZE,"DF,FW",Hoffenheim,de Bundesliga,27,1992,27.5,2,0,0,30,35,7,113,27,22,0,0,1,78,76,60,55.9,Matches
1230,Florian Kainz,at AUT,"FW,MF",Köln,de Bundesliga,26,1992,17.3,5,0,0,16,36,1,170,13,13,0,0,0,90,7,18,28.0,Matches
1231,Gaël Kakuta,cd COD,"MF,FW",Amiens,fr Ligue 1,28,1991,22.2,4,0,0,31,27,1,94,16,27,0,0,0,96,25,61,29.1,Matches
1232,Lovre Kalinić,hr CRO,GK,Toulouse,fr Ligue 1,29,1990,3.4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,100.0,Matches
1233,Nikola Kalinić,hr CRO,FW,Roma,it Serie A,31,1988,6.3,1,0,0,8,19,2,0,1,1,0,0,0,12,16,9,64.0,Matches
1234,Salomon Kalou,ci CIV,"FW,MF",Hertha BSC,de Bundesliga,33,1985,1.6,0,0,0,4,0,2,1,0,0,0,0,0,9,2,3,40.0,Matches
1235,Samuel Kalu,ng NGA,"DF,FW",Bordeaux,fr Ligue 1,21,1997,15.1,4,0,0,30,30,4,30,24,17,0,0,0,76,19,32,37.3,Matches
1236,Daichi Kamada,jp JPN,"MF,FW",Eint Frankfurt,de Bundesliga,22,1996,21.9,5,0,0,28,38,7,89,10,20,0,0,0,99,10,36,21.7,Matches
1237,François Kamano,gn GUI,"DF,MF",Bordeaux,fr Ligue 1,23,1996,7.2,1,0,0,10,16,1,8,3,6,1,0,0,47,3,14,17.6,Matches
1238,Boubacar Kamara,fr FRA,"DF,MF",Marseille,fr Ligue 1,19,1999,23.8,7,1,0,23,29,0,0,34,34,0,1,0,168,53,43,55.2,Matches
1239,Hassane Kamara,ci CIV,"DF,FW",Reims,fr Ligue 1,25,1994,19.0,5,0,0,20,22,3,57,58,47,0,0,0,134,26,17,60.5,Matches
1240,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,28,1990,7.5,1,0,0,11,2,1,7,16,11,0,0,0,58,2,6,25.0,Matches
1241,Harry Kane,eng ENG,FW,Tottenham,eng Premier League,26,1993,28.7,4,0,0,37,44,20,19,6,12,1,0,0,69,72,112,39.1,Matches
1242,Lee Kang-in,kr KOR,"MF,FW",Valencia,es La Liga,18,2001,5.0,1,2,0,8,8,0,22,3,1,0,0,0,15,2,5,28.6,Matches
1243,Wilfried Kanga,ci CIV,FW,Angers,fr Ligue 1,21,1998,0.8,0,0,0,2,0,1,1,0,0,0,0,0,3,1,3,25.0,Matches
1244,N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,28,1991,19.2,4,0,0,45,10,0,26,44,20,0,0,0,158,18,32,36.0,Matches
1245,Stefanos Kapino,gr GRE,GK,Werder Bremen,de Bundesliga,25,1994,1.0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,,Matches
1246,Wilfrid Kaptoum,cm CMR,MF,Betis,es La Liga,23,1996,2.2,1,0,0,1,3,0,2,1,2,0,0,0,12,1,4,20.0,Matches
1247,Kenan Karaman,tr TUR,"FW,MF",Düsseldorf,de Bundesliga,25,1994,15.0,4,0,0,12,24,8,18,2,5,0,0,0,32,46,37,55.4,Matches
1248,Yann Karamoh,fr FRA,"FW,MF",Parma,it Serie A,21,1998,6.4,0,0,0,7,14,1,8,2,7,0,0,0,25,0,13,0.0,Matches
1249,Mamoudou Karamoko,fr FRA,MF,Wolfsburg,de Bundesliga,19,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0.0,Matches
1250,Florian Kastenmeier,de GER,GK,Düsseldorf,de Bundesliga,22,1997,17.0,0,0,0,1,1,0,0,2,1,0,1,1,44,4,0,100.0,Matches
1251,Noah Katterbach,de GER,DF,Köln,de Bundesliga,18,2001,14.6,2,0,0,10,23,0,22,29,23,0,0,0,117,22,34,39.3,Matches
1252,Moise Kean,it ITA,FW,Everton,eng Premier League,19,2000,9.5,1,0,0,27,11,4,12,5,6,0,0,0,32,11,28,28.2,Matches
1253,Michael Keane,eng ENG,DF,Everton,eng Premier League,26,1993,28.4,3,0,0,20,8,0,0,44,16,0,1,1,127,129,88,59.4,Matches
1254,Thilo Kehrer,de GER,DF,Paris S-G,fr Ligue 1,22,1996,5.3,0,0,0,6,3,1,2,1,7,0,0,0,28,8,9,47.1,Matches
1255,Jules Keita,gn GUI,"MF,FW",Dijon,fr Ligue 1,21,1998,1.8,0,0,0,3,2,0,0,3,3,0,0,0,8,0,2,0.0,Matches
1256,Naby Keïta,gn GUI,MF,Liverpool,eng Premier League,24,1995,9.1,1,0,0,9,10,1,7,10,14,0,0,0,82,9,8,52.9,Matches
1257,Yannik Keitel,de GER,MF,Freiburg,de Bundesliga,19,2000,1.9,0,0,0,5,1,0,0,4,1,0,0,0,10,3,4,42.9,Matches
1258,Lloyd Kelly,eng ENG,DF,Bournemouth,eng Premier League,20,1998,7.1,2,0,0,7,2,0,6,6,3,0,0,0,42,11,20,35.5,Matches
1259,Martin Kelly,eng ENG,DF,Crystal Palace,eng Premier League,29,1990,17.2,0,0,0,8,0,0,20,16,18,0,0,0,71,33,25,56.9,Matches
1260,Kenedy,br BRA,MF,Getafe,es La Liga,23,1996,6.5,2,0,0,15,9,1,33,11,5,0,0,0,44,6,10,37.5,Matches
1261,Jonjoe Kenny,eng ENG,DF,Schalke 04,de Bundesliga,22,1997,30.2,5,0,0,28,9,4,59,26,29,0,1,0,176,30,31,49.2,Matches
1262,Franck Kessié,ci CIV,MF,Milan,it Serie A,22,1996,32.3,3,0,0,61,21,1,14,34,29,0,0,0,209,17,22,43.6,Matches
1263,Saîf-Eddine Khaoui,tn TUN,"MF,FW",Marseille,fr Ligue 1,24,1995,1.2,1,0,0,4,1,0,7,1,1,0,0,0,6,2,2,50.0,Matches
1264,Wahbi Khazri,tn TUN,"FW,MF",Saint-Étienne,fr Ligue 1,28,1991,12.8,4,0,0,21,19,5,57,4,9,0,0,0,47,6,20,23.1,Matches
1265,Rani Khedira,de GER,MF,Augsburg,de Bundesliga,25,1994,29.4,8,0,0,36,34,0,9,48,36,0,0,0,155,49,42,53.8,Matches
1266,Sami Khedira,de GER,MF,Juventus,it Serie A,32,1987,7.6,3,0,0,15,4,0,20,3,7,0,1,0,33,4,3,57.1,Matches
1267,Kiké,es ESP,FW,Eibar,es La Liga,29,1989,19.6,2,0,0,47,29,14,16,1,7,0,0,0,56,112,173,39.3,Matches
1268,Luca Kilian,de GER,DF,Paderborn 07,de Bundesliga,19,1999,14.0,1,0,0,6,5,1,1,12,24,0,0,0,61,29,32,47.5,Matches
1269,Max Kilman,eng ENG,DF,Wolves,eng Premier League,22,1997,2.1,0,0,0,2,0,0,0,4,2,0,0,0,9,12,9,57.1,Matches
1270,Joshua Kimmich,de GER,"MF,DF",Bayern Munich,de Bundesliga,24,1995,31.3,7,0,0,27,45,4,230,29,29,0,0,0,220,26,29,47.3,Matches
1271,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,23,1995,13.6,6,0,0,16,18,0,1,21,25,0,0,0,117,20,12,62.5,Matches
1272,Joshua King,no NOR,"FW,MF",Bournemouth,eng Premier League,27,1992,22.3,0,0,0,37,27,7,22,8,6,0,0,0,105,59,66,47.2,Matches
1273,Simon Kjær,dk DEN,DF,Atalanta,it Serie A,30,1989,3.2,2,0,0,13,1,0,0,7,6,0,0,0,20,8,10,44.4,Matches
1274,Simon Kjær,dk DEN,DF,Milan,it Serie A,30,1989,13.8,2,0,0,10,3,0,1,15,13,0,1,0,50,35,15,70.0,Matches
1275,Davy Klaassen,nl NED,MF,Werder Bremen,de Bundesliga,26,1993,32.6,7,0,0,28,35,2,18,38,43,2,0,1,188,30,32,48.4,Matches
1276,Felix Klaus,de GER,"MF,FW",Wolfsburg,de Bundesliga,26,1992,7.4,0,1,0,12,24,3,20,3,16,1,0,0,32,5,27,15.6,Matches
1277,Ragnar Klavan,ee EST,DF,Cagliari,it Serie A,33,1985,26.2,4,0,0,24,6,0,0,25,16,0,0,1,103,27,31,46.6,Matches
1278,Timm Klose,ch SUI,DF,Norwich City,eng Premier League,31,1988,6.5,0,0,0,8,7,0,0,7,2,0,0,0,30,14,19,42.4,Matches
1279,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,23,1996,29.4,1,0,0,12,14,0,25,26,26,0,0,0,172,40,43,48.2,Matches
1280,Justin Kluivert,nl NED,FW,Roma,it Serie A,20,1999,16.8,6,1,1,30,29,1,23,6,11,0,0,0,45,7,14,33.3,Matches
1281,Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,23,1996,20.9,5,0,0,34,27,3,32,27,31,0,1,0,100,25,28,47.2,Matches
1282,Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,27,1992,17.7,2,0,0,8,5,3,4,27,14,0,0,0,108,43,44,49.4,Matches
1283,Robin Koch,de GER,"DF,MF",Freiburg,de Bundesliga,23,1996,30.1,3,0,0,27,20,0,4,45,20,0,1,0,139,114,62,64.8,Matches
1284,Giorgi Kochorashvili,ge GEO,MF,Levante,es La Liga,20,1999,0.0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,Matches
1285,Jonathan Kodjia,ci CIV,FW,Aston Villa,eng Premier League,29,1989,1.3,1,0,0,1,2,0,0,0,0,0,0,0,2,6,3,66.7,Matches
1286,Kenan Kodro,ba BIH,"FW,MF",Athletic Club,es La Liga,25,1993,4.0,0,0,0,5,6,3,2,0,0,0,0,0,14,21,18,53.8,Matches
1287,Dominik Kohr,de GER,MF,Eint Frankfurt,de Bundesliga,25,1994,16.1,5,1,0,34,19,1,13,30,35,0,0,0,92,19,35,35.2,Matches
1288,Koke,es ESP,MF,Atlético Madrid,es La Liga,27,1992,30.0,5,0,0,23,33,1,87,29,42,1,1,0,172,24,34,41.4,Matches
1289,Aleksandar Kolarov,rs SRB,DF,Roma,it Serie A,33,1985,30.4,6,0,0,29,30,3,183,31,28,0,2,0,158,42,30,58.3,Matches
1290,Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,26,1993,18.9,4,0,0,20,16,5,29,25,16,0,0,0,103,27,19,58.7,Matches
1291,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,27,1991,14.5,6,0,0,17,5,1,24,30,10,0,2,0,68,25,18,58.1,Matches
1292,Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,23,1995,14.8,2,1,1,18,23,0,48,24,26,0,1,0,120,21,33,38.9,Matches
1293,Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,20,1999,6.3,2,0,0,4,6,0,3,5,6,0,0,0,34,18,4,81.8,Matches
1294,Moussa Konaté,sn SEN,FW,Amiens,fr Ligue 1,26,1993,6.8,0,0,0,13,12,1,2,1,0,0,0,0,15,14,29,32.6,Matches
1295,Geoffrey Kondogbia,cf CTA,MF,Valencia,es La Liga,26,1993,20.1,5,0,0,35,31,3,1,57,40,0,2,1,158,40,43,48.2,Matches
1296,Lamine Koné,ci CIV,DF,Strasbourg,fr Ligue 1,30,1989,16.4,4,0,0,16,10,2,4,25,21,0,0,0,91,35,16,68.6,Matches
1297,Manu Koné,fr FRA,MF,Toulouse,fr Ligue 1,18,2001,9.7,5,1,1,19,28,0,1,19,20,0,0,0,54,8,14,36.4,Matches
1298,Moussa Koné,sn SEN,"FW,MF",Nîmes,fr Ligue 1,22,1996,1.6,0,0,0,2,3,3,1,1,0,0,0,0,2,2,8,20.0,Matches
1299,Youssouf Koné,ml MLI,DF,Lyon,fr Ligue 1,24,1995,9.1,1,1,0,4,6,0,24,8,14,0,0,0,45,6,7,46.2,Matches
1300,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,21,1997,22.7,3,0,0,17,32,1,13,25,9,0,1,0,100,47,45,51.1,Matches
1301,Pascal Köpke,de GER,FW,Hertha BSC,de Bundesliga,23,1995,1.3,0,0,0,3,3,2,1,0,0,0,0,0,4,1,10,9.1,Matches
1302,Laurent Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,33,1985,24.3,3,0,0,18,12,2,0,26,13,0,1,0,125,51,39,56.7,Matches
1303,Filip Kostić,rs SRB,"DF,FW",Eint Frankfurt,de Bundesliga,26,1992,32.9,4,0,0,36,36,4,385,23,38,0,0,0,225,20,15,57.1,Matches
1304,Christian Kouamé,ci CIV,"FW,MF",Fiorentina,it Serie A,21,1997,3.3,0,0,0,6,6,0,1,1,2,0,0,0,5,12,15,44.4,Matches
1305,Christian Kouamé,ci CIV,FW,Genoa,it Serie A,21,1997,10.2,1,0,0,20,24,6,4,1,1,2,0,0,34,31,35,47.0,Matches
1306,Tomáš Koubek,cz CZE,GK,Augsburg,de Bundesliga,26,1992,24.0,2,0,0,0,2,0,0,1,2,0,0,0,29,2,1,66.7,Matches
1307,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,28,1991,23.4,7,1,0,36,15,0,4,31,33,0,1,1,159,48,35,57.8,Matches
1308,Efthimis Koulouris,gr GRE,FW,Toulouse,fr Ligue 1,23,1996,17.1,1,0,0,15,13,5,13,3,8,0,0,0,58,32,68,32.0,Matches
1309,Jules Koundé,fr FRA,DF,Sevilla,es La Liga,20,1998,25.7,6,0,0,21,11,0,16,23,12,0,1,0,108,93,47,66.4,Matches
1310,Leonardo Koutris,gr GRE,DF,Mallorca,es La Liga,24,1995,1.0,0,0,0,3,0,0,3,1,1,0,1,0,6,3,4,42.9,Matches
1311,Cheikhou Kouyaté,sn SEN,"MF,DF",Crystal Palace,eng Premier League,29,1989,28.1,4,0,0,33,28,2,17,43,32,0,0,0,139,89,69,56.3,Matches
1312,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,25,1994,23.0,8,0,0,20,38,0,8,22,38,0,0,0,174,8,17,32.0,Matches
1313,Dawid Kownacki,pl POL,"FW,MF",Düsseldorf,de Bundesliga,22,1997,12.1,4,0,0,21,26,2,16,6,8,0,0,0,62,38,50,43.2,Matches
1314,İsmail Köybaşı,tr TUR,"DF,FW",Granada,es La Liga,30,1989,2.6,1,0,0,3,2,0,8,5,4,0,0,0,12,3,5,37.5,Matches
1315,Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,31,1988,4.0,1,0,0,0,1,0,0,1,0,0,0,0,5,0,1,0.0,Matches
1316,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,24,1994,11.3,0,0,0,4,7,0,20,8,12,0,0,0,43,7,9,43.8,Matches
1317,Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,de Bundesliga,28,1991,15.8,3,0,0,6,19,8,27,3,1,0,0,0,58,9,19,32.1,Matches
1318,Christoph Kramer,de GER,MF,Gladbach,de Bundesliga,28,1991,16.3,4,0,0,31,22,1,7,14,29,0,0,0,96,25,12,67.6,Matches
1319,Tom Krauß,de GER,MF,RB Leipzig,de Bundesliga,18,2001,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Matches
1320,Ladislav Krejčí,cz CZE,DF,Bologna,it Serie A,27,1992,11.7,1,0,0,11,5,3,14,10,10,0,0,0,45,8,12,40.0,Matches
1321,Rene Krhin,si SVN,"DF,MF",Nantes,fr Ligue 1,29,1990,3.6,0,0,0,2,3,0,0,6,3,0,1,0,22,12,5,70.6,Matches
1322,Felix Kroos,de GER,"MF,DF",Union Berlin,de Bundesliga,28,1991,4.2,1,0,0,12,2,0,4,3,9,0,0,0,21,4,4,50.0,Matches
1323,Toni Kroos,de GER,MF,Real Madrid,es La Liga,29,1990,29.5,2,0,0,28,43,2,145,23,28,0,0,0,173,12,11,52.2,Matches
1324,Tim Krul,nl NED,GK,Norwich City,eng Premier League,31,1988,36.0,4,0,0,1,6,0,0,1,0,0,1,1,30,14,1,93.3,Matches
1325,Rade Krunić,ba BIH,"MF,FW",Milan,it Serie A,25,1993,6.0,3,0,0,11,18,0,0,9,8,0,0,0,30,7,12,36.8,Matches
1326,Lukas Kübler,de GER,DF,Freiburg,de Bundesliga,26,1992,2.3,1,0,0,2,2,0,3,1,1,0,0,0,13,3,4,42.9,Matches
1327,Takefusa Kubo,jp JPN,"MF,FW",Mallorca,es La Liga,18,2001,25.7,4,0,0,35,64,4,80,23,22,2,0,0,114,11,26,29.7,Matches
1328,Juraj Kucka,sk SVK,"MF,FW",Parma,it Serie A,32,1987,21.5,5,1,0,51,55,3,27,29,22,1,0,0,129,80,73,52.3,Matches
1329,Dejan Kulusevski,se SWE,"FW,MF",Parma,it Serie A,19,2000,32.6,3,0,0,53,38,6,63,23,21,1,0,0,189,10,25,28.6,Matches
1330,Marash Kumbulla,al ALB,DF,Hellas Verona,it Serie A,19,2000,21.7,7,1,1,47,24,1,1,50,24,0,0,0,104,65,36,64.4,Matches
1331,Pierre Kunde,cm CMR,MF,Mainz 05,de Bundesliga,24,1995,20.7,6,0,0,26,11,0,29,26,17,0,1,0,148,18,25,41.9,Matches
1332,Jasmin Kurtić,si SVN,MF,SPAL,it Serie A,30,1989,15.7,5,0,0,17,32,1,81,10,7,0,0,0,68,30,33,47.6,Matches
1333,Jasmin Kurtić,si SVN,"MF,FW",Parma,it Serie A,30,1989,18.5,5,0,0,18,17,1,55,15,23,0,0,0,80,19,18,51.4,Matches
1334,Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,26,1992,9.5,4,0,0,20,7,1,21,18,16,1,0,0,62,17,16,51.5,Matches
1335,Dereck Kutesa,ch SUI,"FW,MF",Reims,fr Ligue 1,21,1997,5.9,0,0,0,5,5,2,7,1,5,0,0,0,25,1,8,11.1,Matches
1336,Ahmed Kutucu,tr TUR,"FW,MF",Schalke 04,de Bundesliga,19,2000,7.5,2,0,0,11,5,4,7,2,7,0,0,0,21,11,26,29.7,Matches
1337,Enock Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,22,1997,10.9,4,0,0,20,12,0,26,22,22,0,0,0,63,31,13,70.5,Matches
1338,Giorgos Kyriakopoulos,gr GRE,DF,Sassuolo,it Serie A,23,1996,18.3,4,0,0,20,30,2,50,18,18,0,0,0,107,19,22,46.3,Matches
1339,Antonino La Gumina,it ITA,FW,Sampdoria,it Serie A,23,1996,2.1,0,0,0,1,3,1,0,0,0,0,0,0,4,4,13,23.5,Matches
1340,Andrea La Mantia,it ITA,FW,Lecce,it Serie A,28,1991,6.1,1,0,0,17,16,3,1,7,0,0,1,0,11,33,16,67.3,Matches
1341,Gaëtan Laborde,fr FRA,FW,Montpellier,fr Ligue 1,25,1994,24.9,1,0,0,42,31,7,34,7,12,1,0,0,108,113,103,52.3,Matches
1342,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,28,1991,20.8,8,0,0,44,45,13,15,7,16,1,0,0,76,26,57,31.3,Matches
1343,Riccardo Ladinetti,it ITA,MF,Cagliari,it Serie A,18,2000,1.4,0,0,0,1,1,0,2,4,2,0,0,0,14,1,1,50.0,Matches
1344,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,20,1999,27.0,3,0,0,3,2,0,0,0,1,0,2,1,44,11,0,100.0,Matches
1345,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,29,1989,29.5,9,1,0,36,7,2,3,37,15,0,0,0,134,64,39,62.1,Matches
1346,Jack Lahne,se SWE,FW,Amiens,fr Ligue 1,17,2001,0.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.0,Matches
1347,Konrad Laimer,at AUT,MF,RB Leipzig,de Bundesliga,22,1997,23.5,8,1,1,62,19,0,8,34,45,0,0,0,190,22,26,45.8,Matches
1348,Stefan Lainer,at AUT,DF,Gladbach,de Bundesliga,26,1992,30.1,9,0,0,40,27,0,103,29,30,0,0,0,142,35,37,48.6,Matches
1349,Diego Lainez,mx MEX,"MF,FW",Betis,es La Liga,19,2000,3.9,0,0,0,8,14,0,11,1,5,0,0,0,8,2,13,13.3,Matches
1350,Kenny Lala,mg MAD,"DF,MF",Strasbourg,fr Ligue 1,27,1991,22.7,1,0,0,16,18,2,132,20,16,0,0,0,152,16,10,61.5,Matches
1351,Adam Lallana,eng ENG,"MF,FW",Liverpool,eng Premier League,31,1988,4.2,1,0,0,7,8,1,3,5,9,0,0,0,31,4,14,22.2,Matches
1352,Érik Lamela,ar ARG,"MF,FW",Tottenham,eng Premier League,27,1992,13.5,3,0,0,30,26,1,49,8,20,1,0,0,74,6,18,25.0,Matches
1353,Tariq Lamptey,gh GHA,DF,Chelsea,eng Premier League,18,2000,0.4,0,0,0,0,1,0,2,0,2,0,0,0,3,0,0,,Matches
1354,Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,18,2000,6.5,2,0,0,13,17,0,21,16,6,0,0,0,30,3,8,27.3,Matches
1355,Loïck Landre,fr FRA,DF,Nîmes,fr Ligue 1,27,1992,10.3,2,0,0,12,12,1,0,17,9,0,0,0,54,10,10,50.0,Matches
1356,Michael Lang,ch SUI,"DF,FW",Werder Bremen,de Bundesliga,28,1991,6.0,0,0,0,5,3,1,18,7,5,0,0,0,25,10,8,55.6,Matches
1357,Sebastian Langkamp,de GER,DF,Werder Bremen,de Bundesliga,31,1988,3.5,3,0,0,5,6,0,0,3,2,0,0,0,17,8,7,53.3,Matches
1358,Henri Lansbury,eng ENG,MF,Aston Villa,eng Premier League,28,1990,2.2,0,0,0,4,1,0,1,0,2,0,0,0,10,2,5,28.6,Matches
1359,Manuel Lanzini,ar ARG,"MF,FW",West Ham,eng Premier League,26,1993,15.3,1,0,0,6,26,4,43,10,9,1,0,0,81,6,15,28.6,Matches
1360,Gianluca Lapadula,pe PER,FW,Lecce,it Serie A,29,1990,19.8,8,1,0,43,58,24,10,1,8,1,0,0,45,53,70,43.1,Matches
1361,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,25,1994,12.2,1,0,0,9,9,0,0,20,6,0,0,0,70,24,13,64.9,Matches
1362,Danilo Larangeira,br BRA,DF,Bologna,it Serie A,35,1984,29.3,11,1,1,43,24,4,4,30,17,0,0,0,158,81,51,61.4,Matches
1363,Larra,es ESP,"FW,MF",Athletic Club,es La Liga,21,1997,2.8,0,0,0,6,3,1,14,0,2,1,0,0,10,6,7,46.2,Matches
1364,Gautier Larsonneur,fr FRA,GK,Brest,fr Ligue 1,22,1997,26.6,2,0,0,2,4,0,0,4,1,0,1,0,39,7,0,100.0,Matches
1365,Kevin Lasagna,it ITA,FW,Udinese,it Serie A,26,1992,28.5,1,0,0,46,33,15,19,10,14,0,0,0,78,45,79,36.3,Matches
1366,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,25,1993,23.1,5,0,0,22,18,2,0,28,3,0,0,0,128,73,49,59.8,Matches
1367,Paul Lasne,fr FRA,"MF,FW",Brest,fr Ligue 1,30,1989,13.6,1,0,0,15,13,1,12,7,13,0,0,0,73,15,13,53.6,Matches
