,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Shot_Creating_Action,Shot_Creating_Action_per90,Pass_Live_Shot,Pass_Dead_Shot,Take_Ons_Shot,Shot-Shot,Fouls_drawn_Shot,Defensive_Shot,Goal_Creating_Action,Goal_Creating_Action_90,Pass_Live_Goal,Pass_Dead_Goal,Take_Ons_Goal,Shot_Goal,Fouls_Drawn_Goal,Defensive_Goal
1306,1529,Sebastiano Luperto,it ITA,DF,Crotone,it Serie A,23,1996,20.9,11.0,0.53,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1307,1531,Lyanco,br BRA,DF,Torino,it Serie A,23,1997,21.8,17.0,0.78,16.0,0.0,0.0,1.0,0.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0
1308,1532,Charalambos Lykogiannis,gr GRE,DF,Cagliari,it Serie A,26,1993,26.9,33.0,1.23,21.0,9.0,0.0,3.0,0.0,0.0,2.0,0.07,2.0,0.0,0.0,0.0,0.0,0.0
1309,1533,Yann M'Vila,fr FRA,MF,Saint-Étienne,fr Ligue 1,30,1990,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1310,1534,Alexis Mac Allister,ar ARG,"MF,FW",Brighton,eng Premier League,21,1998,12.4,34.0,2.74,29.0,0.0,2.0,2.0,1.0,0.0,2.0,0.16,2.0,0.0,0.0,0.0,0.0,0.0
1311,1535,Darwin Machís,ve VEN,"FW,MF",Granada,es La Liga,27,1993,22.5,64.0,2.84,32.0,9.0,7.0,8.0,7.0,1.0,10.0,0.44,4.0,1.0,2.0,2.0,1.0,0.0
1312,1536,Tim Maciejewski,de GER,FW,Union Berlin,de Bundesliga,19,2001,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1313,1537,Luca Mack,de GER,MF,Stuttgart,de Bundesliga,20,2000,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1314,1538,Yvann Macon,fr FRA,DF,Saint-Étienne,fr Ligue 1,21,1998,6.0,4.0,0.67,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0
1315,1539,James Maddison,eng ENG,MF,Leicester City,eng Premier League,23,1996,23.3,113.0,4.85,63.0,22.0,7.0,7.0,12.0,2.0,10.0,0.43,8.0,0.0,0.0,0.0,2.0,0.0
1316,1540,Mikail Maden,no NOR,FW,Schalke 04,de Bundesliga,18,2002,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1317,1541,Pablo Maffeo,es ESP,DF,Huesca,es La Liga,23,1997,21.8,54.0,2.47,34.0,4.0,9.0,1.0,4.0,2.0,7.0,0.32,6.0,0.0,0.0,0.0,0.0,1.0
1318,1542,Lisandro Magallán,ar ARG,DF,Crotone,it Serie A,26,1993,24.2,20.0,0.82,16.0,1.0,0.0,2.0,1.0,0.0,3.0,0.12,3.0,0.0,0.0,0.0,0.0,0.0
1319,1543,Christian Maggio,it ITA,DF,Benevento,it Serie A,38,1982,3.3,1.0,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1320,1544,Giulio Maggiore,it ITA,MF,Spezia,it Serie A,22,1998,24.6,35.0,1.42,25.0,0.0,1.0,4.0,3.0,2.0,4.0,0.16,3.0,0.0,0.0,1.0,0.0,0.0
1321,1545,Francesco Magnanelli,it ITA,MF,Sassuolo,it Serie A,35,1984,4.9,8.0,1.64,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1322,1546,Giangiacomo Magnani,it ITA,DF,Hellas Verona,it Serie A,24,1995,16.8,5.0,0.3,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1323,1547,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,22,1998,6.7,13.0,1.94,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1324,1548,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,27,1993,33.9,38.0,1.12,30.0,0.0,0.0,6.0,0.0,2.0,7.0,0.21,5.0,0.0,0.0,1.0,0.0,1.0
1325,1549,Abdallahi Mahmoud,mr MTN,MF,Alavés,es La Liga,20,2000,0.7,1.0,1.36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1326,1550,Hicham Mahou,fr FRA,FW,Nice,fr Ligue 1,21,1999,0.4,1.0,2.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1327,1551,Riyad Mahrez,dz ALG,FW,Manchester City,eng Premier League,29,1991,21.7,91.0,4.2,63.0,9.0,5.0,8.0,3.0,3.0,17.0,0.79,11.0,1.0,3.0,2.0,0.0,0.0
1328,1554,Habib Maïga,ci CIV,MF,Metz,fr Ligue 1,24,1996,29.9,74.0,2.47,60.0,0.0,3.0,3.0,7.0,1.0,10.0,0.33,7.0,0.0,1.0,1.0,1.0,0.0
1329,1561,Abdul Majeed Waris,gh GHA,"FW,MF",Strasbourg,fr Ligue 1,28,1991,6.1,8.0,1.31,1.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1330,1562,Marco Majouga,cf CTA,"FW,MF",Nîmes,fr Ligue 1,19,2001,1.4,6.0,4.29,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1331,1563,Jean-Victor Makengo,fr FRA,MF,Udinese,it Serie A,22,1998,5.8,6.0,1.04,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0
1332,1564,Nemanja Maksimović,rs SRB,MF,Getafe,es La Liga,25,1995,30.3,37.0,1.22,33.0,1.0,1.0,1.0,0.0,1.0,1.0,0.03,0.0,0.0,0.0,1.0,0.0,0.0
1333,1565,Nikola Maksimović,rs SRB,DF,Napoli,it Serie A,28,1991,13.4,11.0,0.82,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1334,1566,Filip Malbašić,rs SRB,"FW,MF",Cádiz,es La Liga,27,1992,9.6,10.0,1.05,7.0,0.0,2.0,0.0,0.0,1.0,2.0,0.21,1.0,0.0,1.0,0.0,0.0,0.0
1335,1569,Daniel Maldini,it ITA,"FW,DF",Milan,it Serie A,18,2001,0.3,3.0,9.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1336,1570,Ruslan Malinovskyi,ua UKR,"MF,FW",Atalanta,it Serie A,27,1993,20.8,133.0,6.38,91.0,24.0,7.0,4.0,7.0,0.0,19.0,0.91,17.0,2.0,0.0,0.0,0.0,0.0
1337,1571,Yunus Mallı,tr TUR,MF,Wolfsburg,de Bundesliga,28,1992,0.6,2.0,3.16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1338,1572,Hugo Mallo,es ESP,DF,Celta Vigo,es La Liga,29,1991,28.9,42.0,1.45,34.0,2.0,2.0,2.0,2.0,0.0,3.0,0.1,1.0,1.0,0.0,0.0,1.0,0.0
1339,1573,Mickael Malsa,mq MTQ,MF,Levante,es La Liga,24,1995,26.0,31.0,1.19,26.0,0.0,0.0,2.0,1.0,2.0,1.0,0.04,0.0,0.0,0.0,0.0,0.0,1.0
1340,1574,Dennis Man,ro ROU,"FW,MF",Parma,it Serie A,21,1998,7.8,20.0,2.58,14.0,0.0,4.0,0.0,2.0,0.0,4.0,0.52,3.0,0.0,1.0,0.0,0.0,0.0
1341,1575,Hianga Mananga Mbock,fr FRA,"MF,FW",Brest,fr Ligue 1,20,1999,5.1,6.0,1.18,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1342,1576,Vincent Manceau,fr FRA,DF,Angers,fr Ligue 1,31,1989,25.7,36.0,1.4,30.0,5.0,0.0,0.0,1.0,0.0,4.0,0.16,3.0,1.0,0.0,0.0,0.0,0.0
1343,1577,Gianluca Mancini,it ITA,DF,Roma,it Serie A,24,1996,31.7,28.0,0.91,25.0,0.0,0.0,3.0,0.0,0.0,5.0,0.16,5.0,0.0,0.0,0.0,0.0,0.0
1344,1579,Reinildo Mandava,mz MOZ,DF,Lille,fr Ligue 1,26,1994,24.2,44.0,1.82,39.0,1.0,2.0,0.0,0.0,2.0,5.0,0.21,5.0,0.0,0.0,0.0,0.0,0.0
1345,1580,Aïssa Mandi,dz ALG,DF,Betis,es La Liga,28,1991,26.6,9.0,0.34,8.0,0.0,0.0,1.0,0.0,0.0,2.0,0.08,1.0,0.0,0.0,1.0,0.0,0.0
1346,1583,Mario Mandžukić,hr CRO,FW,Milan,it Serie A,34,1986,2.4,4.0,1.7,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1347,1584,Sadio Mané,sn SEN,FW,Liverpool,eng Premier League,28,1992,31.2,141.0,4.52,95.0,1.0,15.0,9.0,18.0,3.0,16.0,0.51,9.0,0.0,0.0,3.0,2.0,2.0
1348,1586,Eliaquim Mangala,fr FRA,DF,Valencia,es La Liga,29,1991,3.6,1.0,0.28,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1349,1587,Orel Mangala,be BEL,MF,Stuttgart,de Bundesliga,22,1998,23.4,59.0,2.52,49.0,0.0,3.0,2.0,3.0,2.0,6.0,0.26,4.0,0.0,0.0,0.0,1.0,1.0
1350,1588,Thomas Mangani,fr FRA,MF,Angers,fr Ligue 1,33,1987,29.9,81.0,2.71,59.0,18.0,1.0,2.0,0.0,1.0,9.0,0.3,7.0,2.0,0.0,0.0,0.0,0.0
1351,1590,Kostas Manolas,gr GRE,DF,Napoli,it Serie A,29,1991,25.5,22.0,0.86,14.0,0.0,1.0,2.0,2.0,3.0,2.0,0.08,0.0,0.0,0.0,1.0,1.0,0.0
1352,1591,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,26,1994,9.2,11.0,1.2,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353,1592,Juan Manuel Ramos,uy URU,DF,Spezia,it Serie A,23,1996,3.3,5.0,1.53,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354,1593,Myziane Maolida,fr FRA,"FW,MF",Nice,fr Ligue 1,21,1999,12.0,35.0,2.92,25.0,0.0,5.0,2.0,2.0,1.0,4.0,0.33,2.0,0.0,0.0,1.0,1.0,0.0
1355,1594,Faitout Maouassa,fr FRA,DF,Rennes,fr Ligue 1,22,1998,13.0,24.0,1.84,18.0,0.0,0.0,4.0,0.0,2.0,2.0,0.15,1.0,0.0,0.0,1.0,0.0,0.0
1356,1595,Sekou Mara,fr FRA,"FW,MF",Bordeaux,fr Ligue 1,18,2002,2.5,4.0,1.57,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.39,1.0,0.0,0.0,0.0,0.0,0.0
1357,1596,Maranhão,br BRA,FW,Valladolid,es La Liga,23,1996,13.1,21.0,1.61,12.0,0.0,3.0,3.0,3.0,0.0,3.0,0.23,2.0,0.0,0.0,0.0,1.0,0.0
1358,1599,Marcelo,br BRA,"DF,MF",Real Madrid,es La Liga,32,1988,11.7,43.0,3.69,33.0,2.0,5.0,3.0,0.0,0.0,3.0,0.26,3.0,0.0,0.0,0.0,0.0,0.0
1359,1600,Marcelo,br BRA,DF,Lyon,fr Ligue 1,33,1987,32.3,34.0,1.05,30.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1360,1601,Solly March,eng ENG,"DF,MF",Brighton,eng Premier League,26,1994,18.6,58.0,3.12,44.0,8.0,1.0,2.0,2.0,1.0,3.0,0.16,3.0,0.0,0.0,0.0,0.0,0.0
1361,1603,Riccardo Marchizza,it ITA,DF,Spezia,it Serie A,22,1998,17.3,28.0,1.61,17.0,11.0,0.0,0.0,0.0,0.0,3.0,0.17,2.0,1.0,0.0,0.0,0.0,0.0
1362,1604,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,28,1992,33.5,37.0,1.1,29.0,1.0,0.0,4.0,2.0,1.0,6.0,0.18,5.0,0.0,0.0,0.0,1.0,0.0
1363,1605,Iván Marcone,ar ARG,MF,Elche,es La Liga,30,1990,29.4,25.0,0.85,24.0,0.0,0.0,0.0,1.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
1364,1606,Óscar de Marcos,es ESP,"DF,MF",Athletic Club,es La Liga,31,1989,16.9,29.0,1.72,26.0,3.0,0.0,0.0,0.0,0.0,5.0,0.3,5.0,0.0,0.0,0.0,0.0,0.0
1365,1607,Dario Maresic,at AUT,DF,Reims,fr Ligue 1,20,1999,5.7,2.0,0.35,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1366,1608,José Mari,es ESP,MF,Cádiz,es La Liga,32,1987,16.1,14.0,0.87,11.0,1.0,1.0,0.0,0.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
1367,1609,Pablo Marí,es ESP,DF,Arsenal,eng Premier League,26,1993,10.0,3.0,0.3,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1368,1610,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,25,1995,19.6,8.0,0.41,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1369,1611,Mariano,do DOM,FW,Real Madrid,es La Liga,26,1993,5.7,9.0,1.58,4.0,0.0,1.0,4.0,0.0,0.0,1.0,0.18,1.0,0.0,0.0,0.0,0.0,0.0
1370,1612,Jordan Marié,fr FRA,MF,Dijon,fr Ligue 1,28,1991,15.9,22.0,1.38,19.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1371,1615,Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,24,1996,32.9,112.0,3.4,62.0,42.0,4.0,1.0,1.0,2.0,9.0,0.27,5.0,3.0,1.0,0.0,0.0,0.0
1372,1616,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,26,1994,23.2,10.0,0.43,9.0,0.0,0.0,0.0,0.0,1.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0
1373,1617,Marlon,br BRA,DF,Sassuolo,it Serie A,24,1995,19.4,11.0,0.57,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1374,1618,Omar Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,21,1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1375,1619,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,26,1994,23.6,17.0,0.72,16.0,0.0,0.0,1.0,0.0,0.0,5.0,0.21,4.0,0.0,0.0,1.0,0.0,0.0
1376,1620,Luca Marrone,it ITA,DF,Crotone,it Serie A,30,1990,17.6,4.0,0.23,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1377,1621,Roger Martí,es ESP,FW,Levante,es La Liga,29,1991,24.4,40.0,1.64,34.0,0.0,4.0,2.0,0.0,0.0,8.0,0.33,8.0,0.0,0.0,0.0,0.0,0.0
1378,1622,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,24,1995,16.4,48.0,2.92,31.0,0.0,7.0,4.0,6.0,0.0,9.0,0.55,2.0,0.0,1.0,2.0,4.0,0.0
1379,1625,Álex Martín,es ESP,DF,Cádiz,es La Liga,22,1998,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1380,1626,Jonas Martin,fr FRA,MF,Rennes,fr Ligue 1,30,1990,5.4,11.0,2.05,10.0,0.0,0.0,0.0,1.0,0.0,2.0,0.37,2.0,0.0,0.0,0.0,0.0,0.0
1381,1627,Martinelli,br BRA,FW,Arsenal,eng Premier League,19,2001,6.5,21.0,3.2,16.0,0.0,3.0,2.0,0.0,0.0,1.0,0.15,1.0,0.0,0.0,0.0,0.0,0.0
1382,1629,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,29,1991,28.0,20.0,0.71,16.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1383,1630,Javi Martínez,es ESP,"MF,FW",Osasuna,es La Liga,20,1999,5.1,14.0,2.75,11.0,0.0,2.0,0.0,1.0,0.0,1.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0
1384,1631,Javi Martínez,es ESP,"DF,MF",Bayern Munich,de Bundesliga,31,1988,5.2,5.0,0.96,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1385,1633,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,22,1997,28.5,86.0,3.02,56.0,0.0,6.0,8.0,10.0,6.0,15.0,0.53,10.0,0.0,0.0,1.0,3.0,1.0
1386,1634,Pablo Martinez,fr FRA,DF,Nîmes,fr Ligue 1,31,1989,6.0,3.0,0.5,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17,1.0,0.0,0.0,0.0,0.0,0.0
1387,1635,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,24,1996,16.5,17.0,1.03,15.0,0.0,2.0,0.0,0.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0
1388,1636,Gelson Martins,pt POR,"MF,FW",Monaco,fr Ligue 1,25,1995,17.2,49.0,2.85,35.0,0.0,5.0,3.0,5.0,1.0,9.0,0.52,4.0,0.0,1.0,1.0,3.0,0.0
1389,1637,Adam Marušić,me MNE,DF,Lazio,it Serie A,27,1992,33.0,63.0,1.91,53.0,4.0,1.0,5.0,0.0,0.0,5.0,0.15,4.0,0.0,0.0,1.0,0.0,0.0
1390,1638,Sylvain Marveaux,fr FRA,"MF,FW",Lorient,fr Ligue 1,34,1986,2.2,9.0,4.01,4.0,1.0,2.0,1.0,1.0,0.0,1.0,0.45,0.0,0.0,0.0,1.0,0.0,0.0
1391,1639,Marvin,es ESP,"DF,MF",Real Madrid,es La Liga,20,2000,1.5,2.0,1.35,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.68,1.0,0.0,0.0,0.0,0.0,0.0
1392,1640,Omar Mascarell,es ESP,MF,Schalke 04,de Bundesliga,27,1993,19.6,16.0,0.82,12.0,3.0,0.0,1.0,0.0,0.0,1.0,0.05,0.0,1.0,0.0,0.0,0.0,0.0
1393,1641,Andrea Masiello,it ITA,DF,Genoa,it Serie A,34,1986,28.5,19.0,0.67,17.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1394,1643,Roberto Massimo,de GER,"DF,FW",Stuttgart,de Bundesliga,19,2000,8.4,24.0,2.84,14.0,0.0,4.0,4.0,2.0,0.0,3.0,0.36,1.0,0.0,0.0,1.0,1.0,0.0
1395,1644,Giuseppe Mastinu,it ITA,FW,Spezia,it Serie A,28,1991,0.4,2.0,5.63,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.81,0.0,0.0,0.0,0.0,0.0,1.0
1396,1645,Arthur Masuaku,cd COD,"DF,MF",West Ham,eng Premier League,26,1993,11.2,33.0,2.95,25.0,2.0,3.0,2.0,1.0,0.0,4.0,0.36,4.0,0.0,0.0,0.0,0.0,0.0
1397,1646,Jaime Mata,es ESP,FW,Getafe,es La Liga,31,1988,22.6,43.0,1.9,32.0,0.0,2.0,4.0,5.0,0.0,3.0,0.13,1.0,0.0,1.0,1.0,0.0,0.0
1398,1647,Juan Mata,es ESP,"FW,MF",Manchester Utd,eng Premier League,32,1988,5.7,20.0,3.54,14.0,4.0,0.0,2.0,0.0,0.0,5.0,0.89,3.0,1.0,0.0,1.0,0.0,0.0
1399,1648,Pape Matar Sarr,sn SEN,MF,Metz,fr Ligue 1,17,2002,17.7,43.0,2.43,32.0,3.0,2.0,2.0,3.0,1.0,5.0,0.28,4.0,0.0,0.0,0.0,1.0,0.0
1400,1649,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,18,2002,3.5,6.0,1.71,4.0,0.0,1.0,1.0,0.0,0.0,3.0,0.86,2.0,0.0,1.0,0.0,0.0,0.0
1401,1652,Nemanja Matić,rs SRB,MF,Manchester Utd,eng Premier League,31,1988,12.3,24.0,1.95,22.0,0.0,0.0,2.0,0.0,0.0,3.0,0.24,3.0,0.0,0.0,0.0,0.0,0.0
1402,1653,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,28,1991,7.7,6.0,0.78,5.0,0.0,0.0,1.0,0.0,0.0,2.0,0.26,1.0,0.0,0.0,1.0,0.0,0.0
1403,1654,Rabbi Matondo,wls WAL,"FW,MF",Schalke 04,de Bundesliga,19,2000,2.4,4.0,1.64,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1404,1655,Ryder Matos,br BRA,MF,Udinese,it Serie A,27,1993,0.1,3.0,20.77,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1405,1656,Henning Matriciani,de GER,DF,Schalke 04,de Bundesliga,20,2000,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1406,1657,Chrislain Matsima,fr FRA,"DF,FW",Monaco,fr Ligue 1,18,2002,3.9,2.0,0.51,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1407,1658,Federico Mattiello,it ITA,DF,Spezia,it Serie A,25,1995,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1408,1659,Neal Maupay,fr FRA,"FW,MF",Brighton,eng Premier League,23,1996,27.9,77.0,2.76,56.0,1.0,6.0,7.0,6.0,1.0,7.0,0.25,5.0,0.0,0.0,1.0,1.0,0.0
1409,1660,Tony Mauricio,fr FRA,MF,Lens,fr Ligue 1,26,1994,5.6,35.0,6.26,21.0,9.0,2.0,2.0,1.0,0.0,4.0,0.72,0.0,4.0,0.0,0.0,0.0,0.0
1410,1661,Stephy Mavididi,eng ENG,"FW,MF",Montpellier,fr Ligue 1,22,1998,22.6,36.0,1.6,17.0,1.0,7.0,5.0,6.0,0.0,7.0,0.31,1.0,0.0,4.0,2.0,0.0,0.0
1411,1662,Konstantinos Mavropanos,gr GRE,DF,Stuttgart,de Bundesliga,22,1997,16.3,13.0,0.8,10.0,0.0,0.0,2.0,0.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
1412,1663,Eric Maxim Choupo-Moting,cm CMR,"FW,MF",Bayern Munich,de Bundesliga,31,1989,9.1,23.0,2.52,18.0,0.0,2.0,1.0,2.0,0.0,2.0,0.22,1.0,0.0,0.0,0.0,1.0,0.0
1413,1666,Youssef Maziz,fr FRA,"MF,FW",Metz,fr Ligue 1,22,1998,2.9,10.0,3.5,6.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1414,1667,Antonio Mazzotta,it ITA,DF,Crotone,it Serie A,30,1989,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1415,1668,Kevin Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,25,1995,18.2,42.0,2.3,31.0,3.0,4.0,1.0,3.0,0.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0
1416,1669,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,21,1998,26.4,108.0,4.08,69.0,1.0,19.0,8.0,11.0,0.0,27.0,1.02,13.0,0.0,7.0,2.0,5.0,0.0
1417,1670,Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,25,1994,4.8,5.0,1.05,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1418,1671,Jean-Manuel Mbom,de GER,"MF,DF",Werder Bremen,de Bundesliga,20,2000,12.9,18.0,1.4,12.0,2.0,0.0,0.0,4.0,0.0,3.0,0.23,2.0,0.0,0.0,0.0,1.0,0.0
1419,1672,Nathanael Mbuku,fr FRA,"MF,FW",Reims,fr Ligue 1,18,2002,24.6,61.0,2.48,41.0,4.0,3.0,4.0,8.0,1.0,6.0,0.24,2.0,0.0,1.0,2.0,1.0,0.0
1420,1673,James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,32,1987,16.3,23.0,1.41,21.0,0.0,0.0,0.0,1.0,1.0,3.0,0.18,3.0,0.0,0.0,0.0,0.0,0.0
1421,1674,Oliver McBurnie,sct SCO,FW,Sheffield Utd,eng Premier League,24,1996,14.7,31.0,2.11,23.0,0.0,0.0,5.0,3.0,0.0,2.0,0.14,0.0,0.0,0.0,1.0,1.0,0.0
1422,1676,James McCarthy,ie IRL,MF,Crystal Palace,eng Premier League,29,1990,9.1,11.0,1.21,9.0,0.0,0.0,0.0,1.0,1.0,1.0,0.11,0.0,0.0,0.0,0.0,0.0,1.0
1423,1677,John McGinn,sct SCO,MF,Aston Villa,eng Premier League,25,1994,37.0,120.0,3.24,98.0,4.0,8.0,2.0,7.0,1.0,15.0,0.41,10.0,1.0,2.0,1.0,1.0,0.0
1424,1678,David McGoldrick,ie IRL,"FW,MF",Sheffield Utd,eng Premier League,32,1987,26.6,58.0,2.18,37.0,2.0,8.0,5.0,4.0,2.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
1425,1679,Weston McKennie,us USA,MF,Juventus,it Serie A,21,1998,18.9,55.0,2.91,47.0,0.0,4.0,4.0,0.0,0.0,4.0,0.21,3.0,0.0,0.0,1.0,0.0,0.0
1426,1680,Dwight McNeil,eng ENG,MF,Burnley,eng Premier League,20,1999,34.1,93.0,2.73,49.0,26.0,5.0,2.0,10.0,1.0,10.0,0.29,5.0,3.0,1.0,0.0,0.0,1.0
1427,1681,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,23,1996,23.7,33.0,1.4,24.0,0.0,2.0,2.0,3.0,2.0,3.0,0.13,1.0,0.0,1.0,0.0,0.0,1.0
1428,1682,Gary Medel,cl CHI,"DF,MF",Bologna,it Serie A,32,1987,5.7,5.0,0.88,5.0,0.0,0.0,0.0,0.0,0.0,2.0,0.35,2.0,0.0,0.0,0.0,0.0,0.0
1429,1683,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,21,1999,22.3,31.0,1.39,29.0,0.0,0.0,1.0,1.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
