,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Tocuhes_Live_Balls,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Carries,Total_Distance,Progressive_Distance_Carried,Progressive_Carries,1/3_Carries,Carries_Penalty_Area,Miscontrols,Dispossessed,Passes_Received,Progressive_Passes_Received
653,771,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,25,1994,32.3,2585.0,95.0,574.0,1144.0,887.0,67.0,2585.0,53.0,30.0,56.6,23.0,43.4,1369.0,7433.0,4351.0,111.0,85.0,19.0,43.0,15.0,1555.0,239.0
654,773,Ondrej Duda,sk SVK,"FW,MF",Köln,de Bundesliga,25,1994,28.2,1592.0,23.0,165.0,907.0,537.0,40.0,1588.0,72.0,51.0,70.8,21.0,29.2,852.0,4039.0,1454.0,32.0,25.0,11.0,88.0,30.0,1069.0,132.0
655,774,Unai Dufur,es ESP,DF,Eibar,es La Liga,21,1999,0.7,51.0,1.0,13.0,25.0,13.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,13.0,50.0,19.0,0.0,0.0,0.0,1.0,0.0,21.0,0.0
656,775,Haris Duljević,ba BIH,"MF,FW",Nîmes,fr Ligue 1,26,1993,8.6,403.0,4.0,38.0,213.0,170.0,19.0,403.0,49.0,31.0,63.3,18.0,36.7,268.0,1888.0,970.0,27.0,35.0,5.0,23.0,17.0,287.0,52.0
657,776,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,28,1991,13.9,717.0,85.0,367.0,294.0,59.0,5.0,717.0,4.0,3.0,75.0,1.0,25.0,317.0,1091.0,621.0,2.0,2.0,0.0,9.0,0.0,416.0,5.0
658,779,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,28,1991,32.6,2511.0,361.0,1412.0,997.0,114.0,48.0,2511.0,8.0,6.0,75.0,2.0,25.0,1514.0,7618.0,3763.0,27.0,15.0,0.0,12.0,1.0,1743.0,7.0
659,780,Jimmy Dunne,ie IRL,DF,Burnley,eng Premier League,22,1997,3.0,194.0,27.0,103.0,72.0,20.0,14.0,194.0,2.0,1.0,50.0,1.0,50.0,85.0,344.0,43.0,0.0,0.0,0.0,1.0,1.0,96.0,1.0
660,781,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,28,1992,16.4,893.0,43.0,224.0,429.0,252.0,31.0,893.0,21.0,11.0,52.4,10.0,47.6,426.0,2315.0,898.0,25.0,18.0,6.0,27.0,11.0,482.0,90.0
661,782,Hugo Duro,es ESP,FW,Real Madrid,es La Liga,20,1999,0.6,12.0,0.0,1.0,3.0,8.0,3.0,12.0,1.0,1.0,100.0,0.0,0.0,6.0,20.0,10.0,0.0,0.0,0.0,2.0,0.0,9.0,4.0
662,783,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,23,1997,22.5,1557.0,196.0,780.0,718.0,70.0,16.0,1557.0,19.0,18.0,94.7,1.0,5.3,967.0,5694.0,3639.0,39.0,19.0,3.0,12.0,10.0,1069.0,10.0
663,784,Paulo Dybala,ar ARG,FW,Juventus,it Serie A,26,1993,12.6,880.0,2.0,53.0,367.0,467.0,61.0,880.0,47.0,27.0,57.4,20.0,42.6,496.0,2886.0,1214.0,39.0,35.0,14.0,35.0,18.0,687.0,97.0
664,785,Edin Džeko,ba BIH,FW,Roma,it Serie A,34,1986,20.3,731.0,15.0,29.0,325.0,386.0,131.0,730.0,55.0,27.0,49.1,28.0,50.9,353.0,2316.0,1062.0,50.0,29.0,24.0,56.0,31.0,589.0,174.0
665,786,Steeve-Mike Ebongue,fr FRA,MF,Genoa,it Serie A,19,2001,0.6,33.0,1.0,14.0,14.0,6.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,19.0,60.0,26.0,1.0,0.0,0.0,2.0,1.0,16.0,0.0
666,787,Enzo Ebosse,cm CMR,DF,Angers,fr Ligue 1,21,1999,2.9,177.0,13.0,83.0,84.0,12.0,2.0,177.0,0.0,0.0,0.0,0.0,0.0,83.0,259.0,115.0,1.0,1.0,0.0,4.0,0.0,119.0,7.0
667,788,Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,32,1988,38.0,2351.0,390.0,1510.0,795.0,60.0,40.0,2351.0,13.0,11.0,84.6,2.0,15.4,1424.0,6146.0,3172.0,10.0,6.0,3.0,16.0,6.0,1479.0,2.0
668,789,Simone Edera,it ITA,"DF,MF",Torino,it Serie A,23,1997,0.6,34.0,2.0,9.0,14.0,11.0,0.0,34.0,2.0,2.0,100.0,0.0,0.0,11.0,64.0,41.0,1.0,1.0,0.0,2.0,0.0,14.0,2.0
669,791,Kyle Edwards,eng ENG,"MF,FW",West Brom,eng Premier League,22,1998,1.3,50.0,0.0,10.0,22.0,19.0,4.0,50.0,4.0,1.0,25.0,3.0,75.0,28.0,258.0,142.0,5.0,2.0,2.0,1.0,1.0,33.0,4.0
670,792,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,27,1992,29.2,1435.0,207.0,741.0,656.0,50.0,25.0,1435.0,0.0,0.0,0.0,0.0,0.0,732.0,4302.0,2399.0,11.0,9.0,1.0,5.0,1.0,789.0,2.0
671,793,Johannes Eggestein,de GER,"FW,MF",Werder Bremen,de Bundesliga,22,1998,0.4,19.0,2.0,5.0,10.0,4.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,6.0,55.0,15.0,1.0,1.0,0.0,0.0,0.0,10.0,2.0
672,794,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,23,1996,32.7,1677.0,67.0,382.0,984.0,328.0,23.0,1677.0,20.0,12.0,60.0,8.0,40.0,848.0,3708.0,1899.0,45.0,43.0,2.0,41.0,22.0,1020.0,68.0
673,795,Lilian Egloff,de GER,MF,Stuttgart,de Bundesliga,17,2002,0.2,7.0,0.0,3.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,5.0,13.0,4.0,0.0,0.0,0.0,1.0,1.0,6.0,2.0
674,796,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,25,1995,12.6,758.0,48.0,250.0,334.0,181.0,13.0,758.0,31.0,19.0,61.3,12.0,38.7,328.0,2060.0,1026.0,25.0,13.0,0.0,15.0,10.0,349.0,44.0
675,797,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,31,1989,25.5,1326.0,62.0,345.0,808.0,192.0,22.0,1326.0,24.0,20.0,83.3,4.0,16.7,613.0,3158.0,1473.0,22.0,18.0,1.0,22.0,18.0,740.0,18.0
676,798,Hugo Ekitike,fr FRA,"FW,MF",Reims,fr Ligue 1,18,2002,1.0,46.0,0.0,2.0,14.0,30.0,9.0,46.0,9.0,2.0,22.2,7.0,77.8,23.0,141.0,46.0,3.0,0.0,2.0,2.0,1.0,35.0,9.0
677,799,Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,18,2002,1.7,84.0,2.0,15.0,33.0,39.0,5.0,84.0,7.0,3.0,42.9,4.0,57.1,57.0,262.0,68.0,2.0,3.0,0.0,8.0,2.0,65.0,13.0
678,800,Niclas Eliasson,se SWE,"MF,FW",Nîmes,fr Ligue 1,24,1995,20.0,752.0,15.0,111.0,255.0,398.0,40.0,752.0,23.0,10.0,43.5,13.0,56.5,385.0,2105.0,889.0,27.0,15.0,7.0,46.0,13.0,409.0,141.0
679,801,Elif Elmas,mk MKD,"MF,FW",Napoli,it Serie A,20,1999,8.2,446.0,8.0,65.0,225.0,160.0,25.0,446.0,16.0,12.0,75.0,4.0,25.0,276.0,1492.0,737.0,27.0,17.0,9.0,18.0,9.0,344.0,35.0
680,802,Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,32,1987,9.3,693.0,36.0,228.0,273.0,195.0,14.0,693.0,3.0,2.0,66.7,1.0,33.3,314.0,1108.0,567.0,10.0,6.0,1.0,5.0,3.0,374.0,36.0
681,803,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,28,1992,17.2,1119.0,59.0,327.0,659.0,138.0,6.0,1119.0,7.0,4.0,57.1,3.0,42.9,756.0,3335.0,1586.0,17.0,15.0,1.0,7.0,4.0,848.0,12.0
682,804,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,26,1994,20.9,1401.0,114.0,578.0,769.0,64.0,13.0,1401.0,8.0,4.0,50.0,4.0,50.0,896.0,5468.0,3621.0,27.0,14.0,1.0,10.0,2.0,918.0,12.0
683,805,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,23,1996,28.2,2225.0,268.0,1204.0,997.0,32.0,20.0,2225.0,6.0,4.0,66.7,2.0,33.3,1372.0,6674.0,3421.0,10.0,9.0,0.0,11.0,1.0,1481.0,3.0
684,806,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,26,1993,5.2,210.0,32.0,128.0,72.0,11.0,8.0,210.0,1.0,1.0,100.0,0.0,0.0,89.0,290.0,94.0,1.0,1.0,0.0,3.0,0.0,99.0,0.0
685,807,Breel Embolo,ch SUI,"FW,MF",M'Gladbach,de Bundesliga,23,1997,16.0,692.0,8.0,43.0,371.0,291.0,83.0,692.0,65.0,40.0,61.5,25.0,38.5,396.0,2186.0,1007.0,37.0,20.0,28.0,66.0,46.0,543.0,124.0
686,808,Emerson,br BRA,DF,Betis,es La Liga,21,1999,33.2,2362.0,115.0,636.0,1018.0,721.0,80.0,2362.0,47.0,24.0,51.1,23.0,48.9,1184.0,5814.0,3265.0,91.0,63.0,19.0,54.0,34.0,1384.0,186.0
687,809,Renaud Emond,be BEL,"FW,MF",Nantes,fr Ligue 1,28,1991,3.9,121.0,0.0,8.0,63.0,51.0,18.0,121.0,0.0,0.0,0.0,0.0,0.0,65.0,230.0,71.0,2.0,1.0,2.0,8.0,3.0,102.0,27.0
688,810,Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,26,1994,2.4,129.0,9.0,39.0,81.0,10.0,1.0,129.0,0.0,0.0,0.0,0.0,0.0,73.0,389.0,264.0,2.0,2.0,0.0,0.0,2.0,94.0,3.0
689,811,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,23,1997,25.7,679.0,26.0,64.0,313.0,304.0,138.0,679.0,36.0,15.0,41.7,21.0,58.3,320.0,1511.0,585.0,29.0,14.0,22.0,62.0,23.0,458.0,114.0
690,812,Keita Endo,jp JPN,"MF,FW",Union Berlin,de Bundesliga,22,1997,5.1,168.0,5.0,31.0,71.0,69.0,16.0,168.0,12.0,5.0,41.7,7.0,58.3,91.0,659.0,344.0,16.0,6.0,2.0,8.0,4.0,103.0,33.0
691,813,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,27,1993,32.8,2202.0,116.0,581.0,1391.0,253.0,22.0,2202.0,53.0,39.0,73.6,14.0,26.4,1178.0,5513.0,2914.0,35.0,31.0,4.0,50.0,53.0,1483.0,39.0
692,814,Sergi Enrich,es ESP,FW,Eibar,es La Liga,30,1990,15.6,637.0,7.0,41.0,266.0,333.0,94.0,636.0,15.0,7.0,46.7,8.0,53.3,284.0,1105.0,335.0,14.0,9.0,5.0,47.0,18.0,440.0,91.0
693,815,Christian Eriksen,dk DEN,MF,Inter,it Serie A,28,1992,15.4,1185.0,23.0,233.0,562.0,399.0,24.0,1185.0,15.0,11.0,73.3,4.0,26.7,665.0,3038.0,1582.0,28.0,34.0,3.0,18.0,19.0,860.0,49.0
694,816,Martin Erlic,hr CRO,DF,Spezia,it Serie A,22,1998,20.0,1267.0,139.0,644.0,603.0,32.0,16.0,1267.0,5.0,3.0,60.0,2.0,40.0,724.0,3742.0,1897.0,15.0,7.0,0.0,9.0,1.0,756.0,2.0
695,817,Patrick Erras,de GER,"FW,MF",Werder Bremen,de Bundesliga,25,1995,0.3,33.0,0.0,7.0,15.0,11.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,18.0,52.0,38.0,0.0,0.0,0.0,0.0,0.0,23.0,7.0
696,818,Gonzalo Escalante,ar ARG,MF,Lazio,it Serie A,27,1993,8.1,573.0,16.0,141.0,382.0,56.0,3.0,573.0,9.0,8.0,88.9,1.0,11.1,302.0,1481.0,697.0,11.0,11.0,0.0,6.0,2.0,353.0,7.0
697,820,Dani Escriche,es ESP,"FW,MF",Huesca,es La Liga,22,1998,9.5,400.0,7.0,53.0,220.0,142.0,24.0,400.0,42.0,16.0,38.1,26.0,61.9,220.0,1530.0,821.0,28.0,23.0,7.0,26.0,14.0,264.0,48.0
698,821,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,30,1989,6.3,451.0,16.0,126.0,223.0,110.0,8.0,451.0,4.0,2.0,50.0,2.0,50.0,254.0,1160.0,578.0,8.0,15.0,0.0,7.0,2.0,296.0,32.0
699,822,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,28,1992,28.9,1363.0,93.0,586.0,548.0,250.0,17.0,1363.0,28.0,16.0,57.1,12.0,42.9,506.0,2606.0,1191.0,31.0,17.0,4.0,32.0,16.0,516.0,59.0
700,823,Vicente Esquerdo,es ESP,MF,Valencia,es La Liga,21,1999,2.6,130.0,4.0,39.0,68.0,23.0,2.0,130.0,4.0,2.0,50.0,2.0,50.0,58.0,253.0,67.0,0.0,0.0,0.0,4.0,1.0,79.0,3.0
701,824,Nahuel Estévez,ar ARG,MF,Spezia,it Serie A,24,1995,19.6,1093.0,30.0,139.0,582.0,390.0,34.0,1093.0,19.0,11.0,57.9,8.0,42.1,602.0,2898.0,1364.0,32.0,30.0,4.0,31.0,13.0,746.0,80.0
702,825,Pervis Estupiñán,ec ECU,DF,Villarreal,es La Liga,22,1998,13.0,831.0,43.0,250.0,298.0,289.0,28.0,831.0,21.0,9.0,42.9,12.0,57.1,437.0,2276.0,1156.0,39.0,27.0,8.0,28.0,18.0,471.0,120.0
703,826,Yoann Etienne,fr FRA,DF,Lorient,fr Ligue 1,23,1997,1.0,47.0,3.0,17.0,21.0,9.0,0.0,47.0,1.0,0.0,0.0,1.0,100.0,14.0,70.0,29.0,0.0,0.0,0.0,4.0,0.0,18.0,1.0
704,827,Xabier Etxeita,es ESP,DF,Getafe,es La Liga,32,1987,9.8,406.0,46.0,177.0,211.0,21.0,10.0,406.0,2.0,1.0,50.0,1.0,50.0,147.0,854.0,394.0,2.0,2.0,0.0,6.0,0.0,159.0,1.0
705,828,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,32,1988,27.5,2065.0,247.0,1093.0,943.0,44.0,18.0,2065.0,9.0,8.0,88.9,1.0,11.1,1251.0,5620.0,2951.0,7.0,5.0,0.0,5.0,4.0,1394.0,5.0
706,829,Edu Expósito,es ESP,MF,Eibar,es La Liga,23,1996,27.3,1440.0,24.0,183.0,779.0,496.0,45.0,1438.0,56.0,41.0,73.2,15.0,26.8,758.0,3650.0,1684.0,45.0,36.0,8.0,46.0,34.0,866.0,81.0
707,830,Valentin Eysseric,fr FRA,"MF,FW",Fiorentina,it Serie A,28,1992,8.1,444.0,11.0,72.0,208.0,166.0,13.0,444.0,6.0,3.0,50.0,3.0,50.0,255.0,1176.0,592.0,14.0,12.0,3.0,11.0,7.0,298.0,45.0
708,831,Eberechi Eze,eng ENG,MF,Crystal Palace,eng Premier League,22,1998,28.4,1473.0,22.0,215.0,708.0,591.0,42.0,1473.0,118.0,64.0,54.2,54.0,45.8,967.0,6917.0,3318.0,79.0,70.0,18.0,57.0,37.0,1042.0,126.0
709,834,Fabinho,br BRA,"DF,MF",Liverpool,eng Premier League,26,1993,28.5,2386.0,164.0,810.0,1430.0,155.0,12.0,2386.0,11.0,7.0,63.6,4.0,36.4,1469.0,6982.0,3870.0,27.0,20.0,3.0,17.0,7.0,1721.0,13.0
710,835,Fábio,br BRA,DF,Nantes,fr Ligue 1,30,1990,16.7,1108.0,58.0,332.0,562.0,223.0,11.0,1108.0,18.0,7.0,38.9,11.0,61.1,485.0,2530.0,1092.0,24.0,19.0,3.0,15.0,14.0,539.0,59.0
711,836,Cesc Fàbregas,es ESP,"MF,FW",Monaco,fr Ligue 1,33,1987,9.7,897.0,8.0,127.0,495.0,280.0,27.0,895.0,11.0,6.0,54.5,5.0,45.5,457.0,1696.0,858.0,10.0,6.0,2.0,17.0,9.0,662.0,48.0
712,839,Wout Faes,be BEL,DF,Reims,fr Ligue 1,22,1998,32.2,1969.0,303.0,1173.0,776.0,31.0,20.0,1969.0,16.0,12.0,75.0,4.0,25.0,1155.0,5544.0,3180.0,22.0,10.0,3.0,11.0,9.0,1286.0,2.0
713,840,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,19,2001,0.2,23.0,1.0,7.0,14.0,2.0,0.0,23.0,2.0,2.0,100.0,0.0,0.0,15.0,65.0,28.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0
714,842,Romain Faivre,fr FRA,"MF,FW",Brest,fr Ligue 1,22,1998,32.1,1869.0,33.0,299.0,830.0,796.0,77.0,1868.0,132.0,89.0,67.4,43.0,32.6,1188.0,8828.0,4590.0,141.0,115.0,26.0,74.0,34.0,1239.0,166.0
715,843,Fali,es ESP,"DF,MF",Cádiz,es La Liga,26,1993,29.3,995.0,161.0,424.0,484.0,96.0,19.0,995.0,5.0,4.0,80.0,1.0,20.0,418.0,1764.0,859.0,10.0,12.0,2.0,11.0,4.0,470.0,12.0
716,844,Iago Falque,es ESP,"MF,FW",Benevento,it Serie A,30,1990,4.0,266.0,1.0,24.0,124.0,123.0,16.0,266.0,17.0,7.0,41.2,10.0,58.8,162.0,1105.0,554.0,16.0,11.0,7.0,11.0,6.0,186.0,31.0
717,845,Andri Fannar Baldursson,is ISL,MF,Bologna,it Serie A,18,2002,2.4,106.0,7.0,34.0,53.0,20.0,3.0,106.0,2.0,1.0,50.0,1.0,50.0,52.0,233.0,62.0,1.0,2.0,0.0,6.0,4.0,64.0,8.0
718,848,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,28,1991,32.1,1845.0,132.0,560.0,824.0,482.0,63.0,1845.0,45.0,17.0,37.8,28.0,62.2,838.0,3650.0,1380.0,26.0,26.0,3.0,46.0,15.0,972.0,100.0
719,849,Mohamed Fares,dz ALG,DF,Lazio,it Serie A,24,1996,12.7,685.0,27.0,167.0,262.0,263.0,21.0,685.0,18.0,6.0,33.3,12.0,66.7,362.0,1753.0,916.0,26.0,20.0,4.0,19.0,6.0,409.0,114.0
720,850,Diego Farias,br BRA,FW,Spezia,it Serie A,30,1990,16.8,784.0,5.0,79.0,336.0,375.0,77.0,784.0,26.0,18.0,69.2,8.0,30.8,521.0,2829.0,1261.0,47.0,21.0,26.0,26.0,11.0,639.0,131.0
721,852,Noah Fatar,fr FRA,"FW,MF",Angers,fr Ligue 1,18,2002,0.2,14.0,0.0,2.0,5.0,7.0,0.0,14.0,2.0,0.0,0.0,2.0,100.0,10.0,53.0,21.0,0.0,1.0,0.0,1.0,1.0,9.0,2.0
722,853,Ansu Fati,es ESP,FW,Barcelona,es La Liga,17,2002,4.8,270.0,0.0,12.0,86.0,174.0,39.0,270.0,23.0,11.0,47.8,12.0,52.2,183.0,1296.0,700.0,32.0,16.0,21.0,11.0,8.0,226.0,60.0
723,854,Julien Faussurier,fr FRA,DF,Brest,fr Ligue 1,33,1987,10.6,688.0,30.0,196.0,291.0,205.0,16.0,688.0,9.0,5.0,55.6,4.0,44.4,364.0,1606.0,922.0,28.0,8.0,5.0,14.0,3.0,389.0,63.0
724,855,Andrea Favilli,it ITA,FW,Hellas Verona,it Serie A,23,1997,3.8,143.0,2.0,4.0,61.0,81.0,22.0,143.0,7.0,3.0,42.9,4.0,57.1,89.0,427.0,104.0,7.0,6.0,3.0,22.0,15.0,127.0,37.0
725,856,Federico Fazio,ar ARG,DF,Roma,it Serie A,33,1987,4.5,361.0,40.0,136.0,197.0,32.0,6.0,361.0,3.0,3.0,100.0,0.0,0.0,191.0,1087.0,751.0,4.0,9.0,0.0,2.0,1.0,252.0,2.0
726,857,Nabil Fekir,fr FRA,"MF,FW",Betis,es La Liga,27,1993,29.1,1669.0,4.0,83.0,723.0,891.0,106.0,1666.0,117.0,85.0,72.6,32.0,27.4,1053.0,6519.0,3165.0,103.0,88.0,39.0,78.0,83.0,1323.0,182.0
727,858,Felipe,br BRA,DF,Atlético Madrid,es La Liga,31,1989,22.9,1301.0,185.0,669.0,603.0,39.0,24.0,1301.0,3.0,3.0,100.0,0.0,0.0,701.0,3635.0,1638.0,5.0,2.0,0.0,3.0,1.0,753.0,3.0
728,859,Luiz Felipe,it ITA,DF,Lazio,it Serie A,23,1997,10.1,669.0,62.0,305.0,333.0,35.0,4.0,669.0,5.0,2.0,40.0,3.0,60.0,400.0,2810.0,1410.0,9.0,6.0,0.0,7.0,2.0,445.0,2.0
729,860,João Félix,pt POR,"FW,MF",Atlético Madrid,es La Liga,20,1999,17.5,865.0,6.0,67.0,429.0,376.0,54.0,863.0,60.0,30.0,50.0,30.0,50.0,578.0,3145.0,1640.0,49.0,54.0,10.0,40.0,34.0,749.0,94.0
730,861,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,22,1997,29.0,1858.0,279.0,1029.0,768.0,77.0,29.0,1858.0,19.0,15.0,78.9,4.0,21.1,1064.0,5880.0,3331.0,21.0,9.0,4.0,17.0,10.0,1103.0,13.0
731,862,Zinedine Ferhat,dz ALG,"FW,MF",Nîmes,fr Ligue 1,27,1993,32.9,1686.0,43.0,227.0,700.0,780.0,109.0,1685.0,128.0,64.0,50.0,64.0,50.0,982.0,5803.0,2524.0,92.0,73.0,37.0,88.0,48.0,1242.0,266.0
732,863,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,25,1994,34.4,2710.0,40.0,284.0,1165.0,1279.0,124.0,2700.0,45.0,23.0,51.1,22.0,48.9,1497.0,6477.0,3529.0,80.0,76.0,10.0,56.0,37.0,2064.0,263.0
733,864,Edimilson Fernandes,ch SUI,"MF,FW",Mainz 05,de Bundesliga,24,1996,9.3,462.0,34.0,126.0,241.0,98.0,5.0,462.0,5.0,3.0,60.0,2.0,40.0,244.0,1074.0,450.0,6.0,6.0,0.0,12.0,14.0,266.0,19.0
734,866,Álex Fernández,es ESP,MF,Cádiz,es La Liga,27,1992,21.6,1086.0,26.0,194.0,587.0,322.0,16.0,1084.0,22.0,15.0,68.2,7.0,31.8,537.0,2738.0,1188.0,26.0,21.0,3.0,33.0,16.0,628.0,43.0
735,869,Augusto Fernández,ar ARG,MF,Cádiz,es La Liga,34,1986,4.1,160.0,8.0,48.0,104.0,12.0,1.0,160.0,3.0,2.0,66.7,1.0,33.3,73.0,390.0,167.0,2.0,2.0,1.0,6.0,5.0,68.0,3.0
736,872,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,31,1989,23.1,1169.0,268.0,719.0,377.0,76.0,14.0,1169.0,1.0,0.0,0.0,1.0,100.0,553.0,2133.0,858.0,1.0,0.0,0.0,8.0,2.0,619.0,7.0
737,873,Joaquín Fernández,es ESP,DF,Valladolid,es La Liga,24,1996,23.0,1022.0,173.0,604.0,387.0,36.0,12.0,1022.0,1.0,1.0,100.0,0.0,0.0,494.0,2189.0,973.0,0.0,2.0,1.0,5.0,6.0,526.0,2.0
738,874,Fernandinho,br BRA,MF,Manchester City,eng Premier League,35,1985,13.2,1143.0,31.0,161.0,813.0,181.0,13.0,1143.0,13.0,10.0,76.9,3.0,23.1,703.0,3633.0,2218.0,31.0,42.0,4.0,7.0,4.0,867.0,5.0
739,875,Fernando,br BRA,MF,Sevilla,es La Liga,33,1987,28.3,1837.0,135.0,593.0,1065.0,194.0,12.0,1837.0,19.0,11.0,57.9,8.0,42.1,973.0,4313.0,2052.0,17.0,17.0,1.0,25.0,10.0,1191.0,22.0
740,876,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,26,1994,9.8,602.0,59.0,301.0,241.0,65.0,7.0,602.0,2.0,1.0,50.0,1.0,50.0,307.0,1299.0,611.0,1.0,1.0,0.0,9.0,4.0,345.0,8.0
741,877,David Ferreiro,es ESP,"MF,FW",Huesca,es La Liga,32,1988,28.1,1325.0,13.0,180.0,523.0,649.0,43.0,1325.0,64.0,44.0,68.8,20.0,31.3,788.0,5108.0,2292.0,68.0,47.0,12.0,41.0,36.0,845.0,182.0
742,878,Salvador Ferrer,es ESP,DF,Spezia,it Serie A,22,1998,13.2,1037.0,49.0,341.0,462.0,243.0,6.0,1037.0,8.0,5.0,62.5,3.0,37.5,547.0,2541.0,1299.0,28.0,19.0,0.0,12.0,7.0,601.0,49.0
743,879,Facundo Ferreyra,ar ARG,FW,Celta Vigo,es La Liga,29,1991,3.3,86.0,2.0,9.0,39.0,39.0,12.0,86.0,1.0,0.0,0.0,1.0,100.0,33.0,89.0,33.0,1.0,1.0,1.0,5.0,7.0,54.0,10.0
744,880,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,28,1992,28.6,1855.0,32.0,457.0,1164.0,257.0,14.0,1855.0,28.0,16.0,57.1,12.0,42.9,1154.0,5707.0,2736.0,36.0,32.0,6.0,37.0,27.0,1319.0,41.0
745,882,Fidel,es ESP,"MF,DF",Elche,es La Liga,30,1989,26.6,1510.0,33.0,388.0,669.0,481.0,53.0,1507.0,88.0,51.0,58.0,37.0,42.0,882.0,5112.0,2655.0,82.0,51.0,19.0,62.0,40.0,1011.0,123.0
746,883,Sam Field,eng ENG,MF,West Brom,eng Premier League,22,1998,0.7,43.0,4.0,17.0,24.0,2.0,0.0,43.0,1.0,1.0,100.0,0.0,0.0,9.0,25.0,1.0,0.0,0.0,0.0,2.0,1.0,10.0,0.0
747,884,Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,31,1989,6.0,243.0,6.0,27.0,116.0,104.0,30.0,241.0,5.0,4.0,80.0,1.0,20.0,127.0,706.0,287.0,5.0,7.0,3.0,21.0,10.0,175.0,47.0
748,885,Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,28,1991,31.5,1663.0,18.0,104.0,789.0,788.0,176.0,1663.0,83.0,59.0,71.1,24.0,28.9,989.0,4862.0,2379.0,66.0,44.0,22.0,80.0,47.0,1279.0,222.0
749,886,Junior Firpo,es ESP,"DF,MF",Barcelona,es La Liga,23,1996,3.2,265.0,12.0,61.0,121.0,84.0,12.0,265.0,5.0,1.0,20.0,4.0,80.0,155.0,718.0,358.0,8.0,8.0,3.0,6.0,0.0,193.0,22.0
750,887,John Fleck,sct SCO,MF,Sheffield Utd,eng Premier League,28,1991,28.6,1476.0,36.0,248.0,744.0,502.0,25.0,1476.0,54.0,30.0,55.6,24.0,44.4,768.0,4026.0,2160.0,54.0,48.0,5.0,30.0,24.0,933.0,62.0
751,889,Florian Flick,de GER,MF,Schalke 04,de Bundesliga,20,2000,4.0,135.0,13.0,55.0,73.0,8.0,1.0,135.0,3.0,0.0,0.0,3.0,100.0,63.0,235.0,88.0,1.0,0.0,0.0,2.0,1.0,59.0,1.0
752,890,Alexis Flips,fr FRA,"MF,FW",Reims,fr Ligue 1,20,2000,0.5,28.0,0.0,5.0,12.0,13.0,2.0,28.0,2.0,0.0,0.0,2.0,100.0,20.0,92.0,33.0,0.0,1.0,0.0,5.0,0.0,21.0,4.0
753,891,Alessandro Florenzi,it ITA,DF,Paris S-G,fr Ligue 1,29,1991,17.1,1128.0,46.0,251.0,515.0,367.0,51.0,1128.0,11.0,5.0,45.5,6.0,54.5,623.0,2635.0,1388.0,27.0,20.0,9.0,9.0,2.0,780.0,148.0
