,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKatt,Yellow,Red,xG,npxG,xAG,npxG+xAG,Prg_Carries,Prg_Passes,Prg_Passes_Received,Goals_per90,Assits_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,PK_Attempted
2198,2608,Mattéo Tramoni,fr FRA,"MF,FW",Cagliari,it Serie A,20,2000,6,0,74,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,
2199,2609,Adama Traoré,es ESP,"FW,MF",Wolves,eng Premier League,24,1996,37,28,"2,649",29.4,2,2,4,2,0,0,4,0,2.0,2.0,4.8,6.9,219.0,70.0,220.0,0.07,0.07,0.14,0.07,0.14,0.07,0.16,0.23,0.07,0.23,
2200,2610,Amadou Traore,fr FRA,"FW,MF",Bordeaux,fr Ligue 1,18,2002,19,0,304,3.4,0,1,1,0,0,0,0,0,0.2,0.2,0.8,1.0,19.0,1.0,27.0,0.0,0.3,0.3,0.0,0.3,0.06,0.24,0.3,0.06,0.3,
2201,2611,Bertrand Traoré,bf BFA,FW,Aston Villa,eng Premier League,24,1995,36,29,"2,317",25.7,7,6,13,7,0,0,1,0,6.6,6.6,4.3,10.9,51.0,77.0,125.0,0.27,0.23,0.5,0.27,0.5,0.26,0.17,0.42,0.26,0.42,
2202,2612,Boubacar Traoré,ml MLI,MF,Metz,fr Ligue 1,18,2001,2,0,54,0.6,1,0,1,1,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,1.67,0.0,1.67,1.67,1.67,0.08,0.0,0.08,0.08,0.08,
2203,2613,Chaka Traorè,ci CIV,"FW,DF",Parma,it Serie A,15,2004,3,0,18,0.2,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.29,0.0,1.29,1.29,1.29,
2204,2614,Charles Traore,ml MLI,DF,Nantes,fr Ligue 1,28,1992,22,19,"1,700",18.9,1,0,1,1,0,0,6,0,0.2,0.2,0.3,0.4,38.0,55.0,58.0,0.05,0.0,0.05,0.05,0.05,0.01,0.01,0.02,0.01,0.02,
2205,2615,Cheick Traoré,ml MLI,DF,Lens,fr Ligue 1,25,1995,2,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2206,2616,Hamari Traoré,ml MLI,DF,Rennes,fr Ligue 1,28,1992,35,34,"3,000",33.3,1,1,2,1,0,0,4,0,1.2,1.2,3.1,4.4,72.0,204.0,236.0,0.03,0.03,0.06,0.03,0.06,0.04,0.09,0.13,0.04,0.13,
2207,2617,Ibrahima Traoré,gn GUI,"FW,DF",M'Gladbach,de Bundesliga,32,1988,7,1,98,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,
2208,2618,Ismaël Traoré,ci CIV,DF,Angers,fr Ligue 1,33,1986,34,34,"2,993",33.3,3,3,6,3,0,0,3,0,1.5,1.5,0.9,2.4,11.0,83.0,8.0,0.09,0.09,0.18,0.09,0.18,0.04,0.03,0.07,0.04,0.07,
2209,2620,Miguel Trauco,pe PER,DF,Saint-Étienne,fr Ligue 1,27,1992,26,22,"2,035",22.6,0,2,2,0,0,0,1,0,0.2,0.2,3.1,3.3,18.0,90.0,82.0,0.0,0.09,0.09,0.0,0.09,0.01,0.14,0.15,0.01,0.15,
2210,2621,Trézéguet,eg EGY,FW,Aston Villa,eng Premier League,25,1994,21,12,"1,166",13.0,2,1,3,2,0,0,0,0,3.8,3.8,2.1,5.9,31.0,35.0,79.0,0.15,0.08,0.23,0.15,0.23,0.29,0.16,0.46,0.29,0.46,
2211,2622,Manu Trigueros,es ESP,MF,Villarreal,es La Liga,28,1991,35,30,"2,527",28.1,1,6,7,1,0,0,6,1,2.5,2.5,5.0,7.6,33.0,212.0,68.0,0.04,0.21,0.25,0.04,0.25,0.09,0.18,0.27,0.09,0.27,
2212,2623,Christopher Trimmel,at AUT,"DF,FW",Union Berlin,de Bundesliga,33,1987,31,30,"2,572",28.6,1,9,10,1,0,0,9,0,0.3,0.3,5.9,6.3,47.0,85.0,78.0,0.03,0.31,0.35,0.03,0.35,0.01,0.21,0.22,0.01,0.22,
2213,2624,Francisco Trincão,pt POR,"FW,MF",Barcelona,es La Liga,20,1999,28,3,706,7.8,3,2,5,3,0,0,1,0,2.6,2.6,0.4,3.0,22.0,28.0,92.0,0.38,0.25,0.64,0.38,0.64,0.33,0.05,0.39,0.33,0.39,
2214,2625,Alessandro Tripaldelli,it ITA,DF,Cagliari,it Serie A,21,1999,10,3,300,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,6.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,
2215,2626,Kieran Trippier,eng ENG,DF,Atlético Madrid,es La Liga,29,1990,28,28,"2,475",27.5,0,6,6,0,0,0,0,0,0.1,0.1,3.6,3.8,43.0,169.0,196.0,0.0,0.22,0.22,0.0,0.22,0.0,0.13,0.14,0.0,0.14,
2216,2627,Leandro Trossard,be BEL,"MF,FW",Brighton,eng Premier League,25,1994,35,30,"2,607",29.0,5,5,10,5,0,0,2,0,4.6,4.6,4.9,9.5,73.0,142.0,219.0,0.17,0.17,0.35,0.17,0.35,0.16,0.17,0.33,0.16,0.33,
2217,2628,Alexis Trouillet,fr FRA,"MF,FW",Nice,fr Ligue 1,19,2000,5,1,109,1.2,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.13,0.07,0.13,
2218,2629,Adrien Truffert,fr FRA,"DF,MF",Rennes,fr Ligue 1,18,2001,29,23,"1,951",21.7,1,3,4,1,0,0,3,0,1.1,1.1,2.7,3.8,46.0,77.0,157.0,0.05,0.14,0.18,0.05,0.18,0.05,0.12,0.18,0.05,0.18,
2219,2630,Marvin Tshibuabua,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2002,1,0,43,0.5,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.32,0.32,0.32,
2220,2631,Kostas Tsimikas,gr GRE,"DF,FW",Liverpool,eng Premier League,24,1996,2,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2221,2632,Axel Tuanzebe,eng ENG,DF,Manchester Utd,eng Premier League,22,1997,9,4,404,4.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,3.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2222,2633,Alessandro Tuia,it ITA,DF,Benevento,it Serie A,30,1990,27,19,"1,765",19.6,1,0,1,1,0,0,6,0,0.8,0.8,0.3,1.1,4.0,44.0,2.0,0.05,0.0,0.05,0.05,0.05,0.04,0.01,0.05,0.04,0.05,
2223,2634,Ľubomír Tupta,sk SVK,FW,Hellas Verona,it Serie A,22,1998,2,1,50,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.67,0.67,0.67,
2224,2635,Tuta,br BRA,DF,Eint Frankfurt,de Bundesliga,21,1999,19,16,"1,459",16.2,0,0,0,0,0,0,5,0,0.2,0.2,0.2,0.4,24.0,87.0,15.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,
2225,2636,Destiny Udogie,it ITA,"DF,MF",Hellas Verona,it Serie A,17,2002,6,0,170,1.9,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,2.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.15,0.02,0.17,0.15,0.17,
2226,2637,Matthieu Udol,fr FRA,DF,Metz,fr Ligue 1,24,1996,25,19,"1,724",19.2,0,3,3,0,0,0,1,1,0.6,0.6,2.7,3.3,50.0,58.0,77.0,0.0,0.16,0.16,0.0,0.16,0.03,0.14,0.17,0.03,0.17,
2227,2638,Naomichi Ueda,jp JPN,DF,Nîmes,fr Ligue 1,25,1994,9,8,711,7.9,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,6.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.06,0.02,0.06,
2228,2639,Lesley Ugochukwu,fr FRA,MF,Rennes,fr Ligue 1,16,2004,3,1,65,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19,
2229,2640,Hwang Ui-jo,kr KOR,"FW,MF",Bordeaux,fr Ligue 1,27,1992,36,32,"2,503",27.8,12,3,15,9,3,3,1,0,12.6,10.3,2.7,13.0,42.0,23.0,174.0,0.43,0.11,0.54,0.32,0.43,0.45,0.1,0.55,0.37,0.47,
2230,2642,Samuel Umtiti,fr FRA,DF,Barcelona,es La Liga,26,1993,13,6,645,7.2,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,6.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.03,0.02,0.03,
2231,2643,Enes Ünal,tr TUR,FW,Getafe,es La Liga,23,1997,28,15,"1,318",14.6,4,2,6,3,1,1,4,0,4.8,4.0,1.5,5.5,14.0,28.0,70.0,0.27,0.14,0.41,0.2,0.34,0.32,0.1,0.43,0.27,0.37,
2232,2644,Cengiz Ünder,tr TUR,"FW,MF",Leicester City,eng Premier League,23,1997,9,1,281,3.1,0,2,2,0,0,0,0,0,0.3,0.3,1.6,1.9,12.0,7.0,39.0,0.0,0.64,0.64,0.0,0.64,0.09,0.51,0.59,0.09,0.59,
2233,2645,Dayot Upamecano,fr FRA,DF,RB Leipzig,de Bundesliga,21,1998,29,27,"2,330",25.9,1,0,1,1,0,0,6,0,1.3,1.3,0.6,1.9,24.0,156.0,11.0,0.04,0.0,0.04,0.04,0.04,0.05,0.02,0.07,0.05,0.07,
2234,2646,Kacper Urbanski,pl POL,FW,Bologna,it Serie A,15,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2235,2647,Mark Uth,de GER,"FW,MF",Schalke 04,de Bundesliga,28,1991,20,18,"1,494",16.6,3,1,4,3,0,0,5,0,3.2,3.2,1.9,5.1,34.0,53.0,69.0,0.18,0.06,0.24,0.18,0.24,0.19,0.12,0.31,0.19,0.31,
2236,2649,Eugeni Valderrama,es ESP,"MF,FW",Huesca,es La Liga,26,1994,3,1,115,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,
2237,2650,Lautaro Valenti,ar ARG,DF,Parma,it Serie A,21,1999,11,6,499,5.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,7.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,
2238,2651,Antoine Valerio,fr FRA,MF,Nîmes,fr Ligue 1,20,1999,1,1,70,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,
2239,2652,Borja Valero,es ESP,"MF,FW",Fiorentina,it Serie A,35,1985,20,4,491,5.5,0,0,0,0,0,0,3,0,0.3,0.3,0.1,0.3,12.0,29.0,15.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,
2240,2653,Yan Valery,tn TUN,"DF,MF",Southampton,eng Premier League,21,1999,3,1,103,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,6.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.16,0.05,0.21,0.16,0.21,
2241,2654,Jesús Vallejo,es ESP,DF,Granada,es La Liga,23,1997,21,15,"1,348",15.0,0,0,0,0,0,0,2,1,0.1,0.1,0.1,0.2,8.0,37.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,
2242,2655,Manu Vallejo,es ESP,"FW,MF",Valencia,es La Liga,23,1997,30,9,950,10.6,5,0,5,5,0,0,2,0,4.2,4.2,0.8,4.9,22.0,25.0,60.0,0.47,0.0,0.47,0.47,0.47,0.4,0.07,0.47,0.4,0.47,
2243,2656,Federico Valverde,uy URU,MF,Real Madrid,es La Liga,22,1998,24,15,"1,330",14.8,3,1,4,3,0,0,0,0,2.3,2.3,3.1,5.4,41.0,96.0,54.0,0.2,0.07,0.27,0.2,0.27,0.15,0.21,0.36,0.15,0.36,
2244,2657,Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,29,1991,5,5,370,4.1,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,0.0,30.0,1.0,0.24,0.0,0.24,0.24,0.24,0.06,0.0,0.06,0.06,0.06,
2245,2658,Raphaël Varane,fr FRA,DF,Real Madrid,es La Liga,27,1993,31,31,"2,715",30.2,2,0,2,2,0,0,2,0,2.8,2.8,0.3,3.1,28.0,98.0,5.0,0.07,0.0,0.07,0.07,0.07,0.09,0.01,0.1,0.09,0.1,
2246,2659,Jamie Vardy,eng ENG,FW,Leicester City,eng Premier League,33,1987,34,31,"2,840",31.6,15,9,24,7,8,9,1,0,19.9,12.8,4.7,17.5,57.0,31.0,202.0,0.48,0.29,0.76,0.22,0.51,0.63,0.15,0.78,0.41,0.55,
2247,2660,Ruben Vargas,ch SUI,"MF,FW",Augsburg,de Bundesliga,21,1998,30,18,"1,612",17.9,6,3,9,6,0,0,2,1,4.1,4.1,2.8,7.0,48.0,61.0,124.0,0.33,0.17,0.5,0.33,0.5,0.23,0.16,0.39,0.23,0.39,
2248,2663,Franco Vázquez,ar ARG,"FW,MF",Sevilla,es La Liga,31,1989,15,1,164,1.8,1,0,1,1,0,0,1,0,0.2,0.2,0.1,0.3,0.0,13.0,13.0,0.55,0.0,0.55,0.55,0.55,0.09,0.05,0.15,0.09,0.15,
2249,2664,Kevin Vázquez,es ESP,DF,Celta Vigo,es La Liga,27,1993,8,5,562,6.2,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,3.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2250,2665,Lucas Vázquez,es ESP,"DF,FW",Real Madrid,es La Liga,29,1991,24,21,"1,848",20.5,2,5,7,2,0,0,3,0,1.8,1.8,4.1,5.9,51.0,97.0,201.0,0.1,0.24,0.34,0.1,0.34,0.09,0.2,0.29,0.09,0.29,
2251,2666,Matías Vecino,uy URU,MF,Inter,it Serie A,28,1991,8,3,283,3.1,1,1,2,1,0,0,0,0,0.8,0.8,0.6,1.4,3.0,11.0,6.0,0.32,0.32,0.64,0.32,0.64,0.25,0.19,0.45,0.25,0.45,
2252,2668,Gabriel Veiga,es ESP,"MF,DF",Celta Vigo,es La Liga,18,2002,6,1,118,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,
2253,2669,Miloš Veljković,rs SRB,DF,Werder Bremen,de Bundesliga,24,1995,23,19,"1,723",19.1,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,3.0,56.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,
2254,2670,Miguel Veloso,pt POR,MF,Hellas Verona,it Serie A,34,1986,21,15,"1,316",14.6,2,2,4,0,2,2,1,0,1.9,0.4,0.7,1.1,19.0,85.0,11.0,0.14,0.14,0.27,0.0,0.14,0.14,0.05,0.19,0.03,0.08,
2255,2671,Joël Veltman,nl NED,DF,Brighton,eng Premier League,28,1992,28,25,"2,281",25.3,1,1,2,1,0,0,3,0,1.1,1.1,1.7,2.8,39.0,136.0,99.0,0.04,0.04,0.08,0.04,0.08,0.04,0.07,0.11,0.04,0.11,
2256,2672,Unai Vencedor Paris,es ESP,MF,Athletic Club,es La Liga,19,2000,28,19,"1,701",18.9,0,0,0,0,0,0,6,0,0.3,0.3,0.2,0.6,7.0,122.0,9.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,
2257,2673,Lorenzo Venuti,it ITA,DF,Fiorentina,it Serie A,25,1995,28,21,"1,757",19.5,0,1,1,0,0,0,3,0,0.2,0.2,1.9,2.1,36.0,60.0,98.0,0.0,0.05,0.05,0.0,0.05,0.01,0.1,0.11,0.01,0.11,
2258,2674,Daniele Verde,it ITA,FW,Spezia,it Serie A,24,1996,21,12,980,10.9,6,1,7,6,0,0,1,0,3.0,3.0,1.9,5.0,28.0,30.0,88.0,0.55,0.09,0.64,0.55,0.64,0.28,0.18,0.45,0.28,0.45,
2259,2675,Simone Verdi,it ITA,"MF,FW",Torino,it Serie A,28,1992,33,17,"1,620",18.0,1,5,6,1,0,0,6,0,3.5,3.5,5.7,9.2,52.0,68.0,87.0,0.06,0.28,0.33,0.06,0.33,0.2,0.32,0.51,0.2,0.51,
2260,2676,Gonzalo Verdú,es ESP,DF,Elche,es La Liga,31,1988,33,33,"2,944",32.7,0,2,2,0,0,0,11,0,1.6,1.6,2.0,3.6,10.0,63.0,1.0,0.0,0.06,0.06,0.0,0.06,0.05,0.06,0.11,0.05,0.11,
2261,2677,Jordan Veretout,fr FRA,MF,Roma,it Serie A,27,1993,29,25,"2,053",22.8,10,2,12,5,5,5,4,0,8.1,4.1,2.6,6.7,45.0,144.0,56.0,0.44,0.09,0.53,0.22,0.31,0.37,0.12,0.49,0.19,0.31,
2262,2678,Edoardo Vergani,it ITA,FW,Bologna,it Serie A,19,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2263,2679,Marco Verratti,it ITA,MF,Paris S-G,fr Ligue 1,27,1992,21,16,"1,492",16.6,0,2,2,0,0,0,7,0,1.3,1.3,2.4,3.7,38.0,188.0,67.0,0.0,0.12,0.12,0.0,0.12,0.08,0.15,0.23,0.08,0.23,
2264,2680,Valerio Verre,it ITA,"FW,MF",Sampdoria,it Serie A,26,1994,27,12,998,11.1,3,3,6,3,0,0,3,0,1.9,1.9,1.6,3.6,32.0,70.0,82.0,0.27,0.27,0.54,0.27,0.54,0.17,0.15,0.32,0.17,0.32,
2265,2681,Mikel Vesga,es ESP,MF,Athletic Club,es La Liga,27,1993,30,20,"1,722",19.1,0,1,1,0,0,0,7,0,1.6,1.6,1.1,2.6,14.0,95.0,15.0,0.0,0.05,0.05,0.0,0.05,0.08,0.06,0.14,0.08,0.14,
2266,2682,Jannik Vestergaard,dk DEN,DF,Southampton,eng Premier League,27,1992,30,29,"2,574",28.6,3,0,3,3,0,0,3,1,1.5,1.5,0.5,2.1,14.0,82.0,2.0,0.1,0.0,0.1,0.1,0.1,0.05,0.02,0.07,0.05,0.07,
2267,2683,Rúben Vezo,pt POR,DF,Levante,es La Liga,26,1994,32,25,"2,316",25.7,1,0,1,1,0,0,7,0,0.3,0.3,0.2,0.5,25.0,111.0,6.0,0.04,0.0,0.04,0.04,0.04,0.01,0.01,0.02,0.01,0.02,
2268,2685,Iñigo Vicente,es ESP,"FW,MF",Athletic Club,es La Liga,22,1998,3,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,2.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.05,0.38,0.43,0.05,0.43,
2269,2686,Fede Vico,es ESP,"MF,FW",Granada,es La Liga,26,1994,20,9,767,8.5,0,0,0,0,0,0,1,0,0.7,0.7,1.0,1.8,28.0,29.0,46.0,0.0,0.0,0.0,0.0,0.0,0.09,0.12,0.21,0.09,0.21,
2270,2687,Aleix Vidal,es ESP,DF,Sevilla,es La Liga,30,1989,12,5,595,6.6,0,1,1,0,0,0,2,0,0.0,0.0,0.7,0.7,14.0,45.0,74.0,0.0,0.15,0.15,0.0,0.15,0.0,0.11,0.11,0.0,0.11,
2271,2688,Arturo Vidal,cl CHI,MF,Inter,it Serie A,33,1987,23,14,"1,138",12.6,1,1,2,1,0,0,3,0,2.4,2.4,1.1,3.6,18.0,94.0,39.0,0.08,0.08,0.16,0.08,0.16,0.19,0.09,0.28,0.19,0.28,
2272,2689,Clément Vidal,fr FRA,DF,Montpellier,fr Ligue 1,20,2000,2,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2273,2690,Nacho Vidal,es ESP,DF,Osasuna,es La Liga,25,1995,34,25,"2,348",26.1,0,0,0,0,0,0,10,0,0.8,0.8,1.6,2.4,18.0,87.0,58.0,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09,
2274,2691,Ronaldo Vieira,eng ENG,"MF,DF",Hellas Verona,it Serie A,22,1998,4,2,226,2.5,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,
2275,2692,Luca Vignali,it ITA,DF,Spezia,it Serie A,24,1996,21,19,"1,590",17.7,0,0,0,0,0,0,4,1,0.1,0.1,0.7,0.8,30.0,69.0,57.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.04,0.01,0.04,
2276,2693,Emanuel Vignato,it ITA,"FW,MF",Bologna,it Serie A,19,2000,31,11,"1,203",13.4,1,4,5,1,0,0,4,0,1.5,1.5,3.6,5.1,43.0,79.0,81.0,0.07,0.3,0.37,0.07,0.37,0.11,0.27,0.38,0.11,0.38,
2277,2694,Toni Villa,es ESP,"MF,FW",Valladolid,es La Liga,25,1995,21,10,969,10.8,2,0,2,2,0,0,2,0,0.8,0.8,1.1,1.9,35.0,54.0,67.0,0.19,0.0,0.19,0.19,0.19,0.07,0.1,0.18,0.07,0.18,
2278,2695,Asier Villalibre,es ESP,FW,Athletic Club,es La Liga,22,1997,35,16,"1,589",17.7,4,2,6,4,0,0,1,0,4.3,4.3,2.3,6.6,25.0,24.0,107.0,0.23,0.11,0.34,0.23,0.34,0.24,0.13,0.37,0.24,0.37,
2279,2696,Gonzalo Villar,es ESP,MF,Roma,it Serie A,22,1998,33,21,"1,859",20.7,0,1,1,0,0,0,7,0,0.4,0.4,0.7,1.1,50.0,122.0,27.0,0.0,0.05,0.05,0.0,0.05,0.02,0.03,0.05,0.02,0.05,
2280,2698,Rúben Vinagre,pt POR,"MF,DF",Wolves,eng Premier League,21,1999,2,1,173,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,4.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,
2281,2699,Carlos Vinícius,br BRA,FW,Tottenham,eng Premier League,25,1995,9,3,308,3.4,1,0,1,1,0,0,2,0,1.2,1.2,0.1,1.3,1.0,2.0,12.0,0.29,0.0,0.29,0.29,0.29,0.36,0.02,0.39,0.36,0.39,
2282,2700,Nicolas Viola,it ITA,MF,Benevento,it Serie A,30,1989,17,12,"1,036",11.5,5,2,7,1,4,4,1,0,3.8,0.6,1.7,2.4,10.0,41.0,13.0,0.43,0.17,0.61,0.09,0.26,0.33,0.15,0.48,0.06,0.21,
2283,2702,Vitinha,pt POR,MF,Wolves,eng Premier League,20,2000,19,5,520,5.8,0,1,1,0,0,0,0,0,0.5,0.5,0.6,1.2,11.0,20.0,18.0,0.0,0.17,0.17,0.0,0.17,0.09,0.11,0.2,0.09,0.2,
2284,2703,Vitolo,es ESP,"MF,FW",Atlético Madrid,es La Liga,30,1989,10,3,298,3.3,0,0,0,0,0,0,2,0,0.4,0.4,0.2,0.7,7.0,17.0,33.0,0.0,0.0,0.0,0.0,0.0,0.13,0.07,0.2,0.13,0.2,
2285,2704,Dušan Vlahović,rs SRB,FW,Fiorentina,it Serie A,20,2000,37,34,"2,923",32.5,21,3,24,15,6,6,1,0,18.5,13.8,2.2,16.0,36.0,31.0,213.0,0.65,0.09,0.74,0.46,0.55,0.57,0.07,0.64,0.43,0.49,
2286,2705,Michel Vlap,nl NED,"MF,FW",Arminia,de Bundesliga,23,1997,7,5,371,4.1,1,1,2,1,0,0,0,0,0.5,0.5,0.6,1.1,3.0,8.0,20.0,0.24,0.24,0.49,0.24,0.49,0.13,0.15,0.28,0.13,0.28,
2287,2706,Andreas Voglsammer,de GER,"FW,MF",Arminia,de Bundesliga,28,1992,18,11,"1,000",11.1,2,2,4,2,0,0,1,0,3.9,3.9,1.9,5.8,20.0,23.0,71.0,0.18,0.18,0.36,0.18,0.36,0.35,0.17,0.52,0.35,0.52,
2288,2707,Kevin Vogt,de GER,DF,Hoffenheim,de Bundesliga,28,1991,24,20,"1,841",20.5,0,1,1,0,0,0,6,0,0.0,0.0,0.4,0.4,12.0,128.0,3.0,0.0,0.05,0.05,0.0,0.05,0.0,0.02,0.02,0.0,0.02,
2289,2708,Mërgim Vojvoda,xk KVX,"DF,FW",Torino,it Serie A,25,1995,24,17,"1,359",15.1,2,2,4,2,0,0,4,0,1.1,1.1,0.7,1.8,17.0,46.0,70.0,0.13,0.13,0.26,0.13,0.26,0.07,0.05,0.12,0.07,0.12,
2290,2709,Jake Vokins,eng ENG,DF,Southampton,eng Premier League,20,2000,1,1,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,
2291,2710,Kevin Volland,de GER,"FW,MF",Monaco,fr Ligue 1,28,1992,35,34,"2,769",30.8,16,7,23,16,0,0,4,0,11.6,11.6,5.2,16.8,43.0,84.0,237.0,0.52,0.23,0.75,0.52,0.75,0.38,0.17,0.55,0.38,0.55,
2292,2711,Stefan de Vrij,nl NED,DF,Inter,it Serie A,28,1992,32,30,"2,734",30.4,1,0,1,1,0,0,2,0,1.2,1.2,0.5,1.7,19.0,94.0,2.0,0.03,0.0,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05,
2293,2712,Giacomo Vrioni,al ALB,FW,Juventus,it Serie A,21,1998,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.52,6.52,0.0,6.52,
2294,2713,Šime Vrsaljko,hr CRO,"FW,DF",Atlético Madrid,es La Liga,28,1992,9,6,519,5.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,13.0,24.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
2295,2714,Nikola Vukčević,me MNE,MF,Levante,es La Liga,28,1991,13,11,810,9.0,0,0,0,0,0,0,4,0,0.3,0.3,0.1,0.4,1.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.05,0.03,0.05,
