,Unnamed: 0,Player,Nation,Position,Squad,Competition,Age,Born,90s,Goals,Shots_total,Shots_on_target,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net
1896,2241,Ángel Rodríguez,es ESP,"FW,MF",Getafe,es La Liga,33,1987,15.3,5,36,12,33.3,2.36,0.79,0.11,0.33,16.9,0.0,1,2,5.7,4.1,0.11,-0.7,-0.1
1897,2242,Óscar Rodríguez Arnaiz,es ESP,"MF,FW",Sevilla,es La Liga,22,1998,5.7,0,10,2,20.0,1.76,0.35,0.0,0.0,23.1,1.0,0,0,0.5,0.5,0.05,-0.5,-0.5
1898,2243,Guido Rodríguez,ar ARG,MF,Betis,es La Liga,26,1994,31.8,1,30,9,30.0,0.94,0.28,0.03,0.11,19.8,0.0,0,0,2.3,2.3,0.08,-1.3,-1.3
1899,2244,James Rodríguez,co COL,"FW,MF",Everton,eng Premier League,29,1991,19.6,6,37,18,48.6,1.89,0.92,0.16,0.33,20.7,4.0,0,0,2.8,2.8,0.08,3.2,3.2
1900,2245,Jay Rodriguez,eng ENG,FW,Burnley,eng Premier League,31,1989,14.1,1,31,9,29.0,2.21,0.64,0.03,0.11,17.1,0.0,0,0,3.0,3.0,0.11,-2.0,-2.0
1901,2246,Miguel Rodríguez,es ESP,"FW,DF",Celta Vigo,es La Liga,17,2003,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1902,2247,Ricardo Rodríguez,ch SUI,DF,Torino,it Serie A,27,1992,13.8,0,13,2,15.4,0.95,0.15,0.0,0.0,28.0,8.0,0,0,0.6,0.6,0.05,-0.6,-0.6
1903,2248,Víctor Rodríguez,es ESP,MF,Elche,es La Liga,31,1989,4.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1904,2249,Rodrygo,br BRA,FW,Real Madrid,es La Liga,19,2001,10.9,1,25,5,20.0,2.29,0.46,0.04,0.2,16.7,1.0,0,0,2.0,2.0,0.08,-1.0,-1.0
1905,2250,Marko Rog,hr CRO,MF,Cagliari,it Serie A,25,1995,12.9,0,8,2,25.0,0.62,0.15,0.0,0.0,27.5,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2
1906,2251,Rogério,br BRA,DF,Sassuolo,it Serie A,22,1998,20.9,0,16,3,18.8,0.77,0.14,0.0,0.0,22.4,0.0,0,0,0.5,0.5,0.03,-0.5,-0.5
1907,2252,Luis Rojas,cl CHI,"MF,FW",Crotone,it Serie A,18,2002,1.2,0,1,0,0.0,0.87,0.0,0.0,0.0,23.0,0.0,0,0,0.0,0.0,0.03,0.0,0.0
1908,2253,Alessio Romagnoli,it ITA,DF,Milan,it Serie A,25,1995,21.2,1,15,3,20.0,0.71,0.14,0.07,0.33,7.2,0.0,0,0,2.8,2.8,0.19,-1.8,-1.8
1909,2254,Cristian Romero,ar ARG,DF,Atalanta,it Serie A,22,1998,28.3,2,14,7,50.0,0.5,0.25,0.14,0.29,11.1,0.0,0,0,1.3,1.3,0.09,0.7,0.7
1910,2255,Oriol Romeu,es ESP,MF,Southampton,eng Premier League,28,1991,19.6,1,14,4,28.6,0.71,0.2,0.07,0.25,25.9,0.0,0,0,0.5,0.5,0.03,0.5,0.5
1911,2256,Cristiano Ronaldo,pt POR,FW,Juventus,it Serie A,35,1985,31.1,29,160,61,38.1,5.14,1.96,0.14,0.38,18.5,17.0,6,8,27.7,21.4,0.13,1.3,1.6
1912,2257,Facundo Roncaglia,ar ARG,DF,Osasuna,es La Liga,33,1987,13.7,1,13,2,15.4,0.95,0.15,0.08,0.5,25.0,0.0,0,0,0.5,0.5,0.04,0.5,0.5
1913,2258,Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,25,1994,21.0,1,17,6,35.3,0.81,0.29,0.06,0.17,24.7,0.0,0,0,0.7,0.7,0.04,0.3,0.3
1914,2259,Marten de Roon,nl NED,MF,Atalanta,it Serie A,29,1991,33.6,1,17,3,17.6,0.51,0.09,0.06,0.33,26.2,0.0,0,0,0.6,0.6,0.04,0.4,0.4
1915,2260,Jérôme Roussillon,fr FRA,DF,Wolfsburg,de Bundesliga,27,1993,13.7,0,11,2,18.2,0.81,0.15,0.0,0.0,22.5,0.0,0,0,0.8,0.8,0.07,-0.8,-0.8
1916,2261,Nolan Roux,fr FRA,FW,Nîmes,fr Ligue 1,32,1988,7.2,0,10,1,10.0,1.38,0.14,0.0,0.0,22.3,0.0,0,0,0.4,0.4,0.04,-0.4,-0.4
1917,2262,Nicolò Rovella,it ITA,MF,Genoa,it Serie A,18,2001,13.2,0,11,2,18.2,0.83,0.15,0.0,0.0,22.7,2.0,0,0,0.9,0.9,0.08,-0.9,-0.9
1918,2263,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,26,1994,12.2,1,5,2,40.0,0.41,0.16,0.2,0.5,10.6,0.0,0,0,0.4,0.4,0.09,0.6,0.6
1919,2265,Waldo Rubio,es ESP,"FW,MF",Valladolid,es La Liga,24,1995,4.2,1,8,1,12.5,1.92,0.24,0.0,0.0,21.6,0.0,1,1,1.1,0.3,0.04,-0.1,-0.3
1920,2267,Antonio Rüdiger,de GER,DF,Chelsea,eng Premier League,27,1993,19.0,1,14,6,42.9,0.74,0.32,0.07,0.17,18.3,0.0,0,0,1.3,1.3,0.09,-0.3,-0.3
1921,2270,Kevin Rüegg,ch SUI,"DF,MF",Hellas Verona,it Serie A,21,1998,2.3,0,1,1,100.0,0.44,0.44,0.0,0.0,27.8,0.0,0,0,0.0,0.0,0.03,0.0,0.0
1922,2273,Matteo Ruggeri,it ITA,DF,Atalanta,it Serie A,18,2002,2.3,0,2,0,0.0,0.87,0.0,0.0,0.0,14.4,0.0,0,0,0.1,0.1,0.05,-0.1,-0.1
1923,2274,Mário Rui,pt POR,DF,Napoli,it Serie A,29,1991,18.5,0,19,2,10.5,1.02,0.11,0.0,0.0,23.5,2.0,0,0,0.9,0.9,0.05,-0.9,-0.9
1924,2275,Aitor Ruibal,es ESP,"FW,MF",Betis,es La Liga,24,1996,17.7,2,33,14,42.4,1.86,0.79,0.06,0.14,17.9,0.0,0,0,2.9,2.9,0.09,-0.9,-0.9
1925,2276,Isma Ruiz,es ESP,MF,Granada,es La Liga,19,2001,0.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1926,2277,Kays Ruiz,ma MAR,"FW,MF",Paris S-G,fr Ligue 1,17,2002,2.1,0,2,0,0.0,0.97,0.0,0.0,0.0,23.3,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
1927,2278,Fabián Ruiz Peña,es ESP,MF,Napoli,it Serie A,24,1996,28.5,3,43,15,34.9,1.51,0.53,0.07,0.2,22.5,1.0,0,0,2.0,2.0,0.05,1.0,1.0
1928,2279,Víctor Ruiz,es ESP,DF,Betis,es La Liga,31,1989,24.0,2,4,4,100.0,0.17,0.17,0.5,0.5,11.5,0.0,0,0,1.5,1.5,0.38,0.5,0.5
1929,2285,Julian Ryerson,no NOR,"DF,MF",Union Berlin,de Bundesliga,22,1997,11.9,0,6,0,0.0,0.51,0.0,0.0,0.0,22.5,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2
1930,2287,João Victor Santos Sá,br BRA,FW,Wolfsburg,de Bundesliga,26,1994,5.2,1,10,2,20.0,1.92,0.38,0.1,0.5,17.4,0.0,0,0,0.5,0.5,0.05,0.5,0.5
1931,2288,Roli Pereira de Sa,fr FRA,"FW,MF",Nantes,fr Ligue 1,23,1996,0.6,0,4,0,0.0,6.43,0.0,0.0,0.0,24.8,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
1932,2289,Idriss Saadi,dz ALG,"MF,FW",Strasbourg,fr Ligue 1,28,1992,1.4,0,6,3,50.0,4.32,2.16,0.0,0.0,11.0,0.0,0,0,1.7,1.7,0.28,-1.7,-1.7
1933,2290,Youssouf Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,27,1993,32.3,1,13,2,15.4,0.4,0.06,0.08,0.5,21.9,0.0,0,0,0.6,0.6,0.05,0.4,0.4
1934,2291,Mathys Saban,fr FRA,FW,Saint-Étienne,fr Ligue 1,18,2002,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1935,2292,Marcel Sabitzer,at AUT,MF,RB Leipzig,de Bundesliga,26,1994,22.5,8,56,22,39.3,2.49,0.98,0.07,0.18,25.1,5.0,4,4,7.6,4.4,0.08,0.4,-0.4
1936,2293,Alexis Saelemaekers,be BEL,FW,Milan,it Serie A,21,1999,22.4,2,28,7,25.0,1.25,0.31,0.07,0.29,18.4,0.0,0,0,2.4,2.4,0.09,-0.4,-0.4
1937,2294,Modibo Sagnan,fr FRA,DF,Real Sociedad,es La Liga,21,1999,6.9,0,5,1,20.0,0.72,0.14,0.0,0.0,23.4,1.0,0,0,0.6,0.6,0.12,-0.6,-0.6
1938,2295,Allan Saint-Maximin,fr FRA,"FW,MF",Newcastle Utd,eng Premier League,23,1997,17.3,3,30,12,40.0,1.73,0.69,0.1,0.25,20.8,0.0,0,0,2.6,2.6,0.09,0.4,0.4
1939,2296,Borja Sainz,es ESP,"MF,FW",Alavés,es La Liga,19,2001,5.0,1,7,4,57.1,1.39,0.79,0.14,0.25,17.0,0.0,0,0,1.3,1.3,0.19,-0.3,-0.3
1940,2297,Romain Saïss,ma MAR,DF,Wolves,eng Premier League,30,1990,26.7,3,28,11,39.3,1.05,0.41,0.11,0.27,13.4,2.0,0,0,3.0,3.0,0.11,0.0,0.0
1941,2298,Bukayo Saka,eng ENG,"FW,MF",Arsenal,eng Premier League,18,2001,28.4,5,61,20,32.8,2.15,0.71,0.08,0.25,16.1,1.0,0,0,6.9,6.9,0.11,-1.9,-1.9
1942,2299,Hiroki Sakai,jp JPN,DF,Marseille,fr Ligue 1,30,1990,26.5,0,3,1,33.3,0.11,0.04,0.0,0.0,7.9,0.0,0,0,0.6,0.6,0.21,-0.6,-0.6
1943,2300,Moïse Sakava,cm CMR,MF,Reims,fr Ligue 1,19,2000,0.1,0,1,0,0.0,11.25,0.0,0.0,0.0,25.8,0.0,0,0,0.0,0.0,0.03,0.0,0.0
1944,2301,Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,30,1990,3.1,0,1,0,0.0,0.33,0.0,0.0,0.0,12.3,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
1945,2302,Jacopo Sala,it ITA,DF,Spezia,it Serie A,28,1991,4.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1946,2303,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,28,1992,34.2,22,120,46,38.3,3.51,1.35,0.13,0.35,16.4,1.0,6,6,19.3,14.6,0.12,2.7,1.4
1947,2304,Eddie Salcedo,it ITA,"MF,FW",Hellas Verona,it Serie A,18,2001,8.4,2,22,10,45.5,2.62,1.19,0.09,0.2,15.0,0.0,0,0,3.9,3.9,0.18,-1.9,-1.9
1948,2305,William Saliba,fr FRA,DF,Nice,fr Ligue 1,19,2001,20.0,1,6,1,16.7,0.3,0.05,0.17,1.0,9.8,0.0,0,0,0.8,0.8,0.14,0.2,0.2
1949,2307,Mohammed Salisu,gh GHA,DF,Southampton,eng Premier League,21,1999,9.4,0,4,1,25.0,0.43,0.11,0.0,0.0,12.7,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3
1950,2308,Roland Sallai,hu HUN,"MF,FW",Freiburg,de Bundesliga,23,1997,18.5,8,46,19,41.3,2.49,1.03,0.15,0.37,16.7,3.0,1,1,6.4,5.6,0.12,1.6,1.4
1951,2309,Salvi,es ESP,"MF,FW",Cádiz,es La Liga,29,1991,21.5,2,17,5,29.4,0.79,0.23,0.12,0.4,19.2,0.0,0,0,2.0,2.0,0.12,0.0,0.0
1952,2310,Lazar Samardzic,rs SRB,MF,RB Leipzig,de Bundesliga,18,2002,2.2,0,1,0,0.0,0.45,0.0,0.0,0.0,29.7,0.0,0,0,0.0,0.0,0.03,0.0,0.0
1953,2311,Diadie Samassékou,ml MLI,MF,Hoffenheim,de Bundesliga,24,1996,28.5,0,16,0,0.0,0.56,0.0,0.0,0.0,25.6,0.0,0,0,0.6,0.6,0.04,-0.6,-0.6
1954,2312,Mama Samba Baldé,gw GNB,FW,Dijon,fr Ligue 1,24,1995,24.0,7,58,19,32.8,2.42,0.79,0.12,0.37,15.2,0.0,0,0,8.1,8.1,0.14,-1.1,-1.1
1955,2313,Junior Sambia,fr FRA,"DF,MF",Montpellier,fr Ligue 1,23,1996,27.2,1,18,7,38.9,0.66,0.26,0.06,0.14,22.5,5.0,0,0,1.0,1.0,0.06,0.0,0.0
1956,2314,Frédéric Sammaritano,fr FRA,"FW,MF",Dijon,fr Ligue 1,34,1986,12.6,0,10,2,20.0,0.8,0.16,0.0,0.0,18.7,1.0,0,0,1.3,1.3,0.13,-1.3,-1.3
1957,2315,Fede San Emeterio,es ESP,MF,Valladolid,es La Liga,23,1997,16.2,0,3,0,0.0,0.18,0.0,0.0,0.0,22.9,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
1958,2318,Oihan Sancet,es ESP,"FW,MF",Athletic Club,es La Liga,20,2000,11.5,2,18,6,33.3,1.57,0.52,0.11,0.33,12.7,0.0,0,0,2.8,2.8,0.16,-0.8,-0.8
1959,2319,Renato Sanches,pt POR,MF,Lille,fr Ligue 1,22,1997,14.1,1,21,3,14.3,1.49,0.21,0.05,0.33,24.1,2.0,0,0,2.4,2.4,0.12,-1.4,-1.4
1960,2320,Ricard Sánchez ,es ESP,DF,Atlético Madrid,es La Liga,20,2000,0.3,0,1,0,0.0,3.0,0.0,0.0,0.0,17.3,0.0,0,0,0.0,0.0,0.04,0.0,0.0
1961,2321,Alexis Sánchez,cl CHI,FW,Inter,it Serie A,31,1988,12.7,7,28,15,53.6,2.2,1.18,0.25,0.47,16.5,4.0,0,1,6.4,5.6,0.2,0.6,1.4
1962,2322,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,24,1996,16.5,0,5,0,0.0,0.3,0.0,0.0,0.0,10.1,0.0,0,0,0.8,0.8,0.17,-0.8,-0.8
1963,2323,Germán Sánchez,es ESP,DF,Granada,es La Liga,33,1986,29.3,3,13,5,38.5,0.44,0.17,0.23,0.6,9.3,0.0,0,0,2.3,2.3,0.17,0.7,0.7
1964,2324,Javi Sánchez,es ESP,DF,Valladolid,es La Liga,23,1997,10.2,0,3,0,0.0,0.29,0.0,0.0,0.0,10.1,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2
1965,2327,Juan Sánchez Miño,ar ARG,"DF,MF",Elche,es La Liga,30,1990,5.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1966,2328,Pepe Sánchez,es ESP,DF,Granada,es La Liga,20,2000,2.8,0,1,0,0.0,0.36,0.0,0.0,0.0,25.0,0.0,0,0,0.0,0.0,0.02,0.0,0.0
1967,2330,Jadon Sancho,eng ENG,"FW,MF",Dortmund,de Bundesliga,20,2000,22.9,8,51,16,31.4,2.23,0.7,0.14,0.44,16.8,2.0,1,1,6.6,5.8,0.11,1.4,1.2
1968,2331,Alex Sandro,br BRA,DF,Juventus,it Serie A,29,1991,20.6,2,13,3,23.1,0.63,0.15,0.15,0.67,13.4,0.0,0,0,1.6,1.6,0.13,0.4,0.4
1969,2332,Leroy Sané,de GER,"FW,MF",Bayern Munich,de Bundesliga,24,1996,20.1,6,57,20,35.1,2.84,1.0,0.11,0.3,19.2,0.0,0,0,5.4,5.4,0.09,0.6,0.6
1970,2333,Salif Sané,sn SEN,DF,Schalke 04,de Bundesliga,29,1990,11.9,0,7,1,14.3,0.59,0.08,0.0,0.0,15.5,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4
1971,2334,Oier Sanjurjo,es ESP,MF,Osasuna,es La Liga,34,1986,23.2,0,16,4,25.0,0.69,0.17,0.0,0.0,15.9,0.0,0,0,1.1,1.1,0.07,-1.1,-1.1
1972,2335,Mohamed Sankoh,nl NED,MF,Stuttgart,de Bundesliga,16,2003,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1973,2336,Siriki Sanogo,ci CIV,MF,Benevento,it Serie A,18,2001,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1974,2339,Nicola Sansone,it ITA,"FW,MF",Bologna,it Serie A,28,1991,13.0,2,31,13,41.9,2.39,1.0,0.06,0.15,18.1,3.0,0,0,3.9,3.9,0.13,-1.9,-1.9
1975,2342,Federico Santander,py PAR,FW,Bologna,it Serie A,29,1991,0.4,0,4,0,0.0,9.73,0.0,0.0,0.0,17.2,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2
1976,2343,Davide Santon,it ITA,DF,Roma,it Serie A,29,1991,6.5,0,5,0,0.0,0.77,0.0,0.0,0.0,15.0,0.0,0,0,0.4,0.4,0.07,-0.4,-0.4
1977,2344,Samir Santos,br BRA,DF,Udinese,it Serie A,25,1994,24.6,1,11,3,27.3,0.45,0.12,0.09,0.33,11.1,0.0,0,0,1.3,1.3,0.12,-0.3,-0.3
1978,2347,Ivan Šaponjić,rs SRB,FW,Cádiz,es La Liga,22,1997,4.3,1,10,5,50.0,2.32,1.16,0.0,0.0,11.1,0.0,1,1,2.2,1.4,0.14,-1.2,-1.4
1979,2348,Pablo Sarabia,es ESP,"FW,MF",Paris S-G,fr Ligue 1,28,1992,14.7,6,37,19,51.4,2.52,1.3,0.16,0.32,14.6,2.0,0,0,5.3,5.3,0.14,0.7,0.7
1980,2349,Josh Sargent,us USA,"FW,MF",Werder Bremen,de Bundesliga,20,2000,27.8,5,44,20,45.5,1.58,0.72,0.11,0.25,15.3,0.0,0,0,5.5,5.5,0.13,-0.5,-0.5
1981,2352,Sidy Sarr,sn SEN,MF,Nîmes,fr Ligue 1,24,1996,5.1,0,9,1,11.1,1.75,0.19,0.0,0.0,23.3,1.0,0,0,0.5,0.5,0.05,-0.5,-0.5
1982,2353,Marco Sau,it ITA,"MF,FW",Benevento,it Serie A,32,1987,8.7,4,10,5,50.0,1.15,0.57,0.3,0.6,17.3,1.0,1,1,2.4,1.6,0.16,1.6,1.4
1983,2354,Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,28,1991,24.1,5,52,17,32.7,2.16,0.71,0.06,0.18,26.4,11.0,2,4,5.9,2.8,0.05,-0.9,0.2
1984,2355,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,29,1991,32.8,1,7,2,28.6,0.21,0.06,0.14,0.5,5.7,0.0,0,0,0.8,0.8,0.12,0.2,0.2
1985,2356,Romaine Sawyers,kn SKN,MF,West Brom,eng Premier League,28,1991,16.5,0,4,0,0.0,0.24,0.0,0.0,0.0,25.4,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
1986,2357,Gianluca Scamacca,it ITA,FW,Genoa,it Serie A,21,1999,15.0,8,45,16,35.6,3.0,1.07,0.13,0.38,17.6,1.0,2,2,7.9,6.3,0.14,0.1,-0.3
1987,2358,Dane Scarlett,eng ENG,FW,Tottenham,eng Premier League,16,2004,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1988,2359,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,28,1991,13.8,1,11,4,36.4,0.79,0.29,0.0,0.0,27.8,3.0,1,1,1.3,0.5,0.05,-0.3,-0.5
1989,2360,Aurélien Scheidler,fr FRA,FW,Dijon,fr Ligue 1,22,1998,3.8,1,8,2,25.0,2.11,0.53,0.13,0.5,17.6,0.0,0,0,0.7,0.7,0.09,0.3,0.3
1990,2361,Nicolás Schiappacasse,uy URU,MF,Sassuolo,it Serie A,21,1999,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
1991,2362,Pasquale Schiattarella,it ITA,MF,Benevento,it Serie A,33,1987,25.0,1,11,6,54.5,0.44,0.24,0.09,0.17,15.6,0.0,0,0,0.7,0.7,0.07,0.3,0.3
1992,2363,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,24,1996,20.7,9,56,21,37.5,2.7,1.01,0.16,0.43,12.1,1.0,0,0,9.2,9.2,0.16,-0.2,-0.2
1993,2364,Sven Schipplock,de GER,"FW,MF",Arminia,de Bundesliga,31,1988,8.3,1,15,5,33.3,1.81,0.6,0.07,0.2,16.3,0.0,0,0,1.5,1.5,0.1,-0.5,-0.5
1994,2365,Xaver Schlager,at AUT,MF,Wolfsburg,de Bundesliga,22,1997,29.2,2,48,4,8.3,1.65,0.14,0.04,0.5,22.1,0.0,0,0,3.1,3.1,0.06,-1.1,-1.1
1995,2366,Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,23,1997,18.4,0,7,1,14.3,0.38,0.05,0.0,0.0,16.6,0.0,0,0,0.5,0.5,0.06,-0.5,-0.5
1996,2367,Nico Schlotterbeck,de GER,DF,Union Berlin,de Bundesliga,20,1999,14.3,1,22,7,31.8,1.54,0.49,0.05,0.14,12.3,0.0,0,0,2.3,2.3,0.1,-1.3,-1.3
1997,2368,Jeffrey Schlupp,gh GHA,MF,Crystal Palace,eng Premier League,27,1992,15.9,2,18,10,55.6,1.13,0.63,0.11,0.2,14.3,0.0,0,0,1.9,1.9,0.11,0.1,0.1
1998,2370,Jonathan Schmid,fr FRA,"MF,DF",Freiburg,de Bundesliga,30,1990,26.6,2,21,9,42.9,0.79,0.34,0.1,0.22,21.6,6.0,0,0,1.1,1.1,0.05,0.9,0.9
1999,2371,Romano Schmid,at AUT,"MF,FW",Werder Bremen,de Bundesliga,20,2000,13.1,0,18,3,16.7,1.38,0.23,0.0,0.0,23.1,0.0,0,0,0.7,0.7,0.04,-0.7,-0.7
2000,2372,Benno Schmitz,de GER,DF,Köln,de Bundesliga,25,1994,4.6,0,4,1,25.0,0.87,0.22,0.0,0.0,16.4,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2
2001,2373,Morgan Schneiderlin,fr FRA,MF,Nice,fr Ligue 1,30,1989,24.4,0,10,3,30.0,0.41,0.12,0.0,0.0,18.0,0.0,0,0,0.7,0.7,0.07,-0.7,-0.7
2002,2374,Alessandro Schöpf,at AUT,"FW,MF",Schalke 04,de Bundesliga,26,1994,10.5,0,10,1,10.0,0.96,0.1,0.0,0.0,21.7,0.0,0,0,0.5,0.5,0.05,-0.5,-0.5
2003,2375,Jerdy Schouten,nl NED,MF,Bologna,it Serie A,23,1997,27.9,1,9,4,44.4,0.32,0.14,0.11,0.25,28.7,0.0,0,0,0.2,0.2,0.03,0.8,0.8
2004,2376,Nico Schulz,de GER,DF,Dortmund,de Bundesliga,27,1993,6.8,0,2,0,0.0,0.3,0.0,0.0,0.0,23.0,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
2005,2378,Christopher Scott,de GER,"MF,FW",Bayern Munich,de Bundesliga,18,2002,0.4,0,1,0,0.0,2.65,0.0,0.0,0.0,23.7,0.0,0,0,0.0,0.0,0.03,0.0,0.0
2006,2379,Matteo Scozzarella,it ITA,MF,Parma,it Serie A,32,1988,1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2007,2381,Jacopo Segre,it ITA,MF,Torino,it Serie A,23,1997,2.1,0,4,1,25.0,1.88,0.47,0.0,0.0,16.8,0.0,0,0,0.2,0.2,0.05,-0.2,-0.2
2008,2382,Davie Selke,de GER,FW,Werder Bremen,de Bundesliga,25,1995,9.0,3,27,12,44.4,2.99,1.33,0.07,0.17,13.7,0.0,1,1,3.7,2.9,0.11,-0.7,-0.9
2009,2383,Malik Sellouki,fr FRA,"FW,MF",Nice,fr Ligue 1,20,2000,0.7,1,4,1,25.0,5.45,1.36,0.25,1.0,18.8,1.0,0,0,0.2,0.2,0.06,0.8,0.8
2010,2385,Nélson Semedo,pt POR,"DF,MF",Wolves,eng Premier League,26,1993,33.1,1,23,11,47.8,0.69,0.33,0.04,0.09,21.2,0.0,0,0,1.3,1.3,0.06,-0.3,-0.3
2011,2386,Léo Sena,br BRA,MF,Spezia,it Serie A,24,1995,9.8,0,2,0,0.0,0.2,0.0,0.0,0.0,24.5,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
2012,2387,Stefano Sensi,it ITA,MF,Inter,it Serie A,24,1995,6.7,0,18,7,38.9,2.69,1.04,0.0,0.0,21.9,1.0,0,0,1.1,1.1,0.06,-1.1,-1.1
2013,2388,Jaime Seoane,es ESP,MF,Huesca,es La Liga,23,1997,22.9,1,24,9,37.5,1.05,0.39,0.04,0.11,21.8,0.0,0,0,1.5,1.5,0.06,-0.5,-0.5
2014,2390,Suat Serdar,de GER,MF,Schalke 04,de Bundesliga,23,1997,21.7,1,32,9,28.1,1.47,0.41,0.03,0.11,20.4,0.0,0,0,2.1,2.1,0.07,-1.1,-1.1
2015,2391,Jean Seri,ci CIV,MF,Bordeaux,fr Ligue 1,29,1991,7.9,0,4,0,0.0,0.51,0.0,0.0,0.0,24.1,2.0,0,0,0.2,0.2,0.04,-0.2,-0.2
2016,2392,Femi Seriki,eng ENG,MF,Sheffield Utd,eng Premier League,18,2002,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2017,2393,Ryan Sessegnon,eng ENG,"DF,FW",Hoffenheim,de Bundesliga,20,2000,17.5,2,5,2,40.0,0.29,0.11,0.4,1.0,11.5,0.0,0,0,0.8,0.8,0.16,1.2,1.2
2018,2394,Nils Seufert,de GER,"MF,FW",Arminia,de Bundesliga,23,1997,3.8,0,1,0,0.0,0.26,0.0,0.0,0.0,18.2,0.0,0,0,0.0,0.0,0.04,0.0,0.0
2019,2395,Edgar Sevikyan,am ARM,MF,Levante,es La Liga,18,2001,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2020,2396,Stephan El Shaarawy,it ITA,"MF,FW",Roma,it Serie A,27,1992,6.4,1,16,7,43.8,2.52,1.1,0.06,0.14,18.0,0.0,0,0,1.3,1.3,0.08,-0.3,-0.3
2021,2397,Jamie Shackleton,eng ENG,"MF,DF",Leeds United,eng Premier League,20,1999,5.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2022,2398,Xherdan Shaqiri,ch SUI,"MF,FW",Liverpool,eng Premier League,28,1991,6.2,0,11,0,0.0,1.78,0.0,0.0,0.0,22.8,1.0,0,0,0.5,0.5,0.04,-0.5,-0.5
2023,2399,Billy Sharp,eng ENG,FW,Sheffield Utd,eng Premier League,34,1986,8.2,3,7,4,57.1,0.86,0.49,0.14,0.25,16.5,0.0,2,2,3.0,1.5,0.21,0.0,-0.5
2024,2400,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,25,1995,29.5,1,11,6,54.5,0.37,0.2,0.09,0.17,17.3,0.0,0,0,0.6,0.6,0.05,0.4,0.4
2025,2401,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,28,1992,29.1,1,42,9,21.4,1.44,0.31,0.02,0.11,24.3,11.0,0,0,2.5,2.5,0.06,-1.5,-1.5
