,Unnamed: 0,Player,Nation,Pos,Squad,Competition_Name,Age,Born,Matches_Played,Yellow_Cards,Red_Cards,Second_Yellow_Card,Fouls_Committed,Fouls_Drawn,Offsides,Crosses,Interceptions,Tackles_Won,Penalty_Kicks_Won,Penalty_Kicks_Conceded,Own_Goals,Ball_Recoveries,Aerials_Won,Aerials_Lost,Percentage_of_Aerials_Won
1051,1260,Andreas Ivan,ro ROU,MF,Schalke 04,de Bundesliga,27,1995,0.5,0,0,0,1,0,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0
1052,1261,Mihailo Ivanović,rs SRB,FW,Sampdoria,it Serie A,17,2004,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
1053,1263,Alex Iwobi,ng NGA,"MF,FW",Everton,eng Premier League,26,1996,37.5,2,0,0,19,15,4,104,25,37,1.0,0.0,0,259.0,10.0,28.0,26.3
1054,1264,Armando Izzo,it ITA,DF,Monza,it Serie A,30,1992,27.4,10,0,0,44,45,1,7,50,50,1.0,1.0,0,150.0,40.0,37.0,51.9
1055,1265,Nicolas Jackson,sn SEN,FW,Villarreal,es La Liga,21,2001,17.8,6,1,1,32,26,13,5,2,11,0.0,0.0,0,46.0,13.0,30.0,30.2
1056,1266,Lee Jae-sung,kr KOR,MF,Mainz 05,de Bundesliga,29,1992,21.0,2,0,0,18,25,6,32,17,17,0.0,0.0,0,133.0,39.0,45.0,46.4
1057,1267,Paul Jaeckel,de GER,DF,Union Berlin,de Bundesliga,24,1998,13.3,4,1,1,16,3,0,3,19,18,0.0,0.0,0,69.0,19.0,22.0,46.3
1058,1268,Mato Jajalo,ba BIH,MF,Udinese,it Serie A,34,1988,0.7,0,0,0,1,0,0,0,0,0,0.0,0.0,0,6.0,1.0,0.0,100.0
1059,1269,Kristijan Jakić,hr CRO,"DF,MF",Eint Frankfurt,de Bundesliga,25,1997,16.2,4,0,0,18,7,1,10,14,21,0.0,0.0,0,135.0,29.0,30.0,49.2
1060,1271,Ismail Jakobs,sn SEN,"DF,FW",Monaco,fr Ligue 1,22,1999,12.4,3,0,0,14,9,1,61,9,5,0.0,0.0,0,46.0,50.0,26.0,65.8
1061,1272,Marin Jakoliš,hr CRO,FW,Angers,fr Ligue 1,25,1996,0.3,0,0,0,1,0,0,2,0,1,0.0,0.0,0,1.0,0.0,1.0,0.0
1062,1275,Reece James,eng ENG,"DF,MF",Chelsea,eng Premier League,22,1999,13.8,4,0,0,9,18,4,91,12,20,1.0,0.0,0,89.0,23.0,16.0,59.0
1063,1276,Vitaly Janelt,de GER,"MF,DF",Brentford,eng Premier League,24,1998,24.5,3,0,0,22,21,2,22,29,27,0.0,0.0,0,159.0,32.0,23.0,58.2
1064,1277,Saidy Janko,gm GAM,DF,Bochum,de Bundesliga,26,1995,12.6,1,0,0,20,7,0,22,11,15,0.0,2.0,0,70.0,10.0,22.0,31.3
1065,1278,Pontus Jansson,se SWE,DF,Brentford,eng Premier League,31,1991,8.0,0,0,0,2,1,1,0,9,3,0.0,0.0,0,25.0,25.0,12.0,67.6
1066,1279,Tony Jantschke,de GER,"DF,MF",M'Gladbach,de Bundesliga,32,1990,1.1,0,0,0,2,0,0,1,0,1,0.0,0.0,0,1.0,4.0,1.0,80.0
1067,1280,Adnan Januzaj,be BEL,FW,Sevilla,es La Liga,27,1995,0.5,0,0,0,1,2,0,1,1,0,0.0,0.0,0,5.0,0.0,0.0,0.0
1068,1281,Javi,es ESP,DF,Girona,es La Liga,24,1998,12.4,3,0,0,9,21,1,16,7,12,0.0,1.0,0,67.0,10.0,10.0,50.0
1069,1284,Dany Jean,ht HAI,"DF,MF",Strasbourg,fr Ligue 1,19,2002,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,1.0,0.0,1.0,0.0
1070,1285,Julian Jeanvier,gn GUI,DF,Auxerre,fr Ligue 1,30,1992,19.6,5,1,1,25,10,0,2,27,17,0.0,0.0,0,82.0,24.0,26.0,48.0
1071,1286,Jefferson,br BRA,FW,Lyon,fr Ligue 1,22,1999,5.0,1,0,0,8,10,0,3,1,4,1.0,0.0,0,21.0,3.0,6.0,33.3
1072,1287,Fredrik Jensen,fi FIN,"FW,MF",Augsburg,de Bundesliga,24,1997,10.3,1,0,0,15,7,3,31,4,10,0.0,0.0,0,29.0,19.0,33.0,36.5
1073,1288,Mathias Jensen,dk DEN,MF,Brentford,eng Premier League,26,1996,31.1,5,0,0,32,25,1,158,32,35,0.0,0.0,0,175.0,11.0,17.0,39.3
1074,1289,Moritz Jenz,de GER,DF,Schalke 04,de Bundesliga,23,1999,10.5,5,0,0,19,5,2,1,8,11,0.0,1.0,0,62.0,34.0,19.0,64.2
1075,1290,Jesé,es ESP,FW,Sampdoria,it Serie A,29,1993,2.3,0,0,0,3,5,2,0,1,0,0.0,0.0,0,8.0,2.0,12.0,14.3
1076,1291,Gabriel Jesus,br BRA,FW,Arsenal,eng Premier League,25,1997,22.9,6,0,0,43,56,16,11,11,25,2.0,0.0,0,79.0,44.0,78.0,36.1
1077,1292,Juan Jesus,br BRA,DF,Napoli,it Serie A,31,1991,10.4,2,0,0,10,5,0,0,10,11,0.0,0.0,0,58.0,30.0,9.0,76.9
1078,1293,Raúl Jiménez,mx MEX,FW,Wolves,eng Premier League,31,1991,9.4,0,0,0,14,14,9,5,0,6,0.0,0.0,0,21.0,24.0,25.0,49.0
1079,1294,Joaquín,es ESP,"MF,FW",Betis,es La Liga,41,1981,5.5,2,0,0,1,8,1,31,4,3,0.0,0.0,0,25.0,1.0,5.0,16.7
1080,1295,Joelinton,br BRA,"MF,FW",Newcastle Utd,eng Premier League,25,1996,29.6,12,0,0,65,34,1,16,48,49,1.0,1.0,0,198.0,66.0,59.0,52.8
1081,1296,Þórir Jóhann Helgason,is ISL,MF,Lecce,it Serie A,21,2000,2.5,0,0,0,2,2,0,10,3,2,0.0,0.0,0,12.0,4.0,7.0,36.4
1082,1297,Ben Johnson,eng ENG,DF,West Ham,eng Premier League,22,2000,9.6,0,0,0,3,5,1,16,9,14,0.0,0.0,0,67.0,16.0,9.0,64.0
1083,1298,Brennan Johnson,wls WAL,"FW,MF",Nott'ham Forest,eng Premier League,21,2001,32.6,6,0,0,37,21,18,58,5,20,1.0,0.0,0,89.0,18.0,48.0,27.3
1084,1300,Paul Joly,fr FRA,DF,Auxerre,fr Ligue 1,22,2000,9.6,2,0,0,7,9,0,36,24,21,1.0,0.0,0,83.0,6.0,11.0,35.3
1085,1301,Curtis Jones,eng ENG,MF,Liverpool,eng Premier League,21,2001,11.5,2,0,0,13,16,2,9,3,17,0.0,0.0,0,56.0,3.0,6.0,33.3
1086,1302,Frenkie de Jong,nl NED,MF,Barcelona,es La Liga,25,1997,28.2,3,0,0,33,34,1,37,35,26,0.0,0.0,0,182.0,32.0,15.0,68.1
1087,1303,Joan Jordán,es ESP,MF,Sevilla,es La Liga,28,1994,17.7,8,0,0,34,12,0,8,16,17,0.0,0.0,0,113.0,11.0,12.0,47.8
1088,1306,Josan,es ESP,"DF,MF",Elche,es La Liga,32,1989,12.0,3,0,0,10,18,5,48,7,20,0.0,1.0,0,67.0,5.0,7.0,41.7
1089,1307,Willian José,br BRA,FW,Betis,es La Liga,30,1991,8.1,1,0,0,9,6,3,4,1,6,0.0,0.0,0,31.0,16.0,20.0,44.4
1090,1308,Joselu,es ESP,FW,Espanyol,es La Liga,32,1990,33.2,2,0,0,23,70,26,17,8,11,2.0,0.0,0,69.0,174.0,107.0,61.9
1091,1309,Mateo Joseph,eng ENG,"FW,MF",Leeds United,eng Premier League,18,2003,0.3,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
1092,1310,Diogo Jota,pt POR,FW,Liverpool,eng Premier League,25,1996,12.6,2,0,0,19,15,3,8,3,15,1.0,0.0,0,60.0,18.0,26.0,40.9
1093,1311,Stevan Jovetić,me MNE,"FW,MF",Hertha BSC,de Bundesliga,32,1989,9.9,0,0,0,8,19,6,8,2,2,0.0,0.0,0,35.0,14.0,28.0,33.3
1094,1312,Luka Jović,rs SRB,"FW,MF",Fiorentina,it Serie A,24,1997,17.0,3,0,0,23,8,11,1,2,3,0.0,0.0,0,18.0,29.0,54.0,34.9
1095,1313,Juanmi,es ESP,FW,Betis,es La Liga,29,1993,10.3,3,0,0,15,22,15,0,4,10,0.0,0.0,0,45.0,9.0,16.0,36.0
1096,1314,Juanpe,es ESP,DF,Girona,es La Liga,31,1991,15.8,3,0,0,11,2,0,3,10,11,0.0,1.0,0,59.0,18.0,9.0,66.7
1097,1315,Jubal,br BRA,DF,Auxerre,fr Ligue 1,28,1993,35.7,7,0,0,38,24,4,4,53,26,1.0,0.0,0,178.0,76.0,56.0,57.6
1098,1316,Christopher Jullien,fr FRA,DF,Montpellier,fr Ligue 1,29,1993,29.9,5,0,0,33,6,3,0,43,28,0.0,2.0,0,141.0,86.0,40.0,68.3
1099,1317,Anthony Jung,de GER,"DF,FW",Werder Bremen,de Bundesliga,30,1991,29.1,2,0,0,23,24,1,46,22,27,0.0,0.0,0,174.0,37.0,29.0,56.1
1100,1318,Eli Junior Kroupi,fr FRA,"FW,MF",Lorient,fr Ligue 1,16,2006,0.1,0,0,0,0,1,0,0,1,0,0.0,0.0,0,0.0,0.0,0.0,0.0
1101,1319,Lago Junior,ci CIV,"FW,MF",Mallorca,es La Liga,31,1990,0.6,0,0,0,3,1,0,2,0,0,0.0,0.0,0,7.0,4.0,1.0,80.0
1102,1322,Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,22,2000,31.4,10,1,0,47,122,23,64,6,21,1.0,0.0,0,98.0,2.0,6.0,25.0
1103,1323,Josip Juranović,hr CRO,DF,Union Berlin,de Bundesliga,26,1995,10.4,0,0,0,2,4,3,74,6,7,0.0,0.0,0,63.0,3.0,7.0,30.0
1104,1324,James Justin,eng ENG,DF,Leicester City,eng Premier League,24,1998,13.9,0,0,0,8,29,2,21,15,18,1.0,0.0,0,64.0,23.0,32.0,41.8
1105,1326,Mathias Jørgensen,dk DEN,DF,Brentford,eng Premier League,32,1990,12.3,2,0,0,9,4,2,3,16,8,0.0,0.0,1,53.0,17.0,16.0,51.5
1106,1327,Ozan Kabak,tr TUR,DF,Hoffenheim,de Bundesliga,22,2000,26.5,12,2,2,55,16,0,6,45,34,0.0,0.0,1,144.0,80.0,52.0,60.6
1107,1328,Issa Kaboré,bf BFA,DF,Marseille,fr Ligue 1,21,2001,11.4,1,0,0,24,19,2,48,12,19,0.0,0.0,0,62.0,3.0,7.0,30.0
1108,1329,Abdoul Kader Bamba,fr FRA,"FW,MF",Nantes,fr Ligue 1,28,1994,0.9,0,1,0,3,2,1,3,0,0,0.0,0.0,0,5.0,2.0,0.0,100.0
1109,1330,Pavel Kadeřábek,cz CZE,DF,Hoffenheim,de Bundesliga,30,1992,18.5,1,0,0,24,18,2,74,14,20,0.0,0.0,0,72.0,46.0,48.0,48.9
1110,1331,Tino Kadewere,zw ZIM,"FW,MF",Mallorca,es La Liga,26,1996,6.0,1,0,0,6,3,5,7,2,3,0.0,0.0,0,17.0,30.0,20.0,60.0
1111,1332,Kaiky,br BRA,DF,Almería,es La Liga,18,2004,6.5,5,0,0,7,3,0,1,11,5,0.0,1.0,0,22.0,6.0,10.0,37.5
1112,1333,Florian Kainz,at AUT,"MF,FW",Köln,de Bundesliga,29,1992,26.0,6,1,1,30,40,1,251,32,10,1.0,1.0,0,151.0,9.0,31.0,22.5
1113,1334,Gaël Kakuta,cd COD,FW,Lens,fr Ligue 1,31,1991,0.2,0,0,0,0,1,0,1,0,0,0.0,0.0,0,1.0,1.0,0.0,100.0
1114,1337,Arnaud Kalimuendo,fr FRA,FW,Rennes,fr Ligue 1,20,2002,20.5,0,0,0,15,24,7,14,2,8,0.0,0.0,0,53.0,13.0,66.0,16.5
1115,1338,Yayah Kallon,sl SLE,"MF,FW",Hellas Verona,it Serie A,21,2001,9.6,1,0,0,13,21,4,33,8,10,0.0,0.0,0,40.0,9.0,22.0,29.0
1116,1339,Gedeon Kalulu,cd COD,DF,Lorient,fr Ligue 1,24,1997,27.1,6,0,0,30,18,2,29,28,34,0.0,0.0,0,165.0,28.0,25.0,52.8
1117,1340,Pierre Kalulu,fr FRA,DF,Milan,it Serie A,22,2000,28.3,4,0,0,24,23,2,28,41,39,0.0,1.0,0,165.0,36.0,33.0,52.2
1118,1341,Justin-Noël Kalumba,fr FRA,DF,Angers,fr Ligue 1,17,2004,6.1,0,0,0,3,9,0,13,4,5,0.0,0.0,0,25.0,0.0,4.0,0.0
1119,1342,Daichi Kamada,jp JPN,MF,Eint Frankfurt,de Bundesliga,25,1996,25.2,3,0,0,40,26,7,50,16,31,1.0,1.0,0,142.0,18.0,34.0,34.6
1120,1343,Waren Kamanzi,no NOR,DF,Toulouse,fr Ligue 1,21,2000,7.4,1,0,0,7,7,0,6,8,9,0.0,0.0,0,47.0,3.0,6.0,33.3
1121,1345,Boubacar Kamara,fr FRA,MF,Aston Villa,eng Premier League,22,1999,19.7,4,0,0,34,31,0,1,19,25,0.0,0.0,0,126.0,22.0,17.0,56.4
1122,1346,Jakub Kamiński,pl POL,"FW,DF",Wolfsburg,de Bundesliga,20,2002,22.9,0,0,0,9,13,3,35,8,25,1.0,0.0,0,98.0,13.0,27.0,32.5
1123,1347,Marcin Kamiński,pl POL,DF,Schalke 04,de Bundesliga,30,1992,7.0,0,0,0,1,0,0,3,9,4,0.0,0.0,0,41.0,29.0,17.0,63.0
1124,1348,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,31,1990,15.2,8,0,0,22,7,1,4,22,11,0.0,0.0,0,117.0,7.0,19.0,26.9
1125,1349,Nordine Kandil,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,20,2001,1.1,0,0,0,1,3,0,4,1,2,0.0,0.0,0,15.0,3.0,0.0,100.0
1126,1350,Harry Kane,eng ENG,FW,Tottenham,eng Premier League,29,1993,37.8,6,0,0,31,56,16,37,2,12,2.0,0.0,0,96.0,66.0,81.0,44.9
1127,1351,Wilfried Kanga,ci CIV,FW,Hertha BSC,de Bundesliga,24,1998,15.7,3,0,0,18,12,11,8,2,4,0.0,0.0,0,25.0,53.0,61.0,46.5
1128,1352,Lee Kangin,kr KOR,"MF,FW",Mallorca,es La Liga,21,2001,31.4,10,0,0,51,61,2,201,11,24,0.0,0.0,0,146.0,23.0,57.0,28.8
1129,1353,N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,31,1991,5.8,1,0,0,5,2,1,11,6,10,0.0,0.0,0,55.0,2.0,4.0,33.3
1130,1354,Kenan Karaman,tr TUR,FW,Schalke 04,de Bundesliga,28,1994,10.8,2,0,0,12,24,7,22,3,8,0.0,0.0,0,34.0,32.0,23.0,58.2
1131,1355,Yann Karamoh,fr FRA,"MF,FW",Torino,it Serie A,24,1998,8.0,2,0,0,11,13,12,15,0,2,0.0,0.0,0,29.0,7.0,24.0,22.6
1132,1356,Atakan Karazor,de GER,MF,Stuttgart,de Bundesliga,25,1996,21.8,10,0,0,24,31,0,0,31,30,0.0,0.0,0,173.0,49.0,33.0,59.8
1133,1357,Ayman Kari,fr FRA,"MF,DF",Lorient,fr Ligue 1,17,2004,1.1,0,0,0,1,5,1,0,3,0,0.0,0.0,0,12.0,1.0,1.0,50.0
1134,1358,Jon Karrikaburu,es ESP,FW,Real Sociedad,es La Liga,19,2002,1.0,1,0,0,3,4,3,1,0,0,0.0,0.0,0,5.0,4.0,4.0,50.0
1135,1359,Rick Karsdorp,nl NED,DF,Roma,it Serie A,27,1995,7.9,0,0,0,4,0,1,14,7,13,0.0,0.0,0,45.0,5.0,2.0,71.4
1136,1360,Denso Kasius,nl NED,DF,Bologna,it Serie A,19,2002,3.8,1,0,0,3,1,0,12,3,6,0.0,0.0,0,18.0,1.0,4.0,20.0
1137,1361,Thomas Kastanaras,gr GRE,"FW,DF",Stuttgart,de Bundesliga,19,2003,0.8,0,0,0,0,0,0,1,0,0,0.0,0.0,0,3.0,0.0,2.0,0.0
1138,1362,Grigoris Kastanos,cy CYP,"MF,DF",Salernitana,it Serie A,24,1998,14.3,4,0,0,22,42,0,26,8,23,0.0,0.0,0,70.0,23.0,24.0,48.9
1139,1363,Silas Katompa,cd COD,"FW,MF",Stuttgart,de Bundesliga,23,1998,22.1,4,0,0,38,22,15,33,8,17,1.0,0.0,0,77.0,18.0,18.0,50.0
1140,1364,Moise Kean,it ITA,FW,Juventus,it Serie A,22,2000,11.1,5,1,0,15,18,8,5,5,6,0.0,0.0,0,40.0,9.0,11.0,45.0
1141,1365,Michael Keane,eng ENG,DF,Everton,eng Premier League,29,1993,10.9,0,0,0,7,4,0,4,14,4,0.0,2.0,0,62.0,67.0,33.0,67.0
1142,1366,Neeskens Kebano,cd COD,FW,Fulham,eng Premier League,30,1992,8.5,0,0,0,8,16,2,24,1,9,0.0,0.0,0,47.0,2.0,12.0,14.3
1143,1367,Kévin Keben Biakolo,cm CMR,DF,Toulouse,fr Ligue 1,18,2004,4.0,1,0,0,2,5,0,6,5,2,0.0,0.0,0,26.0,3.0,8.0,27.3
1144,1368,Thilo Kehrer,de GER,DF,West Ham,eng Premier League,25,1996,24.8,4,0,0,31,12,0,23,34,24,0.0,1.0,1,117.0,36.0,33.0,52.2
1145,1369,Check Keita,fr FRA,DF,Reims,fr Ligue 1,19,2003,7.6,1,0,0,7,7,1,0,5,9,0.0,0.0,0,38.0,9.0,12.0,42.9
1146,1370,Naby Keïta,gn GUI,MF,Liverpool,eng Premier League,27,1995,3.3,1,0,0,12,2,0,2,2,4,0.0,0.0,0,29.0,3.0,7.0,30.0
1147,1371,Yannik Keitel,de GER,MF,Freiburg,de Bundesliga,22,2000,7.6,4,0,0,21,3,0,4,13,7,0.0,2.0,0,35.0,14.0,21.0,40.0
1148,1373,Lloyd Kelly,eng ENG,DF,Bournemouth,eng Premier League,23,1998,22.7,3,0,0,17,5,0,14,26,18,0.0,1.0,0,131.0,36.0,20.0,64.3
1149,1374,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,27,1995,30.1,5,0,0,27,24,0,2,51,27,0.0,0.0,0,190.0,129.0,83.0,60.8
1150,1375,Kenedy,br BRA,"FW,DF",Valladolid,es La Liga,26,1996,3.1,3,0,0,9,2,0,5,1,2,0.0,0.0,0,14.0,2.0,3.0,40.0
1151,1376,Jonjoe Kenny,eng ENG,DF,Hertha BSC,de Bundesliga,25,1997,24.9,3,0,0,29,6,0,54,46,34,0.0,0.0,0,146.0,25.0,21.0,54.3
1152,1377,Franck Kessié,ci CIV,MF,Barcelona,es La Liga,25,1996,11.0,4,0,0,17,16,3,5,12,9,0.0,0.0,0,61.0,7.0,8.0,46.7
1153,1378,Saîf-Eddine Khaoui,tn TUN,MF,Clermont Foot,fr Ligue 1,27,1995,22.5,4,0,0,25,36,7,56,33,28,1.0,1.0,0,123.0,12.0,12.0,50.0
1154,1379,Wahbi Khazri,tn TUN,"FW,MF",Montpellier,fr Ligue 1,31,1991,18.2,5,1,0,20,36,13,39,9,13,0.0,0.0,0,85.0,18.0,31.0,36.7
1155,1380,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,28,1994,32.0,8,0,0,52,14,0,11,40,33,0.0,0.0,0,194.0,44.0,30.0,59.5
1156,1381,Anthony Khelifa,fr FRA,DF,Ajaccio,fr Ligue 1,16,2005,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0
1157,1382,Kike,es ESP,FW,Osasuna,es La Liga,32,1989,11.3,5,0,0,26,26,6,7,1,3,2.0,0.0,0,33.0,44.0,57.0,43.6
1158,1383,Luca Kilian,de GER,DF,Köln,de Bundesliga,22,1999,12.5,5,2,2,7,2,0,1,11,16,0.0,2.0,0,62.0,23.0,19.0,54.8
1159,1384,Max Kilman,eng ENG,DF,Wolves,eng Premier League,25,1997,36.7,3,0,0,18,12,0,5,19,20,0.0,0.0,0,219.0,86.0,42.0,67.2
1160,1385,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,27,1995,31.2,6,1,1,22,51,0,240,41,49,0.0,0.0,0,262.0,16.0,32.0,33.3
1161,1386,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,26,1995,8.1,3,0,0,22,9,1,0,13,8,0.0,1.0,0,38.0,13.0,8.0,61.9
1162,1389,Simon Kjær,dk DEN,DF,Milan,it Serie A,33,1989,11.2,4,0,0,8,1,0,2,9,8,0.0,0.0,0,55.0,19.0,14.0,57.6
1163,1390,Pascal Klemens,de GER,DF,Hertha BSC,de Bundesliga,17,2005,1.0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,8.0,1.0,1.0,50.0
1164,1391,Mateusz Klich,pl POL,"MF,FW",Leeds United,eng Premier League,32,1990,3.1,2,0,0,10,3,0,8,0,8,0.0,0.0,0,24.0,1.0,2.0,33.3
1165,1392,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,26,1996,10.1,0,0,0,6,3,1,4,13,8,0.0,0.0,0,72.0,15.0,18.0,45.5
1166,1393,Justin Kluivert,nl NED,"FW,MF",Valencia,es La Liga,23,1999,16.1,4,0,0,24,19,10,64,7,14,1.0,0.0,0,69.0,8.0,22.0,26.7
1167,1394,Ansgar Knauff,de GER,DF,Eint Frankfurt,de Bundesliga,20,2002,14.3,1,0,0,15,17,2,29,15,25,1.0,0.0,0,97.0,9.0,16.0,36.0
1168,1395,Robin Knoche,de GER,DF,Union Berlin,de Bundesliga,30,1992,31.9,4,0,0,14,23,0,5,38,29,0.0,1.0,0,246.0,55.0,56.0,49.5
1169,1397,Robin Koch,de GER,DF,Leeds United,eng Premier League,26,1996,35.3,7,0,0,35,17,1,1,43,30,0.0,0.0,1,193.0,111.0,69.0,61.7
1170,1398,Samuel Koeberlé,fr FRA,MF,Reims,fr Ligue 1,17,2004,0.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0
1171,1399,Rudy Kohon,fr FRA,DF,Troyes,fr Ligue 1,18,2004,0.7,0,0,0,0,0,0,0,1,3,0.0,0.0,0,3.0,0.0,0.0,0.0
1172,1400,Dominik Kohr,de GER,MF,Mainz 05,de Bundesliga,28,1994,25.5,11,0,0,45,35,1,5,34,33,0.0,1.0,0,205.0,35.0,41.0,46.1
1173,1401,Koke,es ESP,MF,Atlético Madrid,es La Liga,30,1992,28.3,4,0,0,20,27,1,24,20,38,0.0,0.0,0,170.0,11.0,14.0,44.0
1174,1402,Sead Kolašinac,ba BIH,DF,Marseille,fr Ligue 1,29,1993,24.6,3,0,0,42,15,4,20,43,36,0.0,0.0,0,165.0,36.0,37.0,49.3
1175,1403,Luca Koleosho,it ITA,"FW,DF",Espanyol,es La Liga,17,2004,0.7,0,0,0,1,0,1,3,0,2,0.0,0.0,0,5.0,0.0,0.0,0.0
1176,1404,Randal Kolo Muani,fr FRA,FW,Eint Frankfurt,de Bundesliga,23,1998,29.2,6,1,1,50,71,21,25,3,10,3.0,0.0,0,96.0,60.0,79.0,43.2
1177,1405,Timothée Kolodziejczak,fr FRA,DF,Schalke 04,de Bundesliga,30,1991,0.3,0,0,0,0,0,0,1,1,0,0.0,0.0,0,0.0,0.0,2.0,0.0
1178,1406,Cheick Konaté,ci CIV,DF,Clermont Foot,fr Ligue 1,18,2004,6.4,2,0,0,9,4,0,4,13,12,0.0,0.0,0,42.0,3.0,5.0,37.5
1179,1407,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,23,1999,17.2,5,0,0,29,15,1,1,26,26,0.0,1.0,1,107.0,46.0,14.0,76.7
1180,1408,Geoffrey Kondogbia,cf CTA,MF,Atlético Madrid,es La Liga,29,1993,11.2,5,0,0,17,19,2,0,26,23,0.0,0.0,0,101.0,12.0,10.0,54.5
1181,1409,Ibrahima Koné,ml MLI,FW,Lorient,fr Ligue 1,23,1999,17.5,3,0,0,29,24,14,1,4,13,0.0,0.0,0,44.0,55.0,60.0,47.8
1182,1410,Kouadio Koné,fr FRA,MF,M'Gladbach,de Bundesliga,21,2001,29.0,12,0,0,52,74,0,6,32,39,0.0,1.0,0,221.0,16.0,25.0,39.0
1183,1411,Youssouf Koné,ml MLI,DF,Ajaccio,fr Ligue 1,27,1995,10.2,4,0,0,15,17,0,27,12,19,0.0,0.0,0,67.0,4.0,12.0,25.0
1184,1412,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,24,1997,36.9,6,0,0,12,64,0,4,26,20,0.0,0.0,0,164.0,55.0,37.0,59.8
1185,1413,Teun Koopmeiners,nl NED,MF,Atalanta,it Serie A,24,1998,31.8,7,0,0,48,27,6,158,19,26,0.0,0.0,0,193.0,38.0,23.0,62.3
1186,1414,Odilon Kossonou,ci CIV,DF,Leverkusen,de Bundesliga,21,2001,16.9,3,0,0,17,4,1,4,24,14,0.0,0.0,0,123.0,29.0,17.0,63.0
1187,1417,Christian Kouamé,ci CIV,FW,Fiorentina,it Serie A,24,1997,20.7,5,0,0,32,56,7,49,12,18,1.0,0.0,0,91.0,62.0,52.0,54.4
1188,1418,Rominigue Kouamé,ml MLI,MF,Troyes,fr Ligue 1,25,1996,29.6,9,0,0,52,48,0,5,49,27,0.0,0.0,0,229.0,21.0,21.0,50.0
1189,1420,Kalidou Koulibaly,sn SEN,DF,Chelsea,eng Premier League,31,1991,20.0,7,1,1,22,9,0,4,29,31,0.0,0.0,0,126.0,33.0,28.0,54.1
1190,1421,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,23,1998,27.0,2,0,0,22,12,2,36,19,23,0.0,0.0,1,157.0,43.0,22.0,66.2
1191,1422,Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,25,1997,14.0,5,0,0,21,14,0,1,34,18,0.0,0.0,0,74.0,43.0,25.0,63.2
1192,1423,Cheikhou Kouyaté,sn SEN,MF,Nott'ham Forest,eng Premier League,32,1989,9.8,3,0,0,22,12,1,0,10,21,0.0,0.0,0,56.0,18.0,8.0,69.2
1193,1424,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,28,1994,19.0,8,0,0,18,12,0,6,19,24,0.0,0.0,0,121.0,10.0,10.0,50.0
1194,1425,Viktor Kovalenko,ua UKR,MF,Spezia,it Serie A,26,1996,6.1,1,0,0,9,12,1,15,4,5,1.0,0.0,0,31.0,6.0,14.0,30.0
1195,1426,Soichiro Kozuki,jp JPN,"FW,MF",Schalke 04,de Bundesliga,21,2000,4.2,1,0,0,7,5,0,15,3,4,0.0,0.0,0,18.0,3.0,8.0,27.3
1196,1427,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,27,1994,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
1197,1428,Alex Král,cz CZE,MF,Schalke 04,de Bundesliga,24,1998,26.2,3,0,0,21,18,3,27,17,24,0.0,0.0,1,158.0,48.0,50.0,49.0
1198,1429,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,31,1991,26.5,3,0,0,9,36,9,47,6,2,0.0,0.0,0,119.0,8.0,16.0,33.3
1199,1430,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,31,1991,24.7,4,0,0,37,13,4,11,17,33,0.0,0.0,0,109.0,24.0,28.0,46.2
1200,1431,Tom Krauß,de GER,MF,Schalke 04,de Bundesliga,21,2001,27.9,8,0,0,46,32,0,16,36,68,0.0,0.0,0,223.0,27.0,34.0,44.3
1201,1432,Julian Kristoffersen,no NOR,FW,Salernitana,it Serie A,25,1997,0.2,0,0,0,2,0,0,0,0,0,0.0,0.0,0,0.0,1.0,3.0,25.0
