,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes_Attempted,Live_Ball_Passes,Dead_Ball_Passes,Free_Kick_Passes,Through_Balls,Switches,Crosses,Throw_Ins_Taken,Corner_Kicks,In_Corner_Kicks,Out_Corner_Kicks,Str_Corner_Kicks,Passes_Cmp,Passes_Off,Passes_Blocked
646,763,Mouhamadou Drammeh,fr FRA,MF,Reims,fr Ligue 1,21,1999,1.9,55.0,52.0,3.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,1.0
647,764,Julian Draxler,de GER,"MF,FW",Paris S-G,fr Ligue 1,26,1993,11.8,639.0,605.0,31.0,6.0,1.0,2.0,29,5.0,20.0,11.0,3.0,0.0,549.0,3.0,10.0
648,765,Dominick Drexler,de GER,"MF,FW",Köln,de Bundesliga,30,1990,13.7,547.0,520.0,26.0,6.0,1.0,2.0,37,19.0,0.0,0.0,0.0,0.0,414.0,1.0,17.0
649,767,Domingos Duarte,pt POR,DF,Granada,es La Liga,25,1995,26.3,964.0,915.0,46.0,40.0,0.0,8.0,1,6.0,0.0,0.0,0.0,0.0,742.0,3.0,9.0
650,768,Léo Duarte,br BRA,DF,Milan,it Serie A,24,1996,0.2,12.0,12.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
651,769,Óscar Duarte,cr CRC,DF,Levante,es La Liga,31,1989,22.9,1235.0,1186.0,47.0,39.0,1.0,12.0,1,2.0,0.0,0.0,0.0,0.0,1028.0,2.0,2.0
652,770,Rubén Duarte,es ESP,DF,Alavés,es La Liga,24,1995,28.3,1348.0,1029.0,315.0,55.0,1.0,11.0,110,240.0,20.0,7.0,10.0,2.0,938.0,4.0,29.0
653,771,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,25,1994,32.3,2283.0,1797.0,476.0,70.0,0.0,9.0,212,316.0,90.0,1.0,59.0,0.0,1785.0,10.0,45.0
654,773,Ondrej Duda,sk SVK,"FW,MF",Köln,de Bundesliga,25,1994,28.2,1253.0,1073.0,167.0,57.0,5.0,23.0,133,3.0,77.0,26.0,40.0,0.0,888.0,13.0,32.0
655,774,Unai Dufur,es ESP,DF,Eibar,es La Liga,21,1999,0.7,48.0,33.0,15.0,0.0,0.0,0.0,0,15.0,0.0,0.0,0.0,0.0,36.0,0.0,2.0
656,775,Haris Duljević,ba BIH,"MF,FW",Nîmes,fr Ligue 1,26,1993,8.6,300.0,283.0,15.0,4.0,2.0,4.0,18,3.0,2.0,2.0,0.0,0.0,223.0,2.0,5.0
657,776,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,28,1991,13.9,575.0,516.0,54.0,12.0,0.0,1.0,10,42.0,0.0,0.0,0.0,0.0,423.0,5.0,7.0
658,779,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,28,1991,32.6,2240.0,2153.0,83.0,71.0,0.0,22.0,1,12.0,0.0,0.0,0.0,0.0,2000.0,4.0,4.0
659,780,Jimmy Dunne,ie IRL,DF,Burnley,eng Premier League,22,1997,3.0,153.0,153.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,1.0
660,781,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,28,1992,16.4,732.0,576.0,155.0,3.0,1.0,3.0,48,152.0,0.0,0.0,0.0,0.0,504.0,1.0,18.0
661,782,Hugo Duro,es ESP,FW,Real Madrid,es La Liga,20,1999,0.6,7.0,7.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
662,783,Jean-Kevin Duverne,fr FRA,DF,Brest,fr Ligue 1,23,1997,22.5,1361.0,1297.0,61.0,42.0,0.0,14.0,10,19.0,0.0,0.0,0.0,0.0,1135.0,3.0,10.0
663,784,Paulo Dybala,ar ARG,FW,Juventus,it Serie A,26,1993,12.6,705.0,604.0,98.0,19.0,1.0,7.0,65,4.0,53.0,5.0,36.0,0.0,576.0,3.0,13.0
664,785,Edin Džeko,ba BIH,FW,Roma,it Serie A,34,1986,20.3,512.0,464.0,42.0,0.0,0.0,8.0,16,3.0,0.0,0.0,0.0,0.0,338.0,6.0,23.0
665,786,Steeve-Mike Ebongue,fr FRA,MF,Genoa,it Serie A,19,2001,0.6,27.0,27.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,4.0
666,787,Enzo Ebosse,cm CMR,DF,Angers,fr Ligue 1,21,1999,2.9,151.0,134.0,16.0,5.0,0.0,0.0,4,11.0,0.0,0.0,0.0,0.0,129.0,1.0,3.0
667,788,Bruno Ecuele Manga,ga GAB,DF,Dijon,fr Ligue 1,32,1988,38.0,1972.0,1894.0,75.0,69.0,0.0,10.0,2,6.0,0.0,0.0,0.0,0.0,1666.0,3.0,7.0
668,789,Simone Edera,it ITA,"DF,MF",Torino,it Serie A,23,1997,0.6,22.0,17.0,5.0,4.0,0.0,0.0,5,0.0,1.0,0.0,1.0,0.0,17.0,0.0,1.0
669,791,Kyle Edwards,eng ENG,"MF,FW",West Brom,eng Premier League,22,1998,1.3,35.0,35.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,31.0,0.0,1.0
670,792,John Egan,ie IRL,DF,Sheffield Utd,eng Premier League,27,1992,29.2,1135.0,1109.0,22.0,18.0,0.0,6.0,4,4.0,0.0,0.0,0.0,0.0,923.0,4.0,5.0
671,793,Johannes Eggestein,de GER,"FW,MF",Werder Bremen,de Bundesliga,22,1998,0.4,16.0,16.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
672,794,Maximilian Eggestein,de GER,MF,Werder Bremen,de Bundesliga,23,1996,32.7,1367.0,1331.0,33.0,20.0,5.0,10.0,17,11.0,1.0,0.0,0.0,0.0,1034.0,3.0,31.0
673,795,Lilian Egloff,de GER,MF,Stuttgart,de Bundesliga,17,2002,0.2,5.0,4.0,1.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0
674,796,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,25,1995,12.6,584.0,448.0,136.0,11.0,0.0,1.0,38,125.0,0.0,0.0,0.0,0.0,431.0,0.0,16.0
675,797,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,31,1989,25.5,1049.0,990.0,59.0,57.0,0.0,6.0,2,2.0,0.0,0.0,0.0,0.0,878.0,0.0,9.0
676,798,Hugo Ekitike,fr FRA,"FW,MF",Reims,fr Ligue 1,18,2002,1.0,30.0,27.0,3.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0
677,799,Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,18,2002,1.7,55.0,54.0,1.0,0.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,41.0,0.0,2.0
678,800,Niclas Eliasson,se SWE,"MF,FW",Nîmes,fr Ligue 1,24,1995,20.0,530.0,415.0,112.0,41.0,0.0,1.0,142,14.0,57.0,27.0,26.0,0.0,307.0,3.0,11.0
679,801,Elif Elmas,mk MKD,"MF,FW",Napoli,it Serie A,20,1999,8.2,355.0,348.0,6.0,3.0,0.0,0.0,5,2.0,1.0,0.0,0.0,0.0,319.0,1.0,5.0
680,802,Ahmed Elmohamady,eg EGY,DF,Aston Villa,eng Premier League,32,1987,9.3,618.0,491.0,126.0,18.0,0.0,4.0,39,108.0,0.0,0.0,0.0,0.0,468.0,1.0,6.0
681,803,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,28,1992,17.2,1019.0,995.0,21.0,17.0,0.0,6.0,2,4.0,0.0,0.0,0.0,0.0,944.0,3.0,7.0
682,804,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,26,1994,20.9,1245.0,1191.0,53.0,37.0,2.0,12.0,5,16.0,0.0,0.0,0.0,0.0,1058.0,1.0,2.0
683,805,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,23,1996,28.2,1902.0,1857.0,44.0,38.0,0.0,5.0,0,6.0,0.0,0.0,0.0,0.0,1734.0,1.0,19.0
684,806,Rodrigo Ely,br BRA,DF,Alavés,es La Liga,26,1993,5.2,165.0,152.0,10.0,10.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,127.0,3.0,0.0
685,807,Breel Embolo,ch SUI,"FW,MF",M'Gladbach,de Bundesliga,23,1997,16.0,450.0,418.0,27.0,3.0,2.0,1.0,6,0.0,0.0,0.0,0.0,0.0,324.0,5.0,22.0
686,808,Emerson,br BRA,DF,Betis,es La Liga,21,1999,33.2,1936.0,1573.0,357.0,46.0,0.0,4.0,90,311.0,0.0,0.0,0.0,0.0,1533.0,6.0,52.0
687,809,Renaud Emond,be BEL,"FW,MF",Nantes,fr Ligue 1,28,1991,3.9,86.0,77.0,9.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,58.0,0.0,1.0
688,810,Alan Empereur,br BRA,DF,Hellas Verona,it Serie A,26,1994,2.4,111.0,108.0,3.0,3.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,3.0
689,811,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,23,1997,25.7,396.0,361.0,32.0,0.0,0.0,2.0,13,3.0,0.0,0.0,0.0,0.0,260.0,3.0,10.0
690,812,Keita Endo,jp JPN,"MF,FW",Union Berlin,de Bundesliga,22,1997,5.1,111.0,111.0,0.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,75.0,0.0,4.0
691,813,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,27,1993,32.8,1830.0,1794.0,31.0,25.0,4.0,4.0,2,6.0,0.0,0.0,0.0,0.0,1526.0,5.0,32.0
692,814,Sergi Enrich,es ESP,FW,Eibar,es La Liga,30,1990,15.6,450.0,424.0,22.0,0.0,0.0,6.0,8,1.0,0.0,0.0,0.0,0.0,338.0,4.0,10.0
693,815,Christian Eriksen,dk DEN,MF,Inter,it Serie A,28,1992,15.4,1061.0,942.0,113.0,36.0,0.0,9.0,103,1.0,75.0,26.0,37.0,0.0,863.0,6.0,13.0
694,816,Martin Erlic,hr CRO,DF,Spezia,it Serie A,22,1998,20.0,1075.0,1011.0,62.0,57.0,0.0,13.0,2,5.0,0.0,0.0,0.0,0.0,911.0,2.0,4.0
695,817,Patrick Erras,de GER,"FW,MF",Werder Bremen,de Bundesliga,25,1995,0.3,31.0,30.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
696,818,Gonzalo Escalante,ar ARG,MF,Lazio,it Serie A,27,1993,8.1,481.0,474.0,6.0,5.0,0.0,2.0,4,0.0,0.0,0.0,0.0,0.0,422.0,1.0,6.0
697,820,Dani Escriche,es ESP,"FW,MF",Huesca,es La Liga,22,1998,9.5,271.0,263.0,7.0,0.0,1.0,1.0,8,2.0,1.0,0.0,0.0,0.0,194.0,1.0,10.0
698,821,Sergio Escudero,es ESP,DF,Sevilla,es La Liga,30,1989,6.3,401.0,328.0,71.0,16.0,1.0,3.0,21,50.0,5.0,0.0,3.0,0.0,340.0,2.0,4.0
699,822,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,28,1992,28.9,1043.0,772.0,262.0,23.0,0.0,15.0,80,239.0,0.0,0.0,0.0,0.0,650.0,9.0,28.0
700,823,Vicente Esquerdo,es ESP,MF,Valencia,es La Liga,21,1999,2.6,99.0,96.0,2.0,1.0,0.0,3.0,3,1.0,0.0,0.0,0.0,0.0,81.0,1.0,2.0
701,824,Nahuel Estévez,ar ARG,MF,Spezia,it Serie A,24,1995,19.6,923.0,848.0,67.0,26.0,0.0,9.0,91,8.0,33.0,0.0,24.0,0.0,679.0,8.0,23.0
702,825,Pervis Estupiñán,ec ECU,DF,Villarreal,es La Liga,22,1998,13.0,662.0,559.0,102.0,9.0,1.0,3.0,65,93.0,0.0,0.0,0.0,0.0,516.0,1.0,29.0
703,826,Yoann Etienne,fr FRA,DF,Lorient,fr Ligue 1,23,1997,1.0,36.0,27.0,9.0,0.0,0.0,0.0,5,9.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0
704,827,Xabier Etxeita,es ESP,DF,Getafe,es La Liga,32,1987,9.8,319.0,302.0,15.0,15.0,0.0,7.0,0,0.0,0.0,0.0,0.0,0.0,198.0,2.0,4.0
705,828,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,32,1988,27.5,1854.0,1814.0,38.0,36.0,1.0,4.0,0,2.0,0.0,0.0,0.0,0.0,1592.0,2.0,5.0
706,829,Edu Expósito,es ESP,MF,Eibar,es La Liga,23,1996,27.3,1162.0,1092.0,61.0,20.0,2.0,9.0,84,4.0,35.0,18.0,17.0,0.0,853.0,9.0,20.0
707,830,Valentin Eysseric,fr FRA,"MF,FW",Fiorentina,it Serie A,28,1992,8.1,357.0,330.0,26.0,11.0,0.0,11.0,33,3.0,12.0,6.0,4.0,0.0,256.0,1.0,9.0
708,831,Eberechi Eze,eng ENG,MF,Crystal Palace,eng Premier League,22,1998,28.4,1188.0,1046.0,134.0,36.0,1.0,4.0,86,6.0,63.0,26.0,13.0,9.0,945.0,8.0,25.0
709,834,Fabinho,br BRA,"DF,MF",Liverpool,eng Premier League,26,1993,28.5,2117.0,2080.0,36.0,29.0,0.0,6.0,1,7.0,0.0,0.0,0.0,0.0,1910.0,1.0,5.0
710,835,Fábio,br BRA,DF,Nantes,fr Ligue 1,30,1990,16.7,881.0,688.0,191.0,13.0,1.0,2.0,32,177.0,1.0,1.0,0.0,0.0,675.0,2.0,14.0
711,836,Cesc Fàbregas,es ESP,"MF,FW",Monaco,fr Ligue 1,33,1987,9.7,809.0,711.0,96.0,33.0,2.0,7.0,69,5.0,56.0,24.0,21.0,2.0,634.0,2.0,15.0
712,839,Wout Faes,be BEL,DF,Reims,fr Ligue 1,22,1998,32.2,1608.0,1577.0,25.0,22.0,0.0,14.0,0,3.0,0.0,0.0,0.0,0.0,1380.0,6.0,5.0
713,840,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,19,2001,0.2,20.0,18.0,2.0,1.0,0.0,0.0,1,0.0,1.0,0.0,1.0,0.0,18.0,0.0,0.0
714,842,Romain Faivre,fr FRA,"MF,FW",Brest,fr Ligue 1,22,1998,32.1,1476.0,1299.0,171.0,58.0,0.0,10.0,138,13.0,92.0,55.0,22.0,0.0,1172.0,6.0,26.0
715,843,Fali,es ESP,"DF,MF",Cádiz,es La Liga,26,1993,29.3,731.0,671.0,58.0,51.0,2.0,9.0,19,6.0,0.0,0.0,0.0,0.0,505.0,2.0,4.0
716,844,Iago Falque,es ESP,"MF,FW",Benevento,it Serie A,30,1990,4.0,212.0,189.0,23.0,6.0,1.0,1.0,30,2.0,12.0,7.0,4.0,0.0,159.0,0.0,6.0
717,845,Andri Fannar Baldursson,is ISL,MF,Bologna,it Serie A,18,2002,2.4,73.0,69.0,4.0,2.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,3.0
718,848,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,28,1991,32.1,1447.0,1163.0,274.0,30.0,0.0,6.0,62,244.0,0.0,0.0,0.0,0.0,1024.0,10.0,37.0
719,849,Mohamed Fares,dz ALG,DF,Lazio,it Serie A,24,1996,12.7,540.0,468.0,70.0,6.0,0.0,1.0,60,64.0,0.0,0.0,0.0,0.0,412.0,2.0,18.0
720,850,Diego Farias,br BRA,FW,Spezia,it Serie A,30,1990,16.8,654.0,637.0,13.0,4.0,1.0,7.0,21,5.0,4.0,0.0,1.0,0.0,530.0,4.0,14.0
721,852,Noah Fatar,fr FRA,"FW,MF",Angers,fr Ligue 1,18,2002,0.2,9.0,9.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
722,853,Ansu Fati,es ESP,FW,Barcelona,es La Liga,17,2002,4.8,202.0,194.0,8.0,0.0,3.0,0.0,4,1.0,4.0,2.0,0.0,0.0,168.0,0.0,2.0
723,854,Julien Faussurier,fr FRA,DF,Brest,fr Ligue 1,33,1987,10.6,608.0,483.0,124.0,8.0,0.0,16.0,52,110.0,6.0,0.0,2.0,0.0,455.0,1.0,16.0
724,855,Andrea Favilli,it ITA,FW,Hellas Verona,it Serie A,23,1997,3.8,80.0,75.0,5.0,0.0,0.0,2.0,0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,2.0
725,856,Federico Fazio,ar ARG,DF,Roma,it Serie A,33,1987,4.5,317.0,307.0,10.0,9.0,1.0,3.0,4,1.0,0.0,0.0,0.0,0.0,272.0,0.0,3.0
726,857,Nabil Fekir,fr FRA,"MF,FW",Betis,es La Liga,27,1993,29.1,1309.0,1150.0,152.0,41.0,4.0,11.0,115,11.0,83.0,27.0,30.0,2.0,1048.0,7.0,26.0
727,858,Felipe,br BRA,DF,Atlético Madrid,es La Liga,31,1989,22.9,1054.0,1017.0,33.0,29.0,0.0,6.0,1,4.0,0.0,0.0,0.0,0.0,889.0,4.0,5.0
728,859,Luiz Felipe,it ITA,DF,Lazio,it Serie A,23,1997,10.1,548.0,528.0,20.0,17.0,0.0,3.0,2,3.0,0.0,0.0,0.0,0.0,500.0,0.0,0.0
729,860,João Félix,pt POR,"FW,MF",Atlético Madrid,es La Liga,20,1999,17.5,689.0,667.0,17.0,4.0,8.0,5.0,11,6.0,1.0,1.0,0.0,0.0,567.0,5.0,16.0
730,861,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,22,1997,29.0,1491.0,1408.0,79.0,58.0,0.0,15.0,5,21.0,0.0,0.0,0.0,0.0,1215.0,4.0,20.0
731,862,Zinedine Ferhat,dz ALG,"FW,MF",Nîmes,fr Ligue 1,27,1993,32.9,1242.0,1156.0,80.0,15.0,5.0,11.0,124,24.0,39.0,10.0,18.0,1.0,819.0,6.0,31.0
732,863,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,25,1994,34.4,2339.0,2098.0,220.0,63.0,12.0,43.0,166,40.0,59.0,27.0,21.0,2.0,1734.0,21.0,68.0
733,864,Edimilson Fernandes,ch SUI,"MF,FW",Mainz 05,de Bundesliga,24,1996,9.3,362.0,319.0,41.0,9.0,0.0,7.0,26,19.0,13.0,6.0,7.0,0.0,266.0,2.0,8.0
734,866,Álex Fernández,es ESP,MF,Cádiz,es La Liga,27,1992,21.6,936.0,760.0,171.0,74.0,0.0,14.0,123,13.0,75.0,34.0,32.0,1.0,692.0,5.0,22.0
735,869,Augusto Fernández,ar ARG,MF,Cádiz,es La Liga,34,1986,4.1,119.0,117.0,2.0,2.0,0.0,4.0,1,0.0,0.0,0.0,0.0,0.0,91.0,0.0,3.0
736,872,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,31,1989,23.1,894.0,814.0,76.0,33.0,0.0,13.0,13,43.0,0.0,0.0,0.0,0.0,715.0,4.0,9.0
737,873,Joaquín Fernández,es ESP,DF,Valladolid,es La Liga,24,1996,23.0,778.0,751.0,27.0,26.0,0.0,8.0,1,1.0,0.0,0.0,0.0,0.0,615.0,0.0,3.0
738,874,Fernandinho,br BRA,MF,Manchester City,eng Premier League,35,1985,13.2,1026.0,1002.0,22.0,18.0,1.0,12.0,6,4.0,0.0,0.0,0.0,0.0,889.0,2.0,9.0
739,875,Fernando,br BRA,MF,Sevilla,es La Liga,33,1987,28.3,1591.0,1525.0,60.0,51.0,3.0,25.0,1,9.0,0.0,0.0,0.0,0.0,1423.0,6.0,10.0
740,876,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,26,1994,9.8,493.0,428.0,63.0,18.0,0.0,2.0,4,44.0,0.0,0.0,0.0,0.0,411.0,2.0,6.0
741,877,David Ferreiro,es ESP,"MF,FW",Huesca,es La Liga,32,1988,28.1,1090.0,910.0,169.0,68.0,0.0,19.0,245,11.0,88.0,31.0,37.0,0.0,701.0,11.0,40.0
742,878,Salvador Ferrer,es ESP,DF,Spezia,it Serie A,22,1998,13.2,908.0,731.0,176.0,20.0,0.0,7.0,57,154.0,2.0,0.0,0.0,0.0,676.0,1.0,31.0
743,879,Facundo Ferreyra,ar ARG,FW,Celta Vigo,es La Liga,29,1991,3.3,50.0,46.0,4.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,33.0,0.0,2.0
744,880,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,28,1992,28.6,1646.0,1603.0,39.0,33.0,2.0,36.0,27,5.0,1.0,0.0,0.0,0.0,1396.0,4.0,31.0
745,882,Fidel,es ESP,"MF,DF",Elche,es La Liga,30,1989,26.6,1237.0,1027.0,204.0,56.0,0.0,20.0,165,89.0,59.0,24.0,27.0,0.0,892.0,6.0,31.0
746,883,Sam Field,eng ENG,MF,West Brom,eng Premier League,22,1998,0.7,25.0,24.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,0.0
747,884,Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,31,1989,6.0,177.0,169.0,7.0,0.0,2.0,0.0,4,0.0,1.0,0.0,0.0,0.0,110.0,1.0,7.0
748,885,Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,28,1991,31.5,1333.0,1287.0,44.0,4.0,5.0,1.0,14,16.0,2.0,0.0,0.0,0.0,1065.0,2.0,29.0
749,886,Junior Firpo,es ESP,"DF,MF",Barcelona,es La Liga,23,1996,3.2,229.0,202.0,24.0,5.0,0.0,0.0,4,19.0,0.0,0.0,0.0,0.0,202.0,3.0,5.0
750,887,John Fleck,sct SCO,MF,Sheffield Utd,eng Premier League,28,1991,28.6,1245.0,1122.0,119.0,31.0,2.0,5.0,96,6.0,61.0,39.0,9.0,4.0,971.0,4.0,29.0
751,889,Florian Flick,de GER,MF,Schalke 04,de Bundesliga,20,2000,4.0,95.0,95.0,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,73.0,0.0,2.0
752,890,Alexis Flips,fr FRA,"MF,FW",Reims,fr Ligue 1,20,2000,0.5,17.0,15.0,2.0,1.0,0.0,1.0,5,0.0,1.0,1.0,0.0,0.0,9.0,0.0,0.0
753,891,Alessandro Florenzi,it ITA,DF,Paris S-G,fr Ligue 1,29,1991,17.1,1009.0,902.0,105.0,9.0,0.0,10.0,80,93.0,3.0,2.0,1.0,0.0,815.0,2.0,12.0
754,892,Kingsley Fobi,gh GHA,DF,Granada,es La Liga,21,1998,0.5,11.0,6.0,5.0,0.0,0.0,0.0,0,5.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
755,893,Phil Foden,eng ENG,"FW,MF",Manchester City,eng Premier League,20,2000,18.0,845.0,778.0,63.0,3.0,2.0,2.0,74,5.0,49.0,9.0,28.0,1.0,689.0,4.0,17.0
756,894,Mamadou Fofana,ml MLI,"MF,DF",Metz,fr Ligue 1,22,1998,11.9,452.0,439.0,13.0,13.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,376.0,0.0,3.0
757,895,Seko Fofana,ci CIV,MF,Lens,fr Ligue 1,25,1995,25.7,1218.0,1201.0,14.0,5.0,0.0,12.0,19,2.0,0.0,0.0,0.0,0.0,1049.0,3.0,21.0
758,898,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,21,1999,31.9,1703.0,1643.0,54.0,36.0,3.0,20.0,37,2.0,16.0,5.0,10.0,0.0,1435.0,6.0,14.0
759,899,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,25,1994,36.9,1923.0,1523.0,395.0,29.0,0.0,18.0,59,364.0,0.0,0.0,0.0,0.0,1506.0,5.0,43.0
760,900,Ramón Folch,es ESP,MF,Elche,es La Liga,30,1989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761,901,Lamine Fomba,fr FRA,MF,Nîmes,fr Ligue 1,22,1998,24.2,699.0,689.0,10.0,9.0,0.0,4.0,2,1.0,0.0,0.0,0.0,0.0,564.0,0.0,10.0
762,902,Thomas Fontaine,mg MAD,DF,Lorient,fr Ligue 1,29,1991,3.6,102.0,93.0,9.0,9.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,1.0
763,903,José Fontán,es ESP,DF,Celta Vigo,es La Liga,20,2000,7.2,351.0,325.0,25.0,3.0,0.0,5.0,9,22.0,0.0,0.0,0.0,0.0,285.0,1.0,6.0
764,904,José Fonte,pt POR,DF,Lille,fr Ligue 1,36,1983,35.4,2386.0,2307.0,76.0,70.0,0.0,33.0,12,5.0,1.0,0.0,0.0,0.0,2146.0,3.0,12.0
765,905,Fernando Forestieri,it ITA,"FW,MF",Udinese,it Serie A,30,1990,6.1,194.0,182.0,10.0,2.0,1.0,0.0,10,2.0,0.0,0.0,0.0,0.0,150.0,2.0,4.0
766,906,Pablo Fornals,es ESP,"FW,MF",West Ham,eng Premier League,24,1996,28.6,1118.0,1083.0,28.0,5.0,1.0,5.0,45,7.0,2.0,0.0,1.0,0.0,853.0,7.0,38.0
767,907,Emil Forsberg,se SWE,"FW,MF",RB Leipzig,de Bundesliga,28,1991,17.1,616.0,548.0,64.0,12.0,3.0,1.0,41,4.0,31.0,9.0,18.0,0.0,468.0,4.0,21.0
768,909,Philipp Förster,de GER,MF,Stuttgart,de Bundesliga,25,1995,16.8,697.0,660.0,33.0,10.0,3.0,3.0,21,12.0,9.0,6.0,3.0,0.0,550.0,4.0,26.0
769,910,Steven Fortes,cv CPV,DF,Lens,fr Ligue 1,28,1992,15.9,937.0,904.0,33.0,32.0,0.0,13.0,1,1.0,0.0,0.0,0.0,0.0,814.0,0.0,6.0
770,911,Yassin Fortune,fr FRA,FW,Angers,fr Ligue 1,21,1999,0.2,4.0,3.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
771,914,Daam Foulon,be BEL,DF,Benevento,it Serie A,21,1999,11.3,447.0,354.0,92.0,12.0,0.0,0.0,27,79.0,1.0,0.0,1.0,0.0,321.0,1.0,13.0
772,915,Dimitri Foulquier,fr FRA,DF,Granada,es La Liga,27,1993,29.6,1130.0,789.0,339.0,13.0,0.0,5.0,54,326.0,0.0,0.0,0.0,0.0,817.0,2.0,36.0
773,916,Juan Foyth,ar ARG,"DF,MF",Villarreal,es La Liga,22,1998,13.0,734.0,673.0,61.0,20.0,1.0,4.0,1,41.0,0.0,0.0,0.0,0.0,642.0,0.0,10.0
774,917,Gianluca Frabotta,it ITA,"DF,MF",Juventus,it Serie A,21,1999,7.7,477.0,412.0,64.0,8.0,0.0,0.0,32,56.0,0.0,0.0,0.0,0.0,400.0,1.0,8.0
775,918,Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,24,1995,17.1,745.0,564.0,177.0,8.0,0.0,3.0,55,169.0,0.0,0.0,0.0,0.0,478.0,4.0,28.0
776,919,Tyrese Francois,au AUS,DF,Fulham,eng Premier League,20,2000,0.2,15.0,13.0,2.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
777,920,Ryan Fraser,sct SCO,"FW,MF",Newcastle Utd,eng Premier League,26,1994,10.3,372.0,308.0,64.0,10.0,0.0,1.0,103,7.0,45.0,14.0,26.0,0.0,240.0,0.0,16.0
778,921,Fred,br BRA,MF,Manchester Utd,eng Premier League,27,1993,26.6,1828.0,1765.0,58.0,50.0,5.0,15.0,9,8.0,0.0,0.0,0.0,0.0,1590.0,5.0,41.0
779,922,Ryan Fredericks,eng ENG,"DF,FW",West Ham,eng Premier League,27,1992,6.3,282.0,246.0,36.0,3.0,1.0,0.0,23,33.0,0.0,0.0,0.0,0.0,205.0,0.0,10.0
