,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes_Attempted,Live_Ball_Passes,Dead_Ball_Passes,Free_Kick_Passes,Through_Balls,Switches,Crosses,Throw_Ins_Taken,Corner_Kicks,In_Corner_Kicks,Out_Corner_Kicks,Str_Corner_Kicks,Passes_Cmp,Passes_Off,Passes_Blocked
10,10,David Abraham,ar ARG,DF,Eint Frankfurt,de Bundesliga,34,1986,13.6,678.0,616.0,59.0,17.0,0.0,10.0,13,42.0,0.0,0.0,0.0,0.0,558.0,3.0,7.0
11,11,Tammy Abraham,eng ENG,FW,Chelsea,eng Premier League,22,1997,11.6,211.0,195.0,16.0,2.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,149.0,0.0,9.0
12,12,Amir Abrashi,al ALB,"MF,DF",Freiburg,de Bundesliga,30,1990,0.7,23.0,23.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0
13,13,Gennaro Acampora,it ITA,"MF,FW",Spezia,it Serie A,26,1994,4.9,223.0,216.0,5.0,4.0,0.0,6.0,7,0.0,1.0,0.0,0.0,0.0,185.0,2.0,1.0
14,14,Francesco Acerbi,it ITA,DF,Lazio,it Serie A,32,1988,31.3,2097.0,1974.0,119.0,73.0,0.0,24.0,32,22.0,0.0,0.0,0.0,0.0,1854.0,4.0,11.0
15,15,Ragnar Ache,de GER,"FW,DF",Eint Frankfurt,de Bundesliga,22,1998,1.1,32.0,32.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,19.0,0.0,2.0
16,16,Marcos Acuña,ar ARG,DF,Sevilla,es La Liga,28,1991,25.9,1767.0,1487.0,277.0,46.0,0.0,21.0,119,206.0,25.0,2.0,20.0,0.0,1415.0,3.0,30.0
17,17,Che Adams,sct SCO,FW,Southampton,eng Premier League,24,1996,29.6,622.0,615.0,2.0,1.0,7.0,3.0,6,1.0,0.0,0.0,0.0,0.0,431.0,5.0,19.0
18,18,Tyler Adams,us USA,"MF,DF",RB Leipzig,de Bundesliga,21,1999,20.6,1375.0,1273.0,100.0,22.0,0.0,2.0,19,78.0,0.0,0.0,0.0,0.0,1173.0,2.0,17.0
19,19,Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,de Bundesliga,27,1993,5.3,156.0,151.0,5.0,0.0,0.0,2.0,10,3.0,0.0,0.0,0.0,0.0,103.0,0.0,10.0
20,20,Tosin Adarabioyo,eng ENG,DF,Fulham,eng Premier League,22,1997,32.8,1918.0,1872.0,42.0,35.0,0.0,8.0,2,7.0,0.0,0.0,0.0,0.0,1647.0,4.0,11.0
21,21,Bobby Adekanye,nl NED,"FW,MF",Cádiz,es La Liga,21,1999,0.4,10.0,10.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
22,22,Yacine Adli,fr FRA,MF,Bordeaux,fr Ligue 1,20,2000,26.9,1631.0,1559.0,65.0,40.0,6.0,25.0,53,6.0,18.0,7.0,8.0,0.0,1327.0,7.0,22.0
23,23,Andrea Adorante,it ITA,FW,Parma,it Serie A,20,2000,0.1,1.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
24,25,Martin Agirregabiria,es ESP,"DF,MF",Alavés,es La Liga,24,1996,17.3,751.0,563.0,183.0,16.0,0.0,9.0,32,165.0,2.0,0.0,0.0,0.0,534.0,5.0,17.0
25,26,Lucien Agoume,fr FRA,MF,Spezia,it Serie A,18,2002,8.9,487.0,472.0,12.0,11.0,1.0,5.0,1,1.0,0.0,0.0,0.0,0.0,434.0,3.0,2.0
26,27,Felix Agu,de GER,DF,Werder Bremen,de Bundesliga,20,1999,7.8,299.0,231.0,68.0,0.0,0.0,1.0,12,68.0,0.0,0.0,0.0,0.0,210.0,0.0,9.0
27,28,Kevin Agudelo,co COL,FW,Spezia,it Serie A,21,1998,15.1,328.0,310.0,16.0,0.0,1.0,1.0,11,2.0,2.0,0.0,0.0,0.0,228.0,2.0,25.0
28,29,Nayef Aguerd,ma MAR,DF,Rennes,fr Ligue 1,24,1996,35.0,2712.0,2631.0,80.0,79.0,0.0,30.0,1,1.0,0.0,0.0,0.0,0.0,2449.0,1.0,7.0
29,30,Sergio Agüero,ar ARG,FW,Manchester City,eng Premier League,32,1988,6.2,173.0,163.0,10.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,140.0,0.0,7.0
30,31,Ruben Aguilar,fr FRA,"DF,MF",Monaco,fr Ligue 1,27,1993,24.7,1568.0,1341.0,221.0,32.0,1.0,14.0,118,167.0,22.0,8.0,11.0,0.0,1265.0,6.0,24.0
31,32,Naouirou Ahamada,fr FRA,MF,Stuttgart,de Bundesliga,18,2002,2.8,125.0,122.0,3.0,3.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,110.0,0.0,4.0
32,33,Matteo Ahlinvi,bj BEN,MF,Nîmes,fr Ligue 1,21,1999,10.0,322.0,316.0,5.0,5.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,258.0,1.0,10.0
33,36,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,24,1995,14.3,629.0,608.0,16.0,15.0,0.0,2.0,1,1.0,0.0,0.0,0.0,0.0,511.0,5.0,8.0
34,37,Ola Aina,ng NGA,DF,Fulham,eng Premier League,23,1996,29.6,1769.0,1486.0,282.0,28.0,0.0,13.0,52,254.0,0.0,0.0,0.0,0.0,1352.0,1.0,34.0
35,40,Semi Ajayi,ng NGA,DF,West Brom,eng Premier League,26,1993,30.9,999.0,931.0,61.0,13.0,0.0,10.0,7,48.0,0.0,0.0,0.0,0.0,719.0,7.0,7.0
36,41,Ludovic Ajorque,fr FRA,FW,Strasbourg,fr Ligue 1,26,1994,33.0,927.0,875.0,52.0,0.0,0.0,25.0,27,4.0,0.0,0.0,0.0,0.0,620.0,0.0,30.0
37,42,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,25,1995,26.1,2137.0,2076.0,56.0,44.0,1.0,25.0,2,12.0,0.0,0.0,0.0,0.0,1961.0,5.0,8.0
38,43,Carlos Akapo,gq EQG,DF,Cádiz,es La Liga,27,1993,9.6,356.0,245.0,109.0,7.0,0.0,0.0,18,102.0,0.0,0.0,0.0,0.0,229.0,2.0,6.0
39,44,Marley Aké,fr FRA,FW,Marseille,fr Ligue 1,19,2001,1.6,31.0,28.0,2.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,22.0,1.0,1.0
40,45,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,25,1995,8.9,763.0,741.0,22.0,11.0,0.0,0.0,1,11.0,0.0,0.0,0.0,0.0,709.0,0.0,5.0
41,46,Paul Akouokou,ci CIV,MF,Betis,es La Liga,22,1997,4.2,187.0,186.0,1.0,1.0,0.0,1.0,2,0.0,0.0,0.0,0.0,0.0,170.0,0.0,0.0
42,47,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,it Serie A,27,1992,11.7,361.0,340.0,20.0,5.0,0.0,2.0,4,12.0,0.0,0.0,0.0,0.0,293.0,1.0,11.0
43,48,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,25,1995,13.2,735.0,684.0,50.0,20.0,0.0,3.0,8,30.0,0.0,0.0,0.0,0.0,600.0,1.0,7.0
44,49,David Alaba,at AUT,"DF,MF",Bayern Munich,de Bundesliga,28,1992,29.7,2290.0,2181.0,99.0,55.0,0.0,16.0,37,41.0,2.0,0.0,1.0,0.0,1929.0,10.0,28.0
45,50,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,22,1998,16.7,913.0,719.0,191.0,14.0,0.0,3.0,19,176.0,0.0,0.0,0.0,0.0,718.0,3.0,26.0
46,51,Jony Álamo,es ESP,MF,Elche,es La Liga,18,2001,0.8,16.0,16.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0
47,52,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,27,1992,13.8,308.0,294.0,12.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,226.0,2.0,8.0
48,53,Jordi Alba,es ESP,"DF,FW",Barcelona,es La Liga,31,1989,33.6,2929.0,2647.0,276.0,38.0,0.0,14.0,119,235.0,3.0,0.0,0.0,0.0,2479.0,6.0,45.0
49,54,Luis Alberto,es ESP,MF,Lazio,it Serie A,27,1992,29.1,1946.0,1664.0,266.0,71.0,9.0,14.0,150,22.0,119.0,63.0,38.0,1.0,1493.0,16.0,43.0
50,55,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,34,1985,34.6,2065.0,1994.0,68.0,62.0,0.0,19.0,6,5.0,0.0,0.0,0.0,0.0,1829.0,3.0,14.0
51,56,Marc Albrighton,eng ENG,"DF,FW",Leicester City,eng Premier League,30,1989,19.4,933.0,830.0,97.0,8.0,1.0,9.0,118,60.0,29.0,6.0,15.0,0.0,627.0,6.0,53.0
52,57,Paco Alcácer,es ESP,FW,Villarreal,es La Liga,26,1993,17.2,270.0,229.0,37.0,0.0,1.0,0.0,3,1.0,0.0,0.0,0.0,0.0,193.0,4.0,7.0
53,58,Pedro Alcalá,es ESP,DF,Cádiz,es La Liga,31,1989,10.1,282.0,266.0,14.0,14.0,0.0,5.0,0,0.0,0.0,0.0,0.0,0.0,205.0,2.0,4.0
54,59,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,29,1991,20.6,1735.0,1686.0,44.0,30.0,3.0,19.0,7,3.0,0.0,0.0,0.0,0.0,1545.0,5.0,12.0
55,60,Rubén Alcaraz,es ESP,MF,Valladolid,es La Liga,29,1991,24.1,1131.0,1076.0,48.0,43.0,0.0,39.0,10,5.0,0.0,0.0,0.0,0.0,930.0,7.0,14.0
56,61,Omar Alderete,py PAR,DF,Hertha BSC,de Bundesliga,23,1996,14.4,916.0,878.0,32.0,31.0,0.0,5.0,2,1.0,0.0,0.0,0.0,0.0,732.0,6.0,4.0
57,62,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,31,1989,24.9,1453.0,1377.0,74.0,61.0,2.0,16.0,1,13.0,0.0,0.0,0.0,0.0,1199.0,2.0,9.0
58,63,Iván Alejo,es ESP,"MF,FW",Cádiz,es La Liga,25,1995,9.2,229.0,217.0,12.0,1.0,0.0,0.0,63,7.0,3.0,1.0,2.0,0.0,127.0,0.0,20.0
59,67,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,21,1998,33.7,3015.0,2516.0,488.0,56.0,6.0,55.0,297,326.0,106.0,16.0,61.0,2.0,2245.0,11.0,52.0
60,68,Alfon,es ESP,MF,Celta Vigo,es La Liga,21,1999,0.4,16.0,16.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0
61,69,Mohamed Ali Cho,fr FRA,"FW,MF",Angers,fr Ligue 1,16,2004,3.9,111.0,106.0,3.0,0.0,0.0,0.0,11,2.0,0.0,0.0,0.0,0.0,67.0,2.0,6.0
62,70,Ezgjan Alioski,mk MKD,"DF,MF",Leeds United,eng Premier League,28,1992,27.3,1670.0,1410.0,255.0,29.0,1.0,7.0,62,226.0,0.0,0.0,0.0,0.0,1321.0,5.0,44.0
63,71,Rachid Alioui,ma MAR,FW,Angers,fr Ligue 1,28,1992,0.2,8.0,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
64,74,Allan,br BRA,MF,Everton,eng Premier League,29,1991,22.8,1068.0,1029.0,35.0,22.0,1.0,4.0,4,5.0,0.0,0.0,0.0,0.0,908.0,4.0,18.0
65,75,Dele Alli,eng ENG,MF,Tottenham,eng Premier League,24,1996,6.9,345.0,316.0,27.0,8.0,1.0,1.0,10,3.0,0.0,0.0,0.0,0.0,275.0,2.0,12.0
66,76,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,eng Premier League,26,1994,27.0,895.0,866.0,26.0,6.0,3.0,5.0,39,3.0,5.0,0.0,0.0,0.0,708.0,3.0,33.0
67,77,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,29,1990,10.7,610.0,517.0,90.0,11.0,0.0,3.0,24,75.0,4.0,0.0,4.0,0.0,493.0,3.0,21.0
68,78,Sergio Álvarez,es ESP,"MF,DF",Eibar,es La Liga,28,1992,17.4,698.0,681.0,16.0,14.0,0.0,8.0,9,2.0,0.0,0.0,0.0,0.0,531.0,1.0,6.0
69,79,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,25,1995,21.6,1107.0,1049.0,54.0,51.0,0.0,26.0,5,3.0,0.0,0.0,0.0,0.0,907.0,4.0,8.0
70,80,Bruno Alves,pt POR,DF,Parma,it Serie A,38,1981,18.1,931.0,894.0,33.0,29.0,0.0,11.0,8,2.0,0.0,0.0,0.0,0.0,790.0,4.0,4.0
71,81,Steven Alzate,co COL,MF,Brighton,eng Premier League,21,1998,10.0,449.0,438.0,11.0,1.0,0.0,1.0,3,9.0,0.0,0.0,0.0,0.0,403.0,0.0,5.0
72,82,Ibrahim Amadou,fr FRA,MF,Angers,fr Ligue 1,27,1993,16.7,691.0,677.0,13.0,11.0,0.0,5.0,4,2.0,0.0,0.0,0.0,0.0,582.0,1.0,11.0
73,83,Romain Amalfitano,fr FRA,"FW,DF",Dijon,fr Ligue 1,30,1989,1.3,57.0,52.0,4.0,0.0,0.0,0.0,5,4.0,0.0,0.0,0.0,0.0,44.0,1.0,1.0
74,84,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,es La Liga,18,2001,0.5,14.0,11.0,3.0,0.0,0.0,0.0,1,3.0,0.0,0.0,0.0,0.0,9.0,0.0,1.0
75,85,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,25,1994,8.0,493.0,453.0,38.0,2.0,0.0,0.0,1,36.0,0.0,0.0,0.0,0.0,414.0,2.0,8.0
76,86,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,26,1994,9.0,442.0,362.0,79.0,6.0,0.0,3.0,10,73.0,0.0,0.0,0.0,0.0,343.0,1.0,14.0
77,87,Thierry Ambrose,gp GLP,FW,Metz,fr Ligue 1,23,1997,8.4,243.0,229.0,13.0,1.0,1.0,2.0,19,2.0,3.0,3.0,0.0,0.0,164.0,1.0,15.0
78,88,Wisdom Amey,it ITA,DF,Bologna,it Serie A,14,2005,0.0,5.0,3.0,2.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
79,89,Nadiem Amiri,de GER,MF,Leverkusen,de Bundesliga,23,1996,21.0,1139.0,1036.0,96.0,41.0,3.0,3.0,68,7.0,44.0,15.0,19.0,0.0,930.0,7.0,24.0
80,90,Ethan Ampadu,wls WAL,"DF,MF",Sheffield Utd,eng Premier League,19,2000,23.2,1087.0,1002.0,83.0,18.0,0.0,15.0,19,60.0,5.0,5.0,0.0,0.0,870.0,2.0,14.0
81,91,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,23,1996,27.1,1378.0,1314.0,61.0,38.0,0.0,33.0,16,5.0,0.0,0.0,0.0,0.0,1210.0,3.0,18.0
82,92,Jon Ander Garrido,es ESP,MF,Cádiz,es La Liga,30,1989,8.9,230.0,223.0,7.0,7.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,180.0,0.0,2.0
83,95,Djavan Anderson,nl NED,DF,Lazio,it Serie A,25,1995,0.8,32.0,25.0,7.0,0.0,0.0,0.0,2,7.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0
84,96,Elliot Anderson,sct SCO,MF,Newcastle Utd,eng Premier League,17,2002,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
85,97,Felipe Anderson,br BRA,"FW,MF",West Ham,eng Premier League,27,1993,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
86,98,Sebastian Andersson,se SWE,FW,Köln,de Bundesliga,29,1991,12.5,247.0,221.0,25.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,168.0,1.0,6.0
87,100,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,29,1990,32.1,2040.0,2005.0,30.0,28.0,0.0,16.0,14,2.0,0.0,0.0,0.0,0.0,1703.0,5.0,35.0
88,101,Robert Andrich,de GER,MF,Union Berlin,de Bundesliga,25,1994,28.1,1442.0,1408.0,25.0,20.0,2.0,12.0,17,2.0,0.0,0.0,0.0,0.0,1127.0,9.0,21.0
89,102,Victorien Angban,ci CIV,MF,Metz,fr Ligue 1,23,1996,18.6,890.0,871.0,18.0,15.0,0.0,9.0,9,3.0,0.0,0.0,0.0,0.0,780.0,1.0,11.0
90,104,José Ángel,es ESP,DF,Eibar,es La Liga,30,1989,10.0,692.0,552.0,135.0,19.0,0.0,9.0,59,115.0,1.0,0.0,0.0,0.0,510.0,5.0,15.0
91,105,Miguel Ángel Rubio,es ESP,DF,Valladolid,es La Liga,22,1998,1.5,54.0,53.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,39.0,1.0,0.0
92,106,Angeliño,es ESP,"DF,FW",RB Leipzig,de Bundesliga,23,1997,24.0,1500.0,1207.0,284.0,44.0,1.0,4.0,184,193.0,47.0,23.0,15.0,0.0,1057.0,9.0,36.0
93,107,Davide Angelo Ghislandi,it ITA,DF,Atalanta,it Serie A,19,2001,0.1,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
94,108,Philip Ankhrah,gh GHA,MF,Hellas Verona,it Serie A,17,2002,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,109,Cristian Ansaldi,ar ARG,"DF,FW",Torino,it Serie A,33,1986,21.6,997.0,757.0,239.0,32.0,0.0,26.0,177,185.0,22.0,3.0,16.0,0.0,674.0,1.0,28.0
96,110,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,24,1996,30.1,2097.0,1993.0,100.0,60.0,1.0,6.0,11,40.0,0.0,0.0,0.0,0.0,1835.0,4.0,22.0
97,111,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,30,1990,21.9,494.0,481.0,11.0,1.0,0.0,3.0,31,8.0,0.0,0.0,0.0,0.0,316.0,2.0,20.0
98,112,José Antonio Miranda,gq EQG,"MF,DF",Getafe,es La Liga,22,1998,0.3,16.0,16.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
99,113,Valentin Antov,bg BUL,DF,Bologna,it Serie A,19,2000,2.6,122.0,109.0,13.0,6.0,0.0,1.0,0,7.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0
100,114,Houssem Aouar,dz ALG,"MF,FW",Lyon,fr Ligue 1,22,1998,19.8,991.0,945.0,41.0,14.0,2.0,5.0,19,7.0,8.0,2.0,1.0,0.0,833.0,5.0,23.0
101,115,Adil Aouchiche,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,18,2002,19.2,818.0,680.0,136.0,45.0,4.0,14.0,130,5.0,77.0,26.0,38.0,3.0,571.0,2.0,22.0
102,116,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,28,1992,17.3,868.0,676.0,189.0,13.0,0.0,2.0,47,176.0,0.0,0.0,0.0,0.0,628.0,3.0,18.0
103,117,Aritz Arambarri,es ESP,DF,Real Sociedad,es La Liga,22,1998,0.3,19.0,15.0,4.0,0.0,0.0,0.0,0,4.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
104,118,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,24,1995,33.1,1093.0,964.0,123.0,51.0,2.0,36.0,123,2.0,68.0,41.0,13.0,0.0,739.0,6.0,14.0
105,119,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,31,1989,18.5,1168.0,1122.0,44.0,35.0,0.0,5.0,4,9.0,0.0,0.0,0.0,0.0,998.0,2.0,19.0
106,120,Luiz Araújo,br BRA,MF,Lille,fr Ligue 1,24,1996,16.6,606.0,588.0,16.0,4.0,1.0,11.0,27,8.0,4.0,3.0,0.0,0.0,455.0,2.0,17.0
107,121,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,28,1991,27.0,1590.0,1562.0,26.0,24.0,1.0,7.0,2,2.0,0.0,0.0,0.0,0.0,1321.0,2.0,9.0
108,122,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,21,1999,16.8,1075.0,1037.0,37.0,28.0,0.0,6.0,0,9.0,0.0,0.0,0.0,0.0,985.0,1.0,4.0
109,123,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,33,1987,31.2,1932.0,1652.0,278.0,88.0,0.0,82.0,43,190.0,0.0,0.0,0.0,0.0,1459.0,2.0,21.0
110,125,Santiago Arias,co COL,DF,Leverkusen,de Bundesliga,28,1992,1.0,57.0,49.0,8.0,1.0,0.0,0.0,2,7.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0
111,126,Karim Aribi,dz ALG,FW,Nîmes,fr Ligue 1,26,1994,3.3,68.0,59.0,9.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,38.0,0.0,3.0
112,127,Unai Arietaleanizbeaskoa,es ESP,"FW,MF",Eibar,es La Liga,21,1999,0.5,7.0,7.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
113,128,Nicolò Armini,it ITA,DF,Lazio,it Serie A,19,2001,0.1,5.0,3.0,1.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
114,129,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,28,1992,30.7,1298.0,1203.0,89.0,14.0,2.0,4.0,40,16.0,2.0,0.0,0.0,0.0,1021.0,6.0,52.0
115,130,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,26,1994,28.7,1664.0,1395.0,259.0,140.0,3.0,20.0,139,11.0,105.0,53.0,33.0,0.0,1323.0,10.0,19.0
116,131,Toluwalase Arokodare,ng NGA,"FW,MF",Köln,de Bundesliga,19,2000,1.2,37.0,35.0,2.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,26.0,0.0,1.0
117,132,Sergio Arribas,es ESP,"MF,FW",Real Madrid,es La Liga,18,2001,1.5,89.0,86.0,2.0,0.0,1.0,0.0,1,2.0,0.0,0.0,0.0,0.0,72.0,1.0,3.0
118,134,Tolgay Arslan,de GER,MF,Udinese,it Serie A,29,1990,20.2,890.0,853.0,31.0,26.0,1.0,10.0,13,3.0,2.0,1.0,1.0,0.0,749.0,6.0,12.0
119,135,Kwadwo Asamoah,gh GHA,"DF,MF",Cagliari,it Serie A,31,1988,2.5,114.0,102.0,12.0,1.0,0.0,0.0,7,10.0,1.0,0.0,0.0,0.0,95.0,0.0,1.0
120,136,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,23,1997,8.5,358.0,332.0,25.0,23.0,0.0,4.0,4,2.0,0.0,0.0,0.0,0.0,291.0,1.0,12.0
121,138,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,24,1996,20.8,1012.0,948.0,60.0,11.0,1.0,12.0,97,20.0,29.0,9.0,5.0,0.0,798.0,4.0,32.0
122,139,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,19,2001,1.1,19.0,19.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
123,140,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,32,1987,31.8,1275.0,1209.0,55.0,19.0,9.0,11.0,28,12.0,2.0,1.0,1.0,0.0,983.0,11.0,34.0
124,141,Roger Assalé,ci CIV,"FW,MF",Dijon,fr Ligue 1,26,1993,9.2,181.0,171.0,9.0,1.0,0.0,2.0,6,2.0,0.0,0.0,0.0,0.0,118.0,1.0,5.0
125,142,Youcef Atal,dz ALG,"DF,FW",Nice,fr Ligue 1,24,1996,10.6,630.0,533.0,97.0,11.0,1.0,5.0,51,86.0,0.0,0.0,0.0,0.0,496.0,0.0,14.0
126,143,Miguel Atienza,es ESP,MF,Eibar,es La Liga,21,1999,9.3,341.0,340.0,1.0,1.0,0.0,3.0,4,0.0,0.0,0.0,0.0,0.0,271.0,0.0,3.0
127,144,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,31,1989,25.9,674.0,651.0,14.0,0.0,1.0,3.0,38,3.0,0.0,0.0,0.0,0.0,499.0,9.0,12.0
128,146,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,25,1994,35.7,2061.0,1701.0,357.0,42.0,0.0,5.0,148,315.0,0.0,0.0,0.0,0.0,1564.0,3.0,62.0
129,147,Jean-Kévin Augustin,fr FRA,FW,Nantes,fr Ligue 1,23,1997,0.4,4.0,3.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
130,148,Ludwig Augustinsson,se SWE,"DF,FW",Werder Bremen,de Bundesliga,26,1994,21.7,1177.0,854.0,317.0,55.0,0.0,5.0,193,191.0,71.0,29.0,39.0,0.0,762.0,6.0,31.0
