,Player,Nationality,Position,Squad,Competition,Age,Year_of_Birth,Matches_Played,Minutes,Minutes_Per_Match_Played,Percentage_of_Squad_Minutes_Played,90s_Played,Starts,Minutes_Per_Match_Started,Complete_Matches_Played,Games_Played_as_Sub,Minutes_Per_Substitution,Games_as_Unused_Sub,Points_per_Match,Goals_Scored_(on_pitch),Goals_Allowed_(on_pitch),Plus/Minus,Plus/Minus_per_90,On-Off,xG_(on_pitch),xGA_(on_pitch),xG_Plus/Minus,xG_Plus/Minus_per_90,xG_On-Off,Matches
2185,Nikola Pejovic,rs SRB,DF,Empoli,it Serie A,19,1998,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2186,Peter Pekarík,sk SVK,DF,Hertha BSC,de Bundesliga,31,1986,3,217,72,7.1,2.4,2,91,2,1,36,11,0.33,2,4,-2,-0.83,-0.64,2.4,4.4,-2.0,-0.83,-0.56,Matches
2187,Pelé,gw GNB,MF,Monaco,fr Ligue 1,26,1991,8,469,59,13.7,5.2,4,82,2,4,36,6,0.88,3,12,-9,-1.73,-1.42,6.4,8.5,-2.1,-0.43,-0.41,Matches
2188,Yohann Pelé,fr FRA,GK,Marseille,fr Ligue 1,35,1982,9,682,76,19.9,7.6,7,90,7,2,26,29,1.56,18,12,+6,+0.79,+0.73,11.7,10.1,+1.6,+0.21,+0.03,Matches
2189,Lorenzo Peli,it ITA,FW,Atalanta,it Serie A,18,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2190,Maxime Pélican,fr FRA,"FW,MF",Nice,fr Ligue 1,20,1998,2,91,46,2.7,1.0,1,65,0,1,26,0,1.50,1,1,0,0.00,+0.14,0.9,1.9,-1.0,-0.96,-0.88,Matches
2191,Pietro Pellegri,it ITA,"FW,MF",Monaco,fr Ligue 1,17,2001,3,82,27,2.4,0.9,0,,0,3,27,0,0.00,1,2,-1,-1.10,-0.61,1.1,1.3,-0.2,-0.20,-0.13,Matches
2192,Lorenzo Pellegrini,it ITA,MF,Roma,it Serie A,22,1996,25,"1,821",73,53.2,20.2,21,80,11,4,37,4,1.80,32,25,+7,+0.35,-0.27,32.9,28.4,+4.5,+0.22,-0.21,Matches
2193,Luca Pellegrini,it ITA,DF,Cagliari,it Serie A,19,1999,12,940,78,27.5,10.4,11,84,9,1,18,2,1.17,10,15,-5,-0.48,-0.01,11.7,20.0,-8.3,-0.79,-0.37,Matches
2194,Luca Pellegrini,it ITA,DF,Roma,it Serie A,19,1999,4,161,40,4.7,1.8,2,68,0,2,13,13,1.75,2,4,-2,-1.12,-1.67,2.0,3.8,-1.8,-1.02,-1.41,Matches
2195,Théo Pellenard,fr FRA,DF,Bordeaux,fr Ligue 1,24,1994,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2196,Théo Pellenard,fr FRA,DF,Angers,fr Ligue 1,24,1994,6,495,83,14.5,5.5,6,83,5,0,,5,1.00,6,8,-2,-0.36,-0.27,8.7,5.9,+2.8,+0.51,+0.51,Matches
2197,Sergio Pellissier,it ITA,FW,Chievo,it Serie A,39,1979,19,953,50,27.9,10.6,12,73,5,7,11,14,0.84,9,14,-5,-0.47,+1.17,12.0,16.3,-4.3,-0.41,+0.32,Matches
2198,Andy Pelmard,fr FRA,DF,Nice,fr Ligue 1,18,2000,4,275,69,8.0,3.1,4,69,1,0,,8,1.00,1,4,-3,-0.98,-0.92,2.5,5.0,-2.6,-0.84,-0.80,Matches
2199,Lee Peltier,eng ENG,DF,Cardiff City,eng Premier League,31,1986,20,"1,544",77,45.1,17.2,17,88,16,3,17,11,1.10,17,26,-9,-0.52,+0.72,20.5,30.3,-9.8,-0.57,-0.13,Matches
2200,Federico Peluso,it ITA,DF,Sassuolo,it Serie A,34,1984,16,"1,356",85,39.6,15.1,14,89,13,2,56,11,1.00,20,26,-6,-0.40,-0.35,19.5,24.6,-5.1,-0.34,-0.17,Matches
2201,Iñaki Peña ,es ESP,GK,Barcelona,es La Liga,19,1999,0,,,,,0,,0,0,,9,,,,,,,,,,,,Matches
2202,Rubén Peña,es ESP,DF,Eibar,es La Liga,27,1991,31,"2,674",86,78.2,29.7,30,89,29,1,18,1,1.35,40,41,-1,-0.03,+0.33,47.5,36.7,+10.8,+0.36,+0.59,Matches
2203,Adalberto Peñaranda,ve VEN,"FW,MF",Watford,eng Premier League,21,1997,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2204,Nicolas Pépé,ci CIV,"FW,MF",Lille,fr Ligue 1,23,1995,38,"3,324",87,97.2,36.9,37,89,28,1,18,0,1.97,66,28,+38,+1.03,+3.84,57.8,39.0,+18.9,+0.51,+1.90,Matches
2205,Pepín,gq EQG,MF,Parma,it Serie A,21,1996,2,77,39,2.3,0.9,1,52,0,1,25,15,0.00,1,3,-2,-2.34,-1.85,0.6,0.8,-0.1,-0.17,+0.50,Matches
2206,Andreas Pereira,br BRA,MF,Manchester Utd,eng Premier League,22,1996,15,599,40,17.5,6.7,6,72,1,9,19,9,1.47,8,13,-5,-0.75,-1.26,8.9,9.6,-0.7,-0.11,-0.47,Matches
2207,Matheus Pereira,pt POR,"MF,FW",Nürnberg,de Bundesliga,22,1996,19,"1,232",65,40.3,13.7,16,75,8,3,10,6,0.63,9,18,-9,-0.66,+0.97,15.1,18.8,-3.7,-0.27,+0.39,Matches
2208,Pedro Pereira,pt POR,"DF,FW",Genoa,it Serie A,20,1998,26,"1,384",53,40.5,15.4,15,81,9,11,15,12,1.15,13,25,-12,-0.78,-0.52,17.3,23.1,-5.8,-0.38,-0.35,Matches
2209,Ricardo Pereira,pt POR,"DF,FW",Leicester City,eng Premier League,24,1993,35,"3,123",89,91.3,34.7,35,89,33,0,,3,1.34,46,45,+1,+0.03,-0.58,47.5,39.4,+8.2,+0.24,+0.07,Matches
2210,Antonio Perera,es ESP,MF,Alavés,es La Liga,21,1997,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2211,Roberto Pereyra,ar ARG,MF,Watford,eng Premier League,27,1991,33,"2,815",85,82.3,31.3,33,85,23,0,,0,1.30,42,53,-11,-0.35,-0.95,42.1,47.9,-5.8,-0.19,+0.58,Matches
2212,Ayoze Pérez,es ESP,"MF,FW",Newcastle Utd,eng Premier League,25,1993,37,"2,917",79,85.3,32.4,34,83,19,3,29,1,1.22,40,35,+5,+0.15,+2.12,34.8,41.6,-6.8,-0.21,+1.16,Matches
2213,Carles Pérez,es ESP,FW,Barcelona,es La Liga,20,1998,1,18,18,0.5,0.2,0,,0,1,17,0,1.00,0,0,0,0.00,-1.43,0.2,0.5,-0.4,-1.99,-2.80,Matches
2214,Hernán Pérez,py PAR,"FW,MF",Espanyol,es La Liga,29,1989,19,795,42,23.2,8.8,10,66,0,9,16,4,1.42,8,12,-4,-0.45,-0.52,9.4,13.6,-4.2,-0.47,-0.45,Matches
2215,Lucas Pérez,es ESP,"FW,MF",West Ham,eng Premier League,29,1988,15,475,32,13.9,5.3,4,56,0,11,23,9,1.40,11,13,-2,-0.38,-0.35,5.5,8.7,-3.2,-0.60,-0.26,Matches
2216,Nehuén Pérez,ar ARG,DF,Atlético Madrid,es La Liga,18,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2217,Rubén Pérez,es ESP,MF,Leganés,es La Liga,29,1989,31,"2,474",80,72.3,27.5,27,90,25,4,12,0,1.26,27,31,-4,-0.15,+0.04,30.7,29.2,+1.6,+0.06,+0.26,Matches
2218,Samu Pérez,es ESP,GK,Valladolid,es La Liga,21,1997,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
2219,Stipe Perica,hr CRO,FW,Frosinone,it Serie A,23,1995,7,480,69,14.0,5.3,6,78,3,1,14,7,0.14,1,11,-10,-1.87,-0.96,4.5,10.5,-6.0,-1.16,-0.64,Matches
2220,Mattia Perin,it ITA,GK,Juventus,it Serie A,25,1992,9,810,90,23.7,9.0,9,90,9,0,,21,2.11,15,8,+7,+0.78,-0.36,12.1,8.5,+3.7,+0.41,-0.33,Matches
2221,Samuele Perisan,it ITA,GK,Udinese,it Serie A,20,1997,0,,,,,0,,0,0,,19,,,,,,,,,,,,Matches
2222,Ivan Perišić,hr CRO,FW,Inter,it Serie A,29,1989,34,"2,701",79,79.0,30.0,30,86,22,4,30,4,1.76,43,30,+13,+0.43,-0.94,51.2,31.5,+19.6,+0.65,-0.09,Matches
2223,Diego Perotti,ar ARG,"FW,MF",Roma,it Serie A,30,1988,13,668,51,19.5,7.4,6,80,3,7,27,9,1.38,12,13,-1,-0.13,-0.76,15.3,8.0,+7.3,+0.99,+0.83,Matches
2224,Romain Perraud,fr FRA,DF,Nice,fr Ligue 1,20,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2225,Loïc Perrin,fr FRA,DF,Saint-Étienne,fr Ligue 1,32,1985,31,"2,700",87,78.9,30.0,31,87,29,0,,1,1.74,44,33,+11,+0.37,-0.51,43.3,41.7,+1.6,+0.05,-0.53,Matches
2226,Lucas Perrin,fr FRA,DF,Marseille,fr Ligue 1,19,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2227,Filippo Perucchini,it ITA,GK,Empoli,it Serie A,26,1991,0,,,0.0,0.0,0,,0,0,,14,0.00,1,2,-1,,,,,,,,Matches
2228,Pavao Pervan,at AUT,GK,Wolfsburg,de Bundesliga,30,1987,9,765,85,25.0,8.5,8,90,8,1,45,24,2.00,24,12,+12,+1.41,+1.41,13.3,12.7,+0.6,+0.07,+0.12,Matches
2229,Matteo Pessina,it ITA,"MF,FW",Atalanta,it Serie A,21,1997,12,235,20,6.9,2.6,1,49,0,11,17,26,2.08,8,6,+2,+0.77,-0.05,5.5,3.8,+1.7,+0.67,-0.16,Matches
2230,Andrea Petagna,it ITA,FW,SPAL,it Serie A,23,1995,36,"3,031",84,88.6,33.7,35,86,21,1,20,1,1.14,42,51,-9,-0.27,+0.43,40.6,44.8,-4.2,-0.13,+0.60,Matches
2231,Nils Petersen,de GER,FW,Freiburg,de Bundesliga,29,1988,24,"1,929",80,63.0,21.4,20,89,18,4,39,1,1.33,36,32,+4,+0.19,+1.70,26.6,36.6,-10.0,-0.47,+0.34,Matches
2232,Ondřej Petrák,cz CZE,MF,Nürnberg,de Bundesliga,26,1992,22,"1,624",74,53.1,18.0,18,87,14,4,15,5,0.59,15,35,-20,-1.11,+0.27,20.5,27.8,-7.3,-0.40,+0.22,Matches
2233,Denis Petrić,rs SRB,GK,Guingamp,fr Ligue 1,30,1988,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
2234,Léo Pétrot,fr FRA,DF,Saint-Étienne,fr Ligue 1,21,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2235,Germán Pezzella,ar ARG,DF,Fiorentina,it Serie A,27,1991,32,"2,850",89,83.3,31.7,32,89,30,0,,1,1.09,39,38,+1,+0.03,-0.13,43.1,35.6,+7.4,+0.23,-0.65,Matches
2236,Giuseppe Pezzella,it ITA,DF,Udinese,it Serie A,20,1997,4,184,46,5.4,2.0,2,81,1,2,11,12,1.75,1,2,-1,-0.49,-0.13,1.6,3.8,-2.2,-1.05,-0.63,Matches
2237,Giuseppe Pezzella,it ITA,"DF,MF",Genoa,it Serie A,20,1997,5,112,22,3.3,1.2,1,90,1,4,6,13,1.20,1,4,-3,-2.41,-2.00,1.5,2.8,-1.3,-1.05,-0.91,Matches
2238,Salvatore Pezzella,it ITA,MF,Roma,it Serie A,18,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2239,Matthias Phaeton,gp GLP,"FW,MF",Guingamp,fr Ligue 1,18,2000,4,56,14,1.6,0.6,0,,0,4,14,2,0.00,2,1,+1,+1.61,+2.70,1.6,0.1,+1.5,+2.39,+2.78,Matches
2240,Maximilian Philipp,de GER,"FW,MF",Dortmund,de Bundesliga,24,1994,18,758,42,24.8,8.4,9,71,1,9,13,5,2.28,19,5,+14,+1.66,+0.76,11.6,9.0,+2.5,+0.30,-0.44,Matches
2241,Lebogang Phiri,za RSA,MF,Guingamp,fr Ligue 1,23,1994,24,"1,928",80,56.4,21.4,23,83,18,1,10,8,0.79,14,36,-22,-1.03,+0.06,22.3,31.8,-9.5,-0.44,-0.24,Matches
2242,Krzysztof Piątek,pl POL,FW,Genoa,it Serie A,23,1995,19,"1,593",84,46.6,17.7,18,86,16,1,40,0,1.05,24,29,-5,-0.28,+0.36,21.0,26.5,-5.4,-0.31,-0.26,Matches
2243,Krzysztof Piątek,pl POL,FW,Milan,it Serie A,23,1995,18,"1,373",76,40.1,15.3,16,83,8,2,25,0,1.89,27,15,+12,+0.79,+0.48,19.3,19.0,+0.3,+0.02,-0.30,Matches
2244,Pablo Piatti,ar ARG,"FW,MF",Espanyol,es La Liga,29,1989,20,743,37,21.7,8.3,6,72,2,14,22,3,1.35,8,12,-4,-0.48,-0.55,9.4,10.0,-0.7,-0.08,+0.06,Matches
2245,Lucas Piazon,br BRA,"MF,FW",Chievo,it Serie A,24,1994,4,84,21,2.5,0.9,0,,0,4,21,12,0.50,0,0,0,0.00,+1.35,1.2,1.1,+0.1,+0.14,+0.80,Matches
2246,Cristiano Piccini,it ITA,DF,Valencia,es La Liga,25,1992,23,"1,868",81,54.6,20.8,21,86,19,2,34,3,1.48,30,22,+8,+0.39,-0.08,34.7,25.0,+9.7,+0.47,0.00,Matches
2247,Roberto Piccoli,it ITA,"FW,MF",Atalanta,it Serie A,17,2001,2,48,24,1.4,0.5,0,,0,2,24,10,2.00,2,0,+2,+3.75,+2.98,2.3,0.1,+2.3,+4.26,+3.50,Matches
2248,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,24,1994,38,"3,420",90,100.0,38.0,38,90,38,0,,0,1.42,54,46,+8,+0.21,,49.7,45.7,+4.0,+0.10,,Matches
2249,Jérémy Pied,fr FRA,DF,Lille,fr Ligue 1,29,1989,11,469,43,13.7,5.2,4,90,4,7,16,13,2.36,10,9,+1,+0.19,-0.85,9.0,6.5,+2.6,+0.49,+0.04,Matches
2250,Amos Pieper,de GER,DF,Dortmund,de Bundesliga,20,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2251,Ronaël Pierre-Gabriel,fr FRA,DF,Monaco,fr Ligue 1,20,1998,4,355,89,10.4,3.9,4,89,3,0,,3,2.25,7,2,+5,+1.27,+1.97,5.9,3.7,+2.2,+0.55,+0.70,Matches
2252,Erik Pieters,nl NED,DF,Amiens,fr Ligue 1,29,1988,15,"1,261",84,36.9,14.0,14,90,14,1,1,1,1.33,12,14,-2,-0.14,+0.65,15.5,14.6,+0.9,+0.07,+0.71,Matches
2253,Tomás Pina Isla,es ESP,MF,Alavés,es La Liga,30,1987,28,"2,340",84,68.4,26.0,27,86,23,1,19,1,1.29,26,34,-8,-0.31,-0.06,29.9,37.8,-7.9,-0.30,+0.04,Matches
2254,Andrea Pinamonti,it ITA,FW,Frosinone,it Serie A,19,1999,27,"1,625",60,47.5,18.1,17,83,9,10,21,9,0.70,17,32,-15,-0.83,+0.42,19.3,29.4,-10.1,-0.56,+0.09,Matches
2255,Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,28,1990,1,90,90,2.6,1.0,1,90,1,0,,37,0.00,0,2,-2,-2.00,-3.14,0.5,0.7,-0.3,-0.26,-0.94,Matches
2256,Virgile Pinson,fr FRA,MF,Reims,fr Ligue 1,22,1996,1,5,5,0.1,0.1,0,,0,1,5,0,0.00,0,0,0,0.00,+0.08,0.3,0.2,+0.1,+1.19,+1.37,Matches
2257,Lenny Pintor,fr FRA,FW,Lyon,fr Ligue 1,17,2000,1,1,1,0.0,0.0,0,,0,1,1,3,3.00,0,0,0,0.00,-0.61,0.0,0.0,0.0,0.00,-0.78,Matches
2258,Pipa,es ESP,"DF,MF",Espanyol,es La Liga,20,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2259,Gerard Piqué,es ESP,DF,Barcelona,es La Liga,31,1987,35,"3,150",90,92.1,35.0,35,90,35,0,,1,2.43,86,30,+56,+1.60,+2.27,71.5,41.0,+30.6,+0.87,+0.90,Matches
2260,Felipe Pires,br BRA,"FW,MF",Hoffenheim,de Bundesliga,23,1995,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2261,Facundo Píriz,uy URU,"MF,FW",Montpellier,fr Ligue 1,28,1990,6,116,19,3.4,1.3,0,,0,6,19,18,1.33,1,4,-3,-2.33,-2.71,0.8,3.0,-2.3,-1.76,-2.05,Matches
2262,Fabio Pisacane,it ITA,DF,Cagliari,it Serie A,32,1986,27,"2,266",84,66.3,25.2,24,90,22,3,38,10,0.96,22,37,-15,-0.60,-0.36,28.5,42.1,-13.6,-0.54,-0.04,Matches
2263,Łukasz Piszczek,pl POL,DF,Dortmund,de Bundesliga,33,1985,20,"1,756",88,57.4,19.5,20,88,17,0,,3,2.20,42,23,+19,+0.97,-0.27,34.1,23.4,+10.7,+0.55,-0.20,Matches
2264,Claudio Pizarro,pe PER,FW,Werder Bremen,de Bundesliga,39,1978,26,692,27,22.6,7.7,3,72,0,23,21,6,1.50,23,12,+11,+1.43,+1.51,13.1,15.0,-1.9,-0.24,-0.07,Matches
2265,Marko Pjaca,hr CRO,"FW,MF",Fiorentina,it Serie A,23,1995,19,750,39,21.9,8.3,8,67,1,11,19,6,1.21,12,9,+3,+0.36,+0.39,12.2,7.1,+5.1,+0.61,+0.34,Matches
2266,Miralem Pjanić,ba BIH,MF,Juventus,it Serie A,28,1990,31,"2,280",74,66.7,25.3,27,81,15,4,22,3,2.42,46,17,+29,+1.14,+0.28,42.9,21.7,+21.2,+0.84,+0.54,Matches
2267,Carles Planas,es ESP,DF,Girona,es La Liga,27,1991,7,419,60,12.3,4.7,4,70,2,3,46,5,1.86,5,3,+2,+0.43,+0.97,4.6,8.6,-4.0,-0.86,-0.70,Matches
2268,Óscar Plano,es ESP,"MF,FW",Valladolid,es La Liga,27,1991,33,"2,693",82,78.7,29.9,30,87,23,3,25,1,0.97,29,46,-17,-0.57,-0.32,35.1,45.7,-10.6,-0.36,+0.49,Matches
2269,Jaroslav Plašil,cz CZE,MF,Bordeaux,fr Ligue 1,36,1982,23,"1,443",63,42.2,16.0,16,83,11,7,18,9,0.91,10,20,-10,-0.62,-0.71,17.4,20.7,-3.4,-0.21,+0.26,Matches
2270,Marvin Plattenhardt,de GER,DF,Hertha BSC,de Bundesliga,26,1992,22,"1,924",87,62.9,21.4,22,87,20,0,,8,1.32,32,35,-3,-0.14,+0.26,32.9,36.9,-4.0,-0.19,+0.33,Matches
2271,Stiven Plaza,ec ECU,"FW,MF",Valladolid,es La Liga,19,1999,2,38,19,1.1,0.4,0,,0,2,18,1,0.00,0,0,0,0.00,+0.51,0.1,1.8,-1.7,-3.94,-3.52,Matches
2272,Alassane Pléa,fr FRA,FW,M'Gladbach,de Bundesliga,25,1993,34,"2,503",74,81.8,27.8,28,84,17,6,24,0,1.62,44,33,+11,+0.40,+0.07,41.9,43.8,-2.0,-0.07,-0.38,Matches
2273,Alessandro Plizzari,it ITA,GK,Milan,it Serie A,18,2000,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
2274,Luca Plogmann,de GER,GK,Werder Bremen,de Bundesliga,18,2000,1,38,38,1.2,0.4,0,,0,1,37,16,3.00,1,1,0,0.00,-0.27,0.6,1.0,-0.4,-0.94,-0.77,Matches
2275,Morgan Poaty,cg CGO,MF,Montpellier,fr Ligue 1,21,1997,1,90,90,2.6,1.0,1,90,1,0,,2,0.00,1,2,-1,-1.00,-1.32,1.3,2.0,-0.7,-0.72,-0.97,Matches
2276,Paul Pogba,fr FRA,MF,Manchester Utd,eng Premier League,25,1993,35,"3,006",86,87.9,33.4,34,88,28,1,15,2,1.80,56,43,+13,+0.39,+0.82,55.4,40.8,+14.6,+0.44,+1.26,Matches
2277,Denis-Will Poha,fr FRA,MF,Rennes,fr Ligue 1,21,1997,2,29,15,0.8,0.3,0,,0,2,15,13,1.50,1,0,+1,+3.10,+3.05,0.2,0.2,-0.1,-0.18,-0.39,Matches
2278,Andrea Poli,it ITA,MF,Bologna,it Serie A,28,1989,30,"1,932",64,56.5,21.5,23,76,4,7,25,1,0.93,22,27,-5,-0.23,-0.05,23.1,25.3,-2.1,-0.10,-0.10,Matches
2279,Matteo Politano,it ITA,FW,Inter,it Serie A,24,1993,36,"2,549",71,74.5,28.3,31,78,8,5,27,0,1.83,42,20,+22,+0.78,+0.57,46.5,28.0,+18.4,+0.65,-0.09,Matches
2280,Pierre-Yves Polomat,fr FRA,DF,Saint-Étienne,fr Ligue 1,24,1993,18,950,53,27.8,10.6,11,80,7,7,9,6,2.11,20,11,+9,+0.85,+0.52,15.7,15.5,+0.1,+0.01,-0.21,Matches
2281,Giacomo Poluzzi,it ITA,GK,SPAL,it Serie A,30,1988,1,6,6,0.2,0.1,0,,0,1,6,25,3.00,0,0,0,0.00,+0.32,0.0,0.0,0.0,+0.72,+0.91,Matches
2282,Pere Pons,es ESP,MF,Girona,es La Liga,25,1993,34,"2,792",82,81.6,31.0,32,86,25,2,18,3,0.97,27,42,-15,-0.48,-0.34,33.1,42.0,-8.9,-0.29,-0.25,Matches
2283,Simone Pontisso,it ITA,MF,Udinese,it Serie A,21,1997,0,,,,,0,,0,0,,19,,,,,,,,,,,,Matches
2284,Pedro Porro,es ESP,DF,Girona,es La Liga,18,1999,32,"2,211",69,64.6,24.6,25,85,16,7,14,5,1.06,25,33,-8,-0.33,+0.27,28.0,36.0,-8.0,-0.33,-0.24,Matches
2285,Jérémie Porsan-Clémenté,fr FRA,FW,Montpellier,fr Ligue 1,20,1997,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
2286,Manolo Portanova,it ITA,MF,Juventus,it Serie A,18,2000,1,33,33,1.0,0.4,0,,0,1,33,0,0.00,0,2,-2,-5.45,-6.57,0.1,0.5,-0.4,-1.22,-1.89,Matches
2287,Francisco Portillo,es ESP,MF,Getafe,es La Liga,28,1990,32,"1,994",62,58.3,22.2,19,85,10,13,29,3,1.56,31,23,+8,+0.36,+0.05,29.0,26.5,+2.4,+0.11,+0.10,Matches
2288,Portu,es ESP,"FW,MF",Girona,es La Liga,26,1992,34,"2,821",83,82.5,31.3,33,85,20,1,24,0,0.79,31,47,-16,-0.51,-0.51,35.6,39.1,-3.5,-0.11,+0.75,Matches
2289,Stefan Posch,at AUT,DF,Hoffenheim,de Bundesliga,21,1997,17,"1,402",82,45.8,15.6,16,86,13,1,26,8,1.06,21,22,-1,-0.06,-1.10,35.7,20.9,+14.8,+0.95,+0.48,Matches
2290,Sergio Postigo,es ESP,DF,Levante,es La Liga,29,1988,21,"1,449",69,42.4,16.1,17,80,12,4,24,1,1.29,26,30,-4,-0.25,-0.11,22.6,29.4,-6.8,-0.43,+0.28,Matches
2291,Andreas Poulsen,dk DEN,DF,M'Gladbach,de Bundesliga,18,1999,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2292,Yussuf Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,24,1994,31,"2,451",79,80.1,27.2,27,88,21,4,20,0,1.90,52,24,+28,+1.03,+0.14,50.8,31.2,+19.6,+0.72,-0.10,Matches
2293,Maxime Poundjé,fr FRA,DF,Bordeaux,fr Ligue 1,25,1992,30,"2,537",85,74.2,28.2,28,89,27,2,20,5,0.97,23,27,-4,-0.14,+0.27,30.9,36.7,-5.8,-0.21,+0.60,Matches
2294,Gaëtan Poussin,fr FRA,GK,Bordeaux,fr Ligue 1,19,1999,1,90,90,2.6,1.0,1,90,1,0,,37,3.00,1,0,+1,+1.00,+1.24,1.8,1.1,+0.7,+0.75,+1.14,Matches
2295,Joe Powell,eng ENG,MF,West Ham,eng Premier League,19,1998,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2296,José Pozo,es ESP,MF,Rayo Vallecano,es La Liga,22,1996,29,"1,617",56,47.3,18.0,16,82,8,13,23,8,0.66,18,34,-16,-0.89,-0.24,27.1,28.4,-1.3,-0.07,+0.42,Matches
2297,Percy Prado,pe PER,MF,Nantes,fr Ligue 1,22,1996,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2298,Dennis Praet,be BEL,MF,Sampdoria,it Serie A,24,1994,34,"2,890",85,84.5,32.1,33,86,27,1,36,0,1.38,50,39,+11,+0.34,+0.68,43.0,43.8,-0.8,-0.03,+0.60,Matches
2299,Sanjin Prcić,ba BIH,MF,Levante,es La Liga,24,1993,10,532,53,15.6,5.9,6,71,1,4,26,6,1.20,11,16,-5,-0.85,-0.78,9.8,14.6,-4.8,-0.81,-0.26,Matches
2300,Sanjin Prcić,ba BIH,MF,Strasbourg,fr Ligue 1,24,1993,13,"1,053",81,30.8,11.7,12,88,11,1,1,1,0.69,13,20,-7,-0.60,-1.24,10.0,20.9,-10.9,-0.94,-0.97,Matches
2301,Nicolas de Préville,fr FRA,"FW,MF",Bordeaux,fr Ligue 1,27,1991,23,"1,271",55,37.2,14.1,14,82,8,9,14,9,1.13,13,13,0,0.00,+0.34,14.7,19.9,-5.2,-0.37,-0.01,Matches
2302,Edgar Prib,de GER,MF,Hannover 96,de Bundesliga,28,1989,4,202,51,6.6,2.2,2,78,0,2,24,0,1.50,4,2,+2,+0.89,+2.21,3.6,2.5,+1.2,+0.52,+1.52,Matches
2303,Andrés Prieto,es ESP,GK,Leganés,es La Liga,24,1993,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2304,Alex Pritchard,eng ENG,"MF,FW",Huddersfield,eng Premier League,25,1993,30,"2,081",69,60.8,23.1,26,78,11,4,15,7,0.47,17,40,-23,-0.99,+1.09,19.5,33.8,-14.3,-0.62,+0.58,Matches
2305,Sebastian Prödl,at AUT,DF,Watford,eng Premier League,31,1987,1,13,13,0.4,0.1,0,,0,1,13,3,3.00,0,0,0,0.00,+0.18,0.0,0.2,-0.2,-1.61,-1.33,Matches
2306,Quincy Promes,nl NED,"FW,DF",Sevilla,es La Liga,26,1992,33,"1,583",48,46.3,17.6,15,81,11,18,20,2,1.55,28,28,0,0.00,-0.73,32.2,20.9,+11.3,+0.64,+0.15,Matches
2307,Davy Pröpper,nl NED,MF,Brighton,eng Premier League,26,1991,30,"2,546",85,74.4,28.3,30,85,25,0,,0,0.93,27,45,-18,-0.64,+0.08,26.9,41.4,-14.5,-0.51,+0.45,Matches
2308,Silvio Proto,be BEL,GK,Lazio,it Serie A,35,1983,2,180,90,5.3,2.0,2,90,2,0,,35,1.50,3,4,-1,-0.50,-0.81,2.8,3.7,-0.9,-0.45,-0.85,Matches
2309,Ivan Provedel,it ITA,GK,Empoli,it Serie A,24,1994,16,"1,440",90,42.1,16.0,16,90,16,0,,22,1.00,24,36,-12,-0.75,-0.43,21.1,26.3,-5.3,-0.33,-0.06,Matches
2310,Javi Puado,es ESP,"FW,MF",Espanyol,es La Liga,20,1998,15,359,24,10.5,4.0,2,93,1,13,13,11,1.33,5,9,-4,-1.00,-1.06,8.0,6.6,+1.4,+0.35,+0.53,Matches
2311,Manuel Pucciarelli,it ITA,FW,Chievo,it Serie A,27,1991,10,302,30,8.8,3.4,3,67,0,7,15,17,0.30,0,9,-9,-2.68,-1.50,0.9,4.8,-3.9,-1.15,-0.56,Matches
2312,Marc Pugh,eng ENG,"FW,MF",Bournemouth,eng Premier League,31,1987,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2313,Riqui Puig,es ESP,MF,Barcelona,es La Liga,18,1999,2,156,78,4.6,1.7,2,78,1,0,,2,0.50,0,2,-2,-1.15,-2.70,1.5,2.1,-0.6,-0.37,-1.23,Matches
2314,Erick Pulgar,cl CHI,MF,Bologna,it Serie A,24,1994,28,"2,357",84,68.9,26.2,27,86,20,1,24,5,1.25,37,42,-5,-0.19,+0.06,35.0,34.5,+0.5,+0.02,+0.25,Matches
