,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_Against,Goals_Against_per90,Shots_on_Target_Against,Saves,Save%,W,D,L,CS,CS%,PK_attempts,PK_Allowed,PKs_Saved,PK_missed,Save%(Penalty Kicks),Matches
151,Baptiste Reynet,fr FRA,GK,Toulouse,fr Ligue 1,27,1990,31,31,"2,704",30.0,45,1.50,143,98,71.3,6,11,14,6,19.4,5,4,1,0,20.0,Matches
152,Sergio Rico,es ESP,GK,Fulham,eng Premier League,24,1993,29,29,"2,610",29.0,56,1.93,165,111,68.5,6,3,20,5,17.2,4,4,0,0,0.0,Matches
153,Asier Riesgo,es ESP,GK,Eibar,es La Liga,34,1983,15,14,"1,260",14.0,20,1.43,46,27,56.5,2,8,4,4,28.6,0,0,0,0,,Matches
154,Joel Robles,es ESP,GK,Betis,es La Liga,28,1990,5,5,450,5.0,5,1.00,21,16,81.0,2,1,2,1,20.0,1,1,0,0,0.0,Matches
155,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,27,1991,1,0,,0.0,0,,0,0,,0,0,0,0,,0,0,0,0,,Matches
156,John Ruddy,eng ENG,GK,Wolves,eng Premier League,31,1986,1,1,90,1.0,0,0.00,3,3,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
157,Stéphane Ruffier,fr FRA,GK,Saint-Étienne,fr Ligue 1,31,1986,37,37,"3,330",37.0,40,1.08,148,107,77.7,19,8,10,13,35.1,9,7,1,1,12.5,Matches
158,Gerónimo Rulli,ar ARG,GK,Real Sociedad,es La Liga,26,1992,27,27,"2,430",27.0,35,1.30,109,75,69.7,10,9,8,7,25.9,3,2,1,0,33.3,Matches
159,Mathew Ryan,au AUS,GK,Brighton,eng Premier League,26,1992,34,34,"3,060",34.0,55,1.62,152,96,69.1,8,8,18,6,17.6,8,8,0,0,0.0,Matches
160,Frederik Rønnow,dk DEN,GK,Eint Frankfurt,de Bundesliga,25,1992,2,1,122,1.4,0,0.00,7,7,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
161,Samuel Şahin-Radlinger,at AUT,GK,Hannover 96,de Bundesliga,25,1992,1,1,90,1.0,2,2.00,6,4,66.7,0,0,1,0,0.0,0,0,0,0,,Matches
162,Brice Samba,fr FRA,GK,Caen,fr Ligue 1,24,1994,38,38,"3,420",38.0,54,1.42,193,139,75.1,7,12,19,9,23.7,8,6,2,0,25.0,Matches
163,Roberto Santamaría,es ESP,GK,Huesca,es La Liga,33,1985,20,20,"1,800",20.0,30,1.50,96,67,75.0,5,7,8,6,30.0,6,6,0,0,0.0,Matches
164,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,31,1986,38,38,"3,420",38.0,48,1.26,138,90,68.8,15,7,16,10,26.3,5,5,0,0,0.0,Matches
165,Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,26,1992,33,33,"2,970",33.0,60,1.82,170,110,68.8,7,12,14,5,15.2,7,7,0,0,0.0,Matches
166,Simone Scuffet,it ITA,GK,Udinese,it Serie A,22,1996,9,9,810,9.0,13,1.44,38,25,68.4,2,2,5,2,22.2,1,1,0,0,0.0,Matches
167,Andrea Seculin,it ITA,GK,Chievo,it Serie A,28,1990,2,1,90,1.0,7,7.00,12,5,41.7,0,0,1,0,0.0,0,0,0,0,,Matches
168,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,26,1992,37,37,"3,330",37.0,48,1.30,148,99,72.3,10,16,11,8,21.6,9,7,2,0,22.2,Matches
169,Adrian Šemper,hr CRO,GK,Chievo,it Serie A,20,1998,6,6,540,6.0,8,1.33,32,24,75.0,1,3,2,2,33.3,0,0,0,0,,Matches
170,Luigi Sepe,it ITA,GK,Parma,it Serie A,27,1991,37,37,"3,330",37.0,59,1.59,197,142,74.1,10,11,16,10,27.0,8,8,0,0,0.0,Matches
171,Unai Simón,es ESP,GK,Athletic Club,es La Liga,21,1997,7,7,630,7.0,13,1.86,33,20,66.7,1,4,2,0,0.0,2,2,0,0,0.0,Matches
172,Salvatore Sirigu,it ITA,GK,Torino,it Serie A,31,1987,36,36,"3,170",35.2,35,0.99,136,99,75.7,15,14,7,14,38.9,4,2,2,0,50.0,Matches
173,Antonio Sivera,es ESP,GK,Alavés,es La Liga,21,1996,3,3,270,3.0,4,1.33,13,9,69.2,2,0,1,0,0.0,0,0,0,0,,Matches
174,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,27,1991,38,38,"3,420",38.0,56,1.47,173,118,69.9,11,11,16,10,26.3,4,4,0,0,0.0,Matches
175,Yann Sommer,ch SUI,GK,Gladbach,de Bundesliga,29,1988,34,34,"3,060",34.0,42,1.24,156,114,75.0,16,7,11,13,38.2,3,3,0,0,0.0,Matches
176,David Soria,es ESP,GK,Getafe,es La Liga,25,1993,37,37,"3,330",37.0,34,0.92,133,99,77.4,14,14,9,13,35.1,6,4,1,1,20.0,Matches
177,Juan Soriano,es ESP,GK,Sevilla,es La Liga,20,1997,4,4,359,4.0,2,0.50,11,9,90.9,4,0,0,2,50.0,1,1,0,0,0.0,Matches
178,Stefano Sorrentino,it ITA,GK,Chievo,it Serie A,39,1979,31,31,"2,790",31.0,60,1.94,167,107,65.3,1,11,19,5,16.1,4,2,2,0,50.0,Matches
179,Julián Speroni,ar ARG,GK,Crystal Palace,eng Premier League,39,1979,1,1,90,1.0,4,4.00,9,5,55.6,0,0,1,0,0.0,0,0,0,0,,Matches
180,Marco Sportiello,it ITA,GK,Frosinone,it Serie A,26,1992,35,35,"3,150",35.0,64,1.83,201,138,70.6,5,9,21,8,22.9,5,5,0,0,0.0,Matches
181,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,23,1995,35,35,"3,150",35.0,39,1.11,132,95,74.2,16,7,12,10,28.6,6,5,1,0,16.7,Matches
182,Danijel Subašić,hr CRO,GK,Monaco,fr Ligue 1,33,1984,14,14,"1,138",12.6,12,0.95,39,26,74.4,4,5,5,4,28.6,3,2,1,0,33.3,Matches
183,Seydou Sy,sn SEN,GK,Monaco,fr Ligue 1,22,1995,3,2,225,2.5,7,2.80,12,6,41.7,0,1,1,0,0.0,0,0,0,0,,Matches
184,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,28,1990,28,28,"2,520",28.0,20,0.71,81,61,76.5,22,5,1,11,39.3,3,1,1,1,50.0,Matches
185,Ciprian Tătărușanu,ro ROU,GK,Nantes,fr Ligue 1,32,1986,27,27,"2,391",26.6,30,1.13,95,62,69.5,8,6,13,7,25.9,4,1,3,0,75.0,Matches
186,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,26,1992,35,35,"3,150",35.0,32,0.91,116,85,73.3,25,8,2,16,45.7,1,1,0,0,0.0,Matches
187,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,28,1990,2,2,180,2.0,3,1.50,11,8,72.7,0,1,1,0,0.0,0,0,0,0,,Matches
188,Pietro Terracciano,it ITA,GK,Empoli,it Serie A,28,1990,8,8,720,8.0,10,1.25,35,26,71.4,1,2,5,2,25.0,0,0,0,0,,Matches
189,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,28,1990,33,33,"2,938",32.6,48,1.47,158,111,70.3,14,9,10,8,24.2,1,1,0,0,0.0,Matches
190,Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,19,1999,2,2,180,2.0,5,2.50,13,9,61.5,1,0,1,1,50.0,0,0,0,0,,Matches
191,Philipp Tschauner,de GER,GK,Hannover 96,de Bundesliga,32,1985,1,1,90,1.0,3,3.00,6,3,66.7,0,0,1,0,0.0,1,1,0,0,0.0,Matches
192,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,29,1988,9,8,757,8.4,9,1.07,23,14,69.6,4,3,1,2,25.0,3,2,0,1,0.0,Matches
193,Tomáš Vaclík,cz CZE,GK,Sevilla,es La Liga,29,1989,33,33,"2,970",33.0,44,1.33,143,98,72.0,13,8,12,8,24.2,5,4,1,0,20.0,Matches
194,Koke Vegas,es ESP,GK,Levante,es La Liga,22,1995,1,1,90,1.0,2,2.00,8,6,75.0,0,1,0,0,0.0,0,0,0,0,,Matches
195,Emiliano Viviano,it ITA,GK,SPAL,it Serie A,32,1985,17,17,"1,525",16.9,25,1.48,84,59,75.0,7,3,7,3,17.6,4,4,0,0,0.0,Matches
196,Michel Vorm,nl NED,GK,Tottenham,eng Premier League,34,1983,2,2,180,2.0,4,2.00,13,9,69.2,0,0,2,0,0.0,0,0,0,0,,Matches
197,Axel Werner,ar ARG,GK,Huesca,es La Liga,22,1996,6,6,540,6.0,16,2.67,32,17,53.1,1,1,4,0,0.0,1,1,0,0,0.0,Matches
198,Yoel,es ESP,GK,Valladolid,es La Liga,29,1988,3,3,270,3.0,6,2.00,12,6,58.3,0,2,1,0,0.0,1,1,0,0,0.0,Matches
199,Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,23,1994,10,10,900,10.0,14,1.40,49,35,71.4,4,4,2,2,20.0,0,0,0,0,,Matches
200,Luca Zidane,fr FRA,GK,Real Madrid,es La Liga,20,1998,1,1,90,1.0,2,2.00,3,1,33.3,1,0,0,0,0.0,0,0,0,0,,Matches
201,Ron-Robert Zieler,de GER,GK,Stuttgart,de Bundesliga,29,1989,34,34,"3,060",34.0,70,2.06,179,113,62.0,7,7,20,6,17.6,3,2,0,1,0.0,Matches
