,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Tocuhes_Live_Balls,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Carries,Total_Distance,Progressive_Distance_Carried,Progressive_Carries,1/3_Carries,Carries_Penalty_Area,Miscontrols,Dispossessed,Passes_Received,Progressive_Passes_Received,Matches
30,Rayan Aït-Nouri,dz ALG,"DF,MF",Angers,fr Ligue 1,17,2001,0.6,41,2,5,25,11,2,41,0,0,,0,,17,100,79,3,1,1,0,0,27,2,Matches
31,Ludovic Ajorque,fr FRA,FW,Strasbourg,fr Ligue 1,24,1994,17.0,620,11,32,338,255,69,620,18,10,55.6,8,44.4,318,1204,334,11,13,4,41,23,482,126,Matches
32,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,23,1995,24.5,2068,143,758,1249,68,17,2068,12,8,66.7,4,33.3,1445,8650,5018,24,13,1,9,6,1592,11,Matches
33,Carlos Akapo,gq EQG,DF,Huesca,es La Liga,25,1993,11.4,566,39,184,255,133,14,566,14,8,57.1,6,42.9,228,1687,1091,33,29,9,8,3,261,28,Matches
34,Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,23,1995,37.9,2205,305,1260,813,141,50,2205,5,3,60.0,2,40.0,1299,6617,3890,20,18,2,18,6,1307,25,Matches
35,Sergio Akieme,es ESP,DF,Rayo Vallecano,es La Liga,20,1997,2.0,107,7,32,49,27,0,107,2,2,100.0,0,0.0,60,364,204,5,5,0,4,4,65,9,Matches
36,Chadrac Akolo,cd COD,"MF,FW",Stuttgart,de Bundesliga,23,1995,5.8,230,0,23,116,93,15,230,14,7,50.0,7,50.0,137,728,356,14,8,4,16,11,157,40,Matches
37,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,23,1995,5.5,345,37,142,197,9,0,345,1,1,100.0,0,0.0,187,841,452,4,2,0,4,3,198,0,Matches
38,Kevin Akpoguma,ng NGA,DF,Hannover 96,de Bundesliga,23,1995,3.5,208,12,82,119,9,0,208,2,2,100.0,0,0.0,126,696,392,2,3,0,2,2,132,0,Matches
39,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,26,1992,28.1,2385,46,464,1199,743,62,2385,39,29,74.4,10,25.6,1302,6461,3325,87,63,11,26,19,1651,240,Matches
40,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,20,1998,21.1,1382,55,390,633,367,17,1382,34,21,61.8,13,38.2,607,3159,1978,43,36,6,31,16,705,64,Matches
41,Lucas Alario,ar ARG,"FW,MF",Leverkusen,de Bundesliga,25,1992,14.1,572,14,62,238,274,80,572,15,5,33.3,10,66.7,284,1102,347,12,5,7,41,24,460,86,Matches
42,Jordi Alba,es ESP,DF,Barcelona,es La Liga,29,1989,33.2,2976,95,683,1300,1018,91,2976,22,16,72.7,6,27.3,1710,6503,3731,63,59,20,27,23,2096,372,Matches
43,Luis Alberto,es ESP,"MF,FW",Lazio,it Serie A,25,1992,22.1,1747,11,137,817,821,51,1746,41,24,58.5,17,41.5,1056,6301,3855,100,112,13,48,43,1212,132,Matches
44,Raúl Albiol,es ESP,DF,Napoli,it Serie A,32,1985,19.0,1292,130,529,735,31,7,1292,2,1,50.0,1,50.0,758,3466,1959,4,4,0,5,2,889,2,Matches
45,Miiko Albornoz,cl CHI,"DF,MF",Hannover 96,de Bundesliga,27,1990,18.4,1154,54,337,541,288,15,1154,25,7,28.0,18,72.0,522,2613,1244,34,24,5,27,18,644,75,Matches
46,Marc Albrighton,eng ENG,"FW,MF",Leicester City,eng Premier League,28,1989,18.1,1005,39,203,416,402,27,1005,55,20,36.4,35,63.6,633,3260,1410,54,30,3,35,23,656,172,Matches
47,Paco Alcácer,es ESP,FW,Dortmund,de Bundesliga,24,1993,13.5,396,6,17,171,210,68,395,8,6,75.0,2,25.0,195,709,289,12,9,9,19,13,287,70,Matches
48,Pedro Alcalá,es ESP,DF,Girona,es La Liga,29,1989,20.8,1110,178,647,435,35,18,1110,5,4,80.0,1,20.0,530,2477,1404,13,7,1,7,5,600,3,Matches
49,Thiago Alcántara,es ESP,MF,Bayern Munich,de Bundesliga,27,1991,26.8,2830,39,488,1865,505,29,2830,67,57,85.1,10,14.9,1698,8863,4874,49,60,4,21,28,2094,56,Matches
50,Rubén Alcaraz,es ESP,MF,Valladolid,es La Liga,27,1991,33.1,2152,93,559,1332,288,21,2151,30,23,76.7,7,23.3,1201,6376,3051,45,33,3,33,40,1324,21,Matches
51,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,29,1989,32.5,2690,270,1244,1360,107,18,2690,2,1,50.0,1,50.0,1848,8658,4863,25,25,0,6,0,1922,5,Matches
52,Álex Alegría,es ESP,"FW,MF",Rayo Vallecano,es La Liga,25,1992,1.6,56,0,4,27,25,8,56,8,6,75.0,2,25.0,36,183,78,4,3,3,10,4,41,7,Matches
53,Alexis Alegue,fr FRA,FW,Nantes,fr Ligue 1,21,1996,0.1,3,0,0,1,2,0,3,0,0,,0,,1,6,6,0,0,0,0,0,2,0,Matches
54,Iván Alejo,es ESP,MF,Getafe,es La Liga,23,1995,1.6,67,1,12,30,27,1,67,10,4,40.0,6,60.0,41,462,177,7,7,0,4,5,42,10,Matches
55,Carles Aleñá,es ESP,MF,Barcelona,es La Liga,20,1998,7.1,644,2,48,387,215,11,644,18,12,66.7,6,33.3,481,2498,1154,18,25,3,12,14,574,38,Matches
56,Rúnar Alex Rúnarsson,is ISL,GK,Dijon,fr Ligue 1,23,1995,25.0,917,733,911,7,0,0,917,2,2,100.0,0,0.0,406,2210,1483,0,0,0,3,0,368,0,Matches
57,Alexander,ar ARG,FW,Leganés,es La Liga,29,1988,0.1,11,0,5,2,4,0,11,0,0,,0,,6,7,3,0,0,0,1,0,4,3,Matches
58,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,19,1998,27.4,2514,70,528,1210,798,39,2514,27,14,51.9,13,48.1,1416,5548,3296,70,64,7,41,14,1538,174,Matches
59,Alfonso,mz MOZ,MF,Hoffenheim,de Bundesliga,18,1999,0.1,5,1,1,2,2,1,5,0,0,,0,,1,1,0,0,0,0,0,0,2,0,Matches
60,Rachid Alioui,ma MAR,FW,Nîmes,fr Ligue 1,26,1992,13.9,525,8,28,219,280,43,525,12,7,58.3,5,41.7,249,1297,628,24,25,4,16,12,365,79,Matches
61,Alisson,br BRA,GK,Liverpool,eng Premier League,25,1992,38.0,1347,1118,1338,10,0,0,1347,2,2,100.0,0,0.0,838,3680,2466,1,1,0,0,1,675,0,Matches
62,Bobby Allain,fr FRA,GK,Dijon,fr Ligue 1,26,1991,13.0,509,427,509,0,0,0,509,0,0,,0,,231,1692,1287,0,0,0,0,0,137,0,Matches
63,Allan,br BRA,MF,Napoli,it Serie A,27,1991,29.1,2582,70,466,1711,439,26,2582,64,41,64.1,23,35.9,1757,8379,4562,49,66,14,34,42,1876,45,Matches
64,Allan,br BRA,MF,Eint Frankfurt,de Bundesliga,21,1997,2.0,81,1,13,51,21,1,81,1,1,100.0,0,0.0,35,242,116,4,4,1,3,1,47,3,Matches
65,Dele Alli,eng ENG,MF,Tottenham,eng Premier League,22,1996,20.3,1320,32,147,674,514,91,1320,54,29,53.7,25,46.3,857,4278,1961,48,39,14,49,29,948,153,Matches
66,Miguel Almirón,py PAR,MF,Newcastle Utd,eng Premier League,24,1994,8.4,380,7,56,157,175,25,380,14,7,50.0,7,50.0,215,1714,1037,31,16,6,22,6,240,45,Matches
67,Júnior Alonso,py PAR,"DF,MF",Celta Vigo,es La Liga,25,1993,6.0,386,24,121,202,65,8,386,4,1,25.0,3,75.0,196,649,336,6,10,0,6,3,231,19,Matches
68,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,27,1990,30.7,2631,109,668,1137,843,70,2631,33,17,51.5,15,45.5,1446,7514,4482,102,81,7,32,28,1681,230,Matches
69,Mickaël Alphonse,gp GLP,DF,Dijon,fr Ligue 1,29,1989,6.3,375,23,108,154,116,8,375,6,4,66.7,2,33.3,159,1141,649,21,13,2,10,3,194,38,Matches
70,Sergio Álvarez,es ESP,"DF,MF",Eibar,es La Liga,26,1992,11.9,619,49,178,405,42,6,619,2,1,50.0,1,50.0,276,1152,482,7,2,0,2,6,330,3,Matches
71,Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,31,1986,13.0,490,444,489,1,0,0,490,0,0,,0,,221,1397,1043,0,0,0,0,0,189,0,Matches
72,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,23,1995,29.0,1628,172,772,819,55,23,1628,6,5,83.3,1,16.7,755,4481,2747,18,14,1,10,8,902,2,Matches
73,Bruno Alves,pt POR,DF,Parma,it Serie A,36,1981,32.5,1564,277,898,601,75,28,1564,3,3,100.0,0,0.0,739,4057,2384,4,4,0,6,1,811,5,Matches
74,Dani Alves,br BRA,"MF,DF",Paris S-G,fr Ligue 1,35,1983,18.0,1745,24,244,1012,506,36,1745,30,16,53.3,14,46.7,1049,4226,2553,41,47,5,22,24,1389,131,Matches
75,Ibrahim Amadou,fr FRA,"MF,DF",Sevilla,es La Liga,25,1993,8.5,451,31,153,258,45,5,451,6,5,83.3,1,16.7,222,942,458,3,5,0,6,8,268,13,Matches
76,Romain Amalfitano,fr FRA,"MF,FW",Dijon,fr Ligue 1,28,1989,28.0,1407,58,284,878,261,11,1407,51,27,52.9,24,47.1,791,4983,2345,44,42,4,53,36,912,62,Matches
77,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,23,1994,7.1,518,43,193,272,54,3,518,4,2,50.0,2,50.0,293,1124,608,8,9,1,3,4,276,8,Matches
78,Jordi Amat,id IDN,DF,Rayo Vallecano,es La Liga,26,1992,30.7,1595,145,758,816,42,10,1595,28,24,85.7,4,14.3,907,5429,3118,22,13,0,18,6,913,3,Matches
79,Amath,sn SEN,MF,Getafe,es La Liga,22,1996,11.1,387,10,65,153,177,42,387,45,20,44.4,25,55.6,222,1738,801,30,24,12,36,26,231,72,Matches
80,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,24,1994,24.2,1641,79,461,807,401,20,1641,43,23,53.5,20,46.5,806,4782,2657,74,66,5,37,25,817,98,Matches
81,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,20,1998,32.0,1548,121,531,758,280,11,1548,39,24,61.5,15,38.5,655,3921,2519,46,48,4,31,20,721,59,Matches
82,Nadiem Amiri,de GER,MF,Hoffenheim,de Bundesliga,21,1996,8.4,469,7,64,257,155,18,469,27,20,74.1,7,25.9,271,1802,853,22,20,6,11,13,331,36,Matches
83,Yanis Ammour,fr FRA,MF,Montpellier,fr Ligue 1,19,1999,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
84,Luke Amos,eng ENG,MF,Tottenham,eng Premier League,21,1997,0.0,4,0,1,3,0,0,4,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
85,Joachim Andersen,dk DEN,DF,Sampdoria,it Serie A,22,1996,32.0,2328,277,1033,1260,52,17,2328,16,15,93.8,1,6.3,1363,8170,5150,25,12,1,10,6,1585,3,Matches
86,Felipe Anderson,br BRA,"MF,FW",West Ham,eng Premier League,25,1993,33.8,2319,29,269,1148,954,107,2319,156,76,48.7,80,51.3,1397,10958,6130,201,158,52,97,54,1622,253,Matches
87,Florin Andone,ro ROU,FW,Brighton,eng Premier League,25,1993,9.8,345,15,50,143,161,46,345,37,9,24.3,28,75.7,210,1186,368,13,11,11,48,33,237,62,Matches
88,Benjamin André,fr FRA,MF,Rennes,fr Ligue 1,27,1990,27.7,1884,61,342,1165,397,46,1884,32,21,65.6,11,34.4,946,4992,2430,52,33,3,55,39,1181,86,Matches
89,Marco Andreolli,it ITA,DF,Cagliari,it Serie A,32,1986,1.2,84,12,42,41,1,1,84,0,0,,0,,33,125,79,0,0,0,0,0,60,0,Matches
90,Marco Andreolli,it ITA,DF,Chievo,it Serie A,32,1986,7.2,314,43,183,128,5,2,314,0,0,,0,,146,530,273,1,1,0,1,1,182,0,Matches
91,Yoann Andreu,fr FRA,DF,Angers,fr Ligue 1,29,1989,0.0,4,1,2,1,1,0,4,0,0,,0,,2,8,0,0,0,0,0,2,1,0,Matches
92,José Ángel,es ESP,DF,Eibar,es La Liga,28,1989,33.6,2485,92,597,1189,734,12,2485,61,45,73.8,16,26.2,1137,6323,3094,78,81,7,22,19,1197,75,Matches
93,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,34,1984,11.0,389,319,385,5,0,0,389,1,1,100.0,0,0.0,183,925,668,0,1,1,1,0,184,0,Matches
94,Cristian Ansaldi,ar ARG,"DF,MF",Torino,it Serie A,31,1986,20.1,1159,37,233,474,479,36,1159,80,53,66.3,27,33.8,632,5111,2846,96,60,9,48,33,660,108,Matches
95,Mirco Antenucci,it ITA,FW,SPAL,it Serie A,33,1984,23.7,764,4,46,330,398,73,762,42,20,47.6,22,52.4,557,2886,996,41,26,14,77,45,611,172,Matches
96,Waldemar Anton,de GER,DF,Hannover 96,de Bundesliga,22,1996,34.0,2154,263,1062,1029,86,30,2154,26,17,65.4,9,34.6,1165,7513,4224,35,20,3,22,15,1227,17,Matches
97,Luca Antonelli,it ITA,DF,Empoli,it Serie A,31,1987,8.4,490,37,142,240,110,18,490,7,5,71.4,2,28.6,259,1496,937,26,20,4,12,4,277,28,Matches
98,Mauro Antonio Burruchaga,ar ARG,MF,Chievo,it Serie A,20,1998,0.6,45,3,11,30,5,0,45,1,1,100.0,0,0.0,25,124,83,0,2,0,0,5,28,0,Matches
99,Michail Antonio,jm JAM,"MF,FW",West Ham,eng Premier League,28,1990,23.4,1170,38,152,531,511,93,1170,104,58,55.8,46,44.2,683,4981,2349,87,54,29,83,68,823,204,Matches
100,Antoñito,es ESP,"DF,MF",Valladolid,es La Liga,30,1987,20.7,1090,42,279,454,368,17,1090,40,22,55.0,18,45.0,580,3435,1937,56,49,5,29,18,649,136,Matches
101,Vitorino Antunes,pt POR,"DF,MF",Getafe,es La Liga,31,1987,24.2,1457,74,400,642,431,20,1457,34,22,64.7,12,35.3,541,3181,1569,45,37,8,26,13,613,54,Matches
102,Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,23,1995,12.0,513,32,146,315,64,12,513,6,4,66.7,2,33.3,255,1813,915,15,10,3,12,11,281,15,Matches
103,Dennis Aogo,de GER,MF,Stuttgart,de Bundesliga,31,1987,11.4,654,20,135,411,112,8,654,6,5,83.3,1,16.7,303,1388,605,12,6,1,6,7,416,13,Matches
104,Houssem Aouar,dz ALG,MF,Lyon,fr Ligue 1,20,1998,34.0,2457,35,306,1572,605,106,2457,97,58,59.8,39,40.2,1741,9785,4654,96,69,28,58,65,1956,163,Matches
105,Emmanuel Apeh,ng NGA,"FW,MF",Celta Vigo,es La Liga,21,1996,0.2,6,0,0,3,3,1,6,0,0,,0,,7,18,0,0,1,0,0,3,8,3,Matches
106,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,22,1995,29.7,1095,50,213,682,218,21,1095,50,34,68.0,16,32.0,465,2242,888,16,20,4,36,25,478,24,Matches
107,Guilherme Arana,br BRA,DF,Sevilla,es La Liga,21,1997,7.0,346,13,108,146,93,14,346,8,3,37.5,5,62.5,168,846,506,15,8,3,6,3,201,27,Matches
108,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,29,1989,21.0,1888,44,302,1244,353,37,1888,16,9,56.3,7,43.8,865,3968,2115,27,27,1,28,27,1381,63,Matches
109,Luiz Araújo,br BRA,"FW,MF",Lille,fr Ligue 1,22,1996,8.7,436,3,44,212,191,17,436,38,23,60.5,15,39.5,286,1956,967,30,25,8,21,15,317,45,Matches
110,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,26,1991,29.8,1796,212,948,814,43,21,1796,2,2,100.0,0,0.0,913,3923,2076,4,3,0,6,2,1157,5,Matches
111,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,31,1987,21.7,1380,92,458,833,100,18,1380,6,4,66.7,2,33.3,686,4776,2605,26,23,1,15,5,721,7,Matches
112,Joaquín Ardaiz,uy URU,FW,Frosinone,it Serie A,19,1999,0.2,5,0,0,3,2,0,5,1,1,100.0,0,0.0,2,3,3,0,0,0,0,1,3,0,Matches
113,Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,25,1993,21.0,552,482,550,2,0,0,552,0,0,,0,,291,1571,1116,0,0,0,0,0,221,0,Matches
114,Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,26,1992,19.7,1205,48,289,508,412,18,1205,14,8,57.1,6,42.9,571,2793,1520,39,45,2,22,10,637,113,Matches
115,Lorenzo Ariaudo,it ITA,DF,Frosinone,it Serie A,29,1989,18.7,823,149,491,322,16,13,823,3,3,100.0,0,0.0,413,2524,1518,9,3,1,2,1,455,1,Matches
116,Nicolò Armini,it ITA,DF,Lazio,it Serie A,17,2001,0.4,27,1,9,14,4,0,27,0,0,,0,,14,111,98,0,1,0,0,1,18,0,Matches
117,Yoël Armougom,fr FRA,DF,Caen,fr Ligue 1,20,1998,20.6,1107,47,349,540,230,7,1107,31,11,35.5,20,64.5,528,3164,1687,45,31,4,28,9,596,49,Matches
118,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,26,1992,15.9,837,14,92,379,371,39,837,30,19,63.3,11,36.7,456,2678,1111,40,36,7,40,25,574,90,Matches
119,José Arnaiz,es ESP,"MF,FW",Leganés,es La Liga,23,1995,1.3,48,1,9,16,23,4,48,5,3,60.0,2,40.0,40,259,85,4,2,2,4,5,40,13,Matches
120,Marko Arnautović,at AUT,FW,West Ham,eng Premier League,29,1989,22.1,848,6,45,333,479,126,847,36,20,55.6,16,44.4,498,2611,926,38,25,24,47,32,681,195,Matches
121,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,24,1994,31.9,1768,78,369,1000,427,24,1768,30,25,83.3,5,16.7,930,4937,2399,41,33,5,35,29,1061,83,Matches
122,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,23,1994,36.0,1207,1059,1198,9,0,0,1207,1,1,100.0,0,0.0,662,3034,1787,0,0,0,1,1,622,0,Matches
123,Harry Arter,ie IRL,MF,Cardiff City,eng Premier League,28,1989,22.2,886,33,165,500,231,15,886,7,3,42.9,4,57.1,294,1589,813,13,17,1,20,3,412,23,Matches
124,Kwadwo Asamoah,gh GHA,DF,Inter,it Serie A,29,1988,29.7,2475,77,588,1332,579,20,2475,65,40,61.5,25,38.5,1540,7411,4524,90,83,12,36,23,1761,153,Matches
125,Takuma Asano,jp JPN,"MF,FW",Hannover 96,de Bundesliga,23,1994,7.8,253,5,35,105,119,18,253,18,7,38.9,11,61.1,170,1283,537,21,17,7,28,16,197,59,Matches
126,Santiago Ascacíbar,ar ARG,MF,Stuttgart,de Bundesliga,21,1997,27.0,1402,59,342,862,212,22,1402,19,13,68.4,6,31.6,632,3176,1434,27,26,2,18,19,743,28,Matches
127,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,29,1989,32.0,928,833,922,6,0,0,928,0,0,,0,,361,2745,1899,0,0,0,0,0,233,0,Matches
128,Marco Asensio,es ESP,FW,Real Madrid,es La Liga,22,1996,19.8,1214,6,86,501,647,86,1214,60,41,68.3,19,31.7,865,6386,3271,116,60,30,46,15,970,228,Matches
129,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,30,1987,25.0,1129,7,86,511,540,114,1124,36,20,55.6,16,44.4,758,4366,1975,81,61,28,31,36,898,201,Matches
130,Simon Asta,de GER,DF,Augsburg,de Bundesliga,17,2001,1.0,54,3,17,24,14,0,54,1,1,100.0,0,0.0,20,100,51,2,2,0,0,0,24,3,Matches
131,Youcef Atal,dz ALG,"DF,FW",Nice,fr Ligue 1,22,1996,25.1,1772,61,364,790,657,87,1771,203,101,49.8,102,50.2,1013,7446,4352,137,96,53,82,33,1123,275,Matches
132,Christian Atsu,gh GHA,MF,Newcastle Utd,eng Premier League,26,1992,16.6,636,16,100,277,276,37,636,52,25,48.1,27,51.9,380,2646,1355,48,40,14,48,30,426,72,Matches
133,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,29,1989,30.3,1048,17,83,417,560,142,1043,55,29,52.7,26,47.3,609,3920,2078,82,45,30,61,33,816,228,Matches
134,Emil Audero,it ITA,GK,Sampdoria,it Serie A,21,1997,36.0,1253,1153,1247,6,0,0,1253,0,0,,0,,621,2902,1941,0,0,0,2,0,480,0,Matches
135,Jean-Kévin Augustin,fr FRA,FW,RB Leipzig,de Bundesliga,21,1997,5.1,166,0,4,67,98,33,166,21,9,42.9,12,57.1,123,824,334,18,16,9,20,16,134,50,Matches
136,Ludwig Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,24,1994,33.6,2300,86,617,1003,702,64,2300,24,12,50.0,12,50.0,1052,5175,3079,83,57,8,38,15,1378,226,Matches
137,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,25,1992,6.3,432,22,122,176,137,9,432,14,8,57.1,6,42.9,203,794,434,11,11,0,12,7,231,29,Matches
138,Charlie Austin,eng ENG,FW,Southampton,eng Premier League,29,1989,10.9,331,17,38,150,144,47,330,6,1,16.7,5,83.3,147,643,167,6,1,2,30,18,229,44,Matches
