,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Tocuhes_Live_Balls,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Carries,Total_Distance,Progressive_Distance_Carried,Progressive_Carries,1/3_Carries,Carries_Penalty_Area,Miscontrols,Dispossessed,Passes_Received,Progressive_Passes_Received,Matches
431,Andy Carroll,eng ENG,FW,West Ham,eng Premier League,29,1989,5.1,201,11,17,122,64,23,201,6,3,50.0,3,50.0,87,303,95,1,2,0,16,8,154,15,Matches
432,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,26,1992,23.4,2069,82,540,949,603,58,2069,56,34,60.7,22,39.3,1114,5653,3310,72,58,18,26,18,1400,152,Matches
433,William Carvalho,pt POR,MF,Betis,es La Liga,26,1992,26.5,2083,61,377,1419,305,12,2083,58,43,74.1,15,25.9,1309,6052,3162,47,33,2,17,35,1676,31,Matches
434,Casemiro,br BRA,MF,Real Madrid,es La Liga,26,1992,25.7,1958,99,548,1177,254,33,1958,21,17,81.0,4,19.0,1030,4175,2114,15,32,3,14,17,1306,23,Matches
435,Santiago Cáseres,ar ARG,MF,Villarreal,es La Liga,21,1997,17.6,1014,43,240,689,96,5,1014,15,11,73.3,4,26.7,583,2809,1221,11,10,2,12,5,656,11,Matches
436,Moreto Cassamã,gw GNB,MF,Reims,fr Ligue 1,20,1998,0.7,54,3,6,46,5,0,54,1,1,100.0,0,0.0,30,116,49,0,2,0,1,1,42,2,Matches
437,Francesco Cassata,it ITA,MF,Frosinone,it Serie A,21,1997,12.5,468,22,117,240,121,9,468,37,19,51.4,18,48.6,293,1916,1101,30,23,5,22,17,309,38,Matches
438,Timothy Castagne,be BEL,DF,Atalanta,it Serie A,22,1995,22.3,1518,57,347,641,542,56,1518,39,20,51.3,19,48.7,845,4487,2457,61,46,10,34,29,944,159,Matches
439,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,26,1992,25.5,1246,1013,1238,8,0,0,1246,0,0,,0,,709,3618,2088,0,0,0,0,0,691,0,Matches
440,Samu Castillejo,es ESP,"FW,MF",Milan,it Serie A,23,1995,11.4,667,9,71,259,354,41,667,41,19,46.3,22,53.7,470,3294,1625,56,40,9,28,25,486,124,Matches
441,Gonzalo Castro,de GER,MF,Stuttgart,de Bundesliga,31,1987,18.8,1091,40,240,636,227,11,1091,13,6,46.2,7,53.8,430,2132,1168,24,21,4,19,21,585,37,Matches
442,Jonny Castro,es ESP,"DF,MF",Wolves,eng Premier League,24,1994,30.8,1787,88,474,742,587,51,1787,60,30,50.0,30,50.0,765,4861,2734,85,55,12,40,40,943,161,Matches
443,Lucas Castro,ar ARG,MF,Cagliari,it Serie A,29,1989,10.0,612,9,71,331,218,21,612,19,7,36.8,12,63.2,316,1599,752,22,26,3,30,21,435,61,Matches
444,Danilo Cataldi,it ITA,"MF,FW",Lazio,it Serie A,23,1994,6.4,441,11,87,220,139,9,441,7,6,85.7,1,14.3,217,1177,579,13,8,1,7,2,273,15,Matches
445,Catena,es ESP,DF,Rayo Vallecano,es La Liga,23,1994,2.0,131,13,66,59,6,3,131,0,0,,0,,65,357,247,2,0,0,3,0,81,2,Matches
446,Craig Cathcart,nir NIR,DF,Watford,eng Premier League,29,1989,34.4,1648,218,811,789,52,21,1648,3,2,66.7,1,33.3,845,3347,1674,6,4,0,9,4,870,2,Matches
447,Ivan Cavaleiro,pt POR,"FW,MF",Wolves,eng Premier League,24,1993,7.7,456,3,36,163,263,34,456,26,15,57.7,11,42.3,271,1883,879,42,18,9,26,19,349,101,Matches
448,Edinson Cavani,uy URU,FW,Paris S-G,fr Ligue 1,31,1987,18.6,523,20,72,156,301,114,518,21,12,57.1,9,42.9,280,1250,419,16,10,11,37,12,371,122,Matches
449,Santi Cazorla,es ESP,"MF,FW",Villarreal,es La Liga,33,1984,29.4,2038,44,344,1065,658,39,2035,72,49,68.1,23,31.9,1233,6738,3044,69,50,11,48,53,1420,117,Matches
450,Dani Ceballos,es ESP,"MF,FW",Real Madrid,es La Liga,21,1996,13.9,1206,13,141,675,409,29,1206,32,14,43.8,18,56.3,879,4653,2097,38,46,6,23,28,944,70,Matches
451,Federico Ceccherini,it ITA,DF,Fiorentina,it Serie A,26,1992,11.0,691,47,254,396,48,9,691,8,6,75.0,2,25.0,414,2464,1498,7,11,1,7,2,437,2,Matches
452,Petr Čech,cz CZE,GK,Arsenal,eng Premier League,36,1982,6.5,294,257,293,1,0,0,294,0,0,,0,,146,786,529,0,0,0,0,0,132,0,Matches
453,Žan Celar,si SVN,FW,Roma,it Serie A,19,1999,0.1,2,0,0,2,0,0,2,1,1,100.0,0,0.0,1,5,0,0,0,0,0,0,2,0,Matches
454,Zeki Çelik,tr TUR,DF,Lille,fr Ligue 1,21,1997,33.0,2058,97,529,988,559,32,2058,27,16,59.3,11,40.7,942,4716,2709,58,61,8,31,19,1068,181,Matches
455,Luca Ceppitelli,it ITA,DF,Cagliari,it Serie A,28,1989,22.8,1450,185,738,687,33,20,1450,5,3,60.0,2,40.0,730,3591,2318,10,3,0,4,3,887,1,Matches
456,Fabio Ceravolo,it ITA,FW,Parma,it Serie A,31,1987,13.2,395,18,51,181,169,40,393,25,14,56.0,10,40.0,226,1414,481,20,11,7,42,34,286,89,Matches
457,Alberto Cerri,it ITA,FW,Cagliari,it Serie A,22,1996,7.4,305,4,32,137,136,42,305,10,5,50.0,5,50.0,151,624,214,7,3,2,21,16,245,45,Matches
458,Boštjan Cesar,si SVN,DF,Chievo,it Serie A,36,1982,12.0,517,86,347,164,10,7,517,1,1,100.0,0,0.0,239,936,349,0,1,1,4,1,287,0,Matches
459,Nacer Chadli,be BEL,"MF,DF",Monaco,fr Ligue 1,28,1989,7.7,411,10,61,185,172,10,411,16,8,50.0,8,50.0,232,1412,683,21,24,4,17,13,255,51,Matches
460,Fouad Chafik,ma MAR,DF,Dijon,fr Ligue 1,31,1986,20.5,1184,85,355,535,303,8,1184,32,17,53.1,15,46.9,481,2908,1723,48,41,1,19,12,580,68,Matches
461,Nathaniel Chalobah,eng ENG,MF,Watford,eng Premier League,23,1994,3.0,148,12,35,83,32,3,148,2,0,0.0,2,100.0,74,213,74,0,2,0,8,3,80,8,Matches
462,Calum Chambers,eng ENG,"MF,DF",Fulham,eng Premier League,23,1995,28.8,1906,147,573,1128,218,38,1906,32,22,68.8,10,31.3,739,3352,1555,20,17,2,32,26,1124,28,Matches
463,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,28,1990,0.2,5,0,1,0,4,1,5,0,0,,0,,4,16,11,0,1,0,0,0,5,2,Matches
464,Kwon Chang-hoon,kr KOR,"FW,MF",Dijon,fr Ligue 1,24,1994,10.4,476,5,50,169,260,22,476,34,18,52.9,16,47.1,248,1539,595,20,17,4,23,22,314,83,Matches
465,Charles,br BRA,FW,Eibar,es La Liga,34,1984,19.3,741,16,38,296,412,114,734,6,1,16.7,5,83.3,363,1177,399,10,14,5,35,16,527,122,Matches
466,Xavier Chavalerin,fr FRA,MF,Reims,fr Ligue 1,27,1991,36.0,1879,64,537,1038,326,15,1879,31,23,74.2,8,25.8,849,3943,1801,25,22,3,30,17,1075,49,Matches
467,Pablo Chavarría,ar ARG,FW,Reims,fr Ligue 1,30,1988,21.9,635,19,54,253,338,102,635,25,10,40.0,15,60.0,335,1754,614,28,12,14,65,22,454,141,Matches
468,Chechu,es ESP,DF,Rayo Vallecano,es La Liga,36,1982,1.0,58,4,27,31,0,0,58,2,2,100.0,0,0.0,41,235,165,1,0,0,0,0,44,0,Matches
469,Pape Cheikh Diop,sn SEN,MF,Lyon,fr Ligue 1,20,1997,5.0,264,5,43,187,37,7,264,6,4,66.7,2,33.3,182,876,302,4,6,0,6,4,211,15,Matches
470,Chema,es ESP,DF,Levante,es La Liga,26,1992,13.9,535,100,310,214,16,2,535,2,2,100.0,0,0.0,174,756,433,3,3,1,3,1,246,0,Matches
471,Denis Cheryshev,ru RUS,MF,Valencia,es La Liga,27,1990,19.0,946,22,169,370,423,74,946,38,19,50.0,19,50.0,515,3010,1591,55,28,16,44,17,621,178,Matches
472,Raman Chibsah,gh GHA,MF,Frosinone,it Serie A,25,1993,29.1,1245,54,295,743,249,33,1245,82,52,63.4,30,36.6,746,4412,2524,45,37,1,57,52,790,58,Matches
473,Leandro Chichizola,ar ARG,GK,Getafe,es La Liga,28,1990,1.0,28,16,28,0,0,0,28,0,0,,0,,12,74,60,0,0,0,0,0,6,0,Matches
474,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,33,1984,22.1,1575,163,672,838,75,21,1575,5,4,80.0,1,20.0,900,4544,2640,21,13,1,9,9,1079,6,Matches
475,Federico Chiesa,it ITA,FW,Fiorentina,it Serie A,20,1997,33.7,1537,6,109,512,950,218,1537,180,79,43.9,101,56.1,1031,8192,4509,158,89,80,109,66,1100,357,Matches
476,Ben Chilwell,eng ENG,DF,Leicester City,eng Premier League,21,1996,36.0,2708,127,663,1200,872,53,2708,85,49,57.6,36,42.4,1475,9904,5468,146,113,26,71,46,1607,215,Matches
477,Vlad Chiricheș,ro ROU,DF,Napoli,it Serie A,28,1989,1.6,143,9,47,96,1,1,143,2,2,100.0,0,0.0,114,623,382,1,0,0,2,0,110,0,Matches
478,Tahith Chong,nl NED,FW,Manchester Utd,eng Premier League,18,1999,0.4,23,1,2,6,15,4,23,1,1,100.0,0,0.0,18,129,64,2,2,1,1,1,19,7,Matches
479,Hamza Choudhury,eng ENG,MF,Leicester City,eng Premier League,20,1997,6.6,328,28,92,185,56,2,328,6,2,33.3,4,66.7,175,679,333,3,5,1,7,2,174,12,Matches
480,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,22,1996,6.9,517,35,230,280,9,3,517,1,1,100.0,0,0.0,304,1759,1091,3,4,0,3,0,352,1,Matches
481,Cyrus Christie,ie IRL,"DF,MF",Fulham,eng Premier League,25,1992,21.6,1490,98,411,671,427,26,1490,50,27,54.0,23,46.0,660,4828,2414,70,40,11,28,29,834,138,Matches
482,Samuel Chukwueze,ng NGA,"MF,FW",Villarreal,es La Liga,19,1999,19.0,765,9,109,277,400,114,765,95,52,54.7,43,45.3,532,4110,2428,102,39,57,45,32,567,170,Matches
483,Camillo Ciano,it ITA,"FW,MF",Frosinone,it Serie A,28,1990,27.3,1325,21,131,553,663,38,1322,49,18,36.7,31,63.3,734,3678,1653,59,48,6,69,63,850,213,Matches
484,Amato Ciciretti,it ITA,"FW,MF",Parma,it Serie A,24,1993,1.5,83,1,15,49,24,4,83,10,7,70.0,3,30.0,54,367,123,3,5,0,4,2,60,5,Matches
485,Luca Cigarini,it ITA,MF,Cagliari,it Serie A,32,1986,18.7,1565,62,338,987,250,3,1565,10,10,100.0,0,0.0,731,2858,1696,24,25,2,11,14,953,7,Matches
486,Per Ciljan Skjelbred,no NOR,MF,Hertha BSC,de Bundesliga,31,1987,11.1,677,17,99,487,101,7,677,10,9,90.0,1,10.0,414,2021,973,14,18,2,16,11,424,14,Matches
487,Jasper Cillessen,nl NED,GK,Barcelona,es La Liga,29,1989,3.0,119,111,119,0,0,0,119,0,0,,0,,67,306,191,0,0,0,0,0,59,0,Matches
488,Laurent Ciman,be BEL,DF,Dijon,fr Ligue 1,32,1985,8.0,652,59,338,298,21,7,652,0,0,,0,,403,1770,948,1,0,0,0,2,465,0,Matches
489,Daniel Ciofani,it ITA,FW,Frosinone,it Serie A,33,1985,18.0,500,11,25,262,216,81,498,4,2,50.0,2,50.0,220,646,197,8,8,4,35,15,371,92,Matches
490,Thiago Cionek,pl POL,DF,SPAL,it Serie A,32,1986,28.2,1988,178,926,875,206,23,1988,12,4,33.3,8,66.7,1065,5883,3751,57,40,3,21,13,1156,28,Matches
491,Ibrahima Cissé,gn GUI,MF,Fulham,eng Premier League,24,1994,1.0,45,6,16,27,2,0,45,2,1,50.0,1,50.0,17,93,26,0,0,0,1,0,23,0,Matches
492,Till Cissokho,fr FRA,DF,Bordeaux,fr Ligue 1,18,2000,0.9,42,4,26,15,1,1,42,1,1,100.0,0,0.0,21,111,71,1,0,0,0,0,29,0,Matches
493,Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,28,1989,9.5,426,56,222,174,32,13,426,0,0,,0,,146,628,276,1,4,1,2,2,202,2,Matches
494,Tom Cleverley,eng ENG,MF,Watford,eng Premier League,28,1989,5.3,290,14,65,162,63,7,290,3,1,33.3,2,66.7,144,513,249,6,6,1,5,4,160,6,Matches
495,Nathaniel Clyne,eng ENG,DF,Bournemouth,eng Premier League,27,1991,12.7,719,35,225,300,198,16,719,9,4,44.4,5,55.6,355,1488,724,14,12,1,8,10,359,32,Matches
496,Nathaniel Clyne,eng ENG,DF,Liverpool,eng Premier League,27,1991,1.2,103,0,15,59,29,3,103,0,0,,0,,56,218,119,2,3,0,1,1,56,3,Matches
497,Conor Coady,eng ENG,DF,Wolves,eng Premier League,25,1993,38.0,1947,269,1092,862,2,0,1947,3,3,100.0,0,0.0,1149,6124,3618,11,6,2,6,4,1267,0,Matches
498,Marcus Coco,fr FRA,"FW,MF",Guingamp,fr Ligue 1,22,1996,20.4,884,13,120,368,412,67,884,45,21,46.7,24,53.3,483,3598,1545,63,37,13,71,48,591,186,Matches
499,Coke,es ESP,DF,Levante,es La Liga,31,1987,20.2,1161,86,404,481,286,37,1161,30,12,40.0,18,60.0,515,2910,1475,28,21,7,25,13,639,86,Matches
500,Joel Coleman,eng ENG,GK,Huddersfield,eng Premier League,22,1995,1.0,38,33,38,0,0,0,38,0,0,,0,,17,96,67,0,0,0,0,0,16,0,Matches
501,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,29,1988,28.4,1920,94,540,848,555,52,1920,44,21,47.7,23,52.3,959,4653,2309,71,48,14,43,23,1015,190,Matches
502,Álex Collado,es ESP,FW,Barcelona,es La Liga,19,1999,0.9,42,1,5,22,16,4,42,1,0,0.0,1,100.0,31,161,53,3,1,1,1,0,33,2,Matches
503,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,25,1992,19.6,1308,176,660,628,32,18,1308,5,5,100.0,0,0.0,766,3786,2033,4,5,1,5,4,837,3,Matches
504,Racine Coly,sn SEN,"DF,MF",Nice,fr Ligue 1,22,1995,5.6,377,19,102,207,76,11,377,14,6,42.9,8,57.1,174,1118,596,13,8,2,10,8,219,27,Matches
505,Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,22,1996,15.3,874,2,56,300,529,87,874,91,60,65.9,31,34.1,661,5079,2642,99,51,32,49,34,729,244,Matches
506,Santi Comesaña,es ESP,MF,Rayo Vallecano,es La Liga,21,1996,22.6,1300,73,401,780,129,12,1300,37,26,70.3,11,29.7,751,3516,1652,13,11,0,17,29,841,13,Matches
507,Daniel Congré,fr FRA,DF,Montpellier,fr Ligue 1,33,1985,36.6,1878,110,803,987,99,18,1878,7,3,42.9,4,57.1,849,4497,2980,22,8,0,17,9,1118,20,Matches
508,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,31,1987,35.7,1280,1080,1274,6,0,0,1280,0,0,,0,,621,3411,2194,0,0,0,2,0,476,0,Matches
509,Andrea Conti,it ITA,DF,Milan,it Serie A,24,1994,5.6,417,16,89,217,116,8,417,7,5,71.4,2,28.6,248,1390,864,19,14,0,2,0,274,38,Matches
510,Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,21,1997,8.0,480,16,105,291,91,5,480,16,10,62.5,6,37.5,328,1370,675,11,9,3,12,9,317,8,Matches
511,Steve Cook,eng ENG,DF,Bournemouth,eng Premier League,27,1991,31.0,1985,242,984,865,148,33,1985,7,5,71.4,2,28.6,1068,5606,3433,25,19,2,5,0,1089,10,Matches
512,Duje Čop,hr CRO,FW,Valladolid,es La Liga,28,1990,7.6,252,6,24,96,135,40,252,7,1,14.3,6,85.7,131,628,294,16,8,7,16,6,187,57,Matches
513,Francis Coquelin,fr FRA,MF,Valencia,es La Liga,27,1991,19.6,1169,48,301,714,172,14,1169,33,27,81.8,6,18.2,623,2614,1230,18,13,1,16,26,773,19,Matches
514,Gabriele Corbo,it ITA,DF,Bologna,it Serie A,18,2000,0.1,5,0,3,2,0,0,5,0,0,,0,,5,13,9,0,0,0,0,0,5,0,Matches
515,Iñigo Córdoba,es ESP,"FW,MF",Athletic Club,es La Liga,21,1997,14.7,679,14,116,255,323,35,679,63,32,50.8,31,49.2,410,2490,1100,41,30,10,45,29,455,116,Matches
516,Sergio Córdova,ve VEN,FW,Augsburg,de Bundesliga,20,1997,5.9,209,5,21,107,85,20,209,16,10,62.5,6,37.5,122,747,287,8,7,0,25,19,136,27,Matches
517,Benjamin Corgnet,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,31,1987,7.5,370,9,51,168,154,25,370,14,8,57.1,6,42.9,202,696,300,9,6,1,12,11,272,45,Matches
518,Ante Ćorić,hr CRO,MF,Roma,it Serie A,21,1997,0.3,15,0,0,7,8,0,15,0,0,,0,,10,63,37,1,1,0,0,0,11,1,Matches
519,Jack Cork,eng ENG,MF,Burnley,eng Premier League,29,1989,36.8,1686,96,321,1110,276,35,1686,38,28,73.7,10,26.3,778,3551,1282,21,25,1,45,36,981,56,Matches
520,Andreas Cornelius,dk DEN,FW,Bordeaux,fr Ligue 1,25,1993,8.8,342,20,36,155,154,42,342,8,5,62.5,3,37.5,178,709,214,6,7,2,29,20,266,58,Matches
521,Maxwel Cornet,ci CIV,FW,Lyon,fr Ligue 1,21,1996,14.2,657,11,56,228,379,79,657,52,23,44.2,29,55.8,408,2782,1363,62,29,27,38,28,493,198,Matches
522,Quentin Cornette,fr FRA,"FW,MF",Amiens,fr Ligue 1,24,1994,2.3,104,3,22,49,35,9,104,5,3,60.0,2,40.0,58,413,247,9,6,2,8,7,66,11,Matches
523,Ángel Correa,ar ARG,"MF,FW",Atlético Madrid,es La Liga,23,1995,21.3,1051,25,146,437,493,100,1051,101,63,62.4,38,37.6,690,4190,2077,71,55,26,64,61,760,151,Matches
524,Joaquín Correa,ar ARG,"FW,MF",Lazio,it Serie A,23,1994,21.4,1178,14,66,472,660,129,1178,123,70,56.9,53,43.1,806,5955,3237,128,81,53,57,26,973,198,Matches
525,Danny da Costa,de GER,"DF,FW",Eint Frankfurt,de Bundesliga,25,1993,33.7,1736,98,377,771,610,57,1736,70,27,38.6,43,61.4,674,4347,2124,76,54,15,44,23,815,185,Matches
526,Diego Costa,es ESP,FW,Atlético Madrid,es La Liga,29,1988,12.4,422,8,25,185,215,47,422,21,10,47.6,11,52.4,280,1379,419,18,10,12,40,26,362,93,Matches
527,Douglas Costa,br BRA,"FW,MF",Juventus,it Serie A,27,1990,6.9,438,1,37,173,240,24,438,47,30,63.8,17,36.2,335,2951,1532,47,38,13,17,13,364,83,Matches
528,Filippo Costa,it ITA,"DF,FW",SPAL,it Serie A,23,1995,6.3,332,31,113,129,94,2,332,9,7,77.8,2,22.2,136,775,416,16,9,0,9,4,148,18,Matches
529,Hélder Costa,ao ANG,"FW,MF",Wolves,eng Premier League,24,1994,14.9,680,6,56,268,374,32,680,61,24,39.3,37,60.7,486,3775,1719,67,47,18,48,42,530,127,Matches
530,Jaume Costa,es ESP,DF,Villarreal,es La Liga,30,1988,16.6,1124,60,314,530,291,20,1124,14,10,71.4,4,28.6,566,2661,1635,38,28,2,8,4,681,94,Matches
531,Nuno da Costa,cv CPV,FW,Strasbourg,fr Ligue 1,27,1991,22.8,813,9,59,375,386,89,812,70,33,47.1,37,52.9,514,2475,918,32,31,21,81,57,595,180,Matches
532,David Costas,es ESP,DF,Celta Vigo,es La Liga,23,1995,13.0,818,87,428,358,32,6,818,3,1,33.3,2,66.7,475,2248,1136,5,7,1,3,5,552,2,Matches
533,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,31,1987,37.0,1253,1076,1244,11,0,0,1253,1,1,100.0,0,0.0,541,2691,1733,0,1,1,1,0,473,0,Matches
534,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,26,1991,19.5,694,20,36,313,355,111,693,34,19,55.9,15,44.1,341,1776,774,32,19,17,75,25,546,132,Matches
535,Senou Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,23,1994,4.6,251,22,108,134,11,4,251,1,1,100.0,0,0.0,133,796,371,1,3,0,6,1,147,0,Matches
536,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,26,1992,27.0,897,809,895,1,1,1,897,1,1,100.0,0,0.0,469,2590,1419,0,0,0,0,0,397,0,Matches
537,Philippe Coutinho,br BRA,"FW,MF",Barcelona,es La Liga,26,1992,22.4,1719,8,105,743,887,103,1719,90,51,56.7,39,43.3,1227,7370,3465,101,92,36,42,46,1431,229,Matches
538,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,19,1999,10.9,601,41,268,286,55,3,601,14,8,57.1,6,42.9,306,1841,1054,12,9,1,19,8,346,14,Matches
539,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,24,1994,38.0,1388,1202,1386,2,0,0,1388,0,0,,0,,593,3988,3052,0,1,1,2,0,456,0,Matches
540,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,28,1989,17.7,1279,71,309,642,335,29,1279,13,6,46.2,7,53.8,563,2544,1349,35,25,6,13,6,707,103,Matches
541,Domenico Criscito,it ITA,DF,Genoa,it Serie A,31,1986,34.1,2198,182,691,987,560,19,2197,31,20,64.5,11,35.5,988,5343,3416,72,71,4,18,10,1122,67,Matches
542,Lorenzo Crisetig,it ITA,MF,Frosinone,it Serie A,25,1993,5.6,254,14,71,167,18,2,254,1,1,100.0,0,0.0,134,599,367,7,4,1,4,1,163,0,Matches
543,Bryan Cristante,it ITA,MF,Roma,it Serie A,23,1995,26.9,1630,61,305,937,408,41,1630,45,31,68.9,14,31.1,822,4774,2309,39,46,2,28,34,1120,47,Matches
544,Sebastián Cristóforo,uy URU,MF,Getafe,es La Liga,24,1993,5.0,219,6,47,111,63,2,219,10,3,30.0,7,70.0,100,503,207,4,7,1,4,7,113,11,Matches
545,Enzo Crivelli,fr FRA,FW,Caen,fr Ligue 1,23,1995,25.1,778,34,59,465,259,57,778,30,12,40.0,18,60.0,409,1898,536,17,14,4,76,41,604,123,Matches
546,Peter Crouch,eng ENG,FW,Burnley,eng Premier League,37,1981,1.0,42,2,3,12,27,18,42,0,0,,0,,10,11,4,0,0,0,3,0,34,12,Matches
547,Alessio da Cruz,,"FW,MF",Parma,it Serie A,21,1997,1.6,37,0,4,23,13,2,37,3,2,66.7,1,33.3,29,217,93,1,1,1,5,6,30,5,Matches
548,Juan Cuadrado,co COL,"MF,DF",Juventus,it Serie A,30,1988,13.6,962,14,123,448,398,44,962,32,19,59.4,13,40.6,671,3607,2231,55,47,20,22,15,745,109,Matches
549,Cucho,co COL,FW,Huesca,es La Liga,19,1999,23.9,934,19,76,398,478,119,932,75,37,49.3,38,50.7,581,3854,1643,63,48,28,68,49,671,166,Matches
550,Marc Cucurella,es ESP,"MF,FW",Eibar,es La Liga,20,1998,26.2,1258,24,169,484,624,78,1258,40,17,42.5,23,57.5,612,2979,1405,40,33,10,49,25,743,200,Matches
551,Iván Cuéllar,es ESP,GK,Leganés,es La Liga,34,1984,33.9,1135,872,1121,14,0,0,1135,0,0,,0,,517,4618,2963,0,0,0,1,0,373,0,Matches
552,Mickaël Cuisance,fr FRA,MF,Gladbach,de Bundesliga,18,1999,3.1,212,4,29,104,81,9,212,15,12,80.0,3,20.0,118,673,349,8,9,4,15,10,146,19,Matches
553,Matheus Cunha,br BRA,"FW,MF",RB Leipzig,de Bundesliga,19,1999,9.5,372,10,35,148,194,48,372,24,15,62.5,9,37.5,204,1110,540,21,14,10,28,23,267,75,Matches
554,Greg Cunningham,ie IRL,DF,Cardiff City,eng Premier League,27,1991,7.0,291,23,94,137,61,5,291,1,0,0.0,1,100.0,93,445,223,4,4,0,6,1,115,9,Matches
555,Patrick Cutrone,it ITA,FW,Milan,it Serie A,20,1998,16.2,524,18,47,215,268,73,524,16,5,31.3,11,68.8,355,1835,676,26,11,11,61,26,388,142,Matches
556,Wylan Cyprien,fr FRA,MF,Nice,fr Ligue 1,23,1995,26.2,2225,45,381,1411,447,16,2223,30,19,63.3,11,36.7,1092,4539,2425,29,18,3,31,24,1662,44,Matches
557,Marco D'Alessandro,it ITA,DF,Udinese,it Serie A,27,1991,16.6,892,38,238,429,247,35,892,50,32,64.0,19,38.0,458,3536,2170,74,41,16,32,15,467,78,Matches
558,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,29,1988,28.7,2183,71,562,1168,463,53,2183,32,13,40.6,19,59.4,1215,4992,2634,57,49,3,26,18,1499,148,Matches
559,Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,30,1988,31.9,1757,186,919,795,54,25,1757,10,8,80.0,2,20.0,974,5637,3407,21,16,3,8,4,1073,5,Matches
560,Kouadio-Yves Dabila,ci CIV,DF,Lille,fr Ligue 1,21,1997,8.7,468,61,281,188,3,3,468,1,1,100.0,0,0.0,258,1190,536,1,0,0,2,1,282,0,Matches
561,Abdoulaye Dabo,fr FRA,FW,Nantes,fr Ligue 1,17,2001,1.3,45,0,4,19,23,3,45,7,1,14.3,6,85.7,27,136,26,2,2,1,3,2,32,5,Matches
562,Bryan Dabo,bf BFA,"MF,DF",Fiorentina,it Serie A,26,1992,9.2,542,27,95,329,126,14,542,19,6,31.6,13,68.4,286,1807,987,28,17,1,15,7,339,36,Matches
563,Christoph Daferner,de GER,FW,Freiburg,de Bundesliga,20,1998,0.3,6,0,1,5,0,0,6,0,0,,0,,1,3,0,0,0,0,0,0,2,0,Matches
564,Colin Dagba,fr FRA,"DF,MF",Paris S-G,fr Ligue 1,19,1998,10.2,732,25,173,353,208,28,732,16,10,62.5,6,37.5,429,1834,952,22,20,5,8,10,533,80,Matches
565,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,22,1996,7.7,533,14,90,340,110,10,533,8,7,87.5,1,12.5,370,1909,902,20,20,2,12,11,395,15,Matches
566,Leon Dajaku,de GER,"DF,MF",Stuttgart,de Bundesliga,17,2001,0.3,12,0,3,6,3,2,12,1,0,0.0,1,100.0,8,29,11,0,0,0,2,1,9,0,Matches
567,Felipe dal Belo,br BRA,DF,SPAL,it Serie A,34,1984,26.2,1494,144,684,735,84,23,1494,6,6,100.0,0,0.0,823,3446,2264,15,13,0,7,2,982,6,Matches
568,Nicola Dalmonte,it ITA,"FW,MF",Genoa,it Serie A,20,1997,0.5,31,0,2,9,21,4,31,0,0,,0,,15,149,64,2,0,0,1,2,19,4,Matches
569,Diogo Dalot,pt POR,"DF,FW",Manchester Utd,eng Premier League,19,1999,11.3,700,39,165,316,221,20,700,16,11,68.8,5,31.3,309,1733,1027,42,26,13,10,4,384,82,Matches
570,Matty Daly,eng ENG,MF,Huddersfield,eng Premier League,17,2001,0.8,15,2,3,7,5,1,15,1,0,0.0,1,100.0,10,50,17,1,3,0,1,0,11,2,Matches
571,Vitalie Damașcan,md MDA,MF,Torino,it Serie A,19,1999,0.0,5,0,0,4,1,0,5,1,1,100.0,0,0.0,3,10,1,0,0,0,0,0,4,0,Matches
572,Loïc Damour,fr FRA,MF,Cardiff City,eng Premier League,27,1991,0.3,15,0,0,9,6,0,15,0,0,,0,,7,46,3,0,0,0,1,0,12,0,Matches
573,Charlie Daniels,eng ENG,DF,Bournemouth,eng Premier League,31,1986,17.6,1200,64,400,504,305,31,1200,21,12,57.1,9,42.9,660,3048,1750,40,32,5,12,8,680,82,Matches
