,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assits,xAG,xA,A-xAG,Key_Passes,Passes_1/3,Passes_Penalty_Area,Crosses_Penalty_Area,Progressive_Passes,Matches
2140,Mathew Ryan,au AUS,GK,Brighton,eng Premier League,26,1992,34.0,564,1032,54.7,23324,20299,42,43,97.7,149,156,95.5,373,825,45.2,0,0.0,0.1,0.0,0,34,0,0,0,Matches
2141,Frederik Rønnow,dk DEN,GK,Eint Frankfurt,de Bundesliga,25,1992,1.4,34,55,61.8,1474,1426,2,2,100.0,10,10,100.0,22,43,51.2,0,0.0,0.0,0.0,0,6,0,0,0,Matches
2142,Idriss Saadi,dz ALG,"FW,MF",Strasbourg,fr Ligue 1,26,1992,0.1,2,2,100.0,28,12,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2143,Youssouf Sabaly,sn SEN,DF,Bordeaux,fr Ligue 1,25,1993,21.2,999,1254,79.7,14047,4878,616,688,89.5,320,422,75.8,33,65,50.8,1,2.1,2.3,-1.1,19,57,24,10,75,Matches
2144,Abdelhamid Sabiri,ma MAR,FW,Huddersfield,eng Premier League,21,1996,0.5,7,8,87.5,62,11,7,8,87.5,0,0,,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
2145,Marcel Sabitzer,at AUT,MF,RB Leipzig,de Bundesliga,24,1994,26.1,834,1230,67.8,12094,4622,451,569,79.3,257,361,71.2,53,128,41.4,3,4.9,5.0,-1.9,36,116,37,11,159,Matches
2146,Ihsan Sacko,fr FRA,FW,Nice,fr Ligue 1,21,1997,4.9,84,110,76.4,1113,152,52,57,91.2,26,31,83.9,2,5,40.0,1,0.8,0.9,+0.2,5,3,5,1,8,Matches
2147,Nuri Şahin,tr TUR,MF,Werder Bremen,de Bundesliga,29,1988,16.4,940,1121,83.9,15723,5220,432,478,90.4,423,479,88.3,65,122,53.3,1,0.8,1.6,+0.2,15,105,8,1,101,Matches
2148,Samuel Şahin-Radlinger,at AUT,GK,Hannover 96,de Bundesliga,25,1992,1.0,19,26,73.1,743,714,4,4,100.0,3,4,75.0,12,18,66.7,0,0.0,0.0,0.0,0,1,0,0,0,Matches
2149,Wesley Saïd,fr FRA,"FW,MF",Dijon,fr Ligue 1,23,1995,25.0,426,599,71.1,6341,1577,226,278,81.3,151,193,78.2,24,54,44.4,1,2.8,2.4,-1.8,26,32,29,1,78,Matches
2150,Allan Saint-Maximin,fr FRA,FW,Nice,fr Ligue 1,21,1997,32.2,694,962,72.1,11134,2227,389,480,81.0,216,295,73.2,62,100,62.0,3,6.6,6.5,-3.6,57,54,28,12,93,Matches
2151,Théo Sainte-Luce,fr FRA,MF,Nîmes,fr Ligue 1,19,1998,0.0,1,1,100.0,17,13,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,1,0,1,Matches
2152,Romain Saïss,ma MAR,"MF,DF",Wolves,eng Premier League,28,1990,12.8,578,760,76.1,10960,3717,209,253,82.6,272,335,81.2,73,120,60.8,0,0.6,0.3,-0.6,4,51,3,2,66,Matches
2153,Samuel Sáiz,es ESP,MF,Getafe,es La Liga,27,1991,3.4,95,140,67.9,1830,438,38,58,65.5,35,44,79.5,17,26,65.4,0,0.1,0.4,-0.1,3,6,4,0,13,Matches
2154,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,16,2001,0.1,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2155,Hiroki Sakai,jp JPN,DF,Marseille,fr Ligue 1,28,1990,26.4,1170,1457,80.3,16277,6172,701,773,90.7,337,437,77.1,64,118,54.2,4,2.9,2.5,+1.1,26,82,15,8,100,Matches
2156,Diafra Sakho,sn SEN,FW,Rennes,fr Ligue 1,28,1989,1.6,14,25,56.0,134,4,9,12,75.0,2,5,40.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
2157,Mamadou Sakho,fr FRA,DF,Crystal Palace,eng Premier League,28,1990,26.8,1177,1329,88.6,21762,9860,470,503,93.4,570,630,90.5,118,169,69.8,0,0.2,0.3,-0.2,6,75,3,0,91,Matches
2158,Bakary Sako,ml MLI,FW,Crystal Palace,eng Premier League,30,1988,0.3,8,13,61.5,136,3,5,5,100.0,1,3,33.3,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2159,Emiliano Sala,ar ARG,FW,Nantes,fr Ligue 1,27,1990,15.2,235,369,63.7,2524,466,152,211,72.0,45,85,52.9,4,10,40.0,2,1.7,1.1,+0.3,23,18,9,1,26,Matches
2160,Jacopo Sala,it ITA,DF,Sampdoria,it Serie A,26,1991,16.9,965,1170,82.5,14298,5614,562,605,92.9,331,399,83.0,45,104,43.3,1,1.6,1.3,-0.6,19,92,24,5,123,Matches
2161,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,26,1992,36.1,846,1152,73.4,10807,3092,534,647,82.5,199,273,72.9,39,78,50.0,8,9.4,8.4,-1.4,68,55,71,3,127,Matches
2162,Bartosz Salamon,pl POL,DF,Frosinone,it Serie A,27,1991,19.2,635,776,81.8,13984,4757,148,173,85.5,380,416,91.3,101,170,59.4,0,0.0,0.3,0.0,1,36,9,0,38,Matches
2163,Carlos Salcedo,mx MEX,DF,Eint Frankfurt,de Bundesliga,24,1993,5.1,215,269,79.9,4696,1688,62,71,87.3,112,125,89.6,39,67,58.2,0,0.0,0.0,0.0,0,15,0,0,25,Matches
2164,William Saliba,fr FRA,DF,Saint-Étienne,fr Ligue 1,17,2001,14.2,569,666,85.4,10712,3495,228,243,93.8,262,296,88.5,68,98,69.4,0,0.0,0.1,0.0,1,20,2,0,21,Matches
2165,Yannis Salibur,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,27,1991,9.8,233,334,69.8,3486,1058,134,161,83.2,76,108,70.4,15,36,41.7,3,2.6,1.8,+0.4,19,25,12,7,39,Matches
2166,Yannis Salibur,fr FRA,MF,Guingamp,fr Ligue 1,27,1991,0.2,1,1,100.0,48,23,0,0,,0,0,,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2167,Roland Sallai,hu HUN,MF,Freiburg,de Bundesliga,21,1997,5.9,114,150,76.0,1509,421,64,76,84.2,34,40,85.0,4,14,28.6,0,0.4,0.4,-0.4,5,7,5,3,20,Matches
2168,Edgar Salli,cm CMR,"FW,MF",Nürnberg,de Bundesliga,25,1992,1.3,21,21,100.0,244,82,16,16,100.0,3,3,100.0,1,1,100.0,0,0.0,0.0,0.0,1,1,1,0,3,Matches
2169,Brice Samba,fr FRA,GK,Caen,fr Ligue 1,24,1994,38.0,778,1231,63.2,29616,25696,52,52,100.0,270,278,97.1,455,898,50.7,0,0.0,0.1,0.0,0,16,0,0,0,Matches
2170,Junior Sambia,fr FRA,"MF,FW",Montpellier,fr Ligue 1,21,1996,10.3,304,415,73.3,5326,1484,148,181,81.8,104,132,78.8,42,74,56.8,1,1.6,1.4,-0.6,22,37,15,6,38,Matches
2171,Paolo Sammarco,it ITA,MF,Frosinone,it Serie A,35,1983,6.1,253,333,76.0,4641,1693,116,132,87.9,109,138,79.0,27,53,50.9,0,0.3,0.5,-0.3,6,46,7,1,49,Matches
2172,Frédéric Sammaritano,fr FRA,"FW,MF",Dijon,fr Ligue 1,32,1986,6.0,169,217,77.9,2603,711,89,99,89.9,50,65,76.9,17,27,63.0,0,0.6,0.6,-0.6,6,17,7,4,31,Matches
2173,Mikel San José,es ESP,MF,Athletic Club,es La Liga,29,1989,19.3,540,720,75.0,9070,3378,254,322,78.9,211,263,80.2,55,82,67.1,0,1.7,1.2,-1.7,16,56,19,2,98,Matches
2174,Antonio Sanabria,py PAR,FW,Genoa,it Serie A,22,1996,8.5,102,146,69.9,1419,311,63,87,72.4,27,34,79.4,6,7,85.7,0,0.3,0.5,-0.3,7,10,3,0,20,Matches
2175,Antonio Sanabria,py PAR,FW,Betis,es La Liga,22,1996,9.0,103,141,73.0,1382,212,52,68,76.5,34,41,82.9,4,7,57.1,0,0.0,0.1,0.0,1,4,2,0,9,Matches
2176,Renato Sanches,pt POR,MF,Bayern Munich,de Bundesliga,20,1997,6.4,323,368,87.8,5304,1180,159,177,89.8,121,131,92.4,29,38,76.3,1,0.9,0.6,+0.1,9,32,5,2,38,Matches
2177,Alexis Sánchez,cl CHI,"FW,MF",Manchester Utd,eng Premier League,29,1988,9.8,290,409,70.9,4391,1349,166,199,83.4,75,107,70.1,29,53,54.7,3,3.0,2.7,0.0,21,29,23,4,50,Matches
2178,Carlos Sánchez,co COL,MF,West Ham,eng Premier League,32,1986,2.7,127,143,88.8,2500,587,41,49,83.7,56,59,94.9,25,30,83.3,0,0.1,0.0,-0.1,2,12,1,0,14,Matches
2179,Davinson Sánchez,co COL,DF,Tottenham,eng Premier League,22,1996,21.6,1297,1444,89.8,24668,7528,445,480,92.7,713,759,93.9,127,178,71.3,1,0.4,0.2,+0.6,4,31,0,0,59,Matches
2180,Javi Sánchez,es ESP,DF,Real Madrid,es La Liga,21,1997,0.5,7,8,87.5,204,35,1,1,100.0,3,3,100.0,3,4,75.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2181,Víctor Sánchez,es ESP,MF,Espanyol,es La Liga,30,1987,14.1,440,559,78.7,6718,2258,224,251,89.2,164,203,80.8,27,48,56.3,2,0.8,0.8,+1.2,8,44,7,1,59,Matches
2182,Jadon Sancho,eng ENG,"FW,MF",Dortmund,de Bundesliga,18,2000,27.3,1148,1441,79.7,15961,4154,726,816,89.0,326,412,79.1,56,122,45.9,14,7.7,9.5,+6.3,62,68,56,0,130,Matches
2183,Sandro,br BRA,MF,Udinese,it Serie A,29,1989,6.6,212,266,79.7,3268,1038,111,132,84.1,83,100,83.0,11,19,57.9,0,0.1,0.1,-0.1,3,12,2,0,22,Matches
2184,Sandro,br BRA,MF,Genoa,it Serie A,29,1989,7.9,263,333,79.0,4499,1289,118,143,82.5,110,139,79.1,27,33,81.8,1,0.5,0.5,+0.5,6,20,3,0,31,Matches
2185,Alex Sandro,br BRA,DF,Juventus,it Serie A,27,1991,26.5,1531,1898,80.7,25867,7764,723,799,90.5,646,761,84.9,130,229,56.8,2,2.4,3.2,-0.4,36,125,39,15,163,Matches
2186,Leroy Sané,de GER,FW,Manchester City,eng Premier League,22,1996,20.7,735,955,77.0,8493,1865,479,547,87.6,150,202,74.3,18,57,31.6,10,7.4,7.2,+2.6,40,15,32,2,67,Matches
2187,Salif Sané,sn SEN,DF,Schalke 04,de Bundesliga,27,1990,29.0,1281,1541,83.1,26775,9516,336,383,87.7,771,857,90.0,165,274,60.2,0,0.3,0.7,-0.3,6,77,13,4,97,Matches
2188,Luca Sangalli,es ESP,"MF,FW",Real Sociedad,es La Liga,23,1995,11.1,275,388,70.9,4151,1110,149,184,81.0,95,125,76.0,20,44,45.5,3,1.3,0.7,+1.7,11,25,8,4,36,Matches
2189,Ibrahim Sangaré,ci CIV,MF,Toulouse,fr Ligue 1,20,1997,27.4,1212,1539,78.8,21598,8700,548,622,88.1,468,564,83.0,157,268,58.6,3,1.7,1.7,+1.3,20,182,27,1,227,Matches
2190,Younousse Sankharé,sn SEN,MF,Bordeaux,fr Ligue 1,28,1989,16.4,483,633,76.3,6709,2181,271,324,83.6,160,202,79.2,18,47,38.3,3,1.0,0.7,+2.0,18,55,8,1,71,Matches
2191,Baissama Sankoh,gn GUI,"MF,FW",Caen,fr Ligue 1,26,1992,7.2,156,198,78.8,2245,478,83,95,87.4,59,73,80.8,4,10,40.0,0,0.1,0.1,-0.1,2,7,0,0,15,Matches
2192,Yaya Sanogo,fr FRA,FW,Toulouse,fr Ligue 1,25,1993,13.8,164,259,63.3,2023,320,102,158,64.6,39,50,78.0,6,12,50.0,0,0.8,0.8,-0.8,11,5,4,0,14,Matches
2193,Morgan Sanson,fr FRA,MF,Marseille,fr Ligue 1,23,1994,26.7,1089,1353,80.5,18328,4492,548,614,89.3,314,390,80.5,148,217,68.2,3,2.2,1.9,+0.8,22,118,23,8,147,Matches
2194,Nicola Sansone,it ITA,FW,Bologna,it Serie A,26,1991,12.7,272,377,72.1,3835,1043,175,204,85.8,70,105,66.7,12,31,38.7,4,2.3,2.2,+1.7,19,17,16,2,35,Matches
2195,Nicola Sansone,it ITA,"FW,MF",Villarreal,es La Liga,26,1991,0.4,12,17,70.6,157,37,9,10,90.0,3,4,75.0,0,0,,1,0.0,0.0,+1.0,1,0,0,0,3,Matches
2196,Baptiste Santamaria,fr FRA,MF,Angers,fr Ligue 1,23,1995,36.1,1209,1504,80.4,22086,5779,533,615,86.7,459,538,85.3,177,274,64.6,0,0.5,1.2,-0.5,13,99,13,1,140,Matches
2197,Roberto Santamaría,es ESP,GK,Huesca,es La Liga,33,1985,20.0,308,588,52.4,15093,13705,11,11,100.0,55,57,96.5,242,515,47.0,0,0.0,0.1,0.0,1,30,1,0,0,Matches
2198,Federico Santander,py PAR,FW,Bologna,it Serie A,27,1991,22.9,329,556,59.2,4320,848,199,299,66.6,92,159,57.9,11,28,39.3,3,3.0,1.9,0.0,37,24,9,2,36,Matches
2199,Davide Santon,it ITA,DF,Roma,it Serie A,27,1991,11.2,586,709,82.7,9308,3220,295,318,92.8,233,282,82.6,37,72,51.4,1,0.7,0.9,+0.3,14,44,15,4,61,Matches
2200,Michael Santos,uy URU,"FW,MF",Leganés,es La Liga,25,1993,6.2,71,102,69.6,921,237,52,73,71.2,15,22,68.2,3,5,60.0,3,0.6,0.3,+2.4,6,5,5,1,10,Matches
2201,Samir Santos,br BRA,DF,Udinese,it Serie A,23,1994,20.0,646,829,77.9,10836,4316,294,321,91.6,282,357,79.0,50,104,48.1,0,1.3,0.7,-1.3,8,29,2,2,54,Matches
2202,Riccardo Saponara,it ITA,MF,Sampdoria,it Serie A,26,1991,10.1,315,463,68.0,4591,1664,181,237,76.4,93,133,69.9,22,44,50.0,4,2.0,2.0,+2.0,25,53,20,0,64,Matches
2203,Pablo Sarabia,es ESP,"MF,FW",Sevilla,es La Liga,26,1992,30.3,1045,1442,72.5,16471,5252,579,683,84.8,352,456,77.2,78,187,41.7,13,11.1,9.0,+1.9,68,94,66,14,191,Matches
2204,Marcelo Saracchi,uy URU,DF,RB Leipzig,de Bundesliga,20,1998,7.3,335,478,70.1,5052,2010,185,212,87.3,102,165,61.8,27,59,45.8,1,1.0,1.6,0.0,10,17,22,11,36,Matches
2205,Josh Sargent,us USA,FW,Werder Bremen,de Bundesliga,18,2000,2.4,48,62,77.4,623,40,29,34,85.3,12,16,75.0,3,3,100.0,0,0.1,0.1,-0.1,2,2,0,0,1,Matches
2206,Bouna Sarr,sn SEN,"DF,MF",Marseille,fr Ligue 1,26,1992,24.9,1159,1426,81.3,16357,4888,697,777,89.7,329,412,79.9,70,125,56.0,1,2.0,2.6,-1.0,30,61,24,19,99,Matches
2207,Ismaila Sarr,sn SEN,"FW,MF",Rennes,fr Ligue 1,20,1998,31.0,550,755,72.8,6944,2339,365,441,82.8,125,183,68.3,18,37,48.6,6,6.1,6.1,-0.1,39,46,46,7,93,Matches
2208,Malang Sarr,fr FRA,DF,Nice,fr Ligue 1,19,1999,33.3,1955,2189,89.3,36355,13975,780,832,93.8,963,1033,93.2,203,275,73.8,1,0.5,0.4,+0.5,6,98,5,2,140,Matches
2209,Lluís Sastre,es ESP,MF,Huesca,es La Liga,32,1986,1.3,71,93,76.3,1203,327,35,40,87.5,29,31,93.5,6,14,42.9,0,0.0,0.2,0.0,1,12,3,0,12,Matches
2210,Marco Sau,it ITA,"MF,FW",Sampdoria,it Serie A,30,1987,0.6,23,25,92.0,312,33,17,17,100.0,6,6,100.0,0,1,0.0,0,0.0,0.0,0.0,0,3,0,0,3,Matches
2211,Marco Sau,it ITA,"FW,MF",Cagliari,it Serie A,30,1987,6.2,127,152,83.6,1612,138,78,84,92.9,33,41,80.5,4,6,66.7,0,0.4,0.6,-0.4,7,4,4,0,10,Matches
2212,Téji Savanier,fr FRA,MF,Nîmes,fr Ligue 1,26,1991,31.8,1235,1885,65.5,27457,11142,422,529,79.8,461,625,73.8,312,622,50.2,14,10.4,7.4,+3.6,85,200,23,5,244,Matches
2213,Stefan Savić,me MNE,DF,Atlético Madrid,es La Liga,27,1991,15.5,446,549,81.2,9053,3359,161,171,94.2,202,230,87.8,75,129,58.1,2,0.7,0.2,+1.3,3,41,2,0,40,Matches
2214,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,26,1991,22.2,687,1025,67.0,15962,6758,223,268,83.2,287,354,81.1,167,360,46.4,1,0.7,0.5,+0.3,11,80,9,2,72,Matches
2215,Ezequiel Schelotto,it ITA,DF,Chievo,it Serie A,29,1989,1.6,61,92,66.3,1075,552,27,38,71.1,27,39,69.2,6,12,50.0,0,0.1,0.2,-0.1,2,3,4,1,8,Matches
2216,Nicolás Schiappacasse,uy URU,"FW,MF",Parma,it Serie A,19,1999,0.9,10,15,66.7,87,6,8,11,72.7,1,2,50.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2217,Pasquale Schiattarella,it ITA,MF,SPAL,it Serie A,31,1987,20.5,1167,1398,83.5,18841,5676,565,613,92.2,462,514,89.9,92,171,53.8,4,2.5,2.5,+1.5,37,86,23,5,125,Matches
2218,Patrik Schick,cz CZE,"FW,MF",Roma,it Serie A,22,1996,14.6,199,272,73.2,2430,429,134,165,81.2,51,70,72.9,2,8,25.0,0,1.5,0.9,-1.5,18,14,3,0,21,Matches
2219,Julian Schieber,de GER,FW,Augsburg,de Bundesliga,29,1989,2.9,56,78,71.8,668,93,36,44,81.8,14,20,70.0,1,4,25.0,0,0.6,0.7,-0.6,1,3,2,0,7,Matches
2220,Christopher Schindler,de GER,DF,Huddersfield,eng Premier League,28,1990,36.2,1288,1555,82.8,26485,8603,399,466,85.6,672,772,87.0,205,284,72.2,0,0.2,0.4,-0.2,2,65,2,0,72,Matches
2221,Keven Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,21,1997,8.6,390,450,86.7,8226,2974,95,109,87.2,242,257,94.2,49,73,67.1,0,0.0,0.2,0.0,0,20,1,0,24,Matches
2222,Nico Schlotterbeck,de GER,DF,Freiburg,de Bundesliga,18,1999,2.5,80,102,78.4,1682,559,25,28,89.3,40,46,87.0,14,24,58.3,0,0.0,0.0,0.0,0,4,1,0,7,Matches
2223,Jeffrey Schlupp,gh GHA,"MF,FW",Crystal Palace,eng Premier League,25,1992,18.6,489,658,74.3,7239,2378,286,332,86.1,166,216,76.9,19,48,39.6,1,1.2,1.0,-0.2,16,55,13,3,77,Matches
2224,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,31,1986,38.0,857,1248,68.7,29412,21904,60,61,98.4,352,359,98.1,443,822,53.9,0,0.4,0.1,-0.4,1,12,0,0,2,Matches
2225,Marcel Schmelzer,de GER,DF,Dortmund,de Bundesliga,30,1988,6.3,389,462,84.2,5800,1811,241,263,91.6,128,147,87.1,17,26,65.4,1,0.3,0.3,+0.7,3,27,4,2,26,Matches
2226,Jonathan Schmid,fr FRA,DF,Augsburg,de Bundesliga,28,1990,28.0,1104,1406,78.5,16871,7832,630,686,91.8,326,422,77.3,93,190,48.9,7,3.3,3.5,+3.7,46,69,31,13,109,Matches
2227,Morgan Schneiderlin,fr FRA,MF,Everton,eng Premier League,28,1989,9.3,484,548,88.3,7784,2030,255,274,93.1,154,174,88.5,51,65,78.5,1,0.4,0.6,+0.6,8,43,4,0,47,Matches
2228,Alessandro Schöpf,at AUT,"MF,DF",Schalke 04,de Bundesliga,24,1994,11.2,380,479,79.3,5882,1365,209,242,86.4,142,171,83.0,24,38,63.2,0,1.4,1.5,-1.4,13,29,9,3,35,Matches
2229,Nico Schulz,de GER,DF,Hoffenheim,de Bundesliga,25,1993,28.2,1170,1565,74.8,18979,6679,624,724,86.2,422,553,76.3,100,172,58.1,5,10.5,10.3,-5.5,61,77,48,26,103,Matches
2230,André Schürrle,de GER,"FW,MF",Fulham,eng Premier League,27,1990,18.2,424,576,73.6,6291,1502,259,301,86.0,123,166,74.1,32,53,60.4,0,1.9,1.5,-1.9,19,28,20,5,57,Matches
2231,Pirmin Schwegler,ch SUI,MF,Hannover 96,de Bundesliga,31,1987,23.1,924,1207,76.6,15978,5513,415,474,87.6,363,444,81.8,104,216,48.1,1,3.0,2.9,-2.0,41,75,10,0,117,Matches
2232,Alexander Schwolow,de GER,GK,Freiburg,de Bundesliga,26,1992,33.0,848,1273,66.6,29163,21960,83,83,100.0,346,356,97.2,418,828,50.5,1,0.1,0.1,+0.9,2,10,0,0,0,Matches
2233,Matteo Scozzarella,it ITA,MF,Parma,it Serie A,30,1988,16.2,531,700,75.9,11011,3189,173,204,84.8,250,294,85.0,97,174,55.7,3,2.6,1.4,+0.4,19,64,9,2,67,Matches
2234,Simone Scuffet,it ITA,GK,Udinese,it Serie A,22,1996,9.0,181,264,68.6,6059,4524,16,16,100.0,75,77,97.4,90,171,52.6,0,0.0,0.0,0.0,0,1,0,0,1,Matches
2235,Andrea Seculin,it ITA,GK,Chievo,it Serie A,28,1990,1.0,16,25,64.0,539,456,3,3,100.0,5,5,100.0,8,16,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2236,Stanley Segarel,mf SMN,FW,Amiens,fr Ligue 1,24,1994,0.2,1,1,100.0,16,5,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
2237,Davie Selke,de GER,FW,Hertha BSC,de Bundesliga,23,1995,19.3,275,479,57.4,3440,600,183,286,64.0,65,108,60.2,8,21,38.1,5,3.4,2.4,+1.6,19,15,10,3,22,Matches
2238,Ole Selnæs,no NOR,MF,Saint-Étienne,fr Ligue 1,24,1994,18.5,748,925,80.9,14730,4019,289,339,85.3,315,366,86.1,127,171,74.3,5,2.5,2.6,+2.5,21,82,15,2,104,Matches
2239,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,26,1992,37.0,728,1147,63.5,25710,20831,61,61,100.0,297,304,97.7,369,776,47.6,0,0.0,0.1,0.0,0,24,0,0,0,Matches
2240,Ken Sema,se SWE,"MF,FW",Watford,eng Premier League,24,1993,8.4,173,248,69.8,2131,474,119,147,81.0,46,58,79.3,1,12,8.3,2,0.6,0.5,+1.4,8,13,3,0,17,Matches
2241,Alfa Semedo,gw GNB,MF,Espanyol,es La Liga,20,1997,0.5,17,22,77.3,282,110,7,10,70.0,9,10,90.0,1,1,100.0,0,0.0,0.0,0.0,1,2,0,0,3,Matches
2242,Nélson Semedo,pt POR,DF,Barcelona,es La Liga,24,1993,17.8,1098,1213,90.5,14699,3251,697,738,94.4,306,342,89.5,43,52,82.7,0,0.3,0.7,-0.3,4,51,8,0,44,Matches
2243,Rúben Semedo,pt POR,DF,Huesca,es La Liga,24,1994,9.4,313,361,86.7,6760,2435,74,84,88.1,183,198,92.4,52,69,75.4,0,0.2,0.2,-0.2,1,13,2,0,25,Matches
2244,Adrian Šemper,hr CRO,GK,Chievo,it Serie A,20,1998,6.0,116,197,58.9,4153,3219,9,9,100.0,45,45,100.0,62,141,44.0,0,0.0,0.0,0.0,0,4,0,0,0,Matches
2245,Stefano Sensi,it ITA,MF,Sassuolo,it Serie A,22,1995,21.9,1240,1454,85.3,21831,5954,565,615,91.9,495,553,89.5,137,215,63.7,4,5.6,3.8,-1.6,52,149,11,2,133,Matches
2246,Luigi Sepe,it ITA,GK,Parma,it Serie A,27,1991,37.0,778,1229,63.3,28178,22587,71,72,98.6,306,310,98.7,400,835,47.9,0,0.1,0.1,-0.1,1,20,0,0,0,Matches
2247,Suat Serdar,de GER,MF,Schalke 04,de Bundesliga,21,1997,19.2,315,446,70.6,5582,1749,130,178,73.0,141,174,81.0,32,58,55.2,1,2.4,0.9,-1.4,15,37,8,1,67,Matches
2248,Jean Seri,ci CIV,MF,Fulham,eng Premier League,27,1991,24.9,1427,1707,83.6,25102,7012,646,705,91.6,557,641,86.9,171,264,64.8,2,4.8,3.4,-2.8,57,125,28,9,164,Matches
2249,Leonardo Sernicola,it ITA,FW,Sassuolo,it Serie A,21,1997,0.1,3,3,100.0,36,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2250,Julien Serrano,fr FRA,"MF,DF",Monaco,fr Ligue 1,20,1998,1.3,43,55,78.2,714,140,22,23,95.7,20,26,76.9,1,5,20.0,0,0.1,0.0,-0.1,1,1,1,0,3,Matches
2251,Grégory Sertic,fr FRA,MF,Marseille,fr Ligue 1,28,1989,1.2,57,75,76.0,894,196,28,32,87.5,19,27,70.4,6,12,50.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
2252,Ryan Sessegnon,eng ENG,"FW,DF",Fulham,eng Premier League,18,2000,25.6,567,820,69.1,8572,2961,312,379,82.3,205,290,70.7,28,79,35.4,6,3.8,2.9,+2.2,33,31,12,1,57,Matches
2253,Paik Seung-ho,kr KOR,"FW,MF",Girona,es La Liga,21,1997,0.7,17,20,85.0,273,83,13,14,92.9,1,1,100.0,2,3,66.7,0,0.0,0.0,0.0,0,5,0,0,2,Matches
2254,Stephan El Shaarawy,it ITA,"FW,MF",Roma,it Serie A,25,1992,23.4,691,866,79.8,10742,2328,395,457,86.4,212,263,80.6,56,85,65.9,3,5.0,4.5,-2.0,37,40,37,7,96,Matches
2255,Meritan Shabani,al ALB,MF,Bayern Munich,de Bundesliga,19,1999,0.0,2,3,66.7,13,5,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2256,Xherdan Shaqiri,ch SUI,"FW,MF",Liverpool,eng Premier League,26,1991,11.8,542,701,77.3,8630,2197,297,340,87.4,157,200,78.5,62,109,56.9,3,1.6,2.6,+1.4,19,45,33,5,85,Matches
2257,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,23,1995,28.8,1661,2006,82.8,22676,8864,987,1083,91.1,504,600,84.0,69,130,53.1,4,3.9,3.4,+0.1,33,124,33,7,158,Matches
2258,Jonjo Shelvey,eng ENG,MF,Newcastle Utd,eng Premier League,26,1992,10.5,463,685,67.6,10154,4250,155,183,84.7,183,245,74.7,109,218,50.0,1,1.7,1.5,-0.7,25,74,24,4,74,Matches
2259,Gaku Shibasaki,jp JPN,"MF,FW",Getafe,es La Liga,26,1992,4.3,82,137,59.9,1421,494,35,50,70.0,33,53,62.3,9,19,47.4,0,0.2,0.3,-0.2,3,8,7,2,14,Matches
2260,Gen Shoji,jp JPN,DF,Toulouse,fr Ligue 1,25,1992,18.0,621,732,84.8,13078,4791,176,196,89.8,325,360,90.3,106,157,67.5,0,1.2,0.3,-1.2,6,44,4,0,71,Matches
2261,Djibril Sidibé,fr FRA,"DF,MF",Monaco,fr Ligue 1,26,1992,23.1,1050,1435,73.2,16367,6966,541,645,83.9,429,563,76.2,53,137,38.7,2,3.0,2.2,-1.0,30,83,36,17,133,Matches
2262,Kalidou Sidibé,fr FRA,MF,Toulouse,fr Ligue 1,19,1999,14.0,433,590,73.4,6370,2218,259,312,83.0,138,192,71.9,25,53,47.2,0,0.2,0.2,-0.2,4,32,1,0,52,Matches
2263,Sidnei,br BRA,DF,Betis,es La Liga,28,1989,19.4,1130,1274,88.7,20451,5207,464,500,92.8,533,574,92.9,111,158,70.3,0,0.1,0.3,-0.1,2,72,3,0,67,Matches
