,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Shot_Creating_Action,Shot_Creating_Action_per90,Pass_Live_Shot,Pass_Dead_Shot,Take_Ons_Shot,Shot-Shot,Fouls_drawn_Shot,Defensive_Shot,Goal_Creating_Action,Goal_Creating_Action_90,Pass_Live_Goal,Pass_Dead_Goal,Take_Ons_Goal,Shot_Goal,Fouls_Drawn_Goal,Defensive_Goal,Matches
0,Ismael Aaneba,fr FRA,DF,Strasbourg,fr Ligue 1,19,1999,2.3,3,1.32,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1,Patrick van Aanholt,nl NED,DF,Crystal Palace,eng Premier League,27,1990,35.5,86,2.42,67,8,2,7,2,0,6,0.17,4,1,0,1,0,0,Matches
2,Ignazio Abate,it ITA,DF,Milan,it Serie A,31,1986,14.5,23,1.59,23,0,0,0,0,0,1,0.07,1,0,0,0,0,0,Matches
3,Yunis Abdelhamid,ma MAR,DF,Reims,fr Ligue 1,30,1987,38.0,25,0.66,17,1,3,4,0,0,2,0.05,2,0,0,0,0,0,Matches
4,Mehdi Abeid,dz ALG,MF,Dijon,fr Ligue 1,25,1992,22.5,41,1.82,30,4,4,1,1,1,2,0.09,2,0,0,0,0,0,Matches
5,Charles Abi,fr FRA,"DF,FW",Saint-Étienne,fr Ligue 1,18,2000,0.4,2,5.63,0,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
6,David Abraham,ar ARG,DF,Eint Frankfurt,de Bundesliga,32,1986,15.8,12,0.76,9,0,1,1,1,0,1,0.06,0,0,0,1,0,0,Matches
7,Amir Abrashi,al ALB,MF,Freiburg,de Bundesliga,28,1990,8.8,8,0.91,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
8,Francesco Acerbi,it ITA,DF,Lazio,it Serie A,30,1988,36.8,31,0.84,27,0,0,1,3,0,2,0.05,1,0,0,1,0,0,Matches
9,Afriyie Acquah,gh GHA,MF,Empoli,it Serie A,26,1992,16.8,44,2.62,34,0,4,4,2,0,1,0.06,1,0,0,0,0,0,Matches
10,Tyler Adams,us USA,MF,RB Leipzig,de Bundesliga,19,1999,8.0,12,1.50,10,0,1,0,1,0,3,0.37,3,0,0,0,0,0,Matches
11,Antonio Adán,es ESP,GK,Atlético Madrid,es La Liga,31,1987,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
12,Aday,es ESP,"DF,MF",Girona,es La Liga,30,1987,7.2,28,3.91,18,6,1,2,1,0,2,0.28,2,0,0,0,0,0,Matches
13,Khaled Adénon,bj BEN,DF,Amiens,fr Ligue 1,33,1985,22.2,11,0.50,8,0,0,1,2,0,0,0.00,0,0,0,0,0,0,Matches
14,Claud Adjapong,it ITA,"MF,FW",Sassuolo,it Serie A,20,1998,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
15,Yacine Adli,fr FRA,MF,Bordeaux,fr Ligue 1,18,2000,2.4,10,4.17,9,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
16,Ali Adnan Kadhim,iq IRQ,DF,Atalanta,it Serie A,24,1993,1.8,8,4.34,4,2,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
17,Aritz Aduriz,es ESP,FW,Athletic Club,es La Liga,37,1981,10.5,19,1.81,14,0,0,3,2,0,1,0.10,1,0,0,0,0,0,Matches
18,Luis Advíncula,pe PER,DF,Rayo Vallecano,es La Liga,28,1990,26.5,50,1.88,33,4,5,1,7,0,11,0.41,6,0,2,0,3,0,Matches
19,Martin Agirregabiria,es ESP,DF,Alavés,es La Liga,22,1996,22.6,22,0.97,21,0,1,0,0,0,1,0.04,1,0,0,0,0,0,Matches
20,Nayef Aguerd,ma MAR,DF,Dijon,fr Ligue 1,22,1996,11.7,8,0.69,5,1,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
21,Sergio Agüero,ar ARG,FW,Manchester City,eng Premier League,30,1988,27.3,91,3.33,60,1,11,10,7,2,19,0.70,14,0,2,2,1,0,Matches
22,Ruben Aguilar,fr FRA,DF,Montpellier,fr Ligue 1,25,1993,28.1,103,3.67,80,8,6,2,7,0,7,0.25,6,0,0,1,0,0,Matches
23,Juan Aguilera,es ESP,MF,Huesca,es La Liga,32,1985,3.8,6,1.57,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
24,Emmanuel Agyemang-Badu,gh GHA,MF,Udinese,it Serie A,27,1990,1.8,2,1.12,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
25,Jean-Eudes Aholou,ci CIV,MF,Monaco,fr Ligue 1,24,1994,11.9,28,2.34,20,0,3,3,1,1,3,0.25,2,0,0,1,0,0,Matches
26,Antonis Aidonis,de GER,DF,Stuttgart,de Bundesliga,17,2001,0.9,1,1.13,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
27,Ola Aina,ng NGA,DF,Torino,it Serie A,21,1996,24.0,57,2.37,37,6,7,1,4,2,5,0.21,3,1,0,0,1,0,Matches
28,Youssef Aït Bennasser,ma MAR,MF,Saint-Étienne,fr Ligue 1,22,1996,10.4,20,1.93,18,0,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
29,Youssef Aït Bennasser,ma MAR,MF,Monaco,fr Ligue 1,22,1996,11.9,27,2.26,26,0,1,0,0,0,5,0.42,4,0,1,0,0,0,Matches
30,Rayan Aït Nouri,dz ALG,"DF,MF",Angers,fr Ligue 1,17,2001,0.6,2,3.16,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
31,Ludovic Ajorque,fr FRA,FW,Strasbourg,fr Ligue 1,24,1994,17.0,35,2.06,22,1,1,3,6,2,4,0.24,3,0,0,1,0,0,Matches
32,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,23,1995,24.5,18,0.73,14,0,1,0,2,1,4,0.16,2,0,0,0,1,1,Matches
33,Carlos Akapo,gq EQG,DF,Huesca,es La Liga,25,1993,11.4,17,1.51,11,2,2,1,1,0,2,0.18,1,0,0,0,1,0,Matches
34,Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,23,1995,37.9,24,0.63,19,0,0,4,1,0,1,0.03,0,0,0,0,1,0,Matches
35,Sergio Akieme,es ESP,DF,Rayo Vallecano,es La Liga,20,1997,2.0,1,0.50,1,0,0,0,0,0,1,0.50,1,0,0,0,0,0,Matches
36,Chadrac Akolo,cd COD,"MF,FW",Stuttgart,de Bundesliga,23,1995,5.8,21,3.60,15,0,3,2,1,0,1,0.17,1,0,0,0,0,0,Matches
37,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,23,1995,5.5,7,1.26,6,0,0,0,1,0,2,0.36,1,0,0,0,1,0,Matches
38,Kevin Akpoguma,ng NGA,DF,Hannover 96,de Bundesliga,23,1995,3.5,4,1.15,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
39,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,26,1992,28.1,84,2.99,64,4,4,10,2,0,9,0.32,7,1,1,0,0,0,Matches
40,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,20,1998,21.1,56,2.66,37,6,7,0,6,0,5,0.24,4,0,0,0,1,0,Matches
41,Lucas Alario,ar ARG,"FW,MF",Leverkusen,de Bundesliga,25,1992,14.1,31,2.21,29,0,0,1,1,0,4,0.28,4,0,0,0,0,0,Matches
42,Jordi Alba,es ESP,DF,Barcelona,es La Liga,29,1989,33.2,84,2.53,76,3,1,0,3,1,13,0.39,12,0,0,0,1,0,Matches
43,Luis Alberto,es ESP,"MF,FW",Lazio,it Serie A,25,1992,22.1,154,6.97,103,34,4,10,2,1,10,0.45,4,4,0,2,0,0,Matches
44,Raúl Albiol,es ESP,DF,Napoli,it Serie A,32,1985,19.0,20,1.05,20,0,0,0,0,0,2,0.11,2,0,0,0,0,0,Matches
45,Miiko Albornoz,cl CHI,"DF,MF",Hannover 96,de Bundesliga,27,1990,18.4,37,2.01,27,5,2,2,0,1,4,0.22,4,0,0,0,0,0,Matches
46,Marc Albrighton,eng ENG,"FW,MF",Leicester City,eng Premier League,28,1989,18.1,47,2.60,37,4,3,3,0,0,4,0.22,4,0,0,0,0,0,Matches
47,Paco Alcácer,es ESP,FW,Dortmund,de Bundesliga,24,1993,13.5,40,2.97,29,0,2,5,2,2,7,0.52,4,0,0,1,1,1,Matches
48,Pedro Alcalá,es ESP,DF,Girona,es La Liga,29,1989,20.8,14,0.67,10,0,0,3,1,0,1,0.05,1,0,0,0,0,0,Matches
49,Thiago Alcántara,es ESP,MF,Bayern Munich,de Bundesliga,27,1991,26.8,98,3.66,71,16,4,1,4,2,9,0.34,7,2,0,0,0,0,Matches
50,Rubén Alcaraz,es ESP,MF,Valladolid,es La Liga,27,1991,33.1,62,1.87,43,4,3,3,8,1,5,0.15,3,0,1,0,1,0,Matches
51,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,29,1989,32.5,34,1.05,29,0,1,4,0,0,2,0.06,2,0,0,0,0,0,Matches
52,Álex Alegría,es ESP,"FW,MF",Rayo Vallecano,es La Liga,25,1992,1.6,4,2.57,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
53,Alexis Alegue,fr FRA,FW,Nantes,fr Ligue 1,21,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
54,Iván Alejo,es ESP,MF,Getafe,es La Liga,23,1995,1.6,1,0.62,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
55,Carles Aleñá,es ESP,MF,Barcelona,es La Liga,20,1998,7.1,27,3.82,25,0,0,1,1,0,5,0.71,4,0,0,1,0,0,Matches
56,Rúnar Alex Rúnarsson,is ISL,GK,Dijon,fr Ligue 1,23,1995,25.0,5,0.20,3,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
57,Alexander,ar ARG,FW,Leganés,es La Liga,29,1988,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
58,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,19,1998,27.4,96,3.51,62,24,6,2,1,1,18,0.66,13,5,0,0,0,0,Matches
59,Alfonso,mz MOZ,MF,Hoffenheim,de Bundesliga,18,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
60,Rachid Alioui,ma MAR,FW,Nîmes,fr Ligue 1,26,1992,13.9,41,2.95,29,1,2,7,1,1,1,0.07,1,0,0,0,0,0,Matches
61,Alisson,br BRA,GK,Liverpool,eng Premier League,25,1992,38.0,4,0.11,1,3,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches
62,Bobby Allain,fr FRA,GK,Dijon,fr Ligue 1,26,1991,13.0,2,0.15,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
63,Allan,br BRA,MF,Napoli,it Serie A,27,1991,29.1,88,3.03,75,0,7,2,2,2,10,0.34,9,0,1,0,0,0,Matches
64,Allan,br BRA,MF,Eint Frankfurt,de Bundesliga,21,1997,2.0,7,3.58,4,1,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
65,Dele Alli,eng ENG,MF,Tottenham,eng Premier League,22,1996,20.3,64,3.16,45,2,6,5,5,1,5,0.25,3,0,0,1,1,0,Matches
66,Miguel Almirón,py PAR,MF,Newcastle Utd,eng Premier League,24,1994,8.4,36,4.27,27,0,1,3,3,2,3,0.36,1,0,0,1,1,0,Matches
67,Júnior Alonso,py PAR,"DF,MF",Celta Vigo,es La Liga,25,1993,6.0,6,1.01,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
68,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,27,1990,30.7,66,2.15,55,1,0,5,4,1,10,0.33,6,0,0,2,2,0,Matches
69,Mickaël Alphonse,gp GLP,DF,Dijon,fr Ligue 1,29,1989,6.3,16,2.52,13,2,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
70,Sergio Álvarez,es ESP,"DF,MF",Eibar,es La Liga,26,1992,11.9,5,0.42,5,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
71,Sergio Álvarez,es ESP,GK,Celta Vigo,es La Liga,31,1986,13.0,1,0.08,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
72,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,23,1995,29.0,10,0.34,8,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
73,Bruno Alves,pt POR,DF,Parma,it Serie A,36,1981,32.5,24,0.74,18,3,1,1,0,1,2,0.06,2,0,0,0,0,0,Matches
74,Dani Alves,br BRA,"MF,DF",Paris S-G,fr Ligue 1,35,1983,18.0,60,3.33,54,2,0,1,2,1,11,0.61,10,0,0,0,0,1,Matches
75,Ibrahim Amadou,fr FRA,"MF,DF",Sevilla,es La Liga,25,1993,8.5,9,1.06,8,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
76,Romain Amalfitano,fr FRA,"MF,FW",Dijon,fr Ligue 1,28,1989,28.0,40,1.43,36,0,0,1,2,1,1,0.04,0,0,0,1,0,0,Matches
77,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,23,1994,7.1,11,1.55,10,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
78,Jordi Amat,id IDN,DF,Rayo Vallecano,es La Liga,26,1992,30.7,16,0.52,11,2,0,1,1,1,1,0.03,1,0,0,0,0,0,Matches
79,Amath,sn SEN,MF,Getafe,es La Liga,22,1996,11.1,34,3.05,23,0,3,4,3,1,3,0.27,2,0,0,1,0,0,Matches
80,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,24,1994,24.2,53,2.19,41,5,2,3,0,2,3,0.12,3,0,0,0,0,0,Matches
81,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,20,1998,32.0,38,1.19,26,5,5,2,0,0,2,0.06,2,0,0,0,0,0,Matches
82,Nadiem Amiri,de GER,MF,Hoffenheim,de Bundesliga,21,1996,8.4,28,3.34,21,1,4,1,1,0,3,0.36,1,0,1,0,1,0,Matches
83,Yanis Ammour,fr FRA,MF,Montpellier,fr Ligue 1,19,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
84,Luke Amos,eng ENG,MF,Tottenham,eng Premier League,21,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
85,Joachim Andersen,dk DEN,DF,Sampdoria,it Serie A,22,1996,32.0,27,0.84,23,1,0,2,0,1,3,0.09,3,0,0,0,0,0,Matches
86,Felipe Anderson,br BRA,"MF,FW",West Ham,eng Premier League,25,1993,33.8,139,4.11,95,17,11,5,7,4,15,0.44,10,0,3,2,0,0,Matches
87,Florin Andone,ro ROU,FW,Brighton,eng Premier League,25,1993,9.8,13,1.33,7,0,1,3,2,0,1,0.10,0,0,0,1,0,0,Matches
88,Benjamin André,fr FRA,MF,Rennes,fr Ligue 1,27,1990,27.7,67,2.42,50,1,4,1,7,4,6,0.22,4,0,1,0,1,0,Matches
89,Marco Andreolli,it ITA,DF,Cagliari,it Serie A,32,1986,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
90,Marco Andreolli,it ITA,DF,Chievo,it Serie A,32,1986,7.2,2,0.28,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
91,Yoann Andreu,fr FRA,DF,Angers,fr Ligue 1,29,1989,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
92,José Ángel,es ESP,DF,Eibar,es La Liga,28,1989,33.6,92,2.73,59,25,4,2,1,1,5,0.15,4,1,0,0,0,0,Matches
93,Miguel Ángel Moyá,es ESP,GK,Real Sociedad,es La Liga,34,1984,11.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
94,Cristian Ansaldi,ar ARG,"DF,MF",Torino,it Serie A,31,1986,20.1,66,3.29,40,10,9,4,2,1,5,0.25,3,0,1,0,0,1,Matches
95,Mirco Antenucci,it ITA,FW,SPAL,it Serie A,33,1984,23.7,64,2.70,46,0,3,6,7,2,5,0.21,3,0,1,0,1,0,Matches
96,Waldemar Anton,de GER,DF,Hannover 96,de Bundesliga,22,1996,34.0,27,0.79,21,2,2,1,1,0,0,0.00,0,0,0,0,0,0,Matches
97,Luca Antonelli,it ITA,DF,Empoli,it Serie A,31,1987,8.4,11,1.31,8,0,0,1,1,1,2,0.24,2,0,0,0,0,0,Matches
98,Mauro Antonio Burruchaga,ar ARG,MF,Chievo,it Serie A,20,1998,0.6,1,1.55,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
99,Michail Antonio,jm JAM,"MF,FW",West Ham,eng Premier League,28,1990,23.4,64,2.74,40,0,9,8,5,2,10,0.43,5,0,1,2,2,0,Matches
100,Antoñito,es ESP,"DF,MF",Valladolid,es La Liga,30,1987,20.7,49,2.37,38,2,7,0,2,0,2,0.10,1,0,1,0,0,0,Matches
101,Vitorino Antunes,pt POR,"DF,MF",Getafe,es La Liga,31,1987,24.2,68,2.81,37,21,4,3,2,1,6,0.25,5,1,0,0,0,0,Matches
102,Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,23,1995,12.0,10,0.83,9,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
103,Dennis Aogo,de GER,MF,Stuttgart,de Bundesliga,31,1987,11.4,26,2.28,15,8,1,2,0,0,1,0.09,0,0,0,1,0,0,Matches
104,Houssem Aouar,dz ALG,MF,Lyon,fr Ligue 1,20,1998,34.0,123,3.62,97,0,5,11,9,1,20,0.59,11,0,0,3,5,1,Matches
105,Emmanuel Apeh,ng NGA,"FW,MF",Celta Vigo,es La Liga,21,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
106,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,22,1995,29.7,38,1.28,21,1,4,2,9,1,3,0.10,1,0,0,0,1,1,Matches
107,Guilherme Arana,br BRA,DF,Sevilla,es La Liga,21,1997,7.0,5,0.72,4,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
108,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,29,1989,21.0,72,3.42,64,4,0,3,1,0,13,0.62,12,0,0,1,0,0,Matches
109,Luiz Araújo,br BRA,"FW,MF",Lille,fr Ligue 1,22,1996,8.7,30,3.46,23,3,1,2,1,0,3,0.35,2,0,1,0,0,0,Matches
110,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,26,1991,29.8,11,0.37,10,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
111,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,31,1987,21.7,16,0.74,14,0,0,1,1,0,3,0.14,3,0,0,0,0,0,Matches
112,Joaquín Ardaiz,uy URU,FW,Frosinone,it Serie A,19,1999,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
113,Alphonse Areola,fr FRA,GK,Paris S-G,fr Ligue 1,25,1993,21.0,3,0.14,2,1,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
114,Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,26,1992,19.7,37,1.88,30,4,1,0,2,0,2,0.10,2,0,0,0,0,0,Matches
115,Lorenzo Ariaudo,it ITA,DF,Frosinone,it Serie A,29,1989,18.7,14,0.75,13,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
116,Nicolò Armini,it ITA,DF,Lazio,it Serie A,17,2001,0.4,1,2.37,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
117,Yoël Armougom,fr FRA,DF,Caen,fr Ligue 1,20,1998,20.6,39,1.89,33,2,0,1,1,2,4,0.19,4,0,0,0,0,0,Matches
118,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,26,1992,15.9,61,3.83,43,2,3,5,7,1,8,0.50,6,0,0,0,2,0,Matches
119,José Arnaiz,es ESP,"MF,FW",Leganés,es La Liga,23,1995,1.3,2,1.59,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
120,Marko Arnautović,at AUT,FW,West Ham,eng Premier League,29,1989,22.1,66,2.99,52,0,5,7,2,0,8,0.36,7,0,0,1,0,0,Matches
121,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,24,1994,31.9,90,2.82,41,30,4,6,9,0,14,0.44,4,6,1,1,2,0,Matches
122,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,23,1994,36.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
123,Harry Arter,ie IRL,MF,Cardiff City,eng Premier League,28,1989,22.2,37,1.67,32,1,1,2,1,0,6,0.27,5,0,0,1,0,0,Matches
124,Kwadwo Asamoah,gh GHA,DF,Inter,it Serie A,29,1988,29.7,87,2.93,73,3,5,2,3,1,2,0.07,2,0,0,0,0,0,Matches
125,Takuma Asano,jp JPN,"MF,FW",Hannover 96,de Bundesliga,23,1994,7.8,14,1.81,6,0,1,4,3,0,0,0.00,0,0,0,0,0,0,Matches
126,Santiago Ascacíbar,ar ARG,MF,Stuttgart,de Bundesliga,21,1997,27.0,45,1.67,39,0,0,5,1,0,4,0.15,3,0,0,1,0,0,Matches
127,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,29,1989,32.0,2,0.06,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
128,Marco Asensio,es ESP,FW,Real Madrid,es La Liga,22,1996,19.8,67,3.39,48,5,7,2,5,0,10,0.51,7,0,0,0,3,0,Matches
129,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,30,1987,25.0,113,4.52,91,4,8,5,4,1,15,0.60,12,0,2,0,1,0,Matches
130,Simon Asta,de GER,DF,Augsburg,de Bundesliga,17,2001,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
131,Youcef Atal,dz ALG,"DF,FW",Nice,fr Ligue 1,22,1996,25.1,76,3.02,43,3,14,3,12,1,2,0.08,1,0,0,1,0,0,Matches
132,Christian Atsu,gh GHA,MF,Newcastle Utd,eng Premier League,26,1992,16.6,42,2.53,32,0,1,4,5,0,5,0.30,3,0,1,1,0,0,Matches
133,Pierre-Emerick Aubameyang,ga GAB,FW,Arsenal,eng Premier League,29,1989,30.3,60,1.98,42,0,7,5,5,1,11,0.36,6,0,1,2,2,0,Matches
134,Emil Audero,it ITA,GK,Sampdoria,it Serie A,21,1997,36.0,6,0.17,3,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
135,Jean-Kévin Augustin,fr FRA,FW,RB Leipzig,de Bundesliga,21,1997,5.1,17,3.32,9,0,3,1,4,0,2,0.39,0,0,1,1,0,0,Matches
136,Ludwig Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,24,1994,33.6,82,2.44,65,12,1,3,1,0,9,0.27,8,0,0,1,0,0,Matches
137,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,25,1992,6.3,12,1.91,9,1,1,0,0,1,3,0.48,3,0,0,0,0,0,Matches
138,Charlie Austin,eng ENG,FW,Southampton,eng Premier League,29,1989,10.9,23,2.11,13,0,0,5,3,2,2,0.18,1,0,0,1,0,0,Matches
139,Ezequiel Ávila,ar ARG,"FW,MF",Huesca,es La Liga,24,1994,22.2,54,2.43,36,0,3,6,9,0,8,0.36,5,0,0,2,1,0,Matches
140,Jordan Ayew,gh GHA,FW,Crystal Palace,eng Premier League,26,1991,13.1,33,2.51,21,0,1,5,4,2,5,0.38,3,0,0,1,0,1,Matches
141,Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,23,1994,27.2,25,0.92,21,1,0,3,0,0,1,0.04,1,0,0,0,0,0,Matches
142,Floyd Ayité,tg TOG,"FW,MF",Fulham,eng Premier League,29,1988,5.3,16,3.03,13,1,1,1,0,0,1,0.19,0,0,1,0,0,0,Matches
143,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,28,1989,37.8,67,1.77,60,2,1,1,2,1,10,0.26,9,0,0,0,1,0,Matches
144,Abdoulaye Ba,sn SEN,DF,Rayo Vallecano,es La Liga,27,1991,23.4,5,0.21,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
145,Florian Baak,de GER,MF,Hertha BSC,de Bundesliga,19,1999,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
146,Ludovic Baal,gf GUF,DF,Rennes,fr Ligue 1,32,1986,1.4,1,0.71,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
147,Khouma Babacar,sn SEN,FW,Sassuolo,it Serie A,25,1993,16.5,37,2.24,24,0,2,9,2,0,10,0.60,5,0,0,4,1,0,Matches
148,Ryan Babel,nl NED,"FW,MF",Fulham,eng Premier League,31,1986,13.9,50,3.60,31,7,6,4,2,0,6,0.43,4,0,1,1,0,0,Matches
149,Carlos Bacca,co COL,FW,Villarreal,es La Liga,31,1986,14.1,44,3.12,33,0,6,4,1,0,4,0.28,1,0,1,1,1,0,Matches
150,Juninho Bacuna,cw CUW,"MF,DF",Huddersfield,eng Premier League,20,1997,15.7,41,2.61,30,6,2,0,3,0,0,0.00,0,0,0,0,0,0,Matches
151,Leandro Bacuna,cw CUW,MF,Cardiff City,eng Premier League,26,1991,6.2,7,1.12,5,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
152,Milan Badelj,hr CRO,MF,Lazio,it Serie A,29,1989,12.7,32,2.52,26,2,1,0,2,1,2,0.16,1,0,1,0,0,0,Matches
153,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,17,2001,19.6,14,0.72,11,1,0,0,1,1,2,0.10,1,0,0,0,1,0,Matches
154,Holger Badstuber,de GER,DF,Stuttgart,de Bundesliga,29,1989,5.8,2,0.34,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
155,Stéphane Bahoken,cm CMR,FW,Angers,fr Ligue 1,26,1992,27.4,49,1.79,36,1,1,4,4,3,4,0.15,3,0,0,1,0,0,Matches
156,Daniel Baier,de GER,MF,Augsburg,de Bundesliga,34,1984,31.3,66,2.11,55,2,0,2,5,2,5,0.16,4,0,0,0,1,0,Matches
157,Leon Bailey,jm JAM,FW,Leverkusen,de Bundesliga,20,1997,21.3,90,4.23,54,14,9,7,6,0,3,0.14,2,0,0,1,0,0,Matches
158,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,24,1994,7.1,2,0.28,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
159,Leighton Baines,eng ENG,DF,Everton,eng Premier League,33,1984,4.2,10,2.40,3,6,0,1,0,0,2,0.48,1,1,0,0,0,0,Matches
160,Marvin Bakalorz,de GER,MF,Hannover 96,de Bundesliga,28,1989,16.3,18,1.10,13,0,1,0,4,0,2,0.12,1,0,0,0,1,0,Matches
161,Tiemoué Bakayoko,fr FRA,MF,Milan,it Serie A,23,1994,25.6,76,2.97,60,0,5,1,5,5,7,0.27,6,0,0,0,0,1,Matches
162,Ridle Baku,de GER,MF,Mainz 05,de Bundesliga,20,1998,10.4,22,2.12,20,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
163,Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,26,1991,22.4,12,0.54,7,0,0,5,0,0,1,0.04,0,0,0,1,0,0,Matches
164,Keita Baldé,sn SEN,FW,Inter,it Serie A,23,1995,9.9,43,4.35,31,0,6,2,4,0,5,0.51,3,0,2,0,0,0,Matches
165,Gareth Bale,wls WAL,FW,Real Madrid,es La Liga,29,1989,19.8,51,2.57,34,1,8,5,3,0,9,0.45,6,0,2,1,0,0,Matches
