,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes_Attempted,Live_Ball_Passes,Dead_Ball_Passes,Free_Kick_Passes,Through_Balls,Switches,Crosses,Throw_Ins_Taken,Corner_Kicks,In_Corner_Kicks,Out_Corner_Kicks,Str_Corner_Kicks,Passes_Cmp,Passes_Off,Passes_Blocked
484,578,Giacomo Corona,it ITA,FW,Empoli,it Serie A,19.0,2004.0,0.1,2.0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
485,579,Jesús Corona,mx MEX,"MF,DF",Sevilla,es La Liga,30.0,1993.0,0.2,14.0,14.0,0.0,0.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0
486,580,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,28.0,1995.0,17.0,516.0,471.0,37.0,3.0,1.0,2.0,40,0.0,21.0,11.0,8.0,0.0,379.0,8.0,11.0
487,581,Joaquín Correa,ar ARG,"FW,MF",Marseille,fr Ligue 1,28.0,1994.0,4.8,167.0,163.0,3.0,1.0,1.0,0.0,1,2.0,0.0,0.0,0.0,0.0,131.0,1.0,10.0
488,582,Thierry Correia,pt POR,DF,Valencia,es La Liga,24.0,1999.0,23.9,1340.0,1033.0,300.0,31.0,2.0,4.0,48,268.0,1.0,0.0,0.0,0.0,1017.0,7.0,19.0
489,583,Oscar Cortés,co COL,"FW,MF",Lens,fr Ligue 1,19.0,2003.0,0.5,26.0,26.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
490,584,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,30.0,1993.0,9.2,470.0,357.0,113.0,2.0,0.0,1.0,40,111.0,0.0,0.0,0.0,0.0,317.0,0.0,21.0
491,585,David Pereira da Costa,pt POR,MF,Lens,fr Ligue 1,22.0,2001.0,16.6,726.0,664.0,56.0,15.0,3.0,0.0,77,3.0,38.0,14.0,22.0,0.0,570.0,6.0,19.0
492,586,Jaume Costa,es ESP,DF,Mallorca,es La Liga,35.0,1988.0,18.7,834.0,645.0,178.0,3.0,0.0,2.0,63,175.0,0.0,0.0,0.0,0.0,615.0,11.0,16.0
493,587,João Costa,br BRA,"MF,FW",Roma,it Serie A,18.0,2005.0,0.2,9.0,7.0,2.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
494,588,Logan Costa,cv CPV,DF,Toulouse,fr Ligue 1,22.0,2001.0,29.4,1784.0,1676.0,106.0,52.0,0.0,14.0,12,19.0,0.0,0.0,0.0,0.0,1491.0,2.0,14.0
495,589,Samu Costa,pt POR,MF,Mallorca,es La Liga,22.0,2000.0,25.6,1087.0,1063.0,21.0,14.0,1.0,14.0,24,2.0,2.0,1.0,1.0,0.0,830.0,3.0,36.0
496,592,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,30.0,1992.0,34.8,1665.0,1317.0,337.0,17.0,2.0,4.0,106,319.0,1.0,0.0,0.0,0.0,1154.0,11.0,56.0
497,593,Lassana Coulibaly,ml MLI,MF,Salernitana,it Serie A,27.0,1996.0,23.1,873.0,852.0,14.0,14.0,1.0,5.0,8,0.0,0.0,0.0,0.0,0.0,736.0,7.0,20.0
498,594,Mamadou Coulibaly,sn SEN,DF,Salernitana,it Serie A,24.0,1999.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
499,595,Mamadou Coulibaly,fr FRA,MF,Monaco,fr Ligue 1,19.0,2004.0,1.3,70.0,69.0,1.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,56.0,0.0,1.0
500,596,Tanguy Coulibaly,fr FRA,"FW,MF",Montpellier,fr Ligue 1,22.0,2001.0,6.9,172.0,165.0,6.0,0.0,0.0,0.0,8,5.0,0.0,0.0,0.0,0.0,137.0,1.0,3.0
501,598,Philippe Coutinho,br BRA,"MF,FW",Aston Villa,eng Premier League,31.0,1992.0,0.3,24.0,23.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0
502,599,Yan Couto,br BRA,"DF,FW",Girona,es La Liga,21.0,2002.0,24.9,1354.0,1181.0,170.0,24.0,5.0,4.0,111,145.0,1.0,0.0,0.0,0.0,1057.0,3.0,47.0
503,603,Crespo,pt POR,MF,Rayo Vallecano,es La Liga,26.0,1996.0,5.9,273.0,262.0,10.0,7.0,1.0,1.0,3,0.0,0.0,0.0,0.0,0.0,230.0,1.0,3.0
504,604,Aaron Cresswell,eng ENG,"DF,FW",West Ham,eng Premier League,33.0,1989.0,4.8,308.0,245.0,63.0,9.0,0.0,4.0,11,50.0,4.0,1.0,3.0,0.0,254.0,0.0,3.0
505,605,Bryan Cristante,it ITA,"MF,DF",Roma,it Serie A,28.0,1995.0,36.5,2178.0,2140.0,30.0,28.0,5.0,21.0,29,2.0,0.0,0.0,0.0,0.0,1785.0,8.0,43.0
506,607,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,31.0,1992.0,18.5,941.0,759.0,178.0,11.0,0.0,0.0,21,165.0,0.0,0.0,0.0,0.0,712.0,4.0,15.0
507,608,Juan Cruz,ar ARG,"FW,MF",Hellas Verona,it Serie A,24.0,1999.0,1.2,27.0,27.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,18.0,0.0,1.0
508,609,Juan Cruz,es ESP,FW,Betis,es La Liga,23.0,2000.0,0.8,20.0,20.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
509,610,Juan Cuadrado,co COL,DF,Inter,it Serie A,35.0,1988.0,3.0,189.0,169.0,20.0,3.0,0.0,6.0,18,17.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0
510,611,Pau Cubarsí,es ESP,DF,Barcelona,es La Liga,16.0,2007.0,17.3,1487.0,1441.0,43.0,32.0,2.0,11.0,1,3.0,0.0,0.0,0.0,0.0,1360.0,3.0,6.0
511,612,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,25.0,1998.0,19.8,1196.0,1043.0,153.0,30.0,1.0,2.0,16,123.0,0.0,0.0,0.0,0.0,1036.0,0.0,26.0
512,614,Jorge Cuenca,es ESP,DF,Villarreal,es La Liga,23.0,1999.0,21.8,1150.0,1035.0,111.0,36.0,0.0,16.0,13,41.0,0.0,0.0,0.0,0.0,957.0,4.0,9.0
513,615,Josh Cullen,ie IRL,MF,Burnley,eng Premier League,27.0,1996.0,22.9,1373.0,1311.0,57.0,42.0,5.0,2.0,26,1.0,14.0,5.0,6.0,0.0,1173.0,5.0,19.0
514,616,Matheus Cunha,br BRA,"FW,MF",Wolves,eng Premier League,24.0,1999.0,27.1,831.0,769.0,56.0,8.0,8.0,7.0,24,15.0,3.0,1.0,0.0,0.0,658.0,6.0,19.0
515,617,Marvin Cuni,al ALB,FW,Frosinone,it Serie A,22.0,2001.0,5.9,115.0,104.0,10.0,0.0,0.0,1.0,4,1.0,0.0,0.0,0.0,0.0,82.0,1.0,5.0
516,618,Eric Curbelo,es ESP,"DF,MF",Las Palmas,es La Liga,29.0,1994.0,1.1,59.0,52.0,7.0,3.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0
517,619,Sam Curtis,ie IRL,DF,Sheffield Utd,eng Premier League,17.0,2005.0,0.3,10.0,8.0,2.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0
518,620,Tomáš Čvančara,cz CZE,FW,Gladbach,de Bundesliga,22.0,2000.0,10.0,216.0,206.0,9.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,137.0,1.0,7.0
519,621,Danilo D'Ambrosio,it ITA,DF,Monza,it Serie A,34.0,1988.0,17.1,1095.0,1029.0,65.0,34.0,1.0,2.0,7,27.0,0.0,0.0,0.0,0.0,979.0,1.0,9.0
520,622,Alberto Dadie,es ESP,MF,Real Sociedad,es La Liga,21.0,2002.0,0.3,7.0,7.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0
521,623,Trévis Dago,ci CIV,"FW,MF",Lille,fr Ligue 1,18.0,2005.0,0.3,4.0,4.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
522,627,Ameen Al-Dakhil,be BEL,DF,Burnley,eng Premier League,21.0,2002.0,11.7,637.0,590.0,45.0,11.0,2.0,2.0,3,34.0,0.0,0.0,0.0,0.0,537.0,2.0,6.0
523,628,Thijs Dallinga,nl NED,FW,Toulouse,fr Ligue 1,22.0,2000.0,27.9,621.0,591.0,28.0,1.0,0.0,7.0,14,2.0,0.0,0.0,0.0,0.0,416.0,2.0,24.0
524,629,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,24.0,1999.0,35.3,1832.0,1548.0,277.0,21.0,1.0,7.0,80,251.0,5.0,2.0,3.0,0.0,1487.0,7.0,39.0
525,630,Mikkel Damsgaard,dk DEN,MF,Brentford,eng Premier League,23.0,2000.0,9.4,432.0,409.0,21.0,5.0,10.0,3.0,29,7.0,7.0,4.0,3.0,0.0,300.0,2.0,19.0
526,631,Flavius Daniliuc,at AUT,DF,Salernitana,it Serie A,22.0,2001.0,8.3,411.0,368.0,41.0,11.0,1.0,4.0,1,30.0,0.0,0.0,0.0,0.0,350.0,2.0,8.0
527,632,Danilo,br BRA,MF,Nott'ham Forest,eng Premier League,22.0,2001.0,19.9,758.0,717.0,35.0,7.0,4.0,9.0,26,1.0,19.0,19.0,0.0,0.0,589.0,6.0,15.0
528,633,Danilo,br BRA,DF,Juventus,it Serie A,32.0,1991.0,27.2,1849.0,1635.0,205.0,49.0,2.0,23.0,18,89.0,0.0,0.0,0.0,0.0,1591.0,9.0,12.0
529,634,Arnaut Danjuma,nl NED,"MF,FW",Everton,eng Premier League,26.0,1997.0,6.6,152.0,147.0,5.0,0.0,1.0,1.0,10,2.0,1.0,1.0,0.0,0.0,102.0,0.0,8.0
530,635,Jayden Danns,eng ENG,FW,Liverpool,eng Premier League,17.0,2006.0,0.1,7.0,7.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
531,636,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,24.0,1998.0,29.5,1719.0,1602.0,114.0,70.0,0.0,3.0,3,7.0,0.0,0.0,0.0,0.0,1508.0,3.0,7.0
532,637,Dante,br BRA,DF,Nice,fr Ligue 1,39.0,1983.0,31.6,2803.0,2665.0,133.0,69.0,4.0,11.0,10,8.0,0.0,0.0,0.0,0.0,2540.0,5.0,11.0
533,638,Raimane Daou,km COM,"DF,MF",Marseille,fr Ligue 1,18.0,2004.0,0.3,13.0,13.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
534,639,Mohammed Daramy,dk DEN,"FW,MF",Reims,fr Ligue 1,21.0,2002.0,18.3,527.0,499.0,26.0,0.0,7.0,4.0,15,12.0,1.0,0.0,0.0,0.0,401.0,2.0,23.0
535,640,Sergi Darder,es ESP,MF,Mallorca,es La Liga,29.0,1993.0,24.0,1002.0,841.0,150.0,55.0,10.0,19.0,149,13.0,63.0,23.0,36.0,2.0,725.0,11.0,25.0
536,641,Achraf Dari,ma MAR,"DF,FW",Brest,fr Ligue 1,24.0,1999.0,1.3,85.0,83.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0
537,642,Matteo Darmian,it ITA,DF,Inter,it Serie A,33.0,1989.0,26.7,1389.0,1236.0,150.0,16.0,5.0,9.0,21,134.0,0.0,0.0,0.0,0.0,1181.0,3.0,30.0
538,643,Lukas Daschner,de GER,"MF,FW",Bochum,de Bundesliga,24.0,1998.0,6.0,179.0,164.0,14.0,4.0,2.0,2.0,20,2.0,8.0,6.0,0.0,0.0,107.0,1.0,9.0
539,644,Josh Dasilva,eng ENG,"DF,FW",Brentford,eng Premier League,24.0,1998.0,0.3,19.0,17.0,2.0,0.0,0.0,0.0,6,0.0,2.0,2.0,0.0,0.0,10.0,0.0,1.0
540,647,Juan David Cabal,co COL,DF,Hellas Verona,it Serie A,22.0,2001.0,16.6,790.0,620.0,168.0,14.0,1.0,6.0,33,153.0,1.0,0.0,0.0,0.0,561.0,2.0,29.0
541,648,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,23.0,2000.0,29.2,655.0,610.0,40.0,2.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,537.0,5.0,18.0
542,649,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,22.0,2000.0,22.9,1642.0,1455.0,187.0,27.0,4.0,1.0,31,160.0,0.0,0.0,0.0,0.0,1440.0,0.0,31.0
543,650,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,30.0,1993.0,12.1,850.0,788.0,61.0,34.0,3.0,3.0,10,27.0,0.0,0.0,0.0,0.0,766.0,1.0,10.0
544,651,Tom Davies,eng ENG,MF,Sheffield Utd,eng Premier League,25.0,1998.0,2.5,99.0,92.0,5.0,2.0,1.0,0.0,4,1.0,0.0,0.0,0.0,0.0,68.0,2.0,5.0
545,652,Keinan Davis,eng ENG,"FW,MF",Udinese,it Serie A,25.0,1998.0,2.1,50.0,49.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,4.0
546,653,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,28.0,1995.0,23.8,1173.0,1102.0,70.0,52.0,0.0,11.0,2,10.0,0.0,0.0,0.0,0.0,972.0,1.0,12.0
547,654,Craig Dawson,eng ENG,DF,Wolves,eng Premier League,33.0,1990.0,24.5,1277.0,1236.0,38.0,29.0,2.0,22.0,1,1.0,0.0,0.0,0.0,0.0,1104.0,3.0,9.0
548,655,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,32.0,1991.0,13.6,971.0,840.0,124.0,23.0,11.0,6.0,136,24.0,69.0,29.0,16.0,5.0,732.0,7.0,27.0
549,656,Charles De Ketelaere,be BEL,"FW,MF",Atalanta,it Serie A,22.0,2001.0,22.5,782.0,746.0,35.0,7.0,6.0,2.0,47,8.0,2.0,0.0,2.0,0.0,565.0,1.0,25.0
550,657,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,29.0,1994.0,23.1,1553.0,1461.0,75.0,51.0,23.0,16.0,46,12.0,12.0,3.0,4.0,0.0,1291.0,17.0,23.0
551,658,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,30.0,1992.0,0.5,19.0,17.0,2.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0
552,659,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,35.0,1988.0,7.5,432.0,365.0,66.0,16.0,0.0,1.0,9,50.0,0.0,0.0,0.0,0.0,373.0,1.0,7.0
553,660,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,25.0,1998.0,20.3,1046.0,878.0,163.0,12.0,0.0,2.0,31,149.0,2.0,2.0,0.0,0.0,837.0,5.0,29.0
554,661,Koni De Winter,be BEL,DF,Genoa,it Serie A,21.0,2002.0,26.4,1269.0,1158.0,111.0,35.0,1.0,0.0,5,45.0,0.0,0.0,0.0,0.0,1122.0,0.0,14.0
555,662,Grégoire Defrel,mq MTQ,"FW,MF",Sassuolo,it Serie A,32.0,1991.0,8.4,221.0,209.0,10.0,1.0,0.0,0.0,2,3.0,2.0,0.0,0.0,0.0,187.0,2.0,6.0
556,663,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,27.0,1995.0,17.9,524.0,511.0,11.0,4.0,2.0,11.0,15,7.0,0.0,0.0,0.0,0.0,364.0,2.0,10.0
557,664,Romain Del Castillo,fr FRA,FW,Brest,fr Ligue 1,27.0,1996.0,27.7,1469.0,1255.0,209.0,52.0,9.0,11.0,251,45.0,104.0,57.0,45.0,0.0,989.0,5.0,67.0
558,665,Thomas Delaine,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,31.0,1992.0,22.7,882.0,699.0,179.0,24.0,2.0,1.0,104,146.0,9.0,0.0,8.0,0.0,638.0,4.0,25.0
559,666,Sacha Delaye,fr FRA,"MF,FW",Montpellier,fr Ligue 1,21.0,2002.0,1.4,48.0,48.0,0.0,0.0,0.0,0.0,3,0.0,0.0,0.0,0.0,0.0,38.0,0.0,3.0
560,667,Hannes Delcroix,be BEL,DF,Burnley,eng Premier League,24.0,1999.0,6.5,350.0,320.0,29.0,3.0,0.0,0.0,5,26.0,0.0,0.0,0.0,0.0,300.0,1.0,2.0
561,668,Alessandro Dellavalle,it ITA,DF,Torino,it Serie A,19.0,2004.0,0.2,6.0,6.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0
562,669,Olivier Deman,be BEL,DF,Werder Bremen,de Bundesliga,23.0,2000.0,15.2,730.0,607.0,121.0,6.0,0.0,5.0,45,110.0,4.0,2.0,1.0,0.0,543.0,2.0,28.0
563,670,Karamoko Dembele,sct SCO,"MF,FW",Brest,fr Ligue 1,20.0,2003.0,0.2,10.0,9.0,1.0,0.0,0.0,0.0,1,0.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0
564,671,Ousmane Dembélé,fr FRA,"MF,FW",Paris S-G,fr Ligue 1,26.0,1997.0,16.7,1044.0,974.0,65.0,13.0,11.0,4.0,99,3.0,49.0,7.0,18.0,0.0,792.0,5.0,24.0
565,672,Jessy Deminguet,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,25.0,1998.0,7.7,258.0,231.0,25.0,13.0,1.0,3.0,9,5.0,7.0,2.0,1.0,0.0,221.0,2.0,1.0
566,673,Ermedin Demirović,ba BIH,"FW,MF",Augsburg,de Bundesliga,25.0,1998.0,31.9,574.0,523.0,44.0,3.0,3.0,1.0,10,4.0,1.0,0.0,0.0,0.0,371.0,7.0,35.0
567,674,Diego Demme,de GER,MF,Napoli,it Serie A,31.0,1991.0,0.8,76.0,76.0,0.0,0.0,0.0,2.0,3,0.0,0.0,0.0,0.0,0.0,63.0,0.0,1.0
568,675,Sepp van den Berg,nl NED,DF,Mainz 05,de Bundesliga,21.0,2001.0,31.5,1469.0,1424.0,41.0,34.0,0.0,2.0,2,2.0,0.0,0.0,0.0,0.0,1190.0,4.0,10.0
569,679,Mikkel Desler,dk DEN,DF,Toulouse,fr Ligue 1,28.0,1995.0,17.2,944.0,775.0,169.0,20.0,0.0,1.0,30,149.0,0.0,0.0,0.0,0.0,788.0,0.0,23.0
570,681,Mattia Destro,it ITA,"FW,MF",Empoli,it Serie A,32.0,1991.0,4.1,63.0,52.0,10.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,41.0,1.0,1.0
571,682,Samuele Di Benedetto,de GER,MF,Stuttgart,de Bundesliga,18.0,2005.0,0.1,11.0,11.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
572,683,Federico Di Francesco,it ITA,"FW,MF",Lecce,it Serie A,29.0,1994.0,0.2,8.0,8.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
573,686,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,29.0,1993.0,35.9,2732.0,2336.0,386.0,42.0,6.0,26.0,126,343.0,1.0,0.0,0.0,0.0,2314.0,10.0,46.0
574,687,Alessandro Di Pardo,it ITA,"DF,MF",Cagliari,it Serie A,24.0,1999.0,4.0,175.0,146.0,29.0,0.0,0.0,1.0,18,29.0,0.0,0.0,0.0,0.0,115.0,0.0,7.0
575,688,Boulaye Dia,sn SEN,"FW,MF",Salernitana,it Serie A,26.0,1996.0,12.7,244.0,227.0,16.0,2.0,2.0,5.0,1,0.0,0.0,0.0,0.0,0.0,204.0,1.0,5.0
576,689,Moussa Diaby,fr FRA,"FW,MF",Aston Villa,eng Premier League,24.0,1999.0,24.2,619.0,567.0,51.0,3.0,6.0,2.0,45,4.0,1.0,0.0,0.0,0.0,485.0,1.0,15.0
577,690,Lamine Diack,sn SEN,MF,Nantes,fr Ligue 1,22.0,2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,691,Mouctar Diakhaby,gn GUI,"DF,MF",Valencia,es La Liga,26.0,1996.0,11.9,546.0,530.0,15.0,13.0,0.0,3.0,0,0.0,0.0,0.0,0.0,0.0,475.0,1.0,4.0
579,692,Mamadou Diakhon,fr FRA,"FW,MF",Reims,fr Ligue 1,17.0,2005.0,2.3,48.0,46.0,2.0,0.0,1.0,1.0,4,2.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0
580,693,Bafodé Diakité,fr FRA,DF,Lille,fr Ligue 1,22.0,2001.0,18.8,1311.0,1209.0,102.0,45.0,0.0,3.0,3,49.0,0.0,0.0,0.0,0.0,1206.0,0.0,11.0
581,694,Ibrahim Diakité,gn GUI,DF,Reims,fr Ligue 1,19.0,2003.0,1.2,85.0,67.0,18.0,2.0,0.0,1.0,9,16.0,0.0,0.0,0.0,0.0,57.0,0.0,3.0
582,695,Moussa Diakité,ml MLI,MF,Cádiz,es La Liga,19.0,2003.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,696,Oumar Diakité,ci CIV,FW,Reims,fr Ligue 1,19.0,2003.0,17.6,305.0,279.0,26.0,1.0,4.0,0.0,3,1.0,0.0,0.0,0.0,0.0,239.0,0.0,6.0
584,697,Amad Diallo,ci CIV,"FW,MF",Manchester Utd,eng Premier League,21.0,2002.0,4.3,170.0,166.0,4.0,1.0,0.0,1.0,1,2.0,1.0,1.0,0.0,0.0,149.0,0.0,3.0
585,698,Amadou Diallo,eng ENG,MF,Newcastle Utd,eng Premier League,20.0,2003.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
586,699,Assane Diao,es ESP,FW,Betis,es La Liga,17.0,2005.0,11.6,264.0,261.0,2.0,0.0,0.0,0.0,9,0.0,0.0,0.0,0.0,0.0,200.0,1.0,12.0
587,700,Habib Diarra,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,19.0,2004.0,25.6,874.0,850.0,23.0,8.0,3.0,4.0,22,4.0,3.0,2.0,0.0,0.0,735.0,1.0,13.0
588,701,Moussa Diarra,ml MLI,DF,Toulouse,fr Ligue 1,22.0,2000.0,15.5,680.0,587.0,90.0,25.0,1.0,2.0,16,59.0,0.0,0.0,0.0,0.0,550.0,3.0,19.0
589,702,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,26.0,1997.0,28.4,2635.0,2567.0,65.0,46.0,2.0,7.0,13,11.0,0.0,0.0,0.0,0.0,2469.0,3.0,8.0
590,703,Krépin Diatta,sn SEN,"DF,FW",Monaco,fr Ligue 1,24.0,1999.0,13.4,787.0,629.0,152.0,16.0,0.0,5.0,39,126.0,10.0,4.0,4.0,0.0,602.0,6.0,13.0
591,705,Mahamadou Diawara,fr FRA,MF,Lyon,fr Ligue 1,18.0,2005.0,4.0,147.0,144.0,2.0,2.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,125.0,1.0,4.0
592,706,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,es La Liga,23.0,1999.0,17.2,740.0,705.0,29.0,8.0,7.0,2.0,31,6.0,7.0,3.0,2.0,0.0,624.0,6.0,12.0
593,707,Luis Díaz,co COL,FW,Liverpool,eng Premier League,26.0,1997.0,29.2,1075.0,1040.0,29.0,4.0,4.0,11.0,26,24.0,0.0,0.0,0.0,0.0,898.0,6.0,29.0
594,708,Víctor Díaz,es ESP,"DF,MF",Granada,es La Liga,35.0,1988.0,1.8,74.0,63.0,9.0,6.0,0.0,0.0,0,3.0,0.0,0.0,0.0,0.0,47.0,2.0,4.0
595,709,Famara Diedhiou,sn SEN,"FW,MF",Granada,es La Liga,30.0,1992.0,1.0,41.0,40.0,1.0,0.0,0.0,0.0,2,1.0,0.0,0.0,0.0,0.0,20.0,0.0,4.0
596,710,Justin Diehl,de GER,"FW,MF",Köln,de Bundesliga,18.0,2004.0,1.9,64.0,48.0,16.0,2.0,0.0,0.0,18,1.0,13.0,7.0,6.0,0.0,41.0,0.0,1.0
597,711,Bamba Dieng,sn SEN,FW,Lorient,fr Ligue 1,23.0,2000.0,6.1,117.0,99.0,18.0,0.0,0.0,0.0,5,1.0,0.0,0.0,0.0,0.0,90.0,0.0,2.0
598,715,Florian Dietz,de GER,"FW,MF",Köln,de Bundesliga,24.0,1998.0,0.8,19.0,18.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0
599,716,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,30.0,1993.0,26.8,1351.0,1095.0,253.0,36.0,0.0,4.0,154,181.0,36.0,25.0,5.0,0.0,1015.0,3.0,42.0
600,717,Federico Dimarco,it ITA,DF,Inter,it Serie A,25.0,1997.0,23.1,1328.0,1116.0,207.0,24.0,1.0,6.0,196,124.0,59.0,22.0,30.0,0.0,1027.0,5.0,34.0
601,719,Junior Dina Ebimbe,fr FRA,"MF,DF",Eint Frankfurt,de Bundesliga,22.0,2000.0,21.7,935.0,839.0,93.0,5.0,7.0,5.0,21,88.0,0.0,0.0,0.0,0.0,715.0,3.0,27.0
602,720,Eren Dinkçi,de GER,"FW,MF",Heidenheim,de Bundesliga,21.0,2001.0,29.4,819.0,791.0,25.0,3.0,2.0,5.0,79,18.0,3.0,0.0,3.0,0.0,508.0,3.0,52.0
603,721,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,22.0,2001.0,9.9,570.0,554.0,15.0,13.0,1.0,3.0,1,2.0,0.0,0.0,0.0,0.0,521.0,1.0,3.0
604,722,Edan Diop,fr FRA,"MF,DF",Monaco,fr Ligue 1,18.0,2004.0,1.8,97.0,86.0,10.0,1.0,0.0,0.0,2,9.0,0.0,0.0,0.0,0.0,71.0,1.0,3.0
605,723,Issa Diop,fr FRA,DF,Fulham,eng Premier League,26.0,1997.0,15.8,1080.0,1041.0,37.0,22.0,1.0,5.0,0,2.0,0.0,0.0,0.0,0.0,950.0,2.0,13.0
606,724,Sofiane Diop,fr FRA,FW,Nice,fr Ligue 1,23.0,2000.0,5.5,176.0,171.0,5.0,2.0,0.0,1.0,13,1.0,2.0,2.0,0.0,0.0,143.0,0.0,2.0
607,725,Andy Diouf,fr FRA,MF,Lens,fr Ligue 1,20.0,2003.0,14.6,737.0,689.0,45.0,13.0,1.0,0.0,47,0.0,32.0,15.0,14.0,0.0,591.0,3.0,27.0
608,727,Axel Disasi,fr FRA,DF,Chelsea,eng Premier League,25.0,1998.0,28.7,2256.0,2153.0,98.0,49.0,3.0,11.0,10,43.0,0.0,0.0,0.0,0.0,2031.0,5.0,19.0
609,728,Tiago Djaló,pt POR,DF,Juventus,it Serie A,23.0,2000.0,0.2,13.0,11.0,2.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0
610,729,Chaim El Djebali,tn TUN,MF,Lyon,fr Ligue 1,19.0,2004.0,0.1,9.0,9.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0
611,730,Djené,tg TOG,"DF,MF",Getafe,es La Liga,31.0,1991.0,27.6,1121.0,1049.0,69.0,21.0,0.0,4.0,30,48.0,0.0,0.0,0.0,0.0,861.0,3.0,14.0
