,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes_Attempted,Live_Ball_Passes,Dead_Ball_Passes,Free_Kick_Passes,Through_Balls,Switches,Crosses,Throw_Ins_Taken,Corner_Kicks,In_Corner_Kicks,Out_Corner_Kicks,Str_Corner_Kicks,Passes_Cmp,Passes_Off,Passes_Blocked
0,0,Max Aarons,eng ENG,DF,Bournemouth,eng Premier League,23.0,2000.0,13.7,581.0,453.0,127.0,11.0,2.0,3.0,13,116.0,0.0,0.0,0.0,0.0,450.0,1.0,23.0
1,1,Brenden Aaronson,us USA,"MF,FW",Union Berlin,de Bundesliga,22.0,2000.0,14.1,472.0,439.0,29.0,3.0,5.0,1.0,22,12.0,6.0,2.0,3.0,0.0,365.0,4.0,21.0
2,2,Paxten Aaronson,us USA,MF,Eint Frankfurt,de Bundesliga,19.0,2003.0,1.1,50.0,48.0,2.0,1.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0
3,3,Keyliane Abdallah,fr FRA,FW,Marseille,fr Ligue 1,17.0,2006.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
4,4,Yunis Abdelhamid,ma MAR,DF,Reims,fr Ligue 1,35.0,1987.0,30.9,1836.0,1650.0,178.0,75.0,2.0,13.0,3,29.0,0.0,0.0,0.0,0.0,1552.0,8.0,20.0
5,5,Salis Abdul Samed,gh GHA,MF,Lens,fr Ligue 1,23.0,2000.0,16.9,895.0,875.0,18.0,17.0,0.0,1.0,3,1.0,0.0,0.0,0.0,0.0,796.0,2.0,17.0
6,6,Nabil Aberdin,fr FRA,DF,Getafe,es La Liga,20.0,2002.0,2.0,79.0,75.0,4.0,4.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0
7,7,Laurent Abergel,fr FRA,MF,Lorient,fr Ligue 1,30.0,1993.0,31.8,1836.0,1743.0,88.0,68.0,6.0,13.0,34,14.0,0.0,0.0,0.0,0.0,1551.0,5.0,25.0
8,8,Matthis Abline,fr FRA,FW,Nantes,fr Ligue 1,20.0,2003.0,11.6,231.0,218.0,12.0,0.0,2.0,1.0,7,1.0,0.0,0.0,0.0,0.0,162.0,1.0,11.0
9,9,Abner,br BRA,DF,Betis,es La Liga,23.0,2000.0,15.6,797.0,628.0,165.0,7.0,0.0,3.0,26,158.0,0.0,0.0,0.0,0.0,615.0,4.0,23.0
10,10,Zakaria Aboukhlal,ma MAR,"MF,FW",Toulouse,fr Ligue 1,23.0,2000.0,8.4,196.0,185.0,11.0,1.0,0.0,0.0,5,9.0,0.0,0.0,0.0,0.0,140.0,0.0,7.0
11,11,Abdel Abqar,ma MAR,DF,Alavés,es La Liga,24.0,1999.0,25.7,762.0,704.0,55.0,50.0,0.0,17.0,2,4.0,0.0,0.0,0.0,0.0,553.0,3.0,10.0
12,12,Tammy Abraham,eng ENG,FW,Roma,it Serie A,25.0,1997.0,2.7,40.0,37.0,2.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,19.0,1.0,1.0
13,13,Francesco Acerbi,it ITA,DF,Inter,it Serie A,35.0,1988.0,26.5,1781.0,1719.0,60.0,43.0,0.0,11.0,9,8.0,0.0,0.0,0.0,0.0,1615.0,2.0,5.0
14,14,Joshua Acheampong,eng ENG,DF,Chelsea,eng Premier League,17.0,2006.0,0.1,2.0,1.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
15,15,Marcos Acuña,ar ARG,DF,Sevilla,es La Liga,31.0,1991.0,14.4,847.0,672.0,173.0,32.0,1.0,11.0,82,122.0,19.0,7.0,12.0,0.0,628.0,2.0,16.0
16,18,Akor Adams,ng NGA,FW,Montpellier,fr Ligue 1,23.0,2000.0,25.0,385.0,375.0,10.0,0.0,2.0,1.0,12,1.0,0.0,0.0,0.0,0.0,250.0,0.0,20.0
17,19,Tyler Adams,us USA,MF,Bournemouth,eng Premier League,24.0,1999.0,1.3,71.0,67.0,4.0,3.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0
18,20,Junior Adamu,at AUT,"FW,MF",Freiburg,de Bundesliga,22.0,2001.0,1.2,30.0,29.0,1.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0
19,21,Sargis Adamyan,am ARM,"FW,MF",Köln,de Bundesliga,30.0,1993.0,8.9,189.0,166.0,22.0,1.0,0.0,2.0,4,2.0,0.0,0.0,0.0,0.0,132.0,1.0,6.0
20,22,Tosin Adarabioyo,eng ENG,DF,Fulham,eng Premier League,25.0,1997.0,18.0,1216.0,1181.0,33.0,28.0,1.0,9.0,1,2.0,0.0,0.0,0.0,0.0,1028.0,2.0,8.0
21,23,Elijah Adebayo,eng ENG,FW,Luton Town,eng Premier League,25.0,1998.0,15.8,204.0,202.0,1.0,0.0,1.0,0.0,5,1.0,0.0,0.0,0.0,0.0,144.0,1.0,5.0
22,24,Karim Adeyemi,de GER,"FW,MF",Dortmund,de Bundesliga,21.0,2002.0,10.1,299.0,280.0,19.0,3.0,0.0,1.0,25,11.0,4.0,1.0,2.0,0.0,218.0,0.0,16.0
23,25,Simon Adingra,ci CIV,FW,Brighton,eng Premier League,21.0,2002.0,24.7,840.0,815.0,23.0,3.0,7.0,2.0,76,15.0,5.0,0.0,1.0,0.0,634.0,2.0,29.0
24,26,Nathaniel Adjei,gh GHA,DF,Lorient,fr Ligue 1,20.0,2002.0,13.8,669.0,628.0,40.0,27.0,0.0,3.0,2,11.0,0.0,0.0,0.0,0.0,578.0,1.0,5.0
25,27,Amine Adli,ma MAR,"MF,FW",Leverkusen,de Bundesliga,23.0,2000.0,10.0,459.0,447.0,11.0,2.0,2.0,1.0,23,7.0,0.0,0.0,0.0,0.0,367.0,1.0,10.0
26,28,Yacine Adli,fr FRA,MF,Milan,it Serie A,23.0,2000.0,15.6,1300.0,1220.0,78.0,36.0,3.0,16.0,50,7.0,35.0,11.0,12.0,0.0,1125.0,2.0,14.0
27,29,Adryelson,br BRA,"DF,FW",Lyon,fr Ligue 1,25.0,1998.0,0.1,5.0,5.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
28,30,Adson,br BRA,"MF,FW",Nantes,fr Ligue 1,22.0,2000.0,2.6,130.0,128.0,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,115.0,0.0,2.0
29,31,Michel Aebischer,ch SUI,MF,Bologna,it Serie A,26.0,1997.0,24.8,1503.0,1447.0,53.0,34.0,3.0,5.0,12,13.0,6.0,3.0,0.0,0.0,1370.0,3.0,17.0
30,32,Emmanuel Agbadou,ci CIV,DF,Reims,fr Ligue 1,26.0,1997.0,28.8,1838.0,1728.0,106.0,50.0,5.0,11.0,6,48.0,0.0,0.0,0.0,0.0,1599.0,4.0,11.0
31,36,Felix Agu,de GER,"DF,MF",Werder Bremen,de Bundesliga,23.0,1999.0,17.9,669.0,538.0,128.0,3.0,0.0,2.0,46,124.0,1.0,0.0,0.0,0.0,488.0,3.0,30.0
32,37,Nayef Aguerd,ma MAR,DF,West Ham,eng Premier League,27.0,1996.0,20.6,1177.0,1100.0,75.0,55.0,1.0,29.0,5,6.0,0.0,0.0,0.0,0.0,943.0,2.0,5.0
33,38,Ruben Aguilar,fr FRA,DF,Lens,fr Ligue 1,30.0,1993.0,21.4,1282.0,1094.0,185.0,17.0,3.0,1.0,75,168.0,0.0,0.0,0.0,0.0,1044.0,3.0,35.0
34,39,Brandon Aguilera,cr CRC,FW,Nott'ham Forest,eng Premier League,20.0,2003.0,0.1,8.0,8.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
35,40,Naouirou Ahamada,fr FRA,"MF,FW",Crystal Palace,eng Premier League,21.0,2002.0,3.9,187.0,183.0,4.0,1.0,0.0,0.0,6,2.0,0.0,0.0,0.0,0.0,150.0,0.0,8.0
36,41,Anel Ahmedhodžić,ba BIH,DF,Sheffield Utd,eng Premier League,24.0,1999.0,29.4,988.0,950.0,36.0,11.0,1.0,2.0,6,25.0,0.0,0.0,0.0,0.0,745.0,2.0,20.0
37,42,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,27.0,1995.0,4.5,185.0,175.0,10.0,6.0,1.0,0.0,0,4.0,0.0,0.0,0.0,0.0,145.0,0.0,0.0
38,43,Ola Aina,ng NGA,DF,Nott'ham Forest,eng Premier League,26.0,1996.0,18.8,802.0,649.0,150.0,12.0,2.0,2.0,28,138.0,0.0,0.0,0.0,0.0,603.0,3.0,17.0
39,44,Rayan Aït-Nouri,dz ALG,"DF,MF",Wolves,eng Premier League,22.0,2001.0,25.9,1190.0,1047.0,138.0,24.0,2.0,5.0,41,106.0,8.0,5.0,2.0,0.0,1005.0,5.0,24.0
40,45,Tosin Aiyegun,bj BEN,"MF,FW",Lorient,fr Ligue 1,25.0,1998.0,10.0,203.0,193.0,7.0,0.0,0.0,0.0,8,1.0,0.0,0.0,0.0,0.0,154.0,3.0,4.0
41,46,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,25.0,1998.0,20.4,810.0,730.0,79.0,9.0,1.0,9.0,22,65.0,0.0,0.0,0.0,0.0,610.0,1.0,11.0
42,47,Ludovic Ajorque,fr FRA,FW,Mainz 05,de Bundesliga,29.0,1994.0,15.1,453.0,423.0,28.0,2.0,2.0,4.0,3,0.0,0.0,0.0,0.0,0.0,318.0,2.0,6.0
43,48,Manuel Akanji,ch SUI,"DF,MF",Manchester City,eng Premier League,28.0,1995.0,27.9,2334.0,2261.0,71.0,34.0,4.0,15.0,9,27.0,0.0,0.0,0.0,0.0,2180.0,2.0,10.0
44,49,Marley Aké,fr FRA,FW,Udinese,it Serie A,22.0,2001.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,50,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,28.0,1995.0,22.7,1864.0,1744.0,118.0,32.0,1.0,3.0,11,81.0,0.0,0.0,0.0,0.0,1716.0,2.0,14.0
46,51,Ilias Akhomach,ma MAR,"MF,FW",Villarreal,es La Liga,19.0,2004.0,16.8,481.0,464.0,14.0,5.0,4.0,2.0,29,5.0,4.0,1.0,1.0,0.0,372.0,3.0,14.0
47,54,Ebenezer Akinsanmiro,ng NGA,MF,Inter,it Serie A,18.0,2004.0,0.2,8.0,7.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
48,55,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,fr Ligue 1,21.0,2002.0,17.9,833.0,773.0,54.0,12.0,8.0,2.0,54,3.0,37.0,14.0,8.0,0.0,645.0,6.0,24.0
49,58,Jean-Daniel Akpa-Akpro,ci CIV,MF,Monza,it Serie A,30.0,1992.0,7.8,263.0,260.0,3.0,1.0,1.0,1.0,1,0.0,0.0,0.0,0.0,0.0,220.0,0.0,11.0
50,59,David Akpan Ankeye,ng NGA,FW,Genoa,it Serie A,21.0,2002.0,0.6,9.0,9.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0
51,60,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,28.0,1995.0,12.2,711.0,680.0,30.0,17.0,0.0,2.0,4,13.0,0.0,0.0,0.0,0.0,611.0,1.0,6.0
52,61,David Alaba,at AUT,DF,Real Madrid,es La Liga,31.0,1992.0,12.8,904.0,835.0,65.0,23.0,4.0,7.0,17,5.0,12.0,7.0,3.0,0.0,810.0,4.0,2.0
53,62,Luis Alberto,es ESP,MF,Lazio,it Serie A,30.0,1992.0,25.7,1679.0,1452.0,215.0,71.0,14.0,6.0,150,13.0,114.0,45.0,54.0,0.0,1303.0,12.0,28.0
54,63,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,37.0,1985.0,22.6,1272.0,1207.0,61.0,45.0,0.0,6.0,0,3.0,0.0,0.0,0.0,0.0,1095.0,4.0,8.0
55,64,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,32.0,1991.0,0.1,10.0,9.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
56,65,Carlos Alcaraz,ar ARG,MF,Juventus,it Serie A,20.0,2002.0,4.2,165.0,155.0,10.0,7.0,2.0,1.0,1,2.0,1.0,0.0,0.0,0.0,143.0,0.0,3.0
57,66,Rubén Alcaraz,es ESP,MF,Cádiz,es La Liga,32.0,1991.0,34.8,1582.0,1462.0,106.0,85.0,1.0,42.0,36,7.0,8.0,1.0,7.0,0.0,1271.0,14.0,17.0
58,67,Omar Alderete,py PAR,DF,Getafe,es La Liga,26.0,1996.0,24.4,1056.0,985.0,58.0,54.0,0.0,37.0,5,3.0,0.0,0.0,0.0,0.0,678.0,13.0,11.0
59,68,Iván Alejo,es ESP,MF,Cádiz,es La Liga,28.0,1995.0,18.8,481.0,433.0,46.0,10.0,1.0,2.0,151,24.0,12.0,0.0,11.0,0.0,245.0,2.0,32.0
60,69,Carles Aleñá,es ESP,MF,Getafe,es La Liga,25.0,1998.0,11.3,396.0,359.0,36.0,17.0,1.0,4.0,33,5.0,14.0,13.0,1.0,0.0,308.0,1.0,12.0
61,70,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,24.0,1998.0,23.9,2062.0,1705.0,346.0,77.0,22.0,32.0,168,198.0,71.0,10.0,52.0,0.0,1553.0,11.0,23.0
62,71,Aboubacar Ali,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,17.0,2006.0,1.4,34.0,34.0,0.0,0.0,0.0,0.0,6,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0
63,74,Faride Alidou,de GER,"FW,MF",Köln,de Bundesliga,22.0,2001.0,14.2,305.0,293.0,12.0,0.0,0.0,2.0,39,7.0,1.0,0.0,1.0,0.0,196.0,0.0,17.0
64,75,Nabil Alioui,fr FRA,"MF,FW",Le Havre,fr Ligue 1,24.0,1999.0,11.2,358.0,289.0,66.0,17.0,6.0,1.0,54,1.0,36.0,23.0,13.0,0.0,228.0,3.0,14.0
65,77,Tadeo Allende,ar ARG,"MF,FW",Celta Vigo,es La Liga,24.0,1999.0,3.7,98.0,97.0,1.0,0.0,1.0,1.0,10,0.0,0.0,0.0,0.0,0.0,60.0,0.0,6.0
66,78,Jim Allevinah,ga GAB,"MF,DF",Clermont Foot,fr Ligue 1,28.0,1995.0,20.7,743.0,675.0,65.0,2.0,1.0,0.0,47,57.0,1.0,0.0,0.0,0.0,589.0,3.0,17.0
67,79,Domingos André Ribeiro Almeida,pt POR,"FW,MF",Valencia,es La Liga,23.0,2000.0,10.7,399.0,375.0,24.0,12.0,0.0,4.0,18,2.0,7.0,0.0,5.0,0.0,315.0,0.0,18.0
68,80,Miguel Almirón,py PAR,FW,Newcastle Utd,eng Premier League,29.0,1994.0,21.5,802.0,789.0,10.0,2.0,5.0,0.0,24,7.0,1.0,0.0,0.0,0.0,669.0,3.0,16.0
69,81,Pontus Almqvist,se SWE,"FW,MF",Lecce,it Serie A,24.0,1999.0,23.4,478.0,472.0,6.0,2.0,1.0,0.0,21,3.0,1.0,1.0,0.0,0.0,351.0,0.0,19.0
70,82,Marcos Alonso,es ESP,DF,Barcelona,es La Liga,32.0,1990.0,2.8,214.0,171.0,43.0,10.0,0.0,3.0,15,27.0,6.0,2.0,2.0,0.0,180.0,0.0,5.0
71,83,Adrià Altimira,es ESP,"DF,MF",Villarreal,es La Liga,22.0,2001.0,8.6,465.0,400.0,65.0,5.0,0.0,1.0,5,60.0,0.0,0.0,0.0,0.0,389.0,0.0,10.0
72,84,Sergi Altimira,es ESP,MF,Betis,es La Liga,21.0,2001.0,6.3,320.0,315.0,3.0,1.0,0.0,4.0,1,1.0,1.0,1.0,0.0,0.0,289.0,2.0,3.0
73,85,Edson Álvarez,mx MEX,MF,West Ham,eng Premier League,25.0,1997.0,26.4,1207.0,1184.0,18.0,15.0,2.0,9.0,4,3.0,0.0,0.0,0.0,0.0,1033.0,5.0,14.0
74,86,Gastón Álvarez,uy URU,DF,Getafe,es La Liga,23.0,2000.0,28.2,1017.0,878.0,138.0,35.0,0.0,10.0,25,101.0,0.0,0.0,0.0,0.0,754.0,1.0,17.0
75,87,Hugo Álvarez,es ESP,"MF,DF",Celta Vigo,es La Liga,20.0,2003.0,8.5,455.0,379.0,73.0,8.0,4.0,1.0,22,58.0,7.0,1.0,5.0,1.0,380.0,3.0,10.0
76,88,Julián Álvarez,ar ARG,"MF,FW",Manchester City,eng Premier League,23.0,2000.0,29.4,1258.0,1069.0,185.0,25.0,9.0,1.0,137,7.0,129.0,44.0,36.0,2.0,1011.0,4.0,27.0
77,89,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,28.0,1995.0,12.8,710.0,674.0,32.0,30.0,2.0,8.0,1,1.0,0.0,0.0,0.0,0.0,572.0,4.0,7.0
78,92,Papa Amadou Diallo,sn SEN,FW,Metz,fr Ligue 1,19.0,2004.0,9.9,257.0,255.0,2.0,1.0,2.0,0.0,14,1.0,0.0,0.0,0.0,0.0,167.0,0.0,7.0
79,93,Selim Amallah,ma MAR,"FW,MF",Valencia,es La Liga,26.0,1996.0,6.7,164.0,162.0,2.0,0.0,2.0,0.0,4,0.0,0.0,0.0,0.0,0.0,120.0,0.0,5.0
80,94,Amath,sn SEN,"FW,MF",Mallorca,es La Liga,27.0,1996.0,4.4,113.0,110.0,2.0,1.0,2.0,0.0,7,1.0,0.0,0.0,0.0,0.0,76.0,1.0,4.0
81,95,Lorenzo Amatucci,it ITA,MF,Fiorentina,it Serie A,19.0,2004.0,0.2,25.0,25.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,2.0
82,96,Jordan Amavi,fr FRA,DF,Brest,fr Ligue 1,29.0,1994.0,1.0,54.0,43.0,11.0,3.0,0.0,0.0,1,8.0,0.0,0.0,0.0,0.0,47.0,0.0,1.0
83,97,Zeki Amdouni,ch SUI,FW,Burnley,eng Premier League,22.0,2000.0,21.7,500.0,445.0,51.0,2.0,7.0,1.0,8,0.0,3.0,0.0,0.0,0.0,396.0,4.0,19.0
84,98,Kelvin Amian,fr FRA,DF,Nantes,fr Ligue 1,25.0,1998.0,8.9,350.0,266.0,84.0,8.0,1.0,0.0,14,76.0,0.0,0.0,0.0,0.0,268.0,0.0,15.0
85,99,Bruno Amione,ar ARG,DF,Hellas Verona,it Serie A,21.0,2002.0,6.4,273.0,267.0,6.0,4.0,0.0,1.0,1,2.0,0.0,0.0,0.0,0.0,217.0,0.0,3.0
86,100,Michael Amir Murillo,pa PAN,DF,Marseille,fr Ligue 1,27.0,1996.0,11.1,602.0,517.0,84.0,13.0,0.0,1.0,16,71.0,0.0,0.0,0.0,0.0,492.0,1.0,10.0
87,103,Kofi Amoako,de GER,MF,Wolfsburg,de Bundesliga,18.0,2005.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,104,Sofyan Amrabat,ma MAR,"MF,DF",Manchester Utd,eng Premier League,26.0,1996.0,10.4,664.0,642.0,21.0,10.0,0.0,8.0,7,11.0,0.0,0.0,0.0,0.0,578.0,1.0,10.0
89,105,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,27.0,1996.0,37.9,2209.0,2073.0,121.0,110.0,7.0,31.0,31,8.0,0.0,0.0,0.0,0.0,1731.0,15.0,22.0
90,106,Elliot Anderson,sct SCO,"MF,FW",Newcastle Utd,eng Premier League,20.0,2002.0,11.4,461.0,432.0,29.0,3.0,4.0,1.0,19,25.0,1.0,0.0,0.0,0.0,371.0,0.0,9.0
91,107,Felipe Anderson,br BRA,"FW,MF",Lazio,it Serie A,30.0,1993.0,30.8,1336.0,1299.0,29.0,5.0,5.0,6.0,57,18.0,6.0,1.0,4.0,0.0,1012.0,8.0,63.0
92,108,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,32.0,1990.0,28.6,1919.0,1855.0,58.0,57.0,5.0,19.0,19,1.0,0.0,0.0,0.0,0.0,1598.0,6.0,34.0
93,109,Komnen Andrić,rs SRB,FW,Clermont Foot,fr Ligue 1,28.0,1995.0,1.9,59.0,54.0,5.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0
94,110,Robert Andrich,de GER,"MF,DF",Leverkusen,de Bundesliga,28.0,1994.0,18.8,1494.0,1458.0,34.0,32.0,5.0,4.0,14,2.0,0.0,0.0,0.0,0.0,1346.0,2.0,10.0
95,111,Miguel Ángel Rubio,es ESP,DF,Granada,es La Liga,25.0,1998.0,17.3,775.0,745.0,29.0,24.0,1.0,4.0,0,1.0,0.0,0.0,0.0,0.0,622.0,1.0,11.0
96,112,Angeliño,es ESP,DF,Roma,it Serie A,26.0,1997.0,12.7,715.0,610.0,101.0,12.0,0.0,4.0,53,87.0,2.0,1.0,0.0,0.0,546.0,4.0,11.0
97,113,Fabrizio Angileri,ar ARG,"DF,MF",Getafe,es La Liga,29.0,1994.0,1.8,103.0,96.0,7.0,1.0,0.0,2.0,8,6.0,0.0,0.0,0.0,0.0,68.0,0.0,5.0
98,114,Jaidon Anthony,eng ENG,FW,Bournemouth,eng Premier League,23.0,1999.0,1.7,45.0,42.0,3.0,2.0,0.0,0.0,2,0.0,1.0,0.0,0.0,0.0,30.0,0.0,3.0
99,115,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,27.0,1996.0,32.1,2624.0,2511.0,109.0,51.0,6.0,9.0,14,29.0,0.0,0.0,0.0,0.0,2330.0,4.0,16.0
100,116,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,33.0,1990.0,18.8,308.0,288.0,18.0,1.0,3.0,4.0,27,11.0,0.0,0.0,0.0,0.0,180.0,2.0,22.0
101,117,Antony,br BRA,FW,Manchester Utd,eng Premier League,23.0,2000.0,14.7,595.0,570.0,22.0,7.0,3.0,1.0,16,15.0,0.0,0.0,0.0,0.0,468.0,3.0,23.0
102,118,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,de Bundesliga,29.0,1994.0,13.5,454.0,343.0,108.0,1.0,1.0,1.0,55,106.0,0.0,0.0,0.0,0.0,274.0,3.0,21.0
103,119,Houssem Aouar,dz ALG,"MF,FW",Roma,it Serie A,25.0,1998.0,8.4,359.0,344.0,15.0,4.0,0.0,0.0,10,3.0,8.0,5.0,2.0,0.0,300.0,0.0,8.0
104,120,Stredair Appuah,fr FRA,"FW,MF",Nantes,fr Ligue 1,19.0,2004.0,0.9,23.0,23.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,0.0,0.0,14.0,0.0,2.0
105,121,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,27.0,1995.0,3.8,142.0,138.0,4.0,2.0,0.0,2.0,6,1.0,1.0,1.0,0.0,0.0,114.0,0.0,2.0
106,122,Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,21.0,2002.0,6.0,321.0,256.0,62.0,7.0,0.0,0.0,7,55.0,0.0,0.0,0.0,0.0,254.0,3.0,7.0
107,123,Asaf Arania,il ISR,MF,Darmstadt 98,de Bundesliga,17.0,2005.0,0.1,4.0,3.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
108,124,Julian Araujo,mx MEX,DF,Las Palmas,es La Liga,21.0,2001.0,16.2,831.0,694.0,135.0,19.0,0.0,2.0,23,116.0,0.0,0.0,0.0,0.0,680.0,2.0,14.0
109,125,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,24.0,1999.0,22.2,1641.0,1540.0,93.0,45.0,3.0,14.0,8,37.0,0.0,0.0,0.0,0.0,1458.0,8.0,6.0
110,126,Oliver Arblaster,eng ENG,MF,Sheffield Utd,eng Premier League,19.0,2004.0,10.5,438.0,406.0,29.0,13.0,0.0,2.0,7,0.0,6.0,3.0,0.0,0.0,349.0,3.0,8.0
111,130,Adu Ares,es ESP,FW,Athletic Club,es La Liga,21.0,2001.0,2.9,104.0,103.0,1.0,0.0,0.0,1.0,11,0.0,1.0,1.0,0.0,0.0,79.0,0.0,5.0
112,131,Jesús Areso,es ESP,DF,Osasuna,es La Liga,24.0,1999.0,29.6,1368.0,1033.0,332.0,20.0,1.0,6.0,110,311.0,0.0,0.0,0.0,0.0,1021.0,3.0,48.0
113,133,Matias Arezo,uy URU,FW,Granada,es La Liga,20.0,2002.0,4.1,82.0,75.0,7.0,0.0,1.0,0.0,4,1.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0
114,134,Iñigo Arguibide,es ESP,DF,Osasuna,es La Liga,18.0,2005.0,0.2,4.0,3.0,1.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
115,135,Yoël Armougom,fr FRA,"DF,MF",Clermont Foot,fr Ligue 1,25.0,1998.0,2.6,131.0,114.0,17.0,1.0,0.0,0.0,14,16.0,0.0,0.0,0.0,0.0,97.0,0.0,3.0
116,136,José Arnaiz,es ESP,"FW,MF",Osasuna,es La Liga,28.0,1995.0,10.3,318.0,260.0,58.0,18.0,0.0,3.0,46,3.0,25.0,13.0,8.0,0.0,233.0,0.0,8.0
117,137,Hákon Arnar Haraldsson,is ISL,"FW,MF",Lille,fr Ligue 1,20.0,2003.0,14.3,549.0,525.0,21.0,6.0,3.0,4.0,7,4.0,2.0,1.0,0.0,0.0,451.0,3.0,13.0
118,138,Marko Arnautović,at AUT,FW,Inter,it Serie A,34.0,1989.0,8.9,271.0,264.0,5.0,0.0,3.0,1.0,7,0.0,0.0,0.0,0.0,0.0,203.0,2.0,9.0
119,139,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,29.0,1994.0,27.8,1582.0,1404.0,171.0,87.0,4.0,17.0,110,1.0,58.0,39.0,13.0,2.0,1285.0,7.0,19.0
120,140,Mohamed El Arouch,fr FRA,FW,Lyon,fr Ligue 1,19.0,2004.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
121,141,Sergio Arribas,es ESP,"MF,FW",Almería,es La Liga,21.0,2001.0,22.7,751.0,661.0,86.0,32.0,4.0,4.0,60,7.0,28.0,13.0,9.0,0.0,588.0,4.0,20.0
122,143,Arthur,br BRA,DF,Leverkusen,de Bundesliga,20.0,2003.0,2.0,109.0,96.0,13.0,0.0,0.0,0.0,7,12.0,1.0,0.0,0.0,0.0,88.0,0.0,3.0
123,144,Takuma Asano,jp JPN,"FW,MF",Bochum,de Bundesliga,28.0,1994.0,22.1,397.0,383.0,12.0,1.0,1.0,0.0,37,2.0,1.0,0.0,0.0,0.0,262.0,2.0,26.0
124,145,Marco Asensio,es ESP,"MF,FW",Paris S-G,fr Ligue 1,27.0,1996.0,12.4,656.0,598.0,55.0,10.0,6.0,6.0,52,8.0,31.0,11.0,10.0,0.0,545.0,3.0,13.0
125,146,Kristjan Asllani,al ALB,MF,Inter,it Serie A,21.0,2002.0,8.7,744.0,685.0,56.0,23.0,2.0,4.0,35,1.0,32.0,12.0,10.0,0.0,662.0,3.0,6.0
126,147,Joel Asoro,se SWE,"FW,MF",Metz,fr Ligue 1,24.0,1999.0,9.4,147.0,136.0,10.0,4.0,0.0,0.0,19,1.0,2.0,2.0,0.0,0.0,94.0,1.0,10.0
