,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Tocuhes_Live_Balls,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Carries,Total_Distance,Progressive_Distance_Carried,Progressive_Carries,1/3_Carries,Carries_Penalty_Area,Miscontrols,Dispossessed,Passes_Received,Progressive_Passes_Received
2137,2560,Dale Stephens,eng ENG,MF,Burnley,eng Premier League,32,1989,1.4,71.0,3.0,10.0,54.0,7.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,25.0,102.0,26.0,0.0,1.0,0.0,2.0,0.0,35.0,1.0
2138,2561,Jack Stephens,eng ENG,DF,Southampton,eng Premier League,27,1994,9.0,566.0,77.0,288.0,260.0,21.0,3.0,566.0,2.0,2.0,100.0,0.0,0.0,307.0,1542.0,991.0,7.0,9.0,0.0,2.0,1.0,318.0,3.0
2139,2562,Raheem Sterling,eng ENG,FW,Manchester City,eng Premier League,26,1994,23.6,1173.0,8.0,51.0,339.0,797.0,191.0,1170.0,112.0,53.0,47.3,59.0,52.7,886.0,5297.0,2574.0,108.0,54.0,65.0,62.0,54.0,991.0,317.0
2140,2563,Finley Stevens,wls WAL,DF,Brentford,eng Premier League,18,2003,0.2,9.0,1.0,1.0,5.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0
2141,2564,Angelo Stiller,de GER,MF,Hoffenheim,de Bundesliga,20,2001,18.8,1142.0,33.0,262.0,643.0,245.0,32.0,1142.0,28.0,15.0,53.6,13.0,46.4,627.0,2487.0,1191.0,20.0,15.0,6.0,26.0,7.0,773.0,63.0
2142,2565,Lars Stindl,de GER,"MF,FW",M'Gladbach,de Bundesliga,32,1988,18.1,1000.0,16.0,109.0,599.0,295.0,53.0,998.0,15.0,9.0,60.0,6.0,40.0,511.0,1566.0,714.0,14.0,17.0,5.0,34.0,18.0,745.0,96.0
2143,2566,Riccardo Stivanello,it ITA,DF,Bologna,it Serie A,17,2004,0.5,22.0,9.0,20.0,3.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,8.0,44.0,20.0,0.0,0.0,0.0,1.0,0.0,7.0,0.0
2144,2567,Kevin Stöger,at AUT,MF,Mainz 05,de Bundesliga,27,1993,4.7,393.0,2.0,47.0,208.0,144.0,20.0,393.0,10.0,8.0,80.0,2.0,20.0,196.0,907.0,458.0,10.0,9.0,1.0,11.0,4.0,251.0,39.0
2145,2568,Petar Stojanović,si SVN,DF,Empoli,it Serie A,25,1995,30.4,2084.0,114.0,596.0,933.0,583.0,45.0,2084.0,93.0,52.0,55.9,41.0,44.1,1112.0,6625.0,3787.0,94.0,72.0,23.0,56.0,35.0,1139.0,110.0
2146,2569,John Stones,eng ENG,DF,Manchester City,eng Premier League,27,1994,12.4,1072.0,82.0,356.0,631.0,91.0,10.0,1072.0,9.0,8.0,88.9,1.0,11.1,768.0,4519.0,2638.0,28.0,23.0,0.0,4.0,1.0,846.0,7.0
2147,2571,Stefan Strandberg,no NOR,DF,Salernitana,it Serie A,31,1990,10.4,629.0,86.0,315.0,280.0,41.0,12.0,629.0,2.0,2.0,100.0,0.0,0.0,341.0,1828.0,1147.0,8.0,4.0,0.0,3.0,1.0,362.0,1.0
2148,2572,Dávid Strelec,sk SVK,"FW,MF",Spezia,it Serie A,20,2001,5.6,197.0,5.0,39.0,83.0,81.0,20.0,197.0,10.0,4.0,40.0,6.0,60.0,97.0,517.0,297.0,13.0,8.0,3.0,15.0,3.0,120.0,21.0
2149,2573,Tobias Strobl,de GER,"MF,DF",Augsburg,de Bundesliga,31,1990,3.6,136.0,9.0,49.0,79.0,10.0,3.0,136.0,1.0,1.0,100.0,0.0,0.0,52.0,216.0,69.0,1.0,0.0,0.0,7.0,3.0,49.0,1.0
2150,2574,Kevin Strootman,nl NED,MF,Cagliari,it Serie A,31,1990,7.1,428.0,25.0,121.0,265.0,47.0,3.0,428.0,5.0,4.0,80.0,1.0,20.0,228.0,797.0,424.0,6.0,5.0,0.0,6.0,2.0,276.0,6.0
2151,2575,Pascal Struijk,nl NED,"DF,MF",Leeds United,eng Premier League,21,1999,22.8,1533.0,172.0,801.0,653.0,85.0,21.0,1533.0,3.0,2.0,66.7,1.0,33.3,803.0,3748.0,2049.0,8.0,5.0,0.0,18.0,5.0,932.0,10.0
2152,2576,Jens Stryger Larsen,dk DEN,DF,Udinese,it Serie A,30,1991,7.6,339.0,19.0,106.0,126.0,107.0,10.0,339.0,11.0,4.0,36.4,7.0,63.6,150.0,719.0,293.0,8.0,9.0,0.0,7.0,6.0,193.0,20.0
2153,2577,Leo Štulac,si SVN,MF,Empoli,it Serie A,26,1994,9.3,554.0,33.0,165.0,301.0,93.0,0.0,554.0,4.0,3.0,75.0,1.0,25.0,298.0,1189.0,532.0,5.0,4.0,0.0,7.0,4.0,381.0,6.0
2154,2578,Stefano Sturaro,it ITA,MF,Genoa,it Serie A,28,1993,19.6,818.0,45.0,180.0,407.0,238.0,24.0,818.0,13.0,5.0,38.5,8.0,61.5,335.0,1217.0,396.0,10.0,11.0,3.0,30.0,25.0,416.0,53.0
2155,2579,Damián Suárez,uy URU,DF,Getafe,es La Liga,33,1988,30.1,1767.0,64.0,405.0,873.0,510.0,12.0,1767.0,42.0,15.0,35.7,27.0,64.3,780.0,3098.0,1561.0,33.0,41.0,5.0,40.0,14.0,859.0,96.0
2156,2580,Denis Suárez,es ESP,MF,Celta Vigo,es La Liga,27,1994,31.3,2346.0,26.0,303.0,1423.0,647.0,37.0,2346.0,82.0,42.0,51.2,40.0,48.8,1342.0,8735.0,4970.0,100.0,100.0,7.0,57.0,17.0,1656.0,78.0
2157,2581,Luis Suárez,uy URU,FW,Atlético Madrid,es La Liga,34,1987,20.4,682.0,16.0,53.0,288.0,342.0,86.0,679.0,23.0,6.0,26.1,17.0,73.9,318.0,1261.0,521.0,16.0,11.0,10.0,47.0,10.0,530.0,105.0
2158,2582,Mario Suárez,es ESP,DF,Rayo Vallecano,es La Liga,34,1987,7.9,408.0,59.0,211.0,182.0,18.0,10.0,408.0,6.0,4.0,66.7,2.0,33.3,195.0,1024.0,610.0,5.0,2.0,0.0,4.0,2.0,220.0,2.0
2159,2583,Isaac Success,ng NGA,"FW,MF",Udinese,it Serie A,25,1996,10.1,399.0,8.0,24.0,156.0,225.0,53.0,399.0,29.0,19.0,65.5,10.0,34.5,282.0,1262.0,575.0,16.0,12.0,7.0,37.0,27.0,355.0,84.0
2160,2584,Niklas Süle,de GER,DF,Bayern Munich,de Bundesliga,25,1995,20.4,1925.0,183.0,799.0,1014.0,122.0,23.0,1925.0,13.0,8.0,61.5,5.0,38.5,1204.0,6578.0,3789.0,31.0,21.0,2.0,8.0,4.0,1433.0,20.0
2161,2585,Kamaldeen Sulemana,gh GHA,"MF,FW",Rennes,fr Ligue 1,19,2002,11.3,530.0,4.0,48.0,211.0,285.0,47.0,530.0,92.0,54.0,58.7,38.0,41.3,377.0,3205.0,1518.0,56.0,34.0,22.0,37.0,25.0,391.0,96.0
2162,2586,Crysencio Summerville,nl NED,"MF,FW",Leeds United,eng Premier League,19,2001,1.4,93.0,1.0,16.0,26.0,51.0,9.0,93.0,7.0,4.0,57.1,3.0,42.9,56.0,309.0,159.0,5.0,0.0,0.0,4.0,2.0,62.0,16.0
2163,2587,Vladyslav Supriaha,ua UKR,FW,Sampdoria,it Serie A,21,2000,0.2,6.0,0.0,0.0,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,37.0,8.0,0.0,1.0,0.0,2.0,0.0,6.0,0.0
2164,2588,Suso,es ESP,FW,Sevilla,es La Liga,27,1993,4.3,215.0,1.0,10.0,89.0,118.0,11.0,215.0,12.0,7.0,58.3,5.0,41.7,153.0,832.0,390.0,9.0,5.0,3.0,8.0,2.0,181.0,39.0
2165,2589,Bosko Sutalo,hr CRO,DF,Hellas Verona,it Serie A,21,2000,10.2,622.0,58.0,259.0,276.0,93.0,8.0,622.0,19.0,10.0,52.6,9.0,47.4,298.0,1477.0,674.0,15.0,10.0,1.0,18.0,6.0,314.0,17.0
2166,2590,Mattias Svanberg,se SWE,MF,Bologna,it Serie A,22,1999,28.5,1327.0,45.0,269.0,700.0,372.0,30.0,1327.0,53.0,28.0,52.8,25.0,47.2,712.0,3707.0,1840.0,39.0,40.0,3.0,37.0,22.0,908.0,57.0
2167,2591,Michael Svoboda,at AUT,DF,Venezia,it Serie A,22,1998,13.7,771.0,125.0,420.0,334.0,29.0,13.0,771.0,3.0,2.0,66.7,1.0,33.3,437.0,2379.0,1441.0,11.0,8.0,0.0,6.0,6.0,441.0,1.0
2168,2592,Abdoulaye Sylla,gn GUI,DF,Nantes,fr Ligue 1,21,2000,1.7,89.0,5.0,33.0,55.0,2.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,62.0,272.0,133.0,0.0,1.0,0.0,0.0,0.0,60.0,0.0
2169,2595,Ádám Szalai,hu HUN,FW,Mainz 05,de Bundesliga,33,1987,2.9,124.0,0.0,3.0,48.0,75.0,20.0,124.0,6.0,3.0,50.0,3.0,50.0,79.0,239.0,38.0,0.0,3.0,0.0,15.0,7.0,103.0,32.0
2170,2597,Dominik Szoboszlai,hu HUN,"MF,FW",RB Leipzig,de Bundesliga,20,2000,17.1,1185.0,22.0,115.0,560.0,520.0,57.0,1184.0,40.0,18.0,45.0,22.0,55.0,618.0,3190.0,1399.0,44.0,37.0,16.0,42.0,27.0,831.0,130.0
2171,2598,Jakob Sørensen,dk DEN,"MF,DF",Norwich City,eng Premier League,23,1998,6.7,381.0,33.0,154.0,195.0,37.0,8.0,381.0,4.0,3.0,75.0,1.0,25.0,219.0,1063.0,524.0,4.0,1.0,0.0,2.0,2.0,233.0,4.0
2172,2599,Alexander Sørloth,no NOR,FW,Real Sociedad,es La Liga,25,1995,19.6,696.0,19.0,48.0,312.0,351.0,96.0,696.0,66.0,38.0,57.6,28.0,42.4,417.0,2985.0,1435.0,55.0,39.0,18.0,71.0,52.0,549.0,112.0
2173,2600,Tachi,es ESP,DF,Alavés,es La Liga,23,1997,2.7,114.0,13.0,52.0,54.0,8.0,1.0,114.0,0.0,0.0,0.0,0.0,0.0,47.0,201.0,100.0,0.0,0.0,0.0,2.0,0.0,47.0,1.0
2174,2601,Jonathan Tah,de GER,DF,Leverkusen,de Bundesliga,25,1996,32.0,2258.0,291.0,1167.0,1046.0,59.0,24.0,2258.0,21.0,16.0,76.2,5.0,23.8,1344.0,7234.0,3964.0,18.0,10.0,1.0,19.0,11.0,1508.0,6.0
2175,2602,Waniss Taibi,fr FRA,"MF,FW",Angers,fr Ligue 1,19,2002,1.5,93.0,3.0,28.0,43.0,23.0,1.0,93.0,4.0,2.0,50.0,2.0,50.0,46.0,166.0,60.0,1.0,0.0,0.0,4.0,1.0,59.0,5.0
2176,2603,Flavien Tait,fr FRA,MF,Rennes,fr Ligue 1,28,1993,23.6,1494.0,27.0,222.0,846.0,446.0,57.0,1494.0,48.0,29.0,60.4,19.0,39.6,1077.0,6433.0,3182.0,67.0,48.0,14.0,46.0,32.0,1167.0,79.0
2177,2604,Adrien Tameze,cm CMR,"MF,DF",Hellas Verona,it Serie A,27,1994,28.6,1634.0,79.0,384.0,909.0,364.0,42.0,1634.0,60.0,34.0,56.7,26.0,43.3,868.0,4631.0,2317.0,55.0,33.0,10.0,51.0,26.0,930.0,96.0
2178,2605,Japhet Tanganga,eng ENG,DF,Tottenham,eng Premier League,22,1999,8.2,493.0,45.0,163.0,241.0,94.0,10.0,493.0,7.0,5.0,71.4,2.0,28.6,275.0,1388.0,782.0,13.0,11.0,2.0,7.0,5.0,315.0,21.0
2179,2606,Renato Tapia,pe PER,MF,Celta Vigo,es La Liga,26,1995,15.7,1061.0,59.0,289.0,695.0,84.0,9.0,1061.0,15.0,6.0,40.0,9.0,60.0,566.0,2633.0,1340.0,10.0,15.0,2.0,11.0,13.0,613.0,6.0
2180,2607,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,22,1999,20.2,1648.0,194.0,868.0,756.0,36.0,18.0,1648.0,13.0,12.0,92.3,1.0,7.7,1105.0,6241.0,3632.0,13.0,1.0,0.0,16.0,3.0,1114.0,5.0
2181,2608,Florian Tardieu,fr FRA,MF,Troyes,fr Ligue 1,29,1992,29.2,2322.0,98.0,651.0,1307.0,384.0,9.0,2318.0,30.0,20.0,66.7,10.0,33.3,1494.0,6436.0,2995.0,20.0,32.0,1.0,19.0,19.0,1536.0,30.0
2182,2611,Oussama Targhalline,ma MAR,FW,Marseille,fr Ligue 1,19,2002,0.1,8.0,0.0,1.0,3.0,4.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,7.0,51.0,34.0,1.0,2.0,0.0,0.0,0.0,7.0,1.0
2183,2612,James Tarkowski,eng ENG,DF,Burnley,eng Premier League,28,1992,34.5,1623.0,276.0,819.0,702.0,115.0,67.0,1623.0,7.0,5.0,71.4,2.0,28.6,596.0,2550.0,1226.0,3.0,6.0,0.0,13.0,5.0,702.0,11.0
2184,2614,Niklas Tauer,de GER,"DF,MF",Mainz 05,de Bundesliga,20,2001,5.4,260.0,11.0,106.0,130.0,26.0,5.0,260.0,2.0,2.0,100.0,0.0,0.0,85.0,347.0,163.0,2.0,3.0,0.0,5.0,0.0,104.0,5.0
2185,2615,Nuno Tavares,pt POR,DF,Arsenal,eng Premier League,21,2000,13.1,902.0,51.0,278.0,346.0,291.0,39.0,902.0,36.0,18.0,50.0,18.0,50.0,510.0,3094.0,1682.0,47.0,29.0,12.0,29.0,13.0,560.0,91.0
2186,2616,Charlie Taylor,eng ENG,DF,Burnley,eng Premier League,27,1993,30.3,1744.0,170.0,591.0,730.0,442.0,13.0,1744.0,53.0,27.0,50.9,26.0,49.1,759.0,5150.0,2143.0,58.0,36.0,7.0,31.0,15.0,816.0,77.0
2187,2617,Loum Tchaouna,fr FRA,"FW,MF",Rennes,fr Ligue 1,17,2003,1.0,53.0,0.0,5.0,25.0,24.0,1.0,53.0,1.0,1.0,100.0,0.0,0.0,30.0,193.0,110.0,3.0,1.0,0.0,3.0,2.0,34.0,9.0
2188,2618,Warren Tchimbembé,cg CGO,MF,Metz,fr Ligue 1,23,1998,2.3,116.0,4.0,31.0,67.0,20.0,1.0,116.0,2.0,0.0,0.0,2.0,100.0,82.0,394.0,182.0,2.0,3.0,0.0,5.0,4.0,84.0,6.0
2189,2619,Aurélien Tchouaméni,fr FRA,MF,Monaco,fr Ligue 1,21,2000,32.5,2486.0,80.0,477.0,1670.0,372.0,48.0,2486.0,51.0,38.0,74.5,13.0,25.5,1604.0,8501.0,3776.0,47.0,41.0,6.0,19.0,30.0,1673.0,39.0
2190,2620,Mathys Tel,fr FRA,"FW,MF",Rennes,fr Ligue 1,16,2005,0.6,40.0,2.0,8.0,13.0,19.0,3.0,40.0,0.0,0.0,0.0,0.0,0.0,23.0,132.0,62.0,0.0,0.0,0.0,2.0,2.0,22.0,5.0
2191,2621,Jordan Tell,gp GLP,FW,Clermont Foot,fr Ligue 1,24,1997,3.2,132.0,0.0,23.0,59.0,52.0,12.0,132.0,5.0,1.0,20.0,4.0,80.0,80.0,360.0,110.0,4.0,4.0,2.0,13.0,6.0,95.0,22.0
2192,2622,Nathan Tella,eng ENG,"MF,FW",Southampton,eng Premier League,22,1999,8.9,324.0,8.0,60.0,126.0,150.0,20.0,324.0,26.0,10.0,38.5,16.0,61.5,194.0,1473.0,671.0,22.0,22.0,4.0,40.0,24.0,183.0,44.0
2193,2623,Alex Telles,br BRA,DF,Manchester Utd,eng Premier League,28,1992,18.4,1396.0,66.0,407.0,562.0,438.0,18.0,1396.0,22.0,12.0,54.5,10.0,45.5,745.0,3421.0,1904.0,36.0,37.0,1.0,15.0,10.0,850.0,102.0
2194,2624,Cristian Tello,es ESP,FW,Betis,es La Liga,29,1991,9.1,486.0,7.0,59.0,187.0,243.0,34.0,486.0,27.0,10.0,37.0,17.0,63.0,253.0,1687.0,816.0,31.0,19.0,15.0,14.0,13.0,349.0,86.0
2195,2625,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,25,1996,11.9,642.0,44.0,255.0,269.0,121.0,8.0,642.0,11.0,7.0,63.6,4.0,36.4,226.0,1188.0,649.0,17.0,14.0,0.0,14.0,6.0,235.0,15.0
2196,2626,Marc Tenas,es ESP,"FW,MF",Alavés,es La Liga,20,2001,0.6,27.0,2.0,5.0,10.0,13.0,1.0,27.0,1.0,1.0,100.0,0.0,0.0,9.0,189.0,45.0,0.0,2.0,0.0,4.0,1.0,23.0,4.0
2197,2628,Filippo Terracciano,it ITA,DF,Hellas Verona,it Serie A,18,2003,0.1,7.0,0.0,2.0,2.0,3.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
2198,2630,Martin Terrier,fr FRA,"FW,MF",Rennes,fr Ligue 1,24,1997,30.9,1300.0,20.0,137.0,569.0,616.0,131.0,1298.0,59.0,28.0,47.5,31.0,52.5,830.0,5200.0,2443.0,85.0,55.0,28.0,60.0,23.0,985.0,228.0
2199,2631,Aleksa Terzić,rs SRB,DF,Fiorentina,it Serie A,21,1999,3.0,279.0,10.0,109.0,108.0,64.0,3.0,279.0,2.0,1.0,50.0,1.0,50.0,152.0,730.0,425.0,10.0,6.0,0.0,8.0,3.0,167.0,23.0
2200,2632,Robert Tesche,de GER,MF,Bochum,de Bundesliga,34,1987,3.9,211.0,11.0,50.0,137.0,25.0,2.0,211.0,1.0,0.0,0.0,1.0,100.0,128.0,505.0,214.0,4.0,1.0,0.0,0.0,3.0,146.0,3.0
2201,2633,Tanner Tessmann,us USA,MF,Venezia,it Serie A,19,2001,7.6,320.0,45.0,126.0,152.0,51.0,8.0,320.0,12.0,11.0,91.7,0.0,0.0,173.0,1089.0,586.0,12.0,10.0,2.0,13.0,7.0,176.0,18.0
2202,2634,Tetê,br BRA,"FW,MF",Lyon,fr Ligue 1,21,2000,6.5,315.0,5.0,26.0,125.0,172.0,29.0,315.0,35.0,23.0,65.7,12.0,34.3,258.0,1852.0,933.0,28.0,17.0,11.0,14.0,11.0,242.0,48.0
2203,2635,Cedric Teuchert,de GER,"MF,FW",Union Berlin,de Bundesliga,24,1997,1.2,47.0,0.0,13.0,18.0,17.0,4.0,47.0,2.0,0.0,0.0,2.0,100.0,23.0,94.0,33.0,0.0,0.0,0.0,5.0,2.0,22.0,2.0
2204,2636,Arthur Theate,be BEL,DF,Bologna,it Serie A,21,2000,26.9,1723.0,144.0,776.0,839.0,135.0,21.0,1723.0,29.0,19.0,65.5,10.0,34.5,1045.0,5795.0,3384.0,37.0,38.0,1.0,22.0,10.0,1160.0,17.0
2205,2637,Jan Thielmann,de GER,"MF,FW",Köln,de Bundesliga,19,2002,13.2,591.0,22.0,79.0,246.0,280.0,26.0,591.0,29.0,16.0,55.2,13.0,44.8,340.0,2122.0,794.0,36.0,31.0,3.0,53.0,12.0,342.0,97.0
2206,2640,Luke Thomas,eng ENG,DF,Leicester City,eng Premier League,20,2001,21.2,1533.0,86.0,489.0,737.0,316.0,15.0,1533.0,23.0,15.0,65.2,8.0,34.8,744.0,2969.0,1632.0,28.0,28.0,2.0,33.0,20.0,882.0,59.0
2207,2641,Romain Thomas,fr FRA,DF,Angers,fr Ligue 1,33,1988,28.5,1991.0,230.0,997.0,952.0,51.0,29.0,1991.0,3.0,2.0,66.7,1.0,33.3,1287.0,5505.0,2967.0,4.0,4.0,0.0,4.0,5.0,1337.0,2.0
2208,2642,Adrien Thomasson,fr FRA,MF,Strasbourg,fr Ligue 1,27,1993,26.5,1672.0,26.0,236.0,809.0,642.0,117.0,1672.0,55.0,31.0,56.4,24.0,43.6,976.0,4543.0,1754.0,43.0,42.0,13.0,62.0,34.0,1106.0,167.0
2209,2643,Erik Thommy,de GER,"FW,MF",Stuttgart,de Bundesliga,26,1994,3.0,158.0,1.0,12.0,71.0,75.0,9.0,158.0,10.0,4.0,40.0,6.0,60.0,106.0,534.0,191.0,4.0,1.0,2.0,7.0,2.0,113.0,26.0
2210,2644,Dominic Thompson,eng ENG,DF,Brentford,eng Premier League,21,2000,1.6,57.0,8.0,31.0,15.0,12.0,2.0,57.0,2.0,0.0,0.0,2.0,100.0,25.0,96.0,37.0,0.0,0.0,0.0,2.0,0.0,29.0,3.0
2211,2645,Morten Thorsby,no NOR,MF,Sampdoria,it Serie A,25,1996,32.7,1343.0,74.0,286.0,762.0,305.0,68.0,1343.0,25.0,13.0,52.0,12.0,48.0,572.0,2106.0,902.0,18.0,13.0,1.0,64.0,22.0,806.0,51.0
2212,2646,Thuler,br BRA,DF,Montpellier,fr Ligue 1,22,1999,9.5,415.0,83.0,253.0,154.0,11.0,3.0,415.0,0.0,0.0,0.0,0.0,0.0,252.0,1215.0,700.0,3.0,1.0,0.0,3.0,3.0,240.0,1.0
2213,2647,Khéphren Thuram,fr FRA,MF,Nice,fr Ligue 1,20,2001,21.1,1349.0,34.0,236.0,898.0,249.0,27.0,1349.0,43.0,32.0,74.4,11.0,25.6,938.0,6182.0,2919.0,65.0,56.0,6.0,34.0,23.0,947.0,33.0
2214,2648,Marcus Thuram,fr FRA,FW,M'Gladbach,de Bundesliga,23,1997,10.9,355.0,5.0,17.0,172.0,173.0,62.0,355.0,36.0,23.0,63.9,13.0,36.1,214.0,1599.0,786.0,32.0,19.0,21.0,36.0,25.0,280.0,95.0
2215,2649,Alexis Tibidi,fr FRA,"MF,FW",Stuttgart,de Bundesliga,17,2003,4.3,166.0,3.0,23.0,73.0,71.0,12.0,166.0,3.0,3.0,100.0,0.0,0.0,108.0,513.0,228.0,8.0,6.0,4.0,16.0,4.0,131.0,31.0
2216,2650,Cheikh Tidiane Sabaly,sn SEN,"FW,MF",Metz,fr Ligue 1,22,1999,1.7,61.0,1.0,7.0,25.0,30.0,4.0,61.0,4.0,3.0,75.0,1.0,25.0,34.0,142.0,39.0,2.0,1.0,0.0,8.0,8.0,35.0,4.0
2217,2651,Youri Tielemans,be BEL,MF,Leicester City,eng Premier League,24,1997,29.2,2111.0,78.0,447.0,1219.0,470.0,36.0,2109.0,39.0,25.0,64.1,14.0,35.9,1127.0,4219.0,2154.0,31.0,36.0,5.0,44.0,30.0,1514.0,69.0
2218,2652,Kieran Tierney,sct SCO,DF,Arsenal,eng Premier League,24,1997,21.3,1347.0,62.0,338.0,581.0,436.0,35.0,1347.0,23.0,9.0,39.1,14.0,60.9,730.0,3752.0,2187.0,62.0,32.0,7.0,18.0,8.0,832.0,128.0
2219,2653,Steffen Tigges,de GER,"FW,MF",Dortmund,de Bundesliga,23,1998,1.2,64.0,3.0,7.0,32.0,25.0,10.0,64.0,0.0,0.0,0.0,0.0,0.0,29.0,108.0,28.0,2.0,0.0,2.0,7.0,0.0,40.0,9.0
2220,2654,Malik Tillman,us USA,"FW,MF",Bayern Munich,de Bundesliga,19,2002,1.2,66.0,3.0,12.0,31.0,24.0,5.0,66.0,5.0,0.0,0.0,5.0,100.0,28.0,108.0,38.0,1.0,2.0,1.0,6.0,2.0,41.0,11.0
2221,2655,Timothy Tillman,de GER,MF,Greuther Fürth,de Bundesliga,22,1999,22.3,994.0,42.0,214.0,517.0,284.0,23.0,994.0,68.0,38.0,55.9,30.0,44.1,540.0,3064.0,1226.0,33.0,18.0,11.0,69.0,28.0,592.0,83.0
2222,2656,David Timor,es ESP,MF,Getafe,es La Liga,31,1989,3.8,207.0,8.0,38.0,133.0,39.0,1.0,207.0,2.0,1.0,50.0,1.0,50.0,106.0,363.0,159.0,0.0,4.0,0.0,1.0,5.0,121.0,3.0
2223,2657,Mircea Ţîrlea,ro ROU,DF,Alavés,es La Liga,21,2000,0.2,17.0,2.0,5.0,10.0,3.0,0.0,17.0,3.0,2.0,66.7,1.0,33.3,4.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2224,2658,Jean-Clair Todibo,fr FRA,DF,Nice,fr Ligue 1,21,1999,34.6,2801.0,253.0,1138.0,1598.0,84.0,27.0,2801.0,19.0,14.0,73.7,5.0,26.3,1997.0,10673.0,5859.0,33.0,20.0,0.0,22.0,7.0,1974.0,8.0
2225,2659,Umut Tohumcu,de GER,MF,Hoffenheim,de Bundesliga,16,2004,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2226,2660,Karl Toko Ekambi,cm CMR,FW,Lyon,fr Ligue 1,28,1992,25.5,1241.0,6.0,110.0,514.0,629.0,145.0,1239.0,84.0,44.0,52.4,40.0,47.6,892.0,5390.0,2712.0,89.0,47.0,36.0,65.0,39.0,972.0,268.0
2227,2661,Corentin Tolisso,fr FRA,MF,Bayern Munich,de Bundesliga,26,1994,7.8,630.0,19.0,90.0,410.0,131.0,18.0,630.0,2.0,1.0,50.0,1.0,50.0,369.0,1788.0,888.0,10.0,11.0,1.0,12.0,3.0,474.0,26.0
2228,2662,Jeremy Toljan,de GER,DF,Sassuolo,it Serie A,26,1994,15.5,975.0,55.0,342.0,429.0,209.0,21.0,975.0,13.0,4.0,30.8,9.0,69.2,506.0,2710.0,1313.0,36.0,19.0,3.0,18.0,6.0,597.0,78.0
2229,2663,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,30,1990,16.0,1111.0,76.0,393.0,581.0,144.0,18.0,1111.0,14.0,7.0,50.0,7.0,50.0,648.0,2826.0,1402.0,12.0,22.0,0.0,12.0,5.0,698.0,14.0
2230,2664,Raúl de Tomás,es ESP,FW,Espanyol,es La Liga,26,1994,32.4,1101.0,47.0,128.0,483.0,507.0,129.0,1096.0,72.0,50.0,69.4,22.0,30.6,700.0,3493.0,1316.0,44.0,28.0,24.0,87.0,60.0,887.0,191.0
2231,2665,Tiago Tomás,pt POR,FW,Stuttgart,de Bundesliga,19,2002,11.9,390.0,5.0,34.0,161.0,201.0,53.0,390.0,45.0,16.0,35.6,29.0,64.4,246.0,1398.0,613.0,23.0,13.0,19.0,57.0,11.0,282.0,92.0
2232,2668,James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,32,1989,6.1,373.0,78.0,260.0,104.0,9.0,8.0,373.0,1.0,1.0,100.0,0.0,0.0,211.0,797.0,313.0,1.0,0.0,0.0,2.0,0.0,249.0,1.0
2233,2669,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,23,1997,30.2,2037.0,212.0,1018.0,970.0,61.0,16.0,2037.0,12.0,8.0,66.7,4.0,33.3,1111.0,5262.0,2910.0,14.0,8.0,1.0,16.0,0.0,1316.0,5.0
2234,2670,Sandro Tonali,it ITA,MF,Milan,it Serie A,21,2000,28.9,1755.0,56.0,361.0,1007.0,411.0,27.0,1755.0,45.0,30.0,66.7,15.0,33.3,938.0,5617.0,2650.0,51.0,43.0,5.0,33.0,23.0,1102.0,46.0
2235,2671,Lorenzo Tonelli,it ITA,DF,Empoli,it Serie A,31,1990,9.7,662.0,87.0,305.0,333.0,28.0,11.0,662.0,5.0,4.0,80.0,1.0,20.0,352.0,1770.0,1172.0,7.0,1.0,0.0,7.0,3.0,392.0,3.0
2236,2672,Ivan Toney,eng ENG,FW,Brentford,eng Premier League,25,1996,32.3,1198.0,53.0,144.0,515.0,550.0,158.0,1193.0,50.0,24.0,48.0,26.0,52.0,640.0,2577.0,1042.0,28.0,26.0,13.0,109.0,44.0,910.0,168.0
