,Player,Nationality,Position,Squad,Competition,Age,Year_of_Birth,Matches_Played,Minutes,Minutes_Per_Match_Played,Percentage_of_Squad_Minutes_Played,90s_Played,Starts,Minutes_Per_Match_Started,Complete_Matches_Played,Games_Played_as_Sub,Minutes_Per_Substitution,Games_as_Unused_Sub,Points_per_Match,Goals_Scored_(on_pitch),Goals_Allowed_(on_pitch),Plus/Minus,Plus/Minus_per_90,On-Off,xG_(on_pitch),xGA_(on_pitch),xG_Plus/Minus,xG_Plus/Minus_per_90,xG_On-Off,Matches
2085,Levent Mercan,de GER,FW,Schalke 04,de Bundesliga,19,2000,1,5,5,0.2,0.1,0,,0,1,5,16,0.00,0,0,0,0.00,+1.80,0.0,0.0,0.0,+0.54,+1.73,Matches
2086,Alessandro Mercati,it ITA,MF,Sassuolo,it Serie A,18,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2087,Jorge Meré,es ESP,DF,Köln,de Bundesliga,23,1997,16,"1,300",81,42.5,14.4,14,87,12,2,44,12,0.56,13,24,-11,-0.76,+0.01,16.6,22.3,-5.7,-0.40,-0.02,Matches
2088,Alex Meret,it ITA,GK,Napoli,it Serie A,23,1997,22,"1,980",90,57.9,22.0,22,90,22,0,,16,2.00,53,29,+24,+1.09,-0.22,38.9,28.0,+10.9,+0.50,-0.40,Matches
2089,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,24,1996,26,"2,154",83,63.0,23.9,25,85,20,1,28,1,1.58,36,22,+14,+0.58,+0.09,40.8,19.6,+21.2,+0.89,+0.86,Matches
2090,Quentin Merlin,fr FRA,"DF,MF",Nantes,fr Ligue 1,18,2002,0,,,,,0,,,0,,8,,,,,,,,,,,,Matches
2091,Martín Merquelanz,es ESP,"MF,FW",Real Sociedad,es La Liga,25,1995,13,549,42,16.1,6.1,4,90,4,9,21,16,1.62,5,12,-7,-1.15,-2.03,8.5,9.2,-0.8,-0.13,-0.83,Matches
2092,Yıldırım Mert Çetin,tr TUR,DF,Hellas Verona,it Serie A,23,1997,6,418,70,12.2,4.6,4,89,3,2,32,24,1.83,4,5,-1,-0.22,-0.19,3.3,6.3,-3.0,-0.81,-0.78,Matches
2093,Dries Mertens,be BEL,"FW,MF",Napoli,it Serie A,33,1987,29,"1,459",50,42.7,16.2,18,69,2,11,19,0,2.21,37,18,+19,+1.17,-0.02,26.9,15.9,+11.0,+0.68,+0.03,Matches
2094,Roque Mesa,es ESP,MF,Valladolid,es La Liga,31,1989,25,"1,761",70,51.5,19.6,21,78,6,4,30,6,0.80,14,24,-10,-0.51,+0.19,18.9,25.7,-6.9,-0.35,-0.03,Matches
2095,Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,20,2000,35,"3,150",90,92.1,35.0,35,90,35,0,,2,1.51,57,52,+5,+0.14,-0.86,51.4,53.9,-2.6,-0.07,-0.19,Matches
2096,Lionel Messi,ar ARG,"FW,MF",Barcelona,es La Liga,33,1987,35,"3,023",86,88.4,33.6,33,89,32,2,40,0,2.06,80,35,+45,+1.34,+0.89,66.4,36.5,+29.9,+0.89,+0.26,Matches
2097,Junior Messias,br BRA,"MF,FW",Crotone,it Serie A,29,1991,36,"3,215",89,94.0,35.7,36,89,32,0,,0,0.61,44,86,-42,-1.18,+1.02,38.4,66.4,-28.0,-0.78,+0.31,Matches
2098,Thomas Meunier,be BEL,DF,Dortmund,de Bundesliga,28,1991,21,"1,472",70,48.1,16.4,17,84,10,4,12,7,1.95,34,22,+12,+0.73,-0.23,29.3,20.8,+8.5,+0.52,-0.39,Matches
2099,Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,31,1988,9,712,79,20.8,7.9,8,81,5,1,67,12,0.67,8,17,-9,-1.14,-0.97,8.0,11.6,-3.6,-0.45,-0.19,Matches
2100,Max Meyer,de GER,"FW,MF",Crystal Palace,eng Premier League,24,1995,0,,,,,0,,,0,,5,,,,,,,,,,,,Matches
2101,Max Meyer,de GER,MF,Köln,de Bundesliga,24,1995,10,351,35,11.5,3.9,3,90,3,7,12,6,1.00,3,10,-7,-1.79,-1.16,6.3,8.0,-1.7,-0.44,-0.07,Matches
2102,Omenuke Mfulu,cd COD,MF,Elche,es La Liga,26,1994,20,789,39,23.1,8.8,9,71,0,11,14,11,1.45,9,13,-4,-0.46,+0.13,8.2,17.9,-9.7,-1.11,-0.38,Matches
2103,Kingsley Michael,ng NGA,MF,Bologna,it Serie A,20,1999,0,,,,,0,,0,0,,11,,,,,,,,,,,,Matches
2104,Míchel,es ESP,MF,Valladolid,es La Liga,32,1988,22,946,43,27.7,10.5,10,69,1,12,22,14,0.64,11,21,-10,-0.95,-0.48,10.0,15.6,-5.6,-0.53,-0.27,Matches
2105,Jonas Michelbrink,de GER,MF,Hertha BSC,de Bundesliga,19,2001,2,39,20,1.3,0.4,0,,0,2,20,1,2.00,0,0,0,0.00,+0.33,0.5,0.6,-0.1,-0.19,-0.03,Matches
2106,Clément Michelin,fr FRA,DF,Lens,fr Ligue 1,23,1997,26,"1,154",44,33.7,12.8,13,78,7,13,11,4,1.54,19,16,+3,+0.23,+0.31,19.3,16.2,+3.1,+0.24,-0.02,Matches
2107,Nikolaos Michelis,gr GRE,DF,Milan,it Serie A,19,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2108,Edouard Michut,fr FRA,MF,Paris S-G,fr Ligue 1,17,2003,1,2,2,0.1,0.0,0,,0,1,2,3,3.00,0,0,0,0.00,-1.53,0.0,0.0,0.0,-1.60,-2.64,Matches
2109,Petar Mićin,rs SRB,MF,Udinese,it Serie A,21,1998,1,15,15,0.4,0.2,0,,0,1,15,26,0.00,0,1,-1,-6.00,-5.60,0.0,0.2,-0.2,-1.18,-1.00,Matches
2110,Claudiu Micovschi,ro ROU,MF,Genoa,it Serie A,21,1999,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2111,Massimiliano Mignogna,it ITA,DF,Crotone,it Serie A,17,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2112,Florian Miguel,fr FRA,DF,Nîmes,fr Ligue 1,23,1996,21,"1,538",73,45.0,17.1,18,84,14,3,8,10,0.86,13,28,-15,-0.88,-0.11,16.5,26.8,-10.4,-0.61,-0.11,Matches
2113,Valentin Mihaila,ro ROU,"FW,MF",Parma,it Serie A,20,2000,16,698,44,20.4,7.8,4,82,1,12,31,2,0.44,14,21,-7,-0.90,+0.32,12.4,13.9,-1.5,-0.19,+0.37,Matches
2114,Jon Mikel Magunagoitia,es ESP,GK,Eibar,es La Liga,19,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2115,William Mikelbrencis,fr FRA,DF,Metz,fr Ligue 1,16,2004,0,,,,,0,,,0,,1,,,,,,,,,,,,Matches
2116,Tommaso Milanese,it ITA,MF,Roma,it Serie A,18,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2117,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,22,1997,34,"3,034",89,88.7,33.7,34,89,32,0,,1,1.06,44,52,-8,-0.24,+0.70,40.7,52.7,-12.0,-0.36,+0.71,Matches
2118,Arkadiusz Milik,pl POL,FW,Marseille,fr Ligue 1,26,1994,15,"1,220",81,35.7,13.6,14,85,8,1,32,0,1.53,20,20,0,0.00,-0.29,18.5,16.0,+2.5,+0.18,+0.30,Matches
2119,Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,25,1995,32,"2,746",86,80.3,30.5,32,86,22,0,,1,1.81,53,47,+6,+0.20,+0.20,47.2,38.9,+8.3,+0.27,-0.07,Matches
2120,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,23,1997,5,450,90,13.2,5.0,5,90,5,0,,26,1.33,9,9,0,0.00,+0.58,9.0,7.8,+1.2,+0.24,+0.63,Matches
2121,Éder Militão,br BRA,DF,Real Madrid,es La Liga,22,1998,14,"1,133",81,33.1,12.6,13,84,12,1,45,13,2.14,26,7,+19,+1.51,+0.72,18.7,12.0,+6.7,+0.53,-0.14,Matches
2122,Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,29,1991,31,"2,359",76,69.0,26.2,27,85,18,4,13,1,1.23,25,47,-22,-0.84,-0.58,22.5,42.6,-20.1,-0.77,-0.43,Matches
2123,Luis Milla,es ESP,MF,Granada,es La Liga,25,1994,16,"1,253",78,36.6,13.9,14,84,6,2,36,1,1.38,16,22,-6,-0.43,+0.07,14.2,19.6,-5.3,-0.38,+0.02,Matches
2124,Pere Milla,es ESP,"FW,MF",Elche,es La Liga,27,1992,32,"1,981",62,57.9,22.0,22,78,9,10,27,5,0.91,20,29,-9,-0.41,+0.34,18.0,34.8,-16.8,-0.76,+0.12,Matches
2125,Álex Millán,es ESP,FW,Villarreal,es La Liga,20,1999,1,2,2,0.1,0.0,0,,0,1,2,1,3.00,0,0,0,0.00,-0.42,0.0,0.0,0.0,-1.13,-1.50,Matches
2126,Vincenzo Millico,it ITA,"FW,MF",Torino,it Serie A,19,2000,3,21,7,0.6,0.2,0,,0,3,7,0,0.00,0,0,0,0.00,+0.50,0.3,0.2,0.0,+0.20,+0.52,Matches
2127,Enzo Millot,fr FRA,MF,Monaco,fr Ligue 1,18,2002,2,41,21,1.2,0.5,0,,0,2,21,14,0.00,1,0,+1,+2.20,+1.32,1.5,0.1,+1.4,+3.13,+2.26,Matches
2128,James Milner,eng ENG,"MF,DF",Liverpool,eng Premier League,34,1986,26,"1,070",41,31.3,11.9,11,76,6,15,16,4,1.73,15,10,+5,+0.42,-0.38,19.4,14.9,+4.4,+0.37,-0.40,Matches
2129,Santi Mina,es ESP,FW,Celta Vigo,es La Liga,24,1995,34,"2,412",71,70.5,26.8,29,79,15,5,21,1,1.32,44,42,+2,+0.07,+0.43,38.3,38.9,-0.6,-0.02,-0.02,Matches
2130,Yerry Mina,co COL,DF,Everton,eng Premier League,25,1994,24,"1,937",81,56.6,21.5,23,84,20,1,2,6,1.96,33,22,+11,+0.51,+1.24,27.9,25.6,+2.2,+0.10,+0.51,Matches
2131,Takumi Minamino,jp JPN,MF,Southampton,eng Premier League,25,1995,10,711,71,20.8,7.9,9,75,2,1,33,5,1.10,13,14,-1,-0.13,+0.54,9.9,9.1,+0.8,+0.10,+0.52,Matches
2132,Takumi Minamino,jp JPN,"MF,FW",Liverpool,eng Premier League,25,1995,9,293,33,8.6,3.3,2,90,2,7,16,11,1.89,10,4,+6,+1.84,+1.27,5.9,5.0,+0.9,+0.28,-0.40,Matches
2133,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,27,1993,36,"3,194",89,93.4,35.5,36,89,35,0,,0,1.50,50,42,+8,+0.23,-0.17,48.7,47.0,+1.6,+0.05,+0.12,Matches
2134,Óscar Mingueza,es ESP,DF,Barcelona,es La Liga,21,1999,27,"1,901",70,55.6,21.1,23,80,15,4,15,5,2.30,49,20,+29,+1.37,+0.31,38.9,22.5,+16.4,+0.78,-0.19,Matches
2135,Antonio Mionić,hr CRO,MF,Milan,it Serie A,19,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2136,Rafa Mir,es ESP,FW,Huesca,es La Liga,23,1997,38,"2,877",76,84.1,32.0,32,86,24,6,23,0,0.89,31,45,-14,-0.44,+0.39,34.0,41.4,-7.4,-0.23,+0.12,Matches
2137,Jorge Miramón,es ESP,DF,Levante,es La Liga,31,1989,26,"1,732",67,50.6,19.2,19,85,11,7,16,6,1.15,30,34,-4,-0.21,+0.17,25.2,27.2,-2.0,-0.11,+0.48,Matches
2138,Aleksei Miranchuk,ru RUS,"MF,FW",Atalanta,it Serie A,24,1995,25,675,27,19.7,7.5,4,65,0,21,20,8,2.08,16,12,+4,+0.53,-0.75,14.2,8.6,+5.6,+0.74,-0.18,Matches
2139,Juan Miranda,es ESP,DF,Betis,es La Liga,20,2000,22,"1,652",75,48.3,18.4,18,87,16,4,23,11,1.82,24,18,+6,+0.33,+0.63,24.2,18.1,+6.0,+0.33,+0.52,Matches
2140,Antonio Mirante,it ITA,GK,Roma,it Serie A,37,1983,13,"1,153",89,33.7,12.8,13,89,12,0,,18,1.62,21,19,+2,+0.16,-0.16,22.6,17.0,+5.6,+0.47,-0.07,Matches
2141,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,20,1999,19,"1,710",90,50.0,19.0,19,90,19,0,,11,1.26,22,32,-10,-0.53,+0.26,17.7,28.5,-10.8,-0.57,+0.14,Matches
2142,Aleksandar Mitrović,rs SRB,FW,Fulham,eng Premier League,25,1994,27,"1,402",52,41.0,15.6,13,89,12,14,18,3,0.63,12,24,-12,-0.77,-0.15,19.6,20.5,-0.9,-0.06,+0.44,Matches
2143,Stefan Mitrović,rs SRB,DF,Strasbourg,fr Ligue 1,30,1990,32,"2,784",87,81.4,30.9,31,88,30,1,45,3,1.00,35,51,-16,-0.52,-1.51,41.8,42.0,-0.2,-0.01,-0.33,Matches
2144,Maximilian Mittelstädt,de GER,"DF,FW",Hertha BSC,de Bundesliga,23,1997,27,"1,797",67,58.7,20.0,22,78,12,5,18,4,0.85,19,38,-19,-0.95,-1.52,23.2,30.4,-7.1,-0.36,-0.47,Matches
2145,Henrikh Mkhitaryan,am ARM,"MF,FW",Roma,it Serie A,31,1989,34,"2,745",81,80.3,30.5,30,87,25,4,33,0,1.71,57,43,+14,+0.46,+0.99,53.6,33.9,+19.7,+0.67,+0.67,Matches
2146,Jakub Moder,pl POL,"DF,MF",Brighton,eng Premier League,21,1999,12,647,54,18.9,7.2,7,85,3,5,10,7,1.25,8,10,-2,-0.28,-0.15,6.1,6.9,-0.8,-0.11,-0.64,Matches
2147,Anthony Modeste,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,32,1988,7,293,42,8.6,3.3,3,64,0,4,25,1,1.14,4,2,+2,+0.61,+1.02,4.6,3.1,+1.5,+0.46,+0.55,Matches
2148,Anthony Modeste,fr FRA,FW,Köln,de Bundesliga,32,1988,8,221,28,7.2,2.5,1,69,0,7,22,5,0.75,0,6,-6,-2.44,-1.81,2.8,5.5,-2.7,-1.08,-0.75,Matches
2149,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,34,1985,35,"2,733",78,79.9,30.4,32,82,18,3,32,1,2.14,50,23,+27,+0.89,-0.68,46.3,30.7,+15.7,+0.52,-0.56,Matches
2150,Terem Moffi,ng NGA,FW,Lorient,fr Ligue 1,21,1999,32,"2,073",65,60.6,23.0,26,75,3,6,21,0,1.19,33,39,-6,-0.26,+0.54,29.2,30.4,-1.2,-0.05,+0.13,Matches
2151,Kevin Möhwald,de GER,MF,Werder Bremen,de Bundesliga,27,1993,27,"1,555",58,50.8,17.3,17,76,1,10,27,1,0.81,18,25,-7,-0.41,+0.43,14.2,24.3,-10.0,-0.58,+0.03,Matches
2152,Niklas Moisander,fi FIN,DF,Werder Bremen,de Bundesliga,34,1985,18,"1,222",68,39.9,13.6,12,90,12,6,24,16,0.67,12,29,-17,-1.25,-1.06,13.8,23.3,-9.4,-0.70,-0.17,Matches
2153,Dion Moise Sahi,ci CIV,"FW,MF",Strasbourg,fr Ligue 1,18,2001,6,94,16,2.7,1.0,0,,0,6,16,1,0.83,4,1,+3,+2.87,+3.20,3.0,1.0,+2.0,+1.91,+1.91,Matches
2154,Johan Mojica,co COL,DF,Atalanta,it Serie A,27,1992,11,299,27,8.7,3.3,3,70,1,8,11,3,1.82,4,3,+1,+0.30,-0.91,6.4,4.1,+2.3,+0.68,-0.22,Matches
2155,Johan Mojica,co COL,DF,Elche,es La Liga,27,1992,17,"1,204",71,35.2,13.4,14,82,11,3,20,0,0.82,11,22,-11,-0.82,-0.42,9.8,20.5,-10.6,-0.80,+0.03,Matches
2156,Clinton Mola,eng ENG,DF,Stuttgart,de Bundesliga,19,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
2157,Leonardo Moleri,it ITA,GK,Milan,it Serie A,18,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2158,Guillem Molina,es ESP,DF,Valencia,es La Liga,20,2000,2,153,77,4.5,1.7,1,79,0,1,74,13,0.00,1,4,-3,-1.76,-1.76,1.5,3.8,-2.3,-1.35,-1.15,Matches
2159,Jorge Molina,es ESP,FW,Granada,es La Liga,38,1982,33,"1,615",49,47.2,17.9,17,74,6,16,22,5,1.09,25,36,-11,-0.61,-0.26,22.2,27.4,-5.1,-0.29,+0.21,Matches
2160,Nahuel Molina,ar ARG,DF,Udinese,it Serie A,22,1998,29,"1,828",63,53.5,20.3,18,89,15,11,20,4,1.00,27,34,-7,-0.34,+0.16,22.9,34.0,-11.2,-0.55,-0.79,Matches
2161,Salvatore Molina,it ITA,"MF,DF",Crotone,it Serie A,28,1992,29,"2,315",80,67.7,25.7,28,82,18,1,27,0,0.66,35,63,-28,-1.09,+0.46,30.5,46.7,-16.2,-0.63,+0.53,Matches
2162,Marco Molla,al ALB,GK,Bologna,it Serie A,18,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2163,Victor Mollejo,es ESP,"MF,DF",Getafe,es La Liga,19,2001,4,72,18,2.1,0.8,0,,0,4,18,4,0.75,0,1,-1,-1.25,-0.87,0.6,2.1,-1.5,-1.94,-1.82,Matches
2164,Victor Mollejo,es ESP,"FW,MF",Atlético Madrid,es La Liga,19,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2165,Florent Mollet,fr FRA,MF,Montpellier,fr Ligue 1,28,1991,34,"2,355",69,68.9,26.2,30,76,11,4,22,0,1.32,41,44,-3,-0.11,-0.20,36.2,44.4,-8.1,-0.31,+0.21,Matches
2166,Jayson Molumby,ie IRL,MF,Brighton,eng Premier League,20,1999,1,1,1,0.0,0.0,0,,0,1,1,5,3.00,0,0,0,0.00,+0.16,0.0,0.0,0.0,0.00,-0.41,Matches
2167,Alkhaly Momo Cissé,gn GUI,"FW,DF",Stuttgart,de Bundesliga,17,2002,5,38,8,1.2,0.4,0,,0,5,8,5,0.40,2,0,+2,+4.74,+4.77,0.7,0.4,+0.2,+0.60,+0.63,Matches
2168,Jon Moncayola,es ESP,MF,Osasuna,es La Liga,22,1998,36,"2,660",74,77.8,29.6,28,87,18,8,30,0,1.11,28,39,-11,-0.37,-0.37,30.0,38.8,-8.9,-0.30,-0.28,Matches
2169,Gabriele Moncini,it ITA,"FW,MF",Benevento,it Serie A,24,1996,10,357,36,10.4,4.0,4,57,0,6,22,7,1.10,4,9,-5,-1.26,-0.38,4.3,5.9,-1.5,-0.39,+0.26,Matches
2170,Thomas Monconduit,fr FRA,MF,Lorient,fr Ligue 1,29,1991,27,"1,153",43,33.7,12.8,12,74,3,15,18,3,1.30,19,30,-11,-0.86,-0.58,16.0,21.8,-5.8,-0.45,-0.52,Matches
2171,Kévin Monnet-Paquet,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,31,1988,16,564,35,16.5,6.3,7,59,0,9,17,9,1.69,7,11,-4,-0.64,-0.39,5.9,8.9,-3.0,-0.49,-0.54,Matches
2172,Nacho Monreal,es ESP,DF,Real Sociedad,es La Liga,34,1986,26,"2,082",80,60.9,23.1,23,87,20,3,27,6,1.73,38,20,+18,+0.78,+0.58,36.6,21.1,+15.5,+0.67,+0.26,Matches
2173,Cristóbal Montiel,es ESP,"MF,FW",Fiorentina,it Serie A,20,2000,2,4,2,0.1,0.0,0,,0,2,2,25,1.50,0,0,0,0.00,+0.32,0.0,0.0,0.0,0.00,+0.44,Matches
2174,Lorenzo Montipò,it ITA,GK,Benevento,it Serie A,24,1996,37,"3,330",90,97.4,37.0,37,90,37,0,,0,0.86,39,74,-35,-0.95,-0.95,40.2,63.1,-22.9,-0.62,+0.15,Matches
2175,Ángel Montoro,es ESP,MF,Granada,es La Liga,32,1988,22,"1,362",62,39.8,15.1,17,70,4,5,33,3,1.27,21,21,0,0.00,+0.79,16.6,18.0,-1.4,-0.09,+0.50,Matches
2176,Martín Montoya,es ESP,DF,Betis,es La Liga,29,1991,5,239,48,7.0,2.7,2,82,1,3,25,22,1.20,1,4,-3,-1.13,-1.21,1.9,5.4,-3.5,-1.32,-1.48,Matches
2177,Emre Mor,tr TUR,"FW,MF",Celta Vigo,es La Liga,23,1997,11,500,45,14.6,5.6,6,65,0,5,22,6,0.91,6,8,-2,-0.36,-0.36,6.5,4.7,+1.8,+0.33,+0.40,Matches
2178,Luca Mora,it ITA,MF,Spezia,it Serie A,32,1988,4,113,28,3.3,1.3,1,71,0,3,14,7,0.75,0,4,-4,-3.19,-2.75,1.1,2.5,-1.4,-1.12,-0.65,Matches
2179,Wesley Moraes,br BRA,FW,Aston Villa,eng Premier League,23,1996,3,18,6,0.5,0.2,0,,0,3,6,4,0.33,1,1,0,0.00,-0.24,1.3,0.3,+0.9,+4.84,+4.82,Matches
2180,Álvaro Morata,es ESP,FW,Juventus,it Serie A,27,1992,32,"2,014",63,58.9,22.4,23,79,10,9,22,1,1.94,44,23,+21,+0.94,-0.21,45.6,23.5,+22.1,+0.99,+0.16,Matches
2181,Jan Morávek,cz CZE,MF,Augsburg,de Bundesliga,30,1989,5,267,53,8.7,3.0,3,67,0,2,34,1,0.80,4,4,0,0.00,+0.58,4.7,3.7,+1.0,+0.33,+1.01,Matches
2182,Jon Morcillo,es ESP,"MF,FW",Athletic Club,es La Liga,21,1998,30,"1,363",45,39.9,15.1,16,70,3,14,17,8,1.23,14,12,+2,+0.13,+0.04,14.6,15.6,-1.0,-0.06,-0.34,Matches
2183,Jérémy Morel,mg MAD,DF,Lorient,fr Ligue 1,36,1984,28,"2,493",89,72.9,27.7,28,89,27,0,,2,1.18,41,52,-11,-0.40,+0.28,35.9,37.9,-2.1,-0.08,+0.11,Matches
2184,Alberto Moreno,es ESP,DF,Villarreal,es La Liga,28,1992,5,193,39,5.6,2.1,2,70,0,3,18,6,1.80,6,3,+3,+1.40,+1.04,3.4,4.0,-0.6,-0.28,-0.69,Matches
2185,Álex Moreno,es ESP,DF,Betis,es La Liga,27,1993,23,"1,786",78,52.2,19.8,20,86,17,3,22,13,1.39,27,32,-5,-0.25,-0.53,25.4,28.8,-3.4,-0.17,-0.48,Matches
2186,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,28,1992,33,"2,673",81,78.2,29.7,30,85,19,3,37,0,1.55,53,34,+19,+0.64,+1.00,45.9,34.2,+11.7,+0.39,+0.12,Matches
2187,Tete Morente,es ESP,"MF,FW",Elche,es La Liga,23,1996,30,"2,019",67,59.0,22.4,23,78,10,7,31,4,0.93,17,29,-12,-0.53,+0.04,14.7,35.2,-20.6,-0.92,-0.25,Matches
2188,Lorenzo Moretti,it ITA,DF,Inter,it Serie A,18,2002,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
2189,Mateu Morey,es ESP,DF,Dortmund,de Bundesliga,20,2000,13,829,64,27.1,9.2,10,79,2,3,14,14,1.92,22,17,+5,+0.54,-0.43,15.5,10.8,+4.6,+0.50,-0.30,Matches
2190,Wes Morgan,jm JAM,DF,Leicester City,eng Premier League,36,1984,3,18,6,0.5,0.2,0,,0,3,6,10,3.00,1,0,+1,+5.00,+4.55,0.9,0.7,+0.2,+1.15,+0.90,Matches
2191,Ilaix Moriba,gn GUI,MF,Barcelona,es La Liga,17,2003,14,542,39,15.8,6.0,4,68,0,10,27,3,2.21,12,6,+6,+1.00,-0.29,9.1,5.6,+3.5,+0.58,-0.34,Matches
2192,Raúl Moro,es ESP,FW,Lazio,it Serie A,17,2002,1,11,11,0.3,0.1,0,,0,1,11,5,0.00,0,0,0,0.00,-0.16,0.0,0.8,-0.8,-6.40,-6.71,Matches
2193,Loren Morón,es ESP,FW,Betis,es La Liga,26,1993,26,991,38,29.0,11.0,9,71,0,17,21,11,1.42,6,14,-8,-0.73,-1.02,9.0,14.3,-5.3,-0.48,-0.77,Matches
2194,Lennart Moser,de GER,GK,Union Berlin,de Bundesliga,20,1999,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
2195,Pedro Mosquera,es ESP,MF,Huesca,es La Liga,32,1988,27,"2,050",76,59.9,22.8,24,84,17,3,11,3,0.89,20,33,-13,-0.57,-0.18,19.6,30.5,-11.0,-0.48,-0.58,Matches
2196,Kevin Mouanga,fr FRA,DF,Angers,fr Ligue 1,20,2000,0,,,,,0,,,0,,3,,,,,,,,,,,,Matches
2197,Aimen Moueffek,fr FRA,"DF,MF",Saint-Étienne,fr Ligue 1,19,2001,19,743,39,21.7,8.3,6,78,4,13,21,11,1.11,6,17,-11,-1.33,-1.30,8.2,14.7,-6.5,-0.79,-0.97,Matches
2198,Mohamed Moukhliss ,es ESP,MF,Valladolid,es La Liga,20,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
2199,Youssoufa Moukoko,de GER,"FW,MF",Dortmund,de Bundesliga,15,2004,14,422,30,13.8,4.7,2,85,1,12,21,4,1.14,10,5,+5,+1.07,+0.25,10.7,4.2,+6.5,+1.39,+0.77,Matches
2200,Harold Moukoudi,cm CMR,DF,Saint-Étienne,fr Ligue 1,22,1997,26,"2,276",88,66.5,25.3,26,88,25,0,,3,1.23,32,38,-6,-0.24,+0.23,35.5,33.9,+1.6,+0.06,+0.30,Matches
2201,Jessy Moulin,fr FRA,GK,Saint-Étienne,fr Ligue 1,34,1986,29,"2,610",90,76.3,29.0,29,90,29,0,,0,1.14,30,42,-12,-0.41,-0.41,35.5,35.1,+0.4,+0.01,+0.20,Matches
2202,Steve Mounié,bj BEN,FW,Brest,fr Ligue 1,25,1994,35,"2,680",77,78.4,29.8,31,84,16,4,20,0,1.09,42,48,-6,-0.20,+1.01,38.0,43.3,-5.2,-0.18,+0.17,Matches
2203,Mason Mount,eng ENG,MF,Chelsea,eng Premier League,21,1999,36,"2,890",80,84.5,32.1,32,87,26,4,25,1,1.69,48,32,+16,+0.50,-0.52,55.3,25.7,+29.7,+0.92,+0.51,Matches
2204,Lucas Moura,br BRA,"FW,MF",Tottenham,eng Premier League,27,1992,30,"1,411",47,41.3,15.7,14,77,7,16,21,7,1.67,29,18,+11,+0.70,+0.16,23.5,18.4,+5.2,+0.33,+0.38,Matches
2205,Lys Mousset,fr FRA,"FW,MF",Sheffield Utd,eng Premier League,24,1996,11,296,27,8.7,3.3,2,61,0,9,19,8,0.00,1,10,-9,-2.74,-1.76,3.7,7.4,-3.7,-1.12,-0.37,Matches
2206,João Moutinho,pt POR,MF,Wolves,eng Premier League,33,1986,33,"2,528",77,73.9,28.1,28,87,18,5,21,1,1.24,25,40,-15,-0.53,-0.43,26.8,39.7,-12.9,-0.46,-0.44,Matches
2207,Samuel Moutoussamy,cd COD,FW,Nantes,fr Ligue 1,23,1996,1,82,82,2.4,0.9,1,82,0,0,,4,1.00,0,0,0,0.00,+0.22,0.2,0.5,-0.3,-0.34,-0.22,Matches
2208,Loris Mouyokolo,fr FRA,DF,Lorient,fr Ligue 1,19,2001,1,19,19,0.6,0.2,0,,0,1,19,9,0.00,0,0,0,0.00,+0.48,0.6,0.4,+0.2,+0.92,+1.03,Matches
2209,Toni Moya,es ESP,MF,Atlético Madrid,es La Liga,22,1998,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
2210,Javi Moyano,es ESP,DF,Valladolid,es La Liga,34,1986,2,103,52,3.0,1.1,2,52,1,0,,0,0.50,1,2,-1,-0.87,-0.28,0.8,1.1,-0.3,-0.26,+0.08,Matches
2211,Nordi Mukiele,fr FRA,DF,RB Leipzig,de Bundesliga,22,1997,28,"1,677",60,54.8,18.6,21,75,9,7,16,2,2.04,37,14,+23,+1.23,+0.91,33.5,12.3,+21.2,+1.14,+0.24,Matches
