,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assits,xAG,xA,A-xAG,Key_Passes,Passes_1/3,Passes_Penalty_Area,Crosses_Penalty_Area,Progressive_Passes,Matches
2107,Matteo Politano,it ITA,"FW,MF",Napoli,it Serie A,26,1993,21.2,659,871,75.7,10066,2388,378,423,89.4,198,260,76.2,57,111,51.4,4,3.9,3.0,+0.1,34,28,27,7,78,Matches
2108,Jorge Pombo,es ESP,"FW,MF",Cádiz,es La Liga,26,1994,5.8,135,182,74.2,2325,626,68,79,86.1,49,60,81.7,12,32,37.5,0,0.6,0.5,-0.6,7,13,7,2,27,Matches
2109,Marin Pongračić,hr CRO,DF,Wolfsburg,de Bundesliga,22,1997,6.4,273,321,85.0,6078,2154,53,58,91.4,174,196,88.8,44,61,72.1,0,0.0,0.2,0.0,0,16,0,0,20,Matches
2110,Pere Pons,es ESP,MF,Alavés,es La Liga,27,1993,13.2,270,349,77.4,3710,1000,164,190,86.3,74,92,80.4,13,29,44.8,0,1.1,0.6,-1.1,8,23,6,2,36,Matches
2111,Nick Pope,eng ENG,GK,Burnley,eng Premier League,28,1992,32.0,505,989,51.1,20828,18354,35,35,100.0,143,150,95.3,327,789,41.4,0,0.1,0.1,-0.1,2,37,1,0,1,Matches
2112,Manolo Portanova,it ITA,"MF,FW",Genoa,it Serie A,20,2000,0.7,18,24,75.0,287,123,10,10,100.0,5,7,71.4,2,2,100.0,0,0.0,0.0,0.0,0,3,1,0,3,Matches
2113,Manolo Portanova,it ITA,MF,Juventus,it Serie A,20,2000,0.8,18,20,90.0,252,36,11,12,91.7,5,5,100.0,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2114,Francisco Portillo,es ESP,"MF,FW",Getafe,es La Liga,30,1990,4.6,196,272,72.1,2869,965,107,125,85.6,70,87,80.5,10,24,41.7,1,0.5,0.8,+0.5,5,27,8,2,35,Matches
2115,Portu,es ESP,"FW,MF",Real Sociedad,es La Liga,28,1992,24.3,384,580,66.2,5001,1224,228,289,78.9,111,159,69.8,10,41,24.4,3,3.7,3.9,-0.7,26,11,19,4,38,Matches
2116,Stefan Posch,at AUT,DF,Hoffenheim,de Bundesliga,23,1997,23.5,1153,1464,78.8,21862,7944,434,494,87.9,573,660,86.8,128,235,54.5,0,0.7,1.0,-0.7,14,114,16,9,133,Matches
2117,Sergio Postigo,es ESP,DF,Levante,es La Liga,31,1988,18.0,720,874,82.4,14640,6190,252,270,93.3,354,386,91.7,109,201,54.2,0,0.2,0.3,-0.2,3,57,4,2,58,Matches
2118,Yussuf Poulsen,dk DEN,FW,RB Leipzig,de Bundesliga,26,1994,15.0,316,446,70.9,3669,787,195,246,79.3,65,102,63.7,11,18,61.1,4,1.8,1.4,+2.2,14,20,10,0,37,Matches
2119,Maxime Poundjé,fr FRA,DF,Bordeaux,fr Ligue 1,27,1992,5.5,189,261,72.4,2782,937,107,128,83.6,74,95,77.9,5,16,31.3,0,0.1,0.1,-0.1,1,8,2,1,16,Matches
2120,Darío Poveda,es ESP,FW,Getafe,es La Liga,23,1997,0.1,2,5,40.0,23,2,0,0,,1,3,33.3,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
2121,Alejandro Pozo Pozo,es ESP,"DF,MF",Eibar,es La Liga,21,1999,24.3,829,1161,71.4,14342,5725,406,473,85.8,294,396,74.2,106,225,47.1,0,1.1,1.5,-1.1,12,90,19,12,75,Matches
2122,Dennis Praet,be BEL,MF,Leicester City,eng Premier League,26,1994,8.0,248,315,78.7,3458,779,142,159,89.3,77,104,74.0,10,22,45.5,1,1.1,0.7,-0.1,7,11,7,2,25,Matches
2123,Sanjin Prcić,ba BIH,MF,Strasbourg,fr Ligue 1,26,1993,3.9,200,244,82.0,4073,1260,74,82,90.2,84,94,89.4,36,54,66.7,1,0.5,0.6,+0.5,7,22,6,4,34,Matches
2124,Nicolas de Préville,fr FRA,"FW,MF",Bordeaux,fr Ligue 1,29,1991,17.9,451,654,69.0,7481,2185,244,306,79.7,132,187,70.6,55,97,56.7,2,3.4,3.2,-1.4,32,44,16,4,74,Matches
2125,Manuel Prietl,at AUT,MF,Arminia,de Bundesliga,28,1991,28.0,777,978,79.4,14061,3957,304,370,82.2,382,444,86.0,69,110,62.7,1,1.8,2.0,-0.8,10,62,8,1,67,Matches
2126,Grischa Prömel,de GER,MF,Union Berlin,de Bundesliga,25,1995,20.2,557,718,77.6,9344,2188,238,301,79.1,255,303,84.2,38,57,66.7,1,1.0,0.7,0.0,9,56,5,2,66,Matches
2127,Davy Pröpper,nl NED,MF,Brighton,eng Premier League,28,1991,2.4,70,96,72.9,1134,372,37,51,72.5,25,32,78.1,5,6,83.3,0,0.0,0.2,0.0,0,5,5,0,14,Matches
2128,Ivan Provedel,it ITA,GK,Spezia,it Serie A,26,1994,29.0,1042,1404,74.2,29950,19305,138,140,98.6,469,482,97.3,430,774,55.6,0,0.0,0.0,0.0,0,17,0,0,0,Matches
2129,Antonio Puertas,es ESP,"FW,MF",Granada,es La Liga,28,1992,24.1,418,652,64.1,5773,1456,254,323,78.6,105,168,62.5,25,69,36.2,5,2.3,1.3,+2.7,17,28,13,4,47,Matches
2130,Riqui Puig,es ESP,"MF,FW",Barcelona,es La Liga,20,1999,3.2,318,349,91.1,4530,953,182,197,92.4,90,100,90.0,25,28,89.3,0,0.2,0.4,-0.2,5,27,3,0,34,Matches
2131,Erick Pulgar,cl CHI,MF,Fiorentina,it Serie A,26,1994,22.2,933,1152,81.0,16703,5147,400,442,90.5,392,438,89.5,111,199,55.8,3,1.8,1.8,+1.2,21,95,10,5,94,Matches
2132,Jorge Pulido,es ESP,DF,Huesca,es La Liga,29,1991,32.1,1358,1637,83.0,26618,8801,453,504,89.9,741,816,90.8,151,273,55.3,0,0.3,0.5,-0.3,5,96,8,2,99,Matches
2133,Christian Pulisic,us USA,"FW,MF",Chelsea,eng Premier League,21,1998,19.3,561,705,79.6,7253,1587,347,405,85.7,159,197,80.7,13,26,50.0,2,2.8,2.2,-0.8,25,34,37,3,82,Matches
2134,Ignacio Pussetto,ar ARG,FW,Udinese,it Serie A,24,1995,8.4,118,185,63.8,1657,445,68,90,75.6,35,65,53.8,7,12,58.3,1,0.9,0.5,+0.1,8,9,6,1,18,Matches
2135,Fabio Quagliarella,it ITA,FW,Sampdoria,it Serie A,37,1983,24.5,362,526,68.8,5487,1166,194,253,76.7,110,152,72.4,27,49,55.1,1,1.4,1.1,-0.4,19,35,10,2,46,Matches
2136,Robin Quaison,se SWE,"FW,MF",Mainz 05,de Bundesliga,26,1993,16.4,211,324,65.1,3105,851,121,161,75.2,62,96,64.6,14,28,50.0,2,2.6,1.8,-0.6,10,24,6,0,40,Matches
2137,Domingos Quina,pt POR,MF,Granada,es La Liga,20,1999,3.8,68,91,74.7,1052,210,38,46,82.6,19,27,70.4,6,6,100.0,0,0.2,0.3,-0.2,5,6,4,0,10,Matches
2138,Quini,es ESP,DF,Granada,es La Liga,30,1989,13.2,341,513,66.5,5122,1915,192,229,83.8,110,163,67.5,23,73,31.5,0,0.2,0.3,-0.2,4,27,6,5,30,Matches
2139,Quique,es ESP,"FW,MF",Eibar,es La Liga,30,1990,1.9,35,49,71.4,501,71,23,29,79.3,11,15,73.3,1,3,33.3,0,0.1,0.0,-0.1,1,3,0,0,2,Matches
2140,Dani Raba,es ESP,"MF,FW",Villarreal,es La Liga,24,1995,1.7,63,84,75.0,997,252,33,38,86.8,18,23,78.3,6,16,37.5,0,0.0,0.3,0.0,2,3,4,1,10,Matches
2141,Simone Rabbi,it ITA,"FW,DF",Bologna,it Serie A,18,2001,0.4,5,9,55.6,72,22,3,3,100.0,2,4,50.0,0,0,,1,0.0,0.0,+1.0,2,0,0,0,0,Matches
2142,Adrien Rabiot,fr FRA,MF,Juventus,it Serie A,25,1995,25.7,1297,1450,89.4,20213,5167,687,752,91.4,492,528,93.2,80,91,87.9,2,1.1,1.2,+0.9,10,114,23,4,122,Matches
2143,Uroš Račić,rs SRB,MF,Valencia,es La Liga,22,1998,24.3,835,1055,79.1,15999,3791,337,420,80.2,337,388,86.9,134,179,74.9,1,0.3,0.5,+0.7,10,91,6,1,104,Matches
2144,Anthony Racioppi,ch SUI,GK,Dijon,fr Ligue 1,21,1998,21.0,431,650,66.3,12101,9728,84,85,98.8,211,213,99.1,134,349,38.4,0,0.2,0.0,-0.2,1,10,0,0,0,Matches
2145,Nemanja Radoja,rs SRB,MF,Levante,es La Liga,27,1993,12.5,588,683,86.1,10203,2456,269,304,88.5,243,273,89.0,58,76,76.3,2,0.2,0.8,+1.8,3,42,9,1,63,Matches
2146,Nemanja Radonjić,rs SRB,FW,Marseille,fr Ligue 1,24,1996,4.4,81,135,60.0,999,312,56,80,70.0,20,28,71.4,1,7,14.3,1,0.3,0.3,+0.7,6,4,4,1,10,Matches
2147,Nemanja Radonjić,rs SRB,"FW,MF",Hertha BSC,de Bundesliga,24,1996,6.8,157,252,62.3,2188,872,98,130,75.4,40,64,62.5,8,16,50.0,2,1.0,0.9,+1.0,8,17,13,4,31,Matches
2148,Aleksandar Radovanović,rs SRB,DF,Lens,fr Ligue 1,26,1993,1.0,31,45,68.9,632,191,9,14,64.3,17,22,77.3,5,8,62.5,0,0.0,0.0,0.0,0,2,0,0,1,Matches
2149,Ivan Radovanović,rs SRB,"DF,MF",Genoa,it Serie A,31,1988,24.8,968,1140,84.9,20153,6983,288,320,90.0,529,577,91.7,141,215,65.6,0,0.3,0.2,-0.3,3,45,0,0,55,Matches
2150,Ionuț Radu,ro ROU,GK,Inter,it Serie A,23,1997,1.5,54,56,96.4,982,484,21,21,100.0,29,29,100.0,3,5,60.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2151,Ștefan Radu,ro ROU,DF,Lazio,it Serie A,33,1986,27.3,1355,1635,82.9,23882,9253,612,677,90.4,594,680,87.4,122,212,57.5,3,1.5,1.9,+1.5,19,147,32,17,165,Matches
2152,Rafael,br BRA,GK,Spezia,it Serie A,38,1982,2.3,78,107,72.9,1970,1422,24,24,100.0,30,31,96.8,24,52,46.2,1,0.4,0.0,+0.6,1,0,0,0,0,Matches
2153,Rafinha,br BRA,"MF,FW",Paris S-G,fr Ligue 1,27,1993,15.1,1058,1182,89.5,15569,3450,605,640,94.5,346,388,89.2,63,82,76.8,4,2.6,1.7,+1.4,23,109,14,1,119,Matches
2154,Antonio Raimondo,it ITA,FW,Bologna,it Serie A,16,2004,0.0,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2155,Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,24,1995,36.5,966,1451,66.6,27846,18754,137,137,100.0,491,497,98.8,335,809,41.4,0,0.0,0.1,0.0,1,28,3,0,0,Matches
2156,Ivan Rakitić,hr CRO,MF,Sevilla,es La Liga,32,1988,24.8,1480,1717,86.2,25592,6345,722,778,92.8,543,600,90.5,167,247,67.6,2,1.5,1.7,+0.5,25,149,10,1,167,Matches
2157,Jonás Ramalho,es ESP,DF,Osasuna,es La Liga,27,1993,3.4,99,132,75.0,1776,772,48,54,88.9,38,48,79.2,11,26,42.3,0,0.0,0.1,0.0,1,8,3,2,9,Matches
2158,Benito Raman,be BEL,"FW,MF",Schalke 04,de Bundesliga,25,1994,13.8,220,328,67.1,3751,1280,104,144,72.2,83,105,79.0,23,30,76.7,0,1.2,1.1,-1.2,14,14,13,5,30,Matches
2159,Gastón Ramírez,uy URU,"FW,MF",Sampdoria,it Serie A,29,1990,10.8,350,490,71.4,5545,1776,189,230,82.2,95,126,75.4,41,84,48.8,4,2.2,1.9,+1.8,22,41,12,1,58,Matches
2160,Sandro Ramírez,es ESP,FW,Huesca,es La Liga,25,1995,14.3,246,326,75.5,3934,735,132,159,83.0,78,98,79.6,23,31,74.2,1,0.5,0.8,+0.5,10,14,5,2,24,Matches
2161,Sergio Ramos,es ESP,DF,Real Madrid,es La Liga,34,1986,14.2,1019,1112,91.6,21101,7915,334,356,93.8,493,514,95.9,174,201,86.6,0,0.4,0.3,-0.4,4,96,2,1,98,Matches
2162,Aaron Ramsdale,eng ENG,GK,Sheffield Utd,eng Premier League,22,1998,38.0,569,1153,49.3,22218,19232,71,73,97.3,176,179,98.3,318,889,35.8,0,0.1,0.1,-0.1,2,44,1,0,0,Matches
2163,Aaron Ramsey,wls WAL,MF,Juventus,it Serie A,29,1990,12.1,622,728,85.4,9585,2443,328,365,89.9,217,241,90.0,48,65,73.8,4,3.3,2.0,+0.7,31,57,21,5,72,Matches
2164,Jacob Ramsey,eng ENG,MF,Aston Villa,eng Premier League,19,2001,7.0,192,229,83.8,3083,765,102,114,89.5,70,78,89.7,14,19,73.7,0,0.3,0.2,-0.3,6,15,1,1,23,Matches
2165,Kayne Ramsey,eng ENG,DF,Southampton,eng Premier League,19,2000,1.0,17,23,73.9,242,81,9,10,90.0,7,10,70.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2166,Darren Randolph,ie IRL,GK,West Ham,eng Premier League,33,1987,3.0,36,66,54.5,1188,987,6,6,100.0,14,14,100.0,16,46,34.8,0,0.0,0.0,0.0,0,1,0,0,0,Matches
2167,Andrea Ranocchia,it ITA,DF,Inter,it Serie A,32,1988,7.8,468,496,94.4,9382,3387,124,130,95.4,290,296,98.0,49,61,80.3,1,0.5,0.1,+0.5,3,11,0,0,17,Matches
2168,Raphinha,br BRA,"MF,FW",Leeds United,eng Premier League,23,1996,26.2,687,1064,64.6,11676,4332,347,413,84.0,218,336,64.9,88,204,43.1,9,7.9,6.8,+1.1,64,79,40,7,97,Matches
2169,Raphinha,br BRA,"FW,MF",Rennes,fr Ligue 1,23,1996,4.5,89,139,64.0,1576,500,39,49,79.6,39,51,76.5,9,27,33.3,2,0.9,0.8,+1.1,9,12,5,1,12,Matches
2170,Marcus Rashford,eng ENG,FW,Manchester Utd,eng Premier League,22,1997,32.4,1001,1248,80.2,14132,2775,579,663,87.3,303,367,82.6,54,84,64.3,9,3.8,3.1,+5.2,43,44,54,5,117,Matches
2171,Milot Rashica,xk KVX,"FW,MF",Werder Bremen,de Bundesliga,24,1996,16.2,285,423,67.4,4812,975,145,194,74.7,99,136,72.8,31,54,57.4,2,1.6,2.0,+0.4,19,11,20,10,31,Matches
2172,Giacomo Raspadori,it ITA,"FW,MF",Sassuolo,it Serie A,20,2000,13.7,269,354,76.0,4081,897,151,173,87.3,76,93,81.7,24,50,48.0,0,2.1,1.7,-2.1,27,13,11,0,33,Matches
2173,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,20,1999,4.0,116,137,84.7,2396,1828,36,36,100.0,55,56,98.2,20,40,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2174,Tim Ream,us USA,DF,Fulham,eng Premier League,32,1987,7.0,424,468,90.6,8479,3047,125,130,96.2,249,265,94.0,48,66,72.7,0,0.0,0.0,0.0,0,29,0,0,31,Matches
2175,Ante Rebić,hr CRO,FW,Milan,it Serie A,26,1993,19.7,290,472,61.4,3964,1216,177,234,75.6,64,113,56.6,22,41,53.7,4,5.4,4.4,-1.4,36,24,31,10,52,Matches
2176,Arkadiusz Reca,pl POL,DF,Crotone,it Serie A,25,1995,25.7,718,1029,69.8,11934,4025,356,431,82.6,289,405,71.4,50,105,47.6,3,3.1,2.2,-0.1,26,35,25,11,66,Matches
2177,Recio,es ESP,MF,Eibar,es La Liga,29,1991,8.2,354,439,80.6,5844,1566,177,197,89.8,124,140,88.6,39,70,55.7,0,0.9,1.2,-0.9,14,31,7,2,40,Matches
2178,Daishawn Redan,nl NED,"FW,MF",Hertha BSC,de Bundesliga,19,2001,1.1,20,29,69.0,278,52,10,12,83.3,9,14,64.3,0,0,,0,0.0,0.1,0.0,1,2,0,0,4,Matches
2179,Nathan Redmond,eng ENG,"MF,FW",Southampton,eng Premier League,26,1994,19.3,570,765,74.5,8403,2031,311,377,82.5,198,250,79.2,33,57,57.9,3,3.2,2.1,-0.2,29,32,30,4,75,Matches
2180,Harrison Reed,eng ENG,MF,Fulham,eng Premier League,25,1995,25.0,1288,1516,85.0,21403,5739,610,672,90.8,551,609,90.5,89,157,56.7,2,1.7,1.8,+0.3,21,102,16,3,127,Matches
2181,Vasco Regini,it ITA,DF,Sampdoria,it Serie A,29,1990,1.0,35,40,87.5,572,265,21,23,91.3,10,12,83.3,4,5,80.0,0,0.0,0.0,0.0,1,3,1,1,3,Matches
2182,Sergio Reguilón,es ESP,DF,Tottenham,eng Premier League,23,1996,24.9,1092,1445,75.6,16333,5647,591,687,86.0,402,515,78.1,52,134,38.8,3,2.0,1.9,+1.0,17,53,25,13,73,Matches
2183,Bobby Reid,jm JAM,"MF,FW",Fulham,eng Premier League,27,1993,26.4,615,830,74.1,9138,2549,325,388,83.8,216,279,77.4,38,86,44.2,2,1.1,1.8,+0.9,14,37,21,4,67,Matches
2184,Pepe Reina,es ESP,GK,Lazio,it Serie A,37,1982,29.0,924,1131,81.7,23926,18127,176,176,100.0,445,456,97.6,296,489,60.5,0,0.0,0.1,0.0,1,11,1,0,2,Matches
2185,Jeff Reine-Adélaïde,fr FRA,"MF,FW",Nice,fr Ligue 1,22,1998,11.8,496,592,83.8,8381,1879,247,272,90.8,196,222,88.3,41,69,59.4,2,2.3,1.8,-0.3,17,61,12,1,71,Matches
2186,Jeff Reine-Adélaïde,fr FRA,FW,Lyon,fr Ligue 1,22,1998,0.3,16,20,80.0,194,66,12,14,85.7,4,4,100.0,0,1,0.0,0,0.1,0.1,-0.1,1,2,2,0,4,Matches
2187,Reinier,br BRA,"MF,FW",Dortmund,de Bundesliga,18,2002,2.9,103,121,85.1,1220,250,63,69,91.3,27,32,84.4,1,3,33.3,1,0.3,0.4,+0.7,3,3,3,0,5,Matches
2188,Francisco Reis Ferreira,pt POR,DF,Valencia,es La Liga,23,1997,2.0,67,79,84.8,1418,541,20,21,95.2,36,40,90.0,10,14,71.4,0,0.0,0.0,0.0,0,2,0,0,4,Matches
2189,Rocco Reitz,de GER,MF,M'Gladbach,de Bundesliga,18,2002,0.7,38,46,82.6,544,188,21,23,91.3,13,16,81.3,2,3,66.7,0,0.1,0.0,-0.1,2,4,1,0,6,Matches
2190,Karim Rekik,nl NED,DF,Sevilla,es La Liga,25,1994,7.3,433,494,87.7,6455,1947,232,257,90.3,175,196,89.3,15,26,57.7,0,0.2,0.1,-0.2,3,13,4,1,19,Matches
2191,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,25,1995,38.0,872,1219,71.5,25396,18461,141,142,99.3,414,420,98.6,315,651,48.4,0,0.0,0.1,0.0,0,14,0,0,1,Matches
2192,Panagiotis Retsos,gr GRE,DF,Saint-Étienne,fr Ligue 1,21,1998,3.0,156,185,84.3,2733,966,69,78,88.5,67,82,81.7,17,21,81.0,0,0.1,0.0,-0.1,2,10,0,0,6,Matches
2193,Marco Reus,de GER,"MF,FW",Dortmund,de Bundesliga,31,1989,25.3,890,1131,78.7,13010,3208,490,564,86.9,274,335,81.8,63,94,67.0,6,7.0,6.4,-1.0,49,70,34,3,107,Matches
2194,Elvis Rexhbeçaj,de GER,"MF,FW",Köln,de Bundesliga,22,1997,20.4,403,650,62.0,6752,2696,206,259,79.5,142,212,67.0,41,112,36.6,2,2.6,2.1,-0.6,26,51,13,2,67,Matches
2195,Oriol Rey,es ESP,MF,Valladolid,es La Liga,22,1998,0.2,10,12,83.3,211,58,3,4,75.0,5,5,100.0,2,3,66.7,0,0.0,0.0,0.0,0,2,0,0,3,Matches
2196,Gio Reyna,us USA,"MF,FW",Dortmund,de Bundesliga,17,2002,22.0,754,957,78.8,10611,2195,456,533,85.6,227,274,82.8,33,68,48.5,5,5.2,3.8,-0.2,35,48,27,1,64,Matches
2197,Baptiste Reynet,fr FRA,GK,Nîmes,fr Ligue 1,29,1990,38.0,1080,1592,67.8,31660,22933,147,147,100.0,558,566,98.6,374,877,42.6,0,0.5,0.1,-0.5,3,28,0,0,0,Matches
2198,Bryan Reynolds,us USA,DF,Roma,it Serie A,19,2001,3.1,122,148,82.4,1866,519,71,81,87.7,39,46,84.8,9,15,60.0,0,0.0,0.1,0.0,1,9,3,0,9,Matches
2199,Franck Ribéry,fr FRA,FW,Fiorentina,it Serie A,37,1983,23.9,768,882,87.1,12172,2546,408,446,91.5,262,292,89.7,67,79,84.8,6,5.8,3.6,+0.2,35,85,35,2,109,Matches
2200,Federico Ricci,it ITA,FW,Sassuolo,it Serie A,26,1994,0.0,4,4,100.0,63,8,2,2,100.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2201,Giacomo Ricci,it ITA,DF,Parma,it Serie A,23,1996,0.7,20,25,80.0,412,165,4,6,66.7,13,13,100.0,3,4,75.0,0,0.0,0.1,0.0,0,4,2,1,4,Matches
2202,Matteo Ricci,it ITA,MF,Spezia,it Serie A,26,1994,24.8,1418,1667,85.1,29578,9592,454,504,90.1,702,772,90.9,243,341,71.3,2,1.6,2.3,+0.4,22,178,26,4,185,Matches
2203,Declan Rice,eng ENG,MF,West Ham,eng Premier League,21,1999,32.0,1352,1561,86.6,23571,6640,613,674,90.9,565,620,91.1,138,191,72.3,1,1.8,1.5,-0.8,22,125,18,6,169,Matches
2204,Chris Richards,us USA,DF,Hoffenheim,de Bundesliga,20,2000,10.5,592,692,85.5,11364,3567,205,225,91.1,334,363,92.0,50,88,56.8,1,0.3,0.1,+0.7,4,31,3,0,45,Matches
2205,Chris Richards,us USA,DF,Bayern Munich,de Bundesliga,20,2000,1.0,76,85,89.4,1152,374,43,44,97.7,26,29,89.7,5,5,100.0,1,0.5,0.3,+0.5,3,7,4,3,5,Matches
2206,Lewis Richardson,eng ENG,"FW,MF",Burnley,eng Premier League,17,2003,0.0,0,1,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2207,Richarlison,br BRA,FW,Everton,eng Premier League,23,1997,31.8,526,791,66.5,7213,1435,311,390,79.7,158,231,68.4,23,45,51.1,3,3.3,2.3,-0.3,25,26,15,1,58,Matches
2208,Marco Richter,de GER,"FW,MF",Augsburg,de Bundesliga,22,1997,15.7,279,480,58.1,4911,1491,134,176,76.1,98,143,68.5,34,93,36.6,1,1.7,1.5,-0.7,15,31,10,4,38,Matches
2209,Mikel Rico,es ESP,MF,Huesca,es La Liga,35,1984,24.3,698,898,77.7,12226,3120,331,373,88.7,269,324,83.0,79,131,60.3,4,1.3,1.0,+2.7,20,50,13,8,88,Matches
2210,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,26,1993,9.0,194,213,91.1,4013,2850,54,54,100.0,115,116,99.1,25,43,58.1,0,0.0,0.0,0.0,0,0,0,0,0,Matches
2211,Jaïro Riedewald,nl NED,MF,Crystal Palace,eng Premier League,23,1996,20.2,541,636,85.1,8053,2448,283,319,88.7,197,219,90.0,34,47,72.3,0,0.8,0.8,-0.8,11,59,8,0,73,Matches
2212,Emiliano Rigoni,ar ARG,MF,Elche,es La Liga,27,1993,12.7,298,414,72.0,4138,762,178,205,86.8,80,105,76.2,17,67,25.4,1,1.7,2.1,-0.7,11,14,5,3,22,Matches
2213,Tomás Rincón,ve VEN,MF,Torino,it Serie A,32,1988,31.6,1141,1373,83.1,19191,6007,595,667,89.2,399,455,87.7,118,179,65.9,1,1.9,1.9,-0.9,14,132,16,4,125,Matches
2214,Luis Rioja,es ESP,"MF,FW",Alavés,es La Liga,26,1993,23.2,435,660,65.9,6391,1871,275,331,83.1,122,195,62.6,29,67,43.3,2,2.7,3.1,-0.7,25,31,19,13,42,Matches
2215,Renaud Ripart,fr FRA,"MF,FW",Nîmes,fr Ligue 1,27,1993,33.9,805,1195,67.4,12995,3918,410,521,78.7,285,394,72.3,71,139,51.1,0,2.2,2.7,-2.2,19,79,19,7,124,Matches
2216,Andrea Rispoli,it ITA,DF,Crotone,it Serie A,31,1988,7.2,224,324,69.1,3839,1462,107,128,83.6,87,116,75.0,21,43,48.8,0,0.6,0.4,-0.6,10,11,7,7,18,Matches
2217,Mihailo Ristić,rs SRB,DF,Montpellier,fr Ligue 1,24,1995,24.8,960,1265,75.9,17839,6740,401,450,89.1,399,517,77.2,134,230,58.3,2,1.7,2.0,+0.3,18,79,34,28,79,Matches
2218,Matt Ritchie,sct SCO,"DF,MF",Newcastle Utd,eng Premier League,30,1989,15.0,411,611,67.3,7364,2983,194,223,87.0,136,192,70.8,66,162,40.7,2,2.2,2.1,-0.2,25,32,16,13,38,Matches
2219,Maxence Rivera,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,18,2002,2.7,79,108,73.1,1293,317,40,48,83.3,31,41,75.6,6,13,46.2,0,0.1,0.1,-0.1,2,6,2,2,9,Matches
2220,Emmanuel Rivière,fr FRA,FW,Crotone,it Serie A,30,1990,7.1,108,149,72.5,1347,211,63,83,75.9,30,36,83.3,4,5,80.0,1,0.5,0.4,+0.5,5,6,0,0,6,Matches
2221,Rober,es ESP,"DF,MF",Levante,es La Liga,25,1995,15.8,730,887,82.3,14839,5369,248,275,90.2,358,399,89.7,113,175,64.6,1,0.5,0.3,+0.5,4,55,1,0,79,Matches
2222,Roberto,es ESP,GK,Valladolid,es La Liga,34,1986,13.0,203,415,48.9,7881,6585,18,18,100.0,73,74,98.6,112,321,34.9,0,0.0,0.0,0.0,0,8,0,0,0,Matches
2223,Sergi Roberto,es ESP,"DF,FW",Barcelona,es La Liga,28,1992,10.5,795,888,89.5,10485,2749,488,521,93.7,227,246,92.3,28,38,73.7,2,1.8,1.7,+0.2,13,56,16,3,51,Matches
2224,Tyler Roberts,wls WAL,"MF,FW",Leeds United,eng Premier League,21,1999,14.9,334,478,69.9,4621,1109,191,233,82.0,92,123,74.8,20,46,43.5,2,2.3,1.1,-0.3,16,29,17,1,53,Matches
2225,Andrew Robertson,sct SCO,DF,Liverpool,eng Premier League,26,1994,37.6,2624,3303,79.4,41070,12970,1461,1619,90.2,953,1156,82.4,156,376,41.5,7,6.6,5.9,+0.4,66,194,62,27,228,Matches
2226,Antonee Robinson,us USA,DF,Fulham,eng Premier League,22,1997,24.0,974,1385,70.3,15751,5884,489,567,86.2,381,540,70.6,77,174,44.3,0,1.9,2.0,-1.9,29,48,41,22,82,Matches
2227,Callum Robinson,ie IRL,"FW,MF",West Brom,eng Premier League,25,1995,17.3,299,433,69.1,4262,971,170,204,83.3,84,121,69.4,23,45,51.1,0,1.0,0.8,-1.0,16,23,11,5,27,Matches
2228,Jack Robinson,eng ENG,DF,Sheffield Utd,eng Premier League,26,1993,9.7,364,470,77.4,6071,2267,165,185,89.2,161,196,82.1,24,61,39.3,1,0.6,0.7,+0.4,1,20,1,0,22,Matches
2229,Joel Robles,es ESP,GK,Betis,es La Liga,30,1990,18.0,358,560,63.9,10555,8085,79,80,98.8,146,150,97.3,130,323,40.2,0,0.0,0.0,0.0,1,9,0,0,1,Matches
2230,Hal Robson-Kanu,wls WAL,FW,West Brom,eng Premier League,31,1989,6.2,56,81,69.1,755,198,34,41,82.9,16,22,72.7,3,5,60.0,0,0.2,0.2,-0.2,5,6,1,0,11,Matches
2231,Marc Roca,es ESP,MF,Bayern Munich,de Bundesliga,23,1996,2.0,110,125,88.0,1725,757,54,59,91.5,42,46,91.3,9,10,90.0,0,0.0,0.2,0.0,1,8,2,0,20,Matches
