,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Tocuhes_Live_Balls,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Carries,Total_Distance,Progressive_Distance_Carried,Progressive_Carries,1/3_Carries,Carries_Penalty_Area,Miscontrols,Dispossessed,Passes_Received,Progressive_Passes_Received,Matches
0,Ismael Aaneba,fr FRA,DF,Strasbourg,fr Ligue 1,21,1999,0.1,3,1,3,0,0,0,3,0,0,,0,,1,3,1,0,0,0,0,0,1,0,Matches
1,Patrick van Aanholt,nl NED,DF,Crystal Palace,eng Premier League,29,1990,19.7,1353,61,420,612,329,37,1353,22,10,45.5,12,54.5,728,3406,1622,38,29,9,24,6,800,87,Matches
2,Issah Abbas,gh GHA,"DF,FW",Mainz 05,de Bundesliga,21,1998,0.2,16,0,5,4,7,1,16,1,1,100.0,0,0.0,11,50,37,1,1,0,0,0,8,1,Matches
3,Yunis Abdelhamid,ma MAR,DF,Reims,fr Ligue 1,32,1987,32.1,2103,230,1160,920,38,23,2103,16,7,43.8,9,56.3,1255,6240,3618,18,5,1,14,12,1354,3,Matches
4,Sabit Abdulai,gh GHA,MF,Getafe,es La Liga,21,1999,0.7,19,0,2,11,6,0,19,2,1,50.0,1,50.0,11,21,11,0,1,0,1,0,10,2,Matches
5,Mehdi Abeid,dz ALG,MF,Nantes,fr Ligue 1,27,1992,14.7,852,23,184,541,149,10,852,27,19,70.4,8,29.6,532,2865,1352,32,23,3,23,10,561,16,Matches
6,Laurent Abergel,fr FRA,MF,Lorient,fr Ligue 1,27,1993,32.9,1940,31,486,1210,280,12,1940,37,29,78.4,8,21.6,1075,4705,2140,32,32,4,53,44,1288,35,Matches
7,Charles Abi,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,20,2000,10.1,320,9,38,138,146,36,320,24,12,50.0,12,50.0,166,1056,424,13,15,2,33,20,242,48,Matches
8,Matthis Abline,fr FRA,FW,Rennes,fr Ligue 1,17,2003,0.0,1,0,0,0,1,0,1,1,1,100.0,0,0.0,1,0,0,0,0,0,0,0,1,0,Matches
9,Pape Abou Cissé,sn SEN,DF,Saint-Étienne,fr Ligue 1,24,1995,14.0,858,115,504,335,22,16,858,4,2,50.0,2,50.0,440,2357,1307,2,2,1,9,0,463,1,Matches
10,David Abraham,ar ARG,DF,Eint Frankfurt,de Bundesliga,34,1986,13.6,792,50,293,425,83,8,792,5,4,80.0,1,20.0,367,1776,1030,12,8,1,7,1,441,21,Matches
11,Tammy Abraham,eng ENG,FW,Chelsea,eng Premier League,22,1997,11.6,358,20,35,171,154,61,358,18,6,33.3,12,66.7,154,694,266,12,5,8,33,7,239,66,Matches
12,Amir Abrashi,al ALB,"MF,DF",Freiburg,de Bundesliga,30,1990,0.7,30,3,12,14,4,0,30,0,0,,0,,18,102,47,1,2,1,1,1,16,1,Matches
13,Gennaro Acampora,it ITA,"MF,FW",Spezia,it Serie A,26,1994,4.9,282,8,39,147,102,4,282,16,10,62.5,6,37.5,187,1191,444,15,14,1,12,12,206,19,Matches
14,Francesco Acerbi,it ITA,DF,Lazio,it Serie A,32,1988,31.3,2430,309,1122,1136,191,22,2430,8,6,75.0,2,25.0,1410,8649,4938,41,42,2,21,10,1565,46,Matches
15,Ragnar Ache,de GER,"FW,DF",Eint Frankfurt,de Bundesliga,22,1998,1.1,53,1,2,27,25,10,53,0,0,,0,,17,109,34,3,4,1,7,2,36,12,Matches
16,Marcos Acuña,ar ARG,DF,Sevilla,es La Liga,28,1991,25.9,2019,61,661,878,502,30,2019,61,41,67.2,20,32.8,1103,5721,3242,65,50,12,40,29,1330,133,Matches
17,Che Adams,sct SCO,FW,Southampton,eng Premier League,24,1996,29.6,926,24,98,403,439,97,926,50,28,56.0,22,44.0,516,2336,900,32,28,13,88,44,713,149,Matches
18,Tyler Adams,us USA,"MF,DF",RB Leipzig,de Bundesliga,21,1999,20.6,1591,47,327,964,313,19,1591,26,15,57.7,11,42.3,901,4292,1941,27,31,3,37,14,1056,70,Matches
19,Sargis Adamyan,am ARM,"FW,MF",Hoffenheim,de Bundesliga,27,1993,5.3,226,2,20,63,146,38,226,7,3,42.9,4,57.1,151,1099,514,20,16,3,14,6,176,58,Matches
20,Tosin Adarabioyo,eng ENG,DF,Fulham,eng Premier League,22,1997,32.8,2272,398,1310,900,67,35,2272,14,11,78.6,3,21.4,1337,5844,3132,5,5,0,12,5,1522,3,Matches
21,Bobby Adekanye,nl NED,"FW,MF",Cádiz,es La Liga,21,1999,0.4,18,1,2,5,11,3,18,1,1,100.0,0,0.0,13,103,68,4,3,0,3,0,11,4,Matches
22,Yacine Adli,fr FRA,MF,Bordeaux,fr Ligue 1,20,2000,26.9,1920,40,348,1217,390,25,1920,79,50,63.3,29,36.7,1179,5988,3121,54,50,10,42,41,1422,48,Matches
23,Andrea Adorante,it ITA,FW,Parma,it Serie A,20,2000,0.1,2,0,0,2,0,0,2,0,0,,0,,2,9,0,0,0,0,0,2,1,0,Matches
24,Adrián,es ESP,GK,Liverpool,eng Premier League,33,1987,3.0,110,99,110,0,0,0,110,0,0,,0,,52,259,79,0,0,0,0,0,47,0,Matches
25,Martin Agirregabiria,es ESP,"DF,MF",Alavés,es La Liga,24,1996,17.3,888,41,314,418,164,9,888,6,2,33.3,4,66.7,380,1426,691,11,11,2,14,4,424,36,Matches
26,Lucien Agoume,fr FRA,MF,Spezia,it Serie A,18,2002,8.9,563,26,165,338,68,1,563,8,6,75.0,2,25.0,308,1391,569,6,6,1,9,8,368,7,Matches
27,Felix Agu,de GER,DF,Werder Bremen,de Bundesliga,20,1999,7.8,409,21,152,180,80,7,409,11,5,45.5,6,54.5,160,841,345,7,4,1,21,7,191,33,Matches
28,Kevin Agudelo,co COL,FW,Spezia,it Serie A,21,1998,15.1,544,2,58,233,271,56,544,76,44,57.9,32,42.1,325,2764,1424,50,35,24,35,25,357,82,Matches
29,Nayef Aguerd,ma MAR,DF,Rennes,fr Ligue 1,24,1996,35.0,3016,241,1281,1679,75,38,3016,11,9,81.8,2,18.2,1885,7924,4548,14,16,1,11,10,2257,2,Matches
30,Sergio Agüero,ar ARG,FW,Manchester City,eng Premier League,32,1988,6.2,234,0,5,99,131,45,232,13,8,61.5,5,38.5,155,769,330,12,10,3,15,11,191,39,Matches
31,Ruben Aguilar,fr FRA,"DF,MF",Monaco,fr Ligue 1,27,1993,24.7,1876,53,371,890,633,58,1876,29,12,41.4,17,58.6,944,5100,2717,74,52,4,40,14,1171,231,Matches
32,Naouirou Ahamada,fr FRA,MF,Stuttgart,de Bundesliga,18,2002,2.8,154,4,32,104,22,2,154,12,11,91.7,1,8.3,108,760,344,8,2,2,6,5,117,3,Matches
33,Matteo Ahlinvi,bj BEN,MF,Nîmes,fr Ligue 1,21,1999,10.0,450,13,95,286,80,12,450,29,19,65.5,10,34.5,303,2040,1166,31,14,3,26,16,302,17,Matches
34,Jean-Eudes Aholou,ci CIV,MF,Strasbourg,fr Ligue 1,26,1994,23.8,1105,45,239,692,200,22,1105,33,26,78.8,7,21.2,569,2891,1414,26,20,2,41,20,664,25,Matches
35,Jean-Eudes Aholou,ci CIV,MF,Monaco,fr Ligue 1,26,1994,0.4,15,1,6,6,3,2,15,0,0,,0,,6,38,19,1,0,0,0,0,10,0,Matches
36,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,24,1995,14.3,816,121,498,304,22,12,816,3,2,66.7,1,33.3,470,2286,1311,11,3,1,10,3,463,1,Matches
37,Ola Aina,ng NGA,DF,Fulham,eng Premier League,23,1996,29.6,2052,105,781,957,330,17,2052,33,21,63.6,12,36.4,1070,5595,3024,63,40,5,27,10,1254,50,Matches
38,Rayan Aït Nouri,dz ALG,DF,Wolves,eng Premier League,19,2001,15.6,996,42,267,430,309,26,996,54,26,48.1,28,51.9,573,2959,1702,47,34,9,30,19,622,85,Matches
39,Rayan Aït Nouri,dz ALG,DF,Angers,fr Ligue 1,19,2001,2.1,167,3,31,103,37,4,167,9,8,88.9,1,11.1,98,507,283,7,5,2,5,3,125,18,Matches
40,Semi Ajayi,ng NGA,DF,West Brom,eng Premier League,26,1993,30.9,1325,223,691,559,86,43,1325,18,10,55.6,8,44.4,536,3098,1537,13,10,2,24,5,652,7,Matches
41,Ludovic Ajorque,fr FRA,FW,Strasbourg,fr Ligue 1,26,1994,33.0,1251,62,122,597,539,159,1246,23,10,43.5,13,56.5,611,2404,953,33,25,15,74,31,940,224,Matches
42,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,25,1995,26.1,2358,189,943,1331,96,29,2358,10,9,90.0,1,10.0,1543,8495,5042,26,15,2,9,9,1804,7,Matches
43,Carlos Akapo,gq EQG,DF,Cádiz,es La Liga,27,1993,9.6,468,42,211,190,71,3,468,10,6,60.0,4,40.0,162,980,537,12,8,2,11,3,149,15,Matches
44,Marley Aké,fr FRA,FW,Marseille,fr Ligue 1,19,2001,1.6,56,2,8,24,25,7,56,8,4,50.0,4,50.0,35,258,98,4,2,0,4,5,43,12,Matches
45,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,25,1995,8.9,819,40,182,570,67,6,819,1,0,0.0,1,100.0,569,2748,1678,12,22,0,2,1,658,6,Matches
46,Paul Akouokou,ci CIV,MF,Betis,es La Liga,22,1997,4.2,231,10,57,156,19,0,231,4,3,75.0,1,25.0,122,716,338,4,4,0,3,2,143,1,Matches
47,Jean-Daniel Akpa-Akpro,ci CIV,MF,Lazio,it Serie A,27,1992,11.7,522,20,116,289,132,21,522,26,15,57.7,11,42.3,270,1381,603,11,11,3,26,13,282,31,Matches
48,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,25,1995,13.2,863,77,370,453,45,5,863,10,6,60.0,4,40.0,517,2441,1247,10,4,1,10,1,579,14,Matches
49,David Alaba,at AUT,"DF,MF",Bayern Munich,de Bundesliga,28,1992,29.7,2539,146,836,1396,329,24,2539,19,16,84.2,3,15.8,1654,9691,5512,56,38,2,20,12,1856,70,Matches
50,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,22,1998,16.7,1127,46,376,530,228,9,1127,36,18,50.0,18,50.0,545,2292,1350,35,22,4,26,17,605,47,Matches
51,Jony Álamo,es ESP,MF,Elche,es La Liga,18,2001,0.8,25,0,11,10,4,1,25,4,4,100.0,0,0.0,13,78,31,1,0,0,1,1,13,1,Matches
52,Lucas Alario,ar ARG,FW,Leverkusen,de Bundesliga,27,1992,13.8,462,14,40,194,233,74,460,21,16,76.2,5,23.8,226,921,284,7,5,4,46,16,361,75,Matches
53,Jordi Alba,es ESP,"DF,FW",Barcelona,es La Liga,31,1989,33.6,3199,77,636,1277,1300,118,3199,32,17,53.1,15,46.9,1972,7428,3552,48,44,14,32,14,2389,354,Matches
54,Luis Alberto,es ESP,MF,Lazio,it Serie A,27,1992,29.1,2254,14,240,1244,817,63,2254,95,51,53.7,44,46.3,1344,8588,5655,143,124,19,46,39,1577,132,Matches
55,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,34,1985,34.6,2327,286,1186,1098,55,11,2327,6,4,66.7,2,33.3,1420,8867,5461,19,13,1,10,6,1634,2,Matches
56,Marc Albrighton,eng ENG,"DF,FW",Leicester City,eng Premier League,30,1989,19.4,1163,37,246,462,476,37,1163,66,37,56.1,29,43.9,615,3494,1576,46,33,7,33,29,725,139,Matches
57,Paco Alcácer,es ESP,FW,Villarreal,es La Liga,26,1993,17.2,381,9,33,167,182,69,379,11,8,72.7,3,27.3,194,624,267,12,3,8,31,9,267,77,Matches
58,Pedro Alcalá,es ESP,DF,Cádiz,es La Liga,31,1989,10.1,389,75,228,158,5,4,389,1,1,100.0,0,0.0,175,836,433,1,4,0,0,0,183,0,Matches
59,Thiago Alcántara,es ESP,MF,Liverpool,eng Premier League,29,1991,20.6,1946,31,296,1226,438,16,1946,48,33,68.8,15,31.3,1252,5861,2930,27,58,4,23,18,1475,25,Matches
60,Rubén Alcaraz,es ESP,MF,Valladolid,es La Liga,29,1991,24.1,1383,61,337,877,186,23,1383,19,14,73.7,5,26.3,759,3942,1891,25,26,1,25,14,841,21,Matches
61,Omar Alderete,py PAR,DF,Hertha BSC,de Bundesliga,23,1996,14.4,1058,107,586,459,21,10,1058,18,15,83.3,3,16.7,653,3162,1834,8,6,0,6,3,718,3,Matches
62,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,31,1989,24.9,1687,267,932,726,35,14,1687,4,4,100.0,0,0.0,987,4485,2370,3,5,0,2,2,1114,1,Matches
63,Iván Alejo,es ESP,"MF,FW",Cádiz,es La Liga,25,1995,9.2,348,14,64,106,185,20,348,25,13,52.0,12,48.0,202,2031,1030,46,25,5,27,14,219,79,Matches
64,Carles Aleñá,es ESP,MF,Barcelona,es La Liga,22,1998,0.5,46,1,12,24,10,1,46,0,0,,0,,24,109,65,1,0,0,2,1,42,1,Matches
65,Carles Aleñá,es ESP,"MF,FW",Getafe,es La Liga,22,1998,15.2,719,8,62,361,315,16,719,36,23,63.9,13,36.1,434,2413,1054,20,31,1,28,18,491,51,Matches
66,Rúnar Alex Rúnarsson,is ISL,GK,Arsenal,eng Premier League,25,1995,0.2,13,10,12,1,0,0,13,0,0,,0,,5,26,12,0,0,0,0,0,6,0,Matches
67,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,21,1998,33.7,3318,73,699,1494,1151,81,3318,61,32,52.5,29,47.5,1992,9462,5442,98,95,24,31,22,2202,249,Matches
68,Alfon,es ESP,MF,Celta Vigo,es La Liga,21,1999,0.4,21,0,0,6,15,2,21,2,1,50.0,1,50.0,20,81,39,0,1,0,3,0,20,5,Matches
69,Mohamed Ali Cho,fr FRA,"FW,MF",Angers,fr Ligue 1,16,2004,3.9,173,0,13,66,98,16,173,11,5,45.5,6,54.5,114,750,382,15,10,2,16,12,121,26,Matches
70,Ezgjan Alioski,mk MKD,"DF,MF",Leeds United,eng Premier League,28,1992,27.3,1951,75,560,902,503,41,1951,26,11,42.3,15,57.7,1007,5508,3290,77,43,5,37,15,1197,122,Matches
71,Rachid Alioui,ma MAR,FW,Angers,fr Ligue 1,28,1992,0.2,11,0,3,3,5,2,11,0,0,,0,,6,5,0,0,0,0,1,1,9,1,Matches
72,Alisson,br BRA,GK,Liverpool,eng Premier League,27,1992,33.0,1239,931,1224,16,1,1,1239,2,2,100.0,0,0.0,709,2807,1763,0,0,0,0,0,669,0,Matches
73,Saturnin Allagbé,bj BEN,GK,Dijon,fr Ligue 1,26,1993,12.0,443,395,443,0,0,0,443,1,1,100.0,0,0.0,228,866,497,0,0,0,1,0,170,0,Matches
74,Allan,br BRA,MF,Everton,eng Premier League,29,1991,22.8,1310,68,382,816,136,3,1310,49,31,63.3,18,36.7,721,4220,2314,30,31,2,21,18,831,8,Matches
75,Dele Alli,eng ENG,MF,Tottenham,eng Premier League,24,1996,6.9,444,7,64,241,146,23,444,25,11,44.0,14,56.0,276,1588,641,15,18,5,13,16,303,30,Matches
76,Miguel Almirón,py PAR,"MF,FW",Newcastle Utd,eng Premier League,26,1994,27.0,1179,33,230,557,421,40,1179,73,39,53.4,34,46.6,773,5516,2516,70,48,14,48,34,792,109,Matches
77,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,29,1990,10.7,729,32,199,300,238,38,729,17,9,52.9,8,47.1,362,1815,1095,24,18,4,13,9,450,74,Matches
78,Sergio Álvarez,es ESP,"MF,DF",Eibar,es La Liga,28,1992,17.4,869,35,187,544,143,19,869,10,8,80.0,2,20.0,392,1754,624,9,11,1,21,12,459,15,Matches
79,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,25,1995,21.6,1294,119,607,649,48,15,1294,12,11,91.7,1,8.3,681,4512,2621,19,11,0,8,2,769,2,Matches
80,Bruno Alves,pt POR,DF,Parma,it Serie A,38,1981,18.1,1096,173,611,446,41,17,1096,2,1,50.0,1,50.0,636,2915,1445,0,4,1,1,1,721,6,Matches
81,Steven Alzate,co COL,MF,Brighton,eng Premier League,21,1998,10.0,536,17,105,308,128,12,536,16,8,50.0,8,50.0,323,1638,807,16,8,1,13,9,393,16,Matches
82,Ibrahim Amadou,fr FRA,MF,Angers,fr Ligue 1,27,1993,16.7,837,34,208,549,87,12,837,15,10,66.7,5,33.3,477,1929,898,14,9,3,14,17,534,14,Matches
83,Romain Amalfitano,fr FRA,"FW,DF",Dijon,fr Ligue 1,30,1989,1.3,68,3,12,36,21,0,68,1,0,0.0,1,100.0,51,284,159,3,2,0,1,2,48,8,Matches
84,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,es La Liga,18,2001,0.5,18,0,4,11,3,0,18,0,0,,0,,12,113,64,2,0,0,1,0,10,1,Matches
85,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,25,1994,8.0,572,61,286,256,33,6,572,3,1,33.3,2,66.7,301,1291,682,4,4,0,5,3,344,0,Matches
86,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,26,1994,9.0,569,36,205,260,112,8,569,20,12,60.0,8,40.0,275,1532,676,17,19,2,13,9,300,33,Matches
87,Thierry Ambrose,gp GLP,FW,Metz,fr Ligue 1,23,1997,8.4,336,5,13,164,164,35,336,31,18,58.1,13,41.9,223,1444,580,26,17,9,33,26,277,77,Matches
88,Wisdom Amey,it ITA,DF,Bologna,it Serie A,14,2005,0.0,7,0,0,5,2,0,7,0,0,,0,,2,19,15,0,0,0,0,0,2,0,Matches
89,Nadiem Amiri,de GER,MF,Leverkusen,de Bundesliga,23,1996,21.0,1351,19,158,764,443,30,1351,39,21,53.8,18,46.2,777,4342,2040,45,34,8,50,23,1011,82,Matches
90,Ethan Ampadu,wls WAL,"DF,MF",Sheffield Utd,eng Premier League,19,2000,23.2,1374,138,516,670,202,6,1374,15,13,86.7,2,13.3,678,4063,2384,25,28,0,16,5,765,23,Matches
91,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,23,1996,27.1,1603,33,270,1091,266,12,1603,71,47,66.2,24,33.8,1051,6212,2510,38,33,3,33,48,1143,46,Matches
92,Jon Ander Garrido,es ESP,MF,Cádiz,es La Liga,30,1989,8.9,317,24,101,179,38,7,317,3,2,66.7,1,33.3,112,364,129,0,2,0,8,5,134,3,Matches
93,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,24,1996,30.3,2275,309,1259,944,90,25,2275,11,9,81.8,2,18.2,1304,7345,4043,20,13,1,10,3,1456,7,Matches
94,Joachim Andersen,dk DEN,DF,Lyon,fr Ligue 1,24,1996,2.1,138,14,78,51,9,2,138,2,1,50.0,1,50.0,86,445,259,4,1,0,2,2,93,0,Matches
95,Djavan Anderson,nl NED,DF,Lazio,it Serie A,25,1995,0.8,37,1,7,15,15,0,37,2,0,0.0,2,100.0,20,116,37,2,0,0,1,1,20,4,Matches
96,Elliot Anderson,sct SCO,MF,Newcastle Utd,eng Premier League,17,2002,0.0,2,0,0,1,1,1,2,0,0,,0,,1,1,0,0,0,0,0,0,1,1,Matches
97,Felipe Anderson,br BRA,"FW,MF",West Ham,eng Premier League,27,1993,0.0,7,0,0,4,3,1,7,0,0,,0,,6,78,51,2,1,0,0,0,6,0,Matches
98,Sebastian Andersson,se SWE,FW,Köln,de Bundesliga,29,1991,12.5,377,13,27,199,155,53,376,6,4,66.7,2,33.3,154,631,267,6,7,5,44,9,271,55,Matches
99,Nícolas Andrade,br BRA,GK,Udinese,it Serie A,32,1988,2.0,40,36,40,0,0,0,40,0,0,,0,,23,93,50,0,0,0,0,0,19,0,Matches
100,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,29,1990,32.1,2442,78,462,1614,392,39,2442,44,29,65.9,15,34.1,1374,5783,2712,28,43,3,40,40,1629,64,Matches
101,Robert Andrich,de GER,MF,Union Berlin,de Bundesliga,25,1994,28.1,1737,62,441,1041,273,21,1737,26,19,73.1,7,26.9,857,4119,1616,25,28,3,35,12,1079,31,Matches
102,Victorien Angban,ci CIV,MF,Metz,fr Ligue 1,23,1996,18.6,1026,20,193,662,179,10,1026,31,21,67.7,10,32.3,648,3001,1393,20,18,1,23,30,713,30,Matches
103,Ángel,es ESP,GK,Granada,es La Liga,18,2002,1.0,41,37,41,0,0,0,41,0,0,,0,,9,27,15,0,0,0,0,0,7,0,Matches
104,José Ángel,es ESP,DF,Eibar,es La Liga,30,1989,10.0,775,24,172,401,212,3,775,8,8,100.0,0,0.0,396,1953,982,14,19,1,11,5,416,24,Matches
105,Miguel Ángel Rubio,es ESP,DF,Valladolid,es La Liga,22,1998,1.5,74,12,50,23,1,1,74,0,0,,0,,27,107,22,0,0,0,0,0,29,0,Matches
106,Angeliño,es ESP,"DF,FW",RB Leipzig,de Bundesliga,23,1997,24.0,1723,35,339,743,649,79,1723,32,16,50.0,16,50.0,848,4039,2112,47,36,14,26,13,1072,242,Matches
107,Davide Angelo Ghislandi,it ITA,DF,Atalanta,it Serie A,19,2001,0.1,4,1,1,1,2,0,4,0,0,,0,,3,4,2,0,0,0,0,0,3,1,Matches
108,Philip Ankhrah,gh GHA,MF,Hellas Verona,it Serie A,17,2002,0.1,2,0,0,1,1,0,2,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
109,Cristian Ansaldi,ar ARG,"DF,FW",Torino,it Serie A,33,1986,21.6,1205,60,305,481,435,31,1204,54,28,51.9,26,48.1,645,4747,2501,91,58,8,26,17,658,93,Matches
110,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,24,1996,30.1,2415,359,1273,1068,84,28,2415,17,13,76.5,4,23.5,1480,8920,4907,24,16,5,24,25,1663,12,Matches
111,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,30,1990,21.9,783,11,34,299,460,120,783,87,43,49.4,44,50.6,473,2817,1365,59,31,25,78,49,638,177,Matches
112,José Antonio Miranda,gq EQG,"MF,DF",Getafe,es La Liga,22,1998,0.3,20,0,0,7,13,2,20,0,0,,0,,14,106,46,2,1,0,1,2,17,3,Matches
113,Valentin Antov,bg BUL,DF,Bologna,it Serie A,19,2000,2.6,154,30,101,51,2,0,154,1,1,100.0,0,0.0,71,353,200,1,1,0,2,0,93,0,Matches
114,Houssem Aouar,dz ALG,"MF,FW",Lyon,fr Ligue 1,22,1998,19.8,1248,8,78,654,535,119,1246,81,46,56.8,35,43.2,841,4633,2482,74,54,33,54,35,1021,172,Matches
115,Adil Aouchiche,fr FRA,"MF,FW",Saint-Étienne,fr Ligue 1,18,2002,19.2,1046,11,126,530,406,48,1046,61,34,55.7,27,44.3,620,3832,1947,56,29,14,61,27,701,92,Matches
116,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,28,1992,17.3,1057,50,345,462,256,12,1057,20,12,60.0,8,40.0,467,2251,1189,33,29,3,18,17,512,81,Matches
117,Aritz Arambarri,es ESP,DF,Real Sociedad,es La Liga,22,1998,0.3,23,0,4,16,3,1,23,1,0,0.0,1,100.0,10,30,11,0,0,0,1,0,12,0,Matches
118,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,24,1995,33.1,1443,39,223,814,436,31,1443,56,36,64.3,20,35.7,716,4368,1745,38,44,9,39,31,721,50,Matches
119,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,31,1989,18.5,1357,49,312,887,162,12,1357,15,9,60.0,6,40.0,707,2687,1191,11,14,2,20,9,917,18,Matches
120,Luiz Araújo,br BRA,MF,Lille,fr Ligue 1,24,1996,16.6,854,11,80,387,410,46,854,84,49,58.3,35,41.7,523,3692,1694,50,47,13,37,27,601,135,Matches
121,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,28,1991,27.0,1804,215,965,804,46,10,1804,5,5,100.0,0,0.0,1105,6431,3838,26,15,0,15,0,1236,1,Matches
122,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,21,1999,16.8,1213,151,536,640,42,12,1213,8,8,100.0,0,0.0,815,3850,2161,9,7,1,6,2,879,2,Matches
123,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,33,1987,31.2,2222,119,720,1256,284,13,2222,30,25,83.3,5,16.7,1109,6550,3244,37,26,3,22,9,1156,19,Matches
124,Alphonse Areola,fr FRA,GK,Fulham,eng Premier League,27,1993,36.0,1101,972,1096,5,0,0,1101,0,0,,0,,574,2982,1600,0,0,0,1,0,414,0,Matches
125,Santiago Arias,co COL,DF,Leverkusen,de Bundesliga,28,1992,1.0,68,3,21,34,14,2,68,0,0,,0,,22,126,63,2,1,0,1,0,38,4,Matches
126,Karim Aribi,dz ALG,FW,Nîmes,fr Ligue 1,26,1994,3.3,110,3,13,54,47,12,110,8,3,37.5,5,62.5,45,272,114,4,3,2,13,3,72,19,Matches
127,Unai Arietaleanizbeaskoa,es ESP,"FW,MF",Eibar,es La Liga,21,1999,0.5,14,0,0,6,8,0,14,0,0,,0,,9,27,11,0,0,0,3,0,11,6,Matches
128,Nicolò Armini,it ITA,DF,Lazio,it Serie A,19,2001,0.1,5,0,1,3,1,0,5,0,0,,0,,3,27,0,0,0,0,0,0,3,0,Matches
129,Stuart Armstrong,sct SCO,MF,Southampton,eng Premier League,28,1992,30.7,1669,38,234,946,512,53,1669,106,68,64.2,38,35.8,985,7033,3521,109,75,10,77,68,1132,118,Matches
130,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,26,1994,28.7,1964,85,368,1188,432,11,1964,19,17,89.5,2,10.5,939,4472,2243,30,37,2,29,22,1097,33,Matches
131,Toluwalase Arokodare,ng NGA,"FW,MF",Köln,de Bundesliga,19,2000,1.2,54,0,2,24,29,11,54,0,0,,0,,28,102,19,1,1,1,6,2,43,11,Matches
132,Sergio Arribas,es ESP,"MF,FW",Real Madrid,es La Liga,18,2001,1.5,104,2,23,48,36,2,104,6,6,100.0,0,0.0,68,399,210,8,3,2,3,3,78,13,Matches
133,Kepa Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,25,1994,6.5,258,233,255,3,0,0,258,0,0,,0,,145,605,379,0,0,0,2,0,149,0,Matches
134,Tolgay Arslan,de GER,MF,Udinese,it Serie A,29,1990,20.2,1095,23,227,652,234,19,1095,48,34,70.8,14,29.2,665,3971,2354,48,45,6,22,22,734,37,Matches
135,Kwadwo Asamoah,gh GHA,"DF,MF",Cagliari,it Serie A,31,1988,2.5,136,8,34,70,35,1,136,3,2,66.7,1,33.3,72,325,211,4,5,0,1,1,77,11,Matches
136,Santiago Ascacíbar,ar ARG,MF,Hertha BSC,de Bundesliga,23,1997,8.5,484,22,149,274,65,10,484,6,2,33.3,4,66.7,216,904,421,7,4,1,19,3,250,8,Matches
137,Sergio Asenjo,es ESP,GK,Villarreal,es La Liga,31,1989,36.0,1378,1165,1376,2,0,0,1378,0,0,,0,,743,3466,2213,0,0,0,1,0,658,0,Matches
138,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,24,1996,20.8,1179,17,126,444,617,71,1179,39,29,74.4,10,25.6,761,5310,2520,92,62,16,32,23,935,166,Matches
139,Kristoffer Askildsen,no NOR,MF,Sampdoria,it Serie A,19,2001,1.1,31,2,13,13,5,1,31,1,1,100.0,0,0.0,15,37,7,1,1,0,3,3,16,2,Matches
140,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,32,1987,31.8,1559,29,146,699,731,147,1554,85,60,70.6,25,29.4,973,5564,2651,93,48,47,56,27,1231,269,Matches
141,Roger Assalé,ci CIV,"FW,MF",Dijon,fr Ligue 1,26,1993,9.2,274,2,31,125,121,27,274,23,10,43.5,13,56.5,203,1247,556,22,14,9,30,19,220,58,Matches
