,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PK_Attempted,Yellow,Red,xG,npxG,xAG,npxG+xAG,Prg_Carries,Prg_Passes,Prg_Passes_Received,Goals_per90,Assits_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90
58,66,Rubén Alcaraz,es ESP,MF,Cádiz,es La Liga,31,1991,31,22,2043,22.7,3,0,3,1,2,3,11,1,4.0,1.6,1.3,2.9,30.0,105.0,20.0,0.13,0.0,0.13,0.04,0.04,0.18,0.06,0.23,0.07,0.13
59,67,Omar Alderete,py PAR,DF,Getafe,es La Liga,25,1996,25,23,2047,22.7,1,1,2,1,0,0,9,0,0.6,0.6,0.8,1.4,28.0,96.0,8.0,0.04,0.04,0.09,0.04,0.09,0.03,0.03,0.06,0.03,0.06
60,68,Iván Alejo,es ESP,"MF,FW",Cádiz,es La Liga,27,1995,31,13,1311,14.6,0,1,1,0,0,0,13,1,1.2,1.2,2.4,3.6,52.0,16.0,103.0,0.0,0.07,0.07,0.0,0.07,0.08,0.17,0.25,0.08,0.25
61,70,Carles Aleñá,es ESP,"MF,FW",Getafe,es La Liga,24,1998,35,26,2119,23.5,2,2,4,2,0,0,12,1,2.3,2.3,1.6,3.9,24.0,87.0,78.0,0.08,0.08,0.17,0.08,0.17,0.1,0.07,0.17,0.1,0.17
62,71,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,23,1998,37,34,2923,32.5,2,9,11,2,0,0,5,0,2.4,2.4,11.5,13.8,43.0,235.0,139.0,0.06,0.28,0.34,0.06,0.34,0.07,0.35,0.43,0.07,0.43
63,72,Alejandro Alfaro,es ESP,MF,Elche,es La Liga,20,2002,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,73,Ángel Algobia,es ESP,MF,Getafe,es La Liga,23,1999,26,11,1138,12.6,0,0,0,0,0,0,3,0,0.3,0.3,0.6,0.9,10.0,42.0,11.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07
65,74,Mohamed Ali Cho,fr FRA,"FW,MF",Real Sociedad,es La Liga,18,2004,19,5,587,6.5,1,2,3,1,0,0,1,0,1.8,1.8,1.6,3.5,30.0,8.0,63.0,0.15,0.31,0.46,0.15,0.46,0.28,0.25,0.53,0.28,0.53
66,75,Faride Alidou,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,21,2001,15,0,182,2.0,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.6,8.0,16.0,24.0,0.0,0.49,0.49,0.0,0.49,0.05,0.24,0.28,0.05,0.28
67,77,Jim Allevinah,ga GAB,"DF,FW",Clermont Foot,fr Ligue 1,27,1995,36,25,2244,24.9,1,1,2,1,0,0,2,0,2.5,2.5,2.0,4.5,82.0,59.0,141.0,0.04,0.04,0.08,0.04,0.08,0.1,0.08,0.18,0.1,0.18
68,78,Dele Alli,eng ENG,MF,Everton,eng Premier League,26,1996,2,0,40,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,79,Domingos André Ribeiro Almeida,pt POR,MF,Valencia,es La Liga,22,2000,34,29,2539,28.2,2,4,6,2,0,0,3,0,1.4,1.4,3.4,4.9,74.0,197.0,71.0,0.07,0.14,0.21,0.07,0.21,0.05,0.12,0.17,0.05,0.17
70,80,Miguel Almirón,py PAR,FW,Newcastle Utd,eng Premier League,28,1994,34,29,2491,27.7,11,2,13,11,0,0,2,0,8.0,8.0,3.2,11.1,77.0,124.0,264.0,0.4,0.07,0.47,0.4,0.47,0.29,0.11,0.4,0.29,0.4
71,81,Marcos Alonso,es ESP,DF,Barcelona,es La Liga,31,1990,24,11,1172,13.0,1,0,1,1,0,0,3,0,0.9,0.9,0.3,1.2,26.0,71.0,12.0,0.08,0.0,0.08,0.08,0.08,0.07,0.03,0.09,0.07,0.09
72,82,Mickaël Alphonse,gp GLP,DF,Ajaccio,fr Ligue 1,33,1989,26,14,1361,15.1,0,0,0,0,0,0,2,1,0.5,0.5,0.7,1.2,30.0,51.0,34.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.08,0.03,0.08
73,83,Éder Álvarez Balanta,co COL,"MF,FW",Schalke 04,de Bundesliga,29,1993,6,3,238,2.6,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.4,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,0.15,0.05,0.15
74,84,Carlos Álvarez,es ESP,FW,Sevilla,es La Liga,18,2003,1,0,10,0.1,0,0,0,0,0,0,1,0,,,,,,,,0.0,0.0,0.0,0.0,0.0,,,,,
75,85,Gastón Álvarez,uy URU,DF,Getafe,es La Liga,22,2000,22,16,1501,16.7,2,0,2,2,0,0,7,1,0.5,0.5,0.2,0.8,11.0,38.0,27.0,0.12,0.0,0.12,0.12,0.12,0.03,0.01,0.05,0.03,0.05
76,86,Julián Álvarez,ar ARG,"FW,MF",Manchester City,eng Premier League,22,2000,31,13,1465,16.3,9,0,9,8,1,1,0,0,7.0,6.2,1.8,8.0,38.0,37.0,99.0,0.55,0.0,0.55,0.49,0.49,0.43,0.11,0.54,0.38,0.49
77,87,Agustín Álvarez Martínez,uy URU,"FW,MF",Sassuolo,it Serie A,21,2001,22,1,368,4.1,1,1,2,1,0,0,1,0,1.5,1.5,0.4,1.9,2.0,6.0,19.0,0.24,0.24,0.49,0.24,0.49,0.36,0.1,0.46,0.36,0.46
78,88,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,27,1995,28,27,2332,25.9,1,1,2,1,0,0,7,1,0.8,0.8,1.1,1.9,32.0,152.0,8.0,0.04,0.04,0.08,0.04,0.08,0.03,0.04,0.07,0.03,0.07
79,89,Ibrahim Amadou,fr FRA,"DF,MF",Angers,fr Ligue 1,29,1993,7,4,424,4.7,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.1,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03
80,90,Selim Amallah,ma MAR,"MF,FW",Valladolid,es La Liga,25,1996,7,3,267,3.0,2,1,3,2,0,0,2,1,0.9,0.9,0.3,1.1,11.0,10.0,9.0,0.67,0.34,1.01,0.67,1.01,0.29,0.09,0.38,0.29,0.38
81,91,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,27,1994,20,18,1610,17.9,0,0,0,0,0,0,1,0,1.1,1.1,0.5,1.6,23.0,66.0,5.0,0.0,0.0,0.0,0.0,0.0,0.06,0.03,0.09,0.06,0.09
82,92,Amath,sn SEN,"MF,FW",Mallorca,es La Liga,26,1996,28,12,1227,13.6,2,0,2,2,0,0,2,1,2.7,2.7,0.8,3.5,33.0,16.0,69.0,0.15,0.0,0.15,0.15,0.15,0.2,0.06,0.25,0.2,0.25
83,93,Jordan Amavi,fr FRA,DF,Getafe,es La Liga,28,1994,5,1,200,2.2,0,0,0,0,0,0,2,1,0.0,0.0,0.0,0.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,94,Lukáš Ambros,cz CZE,MF,Wolfsburg,de Bundesliga,18,2004,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,95,Kelvin Amian,fr FRA,DF,Spezia,it Serie A,24,1998,30,26,2372,26.4,0,1,1,0,0,0,7,1,2.7,2.7,2.3,5.0,53.0,102.0,72.0,0.0,0.04,0.04,0.0,0.04,0.1,0.09,0.19,0.1,0.19
86,98,Nadiem Amiri,de GER,"MF,FW",Leverkusen,de Bundesliga,25,1996,25,9,977,10.9,4,1,5,3,1,1,6,0,1.9,1.1,1.1,2.2,30.0,55.0,30.0,0.37,0.09,0.46,0.28,0.37,0.17,0.1,0.27,0.1,0.2
87,99,Samuel Amo-Ameyaw,eng ENG,MF,Southampton,eng Premier League,16,2006,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.86,0.86,0.0,0.86
88,100,Ethan Ampadu,wls WAL,"DF,MF",Spezia,it Serie A,21,2000,31,31,2639,29.3,0,1,1,0,0,0,10,1,1.1,1.1,1.1,2.2,28.0,125.0,10.0,0.0,0.03,0.03,0.0,0.03,0.04,0.04,0.07,0.04,0.07
89,101,Sofyan Amrabat,ma MAR,MF,Fiorentina,it Serie A,25,1996,29,24,1998,22.2,0,1,1,0,0,0,11,0,0.5,0.5,1.1,1.6,36.0,176.0,24.0,0.0,0.05,0.05,0.0,0.05,0.02,0.05,0.07,0.02,0.07
90,102,Ayoub Amraoui,ma MAR,"DF,FW",Nice,fr Ligue 1,18,2004,7,3,294,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,6.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04
91,103,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,26,1996,32,32,2782,30.9,1,0,1,1,0,0,8,0,1.8,1.8,1.3,3.1,16.0,105.0,7.0,0.03,0.0,0.03,0.03,0.03,0.06,0.04,0.1,0.06,0.1
92,104,Elliot Anderson,sct SCO,"MF,FW",Newcastle Utd,eng Premier League,19,2002,22,3,410,4.6,0,1,1,0,0,0,0,0,1.0,1.0,1.3,2.3,23.0,24.0,35.0,0.0,0.22,0.22,0.0,0.22,0.22,0.28,0.51,0.22,0.51
93,105,Felipe Anderson,br BRA,FW,Lazio,it Serie A,29,1993,38,35,2958,32.9,9,2,11,9,0,0,3,0,6.0,6.0,4.8,10.9,83.0,114.0,224.0,0.27,0.06,0.33,0.27,0.33,0.18,0.15,0.33,0.18,0.33
94,106,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,31,1990,34,33,2916,32.4,1,1,2,1,0,0,12,0,1.6,1.6,1.8,3.4,41.0,309.0,46.0,0.03,0.03,0.06,0.03,0.06,0.05,0.06,0.11,0.05,0.11
95,107,Komnen Andrić,rs SRB,FW,Clermont Foot,fr Ligue 1,27,1995,34,16,1446,16.1,4,3,7,3,1,2,4,0,5.5,3.9,0.9,4.8,8.0,27.0,88.0,0.25,0.19,0.44,0.19,0.37,0.34,0.06,0.39,0.24,0.3
96,108,Robert Andrich,de GER,MF,Leverkusen,de Bundesliga,27,1994,29,28,2406,26.7,2,2,4,2,0,0,7,0,1.6,1.6,1.2,2.8,12.0,99.0,8.0,0.07,0.07,0.15,0.07,0.15,0.06,0.04,0.11,0.06,0.11
97,109,Angeliño,es ESP,DF,Hoffenheim,de Bundesliga,25,1997,33,30,2617,29.1,0,8,8,0,0,0,2,0,1.1,1.1,7.2,8.3,24.0,108.0,120.0,0.0,0.28,0.28,0.0,0.28,0.04,0.25,0.28,0.04,0.28
98,110,Fabrizio Angileri,ar ARG,DF,Getafe,es La Liga,28,1994,15,7,585,6.5,0,0,0,0,0,0,2,1,0.1,0.1,0.0,0.1,4.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02
99,111,Jaidon Anthony,eng ENG,"MF,FW",Bournemouth,eng Premier League,22,1999,30,11,1257,14.0,3,1,4,3,0,0,2,0,2.2,2.2,1.0,3.3,31.0,49.0,72.0,0.21,0.07,0.29,0.21,0.29,0.16,0.07,0.24,0.16,0.24
100,112,Janis Antiste,fr FRA,FW,Sassuolo,it Serie A,19,2002,2,0,52,0.6,1,0,1,1,0,0,0,0,0.2,0.2,0.0,0.2,0.0,1.0,2.0,1.73,0.0,1.73,1.73,1.73,0.31,0.0,0.31,0.31,0.31
101,113,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,26,1996,34,34,2934,32.6,1,2,3,1,0,0,4,0,1.6,1.6,1.4,3.0,56.0,135.0,52.0,0.03,0.06,0.09,0.03,0.09,0.05,0.04,0.09,0.05,0.09
102,114,Josep Antoni Gayá,es ESP,"DF,MF",Mallorca,es La Liga,22,2000,2,1,98,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,115,José Antonio,es ESP,"MF,DF",Cádiz,es La Liga,18,2004,2,0,46,0.5,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,1.96,1.96,0.0,1.96,0.0,0.03,0.03,0.0,0.03
104,116,Marcos Antônio,br BRA,MF,Lazio,it Serie A,22,2000,16,6,594,6.6,1,1,2,1,0,0,2,0,1.2,1.2,0.3,1.5,1.0,25.0,8.0,0.15,0.15,0.3,0.15,0.3,0.18,0.04,0.23,0.18,0.23
105,117,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,32,1990,33,21,1829,20.3,5,3,8,5,0,0,2,0,6.6,6.6,1.3,7.8,49.0,27.0,120.0,0.25,0.15,0.39,0.25,0.39,0.32,0.06,0.38,0.32,0.38
106,118,Antony,br BRA,FW,Manchester Utd,eng Premier League,22,2000,25,23,1802,20.0,4,2,6,4,0,0,5,0,6.6,6.6,2.9,9.4,95.0,74.0,168.0,0.2,0.1,0.3,0.2,0.3,0.33,0.14,0.47,0.33,0.47
107,119,Valentin Antov,bg BUL,DF,Monza,it Serie A,21,2000,9,2,306,3.4,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,2.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
108,120,Christopher Antwi-Adjei,gh GHA,"FW,MF",Bochum,de Bundesliga,28,1994,29,22,1981,22.0,3,6,9,3,0,0,2,0,2.2,2.2,3.8,6.0,67.0,36.0,231.0,0.14,0.27,0.41,0.14,0.41,0.1,0.17,0.27,0.1,0.27
109,121,Anuar,ma MAR,"MF,FW",Valladolid,es La Liga,27,1995,3,3,210,2.3,1,0,1,1,0,0,1,0,0.3,0.3,0.4,0.8,6.0,3.0,4.0,0.43,0.0,0.43,0.43,0.43,0.15,0.19,0.34,0.15,0.34
110,122,Houssem Aouar,dz ALG,MF,Lyon,fr Ligue 1,24,1998,16,6,526,5.8,1,1,2,1,0,0,2,0,1.4,1.4,1.1,2.6,12.0,37.0,36.0,0.17,0.17,0.34,0.17,0.34,0.25,0.2,0.44,0.25,0.44
111,123,Adil Aouchiche,fr FRA,MF,Lorient,fr Ligue 1,20,2002,11,1,250,2.8,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,16.0,23.0,20.0,0.0,0.0,0.0,0.0,0.0,0.2,0.02,0.22,0.2,0.22
112,124,Dennis Appiah,fr FRA,"DF,MF",Nantes,fr Ligue 1,30,1992,15,9,795,8.8,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.6,15.0,39.0,51.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.06,0.05,0.06
113,125,Stredair Appuah,fr FRA,"DF,MF",Nantes,fr Ligue 1,18,2004,5,0,66,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,7.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.09,0.29,0.38,0.09,0.38
114,126,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,26,1995,13,13,992,11.0,0,1,1,0,0,0,5,1,0.2,0.2,1.5,1.8,8.0,33.0,7.0,0.0,0.09,0.09,0.0,0.09,0.02,0.14,0.16,0.02,0.16
115,127,Charles Aránguiz,cl CHI,MF,Leverkusen,de Bundesliga,33,1989,10,4,493,5.5,1,0,1,1,0,0,1,0,0.3,0.3,0.2,0.5,3.0,32.0,7.0,0.18,0.0,0.18,0.18,0.18,0.06,0.04,0.1,0.06,0.1
116,128,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,23,1999,22,21,1800,20.0,0,2,2,0,0,0,5,1,2.1,2.1,0.8,2.9,29.0,79.0,11.0,0.0,0.1,0.1,0.0,0.1,0.1,0.04,0.15,0.1,0.15
117,129,Cameron Archer,eng ENG,"FW,MF",Aston Villa,eng Premier League,21,2001,6,0,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,130,Taïryk Arconte,fr FRA,FW,Brest,fr Ligue 1,18,2003,4,1,128,1.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.19,0.1,0.29,0.19,0.29
119,132,Joe Aribo,ng NGA,"MF,FW",Southampton,eng Premier League,26,1996,21,13,1224,13.6,2,0,2,2,0,0,2,0,1.5,1.5,0.8,2.3,19.0,39.0,64.0,0.15,0.0,0.15,0.15,0.15,0.11,0.06,0.17,0.11,0.17
120,133,Adam Armstrong,eng ENG,"FW,MF",Southampton,eng Premier League,25,1997,30,14,1335,14.8,2,1,3,2,0,0,2,0,2.1,2.1,1.3,3.3,39.0,16.0,70.0,0.13,0.07,0.2,0.13,0.2,0.14,0.09,0.23,0.14,0.23
121,134,Stuart Armstrong,sct SCO,"MF,FW",Southampton,eng Premier League,30,1992,32,14,1408,15.6,2,1,3,2,0,0,6,0,2.4,2.4,2.2,4.7,61.0,75.0,88.0,0.13,0.06,0.19,0.13,0.19,0.15,0.14,0.3,0.15,0.3
122,135,Marko Arnautović,at AUT,FW,Bologna,it Serie A,33,1989,21,18,1530,17.0,10,0,10,7,3,3,5,0,7.2,4.8,1.9,6.7,13.0,36.0,116.0,0.59,0.0,0.59,0.41,0.41,0.42,0.11,0.53,0.28,0.39
123,136,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,28,1994,32,32,2767,30.7,5,3,8,2,3,5,5,0,5.0,1.0,4.9,5.9,29.0,150.0,19.0,0.16,0.1,0.26,0.07,0.16,0.16,0.16,0.32,0.03,0.19
124,137,Mohamed El Arouch,fr FRA,MF,Lyon,fr Ligue 1,18,2004,1,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,138,Sergio Arribas,es ESP,"MF,FW",Real Madrid,es La Liga,20,2001,2,0,19,0.2,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.14,0.88,0.74,0.88
126,140,Roberto Arroyo,es ESP,MF,Valladolid,es La Liga,18,2003,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
127,141,Tolgay Arslan,de GER,MF,Udinese,it Serie A,31,1990,36,12,1211,13.5,1,0,1,1,0,0,3,0,2.2,2.2,1.6,3.8,45.0,77.0,37.0,0.07,0.0,0.07,0.07,0.07,0.16,0.12,0.29,0.16,0.29
128,142,Ricard Artero,es ESP,"MF,FW",Girona,es La Liga,19,2003,7,0,133,1.5,0,0,0,0,0,0,0,0,0.5,0.5,0.0,0.5,4.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.35,0.35,0.35
129,143,Arthur,br BRA,FW,Fiorentina,it Serie A,24,1998,28,15,1432,15.9,8,1,9,6,2,2,4,0,7.9,6.3,0.8,7.0,11.0,21.0,86.0,0.5,0.06,0.57,0.38,0.44,0.49,0.05,0.54,0.39,0.44
130,144,Santiago Arzamendia,py PAR,"DF,MF",Cádiz,es La Liga,24,1998,12,5,483,5.4,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,8.0,17.0,22.0,0.0,0.0,0.0,0.0,0.0,0.04,0.09,0.12,0.04,0.12
131,145,Takuma Asano,jp JPN,"FW,MF",Bochum,de Bundesliga,27,1994,25,21,1713,19.0,3,3,6,3,0,0,1,0,5.6,5.6,2.1,7.7,32.0,34.0,119.0,0.16,0.16,0.32,0.16,0.32,0.29,0.11,0.41,0.29,0.41
132,146,Santiago Ascacíbar,ar ARG,MF,Cremonese,it Serie A,25,1997,13,7,727,8.1,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.8,1.0,41.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1
133,148,Marco Asensio,es ESP,"FW,MF",Real Madrid,es La Liga,26,1996,31,15,1442,16.0,9,6,15,9,0,1,1,0,6.3,5.5,4.9,10.4,56.0,70.0,108.0,0.56,0.37,0.94,0.56,0.94,0.39,0.3,0.7,0.35,0.65
134,149,Kristoffer Askildsen,no NOR,MF,Lecce,it Serie A,21,2001,21,7,728,8.1,0,0,0,0,0,0,3,0,0.5,0.5,0.3,0.9,10.0,24.0,17.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.11,0.06,0.11
135,150,Fisnik Asllani,xk KVX,FW,Hoffenheim,de Bundesliga,19,2002,8,0,167,1.9,0,0,0,0,0,0,0,0,1.7,1.7,0.2,1.8,4.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,0.88,0.1,0.98,0.88,0.98
136,151,Kristjan Asllani,al ALB,MF,Inter,it Serie A,20,2002,20,5,592,6.6,0,0,0,0,0,0,2,0,0.5,0.5,0.9,1.5,6.0,29.0,6.0,0.0,0.0,0.0,0.0,0.0,0.08,0.14,0.22,0.08,0.22
137,152,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,34,1987,37,31,2868,31.9,12,3,15,10,2,3,6,0,11.1,8.7,5.6,14.3,80.0,162.0,239.0,0.38,0.09,0.47,0.31,0.41,0.35,0.18,0.52,0.27,0.45
138,153,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,22,2000,12,2,261,2.9,0,1,1,0,0,0,3,0,0.3,0.3,0.3,0.6,10.0,11.0,13.0,0.0,0.34,0.34,0.0,0.34,0.11,0.1,0.22,0.11,0.22
139,154,Youcef Atal,dz ALG,"DF,MF",Nice,fr Ligue 1,26,1996,18,8,779,8.7,1,0,1,1,0,0,1,0,1.0,1.0,1.3,2.3,38.0,39.0,63.0,0.12,0.0,0.12,0.12,0.12,0.12,0.15,0.27,0.12,0.27
140,155,Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,16,2005,7,2,174,1.9,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,5.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12
141,159,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,27,1994,37,35,3061,34.0,2,5,7,2,0,0,3,0,1.0,1.0,3.9,4.8,84.0,119.0,153.0,0.06,0.15,0.21,0.06,0.21,0.03,0.11,0.14,0.03,0.14
142,162,Serge Aurier,ci CIV,DF,Nott'ham Forest,eng Premier League,29,1992,24,22,1943,21.6,1,0,1,1,0,0,2,0,0.8,0.8,1.0,1.8,37.0,71.0,50.0,0.05,0.0,0.05,0.05,0.05,0.04,0.05,0.08,0.04,0.08
143,163,Mathias Autret,fr FRA,"MF,FW",Auxerre,fr Ligue 1,31,1991,23,16,1290,14.3,2,2,4,1,1,1,0,0,2.5,1.7,2.0,3.7,20.0,77.0,58.0,0.14,0.14,0.28,0.07,0.21,0.17,0.14,0.31,0.12,0.26
144,164,Ezequiel Ávila,ar ARG,"FW,MF",Osasuna,es La Liga,28,1994,29,23,1709,19.0,8,2,10,6,2,3,7,1,6.7,4.4,1.7,6.1,23.0,39.0,96.0,0.42,0.11,0.53,0.32,0.42,0.35,0.09,0.45,0.23,0.32
145,165,Cédric Avinel,gp GLP,DF,Ajaccio,fr Ligue 1,35,1986,24,19,1794,19.9,1,0,1,1,0,0,2,1,1.0,1.0,0.0,1.0,3.0,31.0,1.0,0.05,0.0,0.05,0.05,0.05,0.05,0.0,0.05,0.05,0.05
146,166,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,24,1997,27,17,1404,15.6,10,1,11,10,0,0,2,0,6.6,6.6,1.1,7.7,18.0,12.0,55.0,0.64,0.06,0.71,0.64,0.71,0.42,0.07,0.49,0.42,0.49
147,167,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,18,2003,3,1,67,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.2,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.18,0.21,0.03,0.21
148,168,Mehmet Aydin,de GER,"DF,FW",Schalke 04,de Bundesliga,20,2002,16,3,567,6.3,0,0,0,0,0,0,0,0,0.2,0.2,0.8,1.0,9.0,15.0,21.0,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.15,0.03,0.15
149,169,André Ayew,gh GHA,"FW,MF",Nott'ham Forest,eng Premier League,32,1989,13,1,316,3.5,0,0,0,0,0,1,1,0,1.0,0.3,0.0,0.3,3.0,11.0,16.0,0.0,0.0,0.0,0.0,0.0,0.3,0.01,0.31,0.07,0.08
150,170,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,30,1991,38,31,2714,30.2,4,3,7,4,0,0,5,0,3.2,3.2,3.2,6.4,83.0,63.0,174.0,0.13,0.1,0.23,0.13,0.23,0.1,0.11,0.21,0.1,0.21
151,171,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,27,1994,10,5,545,6.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,172,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,30,1991,29,22,2054,22.8,2,1,3,2,0,0,3,0,3.2,3.2,2.0,5.2,28.0,77.0,100.0,0.09,0.04,0.13,0.09,0.13,0.14,0.09,0.23,0.14,0.23
153,173,Ayman Azhil,ma MAR,MF,Leverkusen,de Bundesliga,21,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,174,Sardar Azmoun,ir IRN,"FW,MF",Leverkusen,de Bundesliga,27,1995,23,8,927,10.3,4,1,5,4,0,0,1,0,3.5,3.5,2.5,6.0,11.0,32.0,45.0,0.39,0.1,0.49,0.39,0.49,0.34,0.24,0.58,0.34,0.58
