,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists,xAG,xA,A-xAG,Key_Passes,Passes_1/3,Passes_Penalty_Area,Crosses_Penalty_Area,Progressive_Passes,Matches
236,Daniel Batz,de GER,GK,Mainz 05,de Bundesliga,32,1991,4.0,104,153,68.0,2854,2094,18,19,94.7,53,55,96.4,33,79,41.8,0,0.0,0.0,0.0,0,5,0,0,0,Matches
237,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,23,2000,9.0,423,491,86.2,7834,2619,146,159,91.8,240,265,90.6,30,55,54.5,0,0.0,0.1,0.0,0,28,0,0,25,Matches
238,Elias Baum,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,17,2005,0.3,13,17,76.5,193,76,7,9,77.8,6,8,75.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
239,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,33,1990,34.0,1055,1412,74.7,29010,21712,217,219,99.1,508,513,99.0,318,664,47.9,1,0.2,0.1,+0.8,2,24,2,0,1,Matches
240,Christoph Baumgartner,at AUT,"MF,FW",RB Leipzig,de Bundesliga,23,1999,12.9,340,456,74.6,4651,1244,189,236,80.1,112,137,81.8,14,26,53.8,1,1.6,1.6,-0.6,16,31,12,1,47,Matches
241,Bebé,cv CPV,"MF,FW",Rayo Vallecano,es La Liga,33,1990,2.4,63,104,60.6,1125,323,32,43,74.4,21,30,70.0,9,27,33.3,0,0.2,0.5,-0.2,3,5,4,3,6,Matches
242,Ihlas Bebou,tg TOG,"FW,DF",Hoffenheim,de Bundesliga,29,1994,18.2,360,514,70.0,5117,1476,208,262,79.4,106,158,67.1,20,34,58.8,5,2.6,3.0,+2.4,15,9,15,4,38,Matches
243,Mohamed Bechikh,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,18,2005,0.2,5,5,100.0,83,0,2,2,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
244,Adrian Beck,de GER,"MF,FW",Heidenheim,de Bundesliga,26,1997,10.8,311,431,72.2,5102,1027,157,203,77.3,122,149,81.9,23,36,63.9,1,0.8,0.6,+0.2,11,25,5,0,29,Matches
245,Owen Beck,wls WAL,DF,Liverpool,eng Premier League,20,2002,0.1,3,4,75.0,31,1,2,3,66.7,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
246,Sheraldo Becker,sr SUR,"FW,MF",Real Sociedad,es La Liga,28,1995,8.6,154,243,63.4,2212,363,97,119,81.5,41,69,59.4,10,24,41.7,2,1.8,1.8,+0.2,8,1,10,3,13,Matches
247,Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,de Bundesliga,28,1995,7.2,183,280,65.4,3161,770,92,117,78.6,70,108,64.8,18,36,50.0,1,1.8,1.6,-0.8,12,15,12,7,20,Matches
248,Chris Bedia,ci CIV,"FW,MF",Union Berlin,de Bundesliga,27,1996,1.6,14,20,70.0,140,19,10,13,76.9,3,5,60.0,0,0,,0,0.2,0.2,-0.2,3,0,0,0,1,Matches
249,Donny van de Beek,nl NED,DF,Manchester Utd,eng Premier League,26,1997,0.0,1,1,100.0,7,0,1,1,100.0,0,0,,0,0,,0,0.1,0.0,-0.1,1,0,0,0,0,Matches
250,Donny van de Beek,nl NED,"MF,FW",Eint Frankfurt,de Bundesliga,26,1997,4.0,109,139,78.4,1428,365,67,75,89.3,30,38,78.9,3,6,50.0,0,0.4,0.6,-0.4,3,8,2,0,10,Matches
251,Yanis Begraoui,ma MAR,"FW,MF",Toulouse,fr Ligue 1,22,2001,3.3,70,97,72.2,881,201,37,45,82.2,26,36,72.2,0,2,0.0,0,0.1,0.1,-0.1,2,8,1,0,8,Matches
252,Kevin Behrens,de GER,FW,Wolfsburg,de Bundesliga,32,1991,6.8,112,175,64.0,1539,251,63,93,67.7,36,48,75.0,3,9,33.3,1,0.9,0.9,+0.1,8,9,8,1,17,Matches
253,Kevin Behrens,de GER,FW,Union Berlin,de Bundesliga,32,1991,14.0,215,336,64.0,3380,842,116,162,71.6,67,97,69.1,22,34,64.7,0,0.9,1.2,-0.9,16,24,7,0,45,Matches
254,Maximilian Beier,de GER,"FW,MF",Hoffenheim,de Bundesliga,20,2002,26.9,384,550,69.8,4753,790,241,299,80.6,101,152,66.4,7,17,41.2,1,2.4,3.0,-1.4,24,7,27,9,30,Matches
255,Jérémie Bela,ao ANG,"MF,FW",Clermont Foot,fr Ligue 1,30,1993,2.3,70,100,70.0,1031,311,37,46,80.4,26,38,68.4,4,8,50.0,0,0.1,0.2,-0.1,3,7,3,1,10,Matches
256,Reda Belahyane,fr FRA,MF,Hellas Verona,it Serie A,19,2004,1.0,23,25,92.0,298,88,14,14,100.0,6,6,100.0,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,4,Matches
257,Reda Belahyane,fr FRA,MF,Nice,fr Ligue 1,19,2004,0.3,13,15,86.7,183,17,9,10,90.0,4,4,100.0,0,0,,0,0.0,0.0,0.0,0,1,1,0,1,Matches
258,Amari'i Bell,jm JAM,DF,Luton Town,eng Premier League,29,1994,19.1,645,835,77.2,10680,4470,324,372,87.1,270,315,85.7,44,108,40.7,0,0.5,0.4,-0.5,8,63,8,0,76,Matches
259,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,31,1991,7.4,297,370,80.3,5526,2509,122,137,89.1,141,163,86.5,31,60,51.7,0,0.1,0.3,-0.1,1,16,3,1,23,Matches
260,Alaa Bellaarouch,ma MAR,GK,Strasbourg,fr Ligue 1,21,2002,15.0,352,504,69.8,9261,5681,63,63,100.0,189,196,96.4,97,238,40.8,0,0.0,0.0,0.0,1,11,1,0,0,Matches
261,Raoul Bellanova,it ITA,DF,Torino,it Serie A,23,2000,33.8,1232,1579,78.0,20583,5976,601,675,89.0,488,607,80.4,109,190,57.4,7,5.0,4.5,+2.0,52,61,47,37,98,Matches
262,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Wolves,eng Premier League,25,1998,10.6,241,314,76.8,3452,786,144,161,89.4,76,98,77.6,14,29,48.3,1,1.0,0.8,0.0,12,17,7,0,39,Matches
263,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,25,1998,3.0,67,96,69.8,1138,298,30,38,78.9,32,43,74.4,5,10,50.0,2,1.5,1.1,+0.5,3,10,1,0,11,Matches
264,Héctor Bellerín,es ESP,DF,Betis,es La Liga,28,1995,19.0,756,979,77.2,11447,4836,407,469,86.8,297,381,78.0,31,73,42.5,1,1.6,1.2,-0.6,15,56,15,4,81,Matches
265,Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,20,2003,25.7,1363,1543,88.3,19609,4025,856,930,92.0,387,428,90.4,76,90,84.4,6,5.3,4.3,+0.7,48,137,45,3,196,Matches
266,Jeanuël Belocian,fr FRA,DF,Rennes,fr Ligue 1,18,2005,16.1,759,862,88.1,14203,4121,239,273,87.5,415,452,91.8,74,94,78.7,1,0.4,0.3,+0.6,6,57,3,1,60,Matches
267,Andrea Belotti,it ITA,FW,Fiorentina,it Serie A,29,1993,10.5,133,201,66.2,1754,337,82,114,71.9,37,53,69.8,3,8,37.5,0,0.7,0.6,-0.7,5,7,4,1,15,Matches
268,Andrea Belotti,it ITA,FW,Roma,it Serie A,29,1993,7.5,115,155,74.2,1521,212,72,86,83.7,31,41,75.6,5,7,71.4,2,1.2,0.9,+0.8,8,2,1,0,8,Matches
269,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,24,1999,27.0,1180,1364,86.5,18451,5360,602,662,90.9,473,525,90.1,64,104,61.5,0,1.1,1.7,-1.1,18,120,15,2,134,Matches
270,Lucas Beltrán,ar ARG,"FW,MF",Fiorentina,it Serie A,22,2001,18.8,360,459,78.4,5213,1095,201,246,81.7,118,137,86.1,21,28,75.0,2,1.5,1.9,+0.5,25,25,19,0,49,Matches
271,Eliesse Ben Seghir,ma MAR,"MF,FW",Monaco,fr Ligue 1,18,2005,4.8,174,215,80.9,2671,572,90,104,86.5,63,75,84.0,9,18,50.0,1,0.5,0.6,+0.5,5,14,6,1,21,Matches
272,Anis Ben Slimane,tn TUN,MF,Sheffield Utd,eng Premier League,22,2001,4.7,92,139,66.2,1322,373,47,70,67.1,35,43,81.4,4,5,80.0,0,0.3,0.1,-0.3,3,6,2,0,12,Matches
273,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,32,1990,25.7,555,752,73.8,7382,1881,345,430,80.2,149,210,71.0,22,33,66.7,2,4.3,5.7,-2.3,37,53,34,1,96,Matches
274,Carlos Benavídez,uy URU,MF,Alavés,es La Liga,25,1998,12.6,321,459,69.9,5838,1863,147,179,82.1,130,178,73.0,37,84,44.0,1,0.5,0.7,+0.5,6,45,9,0,60,Matches
275,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,25,1997,12.8,711,818,86.9,10751,2872,388,414,93.7,251,286,87.8,41,68,60.3,2,2.5,1.6,-0.5,17,66,11,3,68,Matches
276,Saïd Benrahma,dz ALG,"FW,MF",West Ham,eng Premier League,27,1995,6.9,193,257,75.1,2587,504,116,138,84.1,56,76,73.7,8,15,53.3,1,1.4,0.8,-0.4,11,11,11,2,28,Matches
277,Saïd Benrahma,dz ALG,"FW,MF",Lyon,fr Ligue 1,27,1995,8.6,238,349,68.2,3752,1205,120,145,82.8,82,124,66.1,20,44,45.5,3,3.6,3.7,-0.6,23,16,21,11,34,Matches
278,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,28,1995,11.5,702,851,82.5,11465,3639,343,383,89.6,299,338,88.5,44,79,55.7,0,0.4,0.9,-0.4,6,62,9,1,75,Matches
279,Nabil Bentaleb,dz ALG,MF,Lille,fr Ligue 1,28,1994,21.9,1248,1454,85.8,22387,6885,519,584,88.9,545,606,89.9,144,199,72.4,3,0.9,0.8,+2.1,14,147,9,0,136,Matches
280,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,26,1997,11.2,674,800,84.3,10011,2610,384,426,90.1,244,282,86.5,29,41,70.7,1,0.5,1.1,+0.5,8,69,11,1,72,Matches
281,Daniel Bentley,eng ENG,GK,Wolves,eng Premier League,30,1993,4.3,96,144,66.7,2347,1661,30,30,100.0,37,37,100.0,28,76,36.8,0,0.0,0.0,0.0,0,2,0,0,0,Matches
282,Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,19,2003,11.2,867,968,89.6,15514,5185,309,354,87.3,482,513,94.0,56,72,77.8,0,0.2,0.2,-0.2,4,65,2,0,44,Matches
283,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,28,1994,15.9,409,641,63.8,8116,2265,185,241,76.8,140,204,68.6,73,140,52.1,3,3.0,2.5,0.0,27,48,29,6,83,Matches
