,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Tocuhes_Live_Balls,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Carries,Total_Distance,Progressive_Distance_Carried,Progressive_Carries,1/3_Carries,Carries_Penalty_Area,Miscontrols,Dispossessed,Passes_Received,Progressive_Passes_Received,Matches
645,David Datro Fofana,ci CIV,FW,Burnley,eng Premier League,20,2002,9.8,307,10,36,130,147,45,307,41,15,36.6,22,53.7,187,1226,527,21,9,11,37,20,222,39,Matches
646,David Datro Fofana,ci CIV,"FW,MF",Union Berlin,de Bundesliga,20,2002,7.6,288,6,21,98,176,42,288,49,19,38.8,26,53.1,180,1265,523,20,16,13,31,26,207,66,Matches
647,Juan David Cabal,co COL,DF,Hellas Verona,it Serie A,22,2001,16.6,1005,61,314,506,202,16,1005,24,12,50.0,9,37.5,412,1922,1152,26,17,1,22,11,467,48,Matches
648,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,23,2000,29.2,908,6,60,454,404,128,905,39,15,38.5,19,48.7,712,3779,1494,47,33,22,55,44,693,198,Matches
649,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,22,2000,22.9,1934,60,547,871,558,64,1934,122,70,57.4,47,38.5,1225,7683,4482,121,93,35,40,24,1339,139,Matches
650,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,30,1993,12.1,972,97,406,473,96,23,972,10,4,40.0,6,60.0,593,3265,2044,13,13,1,2,3,685,20,Matches
651,Tom Davies,eng ENG,MF,Sheffield Utd,eng Premier League,25,1998,2.5,142,9,44,65,34,5,142,8,2,25.0,5,62.5,67,381,167,3,2,1,3,4,76,3,Matches
652,Keinan Davis,eng ENG,"FW,MF",Udinese,it Serie A,25,1998,2.1,76,3,8,20,50,9,76,5,3,60.0,1,20.0,41,334,74,2,1,3,9,3,61,15,Matches
653,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,28,1995,23.8,1425,187,749,642,42,14,1425,5,4,80.0,1,20.0,749,3833,1819,11,8,0,13,5,787,5,Matches
654,Craig Dawson,eng ENG,DF,Wolves,eng Premier League,33,1990,24.5,1529,292,889,592,54,34,1529,3,3,100.0,0,0.0,896,4227,1932,1,7,0,5,2,997,4,Matches
655,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,32,1991,13.6,1103,2,35,354,724,86,1103,33,10,30.3,21,63.6,633,2916,1647,47,40,12,13,20,833,133,Matches
656,Charles De Ketelaere,be BEL,"FW,MF",Atalanta,it Serie A,22,2001,22.5,1098,10,60,442,612,133,1097,88,40,45.5,35,39.8,669,4241,2121,88,51,41,83,54,835,219,Matches
657,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,29,1994,23.1,1768,27,274,1054,460,40,1768,55,28,50.9,20,36.4,1188,7372,3718,73,60,11,33,13,1395,55,Matches
658,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,30,1992,0.5,25,1,10,13,2,0,25,0,0,,0,,15,50,15,0,2,0,1,0,15,1,Matches
659,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,35,1988,7.5,499,32,202,226,75,2,499,0,0,,0,,256,1526,732,14,4,0,4,1,320,12,Matches
660,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,25,1998,20.3,1255,79,375,613,276,10,1255,15,5,33.3,9,60.0,809,4641,1984,23,30,1,14,7,742,66,Matches
661,Koni De Winter,be BEL,DF,Genoa,it Serie A,21,2002,26.4,1497,190,731,655,120,23,1497,9,7,77.8,2,22.2,853,4867,2480,21,13,1,25,10,913,15,Matches
662,Grégoire Defrel,mq MTQ,"FW,MF",Sassuolo,it Serie A,32,1991,8.4,310,7,47,141,125,19,310,13,4,30.8,8,61.5,181,1001,348,7,7,2,15,15,219,42,Matches
663,Alessandro Deiola,it ITA,MF,Cagliari,it Serie A,27,1995,17.9,700,42,175,376,153,24,700,10,5,50.0,3,30.0,272,1230,473,9,5,0,10,15,369,21,Matches
664,Romain Del Castillo,fr FRA,FW,Brest,fr Ligue 1,27,1996,27.7,1800,5,122,780,936,71,1797,160,75,46.9,77,48.1,1306,7721,3294,101,95,21,65,52,1240,287,Matches
665,Thomas Delaine,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,31,1992,22.7,1097,59,304,415,386,26,1097,33,19,57.6,14,42.4,692,4524,2037,63,45,5,33,11,627,151,Matches
666,Sacha Delaye,fr FRA,"MF,FW",Montpellier,fr Ligue 1,21,2002,1.4,72,0,8,24,41,9,72,3,2,66.7,1,33.3,48,284,132,2,4,1,6,0,45,8,Matches
667,Hannes Delcroix,be BEL,DF,Burnley,eng Premier League,24,1999,6.5,419,42,175,204,40,4,419,6,3,50.0,2,33.3,241,847,451,2,2,0,5,3,268,6,Matches
668,Alessandro Dellavalle,it ITA,DF,Torino,it Serie A,19,2004,0.2,8,1,4,4,0,0,8,0,0,,0,,4,29,2,0,0,0,0,0,3,0,Matches
669,Olivier Deman,be BEL,DF,Werder Bremen,de Bundesliga,23,2000,15.2,921,65,318,412,201,28,921,17,10,58.8,6,35.3,447,2075,1023,26,11,6,24,6,505,53,Matches
670,Karamoko Dembele,sct SCO,"MF,FW",Brest,fr Ligue 1,20,2003,0.2,13,0,0,3,10,1,13,0,0,,0,,12,75,32,0,2,0,2,2,12,3,Matches
671,Ousmane Dembélé,fr FRA,"MF,FW",Paris S-G,fr Ligue 1,26,1997,16.7,1256,6,56,500,726,97,1256,139,65,46.8,67,48.2,1069,8120,4413,160,105,53,37,24,1045,247,Matches
672,Jessy Deminguet,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,25,1998,7.7,334,10,67,199,75,8,334,7,2,28.6,4,57.1,238,1408,438,7,10,1,11,5,209,13,Matches
673,Ermedin Demirović,ba BIH,"FW,MF",Augsburg,de Bundesliga,25,1998,31.9,937,27,92,388,468,164,933,65,29,44.6,31,47.7,482,2426,890,28,20,11,77,39,581,167,Matches
674,Diego Demme,de GER,MF,Napoli,it Serie A,31,1991,0.8,81,2,14,45,22,4,81,2,0,0.0,2,100.0,50,289,169,3,4,0,0,0,65,0,Matches
675,Sepp van den Berg,nl NED,DF,Mainz 05,de Bundesliga,21,2001,31.5,1872,229,964,845,74,34,1872,5,4,80.0,1,20.0,720,3108,1384,7,4,0,11,4,912,6,Matches
676,Leander Dendoncker,be BEL,MF,Aston Villa,eng Premier League,28,1995,1.3,80,4,31,39,12,2,80,0,0,,0,,36,124,27,0,1,0,2,1,39,2,Matches
677,Leander Dendoncker,be BEL,MF,Napoli,it Serie A,28,1995,0.3,31,0,7,22,2,0,31,0,0,,0,,15,39,20,0,0,0,2,1,25,0,Matches
678,Rémy Descamps,fr FRA,GK,Nantes,fr Ligue 1,27,1996,6.0,237,209,237,0,0,0,237,0,0,,0,,132,787,511,0,0,0,0,0,76,0,Matches
679,Mikkel Desler,dk DEN,DF,Toulouse,fr Ligue 1,28,1995,17.2,1119,56,274,533,320,37,1119,24,14,58.3,8,33.3,702,3760,1657,30,27,9,18,10,663,96,Matches
680,Arthur Desmas,fr FRA,GK,Le Havre,fr Ligue 1,29,1994,33.0,1020,830,1014,6,0,0,1020,0,0,,0,,644,3883,2466,0,0,0,1,0,376,0,Matches
681,Mattia Destro,it ITA,"FW,MF",Empoli,it Serie A,32,1991,4.1,107,1,7,55,46,18,107,4,1,25.0,1,25.0,53,267,114,4,3,3,11,2,78,19,Matches
682,Samuele Di Benedetto,de GER,MF,Stuttgart,de Bundesliga,18,2005,0.1,13,0,3,8,2,1,13,1,0,0.0,0,0.0,9,32,28,0,0,0,0,1,13,1,Matches
683,Federico Di Francesco,it ITA,"FW,MF",Lecce,it Serie A,29,1994,0.2,15,0,2,8,5,3,15,1,0,0.0,1,100.0,9,65,18,1,0,0,0,0,9,3,Matches
684,Raffaele Di Gennaro,it ITA,GK,Inter,it Serie A,29,1993,0.3,19,16,18,1,0,0,19,0,0,,0,,18,72,57,0,0,0,0,0,13,0,Matches
685,Michele Di Gregorio,it ITA,GK,Monza,it Serie A,26,1997,31.9,1439,1210,1426,14,0,0,1439,3,3,100.0,0,0.0,879,4769,2714,0,0,0,2,1,775,0,Matches
686,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,29,1993,35.9,3054,90,711,1445,921,129,3054,59,18,30.5,35,59.3,1815,8286,4442,95,63,16,28,23,2213,250,Matches
687,Alessandro Di Pardo,it ITA,"DF,MF",Cagliari,it Serie A,24,1999,4.0,214,12,59,84,72,3,214,6,1,16.7,5,83.3,99,480,223,6,2,0,1,4,106,19,Matches
688,Boulaye Dia,sn SEN,"FW,MF",Salernitana,it Serie A,26,1996,12.7,382,14,44,185,162,35,381,43,14,32.6,27,62.8,276,1722,648,18,17,6,37,28,296,57,Matches
689,Moussa Diaby,fr FRA,"FW,MF",Aston Villa,eng Premier League,24,1999,24.2,824,12,69,298,470,136,824,70,29,41.4,37,52.9,568,3926,2013,94,43,39,33,30,620,183,Matches
690,Lamine Diack,sn SEN,MF,Nantes,fr Ligue 1,22,2000,0.0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
691,Mouctar Diakhaby,gn GUI,"DF,MF",Valencia,es La Liga,26,1996,11.9,683,95,363,294,31,7,683,5,4,80.0,1,20.0,388,1858,866,7,6,0,9,4,414,1,Matches
692,Mamadou Diakhon,fr FRA,"FW,MF",Reims,fr Ligue 1,17,2005,2.3,87,4,17,33,40,5,87,20,6,30.0,10,50.0,63,620,278,11,2,5,7,2,57,16,Matches
693,Bafodé Diakité,fr FRA,DF,Lille,fr Ligue 1,22,2001,18.8,1464,105,502,846,123,31,1464,8,5,62.5,3,37.5,1127,5724,2977,15,15,2,8,5,1067,16,Matches
694,Ibrahim Diakité,gn GUI,DF,Reims,fr Ligue 1,19,2003,1.2,100,5,30,40,31,2,100,5,2,40.0,3,60.0,57,385,192,7,5,1,1,0,46,9,Matches
695,Moussa Diakité,ml MLI,MF,Cádiz,es La Liga,19,2003,0.0,1,0,1,0,0,0,1,1,0,0.0,1,100.0,1,3,0,0,0,0,0,0,0,0,Matches
696,Oumar Diakité,ci CIV,FW,Reims,fr Ligue 1,19,2003,17.6,546,13,55,233,271,89,545,62,25,40.3,34,54.8,380,2557,789,29,21,21,69,28,370,107,Matches
697,Amad Diallo,ci CIV,"FW,MF",Manchester Utd,eng Premier League,21,2002,4.3,230,8,28,94,109,24,230,23,11,47.8,10,43.5,146,1034,355,11,12,4,7,14,163,31,Matches
698,Amadou Diallo,eng ENG,MF,Newcastle Utd,eng Premier League,20,2003,0.0,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,1,0,Matches
699,Assane Diao,es ESP,FW,Betis,es La Liga,17,2005,11.6,478,10,53,190,251,49,478,55,18,32.7,28,50.9,309,2486,935,33,25,14,60,35,344,101,Matches
700,Habib Diarra,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,19,2004,25.6,1107,30,202,623,308,30,1106,60,33,55.0,20,33.3,859,5471,2388,59,62,10,37,28,786,88,Matches
701,Moussa Diarra,ml MLI,DF,Toulouse,fr Ligue 1,22,2000,15.5,857,80,312,429,123,10,857,9,5,55.6,3,33.3,528,2705,1283,18,18,2,22,6,479,12,Matches
702,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,26,1997,28.4,2877,231,1002,1600,282,34,2877,1,0,0.0,1,100.0,1996,10862,6693,34,70,1,10,7,2301,16,Matches
703,Krépin Diatta,sn SEN,"DF,FW",Monaco,fr Ligue 1,24,1999,13.4,947,23,154,478,330,21,947,45,29,64.4,14,31.1,586,3880,1707,48,30,10,24,20,545,95,Matches
704,Mory Diaw,sn SEN,GK,Clermont Foot,fr Ligue 1,30,1993,30.0,1352,1016,1316,37,0,0,1352,4,3,75.0,1,25.0,971,5154,3362,0,0,0,2,0,655,0,Matches
705,Mahamadou Diawara,fr FRA,MF,Lyon,fr Ligue 1,18,2005,4.0,194,9,32,104,60,12,194,6,4,66.7,1,16.7,153,980,522,13,13,2,7,7,139,14,Matches
706,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,es La Liga,23,1999,17.2,971,8,51,400,540,93,971,109,55,50.5,49,45.0,694,4465,2408,76,61,32,48,42,801,166,Matches
707,Luis Díaz,co COL,FW,Liverpool,eng Premier League,26,1997,29.2,1453,10,94,529,858,219,1453,140,67,47.9,57,40.7,1017,7500,3690,137,77,70,69,72,1128,302,Matches
708,Víctor Díaz,es ESP,"DF,MF",Granada,es La Liga,35,1988,1.8,93,8,57,35,2,1,93,1,1,100.0,0,0.0,39,148,85,0,0,0,2,0,48,0,Matches
709,Famara Diedhiou,sn SEN,"FW,MF",Granada,es La Liga,30,1992,1.0,68,5,7,20,41,10,68,5,4,80.0,1,20.0,40,241,99,5,3,2,12,2,53,19,Matches
710,Justin Diehl,de GER,"FW,MF",Köln,de Bundesliga,18,2004,1.9,96,2,11,31,54,10,96,15,8,53.3,6,40.0,55,500,204,6,2,5,9,1,57,17,Matches
711,Bamba Dieng,sn SEN,FW,Lorient,fr Ligue 1,23,2000,6.1,188,7,14,95,79,31,188,11,3,27.3,7,63.6,127,697,183,5,2,3,20,10,137,44,Matches
712,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,29,1994,2.2,164,38,106,57,2,2,164,0,0,,0,,97,291,119,0,0,0,1,0,112,0,Matches
713,Eric Dier,eng ENG,DF,Bayern Munich,de Bundesliga,29,1994,13.0,1249,140,538,669,47,12,1249,1,1,100.0,0,0.0,797,3983,2204,8,13,0,2,0,945,1,Matches
714,Guillaume Dietsch,fr FRA,GK,Metz,fr Ligue 1,22,2001,0.8,28,19,28,0,0,0,28,0,0,,0,,12,72,49,0,0,0,0,0,9,0,Matches
715,Florian Dietz,de GER,"FW,MF",Köln,de Bundesliga,24,1998,0.8,32,0,2,17,13,5,32,0,0,,0,,17,39,3,0,1,0,2,0,22,8,Matches
716,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,30,1993,26.8,1590,71,468,541,593,56,1590,33,10,30.3,16,48.5,840,3630,1786,42,19,4,16,15,925,200,Matches
717,Federico Dimarco,it ITA,DF,Inter,it Serie A,25,1997,23.1,1538,35,340,572,641,74,1538,18,6,33.3,12,66.7,841,3487,1924,51,34,10,29,7,1057,198,Matches
718,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,29,1993,37.0,1271,1053,1259,12,0,0,1271,1,1,100.0,0,0.0,637,3664,2248,0,0,0,0,0,510,0,Matches
719,Junior Dina Ebimbe,fr FRA,"MF,DF",Eint Frankfurt,de Bundesliga,22,2000,21.7,1256,54,230,616,431,94,1256,90,42,46.7,44,48.9,687,3618,1760,57,32,25,59,30,831,157,Matches
720,Eren Dinkçi,de GER,"FW,MF",Heidenheim,de Bundesliga,21,2001,29.4,1187,24,182,576,468,76,1187,95,41,43.2,46,48.4,675,4819,2416,85,59,22,98,46,773,143,Matches
721,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,22,2001,9.9,654,75,292,334,35,7,654,4,1,25.0,1,25.0,505,2509,1321,5,8,1,6,2,441,0,Matches
722,Edan Diop,fr FRA,"MF,DF",Monaco,fr Ligue 1,18,2004,1.8,122,5,37,54,33,3,122,2,1,50.0,1,50.0,85,374,157,4,3,0,3,1,80,11,Matches
723,Issa Diop,fr FRA,DF,Fulham,eng Premier League,26,1997,15.8,1258,168,669,568,24,7,1258,1,1,100.0,0,0.0,794,4396,2661,11,8,0,3,5,884,1,Matches
724,Sofiane Diop,fr FRA,FW,Nice,fr Ligue 1,23,2000,5.5,249,5,42,100,118,16,249,22,6,27.3,16,72.7,190,1329,589,20,18,6,15,9,177,43,Matches
725,Andy Diouf,fr FRA,MF,Lens,fr Ligue 1,20,2003,14.6,908,17,114,478,336,23,908,58,30,51.7,26,44.8,685,4841,2511,63,48,8,29,30,640,55,Matches
726,Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,23,1999,34.0,1372,1013,1354,19,0,0,1372,3,3,100.0,0,0.0,1061,4997,2703,0,0,0,1,0,775,0,Matches
727,Axel Disasi,fr FRA,DF,Chelsea,eng Premier League,25,1998,28.7,2496,291,1193,1140,175,24,2496,22,12,54.5,5,22.7,1613,7182,4223,30,20,3,16,12,1892,21,Matches
728,Tiago Djaló,pt POR,DF,Juventus,it Serie A,23,2000,0.2,15,5,8,7,1,1,15,1,1,100.0,0,0.0,8,104,64,1,1,1,0,0,9,0,Matches
729,Chaim El Djebali,tn TUN,MF,Lyon,fr Ligue 1,19,2004,0.1,10,0,0,5,5,0,10,1,0,0.0,1,100.0,9,50,35,1,1,0,0,0,10,0,Matches
730,Djené,tg TOG,"DF,MF",Getafe,es La Liga,31,1991,27.6,1363,112,510,704,169,12,1363,25,18,72.0,3,12.0,661,3334,1637,13,14,1,24,13,690,19,Matches
731,Koffi Djidji,ci CIV,DF,Torino,it Serie A,30,1992,8.4,502,43,239,237,29,1,502,6,3,50.0,3,50.0,309,1128,436,4,4,1,5,2,326,3,Matches
732,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,30,1993,31.5,1962,217,1054,823,96,26,1962,2,1,50.0,1,50.0,953,4836,2044,6,10,0,7,3,1167,10,Matches
733,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,31,1992,13.0,429,363,425,4,0,0,429,1,1,100.0,0,0.0,234,1097,625,0,0,0,0,0,190,0,Matches
734,Ben Doak,sct SCO,FW,Liverpool,eng Premier League,17,2005,0.2,6,0,0,2,4,0,6,0,0,,0,,4,7,2,0,0,0,2,0,4,0,Matches
735,Ritsu Doan,jp JPN,"DF,MF",Freiburg,de Bundesliga,25,1998,25.0,1038,39,183,455,417,64,1038,115,53,46.1,55,47.8,590,3301,1706,49,41,9,47,36,670,139,Matches
736,Lewis Dobbin,eng ENG,MF,Everton,eng Premier League,20,2003,2.6,127,0,24,42,65,11,127,21,6,28.6,15,71.4,89,622,211,6,11,4,12,6,80,20,Matches
737,Dodô,br BRA,DF,Fiorentina,it Serie A,24,1998,5.8,391,20,97,201,97,7,391,18,10,55.6,5,27.8,244,1563,857,20,10,4,9,1,251,21,Matches
738,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,25,1998,24.0,1225,154,634,537,58,25,1225,4,2,50.0,0,0.0,585,2763,1599,7,16,1,9,2,726,6,Matches
739,Matt Doherty,ie IRL,"DF,MF",Wolves,eng Premier League,31,1992,12.8,811,60,274,336,205,31,811,14,6,42.9,7,50.0,325,1293,597,12,8,3,17,6,481,64,Matches
740,Josh Doig,sct SCO,DF,Hellas Verona,it Serie A,21,2002,9.2,426,21,125,201,106,13,426,21,10,47.6,9,42.9,216,1407,637,23,16,3,16,5,237,22,Matches
741,Josh Doig,sct SCO,DF,Sassuolo,it Serie A,21,2002,14.9,758,44,241,320,203,10,758,23,4,17.4,18,78.3,294,2111,934,30,17,2,20,10,323,45,Matches
742,Jeremy Doku,be BEL,"FW,MF",Manchester City,eng Premier League,21,2002,17.7,1161,5,76,275,825,226,1161,169,87,51.5,64,37.9,879,7535,4884,218,61,147,52,37,937,295,Matches
743,Jeremy Doku,be BEL,FW,Rennes,fr Ligue 1,21,2002,1.2,61,1,6,17,44,12,61,9,9,100.0,0,0.0,60,627,342,11,6,7,2,2,54,19,Matches
744,Jaume Doménech,es ESP,GK,Valencia,es La Liga,32,1990,0.9,37,32,37,0,0,0,37,0,0,,0,,18,79,41,0,0,0,0,0,10,0,Matches
745,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,22,2001,17.6,1068,110,498,515,63,10,1068,2,2,100.0,0,0.0,592,2792,1490,11,11,1,17,2,629,3,Matches
746,Mario Dominguez,es ESP,FW,Valencia,es La Liga,19,2004,0.3,10,0,0,2,8,2,10,0,0,,0,,4,9,2,0,0,0,2,0,9,1,Matches
747,Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,eng Premier League,25,1998,16.6,1049,39,266,542,248,33,1049,17,7,41.2,8,47.1,492,2030,1106,14,13,2,21,7,628,43,Matches
748,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,25,1998,1.1,103,2,23,69,12,0,103,0,0,,0,,39,210,116,1,2,0,1,3,79,3,Matches
749,Giulio Donati,it ITA,DF,Monza,it Serie A,33,1990,0.4,51,0,11,25,15,1,51,0,0,,0,,30,120,58,0,2,0,3,0,39,5,Matches
750,Jamie Donley,eng ENG,FW,Tottenham,eng Premier League,18,2005,0.0,7,2,4,2,1,0,7,1,0,0.0,1,100.0,2,9,8,0,0,0,0,1,1,0,Matches
751,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,24,1999,24.1,842,739,838,4,0,0,842,1,1,100.0,0,0.0,622,2547,1432,0,0,0,1,0,459,0,Matches
752,Patrick Dorgu,dk DEN,"DF,MF",Lecce,it Serie A,18,2004,17.4,949,57,263,431,265,32,949,38,15,39.5,16,42.1,535,2892,1460,37,34,4,41,20,567,86,Matches
753,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,25,1998,15.4,796,61,252,467,85,2,796,11,7,63.6,3,27.3,436,2039,801,12,8,1,21,10,470,12,Matches
754,Alberto Dossena,it ITA,DF,Cagliari,it Serie A,24,1998,33.1,1720,270,930,748,55,35,1720,8,5,62.5,3,37.5,774,3763,2159,9,6,0,22,10,849,2,Matches
755,Carlos Dotor,es ESP,MF,Celta Vigo,es La Liga,22,2001,7.9,414,14,89,237,93,8,414,3,3,100.0,0,0.0,203,883,348,3,6,0,13,9,282,12,Matches
756,Abdoulaye Doucouré,ml MLI,"FW,MF",Everton,eng Premier League,30,1993,29.2,1190,36,188,523,495,100,1190,48,25,52.1,21,43.8,635,3292,1692,55,37,17,61,42,800,140,Matches
757,Cheick Doucouré,ml MLI,MF,Crystal Palace,eng Premier League,23,2000,10.2,545,25,145,312,97,7,545,13,10,76.9,3,23.1,276,1153,579,9,9,1,16,8,318,5,Matches
758,Siriné Doucouré,ml MLI,FW,Lorient,fr Ligue 1,21,2002,4.7,181,7,10,83,89,35,181,25,13,52.0,11,44.0,122,787,315,14,7,12,30,10,135,35,Matches
759,Désiré Doué,fr FRA,"MF,FW",Rennes,fr Ligue 1,18,2005,18.1,1056,14,124,442,512,70,1056,106,64,60.4,31,29.2,828,6050,2891,78,73,29,58,44,827,172,Matches
760,Guela Doué,ci CIV,DF,Rennes,fr Ligue 1,20,2002,13.7,843,66,270,338,246,24,843,29,20,69.0,7,24.1,509,3429,1708,41,41,9,19,15,442,85,Matches
761,Alfie Doughty,eng ENG,DF,Luton Town,eng Premier League,23,1999,32.5,1998,102,541,665,818,76,1998,67,33,49.3,24,35.8,897,5522,2794,94,52,28,51,13,968,164,Matches
762,Douglas,br BRA,MF,Nantes,fr Ligue 1,26,1997,19.7,1248,66,310,757,195,14,1248,8,2,25.0,4,50.0,892,4287,1756,12,16,1,16,8,806,18,Matches
763,Ismaël Doukouré,fr FRA,"MF,DF",Strasbourg,fr Ligue 1,20,2003,18.4,919,56,273,585,72,2,919,31,22,71.0,9,29.0,672,3877,1720,15,16,0,11,24,607,7,Matches
764,Kamory Doumbia,ml MLI,MF,Brest,fr Ligue 1,20,2003,9.8,641,10,76,357,220,37,641,29,13,44.8,15,51.7,482,2648,1049,22,22,6,32,18,449,43,Matches
765,Anastasios Douvikas,gr GRE,FW,Celta Vigo,es La Liga,23,1999,10.1,292,10,25,123,145,49,292,22,9,40.9,11,50.0,172,842,319,10,6,6,38,20,218,53,Matches
766,Artem Dovbyk,ua UKR,FW,Girona,es La Liga,26,1997,28.7,606,19,36,230,341,185,598,25,17,68.0,8,32.0,351,1294,449,18,7,16,50,39,487,118,Matches
767,Nikola Dovedan,at AUT,"MF,FW",Heidenheim,de Bundesliga,29,1994,7.3,311,3,46,163,109,24,311,23,8,34.8,13,56.5,185,997,453,12,11,4,25,15,198,25,Matches
768,Damion Downs,de GER,"FW,MF",Köln,de Bundesliga,19,2004,2.0,52,1,4,21,27,8,52,4,1,25.0,3,75.0,22,89,37,1,1,1,2,1,32,5,Matches
769,Tommy Doyle,eng ENG,MF,Wolves,eng Premier League,21,2001,13.6,1061,40,265,620,182,6,1061,3,1,33.3,1,33.3,637,3091,1408,21,17,2,7,7,766,17,Matches
770,Radu Drăgușin,ro ROU,DF,Tottenham,eng Premier League,21,2002,4.8,411,44,217,189,7,2,411,3,1,33.3,1,33.3,284,1550,738,5,2,1,1,1,312,1,Matches
771,Radu Drăgușin,ro ROU,DF,Genoa,it Serie A,21,2002,19.0,909,173,487,347,80,28,909,1,0,0.0,1,100.0,447,1898,922,6,6,1,5,4,495,13,Matches
772,Dion Drena Beljo,hr CRO,"FW,MF",Augsburg,de Bundesliga,21,2002,6.5,239,5,24,92,126,38,239,24,11,45.8,10,41.7,133,963,402,16,13,6,24,5,178,35,Matches
773,Tim Drexler,de GER,DF,Hoffenheim,de Bundesliga,18,2005,6.4,417,35,197,208,13,4,417,5,1,20.0,3,60.0,263,1190,603,6,2,0,4,1,289,0,Matches
774,Domingos Duarte,pt POR,DF,Getafe,es La Liga,28,1995,10.1,453,45,173,264,20,6,453,3,1,33.3,1,33.3,211,1150,728,7,1,0,5,2,236,0,Matches
775,Rubén Duarte,es ESP,DF,Alavés,es La Liga,27,1995,20.9,1024,88,405,429,197,12,1024,5,3,60.0,1,20.0,395,1913,981,16,15,2,10,4,468,39,Matches
776,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,34,1989,22.1,709,604,702,7,0,0,709,0,0,,0,,378,2050,1374,0,0,0,3,0,260,0,Matches
777,Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,29,1994,30.0,1166,25,81,531,559,110,1160,28,12,42.9,16,57.1,586,2105,834,17,20,7,53,17,779,150,Matches
778,Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,28,1994,27.3,1473,52,271,898,331,19,1472,38,21,55.3,13,34.2,776,4107,1556,34,29,6,49,24,804,47,Matches
779,Denzel Dumfries,nl NED,DF,Inter,it Serie A,27,1996,18.2,977,32,231,385,367,73,977,33,14,42.4,12,36.4,502,2532,1121,50,19,11,29,9,626,147,Matches
780,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,31,1991,0.2,26,3,7,16,3,1,26,0,0,,0,,12,54,33,1,0,0,0,0,20,0,Matches
781,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,30,1993,21.0,1184,26,157,698,343,17,1184,40,20,50.0,16,40.0,634,2974,1442,23,26,3,18,19,777,47,Matches
782,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,31,1991,31.9,3481,554,1811,1542,145,51,3481,8,5,62.5,2,25.0,2417,10752,5605,33,18,2,9,2,2681,13,Matches
783,Jhon Durán,co COL,"FW,MF",Aston Villa,eng Premier League,19,2003,5.3,189,8,22,90,80,27,189,5,2,40.0,3,60.0,102,508,206,9,5,5,16,14,138,25,Matches
784,Julien Duranville,be BEL,"FW,MF",Dortmund,de Bundesliga,17,2006,0.1,14,0,1,6,7,1,14,5,3,60.0,2,40.0,12,57,26,2,1,1,3,4,13,1,Matches
785,Hugo Duro,es ESP,FW,Valencia,es La Liga,23,1999,33.1,913,36,92,416,418,123,913,41,13,31.7,22,53.7,512,2033,782,27,20,13,94,38,666,157,Matches
786,Jean-Kevin Duverne,ht HAI,DF,Nantes,fr Ligue 1,26,1997,15.0,894,53,324,444,133,6,894,15,9,60.0,6,40.0,621,3240,1644,18,28,1,21,8,556,23,Matches
