,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes_Attempted,Live_Ball_Passes,Dead_Ball_Passes,Free_Kick_Passes,Through_Balls,Switches,Crosses,Throw_Ins_Taken,Corner_Kicks,In_Corner_Kicks,Out_Corner_Kicks,Str_Corner_Kicks,Passes_Cmp,Passes_Off,Passes_Blocked,Matches
816,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,20,2003,23.1,294,278,16,1,0,0,1,1,0,0,0,0,215,0,10,Matches
817,Emerson,br BRA,DF,Tottenham,eng Premier League,24,1999,12.9,1038,915,122,45,1,2,14,75,0,0,0,0,937,1,23,Matches
818,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,26,1997,28.6,318,271,47,0,2,2,4,3,0,0,0,0,205,0,13,Matches
819,Julio Enciso,py PAR,"MF,FW",Brighton,eng Premier League,19,2004,5.3,178,168,8,2,2,0,8,1,2,0,0,0,132,2,5,Matches
820,Wataru Endo,jp JPN,MF,Liverpool,eng Premier League,30,1993,19.1,1315,1295,16,13,5,1,4,2,0,0,0,0,1157,4,19,Matches
821,Arne Engels,be BEL,"MF,DF",Augsburg,de Bundesliga,19,2003,15.6,587,498,85,19,3,9,80,30,36,20,13,0,394,4,23,Matches
822,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,31,1992,12.7,805,745,55,25,5,9,43,3,26,12,8,2,648,5,13,Matches
823,Martin Erlic,hr CRO,DF,Sassuolo,it Serie A,25,1998,29.1,1214,1144,68,53,0,13,5,7,0,0,0,0,972,2,7,Matches
824,Gonzalo Escalante,ar ARG,MF,Cádiz,es La Liga,30,1993,18.9,711,689,15,7,2,2,5,1,0,0,0,0,537,7,12,Matches
825,Aarón Escandell,es ESP,GK,Las Palmas,es La Liga,27,1995,1.7,86,65,20,8,0,0,0,0,0,0,0,0,64,1,0,Matches
826,Alfonso Espino,uy URU,DF,Rayo Vallecano,es La Liga,31,1992,27.9,1423,1132,288,28,2,5,50,260,0,0,0,0,1061,3,41,Matches
827,Bernardo Espinosa,co COL,DF,Girona,es La Liga,34,1989,0.0,8,8,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
828,Maxime Estève,fr FRA,DF,Burnley,eng Premier League,21,2002,14.5,821,754,66,13,1,3,5,5,0,0,0,0,690,1,10,Matches
829,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,21,2002,11.1,369,340,29,11,1,2,2,14,0,0,0,0,289,0,5,Matches
830,Oscar Estupiñan,co COL,FW,Metz,fr Ligue 1,26,1996,2.9,61,54,5,0,0,0,1,0,0,0,0,0,41,2,1,Matches
831,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,25,1998,13.8,962,851,107,22,1,3,65,73,12,6,2,0,809,4,20,Matches
832,Karl Etta,cm CMR,FW,Cádiz,es La Liga,19,2004,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
833,Jonny Evans,nir NIR,DF,Manchester Utd,eng Premier League,35,1988,15.5,833,779,51,18,1,0,0,3,0,0,0,0,730,3,7,Matches
834,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,25,1998,22.8,909,759,144,54,7,6,107,5,71,30,23,3,700,6,20,Matches
835,Abdessamad Ezzalzouli,ma MAR,"FW,MF",Barcelona,es La Liga,21,2001,0.8,37,32,5,0,0,0,7,4,1,1,0,0,23,0,1,Matches
836,Abdessamad Ezzalzouli,ma MAR,FW,Betis,es La Liga,21,2001,9.6,353,340,11,3,3,2,33,5,3,1,1,0,232,2,20,Matches
837,Giovanni Fabbian,it ITA,"MF,FW",Bologna,it Serie A,20,2003,11.7,287,282,5,3,1,1,4,2,0,0,0,0,225,0,7,Matches
838,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,38,1985,8.0,239,161,77,21,0,3,0,0,0,0,0,0,160,1,1,Matches
839,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,22,2001,4.9,223,202,21,6,1,4,19,3,10,1,7,0,193,0,2,Matches
840,Romain Faivre,fr FRA,"MF,FW",Bournemouth,eng Premier League,25,1998,0.5,26,25,1,1,0,0,3,0,0,0,0,0,19,0,0,Matches
841,Romain Faivre,fr FRA,"MF,FW",Lorient,fr Ligue 1,25,1998,16.1,601,546,54,19,2,2,38,4,25,11,3,0,495,1,9,Matches
842,Ilhan Fakili,fr FRA,"MF,FW",Clermont Foot,fr Ligue 1,17,2006,1.0,23,22,1,0,0,0,1,0,1,1,0,0,18,0,0,Matches
843,Radamel Falcao,co COL,"FW,DF",Rayo Vallecano,es La Liga,37,1986,4.5,110,103,7,1,1,0,1,2,0,0,0,0,92,0,1,Matches
844,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,28,1995,38.0,1145,836,305,57,0,2,0,0,0,0,0,0,778,4,0,Matches
845,Fali,es ESP,DF,Cádiz,es La Liga,29,1993,28.3,1050,989,54,49,5,21,10,0,0,0,0,0,799,7,7,Matches
846,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,31,1991,6.7,304,235,65,4,1,4,19,59,2,0,1,0,228,4,6,Matches
847,Davide Faraoni,it ITA,DF,Fiorentina,it Serie A,31,1991,4.4,248,200,47,5,1,0,17,41,1,0,1,0,190,1,7,Matches
848,Ansu Fati,es ESP,"MF,FW",Brighton,eng Premier League,20,2002,5.8,210,203,4,2,1,1,3,0,0,0,0,0,178,3,10,Matches
849,Ansu Fati,es ESP,"MF,FW",Barcelona,es La Liga,20,2002,0.6,28,25,3,1,0,0,0,1,1,0,0,0,24,0,0,Matches
850,Khalil Fayad,fr FRA,"FW,MF",Montpellier,fr Ligue 1,19,2004,11.4,345,333,10,4,1,4,13,4,0,0,0,0,276,2,6,Matches
851,Federico Fazio,ar ARG,DF,Salernitana,it Serie A,36,1987,15.1,587,540,44,34,0,2,0,8,0,0,0,0,440,3,5,Matches
852,Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,20,2003,13.7,499,445,52,23,4,1,54,4,24,7,13,0,343,2,19,Matches
853,Nabil Fekir,fr FRA,"MF,FW",Betis,es La Liga,30,1993,11.7,611,534,73,29,3,5,56,3,34,13,17,0,482,4,16,Matches
854,Felipe,br BRA,DF,Nott'ham Forest,eng Premier League,34,1989,4.2,215,206,8,7,0,1,0,1,0,0,0,0,183,1,1,Matches
855,Luiz Felipe,it ITA,DF,Betis,es La Liga,26,1997,4.0,169,163,4,4,0,0,0,0,0,0,0,0,151,2,0,Matches
856,João Félix,pt POR,FW,Barcelona,es La Liga,23,1999,17.1,663,631,25,5,8,7,17,12,8,4,0,0,538,7,13,Matches
857,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,25,1997,32.5,1658,1562,91,45,0,11,3,4,0,0,0,0,1349,5,6,Matches
858,Kiko Femenía,es ESP,DF,Villarreal,es La Liga,32,1991,17.6,1121,939,179,26,0,4,28,153,0,0,0,0,939,3,19,Matches
859,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,18,2004,15.2,303,269,32,0,1,0,1,0,0,0,0,0,244,2,13,Matches
860,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,23,1999,30.1,1778,1740,34,16,7,9,11,17,1,0,0,0,1571,4,37,Matches
861,Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,eng Premier League,28,1994,34.6,2180,1873,284,64,30,22,223,22,151,46,55,8,1590,23,62,Matches
862,Edimilson Fernandes,ch SUI,DF,Mainz 05,de Bundesliga,27,1996,14.3,801,705,90,44,2,10,53,18,28,15,9,1,615,6,9,Matches
863,Aitor Fernández,es ESP,GK,Osasuna,es La Liga,32,1991,6.1,198,147,49,27,0,0,0,0,0,0,0,0,127,2,0,Matches
864,Álex Fernández,es ESP,MF,Cádiz,es La Liga,30,1992,14.3,649,578,67,29,0,6,35,6,20,6,10,0,539,4,11,Matches
865,Carlos Fernández,es ESP,FW,Real Sociedad,es La Liga,27,1996,4.5,83,78,5,1,1,0,1,0,0,0,0,0,44,0,4,Matches
866,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,22,2001,24.5,1862,1756,89,52,21,28,45,5,22,4,7,0,1574,17,30,Matches
867,Raúl Fernández,es ESP,GK,Granada,es La Liga,35,1988,3.1,107,73,32,15,0,0,0,0,0,0,0,0,69,2,0,Matches
868,Valery Fernández,es ESP,"MF,FW",Girona,es La Liga,23,1999,5.6,221,211,10,0,1,0,13,10,0,0,0,0,188,0,4,Matches
869,Fernando,es ESP,GK,Almería,es La Liga,33,1990,4.0,160,123,36,10,0,0,0,0,0,0,0,0,110,1,0,Matches
870,Fernando,br BRA,MF,Sevilla,es La Liga,36,1987,5.1,242,233,8,8,1,3,4,0,0,0,0,0,209,1,2,Matches
871,Ichem Ferrah,fr FRA,FW,Lille,fr Ligue 1,17,2005,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
872,Andrea Ferraris,it ITA,MF,Monza,it Serie A,20,2003,0.1,4,3,1,0,0,0,0,1,0,0,0,0,4,0,0,Matches
873,André Ferreira,pt POR,GK,Granada,es La Liga,27,1996,14.9,498,331,167,57,0,0,0,0,0,0,0,0,359,0,1,Matches
874,João Ferreira,pt POR,DF,Udinese,it Serie A,22,2001,20.2,858,703,153,24,2,10,21,129,0,0,0,0,649,2,22,Matches
875,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,31,1992,22.6,1331,1299,32,19,5,8,38,11,2,0,0,0,1101,0,20,Matches
876,Nacho Ferri,es ESP,"FW,MF",Eint Frankfurt,de Bundesliga,18,2004,0.8,26,25,0,0,0,0,0,0,0,0,0,0,13,1,1,Matches
877,Rachad Fettal,ma MAR,FW,Almería,es La Liga,18,2005,0.2,6,5,0,0,0,0,0,0,0,0,0,0,4,1,0,Matches
878,Seydou Fini,it ITA,"DF,FW",Genoa,it Serie A,17,2006,0.4,14,12,2,0,0,0,1,2,0,0,0,0,9,0,0,Matches
879,Max Finkgräfe,de GER,"DF,FW",Köln,de Bundesliga,19,2004,19.5,859,662,196,17,1,8,61,172,7,3,3,0,598,1,35,Matches
880,Vincenzo Fiorillo,it ITA,GK,Salernitana,it Serie A,33,1990,4.0,128,59,67,13,0,0,0,0,0,0,0,0,53,2,0,Matches
881,Kilian Fischer,de GER,"DF,MF",Wolfsburg,de Bundesliga,22,2000,3.2,148,115,33,1,0,0,11,32,0,0,0,0,104,0,6,Matches
882,John Fleck,sct SCO,"MF,DF",Sheffield Utd,eng Premier League,31,1991,1.0,40,36,4,2,1,0,0,0,0,0,0,0,29,0,0,Matches
883,Mark Flekken,nl NED,GK,Brentford,eng Premier League,30,1993,36.5,1580,1122,455,166,0,5,0,0,0,0,0,0,1131,3,0,Matches
884,Alessandro Florenzi,it ITA,DF,Milan,it Serie A,32,1991,19.2,1277,1055,218,51,1,20,122,104,63,28,30,0,1055,4,16,Matches
885,Phil Foden,eng ENG,"FW,MF",Manchester City,eng Premier League,23,2000,31.7,1767,1684,79,19,15,6,89,4,50,26,14,0,1511,4,49,Matches
886,Wes Foderingham,eng ENG,GK,Sheffield Utd,eng Premier League,32,1991,29.4,1054,658,386,124,0,4,0,0,0,0,0,0,595,10,1,Matches
887,Malick Fofana,be BEL,FW,Lyon,fr Ligue 1,18,2005,6.2,180,175,5,0,0,0,20,5,0,0,0,0,143,0,8,Matches
888,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,24,1999,30.0,1789,1693,83,77,13,4,14,6,0,0,0,0,1453,13,30,Matches
889,Jonas Föhrenbach,de GER,DF,Heidenheim,de Bundesliga,27,1996,31.0,1462,1151,307,17,0,17,73,289,1,1,0,0,1046,4,38,Matches
890,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,28,1994,20.4,1069,865,192,8,0,0,37,184,0,0,0,0,862,12,27,Matches
891,Michael Folorunsho,it ITA,"MF,FW",Hellas Verona,it Serie A,25,1998,30.9,796,768,25,14,1,12,64,11,0,0,0,0,486,3,32,Matches
892,Tiago Fonseca Morais,pt POR,FW,Lille,fr Ligue 1,19,2003,0.5,15,13,2,0,0,0,1,0,2,1,0,0,11,0,0,Matches
893,Pablo Fornals,es ESP,"MF,FW",West Ham,eng Premier League,27,1996,4.7,210,204,6,2,0,2,8,2,0,0,0,0,162,0,6,Matches
894,Pablo Fornals,es ESP,"FW,MF",Betis,es La Liga,27,1996,12.8,672,625,43,5,3,5,51,12,26,12,11,0,500,4,28,Matches
895,Emil Forsberg,se SWE,"MF,FW",RB Leipzig,de Bundesliga,31,1991,5.2,199,190,7,1,0,3,8,0,5,3,2,0,163,2,6,Matches
896,Omari Forson,eng ENG,FW,Manchester Utd,eng Premier League,19,2004,0.8,33,32,1,0,0,0,0,0,0,0,0,0,30,0,1,Matches
897,Philipp Förster,de GER,"MF,FW",Bochum,de Bundesliga,28,1995,4.3,208,183,24,12,0,0,28,0,11,5,5,0,156,1,4,Matches
898,Héctor Fort,es ESP,DF,Barcelona,es La Liga,16,2006,3.5,230,203,27,6,0,2,6,21,0,0,0,0,200,0,2,Matches
899,Lyle Foster,za RSA,"FW,MF",Burnley,eng Premier League,22,2000,21.1,461,430,29,2,3,5,3,4,0,0,0,0,312,2,16,Matches
900,Dimitri Foulquier,fr FRA,"DF,MF",Valencia,es La Liga,30,1993,20.5,1042,791,245,22,1,4,42,223,0,0,0,0,766,6,43,Matches
901,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,25,1998,11.8,690,579,109,15,1,5,18,94,0,0,0,0,565,2,16,Matches
902,Matheus França,br BRA,"MF,FW",Crystal Palace,eng Premier League,19,2004,2.6,79,69,10,1,0,1,14,0,9,5,2,0,51,0,5,Matches
903,Bartol Franjić,hr CRO,MF,Darmstadt 98,de Bundesliga,23,2000,13.7,556,534,21,13,0,1,4,8,0,0,0,0,462,1,9,Matches
904,Przemysław Frankowski,pl POL,DF,Lens,fr Ligue 1,28,1995,24.4,1320,1108,206,8,3,5,118,188,10,3,4,0,1008,6,38,Matches
905,Nathan Fraser,ie IRL,FW,Wolves,eng Premier League,18,2005,2.1,42,39,3,0,0,0,0,0,0,0,0,0,33,0,3,Matches
906,Davide Frattesi,it ITA,MF,Inter,it Serie A,23,1999,10.6,301,293,7,6,2,2,11,1,0,0,0,0,235,1,7,Matches
907,Jean Frederic N'Guessan,ci CIV,"MF,FW",Metz,fr Ligue 1,20,2003,1.2,46,44,2,2,0,0,1,0,0,0,0,0,37,0,1,Matches
908,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,22,2001,34.9,1224,1181,41,10,1,4,12,22,0,0,0,0,979,2,38,Matches
909,Remo Freuler,ch SUI,MF,Bologna,it Serie A,31,1992,29.2,1890,1789,97,87,1,4,9,10,0,0,0,0,1710,4,22,Matches
910,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,25,1998,24.4,1081,1033,43,37,0,3,4,5,0,0,0,0,930,5,5,Matches
911,Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,27,1995,17.4,905,859,43,22,0,4,2,20,0,0,0,0,755,3,9,Matches
912,Jeremie Frimpong,nl NED,DF,Leverkusen,de Bundesliga,22,2000,25.0,1026,919,103,3,4,4,93,100,0,0,0,0,797,4,38,Matches
913,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,es La Liga,26,1997,17.2,483,463,17,2,0,1,53,8,7,3,4,0,344,3,24,Matches
914,Chris Führich,de GER,"FW,MF",Stuttgart,de Bundesliga,25,1998,28.5,1370,1235,131,29,7,10,100,41,61,31,7,0,1112,4,34,Matches
915,Shiō Fukuda,jp JPN,"FW,MF",Gladbach,de Bundesliga,19,2004,0.4,6,6,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
916,Angelo Fulgini,fr FRA,MF,Lens,fr Ligue 1,26,1996,15.3,789,661,113,29,10,5,114,8,74,34,35,0,569,15,15,Matches
917,Niclas Füllkrug,de GER,FW,Werder Bremen,de Bundesliga,30,1993,2.0,66,65,1,0,0,0,0,0,0,0,0,0,48,0,2,Matches
918,Niclas Füllkrug,de GER,FW,Dortmund,de Bundesliga,30,1993,24.6,572,557,14,1,4,5,5,0,0,0,0,0,378,1,23,Matches
919,Gerardo Fusco,it ITA,FW,Salernitana,it Serie A,18,2005,0.2,7,7,0,0,0,0,1,0,0,0,0,0,5,0,0,Matches
920,Daniel Fuzato,br BRA,GK,Getafe,es La Liga,26,1997,0.1,10,6,4,0,0,0,0,0,0,0,0,0,5,0,0,Matches
921,Matteo Gabbia,it ITA,DF,Milan,it Serie A,23,1999,14.2,902,862,39,19,0,2,0,4,0,0,0,0,815,1,7,Matches
922,Matteo Gabbia,it ITA,DF,Villarreal,es La Liga,23,1999,5.3,299,283,15,9,0,5,0,0,0,0,0,0,267,1,0,Matches
923,Gianluca Gaetano,it ITA,"FW,MF",Cagliari,it Serie A,23,2000,8.3,236,216,18,8,2,1,15,0,4,1,2,0,171,2,5,Matches
924,Gianluca Gaetano,it ITA,MF,Napoli,it Serie A,23,2000,1.8,79,78,1,1,0,1,3,0,0,0,0,0,70,0,1,Matches
925,Roberto Gagliardini,it ITA,"MF,DF",Monza,it Serie A,29,1994,26.2,1487,1427,57,45,2,13,8,8,3,0,0,0,1339,3,11,Matches
926,Cody Gakpo,nl NED,"FW,MF",Liverpool,eng Premier League,24,1999,18.3,564,547,15,5,1,2,21,6,0,0,0,0,436,2,15,Matches
927,Javi Galán,es ESP,DF,Atlético Madrid,es La Liga,28,1994,1.0,60,49,11,0,0,0,6,9,2,0,1,0,45,0,3,Matches
928,Javi Galán,es ESP,DF,Real Sociedad,es La Liga,28,1994,11.9,657,534,122,11,1,8,46,111,0,0,0,0,526,1,16,Matches
929,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,es La Liga,29,1993,23.2,1232,1157,69,29,8,20,57,2,36,1,30,0,993,6,18,Matches
930,Pablo Galdames Millán,cl CHI,"MF,DF",Genoa,it Serie A,26,1996,0.1,23,23,0,0,0,0,0,0,0,0,0,0,21,0,0,Matches
931,Conor Gallagher,eng ENG,MF,Chelsea,eng Premier League,23,2000,34.8,2018,1889,122,50,5,7,64,17,45,15,12,2,1801,7,29,Matches
932,Antonino Gallo,it ITA,DF,Lecce,it Serie A,23,2000,27.7,1408,1087,313,49,0,9,138,249,15,1,7,0,995,8,37,Matches
933,Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,33,1989,13.2,475,383,91,3,0,3,23,88,0,0,0,0,350,1,6,Matches
934,Kévin Gameiro,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,36,1987,15.0,461,448,12,1,4,1,10,0,0,0,0,0,373,1,14,Matches
935,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,33,1989,20.9,898,882,13,3,2,6,11,4,0,0,0,0,758,3,14,Matches
936,Ignatius Ganago,cm CMR,"FW,MF",Nantes,fr Ligue 1,24,1999,2.0,53,52,0,0,1,0,6,0,0,0,0,0,31,1,3,Matches
937,Aleix García,es ESP,MF,Girona,es La Liga,26,1997,35.5,2935,2673,254,119,5,87,192,11,122,50,52,1,2567,8,24,Matches
938,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,es La Liga,30,1992,27.5,825,789,35,7,1,3,121,16,10,5,3,0,518,1,35,Matches
939,Dani García,es ESP,MF,Athletic Club,es La Liga,33,1990,8.3,331,321,10,9,0,2,0,1,0,0,0,0,279,0,2,Matches
940,David García,es ESP,DF,Osasuna,es La Liga,29,1994,25.9,1339,1258,77,50,3,11,2,8,0,0,0,0,1109,4,6,Matches
941,Eric García,es ESP,DF,Barcelona,es La Liga,22,2001,0.6,48,42,6,2,0,2,0,4,0,0,0,0,46,0,0,Matches
942,Eric García,es ESP,DF,Girona,es La Liga,22,2001,29.3,2306,2123,175,71,7,18,10,95,0,0,0,0,2064,8,20,Matches
943,Fran Garcia,es ESP,DF,Real Madrid,es La Liga,23,1999,15.5,997,866,129,7,2,3,60,122,0,0,0,0,841,2,20,Matches
944,Francisco Jesús Crespo García,es ESP,FW,Las Palmas,es La Liga,27,1996,5.6,232,213,18,1,1,4,31,4,13,8,3,0,166,1,6,Matches
945,Gonzalo García,es ESP,"FW,MF",Real Madrid,es La Liga,19,2004,0.2,7,7,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
946,Jastin García,es ESP,FW,Girona,es La Liga,19,2004,0.4,11,11,0,0,0,0,1,0,0,0,0,0,7,0,1,Matches
947,Raúl García,es ESP,"FW,MF",Athletic Club,es La Liga,37,1986,4.7,138,136,0,0,1,2,7,0,0,0,0,0,79,2,3,Matches
948,Rubén García,es ESP,"FW,MF",Osasuna,es La Liga,30,1993,17.2,774,692,82,24,2,4,101,7,47,25,16,1,519,0,32,Matches
949,Santiago García,,FW,Getafe,es La Liga,21,2001,0.3,7,6,1,1,0,0,0,0,0,0,0,0,6,0,0,Matches
950,Ulisses Garcia,ch SUI,DF,Marseille,fr Ligue 1,27,1996,10.1,570,461,109,11,0,1,49,91,7,0,7,0,449,0,13,Matches
951,Unai García,es ESP,DF,Osasuna,es La Liga,31,1992,6.2,202,184,17,15,0,6,5,2,0,0,0,0,158,1,0,Matches
952,Alejandro Garnacho,ar ARG,FW,Manchester Utd,eng Premier League,19,2004,28.5,901,885,13,3,2,4,58,6,4,2,0,0,675,3,50,Matches
953,James Garner,eng ENG,MF,Everton,eng Premier League,22,2001,33.4,1244,1082,155,36,4,6,112,14,59,55,3,0,958,7,28,Matches
954,Luca Garritano,it ITA,"MF,DF",Frosinone,it Serie A,29,1994,5.4,220,203,17,4,0,2,16,5,8,3,3,0,147,0,10,Matches
955,Johan Gastien,fr FRA,MF,Clermont Foot,fr Ligue 1,35,1988,25.1,1706,1599,103,59,10,12,39,11,33,12,13,0,1408,4,21,Matches
956,Federico Gatti,it ITA,DF,Juventus,it Serie A,25,1998,29.3,1370,1295,71,23,1,13,19,48,0,0,0,0,1166,4,21,Matches
957,Federico Gattoni,ar ARG,"DF,FW",Sevilla,es La Liga,24,1999,0.1,9,7,2,1,0,0,0,1,0,0,0,0,7,0,0,Matches
958,Gavi,es ESP,"MF,FW",Barcelona,es La Liga,18,2004,10.5,541,514,26,18,3,6,8,6,0,0,0,0,489,1,8,Matches
959,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,31,1992,38.0,1391,1065,321,75,1,5,0,0,0,0,0,0,1094,5,1,Matches
960,Yann Gboho,fr FRA,"MF,FW",Toulouse,fr Ligue 1,22,2001,13.3,285,277,2,1,5,0,15,0,0,0,0,0,211,6,26,Matches
961,Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,25,1998,0.7,12,12,0,0,0,0,0,0,0,0,0,0,8,0,0,Matches
962,Gelabert,es ESP,"MF,FW",Toulouse,fr Ligue 1,22,2000,8.4,356,339,16,5,6,3,9,2,5,0,3,0,275,1,16,Matches
963,Francesco Gelli,it ITA,"MF,DF",Frosinone,it Serie A,26,1996,17.3,743,612,129,32,2,0,53,52,43,18,5,1,604,2,18,Matches
964,Luca Gemello,it ITA,GK,Torino,it Serie A,23,2000,2.0,118,99,17,5,0,0,0,0,0,0,0,0,95,2,0,Matches
965,Valentin Gendrey,fr FRA,DF,Lecce,it Serie A,23,2000,33.8,1380,1030,347,31,4,2,61,316,0,0,0,0,1031,3,32,Matches
966,Denis Genreau,au AUS,"MF,FW",Toulouse,fr Ligue 1,24,1999,5.2,205,197,8,1,2,0,7,2,0,0,0,0,148,0,15,Matches
967,Yannick Gerhardt,de GER,"MF,DF",Wolfsburg,de Bundesliga,29,1994,18.1,756,716,39,9,2,2,27,24,0,0,0,0,585,1,24,Matches
968,Anwar El Ghazi,nl NED,"MF,DF",Mainz 05,de Bundesliga,28,1995,0.6,22,22,0,0,0,0,1,0,0,0,0,0,15,0,1,Matches
969,Farés Ghedjemis,fr FRA,"FW,MF",Frosinone,it Serie A,20,2002,2.0,61,60,1,0,0,0,6,1,0,0,0,0,48,0,3,Matches
970,Saman Ghoddos,ir IRN,DF,Brentford,eng Premier League,29,1993,8.2,448,370,74,15,0,3,42,34,24,10,10,0,325,4,8,Matches
971,Lautaro Gianetti,ar ARG,DF,Udinese,it Serie A,29,1993,7.0,300,291,9,6,0,0,0,3,0,0,0,0,263,0,4,Matches
972,Morgan Gibbs-White,eng ENG,"MF,FW",Nott'ham Forest,eng Premier League,23,2000,35.1,1480,1255,214,91,17,17,182,5,97,42,45,0,1045,11,30,Matches
973,Samuel Gigot,fr FRA,DF,Marseille,fr Ligue 1,29,1993,19.2,964,882,81,42,2,0,6,5,0,0,0,0,846,1,7,Matches
974,Bryan Gil,es ESP,"FW,MF",Tottenham,eng Premier League,22,2001,2.3,157,155,2,0,0,0,11,2,0,0,0,0,127,0,7,Matches
975,David Gil,es ESP,GK,Cádiz,es La Liga,29,1994,4.1,152,74,78,30,0,0,0,0,0,0,0,0,78,0,0,Matches
976,Mario Gila,es ESP,DF,Lazio,it Serie A,22,2000,20.1,1294,1209,81,45,4,16,8,18,0,0,0,0,1161,4,7,Matches
977,Alfie Gilchrist,eng ENG,DF,Chelsea,eng Premier League,19,2003,2.3,141,121,19,3,0,0,1,16,0,0,0,0,121,1,0,Matches
978,Billy Gilmour,sct SCO,MF,Brighton,eng Premier League,22,2001,23.6,2107,2036,64,34,9,8,34,1,20,11,9,0,1915,7,15,Matches
979,Benedikt Gimber,de GER,DF,Heidenheim,de Bundesliga,26,1997,22.5,846,809,36,33,1,3,3,1,0,0,0,0,681,1,13,Matches
980,Gvidas Gineitis,lt LTU,MF,Torino,it Serie A,19,2004,6.0,284,256,27,12,0,2,22,0,15,10,4,0,227,1,7,Matches
981,Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,29,1994,21.3,1250,1180,68,38,2,2,16,29,0,0,0,0,1039,2,10,Matches
982,Olivier Giroud,fr FRA,FW,Milan,it Serie A,36,1986,26.3,492,435,55,1,2,1,3,3,0,0,0,0,338,2,9,Matches
983,Klaus Gjasula,al ALB,"DF,MF",Darmstadt 98,de Bundesliga,33,1989,15.1,746,732,11,11,1,6,7,0,0,0,0,0,615,3,10,Matches
984,Serge Gnabry,de GER,"FW,MF",Bayern Munich,de Bundesliga,28,1995,4.8,214,205,8,0,3,1,10,6,1,1,0,0,180,1,5,Matches
985,Ben Godfrey,eng ENG,DF,Everton,eng Premier League,25,1998,12.4,484,363,118,0,0,1,21,118,0,0,0,0,336,3,20,Matches
986,Edoardo Goldaniga,it ITA,DF,Cagliari,it Serie A,29,1993,11.2,553,505,46,19,0,19,10,26,0,0,0,0,438,2,0,Matches
987,Pierluigi Gollini,it ITA,GK,Napoli,it Serie A,28,1995,7.0,266,197,69,16,0,2,0,0,0,0,0,0,218,0,0,Matches
988,Aleksandr Golovin,ru RUS,"MF,FW",Monaco,fr Ligue 1,27,1996,23.9,1236,1096,129,34,14,11,110,13,82,26,46,0,935,11,27,Matches
989,André Gomes,pt POR,"MF,FW",Everton,eng Premier League,30,1993,5.6,291,257,32,11,4,3,26,4,10,7,0,0,223,2,7,Matches
990,Angel Gomes,eng ENG,MF,Lille,fr Ligue 1,22,2000,28.6,1751,1683,63,34,10,22,45,4,24,13,3,0,1566,5,25,Matches
991,João Gomes,br BRA,MF,Wolves,eng Premier League,22,2001,29.4,1279,1209,62,35,7,5,25,9,14,4,4,3,1051,8,32,Matches
992,Toti Gomes,pt POR,DF,Wolves,eng Premier League,24,1999,30.8,1847,1685,158,41,1,5,13,117,0,0,0,0,1516,4,22,Matches
993,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,26,1997,19.8,1345,1172,169,14,3,9,39,153,0,0,0,0,1114,4,29,Matches
994,Maxi Gómez,uy URU,FW,Cádiz,es La Liga,26,1996,12.9,255,247,6,1,1,3,20,0,0,0,0,0,132,2,10,Matches
