,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_Against,Goals_Against_per90,Shots_on_Target_Against,Saves,Save%,W,D,L,CS,CS%,PK_attempts,PK_Allowed,PKs_Saved,PK_missed,Save%(Penalty Kicks),Matches
153,Federico Ravaglia,it ITA,GK,Bologna,it Serie A,23,1999,6,6,535,5.9,3,0.50,18,13,83.3,4,1,1,4,66.7,1,0,1,0,100.0,Matches
154,David Raya,es ESP,GK,Arsenal,eng Premier League,27,1995,32,32,"2,880",32.0,24,0.75,69,45,68.1,23,4,5,16,50.0,3,2,1,0,33.3,Matches
155,Pepe Reina,es ESP,GK,Villarreal,es La Liga,40,1982,2,2,180,2.0,2,1.00,9,7,77.8,1,1,0,0,0.0,0,0,0,0,,Matches
156,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,28,1995,37,37,"3,275",36.4,36,0.99,130,94,76.2,16,12,9,15,40.5,6,5,1,0,16.7,Matches
157,Guillaume Restes,fr FRA,GK,Toulouse,fr Ligue 1,18,2005,34,34,"3,060",34.0,46,1.35,139,93,69.8,11,10,13,6,17.6,4,4,0,0,0.0,Matches
158,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,34,1988,33,33,"2,970",33.0,70,2.12,185,116,67.0,7,12,14,4,12.1,11,9,2,0,18.2,Matches
159,Rémy Riou,fr FRA,GK,Lyon,fr Ligue 1,35,1987,3,3,270,3.0,6,2.00,14,8,57.1,0,1,2,1,33.3,0,0,0,0,,Matches
160,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,32,1991,1,0,5,0.1,0,0.00,1,1,100.0,0,0,0,1,,0,0,0,0,,Matches
161,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,30,1992,33,33,"2,970",33.0,56,1.70,162,105,68.5,9,6,18,7,21.2,7,5,2,0,28.6,Matches
162,José Sá,pt POR,GK,Wolves,eng Premier League,30,1993,35,35,"3,037",33.7,58,1.72,188,131,73.4,12,7,16,4,11.4,8,8,0,0,0.0,Matches
163,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,29,1994,33,33,"2,970",33.0,35,1.06,136,101,78.7,14,8,11,14,42.4,8,6,1,1,14.3,Matches
164,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,25,1997,16,16,"1,433",15.9,25,1.57,78,52,70.5,5,4,7,3,18.8,3,2,1,0,33.3,Matches
165,Marcel Schuhen,de GER,GK,Darmstadt 98,de Bundesliga,30,1993,31,31,"2,790",31.0,76,2.45,198,123,62.1,3,7,21,3,9.7,2,1,1,0,50.0,Matches
166,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,28,1995,34,34,"3,060",34.0,60,1.76,168,108,66.1,5,12,17,4,11.8,3,3,0,0,0.0,Matches
167,Alexander Schwolow,de GER,GK,Union Berlin,de Bundesliga,31,1992,1,1,90,1.0,2,2.00,6,4,66.7,0,0,1,0,0.0,0,0,0,0,,Matches
168,Simone Scuffet,it ITA,GK,Cagliari,it Serie A,27,1996,31,31,"2,789",31.0,55,1.77,129,76,59.7,8,10,13,3,9.7,3,3,0,0,0.0,Matches
169,Matz Sels,be BEL,GK,Nott'ham Forest,eng Premier League,31,1992,16,16,"1,440",16.0,27,1.69,61,36,57.4,4,4,8,1,6.3,1,1,0,0,0.0,Matches
170,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,31,1992,19,19,"1,710",19.0,24,1.26,62,40,62.9,6,7,6,3,15.8,1,1,0,0,0.0,Matches
171,James Shea,eng ENG,GK,Luton Town,eng Premier League,32,1991,1,0,15,0.2,0,0.00,2,2,100.0,0,0,0,0,,0,0,0,0,,Matches
172,Rui Silva,pt POR,GK,Betis,es La Liga,29,1994,28,28,"2,475",27.5,36,1.31,120,85,75.8,10,9,9,9,32.1,8,7,1,0,12.5,Matches
173,Marco Silvestri,it ITA,GK,Udinese,it Serie A,32,1991,17,17,"1,530",17.0,28,1.65,68,40,67.6,1,11,5,4,23.5,6,6,0,0,0.0,Matches
174,Unai Simón,es ESP,GK,Athletic Club,es La Liga,26,1997,36,36,"3,182",35.4,33,0.93,122,90,73.8,18,11,7,16,44.4,5,1,3,1,75.0,Matches
175,Antonio Sivera,es ESP,GK,Alavés,es La Liga,26,1996,34,34,"3,060",34.0,38,1.12,123,87,75.6,11,8,15,10,29.4,8,8,0,0,0.0,Matches
176,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,32,1991,32,32,"2,880",32.0,29,0.91,106,77,75.5,14,13,5,13,40.6,6,3,1,2,25.0,Matches
177,Daniele Sommariva,it ITA,GK,Genoa,it Serie A,26,1997,1,0,5,0.1,0,0.00,0,0,,0,0,0,1,,0,0,0,0,,Matches
178,Yann Sommer,ch SUI,GK,Inter,it Serie A,34,1988,34,34,"3,060",34.0,19,0.56,98,78,82.7,27,6,1,19,55.9,4,2,1,1,33.3,Matches
179,David Soria,es ESP,GK,Getafe,es La Liga,30,1993,38,38,"3,413",37.9,52,1.37,171,118,72.5,10,13,15,10,26.3,7,5,1,1,16.7,Matches
180,Alessandro Sorrentino,it ITA,GK,Monza,it Serie A,21,2002,7,5,548,6.1,16,2.63,32,16,62.5,0,1,4,0,0.0,4,4,0,0,0.0,Matches
181,Marco Sportiello,it ITA,GK,Milan,it Serie A,31,1992,7,7,630,7.0,11,1.57,33,23,69.7,3,3,1,2,28.6,1,1,0,0,0.0,Matches
182,Jason Steele,eng ENG,GK,Brighton,eng Premier League,32,1990,17,17,"1,530",17.0,34,2.00,74,42,58.1,5,4,8,2,11.8,3,3,0,0,0.0,Matches
183,Thomas Strakosha,al ALB,GK,Brentford,eng Premier League,28,1995,2,1,135,1.5,2,1.33,8,6,75.0,0,0,1,0,0.0,0,0,0,0,,Matches
184,Mile Svilar,rs SRB,GK,Roma,it Serie A,23,1999,15,15,"1,350",15.0,19,1.27,77,58,76.6,7,4,4,5,33.3,2,1,1,0,50.0,Matches
185,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,33,1990,35,35,"3,150",35.0,30,0.86,108,79,74.1,17,13,5,15,42.9,3,2,1,0,33.3,Matches
186,Arnau Tenas,es ESP,GK,Paris S-G,fr Ligue 1,22,2001,6,5,529,5.9,7,1.19,25,18,72.0,2,2,1,1,20.0,0,0,0,0,,Matches
187,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,31,1992,28,28,"2,520",28.0,27,0.96,102,75,75.5,20,5,3,15,53.6,2,2,0,0,0.0,Matches
188,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,33,1990,33,33,"2,970",33.0,35,1.06,126,90,77.0,15,8,10,8,24.2,7,6,1,0,14.3,Matches
189,James Trafford,eng ENG,GK,Burnley,eng Premier League,20,2002,28,28,"2,520",28.0,62,2.21,166,106,65.7,3,5,20,2,7.1,5,5,0,0,0.0,Matches
190,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,33,1990,32,32,"2,880",32.0,48,1.50,137,87,71.5,10,13,9,7,21.9,11,9,2,0,18.2,Matches
191,Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,24,1999,4,4,360,4.0,5,1.25,18,13,77.8,2,0,2,2,50.0,1,1,0,0,0.0,Matches
192,Stefano Turati,it ITA,GK,Frosinone,it Serie A,21,2001,31,31,"2,745",30.5,58,1.90,152,94,65.1,6,9,16,4,12.9,7,5,1,1,16.7,Matches
193,Matt Turner,us USA,GK,Nott'ham Forest,eng Premier League,29,1994,17,17,"1,530",17.0,28,1.65,80,52,67.5,4,5,8,2,11.8,2,2,0,0,0.0,Matches
194,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,34,1988,11,11,990,11.0,12,1.09,31,19,64.5,7,2,2,4,36.4,1,1,0,0,0.0,Matches
195,Álvaro Vallés,es ESP,GK,Las Palmas,es La Liga,26,1997,37,37,"3,263",36.3,44,1.21,152,108,74.3,10,10,17,8,21.6,9,5,3,1,37.5,Matches
196,Bart Verbruggen,nl NED,GK,Brighton,eng Premier League,20,2002,21,21,"1,890",21.0,28,1.33,91,63,72.5,7,8,6,4,19.0,3,3,0,0,0.0,Matches
197,Guglielmo Vicario,it ITA,GK,Tottenham,eng Premier League,26,1996,38,38,"3,420",38.0,61,1.61,167,109,67.7,20,6,12,7,18.4,7,7,0,0,0.0,Matches
198,Fran Vieites,es ESP,GK,Betis,es La Liga,24,1999,4,3,315,3.5,4,1.14,18,14,77.8,1,2,0,2,66.7,0,0,0,0,,Matches
199,Iván Villar,es ESP,GK,Celta Vigo,es La Liga,26,1997,12,12,"1,014",11.3,18,1.60,44,26,63.6,2,4,6,0,0.0,3,2,1,0,33.3,Matches
200,Odisseas Vlachodimos,gr GRE,GK,Nott'ham Forest,eng Premier League,29,1994,5,5,450,5.0,12,2.40,22,10,50.0,1,0,4,1,20.0,1,1,0,0,0.0,Matches
201,Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,28,1994,30,30,"2,700",30.0,48,1.60,128,81,64.8,7,12,11,7,23.3,4,3,0,1,0.0,Matches
202,Michael Zetterer,de GER,GK,Werder Bremen,de Bundesliga,28,1995,27,27,"2,430",27.0,37,1.37,128,92,74.2,9,9,9,6,22.2,4,4,0,0,0.0,Matches
