,Player,Nation,Position,Squad,Competition,Age,Born,90s,Goals,Shots_total,Shots_on_target,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net,Matches
1248,Kaio Jorge,br BRA,FW,Frosinone,it Serie A,21,2002,9.0,3,25,12,48.0,2.77,1.33,0.08,0.17,14.9,1,1,2,5.4,3.8,0.16,-2.4,-1.8,Matches
1249,Jorginho,it ITA,MF,Arsenal,eng Premier League,31,1991,10.2,0,4,0,0.0,0.39,0.00,0.00,,24.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1250,Willian José,br BRA,FW,Betis,es La Liga,31,1991,21.9,10,48,24,50.0,2.19,1.10,0.21,0.42,16.3,4,0,0,5.7,5.7,0.12,+4.3,+4.3,Matches
1251,Joselu,es ESP,FW,Real Madrid,es La Liga,33,1990,18.7,10,61,28,45.9,3.25,1.49,0.16,0.36,12.8,0,0,2,11.6,10.0,0.16,-1.6,0.0,Matches
1252,Diogo Jota,pt POR,FW,Liverpool,eng Premier League,26,1996,12.7,10,41,19,46.3,3.22,1.49,0.24,0.53,12.3,0,0,0,5.3,5.3,0.13,+4.7,+4.7,Matches
1253,Antoine Joujou,fr FRA,"FW,MF",Le Havre,fr Ligue 1,20,2003,8.7,0,20,3,15.0,2.31,0.35,0.00,0.00,19.1,0,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches
1254,Luka Jović,rs SRB,FW,Milan,it Serie A,25,1997,9.7,6,22,12,54.5,2.26,1.23,0.27,0.50,11.3,0,0,0,4.9,4.9,0.23,+1.1,+1.1,Matches
1255,Kamil Jóźwiak,pl POL,MF,Granada,es La Liga,25,1998,6.3,0,4,1,25.0,0.63,0.16,0.00,0.00,21.8,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1256,Juanmi,es ESP,FW,Cádiz,es La Liga,30,1993,9.7,3,14,7,50.0,1.44,0.72,0.21,0.43,12.6,0,0,0,2.5,2.5,0.18,+0.5,+0.5,Matches
1257,Juanpe,es ESP,DF,Girona,es La Liga,32,1991,8.3,0,4,0,0.0,0.48,0.00,0.00,,12.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1258,Mads Juel Andersen,dk DEN,DF,Luton Town,eng Premier League,25,1997,4.4,1,3,1,33.3,0.68,0.23,0.33,1.00,9.2,0,0,0,0.3,0.3,0.09,+0.7,+0.7,Matches
1259,Christopher Jullien,fr FRA,DF,Montpellier,fr Ligue 1,30,1993,13.7,1,7,1,14.3,0.51,0.07,0.14,1.00,8.0,0,0,0,1.1,1.1,0.16,-0.1,-0.1,Matches
1260,Anthony Jung,de GER,DF,Werder Bremen,de Bundesliga,31,1991,28.7,1,5,1,20.0,0.17,0.03,0.20,1.00,13.6,0,0,0,0.6,0.6,0.12,+0.4,+0.4,Matches
1261,Eli Junior Kroupi,fr FRA,"FW,MF",Lorient,fr Ligue 1,17,2006,12.0,5,22,12,54.5,1.83,1.00,0.23,0.42,13.7,0,0,0,3.5,3.5,0.16,+1.5,+1.5,Matches
1262,Hamed Junior Traorè,ci CIV,MF,Bournemouth,eng Premier League,23,2000,0.5,0,3,2,66.7,5.74,3.83,0.00,0.00,25.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
1263,Hamed Junior Traorè,ci CIV,MF,Napoli,it Serie A,23,2000,4.2,0,10,3,30.0,2.36,0.71,0.00,0.00,22.6,0,0,0,0.9,0.9,0.09,-0.9,-0.9,Matches
1264,Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,23,2000,20.7,15,77,38,49.4,3.72,1.83,0.18,0.37,14.6,0,1,1,13.1,12.3,0.16,+1.9,+1.7,Matches
1265,Josip Juranović,hr CRO,DF,Union Berlin,de Bundesliga,27,1995,14.4,0,11,2,18.2,0.77,0.14,0.00,0.00,23.3,2,0,1,1.4,0.6,0.06,-1.4,-0.6,Matches
1266,David Jurásek,cz CZE,DF,Hoffenheim,de Bundesliga,22,2000,5.5,0,5,2,40.0,0.91,0.36,0.00,0.00,24.0,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
1267,Julian Justvan,de GER,"FW,MF",Hoffenheim,de Bundesliga,25,1998,0.5,0,1,0,0.0,1.84,0.00,0.00,,25.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
1268,Julian Justvan,de GER,"MF,FW",Darmstadt 98,de Bundesliga,25,1998,11.4,2,17,4,23.5,1.50,0.35,0.12,0.50,21.4,0,0,0,0.9,0.9,0.05,+1.1,+1.1,Matches
1269,Filip Jørgensen,dk DEN,GK,Villarreal,es La Liga,21,2002,36.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1270,Mathias Jørgensen,dk DEN,DF,Brentford,eng Premier League,33,1990,12.1,1,8,2,25.0,0.66,0.17,0.13,0.50,14.2,0,0,0,0.7,0.7,0.09,+0.3,+0.3,Matches
1271,Mohamed Kaba,fr FRA,MF,Lecce,it Serie A,21,2001,15.3,0,14,6,42.9,0.91,0.39,0.00,0.00,18.4,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches
1272,Sory Kaba,gn GUI,FW,Las Palmas,es La Liga,28,1995,8.0,1,13,1,7.7,1.62,0.12,0.08,1.00,17.1,0,0,0,1.5,1.5,0.11,-0.5,-0.5,Matches
1273,Ozan Kabak,tr TUR,DF,Hoffenheim,de Bundesliga,23,2000,25.4,4,19,7,36.8,0.75,0.28,0.21,0.57,12.2,0,0,0,2.2,2.2,0.11,+1.8,+1.8,Matches
1274,Christian Kabasele,be BEL,DF,Udinese,it Serie A,32,1991,9.6,1,7,2,28.6,0.73,0.21,0.14,0.50,9.0,0,0,0,1.2,1.2,0.17,-0.2,-0.2,Matches
1275,Issa Kaboré,bf BFA,DF,Luton Town,eng Premier League,22,2001,19.2,0,6,1,16.7,0.31,0.05,0.00,0.00,15.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
1276,Abdoul Kader Bamba,fr FRA,"FW,MF",Nantes,fr Ligue 1,29,1994,6.8,2,14,5,35.7,2.06,0.74,0.14,0.40,16.1,1,0,0,2.1,2.1,0.16,-0.1,-0.1,Matches
1277,Yaya Kader Fofana,ml MLI,"MF,DF",Reims,fr Ligue 1,19,2004,0.4,0,3,1,33.3,8.44,2.81,0.00,0.00,22.3,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1278,Pavel Kadeřábek,cz CZE,"DF,FW",Hoffenheim,de Bundesliga,31,1992,26.8,3,19,6,31.6,0.71,0.22,0.16,0.50,11.1,0,0,0,2.5,2.5,0.13,+0.5,+0.5,Matches
1279,Tino Kadewere,zw ZIM,"FW,MF",Lyon,fr Ligue 1,27,1996,3.3,0,6,1,16.7,1.82,0.30,0.00,0.00,17.9,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Matches
1280,Tino Kadewere,zw ZIM,"FW,MF",Nantes,fr Ligue 1,27,1996,8.7,1,9,4,44.4,1.04,0.46,0.11,0.25,21.9,0,0,1,1.9,1.2,0.13,-0.9,-0.2,Matches
1281,Kaiky,br BRA,DF,Almería,es La Liga,19,2004,5.8,1,3,1,33.3,0.52,0.17,0.33,1.00,11.4,0,0,0,0.2,0.2,0.08,+0.8,+0.8,Matches
1282,Florian Kainz,at AUT,"MF,FW",Köln,de Bundesliga,30,1992,24.4,5,23,4,17.4,0.94,0.16,0.00,0.00,25.5,3,5,5,5.0,1.0,0.04,0.0,-1.0,Matches
1283,Sasa Kalajdzic,at AUT,FW,Wolves,eng Premier League,26,1997,1.8,2,4,2,50.0,2.17,1.08,0.50,1.00,11.2,0,0,0,1.1,1.1,0.26,+0.9,+0.9,Matches
1284,Sasa Kalajdzic,at AUT,FW,Eint Frankfurt,de Bundesliga,26,1997,3.6,0,2,1,50.0,0.55,0.28,0.00,0.00,13.7,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
1285,Arnaud Kalimuendo,fr FRA,FW,Rennes,fr Ligue 1,21,2002,23.8,10,59,22,37.3,2.48,0.93,0.14,0.36,16.3,0,2,2,9.0,7.4,0.13,+1.0,+0.6,Matches
1286,Yayah Kallon,sl SLE,FW,Hellas Verona,it Serie A,22,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1287,Gedeon Kalulu,cd COD,DF,Lorient,fr Ligue 1,25,1997,10.8,0,6,1,16.7,0.56,0.09,0.00,0.00,19.2,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
1288,Pierre Kalulu,fr FRA,DF,Milan,it Serie A,23,2000,4.2,0,2,0,0.0,0.48,0.00,0.00,,11.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1289,Daichi Kamada,jp JPN,MF,Lazio,it Serie A,26,1996,17.2,2,29,8,27.6,1.69,0.47,0.07,0.25,20.7,0,0,0,1.8,1.8,0.06,+0.2,+0.2,Matches
1290,Waren Kamanzi,no NOR,"DF,FW",Toulouse,fr Ligue 1,22,2000,13.2,0,6,0,0.0,0.45,0.00,0.00,,15.4,0,0,0,0.8,0.8,0.14,-0.8,-0.8,Matches
1291,Boubacar Kamara,fr FRA,MF,Aston Villa,eng Premier League,23,1999,18.4,0,5,1,20.0,0.27,0.05,0.00,0.00,16.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1292,Hassane Kamara,ci CIV,DF,Udinese,it Serie A,29,1994,24.7,1,26,8,30.8,1.05,0.32,0.04,0.13,20.9,0,0,0,1.9,1.9,0.07,-0.9,-0.9,Matches
1293,Willy Kambwala,fr FRA,DF,Manchester Utd,eng Premier League,18,2004,3.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1294,Jakub Kamiński,pl POL,"FW,MF",Wolfsburg,de Bundesliga,21,2002,5.3,0,10,3,30.0,1.90,0.57,0.00,0.00,16.3,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
1295,Thomas Kaminski,be BEL,GK,Luton Town,eng Premier League,30,1992,37.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1296,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,32,1990,15.1,1,6,1,16.7,0.40,0.07,0.17,1.00,22.2,0,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches
1297,Harry Kane,eng ENG,FW,Bayern Munich,de Bundesliga,30,1993,31.5,36,141,61,43.3,4.47,1.93,0.22,0.51,14.4,4,5,5,30.6,26.7,0.19,+5.4,+4.3,Matches
1298,Lee Kang-in,kr KOR,"FW,MF",Paris S-G,fr Ligue 1,22,2001,16.3,3,23,9,39.1,1.41,0.55,0.13,0.33,19.5,0,0,0,1.5,1.5,0.06,+1.5,+1.5,Matches
1299,Yann Karamoh,fr FRA,"MF,FW",Torino,it Serie A,25,1998,1.8,0,2,1,50.0,1.11,0.56,0.00,0.00,14.0,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
1300,Yann Karamoh,fr FRA,"FW,MF",Montpellier,fr Ligue 1,25,1998,3.2,1,5,3,60.0,1.58,0.95,0.20,0.33,20.0,0,0,0,0.8,0.8,0.16,+0.2,+0.2,Matches
1301,Atakan Karazor,de GER,MF,Stuttgart,de Bundesliga,26,1996,29.1,0,19,2,10.5,0.65,0.07,0.00,0.00,21.8,0,0,0,1.0,1.0,0.05,-1.0,-1.0,Matches
1302,Ayman Kari,fr FRA,MF,Lorient,fr Ligue 1,18,2004,9.9,1,7,3,42.9,0.71,0.30,0.14,0.33,14.6,0,0,0,0.6,0.6,0.09,+0.4,+0.4,Matches
1303,Emir Karic,at AUT,DF,Darmstadt 98,de Bundesliga,26,1997,19.8,0,12,3,25.0,0.61,0.15,0.00,0.00,23.4,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
1304,Loris Karius,de GER,GK,Newcastle Utd,eng Premier League,30,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1305,Jesper Karlsson,se SWE,FW,Bologna,it Serie A,25,1998,3.8,0,6,4,66.7,1.57,1.05,0.00,0.00,26.8,1,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
1306,Jon Karrikaburu,es ESP,"MF,FW",Alavés,es La Liga,20,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1307,Rick Karsdorp,nl NED,DF,Roma,it Serie A,28,1995,13.2,0,8,1,12.5,0.60,0.08,0.00,0.00,16.7,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
1308,Grigoris Kastanos,cy CYP,"MF,DF",Salernitana,it Serie A,25,1998,16.4,3,30,10,33.3,1.82,0.61,0.10,0.30,20.6,1,0,0,2.9,2.9,0.10,+0.1,+0.1,Matches
1309,Silas Katompa,cd COD,"FW,MF",Stuttgart,de Bundesliga,24,1998,10.0,5,23,8,34.8,2.30,0.80,0.22,0.63,13.4,0,0,1,5.7,4.9,0.21,-0.7,+0.1,Matches
1310,Panos Katseris,gr GRE,DF,Lorient,fr Ligue 1,22,2001,11.6,1,17,6,35.3,1.47,0.52,0.06,0.17,16.1,0,0,0,2.1,2.1,0.12,-1.1,-1.1,Matches
1311,Mikkel Kaufmann,dk DEN,FW,Union Berlin,de Bundesliga,22,2001,5.4,1,15,6,40.0,2.78,1.11,0.07,0.17,15.8,0,0,0,1.3,1.3,0.09,-0.3,-0.3,Matches
1312,Michael Kayode,it ITA,DF,Fiorentina,it Serie A,19,2004,22.9,1,7,2,28.6,0.31,0.09,0.14,0.50,20.3,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches
1313,Moise Kean,it ITA,FW,Juventus,it Serie A,23,2000,7.3,0,16,3,18.8,2.20,0.41,0.00,0.00,15.4,0,0,0,2.1,2.1,0.13,-2.1,-2.1,Matches
1314,Michael Keane,eng ENG,DF,Everton,eng Premier League,30,1993,4.9,1,6,4,66.7,1.23,0.82,0.17,0.25,10.8,0,0,0,0.7,0.7,0.12,+0.3,+0.3,Matches
1315,Ibrahima Kebe,ml MLI,MF,Girona,es La Liga,22,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1316,Kévin Keben Biakolo,cm CMR,DF,Toulouse,fr Ligue 1,19,2004,5.8,0,1,0,0.0,0.17,0.00,0.00,,10.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1317,Yassine Kechta,ma MAR,MF,Le Havre,fr Ligue 1,21,2002,20.5,2,20,9,45.0,0.97,0.44,0.10,0.22,22.5,0,0,0,1.6,1.6,0.08,+0.4,+0.4,Matches
1318,Thilo Kehrer,de GER,"DF,MF",West Ham,eng Premier League,26,1996,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1319,Thilo Kehrer,de GER,DF,Monaco,fr Ligue 1,26,1996,14.7,1,12,4,33.3,0.82,0.27,0.08,0.25,11.1,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
1320,Habib Keita,ml MLI,MF,Clermont Foot,fr Ligue 1,21,2002,14.2,1,20,5,25.0,1.41,0.35,0.05,0.20,25.2,0,0,0,0.7,0.7,0.03,+0.3,+0.3,Matches
1321,Naby Keïta,gn GUI,"MF,DF",Werder Bremen,de Bundesliga,28,1995,1.2,0,2,0,0.0,1.65,0.00,0.00,,22.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
1322,Yannik Keitel,de GER,"DF,MF",Freiburg,de Bundesliga,23,2000,10.2,1,6,2,33.3,0.59,0.20,0.17,0.50,8.8,0,0,0,0.7,0.7,0.12,+0.3,+0.3,Matches
1323,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,24,1998,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1324,Thomas Keller,de GER,"MF,FW",Heidenheim,de Bundesliga,23,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1325,Lloyd Kelly,eng ENG,DF,Bournemouth,eng Premier League,24,1998,17.3,0,4,1,25.0,0.23,0.06,0.00,0.00,8.6,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
1326,Omari Kellyman,eng ENG,FW,Aston Villa,eng Premier League,17,2005,0.4,0,1,0,0.0,2.43,0.00,0.00,,20.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
1327,Aljoscha Kemlein,de GER,MF,Union Berlin,de Bundesliga,18,2004,0.3,0,1,0,0.0,3.10,0.00,0.00,,23.2,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
1328,Tobias Kempe,de GER,MF,Darmstadt 98,de Bundesliga,34,1989,15.0,3,18,1,5.6,1.20,0.07,0.00,0.00,23.0,3,3,3,3.6,1.2,0.07,-0.6,-1.2,Matches
1329,Milos Kerkez,hu HUN,DF,Bournemouth,eng Premier League,19,2003,21.9,0,16,5,31.3,0.73,0.23,0.00,0.00,19.3,0,0,0,1.2,1.2,0.08,-1.2,-1.2,Matches
1330,Kaine Kesler-Hayden,eng ENG,"MF,DF",Aston Villa,eng Premier League,20,2002,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1331,Reda Khadra,de GER,"FW,MF",Reims,fr Ligue 1,22,2001,15.2,1,23,12,52.2,1.51,0.79,0.04,0.08,19.2,1,0,0,1.8,1.8,0.08,-0.8,-0.8,Matches
1332,Wahbi Khazri,tn TUN,FW,Montpellier,fr Ligue 1,32,1991,12.6,1,42,15,35.7,3.34,1.19,0.02,0.07,21.3,0,0,0,3.3,3.3,0.08,-2.3,-2.3,Matches
1333,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,29,1994,14.9,0,3,1,33.3,0.20,0.07,0.00,0.00,17.5,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches
1334,Kiké,es ESP,"FW,MF",Alavés,es La Liga,33,1989,15.8,3,56,23,41.1,3.54,1.45,0.05,0.13,13.1,0,0,1,7.7,6.9,0.12,-4.7,-3.9,Matches
1335,Luca Kilian,de GER,DF,Köln,de Bundesliga,23,1999,7.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1336,Max Kilman,eng ENG,DF,Wolves,eng Premier League,26,1997,38.0,2,14,5,35.7,0.37,0.13,0.14,0.40,9.8,0,0,0,1.8,1.8,0.13,+0.2,+0.2,Matches
1337,Joshua Kimmich,de GER,"MF,DF",Bayern Munich,de Bundesliga,28,1995,24.2,1,25,7,28.0,1.03,0.29,0.04,0.14,24.6,3,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches
1338,Jakub Kiwior,pl POL,DF,Arsenal,eng Premier League,23,2000,10.5,1,6,2,33.3,0.57,0.19,0.17,0.50,13.8,0,0,0,0.8,0.8,0.14,+0.2,+0.2,Matches
1339,Simon Kjær,dk DEN,DF,Milan,it Serie A,34,1989,13.0,0,6,0,0.0,0.46,0.00,0.00,,11.0,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
1340,Davy Klaassen,nl NED,MF,Inter,it Serie A,30,1993,2.3,0,1,0,0.0,0.44,0.00,0.00,,20.2,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
1341,Christoph Klarer,at AUT,DF,Darmstadt 98,de Bundesliga,23,2000,26.2,2,9,2,22.2,0.34,0.08,0.22,1.00,9.3,0,0,0,1.2,1.2,0.13,+0.8,+0.8,Matches
1342,Tim Kleindienst,de GER,FW,Heidenheim,de Bundesliga,27,1995,31.9,12,81,31,38.3,2.54,0.97,0.12,0.32,13.6,0,2,2,13.9,12.3,0.15,-1.9,-2.3,Matches
1343,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,27,1996,16.0,1,6,2,33.3,0.38,0.13,0.17,0.50,16.2,0,0,0,0.7,0.7,0.12,+0.3,+0.3,Matches
1344,Justin Kluivert,nl NED,"MF,FW",Bournemouth,eng Premier League,24,1999,21.3,7,56,20,35.7,2.63,0.94,0.13,0.35,17.4,3,0,0,6.2,6.2,0.11,+0.8,+0.8,Matches
1345,Ansgar Knauff,de GER,"MF,DF",Eint Frankfurt,de Bundesliga,21,2002,23.4,7,37,13,35.1,1.58,0.55,0.19,0.54,14.4,0,0,0,5.7,5.7,0.15,+1.3,+1.3,Matches
1346,Robin Knoche,de GER,DF,Union Berlin,de Bundesliga,31,1992,21.3,1,7,3,42.9,0.33,0.14,0.14,0.33,13.3,0,0,1,1.2,0.4,0.06,-0.2,+0.6,Matches
1347,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,25,1997,26.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1348,Robin Koch,de GER,DF,Eint Frankfurt,de Bundesliga,27,1996,30.4,2,24,5,20.8,0.79,0.16,0.08,0.40,11.3,0,0,0,3.1,3.1,0.13,-1.1,-1.1,Matches
1349,Philipp Köhn,ch SUI,GK,Monaco,fr Ligue 1,25,1998,22.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1350,Dominik Kohr,de GER,"DF,MF",Mainz 05,de Bundesliga,29,1994,24.3,1,25,7,28.0,1.03,0.29,0.04,0.14,16.5,0,0,0,1.6,1.6,0.07,-0.6,-0.6,Matches
1351,Koke,es ESP,MF,Atlético Madrid,es La Liga,31,1992,27.7,0,10,2,20.0,0.36,0.07,0.00,0.00,21.9,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
1352,Sead Kolašinac,ba BIH,DF,Atalanta,it Serie A,30,1993,24.2,1,13,5,38.5,0.54,0.21,0.08,0.20,12.3,0,0,0,1.3,1.3,0.10,-0.3,-0.3,Matches
1353,Luca Koleosho,it ITA,"MF,FW",Burnley,eng Premier League,18,2004,10.8,1,23,5,21.7,2.13,0.46,0.04,0.20,18.5,0,0,0,2.0,2.0,0.09,-1.0,-1.0,Matches
1354,Randal Kolo Muani,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,24,1998,14.1,6,22,12,54.5,1.56,0.85,0.27,0.50,11.0,0,0,0,6.1,6.1,0.28,-0.1,-0.1,Matches
1355,Randal Kolo Muani,fr FRA,FW,Eint Frankfurt,de Bundesliga,24,1998,1.7,1,5,1,20.0,2.94,0.59,0.20,1.00,8.0,0,0,0,1.3,1.3,0.26,-0.3,-0.3,Matches
1356,Mert Kömür,de GER,"MF,DF",Augsburg,de Bundesliga,18,2005,1.3,1,2,1,50.0,1.53,0.76,0.50,1.00,16.0,0,0,0,0.2,0.2,0.10,+0.8,+0.8,Matches
1357,Cheick Konaté,ml MLI,DF,Clermont Foot,fr Ligue 1,19,2004,11.9,1,14,4,28.6,1.18,0.34,0.07,0.25,20.3,0,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches
1358,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,24,1999,17.5,0,11,2,18.2,0.63,0.11,0.00,0.00,11.6,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
1359,Geoffrey Kondogbia,cf CTA,MF,Marseille,fr Ligue 1,30,1993,16.3,0,8,1,12.5,0.49,0.06,0.00,0.00,18.4,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
1360,Abdoul Koné,fr FRA,DF,Reims,fr Ligue 1,18,2005,2.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1361,Amadou Koné,ml MLI,MF,Reims,fr Ligue 1,18,2005,5.3,0,6,1,16.7,1.14,0.19,0.00,0.00,27.3,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
1362,Ibrahima Koné,ml MLI,FW,Almería,es La Liga,24,1999,3.1,0,4,2,50.0,1.30,0.65,0.00,0.00,12.9,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches
1363,Ibrahima Koné,ml MLI,FW,Lorient,fr Ligue 1,24,1999,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1364,Manu Koné,fr FRA,MF,Gladbach,de Bundesliga,22,2001,17.3,1,24,8,33.3,1.38,0.46,0.04,0.13,19.3,0,0,0,1.2,1.2,0.05,-0.2,-0.2,Matches
1365,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,25,1997,34.1,1,19,5,26.3,0.56,0.15,0.05,0.20,12.2,0,0,0,2.5,2.5,0.13,-1.5,-1.5,Matches
1366,Teun Koopmeiners,nl NED,MF,Atalanta,it Serie A,25,1998,29.2,12,52,16,30.8,1.78,0.55,0.19,0.63,18.2,2,2,2,6.5,5.0,0.10,+5.5,+5.0,Matches
1367,Odilon Kossonou,ci CIV,DF,Leverkusen,de Bundesliga,22,2001,20.1,1,5,1,20.0,0.25,0.05,0.20,1.00,15.1,0,0,0,0.6,0.6,0.12,+0.4,+0.4,Matches
1368,Filip Kostić,rs SRB,DF,Juventus,it Serie A,30,1992,20.2,0,21,2,9.5,1.04,0.10,0.00,0.00,22.1,0,0,0,0.7,0.7,0.03,-0.7,-0.7,Matches
1369,Christian Kouamé,ci CIV,FW,Fiorentina,it Serie A,25,1997,12.1,2,24,7,29.2,1.98,0.58,0.08,0.29,17.0,0,0,0,1.9,1.9,0.08,+0.1,+0.1,Matches
1370,Rominigue Kouamé,ml MLI,MF,Cádiz,es La Liga,26,1996,9.1,0,5,0,0.0,0.55,0.00,0.00,,22.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
1371,Koffi Kouao,ci CIV,DF,Metz,fr Ligue 1,25,1998,9.6,0,5,1,20.0,0.52,0.10,0.00,0.00,21.4,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
1372,Tomáš Koubek,cz CZE,GK,Augsburg,de Bundesliga,30,1992,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1373,Therence Koudou,fr FRA,DF,Reims,fr Ligue 1,18,2004,3.5,0,2,1,50.0,0.57,0.29,0.00,0.00,27.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1374,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,24,1998,32.2,1,24,6,25.0,0.75,0.19,0.04,0.17,15.3,0,0,0,2.0,2.0,0.08,-1.0,-1.0,Matches
1375,Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,26,1997,21.4,0,14,2,14.3,0.65,0.09,0.00,0.00,11.4,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
1376,Cheikhou Kouyaté,sn SEN,MF,Nott'ham Forest,eng Premier League,33,1989,2.4,0,5,1,20.0,2.12,0.42,0.00,0.00,19.8,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
1377,Mateo Kovačić,hr CRO,MF,Manchester City,eng Premier League,29,1994,17.2,1,22,5,22.7,1.28,0.29,0.05,0.20,20.8,0,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches
1378,Viktor Kovalenko,ua UKR,MF,Empoli,it Serie A,27,1996,6.8,1,11,4,36.4,1.62,0.59,0.09,0.25,13.9,0,0,0,0.9,0.9,0.08,+0.1,+0.1,Matches
1379,Matej Kovar,cz CZE,GK,Leverkusen,de Bundesliga,23,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1380,Dawid Kownacki,pl POL,FW,Werder Bremen,de Bundesliga,26,1997,4.2,0,19,4,21.1,4.50,0.95,0.00,0.00,16.2,0,0,0,1.3,1.3,0.07,-1.3,-1.3,Matches
