,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Tocuhes_Live_Balls,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Carries,Total_Distance,Progressive_Distance_Carried,Progressive_Carries,1/3_Carries,Carries_Penalty_Area,Miscontrols,Dispossessed,Passes_Received,Progressive_Passes_Received,Matches
1293,Joaquín,es ESP,"MF,FW",Betis,es La Liga,41,1981,5.5,377,7,42,152,186,17,377,19,11,57.9,6,31.6,227,1286,714,23,16,6,13,6,275,37,Matches
1294,Joelinton,br BRA,"MF,FW",Newcastle Utd,eng Premier League,25,1996,29.6,1703,71,312,852,562,96,1703,111,53,47.7,42,37.8,897,4853,2286,64,45,13,72,51,1115,150,Matches
1295,Þórir Jóhann Helgason,is ISL,MF,Lecce,it Serie A,21,2000,2.5,96,8,25,42,31,3,96,1,0,0.0,1,100.0,41,181,88,2,2,1,4,2,50,5,Matches
1296,Ben Johnson,eng ENG,DF,West Ham,eng Premier League,22,2000,9.6,627,43,256,289,87,2,627,17,8,47.1,6,35.3,276,1449,650,15,6,1,7,7,335,22,Matches
1297,Brennan Johnson,wls WAL,"FW,MF",Nott'ham Forest,eng Premier League,21,2001,32.6,806,9,90,309,434,116,803,88,33,37.5,41,46.6,450,3848,2111,88,46,42,76,25,507,155,Matches
1298,Sam Johnstone,eng ENG,GK,Crystal Palace,eng Premier League,29,1993,9.0,298,242,297,1,0,0,298,0,0,,0,,188,1018,662,0,0,0,1,0,156,0,Matches
1299,Paul Joly,fr FRA,DF,Auxerre,fr Ligue 1,22,2000,9.6,783,54,283,328,179,4,783,28,13,46.4,8,28.6,519,3094,1511,19,27,1,9,12,445,48,Matches
1300,Curtis Jones,eng ENG,MF,Liverpool,eng Premier League,21,2001,11.5,821,14,105,417,304,40,821,30,11,36.7,13,43.3,550,2645,1011,31,15,11,22,29,627,75,Matches
1301,Frenkie de Jong,nl NED,MF,Barcelona,es La Liga,25,1997,28.2,2526,45,391,1553,607,47,2526,60,35,58.3,20,33.3,1797,11018,6412,92,95,9,24,22,2036,83,Matches
1302,Joan Jordán,es ESP,MF,Sevilla,es La Liga,28,1994,17.7,1221,30,248,734,243,8,1221,10,5,50.0,4,40.0,690,2675,1112,9,19,0,16,5,903,22,Matches
1303,Jorginho,it ITA,MF,Arsenal,eng Premier League,30,1991,9.5,807,27,159,476,175,8,807,10,3,30.0,5,50.0,523,2399,1252,15,12,0,8,8,629,8,Matches
1304,Jorginho,it ITA,MF,Chelsea,eng Premier League,30,1991,14.2,1026,36,273,577,178,8,1024,12,5,41.7,4,33.3,546,2331,1090,13,27,1,14,9,706,10,Matches
1305,Josan,es ESP,"DF,MF",Elche,es La Liga,32,1989,12.0,653,20,211,276,178,16,653,36,21,58.3,10,27.8,407,2599,1399,37,19,8,25,21,406,61,Matches
1306,Willian José,br BRA,FW,Betis,es La Liga,30,1991,8.1,339,15,52,162,126,16,338,7,2,28.6,4,57.1,170,706,243,6,9,2,17,10,234,27,Matches
1307,Joselu,es ESP,FW,Espanyol,es La Liga,32,1990,33.2,1111,44,90,501,523,152,1106,42,18,42.9,22,52.4,520,1850,616,23,21,16,84,43,833,147,Matches
1308,Mateo Joseph,eng ENG,"FW,MF",Leeds United,eng Premier League,18,2003,0.3,9,1,1,5,3,1,9,1,0,0.0,1,100.0,5,13,0,0,0,0,1,3,6,2,Matches
1309,Diogo Jota,pt POR,FW,Liverpool,eng Premier League,25,1996,12.6,550,21,71,235,252,73,550,39,14,35.9,21,53.8,339,1938,1067,34,26,14,34,19,403,104,Matches
1310,Stevan Jovetić,me MNE,"FW,MF",Hertha BSC,de Bundesliga,32,1989,9.9,416,12,41,214,164,39,416,21,10,47.6,7,33.3,261,1182,471,14,10,8,21,9,323,44,Matches
1311,Luka Jović,rs SRB,"FW,MF",Fiorentina,it Serie A,24,1997,17.0,437,11,27,196,219,79,436,22,15,68.2,6,27.3,214,1023,316,8,8,4,25,16,326,75,Matches
1312,Juanmi,es ESP,FW,Betis,es La Liga,29,1993,10.3,363,7,56,184,128,38,363,32,12,37.5,15,46.9,209,1144,454,10,16,4,23,13,251,37,Matches
1313,Juanpe,es ESP,DF,Girona,es La Liga,31,1991,15.8,992,169,573,395,31,16,992,1,1,100.0,0,0.0,595,3035,1700,8,2,0,0,2,693,3,Matches
1314,Jubal,br BRA,DF,Auxerre,fr Ligue 1,28,1993,35.7,1774,305,979,749,57,31,1773,7,2,28.6,2,28.6,1106,5884,2794,7,11,0,23,4,972,1,Matches
1315,Christopher Jullien,fr FRA,DF,Montpellier,fr Ligue 1,29,1993,29.9,1360,239,746,574,47,32,1360,5,5,100.0,0,0.0,850,4177,1890,2,4,1,15,4,755,6,Matches
1316,Anthony Jung,de GER,"DF,FW",Werder Bremen,de Bundesliga,30,1991,29.1,1687,92,569,767,361,34,1687,24,13,54.2,11,45.8,808,3566,1560,28,21,1,30,17,966,109,Matches
1317,Eli Junior Kroupi,fr FRA,"FW,MF",Lorient,fr Ligue 1,16,2006,0.1,5,0,1,4,0,0,5,0,0,,0,,3,27,6,0,0,0,0,0,3,0,Matches
1318,Lago Junior,ci CIV,"FW,MF",Mallorca,es La Liga,31,1990,0.6,27,0,4,9,15,1,27,1,1,100.0,0,0.0,18,75,34,2,2,0,3,1,20,5,Matches
1319,Hamed Junior Traorè,ci CIV,"FW,MF",Bournemouth,eng Premier League,22,2000,4.7,246,2,29,109,116,11,246,25,16,64.0,8,32.0,143,881,437,19,13,1,15,13,142,21,Matches
1320,Hamed Junior Traorè,ci CIV,"MF,FW",Sassuolo,it Serie A,22,2000,6.6,308,3,43,142,127,24,308,15,4,26.7,9,60.0,194,1312,600,14,7,7,16,23,226,36,Matches
1321,Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,22,2000,31.4,1707,3,94,444,1190,260,1707,306,112,36.6,153,50.0,1357,10854,5658,221,99,140,103,61,1460,495,Matches
1322,Josip Juranović,hr CRO,DF,Union Berlin,de Bundesliga,26,1995,10.4,553,33,154,215,194,10,552,11,7,63.6,4,36.4,216,996,435,11,3,2,6,3,224,33,Matches
1323,James Justin,eng ENG,DF,Leicester City,eng Premier League,24,1998,13.9,980,48,296,475,216,8,980,19,4,21.1,11,57.9,417,1831,834,20,19,4,15,6,574,50,Matches
1324,Filip Jørgensen,dk DEN,GK,Villarreal,es La Liga,20,2002,2.0,56,49,56,0,0,0,56,0,0,,0,,35,131,79,0,0,0,0,0,30,0,Matches
1325,Mathias Jørgensen,dk DEN,DF,Brentford,eng Premier League,32,1990,12.3,612,87,291,281,42,12,612,1,0,0.0,1,100.0,295,1062,616,1,2,0,3,1,321,1,Matches
1326,Ozan Kabak,tr TUR,DF,Hoffenheim,de Bundesliga,22,2000,26.5,1588,168,772,746,93,26,1588,30,15,50.0,11,36.7,899,4654,2411,23,16,0,25,7,968,13,Matches
1327,Issa Kaboré,bf BFA,DF,Marseille,fr Ligue 1,21,2001,11.4,734,29,155,290,299,39,734,54,23,42.6,23,42.6,510,3205,1531,39,27,10,33,13,464,130,Matches
1328,Abdoul Kader Bamba,fr FRA,"FW,MF",Nantes,fr Ligue 1,28,1994,0.9,54,0,8,23,23,2,54,1,0,0.0,0,0.0,42,236,79,1,1,1,1,4,40,12,Matches
1329,Pavel Kadeřábek,cz CZE,DF,Hoffenheim,de Bundesliga,30,1992,18.5,1024,45,231,429,371,39,1024,13,3,23.1,8,61.5,438,2047,1108,30,25,4,13,7,564,114,Matches
1330,Tino Kadewere,zw ZIM,"FW,MF",Mallorca,es La Liga,26,1996,6.0,224,3,22,114,94,28,224,14,8,57.1,4,28.6,122,710,333,14,5,9,15,11,163,29,Matches
1331,Kaiky,br BRA,DF,Almería,es La Liga,18,2004,6.5,294,61,184,108,3,1,294,3,2,66.7,1,33.3,167,886,513,7,2,0,5,0,180,2,Matches
1332,Florian Kainz,at AUT,"MF,FW",Köln,de Bundesliga,29,1992,26.0,1496,24,207,641,673,45,1493,82,33,40.2,35,42.7,812,4905,2154,64,54,8,39,36,877,147,Matches
1333,Gaël Kakuta,cd COD,FW,Lens,fr Ligue 1,31,1991,0.2,18,0,4,11,4,0,18,0,0,,0,,16,103,53,2,2,0,0,0,16,1,Matches
1334,Sasa Kalajdzic,at AUT,FW,Wolves,eng Premier League,25,1997,0.5,7,0,2,1,4,2,7,0,0,,0,,2,6,3,0,0,0,1,0,5,1,Matches
1335,Sasa Kalajdzic,at AUT,FW,Stuttgart,de Bundesliga,25,1997,2.6,85,0,4,44,37,18,85,1,0,0.0,1,100.0,31,71,14,0,0,0,5,3,66,13,Matches
1336,Arnaud Kalimuendo,fr FRA,FW,Rennes,fr Ligue 1,20,2002,20.5,659,12,48,278,343,104,659,55,25,45.5,26,47.3,490,2803,825,36,21,25,58,37,490,193,Matches
1337,Yayah Kallon,sl SLE,"MF,FW",Hellas Verona,it Serie A,21,2001,9.6,356,7,31,127,207,43,356,30,8,26.7,14,46.7,233,1764,764,33,20,14,28,15,237,64,Matches
1338,Gedeon Kalulu,cd COD,DF,Lorient,fr Ligue 1,24,1997,27.1,1653,140,609,745,314,40,1653,41,21,51.2,15,36.6,1091,7029,3264,58,48,6,31,18,964,82,Matches
1339,Pierre Kalulu,fr FRA,DF,Milan,it Serie A,22,2000,28.3,2099,118,890,1056,172,18,2099,18,10,55.6,5,27.8,1284,7528,4148,52,25,0,25,5,1410,43,Matches
1340,Justin-Noël Kalumba,fr FRA,DF,Angers,fr Ligue 1,17,2004,6.1,220,9,50,93,82,6,220,19,10,52.6,7,36.8,173,1093,500,9,10,1,14,7,154,31,Matches
1341,Daichi Kamada,jp JPN,MF,Eint Frankfurt,de Bundesliga,25,1996,25.2,1503,24,206,898,410,69,1500,36,15,41.7,19,52.8,871,4152,1923,47,37,13,32,24,1041,105,Matches
1342,Waren Kamanzi,no NOR,DF,Toulouse,fr Ligue 1,21,2000,7.4,431,28,138,187,109,7,431,18,10,55.6,5,27.8,293,1715,1007,22,22,4,6,6,252,28,Matches
1343,Bingourou Kamara,sn SEN,GK,Montpellier,fr Ligue 1,25,1996,4.5,143,120,143,0,0,0,143,0,0,,0,,86,416,244,0,0,0,0,0,57,0,Matches
1344,Boubacar Kamara,fr FRA,MF,Aston Villa,eng Premier League,22,1999,19.7,1145,65,362,662,132,10,1145,35,16,45.7,12,34.3,622,2571,1173,16,11,1,20,14,713,8,Matches
1345,Jakub Kamiński,pl POL,"FW,DF",Wolfsburg,de Bundesliga,20,2002,22.9,942,21,145,334,470,78,942,66,28,42.4,34,51.5,550,2883,1463,47,30,18,57,32,606,171,Matches
1346,Marcin Kamiński,pl POL,DF,Schalke 04,de Bundesliga,30,1992,7.0,380,48,206,152,24,4,380,1,1,100.0,0,0.0,171,643,387,2,1,0,4,1,191,3,Matches
1347,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,31,1990,15.2,1016,26,201,656,169,4,1016,12,9,75.0,2,16.7,652,3395,1668,23,23,2,19,10,707,15,Matches
1348,Nordine Kandil,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,20,2001,1.1,87,1,11,33,46,5,87,13,6,46.2,7,53.8,69,536,294,9,10,3,5,3,61,9,Matches
1349,Harry Kane,eng ENG,FW,Tottenham,eng Premier League,29,1993,37.8,1328,28,106,646,599,167,1322,108,40,37.0,53,49.1,834,4546,1842,60,50,21,74,58,1031,193,Matches
1350,Lee Kang-in,kr KOR,"MF,FW",Mallorca,es La Liga,21,2001,31.4,1426,15,169,693,598,42,1426,134,90,67.2,34,25.4,831,5655,2936,107,58,14,69,43,897,139,Matches
1351,Wilfried Kanga,ci CIV,FW,Hertha BSC,de Bundesliga,24,1998,15.7,400,15,29,160,215,69,400,24,8,33.3,14,58.3,183,783,288,11,5,5,38,18,293,72,Matches
1352,N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,31,1991,5.8,404,11,53,195,163,16,404,18,12,66.7,4,22.2,230,1408,800,19,15,2,13,5,279,36,Matches
1353,Kenan Karaman,tr TUR,FW,Schalke 04,de Bundesliga,28,1994,10.8,339,11,45,136,165,42,339,39,11,28.2,14,35.9,206,1401,662,23,13,7,29,18,253,55,Matches
1354,Yann Karamoh,fr FRA,"MF,FW",Torino,it Serie A,24,1998,8.0,347,4,22,139,192,35,347,57,26,45.6,25,43.9,221,1493,646,27,10,11,33,13,257,74,Matches
1355,Atakan Karazor,de GER,MF,Stuttgart,de Bundesliga,25,1996,21.8,1349,79,415,802,147,7,1349,23,14,60.9,5,21.7,598,2253,888,5,10,0,20,17,783,12,Matches
1356,Ayman Kari,fr FRA,"MF,DF",Lorient,fr Ligue 1,17,2004,1.1,94,0,32,38,27,6,94,7,4,57.1,2,28.6,70,401,215,5,4,1,3,1,64,3,Matches
1357,Jon Karrikaburu,es ESP,FW,Real Sociedad,es La Liga,19,2002,1.0,38,0,0,18,20,3,38,0,0,,0,,22,127,38,2,1,1,4,3,28,2,Matches
1358,Rick Karsdorp,nl NED,DF,Roma,it Serie A,27,1995,7.9,444,30,156,185,110,9,444,6,0,0.0,5,83.3,236,1148,575,16,8,2,11,6,260,33,Matches
1359,Denso Kasius,nl NED,DF,Bologna,it Serie A,19,2002,3.8,243,6,75,105,65,3,243,10,6,60.0,3,30.0,127,728,374,9,10,1,11,7,144,21,Matches
1360,Thomas Kastanaras,gr GRE,"FW,DF",Stuttgart,de Bundesliga,19,2003,0.8,29,1,5,13,11,3,29,1,0,0.0,1,100.0,15,45,23,1,0,0,5,0,17,6,Matches
1361,Grigoris Kastanos,cy CYP,"MF,DF",Salernitana,it Serie A,24,1998,14.3,770,20,157,365,258,25,770,34,13,38.2,14,41.2,458,2257,1111,27,19,3,16,19,508,59,Matches
1362,Silas Katompa,cd COD,"FW,MF",Stuttgart,de Bundesliga,23,1998,22.1,675,7,62,272,364,102,674,111,48,43.2,55,49.5,455,3712,1655,71,40,39,68,44,469,165,Matches
1363,Moise Kean,it ITA,FW,Juventus,it Serie A,22,2000,11.1,333,3,32,146,165,57,333,41,14,34.1,23,56.1,220,1487,667,30,15,20,29,29,252,76,Matches
1364,Michael Keane,eng ENG,DF,Everton,eng Premier League,29,1993,10.9,565,83,275,239,55,24,565,7,4,57.1,2,28.6,257,1282,719,2,2,0,6,2,275,4,Matches
1365,Neeskens Kebano,cd COD,FW,Fulham,eng Premier League,30,1992,8.5,322,10,49,92,189,30,322,30,10,33.3,14,46.7,200,1502,841,39,14,11,16,12,216,68,Matches
1366,Kévin Keben Biakolo,cm CMR,DF,Toulouse,fr Ligue 1,18,2004,4.0,198,13,69,84,49,3,198,10,1,10.0,7,70.0,118,619,225,5,10,1,8,5,96,18,Matches
1367,Thilo Kehrer,de GER,DF,West Ham,eng Premier League,25,1996,24.8,1335,135,600,595,147,17,1335,11,8,72.7,3,27.3,677,2885,1533,15,12,1,17,6,760,29,Matches
1368,Check Keita,fr FRA,DF,Reims,fr Ligue 1,19,2003,7.6,372,32,171,190,14,5,372,3,2,66.7,0,0.0,268,1881,994,8,5,0,4,1,237,0,Matches
1369,Naby Keïta,gn GUI,MF,Liverpool,eng Premier League,27,1995,3.3,206,5,34,114,59,11,206,4,3,75.0,0,0.0,111,536,220,5,6,0,12,7,140,21,Matches
1370,Yannik Keitel,de GER,MF,Freiburg,de Bundesliga,22,2000,7.6,313,10,68,177,73,10,313,9,4,44.4,3,33.3,159,860,401,12,9,1,7,5,174,16,Matches
1371,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,23,1998,1.0,26,18,26,0,0,0,26,0,0,,0,,18,89,62,0,0,0,0,0,13,0,Matches
1372,Lloyd Kelly,eng ENG,DF,Bournemouth,eng Premier League,23,1998,22.7,1394,185,752,526,124,9,1394,7,1,14.3,5,71.4,705,3316,1879,14,4,0,16,4,806,10,Matches
1373,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,27,1995,30.1,1644,231,906,701,52,32,1644,17,11,64.7,4,23.5,774,3738,1855,11,2,0,14,7,808,1,Matches
1374,Kenedy,br BRA,"FW,DF",Valladolid,es La Liga,26,1996,3.1,131,0,18,59,58,13,131,13,4,30.8,9,69.2,85,367,142,4,1,3,14,7,94,21,Matches
1375,Jonjoe Kenny,eng ENG,DF,Hertha BSC,de Bundesliga,25,1997,24.9,1477,92,507,717,269,12,1477,23,12,52.2,7,30.4,661,2930,1466,30,24,5,25,8,709,59,Matches
1376,Franck Kessié,ci CIV,MF,Barcelona,es La Liga,25,1996,11.0,575,25,110,336,133,25,575,18,9,50.0,6,33.3,349,1732,674,14,11,2,23,10,426,43,Matches
1377,Saîf-Eddine Khaoui,tn TUN,MF,Clermont Foot,fr Ligue 1,27,1995,22.5,963,16,147,511,330,48,963,52,24,46.2,21,40.4,665,3607,1536,23,28,4,43,23,592,88,Matches
1378,Wahbi Khazri,tn TUN,"FW,MF",Montpellier,fr Ligue 1,31,1991,18.2,713,23,101,361,271,64,713,61,28,45.9,24,39.3,516,3522,1530,40,17,22,49,30,472,91,Matches
1379,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,28,1994,32.0,1308,54,368,738,218,19,1308,18,10,55.6,7,38.9,561,2487,762,14,11,1,25,17,687,26,Matches
1380,Anthony Khelifa,fr FRA,DF,Ajaccio,fr Ligue 1,16,2005,0.1,12,0,4,8,0,0,12,0,0,,0,,10,43,15,1,0,0,0,0,8,0,Matches
1381,Kiké,es ESP,FW,Osasuna,es La Liga,32,1989,11.3,422,15,28,180,217,68,421,20,12,60.0,6,30.0,257,1117,393,16,15,6,58,17,335,58,Matches
1382,Luca Kilian,de GER,DF,Köln,de Bundesliga,22,1999,12.5,801,87,442,326,37,7,801,4,2,50.0,1,25.0,510,2877,1621,14,8,0,4,3,528,4,Matches
1383,Max Kilman,eng ENG,DF,Wolves,eng Premier League,25,1997,36.7,2470,432,1460,952,75,26,2470,25,19,76.0,6,24.0,1443,7679,4615,30,15,2,15,9,1699,5,Matches
1384,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,27,1995,31.2,3073,115,618,1669,809,20,3072,25,13,52.0,8,32.0,1762,8923,3443,42,31,4,26,26,2065,56,Matches
1385,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,26,1995,8.1,567,59,203,327,39,7,567,3,2,66.7,0,0.0,430,2001,1090,4,8,0,4,5,407,4,Matches
1386,Jakub Kiwior,pl POL,DF,Arsenal,eng Premier League,22,2000,4.7,248,31,124,103,22,3,248,1,1,100.0,0,0.0,141,530,171,0,3,0,0,0,148,6,Matches
1387,Jakub Kiwior,pl POL,DF,Spezia,it Serie A,22,2000,16.0,953,177,594,307,58,15,953,7,5,71.4,2,28.6,464,2749,1395,13,3,1,8,5,498,6,Matches
1388,Simon Kjær,dk DEN,DF,Milan,it Serie A,33,1989,11.2,761,95,432,322,11,2,761,0,0,,0,,458,1956,1166,3,2,0,1,0,535,1,Matches
1389,Pascal Klemens,de GER,DF,Hertha BSC,de Bundesliga,17,2005,1.0,40,12,30,10,0,0,40,0,0,,0,,22,61,40,0,0,0,0,0,22,0,Matches
1390,Mateusz Klich,pl POL,"MF,FW",Leeds United,eng Premier League,32,1990,3.1,189,3,25,82,85,9,189,6,2,33.3,4,66.7,110,385,149,5,5,2,11,1,124,21,Matches
1391,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,26,1996,10.1,873,54,372,458,48,5,873,2,1,50.0,1,50.0,549,2340,1092,5,8,0,3,4,634,12,Matches
1392,Justin Kluivert,nl NED,"FW,MF",Valencia,es La Liga,23,1999,16.1,583,7,48,153,401,65,582,63,30,47.6,30,47.6,358,3045,1553,58,33,22,39,22,392,126,Matches
1393,Ansgar Knauff,de GER,DF,Eint Frankfurt,de Bundesliga,20,2002,14.3,879,31,263,373,265,43,879,63,22,34.9,33,52.4,410,2879,1677,47,26,15,31,9,433,74,Matches
1394,Robin Knoche,de GER,DF,Union Berlin,de Bundesliga,30,1992,31.9,1965,234,1045,887,45,23,1963,13,11,84.6,1,7.7,1093,5352,2849,12,3,1,15,7,1110,6,Matches
1395,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,24,1997,27.0,1115,855,1108,8,0,0,1115,1,1,100.0,0,0.0,671,2981,1423,0,0,0,1,0,613,0,Matches
1396,Robin Koch,de GER,DF,Leeds United,eng Premier League,26,1996,35.3,1963,263,1051,820,106,32,1963,3,1,33.3,2,66.7,1013,4700,2583,11,8,0,15,1,1102,11,Matches
1397,Samuel Koeberlé,fr FRA,MF,Reims,fr Ligue 1,17,2004,0.0,9,0,8,0,1,0,9,2,1,50.0,1,50.0,7,12,3,0,0,0,1,0,3,1,Matches
1398,Rudy Kohon,fr FRA,DF,Troyes,fr Ligue 1,18,2004,0.7,39,6,28,11,0,0,39,1,0,0.0,1,100.0,25,196,72,0,0,0,1,0,23,0,Matches
1399,Dominik Kohr,de GER,MF,Mainz 05,de Bundesliga,28,1994,25.5,1447,57,344,867,250,32,1447,22,10,45.5,10,45.5,680,2806,1114,17,15,3,19,8,779,39,Matches
1400,Koke,es ESP,MF,Atlético Madrid,es La Liga,30,1992,28.3,2244,70,542,1337,376,21,2244,22,13,59.1,8,36.4,1246,4448,2069,15,25,0,21,18,1736,37,Matches
1401,Sead Kolašinac,ba BIH,DF,Marseille,fr Ligue 1,29,1993,24.6,1547,67,408,831,322,48,1547,12,3,25.0,7,58.3,1140,6231,3393,49,37,6,25,6,994,86,Matches
1402,Luca Koleosho,it ITA,"FW,DF",Espanyol,es La Liga,17,2004,0.7,40,0,2,13,26,5,40,8,4,50.0,4,50.0,27,178,88,4,0,3,6,0,27,15,Matches
1403,Randal Kolo Muani,fr FRA,FW,Eint Frankfurt,de Bundesliga,23,1998,29.2,1057,17,53,427,597,196,1055,161,71,44.1,68,42.2,632,4510,2287,97,54,66,108,65,824,240,Matches
1404,Timothée Kolodziejczak,fr FRA,DF,Schalke 04,de Bundesliga,30,1991,0.3,20,0,11,6,3,1,20,0,0,,0,,6,14,3,0,0,0,0,0,13,0,Matches
1405,Cheick Konaté,ci CIV,DF,Clermont Foot,fr Ligue 1,18,2004,6.4,377,17,156,188,46,5,377,31,25,80.6,5,16.1,252,1643,882,12,15,2,5,8,222,9,Matches
1406,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,23,1999,17.2,1317,107,589,691,43,22,1317,14,10,71.4,2,14.3,829,3627,1871,7,7,0,12,4,918,5,Matches
1407,Geoffrey Kondogbia,cf CTA,MF,Atlético Madrid,es La Liga,29,1993,11.2,751,29,196,498,66,8,751,10,5,50.0,2,20.0,413,1449,637,6,7,1,6,10,511,5,Matches
1408,Ibrahima Koné,ml MLI,FW,Lorient,fr Ligue 1,23,1999,17.5,565,17,59,262,247,68,562,22,14,63.6,6,27.3,380,1873,577,15,13,10,65,27,421,109,Matches
1409,Kouadio Koné,fr FRA,MF,M'Gladbach,de Bundesliga,21,2001,29.0,1796,61,404,1127,302,24,1796,118,57,48.3,38,32.2,1164,6283,3307,59,52,6,81,50,1268,55,Matches
1410,Youssouf Koné,ml MLI,DF,Ajaccio,fr Ligue 1,27,1995,10.2,531,52,218,265,54,1,531,19,8,42.1,4,21.1,345,1727,813,14,10,1,14,4,291,16,Matches
1411,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,24,1997,36.9,2192,349,1280,850,70,22,2192,15,5,33.3,3,20.0,1375,6226,3596,7,9,0,15,5,1533,11,Matches
1412,Teun Koopmeiners,nl NED,MF,Atalanta,it Serie A,24,1998,31.8,2056,85,476,916,691,63,2052,54,28,51.9,23,42.6,1136,5759,3052,60,64,11,48,32,1396,106,Matches
1413,Odilon Kossonou,ci CIV,DF,Leverkusen,de Bundesliga,21,2001,16.9,1144,105,463,614,75,4,1144,12,7,58.3,4,33.3,640,3415,2039,26,15,0,16,13,716,16,Matches
1414,Filip Kostić,rs SRB,"DF,FW",Juventus,it Serie A,29,1992,28.5,1488,41,237,595,674,62,1488,52,23,44.2,24,46.2,809,4882,2587,101,54,22,50,20,943,230,Matches
1415,Filip Kostić,rs SRB,"DF,MF",Eint Frankfurt,de Bundesliga,29,1992,0.8,45,0,10,16,20,3,45,3,1,33.3,1,33.3,23,172,105,3,1,1,0,1,23,3,Matches
1416,Christian Kouamé,ci CIV,FW,Fiorentina,it Serie A,24,1997,20.7,942,8,74,324,559,111,942,66,21,31.8,36,54.5,564,2844,1302,50,32,24,80,42,703,203,Matches
1417,Rominigue Kouamé,ml MLI,MF,Troyes,fr Ligue 1,25,1996,29.6,1698,113,505,1002,230,19,1698,71,50,70.4,15,21.1,1340,8361,3627,59,47,4,38,25,1180,36,Matches
1418,Tomáš Koubek,cz CZE,GK,Augsburg,de Bundesliga,29,1992,11.0,546,431,539,7,0,0,546,0,0,,0,,321,1860,997,0,0,0,0,0,263,0,Matches
1419,Kalidou Koulibaly,sn SEN,DF,Chelsea,eng Premier League,31,1991,20.0,1687,174,793,838,63,19,1687,6,4,66.7,2,33.3,1083,4728,2459,10,8,0,10,2,1209,4,Matches
1420,Jules Koundé,fr FRA,DF,Barcelona,es La Liga,23,1998,27.0,2234,117,675,1215,362,45,2234,28,15,53.6,9,32.1,1477,7400,4587,58,52,5,23,18,1611,61,Matches
1421,Boubakar Kouyaté,ml MLI,DF,Montpellier,fr Ligue 1,25,1997,14.0,796,114,440,334,30,21,796,4,3,75.0,0,0.0,513,3101,1519,3,3,1,3,0,459,1,Matches
1422,Cheikhou Kouyaté,sn SEN,MF,Nott'ham Forest,eng Premier League,32,1989,9.8,363,39,136,166,64,14,363,9,6,66.7,1,11.1,160,725,292,6,4,3,15,9,175,14,Matches
1423,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,28,1994,19.0,1492,31,279,938,289,12,1492,34,19,55.9,10,29.4,1010,5517,2591,37,39,2,26,26,1144,30,Matches
1424,Viktor Kovalenko,ua UKR,MF,Spezia,it Serie A,26,1996,6.1,309,10,56,150,105,19,309,5,4,80.0,1,20.0,158,684,254,4,3,2,9,2,191,28,Matches
1425,Soichiro Kozuki,jp JPN,"FW,MF",Schalke 04,de Bundesliga,21,2000,4.2,157,5,29,53,76,16,157,16,6,37.5,9,56.3,98,615,276,15,6,4,9,8,106,37,Matches
1426,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,27,1994,0.0,1,0,1,0,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,0,0,Matches
1427,Alex Král,cz CZE,MF,Schalke 04,de Bundesliga,24,1998,26.2,1108,72,273,610,241,47,1108,51,23,45.1,22,43.1,552,2960,1364,41,21,4,30,21,600,70,Matches
1428,Andrej Kramarić,hr CRO,"MF,FW",Hoffenheim,de Bundesliga,31,1991,26.5,1244,15,127,637,493,106,1238,58,28,48.3,22,37.9,825,4203,1674,49,34,16,61,33,945,191,Matches
1429,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,31,1991,24.7,1482,68,450,769,277,41,1482,48,21,43.8,24,50.0,772,3287,1556,26,28,6,26,30,1013,60,Matches
1430,Tom Krauß,de GER,MF,Schalke 04,de Bundesliga,21,2001,27.9,1140,55,313,612,241,16,1140,33,20,60.6,12,36.4,466,2630,1272,35,26,2,26,31,431,38,Matches
1431,Julian Kristoffersen,no NOR,FW,Salernitana,it Serie A,25,1997,0.2,4,0,0,2,2,0,4,0,0,,0,,1,2,0,0,0,0,1,0,2,2,Matches
1432,Raimonds Krollis,lv LVA,"FW,DF",Spezia,it Serie A,20,2001,0.4,16,0,2,5,9,2,16,1,0,0.0,1,100.0,8,54,11,1,0,0,1,1,11,4,Matches
