,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Assists,G+A,G-PK,PK,PKatt,Yellow,Red,xG,npxG,xAG,npxG+xAG,Prg_Carries,Prg_Passes,Prg_Passes_Received,Goals_per90,Assits_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xAG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Matches
2601,Tetê,br BRA,FW,Leicester City,eng Premier League,22,2000,13,9,734,8.2,1,0,1,1,0,0,0,0,1.8,1.8,0.4,2.2,22,26,55,0.12,0.00,0.12,0.12,0.12,0.22,0.05,0.27,0.22,0.27,Matches
2602,Tetê,br BRA,"FW,MF",Lyon,fr Ligue 1,22,2000,17,14,"1,107",12.3,6,2,8,6,0,0,3,0,4.2,4.2,1.3,5.5,49,52,130,0.49,0.16,0.65,0.49,0.65,0.35,0.10,0.45,0.35,0.45,Matches
2603,Kenny Tete,nl NED,DF,Fulham,eng Premier League,26,1995,31,29,"2,569",28.5,1,5,6,1,0,0,8,0,0.7,0.7,1.9,2.6,75,103,69,0.04,0.18,0.21,0.04,0.21,0.02,0.07,0.09,0.02,0.09,Matches
2604,Florian Thauvin,fr FRA,"FW,MF",Udinese,it Serie A,29,1993,16,5,546,6.1,0,0,0,0,0,0,1,0,0.7,0.7,1.1,1.7,19,24,49,0.00,0.00,0.00,0.00,0.00,0.11,0.17,0.29,0.11,0.29,Matches
2605,Arthur Theate,be BEL,DF,Rennes,fr Ligue 1,22,2000,35,35,"3,127",34.7,4,0,4,4,0,0,5,0,4.5,4.5,0.6,5.1,37,248,4,0.12,0.00,0.12,0.12,0.12,0.13,0.02,0.15,0.13,0.15,Matches
2606,Malick Thiaw,de GER,DF,Milan,it Serie A,20,2001,20,15,"1,362",15.1,0,0,0,0,0,0,5,0,0.8,0.8,0.2,1.0,6,67,2,0.00,0.00,0.00,0.00,0.00,0.06,0.01,0.07,0.06,0.07,Matches
2607,Malick Thiaw,de GER,DF,Schalke 04,de Bundesliga,20,2001,3,3,270,3.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,1,3,0,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.08,0.08,0.08,Matches
2608,Jan Thielmann,de GER,FW,Köln,de Bundesliga,20,2002,23,6,869,9.7,2,2,4,2,0,0,5,0,1.1,1.1,0.9,1.9,27,19,66,0.21,0.21,0.41,0.21,0.41,0.11,0.09,0.20,0.11,0.20,Matches
2609,Sada Thioub,sn SEN,"DF,FW",Angers,fr Ligue 1,27,1995,27,11,"1,060",11.8,1,2,3,1,0,0,3,0,1.4,1.4,1.9,3.3,23,57,78,0.08,0.17,0.25,0.08,0.25,0.11,0.16,0.28,0.11,0.28,Matches
2610,Luke Thomas,eng ENG,DF,Leicester City,eng Premier League,21,2001,17,11,"1,073",11.9,0,0,0,0,0,0,3,0,0.1,0.1,0.7,0.8,10,48,13,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.07,0.01,0.07,Matches
2611,Adrien Thomasson,fr FRA,MF,Strasbourg,fr Ligue 1,28,1993,15,10,937,10.4,0,2,2,0,0,0,2,0,1.5,1.5,1.9,3.4,15,41,73,0.00,0.19,0.19,0.00,0.19,0.15,0.18,0.33,0.15,0.33,Matches
2612,Adrien Thomasson,fr FRA,"MF,FW",Lens,fr Ligue 1,28,1993,20,16,"1,278",14.2,5,5,10,5,0,0,1,0,3.0,3.0,2.8,5.8,17,49,98,0.35,0.35,0.70,0.35,0.70,0.21,0.20,0.41,0.21,0.41,Matches
2613,Morten Thorsby,no NOR,MF,Union Berlin,de Bundesliga,26,1996,24,8,833,9.3,1,1,2,1,0,0,3,0,0.8,0.8,0.5,1.3,0,15,21,0.11,0.11,0.22,0.11,0.22,0.09,0.05,0.14,0.09,0.14,Matches
2614,Kristian Thorstvedt,no NOR,MF,Sassuolo,it Serie A,23,1999,31,13,"1,136",12.6,2,1,3,2,0,0,5,0,2.1,2.1,1.1,3.2,31,60,54,0.16,0.08,0.24,0.16,0.24,0.17,0.09,0.26,0.17,0.26,Matches
2615,Khéphren Thuram,fr FRA,MF,Nice,fr Ligue 1,21,2001,35,30,"2,547",28.3,2,4,6,2,0,0,3,0,3.2,3.2,5.1,8.3,92,128,77,0.07,0.14,0.21,0.07,0.21,0.11,0.18,0.29,0.11,0.29,Matches
2616,Marcus Thuram,fr FRA,FW,Gladbach,de Bundesliga,24,1997,30,28,"2,513",27.9,13,6,19,13,0,0,3,0,16.5,16.5,5.2,21.8,75,46,170,0.47,0.21,0.68,0.47,0.68,0.59,0.19,0.78,0.59,0.78,Matches
2617,Alexis Tibidi,fr FRA,"FW,MF",Troyes,fr Ligue 1,18,2003,3,0,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2618,Youri Tielemans,be BEL,MF,Leicester City,eng Premier League,25,1997,31,27,"2,344",26.0,3,2,5,2,1,2,4,0,2.5,0.9,4.7,5.6,35,181,56,0.12,0.08,0.19,0.08,0.15,0.10,0.18,0.28,0.04,0.21,Matches
2619,Kieran Tierney,sct SCO,DF,Arsenal,eng Premier League,25,1997,27,6,795,8.8,0,1,1,0,0,0,0,0,0.3,0.3,0.3,0.7,25,36,31,0.00,0.11,0.11,0.00,0.11,0.04,0.04,0.08,0.04,0.08,Matches
2620,Steffen Tigges,de GER,FW,Köln,de Bundesliga,24,1998,30,17,"1,596",17.7,6,1,7,6,0,0,1,0,5.0,5.0,1.9,6.9,20,31,81,0.34,0.06,0.39,0.34,0.39,0.28,0.11,0.39,0.28,0.39,Matches
2621,Jean-Clair Todibo,fr FRA,DF,Nice,fr Ligue 1,22,1999,34,33,"2,870",31.9,0,0,0,0,0,0,4,2,0.8,0.8,0.2,1.0,21,153,6,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.03,0.03,0.03,Matches
2622,Harry Toffolo,eng ENG,DF,Nott'ham Forest,eng Premier League,26,1995,19,9,940,10.4,0,0,0,0,0,0,2,0,0.3,0.3,0.8,1.0,8,29,43,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.10,0.03,0.10,Matches
2623,Umut Tohumcu,de GER,"MF,DF",Hoffenheim,de Bundesliga,17,2004,8,2,271,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,7,4,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,0.04,0.08,Matches
2624,Karl Toko Ekambi,cm CMR,"FW,MF",Rennes,fr Ligue 1,29,1992,17,11,972,10.8,3,2,5,3,0,0,0,0,3.6,3.6,1.4,5.0,30,21,87,0.28,0.19,0.46,0.28,0.46,0.33,0.13,0.47,0.33,0.47,Matches
2625,Karl Toko Ekambi,cm CMR,"FW,MF",Lyon,fr Ligue 1,29,1992,19,15,"1,353",15.0,4,2,6,4,0,0,1,0,4.4,4.4,3.0,7.4,58,36,188,0.27,0.13,0.40,0.27,0.40,0.30,0.20,0.49,0.30,0.49,Matches
2626,Corentin Tolisso,fr FRA,MF,Lyon,fr Ligue 1,27,1994,30,25,"2,036",22.6,1,2,3,1,0,0,3,0,1.7,1.7,4.4,6.2,32,230,52,0.04,0.09,0.13,0.04,0.13,0.08,0.20,0.27,0.08,0.27,Matches
2627,Jeremy Toljan,de GER,DF,Sassuolo,it Serie A,27,1994,31,29,"2,672",29.7,0,1,1,0,0,0,3,0,0.5,0.5,2.4,3.0,56,142,99,0.00,0.03,0.03,0.00,0.03,0.02,0.08,0.10,0.02,0.10,Matches
2628,Rafael Tolói,it ITA,DF,Atalanta,it Serie A,31,1990,32,32,"2,784",30.9,2,1,3,2,0,0,8,0,2.8,2.8,1.2,4.0,21,148,29,0.06,0.03,0.10,0.06,0.10,0.09,0.04,0.13,0.09,0.13,Matches
2629,Raúl de Tomás,es ESP,FW,Rayo Vallecano,es La Liga,27,1994,19,9,805,8.9,4,0,4,3,1,2,2,0,5.1,3.5,0.5,4.0,13,18,51,0.45,0.00,0.45,0.34,0.34,0.57,0.06,0.63,0.39,0.45,Matches
2630,Tiago Tomás,pt POR,"FW,MF",Stuttgart,de Bundesliga,20,2002,27,16,"1,291",14.3,3,3,6,3,0,0,2,0,2.9,2.9,3.6,6.5,31,25,95,0.21,0.21,0.42,0.21,0.42,0.20,0.25,0.45,0.20,0.45,Matches
2631,Takehiro Tomiyasu,jp JPN,DF,Arsenal,eng Premier League,23,1998,21,6,663,7.4,0,1,1,0,0,0,2,0,0.2,0.2,0.6,0.8,14,51,28,0.00,0.14,0.14,0.00,0.14,0.03,0.08,0.11,0.03,0.11,Matches
2632,James Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,33,1989,6,3,338,3.8,1,0,1,1,0,0,3,1,1.0,1.0,0.0,1.0,1,2,1,0.27,0.00,0.27,0.27,0.27,0.27,0.00,0.27,0.27,0.27,Matches
2633,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,24,1997,33,32,"2,760",30.7,1,1,2,1,0,0,5,0,1.3,1.3,0.8,2.1,26,122,10,0.03,0.03,0.07,0.03,0.07,0.04,0.03,0.07,0.04,0.07,Matches
2634,Sandro Tonali,it ITA,MF,Milan,it Serie A,22,2000,34,30,"2,713",30.1,2,7,9,2,0,0,7,0,2.4,2.4,5.7,8.1,61,159,86,0.07,0.23,0.30,0.07,0.30,0.08,0.19,0.27,0.08,0.27,Matches
2635,Lorenzo Tonelli,it ITA,DF,Empoli,it Serie A,32,1990,1,0,19,0.2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2636,Ivan Toney,eng ENG,FW,Brentford,eng Premier League,26,1996,33,33,"2,951",32.8,20,4,24,14,6,7,9,0,18.7,13.2,5.1,18.3,14,79,165,0.61,0.12,0.73,0.43,0.55,0.57,0.15,0.73,0.40,0.56,Matches
2637,Pablo Torre,es ESP,"FW,MF",Barcelona,es La Liga,19,2003,8,1,144,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,4,11,16,0.00,0.00,0.00,0.00,0.00,0.02,0.30,0.31,0.02,0.31,Matches
2638,David Torres,es ESP,DF,Valladolid,es La Liga,19,2003,7,2,385,4.3,0,0,0,0,0,0,1,0,0.5,0.5,0.0,0.6,2,11,2,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,Matches
2639,Ferrán Torres,es ESP,"FW,MF",Barcelona,es La Liga,22,2000,33,14,"1,392",15.5,4,2,6,4,0,1,5,1,4.9,4.1,4.1,8.2,43,44,180,0.26,0.13,0.39,0.26,0.39,0.32,0.26,0.58,0.27,0.53,Matches
2640,Óliver Torres,es ESP,"MF,FW",Sevilla,es La Liga,27,1994,32,27,"2,137",23.7,3,1,4,3,0,0,2,0,2.6,2.6,3.3,5.9,38,136,156,0.13,0.04,0.17,0.13,0.17,0.11,0.14,0.25,0.11,0.25,Matches
2641,Pau Torres,es ESP,DF,Villarreal,es La Liga,25,1997,34,34,"3,054",33.9,1,0,1,1,0,0,10,0,2.4,2.4,1.0,3.5,76,197,12,0.03,0.00,0.03,0.03,0.03,0.07,0.03,0.10,0.07,0.10,Matches
2642,Roberto Torres,es ESP,"FW,MF",Osasuna,es La Liga,33,1989,2,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,2,0,1,0.00,0.00,0.00,0.00,0.00,0.00,2.13,2.13,0.00,2.13,Matches
2643,Lucas Torró,es ESP,MF,Osasuna,es La Liga,28,1994,33,31,"2,477",27.5,1,0,1,1,0,0,10,0,1.4,1.4,0.3,1.6,12,98,17,0.04,0.00,0.04,0.04,0.04,0.05,0.01,0.06,0.05,0.06,Matches
2644,Nabil Touaizi,ma MAR,MF,Espanyol,es La Liga,21,2001,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2645,Almamy Touré,ml MLI,DF,Eint Frankfurt,de Bundesliga,26,1996,7,5,398,4.4,0,1,1,0,0,0,1,0,0.5,0.5,0.6,1.1,2,17,8,0.00,0.23,0.23,0.00,0.23,0.12,0.14,0.25,0.12,0.25,Matches
2646,Birama Touré,ml MLI,MF,Auxerre,fr Ligue 1,30,1992,38,38,"3,400",37.8,2,0,2,2,0,1,3,0,1.9,1.1,0.2,1.3,10,138,25,0.05,0.00,0.05,0.05,0.05,0.05,0.01,0.06,0.03,0.04,Matches
2647,Mohamed Toure,au AUS,"FW,MF",Reims,fr Ligue 1,18,2004,3,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,5,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.15,Matches
2648,Souleymane Touré,fr FRA,DF,Marseille,fr Ligue 1,19,2003,5,0,68,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2649,Souleymane Touré,fr FRA,DF,Auxerre,fr Ligue 1,19,2003,19,18,"1,588",17.6,1,0,1,1,0,0,5,1,1.5,1.5,0.4,1.9,11,45,6,0.06,0.00,0.06,0.06,0.06,0.08,0.02,0.11,0.08,0.11,Matches
2650,Lucas Tousart,fr FRA,MF,Hertha BSC,de Bundesliga,25,1997,33,33,"2,944",32.7,5,2,7,5,0,0,1,0,3.6,3.6,2.0,5.5,37,93,79,0.15,0.06,0.21,0.15,0.21,0.11,0.06,0.17,0.11,0.17,Matches
2651,Yoann Touzghar,tn TUN,FW,Ajaccio,fr Ligue 1,35,1986,11,5,447,5.0,0,0,0,0,0,0,0,1,0.2,0.2,0.0,0.3,3,7,24,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.06,0.05,0.06,Matches
2652,Adama Traoré,es ESP,"FW,MF",Wolves,eng Premier League,26,1996,34,12,"1,496",16.6,2,1,3,2,0,0,2,0,1.4,1.4,3.7,5.1,85,36,157,0.12,0.06,0.18,0.12,0.18,0.08,0.23,0.31,0.08,0.31,Matches
2653,Bertrand Traoré,bf BFA,"FW,MF",Aston Villa,eng Premier League,26,1995,8,1,233,2.6,2,0,2,2,0,0,1,0,0.7,0.7,0.1,0.8,9,9,28,0.77,0.00,0.77,0.77,0.77,0.28,0.03,0.30,0.28,0.30,Matches
2654,Boubacar Traoré,ml MLI,MF,Wolves,eng Premier League,20,2001,10,4,411,4.6,0,1,1,0,0,0,2,0,0.1,0.1,0.2,0.2,4,8,2,0.00,0.22,0.22,0.00,0.22,0.01,0.04,0.05,0.01,0.05,Matches
2655,Charles Traore,ml MLI,DF,Nantes,fr Ligue 1,30,1992,12,6,482,5.4,0,0,0,0,0,0,2,0,0.0,0.0,0.5,0.5,2,11,8,0.00,0.00,0.00,0.00,0.00,0.00,0.09,0.09,0.00,0.09,Matches
2656,Hamari Traoré,ml MLI,DF,Rennes,fr Ligue 1,30,1992,31,28,"2,528",28.1,1,4,5,1,0,0,5,0,1.9,1.9,2.6,4.4,55,159,162,0.04,0.14,0.18,0.04,0.18,0.07,0.09,0.16,0.07,0.16,Matches
2657,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,32,1990,33,33,"2,970",33.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2658,Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,23,1999,12,11,"1,035",11.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2659,Óscar Trejo,ar ARG,"MF,FW",Rayo Vallecano,es La Liga,34,1988,34,28,"2,145",23.8,3,4,7,2,1,2,9,0,3.4,1.8,3.3,5.1,56,123,110,0.13,0.17,0.29,0.08,0.25,0.14,0.14,0.28,0.08,0.21,Matches
2660,Manu Trigueros,es ESP,MF,Villarreal,es La Liga,30,1991,23,8,828,9.2,0,1,1,0,0,0,2,1,0.4,0.4,1.1,1.5,12,76,22,0.00,0.11,0.11,0.00,0.11,0.04,0.12,0.16,0.04,0.16,Matches
2661,Christopher Trimmel,at AUT,DF,Union Berlin,de Bundesliga,35,1987,25,20,"1,811",20.1,0,6,6,0,0,0,1,0,0.7,0.7,3.2,4.0,34,65,80,0.00,0.30,0.30,0.00,0.30,0.04,0.16,0.20,0.04,0.20,Matches
2662,Théo Trinker,fr FRA,MF,Nice,fr Ligue 1,21,2001,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2663,Kieran Trippier,eng ENG,DF,Newcastle Utd,eng Premier League,31,1990,38,38,"3,341",37.1,1,7,8,1,0,0,5,0,0.9,0.9,12.4,13.3,45,260,151,0.03,0.19,0.22,0.03,0.22,0.02,0.33,0.36,0.02,0.36,Matches
2664,William Troost-Ekong,ng NGA,DF,Salernitana,it Serie A,28,1993,9,4,444,4.9,1,0,1,1,0,0,1,0,0.7,0.7,0.0,0.7,1,6,0,0.20,0.00,0.20,0.20,0.20,0.14,0.00,0.14,0.14,0.14,Matches
2665,Leandro Trossard,be BEL,FW,Arsenal,eng Premier League,27,1994,20,10,931,10.3,1,10,11,1,0,0,0,0,1.8,1.8,4.7,6.6,36,57,102,0.10,0.97,1.06,0.10,1.06,0.18,0.46,0.64,0.18,0.64,Matches
2666,Leandro Trossard,be BEL,"FW,MF",Brighton,eng Premier League,27,1994,16,16,"1,315",14.6,7,2,9,7,0,0,1,0,4.4,4.4,2.1,6.5,40,67,118,0.48,0.14,0.62,0.48,0.62,0.30,0.14,0.45,0.30,0.45,Matches
2667,Adrien Truffert,fr FRA,DF,Rennes,fr Ligue 1,20,2001,28,24,"1,954",21.7,0,6,6,0,0,0,1,0,0.6,0.6,1.5,2.2,55,89,166,0.00,0.28,0.28,0.00,0.28,0.03,0.07,0.10,0.03,0.10,Matches
2668,Frank Tsadjout,it ITA,FW,Cremonese,it Serie A,23,1999,20,14,"1,051",11.7,3,1,4,3,0,0,1,0,2.0,2.0,0.5,2.6,15,18,63,0.26,0.09,0.34,0.26,0.34,0.17,0.05,0.22,0.17,0.22,Matches
2669,Kostas Tsimikas,gr GRE,DF,Liverpool,eng Premier League,26,1996,20,9,771,8.6,0,4,4,0,0,0,3,0,0.6,0.6,1.6,2.3,23,26,77,0.00,0.47,0.47,0.00,0.47,0.07,0.19,0.26,0.07,0.26,Matches
2670,Theocharis Tsingaras,gr GRE,MF,Toulouse,fr Ligue 1,21,2000,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.85,0.85,0.00,0.85,Matches
2671,Viktor Tsyhankov,ua UKR,MF,Girona,es La Liga,24,1997,19,17,"1,489",16.5,3,6,9,3,0,0,0,0,2.8,2.8,2.9,5.7,63,46,120,0.18,0.36,0.54,0.18,0.54,0.17,0.17,0.34,0.17,0.34,Matches
2672,Alessandro Tuia,it ITA,DF,Lecce,it Serie A,32,1990,7,6,509,5.7,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,1,20,0,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.02,0.02,0.02,Matches
2673,Martin Turk,si SVN,GK,Sampdoria,it Serie A,18,2003,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2674,Beñat Turrientes,es ESP,"MF,FW",Real Sociedad,es La Liga,20,2002,6,1,106,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,Matches
2675,Tuta,br BRA,DF,Eint Frankfurt,de Bundesliga,23,1999,31,30,"2,718",30.2,2,1,3,2,0,0,8,0,2.3,2.3,0.8,3.1,23,107,17,0.07,0.03,0.10,0.07,0.10,0.08,0.03,0.10,0.08,0.10,Matches
2676,Destiny Udogie,it ITA,DF,Udinese,it Serie A,19,2002,33,31,"2,704",30.0,3,4,7,3,0,0,5,0,2.9,2.9,4.2,7.1,109,106,155,0.10,0.13,0.23,0.10,0.23,0.10,0.14,0.24,0.10,0.24,Matches
2677,Ike Ugbo,ca CAN,"FW,MF",Troyes,fr Ligue 1,23,1998,25,9,895,9.9,2,1,3,2,0,0,0,0,2.2,2.2,0.5,2.7,9,8,34,0.20,0.10,0.30,0.20,0.30,0.22,0.05,0.27,0.22,0.27,Matches
2678,Lesley Ugochukwu,fr FRA,MF,Rennes,fr Ligue 1,18,2004,26,14,"1,330",14.8,0,1,1,0,0,0,3,1,0.9,0.9,0.8,1.8,11,50,11,0.00,0.07,0.07,0.00,0.07,0.06,0.06,0.12,0.06,0.12,Matches
2679,Samir Ujkani,xk KVX,GK,Empoli,it Serie A,34,1988,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2680,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,33,1988,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2681,Lauren Ulrich,de GER,MF,Stuttgart,de Bundesliga,17,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2682,Samuel Umtiti,fr FRA,DF,Lecce,it Serie A,28,1993,25,24,"2,113",23.5,0,0,0,0,0,0,8,0,0.8,0.8,0.1,0.9,12,56,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.04,0.03,0.04,Matches
2683,Enes Ünal,tr TUR,FW,Getafe,es La Liga,25,1997,35,35,"2,970",33.0,14,3,17,9,5,6,6,0,11.7,7.1,3.5,10.6,29,55,148,0.42,0.09,0.52,0.27,0.36,0.36,0.11,0.46,0.21,0.32,Matches
2684,Deniz Undav,de GER,"FW,MF",Brighton,eng Premier League,26,1996,22,6,628,7.0,5,0,5,5,0,0,2,0,4.5,4.5,1.1,5.6,12,10,40,0.72,0.00,0.72,0.72,0.72,0.65,0.15,0.80,0.65,0.80,Matches
2685,Cengiz Ünder,tr TUR,"MF,DF",Marseille,fr Ligue 1,25,1997,37,28,"2,490",27.7,5,4,9,4,1,1,3,0,8.3,7.5,7.9,15.5,69,115,262,0.18,0.14,0.33,0.14,0.29,0.30,0.29,0.59,0.27,0.56,Matches
2686,Dayot Upamecano,fr FRA,DF,Bayern Munich,de Bundesliga,23,1998,29,27,"2,348",26.1,0,1,1,0,0,0,6,1,0.7,0.7,0.3,1.0,31,169,7,0.00,0.04,0.04,0.00,0.04,0.03,0.01,0.04,0.03,0.04,Matches
2687,Filip Uremović,hr CRO,DF,Hertha BSC,de Bundesliga,25,1997,22,21,"1,726",19.2,0,0,0,0,0,0,8,1,0.9,0.9,0.4,1.2,3,17,1,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.06,0.05,0.06,Matches
2688,Oscar Ureña,es ESP,MF,Girona,es La Liga,19,2003,3,1,100,1.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,1,10,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.16,0.16,0.16,Matches
2689,Jere Uronen,fi FIN,DF,Brest,fr Ligue 1,28,1994,6,3,300,3.3,0,1,1,0,0,0,0,0,0.0,0.0,0.2,0.2,3,15,14,0.00,0.30,0.30,0.00,0.30,0.01,0.06,0.07,0.01,0.07,Matches
2690,Jere Uronen,fi FIN,DF,Schalke 04,de Bundesliga,28,1994,11,9,676,7.5,0,0,0,0,0,0,2,0,0.1,0.1,0.9,1.0,9,30,17,0.00,0.00,0.00,0.00,0.00,0.01,0.12,0.13,0.01,0.13,Matches
2691,Mark Uth,de GER,"MF,FW",Köln,de Bundesliga,30,1991,3,0,46,0.5,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,0,1,1,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches
2692,Josha Vagnoman,de GER,DF,Stuttgart,de Bundesliga,21,2000,23,16,"1,479",16.4,2,2,4,2,0,0,3,1,2.9,2.9,1.6,4.5,27,43,93,0.12,0.12,0.24,0.12,0.24,0.18,0.10,0.28,0.18,0.28,Matches
2693,Diego Valencia,cl CHI,"MF,FW",Salernitana,it Serie A,22,2000,12,0,231,2.6,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,1,4,21,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.09,0.05,0.09,Matches
2694,Óscar Valentín,es ESP,MF,Rayo Vallecano,es La Liga,27,1994,34,29,"2,555",28.4,0,0,0,0,0,0,11,0,0.5,0.5,0.9,1.4,21,133,17,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches
2695,Emanuele Valeri,it ITA,DF,Cremonese,it Serie A,23,1998,37,31,"2,785",30.9,2,3,5,2,0,0,3,0,2.2,2.2,4.6,6.8,111,90,158,0.06,0.10,0.16,0.06,0.16,0.07,0.15,0.22,0.07,0.22,Matches
2696,Yan Valery,tn TUN,DF,Southampton,eng Premier League,23,1999,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
2697,Yan Valery,tn TUN,DF,Angers,fr Ligue 1,23,1999,30,30,"2,497",27.7,0,0,0,0,0,0,3,0,0.8,0.8,1.9,2.7,72,84,74,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.10,0.03,0.10,Matches
2698,Martin Valjent,sk SVK,DF,Mallorca,es La Liga,26,1995,30,30,"2,656",29.5,0,0,0,0,0,0,8,0,0.3,0.3,0.4,0.7,15,57,3,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
2699,Jesús Vallejo,es ESP,DF,Real Madrid,es La Liga,25,1997,1,0,22,0.2,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,1.29,0.00,1.29,1.29,1.29,Matches
2700,Manu Vallejo,es ESP,"FW,MF",Girona,es La Liga,25,1997,7,2,206,2.3,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,7,10,25,0.00,0.44,0.44,0.00,0.44,0.02,0.12,0.14,0.02,0.14,Matches
2701,Mattia Valoti,it ITA,"MF,FW",Monza,it Serie A,28,1993,16,4,453,5.0,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.2,7,16,9,0.00,0.00,0.00,0.00,0.00,0.03,0.01,0.05,0.03,0.05,Matches
2702,Federico Valverde,uy URU,"MF,FW",Real Madrid,es La Liga,24,1998,34,29,"2,502",27.8,7,4,11,7,0,0,2,0,4.3,4.3,6.3,10.6,70,151,135,0.25,0.14,0.40,0.25,0.40,0.15,0.23,0.38,0.15,0.38,Matches
2703,Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,31,1991,32,32,"2,835",31.5,3,1,4,3,0,0,3,0,2.6,2.6,1.2,3.8,10,127,8,0.10,0.03,0.13,0.10,0.13,0.08,0.04,0.12,0.08,0.12,Matches
