,Player,Nationality,Position,Squad,Competition,Age,Year_of_Birth,Matches_Played,Minutes,Minutes_Per_Match_Played,Percentage_of_Squad_Minutes_Played,90s_Played,Starts,Minutes_Per_Match_Started,Complete_Matches_Played,Games_Played_as_Sub,Minutes_Per_Substitution,Games_as_Unused_Sub,Points_per_Match,Goals_Scored_(on_pitch),Goals_Allowed_(on_pitch),Plus/Minus,Plus/Minus_per_90,On-Off,xG_(on_pitch),xGA_(on_pitch),xG_Plus/Minus,xG_Plus/Minus_per_90,xG_On-Off,Matches
1770,Robert Kwasigroch,de GER,GK,Hertha BSC,de Bundesliga,18,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1771,Grejohn Kyei,fr FRA,FW,Clermont Foot,fr Ligue 1,26,1995,37,"2,232",60,65.3,24.8,26,77,5,11,22,0,1.59,33,27,+6,+0.24,+1.00,35.0,31.9,+3.1,+0.13,+1.18,Matches
1772,Daniel Kyereh,gh GHA,"MF,FW",Freiburg,de Bundesliga,26,1996,12,559,47,18.3,6.2,7,72,0,5,11,2,1.58,7,11,-4,-0.64,-1.04,9.0,7.6,+1.4,+0.23,+0.31,Matches
1773,Giorgos Kyriakopoulos,gr GRE,"DF,FW",Bologna,it Serie A,26,1996,12,704,59,20.6,7.8,8,78,4,4,20,0,1.58,11,8,+3,+0.38,+0.35,7.2,11.5,-4.4,-0.56,-0.54,Matches
1774,Giorgos Kyriakopoulos,gr GRE,"FW,DF",Sassuolo,it Serie A,26,1996,12,766,64,22.4,8.5,9,74,1,3,33,8,1.08,10,12,-2,-0.23,+0.17,11.4,9.7,+1.7,+0.20,+0.19,Matches
1775,César de la Hoz,es ESP,MF,Almería,es La Liga,30,1992,25,"1,673",67,48.9,18.6,18,84,12,7,23,8,1.48,25,30,-5,-0.27,+0.30,24.5,27.3,-2.7,-0.15,+0.59,Matches
1776,Luca de la Torre,us USA,MF,Celta Vigo,es La Liga,24,1998,28,"1,481",53,43.3,16.5,16,72,2,12,27,6,1.32,22,17,+5,+0.30,+1.00,18.2,19.4,-1.2,-0.07,0.00,Matches
1777,Achraf Laaziri,ma MAR,DF,Lyon,fr Ligue 1,18,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1778,Rémy Labeau Lascary,gp GLP,"FW,MF",Lens,fr Ligue 1,19,2003,10,123,12,3.6,1.4,0,,0,10,12,11,1.60,2,0,+2,+1.46,+0.45,2.6,2.8,-0.3,-0.20,-0.85,Matches
1779,Gaëtan Laborde,fr FRA,FW,Nice,fr Ligue 1,28,1994,33,"2,506",76,73.3,27.8,28,85,19,5,28,0,1.61,38,26,+12,+0.43,+0.53,41.2,33.0,+8.2,+0.29,-0.14,Matches
1780,Gaëtan Laborde,fr FRA,FW,Rennes,fr Ligue 1,28,1994,4,249,62,7.3,2.8,3,73,0,1,30,0,1.00,4,5,-1,-0.36,-1.24,5.3,4.0,+1.3,+0.47,+0.02,Matches
1781,Alexandre Lacazette,fr FRA,FW,Lyon,fr Ligue 1,31,1991,35,"2,929",84,85.6,32.5,34,86,26,1,19,0,1.66,58,40,+18,+0.55,+0.55,54.8,42.5,+12.3,+0.38,+0.89,Matches
1782,Qazim Laçi,al ALB,MF,Ajaccio,fr Ligue 1,26,1996,9,212,24,6.2,2.4,2,80,1,7,8,3,0.56,1,4,-3,-1.27,+0.07,2.6,3.9,-1.2,-0.53,-0.07,Matches
1783,Maxence Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,22,2000,24,"1,627",68,53.2,18.1,18,83,13,6,23,6,1.38,31,26,+5,+0.28,+0.03,28.5,26.5,+2.0,+0.11,+0.23,Matches
1784,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,23,1999,37,"3,329",90,97.3,37.0,37,90,36,0,,0,0.95,36,54,-18,-0.49,-0.49,41.0,51.7,-10.7,-0.29,-1.34,Matches
1785,Aïssa Laïdouni,tn TUN,MF,Union Berlin,de Bundesliga,25,1996,14,871,62,28.5,9.7,11,71,1,3,29,2,1.64,9,9,0,0.00,-0.53,10.5,13.3,-2.8,-0.29,-0.21,Matches
1786,Konrad Laimer,at AUT,MF,RB Leipzig,de Bundesliga,25,1997,21,"1,468",70,48.0,16.3,17,82,7,4,17,1,1.95,25,20,+5,+0.31,-0.71,26.8,18.8,+8.0,+0.49,-0.50,Matches
1787,Stefan Lainer,at AUT,DF,M'Gladbach,de Bundesliga,29,1992,17,817,48,26.7,9.1,9,83,2,8,9,12,1.47,12,20,-8,-0.88,-1.08,15.9,16.4,-0.4,-0.05,-0.01,Matches
1788,Kenny Lala,fr FRA,DF,Brest,fr Ligue 1,30,1991,17,"1,417",83,41.4,15.7,16,87,13,1,21,1,1.53,21,14,+7,+0.44,+1.21,18.5,22.4,-4.0,-0.25,+0.14,Matches
1789,Adam Lallana,eng ENG,"MF,FW",Brighton,eng Premier League,34,1988,16,722,45,21.1,8.0,12,55,0,4,15,0,1.56,16,10,+6,+0.75,+0.31,12.0,10.7,+1.3,+0.16,-0.56,Matches
1790,Vassilis Lambropoulos,gr GRE,DF,Bochum,de Bundesliga,32,1990,15,627,42,20.5,7.0,7,84,6,8,5,14,1.13,4,14,-10,-1.44,-0.62,6.8,12.5,-5.7,-0.82,-0.08,Matches
1791,Érik Lamela,ar ARG,"FW,MF",Sevilla,es La Liga,30,1992,32,"1,844",58,53.9,20.5,20,77,9,12,25,2,1.22,22,29,-7,-0.34,-0.34,23.1,32.1,-9.0,-0.44,-0.50,Matches
1792,Mohamed Lamine Bayo,gn GUI,"FW,MF",Lille,fr Ligue 1,24,1998,27,651,24,19.0,7.2,6,72,1,21,10,8,1.78,15,8,+7,+0.97,+0.51,14.1,8.5,+5.6,+0.77,+0.04,Matches
1793,Sam Lammers,nl NED,FW,Sampdoria,it Serie A,25,1997,19,"1,100",58,32.2,12.2,13,75,3,6,20,0,0.47,6,21,-15,-1.23,+0.01,11.1,23.4,-12.3,-1.01,-0.24,Matches
1794,Sam Lammers,nl NED,FW,Empoli,it Serie A,25,1997,14,883,63,25.8,9.8,10,73,4,4,38,1,1.21,8,14,-6,-0.61,-0.40,9.1,14.8,-5.8,-0.59,-0.10,Matches
1795,Tariq Lamptey,gh GHA,DF,Brighton,eng Premier League,21,2000,20,453,23,13.2,5.0,3,60,1,17,16,3,1.60,6,7,-1,-0.20,-0.81,7.5,6.5,+1.0,+0.20,-0.47,Matches
1796,Hugo Lamy,fr FRA,DF,Paris S-G,fr Ligue 1,18,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1797,Michael Langer,at AUT,GK,Schalke 04,de Bundesliga,37,1985,0,,,,,0,,0,0,,5,,,,,,,,,,,,Matches
1798,Manuel Lanzini,ar ARG,"MF,FW",West Ham,eng Premier League,29,1993,10,252,25,7.4,2.8,2,73,1,8,13,28,0.70,2,5,-3,-1.07,-0.79,3.0,5.8,-2.7,-0.98,-0.95,Matches
1799,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,28,1994,12,993,83,29.0,11.0,11,89,10,1,16,15,2.33,21,10,+11,+1.00,-0.86,20.5,12.4,+8.1,+0.73,-0.69,Matches
1800,Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,28,1993,20,"1,654",83,48.4,18.4,19,86,17,1,24,2,1.70,29,26,+3,+0.16,+0.37,23.3,27.4,-4.1,-0.22,+0.27,Matches
1801,Cyle Larin,ca CAN,FW,Valladolid,es La Liga,27,1995,19,"1,469",77,43.0,16.3,16,87,13,3,26,1,1.21,20,26,-6,-0.37,+0.74,19.4,27.4,-8.0,-0.49,+0.36,Matches
1802,Juan Larios,es ESP,DF,Southampton,eng Premier League,18,2004,5,152,30,4.4,1.7,2,46,0,3,20,4,0.60,1,2,-1,-0.59,+0.40,1.4,2.5,-1.1,-0.66,-0.05,Matches
1803,Yasser Larouci,fr FRA,"DF,MF",Troyes,fr Ligue 1,21,2001,30,"1,797",60,52.5,20.0,21,76,9,9,21,6,0.60,21,45,-24,-1.20,-0.54,21.7,42.5,-20.7,-1.04,-0.03,Matches
1804,Jordan Larsson,se SWE,"FW,MF",Schalke 04,de Bundesliga,25,1997,11,463,42,15.1,5.1,5,60,0,6,27,4,0.55,4,12,-8,-1.56,-0.58,5.1,8.8,-3.7,-0.71,-0.23,Matches
1805,Kevin Lasagna,it ITA,"FW,MF",Hellas Verona,it Serie A,29,1992,26,"1,572",60,46.0,17.5,17,76,7,9,31,0,0.81,13,26,-13,-0.74,-0.01,16.6,21.9,-5.3,-0.31,+0.12,Matches
1806,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,28,1993,7,218,31,6.4,2.4,2,90,2,5,8,21,1.89,2,5,-3,-1.24,-2.31,2.6,4.3,-1.7,-0.69,-1.65,Matches
1807,Latasa,es ESP,FW,Getafe,es La Liga,21,2001,18,448,25,13.1,5.0,2,89,1,16,17,17,0.89,5,1,+4,+0.80,+1.26,5.8,6.4,-0.5,-0.11,+0.16,Matches
1808,Toni Lato,es ESP,"DF,MF",Valencia,es La Liga,24,1997,24,914,38,26.7,10.2,9,70,0,15,19,9,1.29,12,11,+1,+0.10,+0.24,11.2,12.2,-1.0,-0.10,-0.34,Matches
1809,Danny Latza,de GER,MF,Schalke 04,de Bundesliga,32,1989,20,853,43,27.9,9.5,8,81,5,12,17,7,0.80,12,28,-16,-1.69,-0.87,12.5,18.7,-6.2,-0.65,-0.19,Matches
1810,Armand Lauriente,fr FRA,FW,Sassuolo,it Serie A,23,1998,28,"2,175",78,63.6,24.2,27,80,9,1,25,0,1.29,33,33,0,0.00,+1.01,33.0,28.3,+4.6,+0.19,+0.39,Matches
1811,Armand Lauriente,fr FRA,FW,Lorient,fr Ligue 1,23,1998,3,266,89,7.8,3.0,3,89,0,0,,0,2.33,5,3,+2,+0.68,+0.76,6.3,4.0,+2.3,+0.79,+1.25,Matches
1812,Lucas Laux,de GER,MF,Mainz 05,de Bundesliga,19,2002,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
1813,Lucas Lavallée,fr FRA,GK,Paris S-G,fr Ligue 1,19,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1814,Roméo Lavia,be BEL,MF,Southampton,eng Premier League,18,2004,29,"2,221",77,64.9,24.7,26,82,14,3,30,0,0.69,28,50,-22,-0.89,+0.23,25.8,41.0,-15.2,-0.62,-0.01,Matches
1815,Lázaro,br BRA,"FW,MF",Almería,es La Liga,20,2002,19,716,38,20.9,8.0,7,70,2,12,19,16,0.53,13,13,0,0.00,+0.53,11.9,12.1,-0.3,-0.04,+0.52,Matches
1816,Valentino Lazaro,at AUT,DF,Torino,it Serie A,26,1996,23,"1,373",60,40.1,15.3,15,80,6,8,22,3,1.17,17,17,0,0.00,-0.04,16.1,18.5,-2.4,-0.16,-0.35,Matches
1817,Marko Lazetić,rs SRB,FW,Milan,it Serie A,18,2004,1,9,9,0.3,0.1,0,,0,1,9,4,1.00,0,0,0,0.00,-0.55,0.1,0.2,-0.1,-1.34,-1.81,Matches
1818,Darko Lazović,rs SRB,"MF,DF",Hellas Verona,it Serie A,31,1990,30,"2,242",75,65.6,24.9,27,79,12,3,36,0,0.94,23,36,-13,-0.52,+0.62,24.1,31.4,-7.3,-0.30,+0.22,Matches
1819,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,28,1993,28,"1,879",67,54.9,20.9,22,80,10,6,21,7,1.75,31,16,+15,+0.72,-0.16,26.2,23.1,+3.1,+0.15,-0.25,Matches
1820,Théo Le Bris,fr FRA,"MF,DF",Lorient,fr Ligue 1,19,2002,27,"1,452",54,42.5,16.1,15,78,7,12,23,1,1.59,22,23,-1,-0.06,-0.06,17.8,25.3,-7.5,-0.46,-0.18,Matches
1821,Julien Le Cardinal,fr FRA,DF,Lens,fr Ligue 1,24,1997,8,165,21,4.8,1.8,2,69,0,6,5,12,1.88,2,2,0,0.00,-1.08,4.0,3.3,+0.7,+0.36,-0.27,Matches
1822,Jérémy Le Douaron,fr FRA,"MF,FW",Brest,fr Ligue 1,24,1998,32,"2,071",65,60.6,23.0,24,77,7,8,29,0,1.31,26,29,-3,-0.13,+0.34,26.3,30.3,-4.0,-0.17,+0.41,Matches
1823,Enzo Le Fée,fr FRA,MF,Lorient,fr Ligue 1,22,2000,35,"3,028",87,88.5,33.6,35,87,22,0,,0,1.54,49,47,+2,+0.06,+0.75,40.2,51.7,-11.5,-0.34,+0.15,Matches
1824,Vincent Le Goff,fr FRA,DF,Lorient,fr Ligue 1,32,1989,37,"3,330",90,97.4,37.0,37,90,37,0,,1,1.49,52,52,0,0.00,+1.00,43.4,57.2,-13.8,-0.37,-0.49,Matches
1825,Maxime Le Marchand,fr FRA,DF,Strasbourg,fr Ligue 1,32,1989,26,"2,015",78,58.9,22.4,23,84,18,3,28,1,1.19,27,31,-4,-0.18,+0.08,28.1,34.6,-6.5,-0.29,-0.27,Matches
1826,Robin Le Normand,es ESP,DF,Real Sociedad,es La Liga,25,1996,33,"2,796",85,81.8,31.1,31,89,30,2,13,1,1.79,37,25,+12,+0.39,-0.19,42.7,27.8,+14.8,+0.48,-0.17,Matches
1827,Rafael Leão,pt POR,"FW,MF",Milan,it Serie A,23,1999,35,"2,421",69,70.8,26.9,28,79,13,7,31,0,2.00,53,31,+22,+0.82,+0.91,44.5,27.9,+16.6,+0.62,+0.51,Matches
1828,Paolo Lebas,pt POR,MF,Ajaccio,fr Ligue 1,19,2003,1,55,55,1.6,0.6,0,,0,1,55,7,0.00,0,1,-1,-1.64,-0.30,0.1,0.3,-0.2,-0.34,+0.13,Matches
1829,Victor Lebas,pt POR,DF,Ajaccio,fr Ligue 1,17,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1830,Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,36,1985,1,90,90,2.6,1.0,1,90,1,0,,36,3.00,3,1,+2,+2.00,+1.00,3.0,3.1,-0.1,-0.09,-0.74,Matches
1831,Benjamin Lecomte,fr FRA,GK,Espanyol,es La Liga,31,1991,10,899,90,26.3,10.0,10,90,9,0,,4,0.80,10,14,-4,-0.40,+0.06,11.2,11.2,0.0,0.00,+0.41,Matches
1832,Benjamin Lecomte,fr FRA,GK,Montpellier,fr Ligue 1,31,1991,19,"1,710",90,50.0,19.0,19,90,19,0,,0,1.74,37,22,+15,+0.79,+1.42,29.8,29.8,0.0,0.00,+0.52,Matches
1833,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,29,1993,34,"3,060",90,89.5,34.0,34,90,34,0,,0,1.12,27,48,-21,-0.62,-0.12,35.5,53.3,-17.8,-0.52,0.00,Matches
1834,Pierre Lees-Melou,fr FRA,MF,Brest,fr Ligue 1,29,1993,32,"2,767",86,80.9,30.7,32,86,26,0,,0,1.22,39,41,-2,-0.07,+1.04,36.3,44.3,-8.0,-0.26,+0.39,Matches
1835,Sekou Lega,fr FRA,FW,Lyon,fr Ligue 1,19,2003,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
1836,Diogo Leite,pt POR,DF,Union Berlin,de Bundesliga,23,1999,28,"2,254",81,73.7,25.0,26,86,24,2,16,2,1.93,40,28,+12,+0.48,+0.37,27.9,29.2,-1.3,-0.05,+0.33,Matches
1837,Maxim Leitsch,de GER,DF,Mainz 05,de Bundesliga,24,1998,9,663,74,21.7,7.4,7,89,6,2,22,10,1.56,9,13,-4,-0.54,-0.66,9.0,10.6,-1.6,-0.22,-0.04,Matches
1838,Florian Lejeune,fr FRA,DF,Rayo Vallecano,es La Liga,31,1991,31,"2,565",83,75.0,28.5,31,83,26,0,,4,1.26,32,37,-5,-0.18,+0.14,32.6,38.6,-6.0,-0.21,-0.22,Matches
1839,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,29,1993,20,"1,321",66,38.6,14.7,14,82,8,6,29,11,1.35,26,15,+11,+0.75,+1.05,24.8,13.4,+11.4,+0.78,+0.53,Matches
1840,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,26,1995,27,"1,252",46,36.6,13.9,17,60,0,10,24,2,2.00,27,10,+17,+1.22,+0.39,21.3,11.5,+9.9,+0.71,+0.25,Matches
1841,Félix Lemaréchal,ci CIV,MF,Brest,fr Ligue 1,18,2003,13,288,22,8.4,3.2,2,64,0,11,15,3,1.38,3,5,-2,-0.62,-0.40,3.2,4.2,-0.9,-0.29,+0.05,Matches
1842,Félix Lemaréchal,ci CIV,MF,Monaco,fr Ligue 1,18,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1843,Dexter Lembikisa,jm JAM,DF,Wolves,eng Premier League,18,2003,1,23,23,0.7,0.3,0,,0,1,23,1,0.00,0,1,-1,-3.91,-3.22,0.4,0.4,0.0,+0.05,+0.66,Matches
1844,Mario Lemina,ga GAB,MF,Wolves,eng Premier League,28,1993,19,"1,299",68,38.0,14.4,17,74,8,2,18,0,1.42,14,28,-14,-0.97,-0.42,13.2,27.0,-13.8,-0.95,-0.56,Matches
1845,Mario Lemina,ga GAB,"MF,DF",Nice,fr Ligue 1,28,1993,14,838,60,24.5,9.3,11,69,2,3,26,0,1.29,15,9,+6,+0.64,+0.47,13.8,9.4,+4.4,+0.48,+0.19,Matches
1846,Mats Lemmens,be BEL,DF,Lecce,it Serie A,20,2002,0,,,,,0,,0,0,,20,,,,,,,,,,,,Matches
1847,Tim Lemperle,de GER,"FW,MF",Köln,de Bundesliga,20,2002,12,132,11,4.3,1.5,0,,0,12,11,6,1.58,2,2,0,0.00,+0.15,2.5,1.0,+1.5,+1.06,+0.95,Matches
1848,Ruben Lendinez,es ESP,DF,Valencia,es La Liga,19,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,,Matches
1849,Clément Lenglet,fr FRA,DF,Tottenham,eng Premier League,27,1995,26,"2,019",78,59.0,22.4,24,83,14,2,9,11,1.54,45,35,+10,+0.45,+0.64,36.8,28.7,+8.1,+0.36,+0.41,Matches
1850,Bernd Leno,de GER,GK,Fulham,eng Premier League,30,1992,36,"3,240",90,94.7,36.0,36,90,36,0,,2,1.39,53,51,+2,+0.06,+0.06,43.5,61.7,-18.2,-0.50,-0.81,Matches
1851,Christopher Lenz,de GER,DF,Eint Frankfurt,de Bundesliga,27,1994,24,"1,290",54,42.2,14.3,13,81,8,11,21,3,1.58,27,21,+6,+0.42,+0.42,23.8,17.6,+6.2,+0.43,+0.31,Matches
1852,Donovan Léon,gf GUF,GK,Auxerre,fr Ligue 1,29,1992,2,180,90,5.3,2.0,2,90,2,0,,34,2.00,3,2,+1,+0.50,+1.31,4.1,3.2,+0.9,+0.45,+0.92,Matches
1853,Sergio León,es ESP,FW,Valladolid,es La Liga,33,1989,29,"1,334",46,39.0,14.8,14,71,3,15,23,7,1.07,14,28,-14,-0.94,-0.25,14.2,27.3,-13.1,-0.88,-0.32,Matches
1854,Johann Lepenant,fr FRA,MF,Lyon,fr Ligue 1,19,2002,31,"1,933",62,56.5,21.5,21,80,11,10,25,6,1.71,30,25,+5,+0.23,-0.55,32.4,28.0,+4.4,+0.21,-0.10,Matches
1855,Mehdi Léris,dz ALG,"MF,DF",Sampdoria,it Serie A,24,1998,32,"2,460",77,71.9,27.3,29,81,20,3,34,1,0.53,20,48,-28,-1.02,+0.76,26.7,48.0,-21.3,-0.78,+0.23,Matches
1856,Jefferson Lerma,co COL,MF,Bournemouth,eng Premier League,27,1994,37,"3,252",88,95.1,36.1,37,88,33,0,,0,1.05,34,67,-33,-0.91,-0.38,35.7,60.5,-24.8,-0.69,-0.43,Matches
1857,Benjamin Leroy,fr FRA,GK,Ajaccio,fr Ligue 1,33,1989,32,"2,798",87,81.8,31.1,32,87,31,0,,3,0.69,19,60,-41,-1.32,+0.13,30.1,43.7,-13.6,-0.44,+0.17,Matches
1858,Léo Leroy,fr FRA,MF,Montpellier,fr Ligue 1,22,2000,27,"1,192",44,34.9,13.2,14,69,2,13,18,6,1.30,20,19,+1,+0.08,-0.01,17.6,22.3,-4.7,-0.36,-0.15,Matches
1859,Alexandre Letellier,fr FRA,GK,Paris S-G,fr Ligue 1,31,1990,1,11,11,0.3,0.1,0,,0,1,11,15,0.00,0,0,0,0.00,-1.29,0.1,0.0,+0.1,+0.84,+0.05,Matches
1860,Maxime Leverbe,fr FRA,DF,Sampdoria,it Serie A,25,1997,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
1861,Ruan Levine,br BRA,"MF,FW",Ajaccio,fr Ligue 1,23,1999,3,24,8,0.7,0.3,0,,0,3,8,6,0.00,0,2,-2,-7.50,-6.20,0.3,1.3,-1.0,-3.77,-3.32,Matches
1862,Robert Lewandowski,pl POL,FW,Barcelona,es La Liga,33,1988,34,"2,847",84,83.2,31.6,33,85,27,1,34,0,2.24,62,20,+42,+1.33,+0.07,66.5,26.1,+40.3,+1.28,+0.96,Matches
1863,Jamie Leweling,de GER,"FW,MF",Union Berlin,de Bundesliga,21,2001,16,265,17,8.7,2.9,0,,0,16,17,14,1.94,7,5,+2,+0.68,+0.33,4.8,6.0,-1.2,-0.41,-0.30,Matches
1864,Jamal Lewis,nir NIR,"DF,FW",Newcastle Utd,eng Premier League,24,1998,2,11,6,0.3,0.1,0,,0,2,6,20,2.00,0,1,-1,-8.18,-9.13,0.1,1.0,-1.0,-7.94,-8.82,Matches
1865,Rico Lewis,eng ENG,"DF,MF",Manchester City,eng Premier League,17,2004,14,903,65,26.4,10.0,10,82,6,4,21,23,2.29,18,8,+10,+1.00,-0.83,20.8,9.0,+11.9,+1.19,-0.05,Matches
1866,Keane Lewis-Potter,eng ENG,"FW,MF",Brentford,eng Premier League,21,2001,10,321,32,9.4,3.6,3,61,0,7,20,9,1.50,10,4,+6,+1.68,+1.51,7.2,4.1,+3.2,+0.89,+0.78,Matches
1867,Dimitri Liénard,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,34,1988,28,"1,543",55,45.1,17.1,18,75,8,10,19,3,1.21,17,24,-7,-0.41,-0.36,19.6,28.5,-9.0,-0.52,-0.62,Matches
1868,Philipp Lienhart,at AUT,DF,Freiburg,de Bundesliga,26,1996,29,"2,498",86,81.6,27.8,27,89,25,2,45,0,1.86,45,30,+15,+0.54,+1.82,40.7,38.0,+2.8,+0.10,+0.68,Matches
1869,Matthijs de Ligt,nl NED,DF,Bayern Munich,de Bundesliga,22,1999,31,"2,403",78,78.5,26.7,27,86,22,4,19,1,2.00,67,27,+40,+1.50,-0.42,55.4,27.8,+27.5,+1.03,-0.38,Matches
1870,Isaac Lihadji,fr FRA,FW,Lille,fr Ligue 1,20,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1871,Dimitris Limnios,gr GRE,FW,Köln,de Bundesliga,24,1998,2,39,20,1.3,0.4,0,,0,2,20,6,0.50,0,1,-1,-2.31,-2.19,0.9,1.3,-0.4,-0.85,-1.02,Matches
1872,Victor Lindelöf,se SWE,DF,Manchester Utd,eng Premier League,28,1994,20,"1,365",68,39.9,15.2,14,90,13,6,18,10,1.95,29,16,+13,+0.86,+0.77,35.3,20.4,+14.9,+0.98,+0.88,Matches
1873,Jesper Lindstrøm,dk DEN,"MF,FW",Eint Frankfurt,de Bundesliga,22,2000,27,"1,679",62,54.9,18.7,22,72,2,5,20,0,1.63,33,28,+5,+0.27,+0.20,25.3,26.5,-1.2,-0.06,-0.70,Matches
1874,Karol Linetty,pl POL,MF,Torino,it Serie A,27,1995,32,"1,886",59,55.1,21.0,22,76,10,10,21,5,1.41,22,26,-4,-0.19,-0.48,24.9,23.4,+1.5,+0.07,+0.05,Matches
1875,Jesse Lingard,eng ENG,"FW,MF",Nott'ham Forest,eng Premier League,29,1992,17,923,54,27.0,10.3,12,70,2,5,16,12,0.71,8,17,-9,-0.88,-0.12,10.4,15.2,-4.9,-0.47,+0.25,Matches
1876,Raphaël Lipinski,fr FRA,MF,Auxerre,fr Ligue 1,20,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1877,Pol Lirola,es ESP,DF,Elche,es La Liga,24,1997,12,628,52,18.4,7.0,7,73,3,5,23,19,0.25,5,17,-12,-1.72,-0.91,5.2,11.6,-6.3,-0.91,-0.06,Matches
1878,Pol Lirola,es ESP,"DF,MF",Marseille,fr Ligue 1,24,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1879,Mateusz Lis,pl POL,GK,Troyes,fr Ligue 1,25,1997,9,751,83,22.0,8.3,8,90,8,1,31,21,0.78,10,16,-6,-0.72,+0.29,5.7,16.2,-10.5,-1.27,-0.31,Matches
1880,Marcin Listkowski,pl POL,"MF,FW",Lecce,it Serie A,24,1998,5,77,15,2.3,0.9,0,,0,5,15,13,0.40,0,1,-1,-1.17,-0.85,0.4,1.8,-1.4,-1.63,-1.50,Matches
1881,Valentino Livramento,eng ENG,"DF,FW",Southampton,eng Premier League,19,2002,2,28,14,0.8,0.3,0,,0,2,14,0,0.50,0,0,0,0.00,+0.98,0.1,1.6,-1.5,-4.77,-4.19,Matches
1882,Dejan Ljubicic,at AUT,"MF,FW",Köln,de Bundesliga,24,1997,27,"1,710",63,55.9,19.0,20,73,4,7,37,0,1.30,27,27,0,0.00,+0.33,27.2,22.9,+4.2,+0.22,+0.15,Matches
1883,Javier Llabrés,es ESP,FW,Mallorca,es La Liga,19,2002,1,17,17,0.5,0.2,0,,0,1,17,7,3.00,0,0,0,0.00,+0.16,0.0,0.2,-0.2,-0.82,-0.53,Matches
1884,Miguel Llabrés,es ESP,MF,Mallorca,es La Liga,22,2000,0,,,,,0,,0,0,,8,,,,,,,,,,,,Matches
1885,Diego Llorente,es ESP,DF,Leeds United,eng Premier League,28,1993,8,649,81,19.0,7.2,7,90,7,1,19,11,1.00,11,12,-1,-0.14,+0.80,10.9,10.4,+0.5,+0.07,+0.73,Matches
1886,Diego Llorente,es ESP,DF,Roma,it Serie A,28,1993,9,573,64,16.8,6.4,5,90,5,4,31,6,1.78,12,7,+5,+0.79,+0.56,11.9,6.4,+5.5,+0.87,+0.25,Matches
1887,Marcos Llorente,es ESP,"MF,DF",Atlético Madrid,es La Liga,27,1995,22,"1,703",77,49.8,18.9,21,80,11,1,30,2,2.00,28,11,+17,+0.90,-0.15,32.0,16.3,+15.7,+0.83,+0.55,Matches
1888,Hugo Lloris,fr FRA,GK,Tottenham,eng Premier League,35,1986,25,"2,205",88,64.5,24.5,25,88,24,0,,1,1.68,44,39,+5,+0.20,+0.06,35.7,30.8,+4.8,+0.20,0.00,Matches
1889,Giovani Lo Celso,ar ARG,"MF,FW",Villarreal,es La Liga,26,1996,22,"1,126",51,32.9,12.5,14,69,2,8,21,1,1.73,21,12,+9,+0.72,+0.33,25.5,14.5,+10.9,+0.87,+0.86,Matches
1890,Stanislav Lobotka,sk SVK,MF,Napoli,it Serie A,27,1994,38,"3,101",82,90.7,34.5,34,87,20,4,38,0,2.37,75,27,+48,+1.39,+1.11,60.1,29.1,+31.0,+0.90,+0.34,Matches
1891,Manuel Locatelli,it ITA,MF,Juventus,it Serie A,24,1998,32,"2,446",76,71.5,27.2,29,81,16,3,31,2,1.94,40,19,+21,+0.77,+0.59,40.5,27.8,+12.7,+0.47,+0.38,Matches
1892,Luka Lochoshvili,ge GEO,DF,Cremonese,it Serie A,24,1998,25,"1,839",74,53.8,20.4,22,79,9,3,31,7,0.72,21,33,-12,-0.59,+0.61,21.1,32.2,-11.1,-0.54,+0.39,Matches
1893,Banzouzi Locko,fr FRA,DF,Reims,fr Ligue 1,20,2002,15,"1,059",71,31.0,11.8,13,81,10,2,6,1,1.00,15,18,-3,-0.25,-0.37,18.1,16.5,+1.7,+0.14,-0.13,Matches
