,Player,Nation,Pos,Squad,Competition_Name,Age,Born,Matches_Played,Yellow_Cards,Red_Cards,Second_Yellow_Card,Fouls_Committed,Fouls_Drawn,Offsides,Crosses,Interceptions,Tackles_Won,Penalty_Kicks_Won,Penalty_Kicks_Conceded,Own_Goals,Ball_Recoveries,Aerials_Won,Aerials_Lost,Percentage_of_Aerials_Won,Matches
493,Gaetano Castrovilli,it ITA,MF,Fiorentina,it Serie A,25,1997,8.0,3,0,0,12,12,1,12,8,8,0,0,0,36,4,11,26.7,Matches
494,Danilo Cataldi,it ITA,MF,Lazio,it Serie A,27,1994,21.3,5,0,0,12,20,0,44,24,16,0,0,0,159,1,5,16.7,Matches
495,Catena,es ESP,DF,Rayo Vallecano,es La Liga,27,1994,34.5,14,1,1,32,15,3,1,28,14,0,0,0,181,80,37,68.4,Matches
496,Yoann Cathline,fr FRA,"FW,MF",Lorient,fr Ligue 1,20,2002,12.1,0,0,0,11,28,1,48,8,12,0,1,0,62,2,8,20.0,Matches
497,Maximiliano Caufriez,be BEL,DF,Clermont Foot,fr Ligue 1,25,1997,24.7,10,1,1,29,35,1,3,34,24,0,0,0,142,20,15,57.1,Matches
498,Edinson Cavani,uy URU,FW,Valencia,es La Liga,35,1987,16.1,6,0,0,18,8,15,3,2,4,0,0,0,37,20,28,41.7,Matches
499,Dani Ceballos,es ESP,MF,Real Madrid,es La Liga,25,1996,17.4,8,0,0,17,41,1,16,25,29,0,0,0,132,4,8,33.3,Matches
500,Pietro Ceccaroni,it ITA,DF,Lecce,it Serie A,26,1995,0.5,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,,Matches
501,Federico Ceccherini,it ITA,DF,Hellas Verona,it Serie A,30,1992,15.7,9,1,0,31,19,0,6,19,19,0,0,0,102,30,17,63.8,Matches
502,Assan Ceesay,gm GAM,FW,Lecce,it Serie A,28,1994,20.1,2,0,0,36,27,22,15,3,18,0,0,0,51,63,80,44.1,Matches
503,Emil Ceide,no NOR,FW,Sassuolo,it Serie A,20,2001,5.7,0,0,0,4,7,1,6,1,2,1,0,0,18,1,3,25.0,Matches
504,Zeki Çelik,tr TUR,DF,Roma,it Serie A,25,1997,16.7,7,1,1,26,6,2,42,14,21,0,0,0,96,11,13,45.8,Matches
505,Álex Centelles,es ESP,DF,Almería,es La Liga,24,1997,12.5,0,1,0,7,5,0,46,11,14,0,0,0,66,7,17,29.2,Matches
506,Fabien Centonze,fr FRA,DF,Nantes,fr Ligue 1,26,1996,18.8,4,0,0,14,21,0,67,44,37,1,0,0,108,33,19,63.5,Matches
507,Michele Cerofolini,it ITA,GK,Fiorentina,it Serie A,23,1999,5.0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,,Matches
508,Franco Cervi,ar ARG,"MF,DF",Celta Vigo,es La Liga,28,1994,21.0,2,1,0,27,42,2,113,36,46,0,0,0,145,12,25,32.4,Matches
509,Julio César Enciso,py PAR,"FW,MF",Brighton,eng Premier League,18,2004,9.0,1,0,0,13,15,3,12,4,4,0,0,0,36,6,8,42.9,Matches
510,Leonardo César Jardim,br BRA,GK,Lille,fr Ligue 1,27,1995,6.0,0,0,0,1,0,0,0,0,0,,,0,,,,,Matches
511,Julian Chabot,de GER,DF,Köln,de Bundesliga,24,1998,20.0,3,0,0,29,20,2,3,41,23,0,0,0,124,90,46,66.2,Matches
512,Florian Chabrolle,fr FRA,MF,Ajaccio,fr Ligue 1,24,1998,3.7,1,0,0,2,1,0,1,7,4,0,0,0,22,1,3,25.0,Matches
513,El Chadaille Bitshiabu,fr FRA,DF,Paris S-G,fr Ligue 1,17,2005,6.5,2,0,0,4,0,0,0,9,7,0,0,0,41,6,4,60.0,Matches
514,Fares Chaïbi,dz ALG,"FW,MF",Toulouse,fr Ligue 1,19,2002,26.0,2,0,0,34,21,8,57,19,18,0,0,0,109,30,50,37.5,Matches
515,Nathaniel Chalobah,eng ENG,MF,Fulham,eng Premier League,27,1994,0.1,0,1,0,2,0,0,0,0,1,0,0,0,0,1,2,33.3,Matches
516,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,23,1999,17.9,4,0,0,11,8,0,13,24,20,0,0,1,86,31,32,49.2,Matches
517,Calum Chambers,eng ENG,"DF,MF",Aston Villa,eng Premier League,27,1995,3.9,2,0,0,7,2,0,4,7,6,0,0,0,23,3,6,33.3,Matches
518,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,32,1990,1.0,0,0,0,0,0,0,3,0,2,0,0,0,5,1,0,100.0,Matches
519,Gaëtan Charbonnier,fr FRA,"FW,MF",Auxerre,fr Ligue 1,33,1988,2.8,1,0,0,3,1,3,1,0,1,0,0,0,6,3,7,30.0,Matches
520,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,27,1994,27.7,6,0,0,39,26,0,6,63,27,0,1,1,149,92,42,68.7,Matches
521,Shea Charles,nir NIR,DF,Manchester City,eng Premier League,18,2003,0.3,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,100.0,Matches
522,Xavier Chavalerin,fr FRA,MF,Troyes,fr Ligue 1,31,1991,27.0,3,0,0,31,12,2,29,41,50,0,0,0,139,16,13,55.2,Matches
523,Pep Chavarría,es ESP,"FW,MF",Rayo Vallecano,es La Liga,24,1998,4.1,1,0,0,11,4,1,13,2,4,0,0,0,27,8,3,72.7,Matches
524,Ivane Chegra,fr FRA,"MF,FW",Ajaccio,fr Ligue 1,18,2004,2.1,0,0,0,3,3,2,4,1,3,0,0,0,12,2,2,50.0,Matches
525,Pape Cheikh Diop,sn SEN,MF,Elche,es La Liga,24,1997,0.4,1,1,0,3,0,0,0,0,0,0,0,0,3,0,1,0.0,Matches
526,Rayan Cherki,fr FRA,"MF,FW",Lyon,fr Ligue 1,18,2003,20.8,3,0,0,16,32,4,91,5,8,0,1,0,94,2,9,18.2,Matches
527,Ilyes Cheti,dz ALG,DF,Angers,fr Ligue 1,27,1995,2.3,1,0,0,4,1,0,5,4,4,0,1,0,18,0,0,,Matches
528,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,20,2001,32.0,1,0,0,0,5,0,0,2,1,0,0,0,55,2,0,100.0,Matches
529,Fabio Chiarodia,it ITA,DF,Werder Bremen,de Bundesliga,17,2005,0.7,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,50.0,Matches
530,Federico Chiesa,it ITA,"DF,MF",Juventus,it Serie A,24,1997,9.5,2,0,0,13,12,2,43,0,11,0,0,0,41,1,5,16.7,Matches
531,Ben Chilwell,eng ENG,"DF,MF",Chelsea,eng Premier League,25,1996,15.6,3,0,0,13,23,3,92,18,17,1,0,0,68,25,20,55.6,Matches
532,Vlad Chiricheș,ro ROU,DF,Cremonese,it Serie A,32,1989,10.9,2,0,0,16,8,0,0,22,20,0,0,1,67,18,22,45.0,Matches
533,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,25,1997,22.5,1,0,0,20,18,0,13,20,22,0,0,0,126,9,8,52.9,Matches
534,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,20,2001,27.3,4,0,0,33,18,3,33,40,34,0,0,0,188,12,20,37.5,Matches
535,Andreas Christensen,dk DEN,DF,Barcelona,es La Liga,26,1996,19.6,2,0,0,18,7,0,1,21,15,0,0,1,107,42,19,68.9,Matches
536,Oliver Christensen,dk DEN,GK,Hertha BSC,de Bundesliga,23,1999,33.0,2,0,0,0,7,0,0,0,0,0,0,0,51,6,3,66.7,Matches
537,Ryan Christie,sct SCO,"MF,FW",Bournemouth,eng Premier League,27,1995,20.4,2,0,0,36,45,1,32,26,22,0,0,0,132,16,23,41.0,Matches
538,Carney Chukwuemeka,eng ENG,"MF,FW",Chelsea,eng Premier League,18,2003,3.9,0,0,0,2,5,1,3,6,7,0,0,0,22,1,6,14.3,Matches
539,Samuel Chukwueze,ng NGA,"FW,MF",Villarreal,es La Liga,23,1999,26.0,1,0,0,19,34,11,28,12,7,1,0,0,110,14,20,41.2,Matches
540,Darko Churlinov,mk MKD,FW,Stuttgart,de Bundesliga,22,2000,0.3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0.0,Matches
541,Víctor Chust,es ESP,DF,Cádiz,es La Liga,22,2000,10.7,3,0,0,11,4,1,0,10,6,0,1,0,46,16,17,48.5,Matches
542,Tolga Ciğerci,tr TUR,MF,Hertha BSC,de Bundesliga,30,1992,7.5,2,0,0,13,3,0,22,8,13,0,1,0,71,10,11,47.6,Matches
543,Yanis Cimignani,fr FRA,"MF,DF",Ajaccio,fr Ligue 1,20,2002,3.1,0,0,0,5,2,0,10,2,5,0,0,0,12,0,12,0.0,Matches
544,Daniel Ciofani,it ITA,FW,Cremonese,it Serie A,37,1985,11.8,1,0,0,9,15,6,2,2,3,0,0,0,28,35,67,34.3,Matches
545,Tio Cipot,si SVN,"FW,MF",Spezia,it Serie A,19,2003,1.5,0,0,0,1,2,0,7,0,7,0,0,0,8,1,2,33.3,Matches
546,Pathé Ciss,sn SEN,"MF,DF",Rayo Vallecano,es La Liga,28,1994,14.2,4,0,0,38,13,1,3,22,29,0,0,1,101,34,28,54.8,Matches
547,Souleymane Cissé,fr FRA,DF,Clermont Foot,fr Ligue 1,19,2002,0.4,0,0,0,2,1,0,0,1,1,0,0,0,3,1,0,100.0,Matches
548,Patrick Ciurria,it ITA,"DF,MF",Monza,it Serie A,27,1995,30.6,4,0,0,32,41,8,98,7,18,0,0,0,138,12,13,48.0,Matches
549,Bobby Clark,eng ENG,MF,Liverpool,eng Premier League,17,2005,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
550,Alexis Claude-Maurice,fr FRA,FW,Nice,fr Ligue 1,24,1998,0.7,0,0,0,0,2,0,1,2,2,0,0,0,1,2,0,100.0,Matches
551,Alexis Claude-Maurice,fr FRA,"MF,FW",Lens,fr Ligue 1,24,1998,6.7,0,0,0,7,16,0,7,2,9,0,0,0,25,4,2,66.7,Matches
552,Jonathan Clauss,fr FRA,DF,Marseille,fr Ligue 1,29,1992,28.8,1,0,0,25,12,3,110,31,28,0,1,0,180,10,17,37.0,Matches
553,Carlos Clerc,es ESP,"DF,MF",Elche,es La Liga,30,1992,29.3,5,0,0,32,31,2,89,28,51,0,0,0,151,20,22,47.6,Matches
554,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,31,1991,18.2,3,0,0,10,8,0,21,19,16,0,0,0,81,6,18,25.0,Matches
555,Conor Coady,eng ENG,DF,Everton,eng Premier League,29,1993,23.3,2,0,0,11,13,2,1,14,9,0,0,0,92,25,24,51.0,Matches
556,Nicolò Cocetta,it ITA,DF,Udinese,it Serie A,18,2003,0.4,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,,Matches
557,Marcus Coco,fr FRA,"FW,MF",Nantes,fr Ligue 1,26,1996,7.1,2,0,0,19,11,3,24,14,15,0,0,0,50,17,33,34.0,Matches
558,Alexandre Coeff,fr FRA,DF,Auxerre,fr Ligue 1,30,1992,6.5,0,0,0,3,1,0,5,8,5,0,0,0,29,6,7,46.2,Matches
559,Jack Colback,eng ENG,MF,Nott'ham Forest,eng Premier League,32,1989,5.5,0,0,0,9,8,0,1,3,13,0,0,0,24,4,8,33.3,Matches
560,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,33,1988,18.4,1,0,0,10,21,2,22,22,26,0,0,0,100,18,16,52.9,Matches
561,David Čolina,hr CRO,"DF,FW",Augsburg,de Bundesliga,22,2000,1.8,0,0,0,1,4,0,6,4,1,0,0,0,20,1,4,20.0,Matches
562,Álex Collado,es ESP,MF,Elche,es La Liga,23,1999,8.1,1,0,0,9,10,1,18,2,14,0,0,0,33,4,8,33.3,Matches
563,Diego Collado,es ESP,FW,Villarreal,es La Liga,21,2001,0.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,Matches
564,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,29,1992,15.4,5,0,0,15,18,1,0,22,10,0,0,0,73,27,30,47.4,Matches
565,Nathan Collins,ie IRL,DF,Wolves,eng Premier League,21,2001,20.2,2,1,0,17,9,1,0,21,15,0,0,0,96,37,31,54.4,Matches
566,Lorenzo Colombo,it ITA,FW,Lecce,it Serie A,20,2002,16.8,4,0,0,36,16,8,10,2,9,0,0,0,52,41,118,25.8,Matches
567,Andrea Colpani,it ITA,MF,Monza,it Serie A,23,1999,10.5,1,0,0,22,26,0,33,3,9,1,0,0,55,6,10,37.5,Matches
568,Levi Colwill,eng ENG,DF,Brighton,eng Premier League,19,2003,13.6,1,0,0,8,10,0,1,15,7,0,0,0,74,45,18,71.4,Matches
569,Kingsley Coman,fr FRA,"FW,MF",Bayern Munich,de Bundesliga,26,1996,15.7,2,1,1,9,21,5,74,2,8,1,0,0,71,11,10,52.4,Matches
570,Eray Cömert,ch SUI,DF,Valencia,es La Liga,24,1998,18.6,5,1,0,22,11,1,1,29,23,0,0,0,106,44,31,58.7,Matches
571,Santi Comesaña,es ESP,MF,Rayo Vallecano,es La Liga,25,1996,27.2,6,0,0,49,28,4,17,32,44,0,0,0,173,32,44,42.1,Matches
572,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,35,1987,35.0,0,0,0,0,4,0,0,0,0,0,0,0,32,9,1,90.0,Matches
573,Abdu Conté,pt POR,DF,Troyes,fr Ligue 1,24,1998,14.6,0,0,0,12,12,4,37,6,17,0,2,0,71,16,7,69.6,Matches
574,Andrea Conti,it ITA,DF,Sampdoria,it Serie A,28,1994,0.3,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,,Matches
575,Lewis Cook,eng ENG,MF,Bournemouth,eng Premier League,25,1997,19.1,4,0,0,15,10,0,45,23,22,0,0,0,129,7,10,41.2,Matches
576,Steve Cook,eng ENG,DF,Nott'ham Forest,eng Premier League,31,1991,10.6,4,0,0,5,2,0,1,12,4,0,1,0,35,27,10,73.0,Matches
577,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,30,1991,15.8,5,0,0,12,10,0,1,34,23,0,0,0,107,56,32,63.6,Matches
578,Copete,es ESP,DF,Mallorca,es La Liga,22,1999,24.5,7,1,0,47,24,2,9,44,28,0,1,0,113,39,16,70.9,Matches
579,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,18,2003,13.1,5,0,0,10,0,0,3,14,17,0,1,0,70,47,34,58.0,Matches
580,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,31,1991,8.3,2,0,0,11,7,0,5,9,13,0,0,0,36,6,4,60.0,Matches
581,Sébastien Corchia,fr FRA,DF,Nantes,fr Ligue 1,31,1990,8.7,3,0,0,16,18,1,43,14,6,0,0,0,52,12,10,54.5,Matches
582,Alex Cordaz,it ITA,GK,Inter,it Serie A,39,1983,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
583,Maxwel Cornet,ci CIV,FW,West Ham,eng Premier League,25,1996,2.7,0,0,0,2,2,9,6,2,3,0,0,0,15,6,11,35.3,Matches
584,Jesús Corona,mx MEX,FW,Sevilla,es La Liga,29,1993,1.2,0,0,0,2,5,1,3,1,0,0,0,0,5,0,2,0.0,Matches
585,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,27,1995,16.2,3,1,0,19,20,14,22,10,6,0,0,0,63,5,16,23.8,Matches
586,Joaquín Correa,ar ARG,FW,Inter,it Serie A,27,1994,10.6,1,0,0,12,18,2,2,3,7,0,0,0,41,4,12,25.0,Matches
587,Thierry Correia,pt POR,DF,Valencia,es La Liga,23,1999,22.3,5,0,0,39,44,1,87,24,52,2,0,0,149,24,20,54.5,Matches
588,Alessandro Cortinovis,it ITA,MF,Hellas Verona,it Serie A,21,2001,0.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0.0,Matches
589,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,29,1993,13.7,0,0,0,8,3,4,52,9,16,0,0,0,81,18,11,62.1,Matches
590,David Pereira da Costa,pt POR,"MF,FW",Lens,fr Ligue 1,21,2001,15.6,2,0,0,14,14,0,52,11,7,1,0,0,67,3,11,21.4,Matches
591,Diego Costa,es ESP,FW,Wolves,eng Premier League,33,1988,13.8,5,1,0,29,10,16,6,2,1,0,0,0,25,30,59,33.7,Matches
592,Jaume Costa,es ESP,DF,Mallorca,es La Liga,34,1988,28.9,10,0,0,44,32,7,75,22,34,0,0,0,122,30,26,53.6,Matches
593,Logan Costa,cv CPV,DF,Toulouse,fr Ligue 1,21,2001,4.6,0,0,0,2,4,0,0,4,4,0,0,1,24,5,3,62.5,Matches
594,Nuno da Costa,cv CPV,"FW,MF",Auxerre,fr Ligue 1,31,1991,22.3,5,1,1,37,57,5,15,20,23,0,0,0,67,45,68,39.8,Matches
595,Samu Costa,pt POR,MF,Almería,es La Liga,21,2000,22.1,5,0,0,51,44,4,8,37,31,0,0,0,143,48,24,66.7,Matches
596,Benoît Costil,fr FRA,GK,Auxerre,fr Ligue 1,35,1987,19.0,0,0,0,0,0,0,0,0,0,0,0,0,18,2,0,100.0,Matches
597,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,29,1992,23.7,5,0,0,30,21,1,113,38,31,0,0,0,150,40,22,64.5,Matches
598,Lassana Coulibaly,ml MLI,MF,Salernitana,it Serie A,26,1996,32.1,12,0,0,53,50,1,10,25,50,0,0,0,222,29,38,43.3,Matches
599,Soumaïla Coulibaly,fr FRA,DF,Dortmund,de Bundesliga,18,2003,0.5,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
600,Tanguy Coulibaly,fr FRA,"FW,DF",Stuttgart,de Bundesliga,21,2001,3.6,3,0,0,8,5,3,10,3,9,0,0,0,26,0,5,0.0,Matches
601,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,30,1992,31.0,0,0,0,0,3,0,0,3,0,0,0,0,59,9,0,100.0,Matches
602,Mathieu Coutadeur,fr FRA,MF,Ajaccio,fr Ligue 1,36,1986,21.6,2,0,0,6,13,0,5,19,13,0,0,0,150,9,13,40.9,Matches
603,Philippe Coutinho,br BRA,"MF,FW",Aston Villa,eng Premier League,30,1992,8.8,3,0,0,16,14,2,19,4,14,0,0,0,41,3,13,18.8,Matches
604,Yan Couto,br BRA,"DF,MF",Girona,es La Liga,20,2002,12.9,3,0,0,12,15,2,63,5,18,0,0,0,78,1,7,12.5,Matches
605,Conor Coventry,ie IRL,"MF,FW",West Ham,eng Premier League,22,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
606,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,23,1999,14.2,3,0,0,8,19,3,14,21,21,0,0,0,62,21,23,47.7,Matches
607,Nicolas Cozza,fr FRA,DF,Wolfsburg,de Bundesliga,23,1999,1.1,0,0,0,0,1,0,0,0,3,0,0,0,6,1,0,100.0,Matches
608,Alessio Cragno,it ITA,GK,Monza,it Serie A,28,1994,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
609,Matthew Craig,sct SCO,MF,Tottenham,eng Premier League,19,2003,0.2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Matches
610,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,32,1989,24.8,3,0,0,9,9,2,133,27,11,0,0,0,120,28,27,50.9,Matches
611,Bryan Cristante,it ITA,"MF,DF",Roma,it Serie A,27,1995,32.6,8,1,0,52,19,2,11,18,62,0,0,0,209,75,41,64.7,Matches
612,Domen Črnigoj,si SVN,MF,Salernitana,it Serie A,26,1995,3.3,1,0,0,6,2,0,0,9,3,0,0,0,21,5,7,41.7,Matches
613,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,30,1992,22.9,7,0,0,17,9,1,35,13,14,0,0,0,94,18,22,45.0,Matches
614,Juan Cruz,es ESP,FW,Betis,es La Liga,22,2000,2.0,1,0,0,4,2,1,6,0,0,0,0,0,8,1,2,33.3,Matches
615,Juan Cuadrado,co COL,"DF,FW",Juventus,it Serie A,34,1988,23.1,6,1,0,33,44,2,83,24,34,1,0,0,115,11,13,45.8,Matches
616,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,24,1998,18.6,4,0,0,16,21,1,44,16,33,0,0,0,120,16,13,55.2,Matches
617,Jorge Cuenca,es ESP,DF,Villarreal,es La Liga,22,1999,5.6,1,0,0,4,1,0,1,6,7,0,1,0,28,15,7,68.2,Matches
618,Braian Cufré,ar ARG,DF,Mallorca,es La Liga,25,1996,2.4,0,0,0,5,3,2,1,2,2,0,0,0,13,0,1,0.0,Matches
619,Mickaël Cuisance,fr FRA,MF,Sampdoria,it Serie A,22,1999,6.9,1,0,0,8,5,1,20,5,10,0,0,0,40,5,12,29.4,Matches
620,Matheus Cunha,br BRA,FW,Wolves,eng Premier League,23,1999,10.7,1,0,0,20,21,3,8,9,4,0,0,0,50,7,37,15.9,Matches
621,Matheus Cunha,br BRA,"FW,MF",Atlético Madrid,es La Liga,23,1999,4.2,2,0,0,7,6,1,3,2,1,0,0,0,16,3,14,17.6,Matches
622,Curro,es ESP,MF,Almería,es La Liga,26,1996,0.5,1,0,0,1,0,0,1,0,0,0,0,0,3,0,2,0.0,Matches
623,Marco D'Alessandro,it ITA,"DF,FW",Monza,it Serie A,31,1991,3.2,2,0,0,6,9,1,13,1,4,0,0,0,19,2,2,50.0,Matches
624,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,33,1988,8.1,3,1,0,16,11,0,9,10,17,1,0,0,39,8,9,47.1,Matches
625,Luca D'Andrea,it ITA,FW,Sassuolo,it Serie A,17,2004,3.5,0,0,0,4,9,1,7,1,0,0,0,0,13,2,3,40.0,Matches
626,Damien Da Silva,fr FRA,DF,Lyon,fr Ligue 1,34,1988,3.8,2,0,0,8,2,0,2,5,7,0,0,0,13,12,7,63.2,Matches
627,Moanes Dabbur,il ISR,FW,Hoffenheim,de Bundesliga,30,1992,10.4,3,1,0,12,17,10,6,5,8,0,0,0,44,7,22,24.1,Matches
628,Andréa Dacourt,fr FRA,MF,Nice,fr Ligue 1,17,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
629,Colin Dagba,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,23,1998,10.6,3,0,0,14,6,1,35,17,20,0,0,0,51,3,5,37.5,Matches
630,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,24,1998,8.0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,1,87.5,Matches
631,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,26,1996,3.7,1,0,0,3,2,0,3,7,9,0,0,0,24,1,3,25.0,Matches
632,Patson Daka,zm ZAM,FW,Leicester City,eng Premier League,23,1998,13.2,2,0,0,23,15,7,8,7,8,1,0,0,36,26,45,36.6,Matches
633,Thijs Dallinga,nl NED,FW,Toulouse,fr Ligue 1,21,2000,26.1,4,0,0,35,19,22,18,3,6,0,0,0,41,56,68,45.2,Matches
634,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,23,1999,23.9,6,0,0,21,3,0,44,37,41,0,0,0,152,39,18,68.4,Matches
635,Muhammed Damar,de GER,MF,Hoffenheim,de Bundesliga,18,2004,1.8,0,0,0,6,1,0,2,0,3,0,0,0,12,2,2,50.0,Matches
636,Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,eng Premier League,22,2000,11.0,4,0,0,13,11,0,29,10,21,0,0,0,70,10,9,52.6,Matches
637,Flavius Daniliuc,at AUT,DF,Salernitana,it Serie A,21,2001,24.4,9,0,0,33,4,0,0,29,29,0,0,0,132,39,28,58.2,Matches
638,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,21,2001,1.0,0,0,0,2,0,0,2,0,0,0,0,0,5,1,0,100.0,Matches
639,Danilo,br BRA,MF,Nott'ham Forest,eng Premier League,21,2001,10.8,1,0,0,4,3,2,3,9,7,0,0,0,60,4,14,22.2,Matches
640,Danilo,br BRA,DF,Juventus,it Serie A,31,1991,35.4,5,0,0,33,17,0,18,47,62,0,2,0,196,53,38,58.2,Matches
641,Arnaut Danjuma,nl NED,"FW,MF",Tottenham,eng Premier League,25,1997,1.9,0,0,0,0,1,1,2,0,0,0,0,0,1,1,2,33.3,Matches
642,Arnaut Danjuma,nl NED,FW,Villarreal,es La Liga,25,1997,5.3,0,0,0,2,7,3,6,0,3,0,0,0,10,0,3,0.0,Matches
643,Kévin Danois,fr FRA,MF,Auxerre,fr Ligue 1,18,2004,0.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,Matches
644,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,23,1998,35.9,7,1,0,39,57,2,0,33,19,1,2,0,224,82,32,71.9,Matches
645,Dante,br BRA,DF,Nice,fr Ligue 1,38,1983,36.7,6,0,0,38,18,0,2,47,40,0,1,0,261,74,28,72.5,Matches
646,Márton Dárdai,de GER,"DF,MF",Hertha BSC,de Bundesliga,20,2002,10.5,2,0,0,11,9,0,1,11,8,0,0,0,52,17,17,50.0,Matches
647,Sergi Darder,es ESP,MF,Espanyol,es La Liga,28,1993,36.9,4,0,0,31,78,2,181,24,38,0,0,0,205,12,13,48.0,Matches
648,Achraf Dari,ma MAR,DF,Brest,fr Ligue 1,23,1999,14.6,1,0,0,13,13,2,1,19,14,1,1,0,78,35,24,59.3,Matches
649,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,31,1990,0.3,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0.0,Matches
650,Matteo Darmian,it ITA,DF,Inter,it Serie A,32,1989,22.5,3,0,0,21,20,3,28,21,30,0,0,0,121,15,23,39.5,Matches
651,Josh Dasilva,eng ENG,MF,Brentford,eng Premier League,23,1998,15.4,1,0,0,14,23,0,33,5,9,0,0,0,66,6,8,42.9,Matches
652,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,22,2000,35.2,6,0,0,41,59,23,7,8,17,0,0,0,89,16,64,20.0,Matches
653,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,21,2000,22.7,0,0,0,9,26,3,25,24,28,0,0,0,199,6,6,50.0,Matches
654,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,29,1993,25.4,4,0,0,30,17,1,35,18,11,0,0,0,84,70,53,56.9,Matches
655,Tom Davies,eng ENG,MF,Everton,eng Premier League,24,1998,6.0,3,0,0,10,6,1,2,4,9,0,0,0,28,7,13,35.0,Matches
656,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,27,1995,18.1,6,1,0,37,13,1,13,23,31,0,0,0,120,43,27,61.4,Matches
657,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,32,1990,8.0,2,0,0,6,3,0,2,6,6,1,1,0,45,14,7,66.7,Matches
658,Craig Dawson,eng ENG,DF,Wolves,eng Premier League,32,1990,15.7,4,0,0,11,10,0,0,12,6,0,0,0,75,34,36,48.6,Matches
659,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,31,1991,26.9,1,0,0,20,29,5,226,9,12,2,0,0,97,13,13,50.0,Matches
660,Charles De Ketelaere,be BEL,"MF,FW",Milan,it Serie A,21,2001,12.4,2,0,0,19,15,2,10,4,12,0,0,0,56,19,30,38.8,Matches
661,Manuel De Luca,it ITA,"FW,MF",Sampdoria,it Serie A,24,1998,0.5,0,0,0,3,2,0,0,0,0,0,0,0,1,0,3,0.0,Matches
662,Tommaso De Nipoti,it ITA,MF,Atalanta,it Serie A,19,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
663,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,28,1994,21.4,5,0,0,33,49,0,47,8,21,0,0,0,127,6,8,42.9,Matches
