,Player,Nation,Position,Squad,Competition,Age,Born,90s,Goals,Shots_total,Shots_on_target,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net,Matches
634,Muhammed Damar,de GER,MF,Hoffenheim,de Bundesliga,18,2004,1.8,0,1,0,0.0,0.57,0.00,0.00,,10.4,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
635,Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,eng Premier League,22,2000,11.0,0,12,5,41.7,1.09,0.46,0.00,0.00,15.0,0,0,0,2.6,2.6,0.22,-2.6,-2.6,Matches
636,Flavius Daniliuc,at AUT,DF,Salernitana,it Serie A,21,2001,24.4,0,10,4,40.0,0.41,0.16,0.00,0.00,13.1,1,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches
637,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,21,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
638,Danilo,br BRA,MF,Nott'ham Forest,eng Premier League,21,2001,10.8,3,15,4,26.7,1.38,0.37,0.20,0.75,20.4,0,0,0,1.5,1.5,0.10,+1.5,+1.5,Matches
639,Danilo,br BRA,DF,Juventus,it Serie A,31,1991,35.4,3,32,5,15.6,0.90,0.14,0.09,0.60,15.0,1,0,0,2.8,2.8,0.09,+0.2,+0.2,Matches
640,Arnaut Danjuma,nl NED,"FW,MF",Tottenham,eng Premier League,25,1997,1.9,1,6,3,50.0,3.20,1.60,0.17,0.33,14.2,0,0,0,0.8,0.8,0.13,+0.2,+0.2,Matches
641,Arnaut Danjuma,nl NED,FW,Villarreal,es La Liga,25,1997,5.3,2,11,4,36.4,2.07,0.75,0.09,0.25,16.7,0,1,1,2.7,1.9,0.17,-0.7,-0.9,Matches
642,Kévin Danois,fr FRA,MF,Auxerre,fr Ligue 1,18,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
643,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,23,1998,35.9,1,24,4,16.7,0.67,0.11,0.04,0.25,14.9,0,0,0,2.5,2.4,0.10,-1.5,-1.4,Matches
644,Dante,br BRA,DF,Nice,fr Ligue 1,38,1983,36.7,1,23,5,21.7,0.63,0.14,0.04,0.20,13.8,0,0,0,1.5,1.5,0.07,-0.5,-0.5,Matches
645,Márton Dárdai,de GER,"DF,MF",Hertha BSC,de Bundesliga,20,2002,10.5,1,2,1,50.0,0.19,0.10,0.50,1.00,22.2,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches
646,Sergi Darder,es ESP,MF,Espanyol,es La Liga,28,1993,36.9,6,39,13,33.3,1.06,0.35,0.15,0.46,22.6,0,0,0,3.5,3.5,0.09,+2.5,+2.5,Matches
647,Achraf Dari,ma MAR,DF,Brest,fr Ligue 1,23,1999,14.6,1,4,2,50.0,0.27,0.14,0.25,0.50,15.4,0,0,0,0.4,0.4,0.09,+0.6,+0.6,Matches
648,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,31,1990,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
649,Matteo Darmian,it ITA,DF,Inter,it Serie A,32,1989,22.5,1,7,1,14.3,0.31,0.04,0.14,1.00,20.5,0,0,0,1.0,1.0,0.14,0.0,0.0,Matches
650,Josh Dasilva,eng ENG,MF,Brentford,eng Premier League,23,1998,15.4,4,18,6,33.3,1.17,0.39,0.22,0.67,19.8,0,0,0,1.5,1.5,0.09,+2.5,+2.5,Matches
651,David Datro Fofana,ci CIV,FW,Chelsea,eng Premier League,19,2002,0.8,0,3,1,33.3,3.86,1.29,0.00,0.00,19.1,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
652,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,22,2000,35.2,24,95,44,46.3,2.70,1.25,0.15,0.32,15.8,0,10,11,23.6,15.1,0.16,+0.4,-1.1,Matches
653,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,21,2000,22.7,1,19,8,42.1,0.84,0.35,0.05,0.13,18.6,0,0,0,1.7,1.7,0.09,-0.7,-0.7,Matches
654,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,29,1993,25.4,2,14,5,35.7,0.55,0.20,0.14,0.40,16.7,0,0,0,1.0,1.0,0.07,+1.0,+1.0,Matches
655,Tom Davies,eng ENG,MF,Everton,eng Premier League,24,1998,6.0,0,9,2,22.2,1.51,0.33,0.00,0.00,15.7,0,0,0,1.2,1.2,0.13,-1.2,-1.2,Matches
656,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,27,1995,18.1,1,11,2,18.2,0.61,0.11,0.09,0.50,10.7,0,0,0,1.1,1.1,0.10,-0.1,-0.1,Matches
657,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,32,1990,8.0,0,6,1,16.7,0.75,0.12,0.00,0.00,15.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
658,Craig Dawson,eng ENG,DF,Wolves,eng Premier League,32,1990,15.7,1,11,2,18.2,0.70,0.13,0.09,0.50,11.5,0,0,0,1.0,1.0,0.09,0.0,0.0,Matches
659,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,31,1991,26.9,7,65,21,32.3,2.42,0.78,0.11,0.33,23.0,7,0,0,5.6,5.6,0.09,+1.4,+1.4,Matches
660,Charles De Ketelaere,be BEL,"MF,FW",Milan,it Serie A,21,2001,12.4,0,19,3,15.8,1.53,0.24,0.00,0.00,12.5,0,0,0,2.0,2.0,0.11,-2.0,-2.0,Matches
661,Manuel De Luca,it ITA,"FW,MF",Sampdoria,it Serie A,24,1998,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
662,Tommaso De Nipoti,it ITA,MF,Atalanta,it Serie A,19,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
663,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,28,1994,21.4,2,21,5,23.8,0.98,0.23,0.10,0.40,24.5,1,0,0,1.6,1.6,0.07,+0.4,+0.4,Matches
664,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,29,1992,11.6,0,4,0,0.0,0.35,0.00,0.00,,27.6,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
665,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,34,1988,7.5,1,5,3,60.0,0.67,0.40,0.20,0.33,12.0,0,0,0,0.6,0.6,0.13,+0.4,+0.4,Matches
666,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,24,1998,19.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
667,Koni De Winter,be BEL,DF,Empoli,it Serie A,20,2002,11.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
668,Grégoire Defrel,mq MTQ,FW,Sassuolo,it Serie A,31,1991,13.0,2,16,10,62.5,1.23,0.77,0.13,0.20,11.8,0,0,0,3.5,3.5,0.22,-1.5,-1.5,Matches
669,Duccio Degl'Innocenti,it ITA,MF,Empoli,it Serie A,19,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
670,Brecht Dejaegere,be BEL,MF,Toulouse,fr Ligue 1,31,1991,20.1,4,23,7,30.4,1.14,0.35,0.17,0.57,14.6,0,0,0,2.6,2.6,0.11,+1.4,+1.4,Matches
671,Romain Del Castillo,fr FRA,"MF,FW",Brest,fr Ligue 1,26,1996,15.8,6,31,11,35.5,1.96,0.70,0.03,0.09,20.7,3,5,5,6.2,2.3,0.07,-0.2,-1.3,Matches
672,Alberto Del Moral,es ESP,MF,Villarreal,es La Liga,22,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
673,Thomas Delaine,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,30,1992,11.9,0,6,4,66.7,0.51,0.34,0.00,0.00,18.7,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
674,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,30,1991,3.4,0,3,1,33.3,0.87,0.29,0.00,0.00,18.8,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
675,Thomas Delaney,dk DEN,MF,Hoffenheim,de Bundesliga,30,1991,3.3,0,1,0,0.0,0.30,0.00,0.00,,20.0,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches
676,Sacha Delaye,fr FRA,"FW,MF",Montpellier,fr Ligue 1,20,2002,0.2,1,2,1,50.0,9.00,4.50,0.50,1.00,20.4,0,0,0,0.1,0.1,0.03,+0.9,+0.9,Matches
677,Fran Delgado,es ESP,DF,Betis,es La Liga,21,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
678,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,30,1991,8.7,6,23,8,34.8,2.65,0.92,0.13,0.38,16.4,1,3,3,5.4,3.0,0.13,+0.6,0.0,Matches
679,Andy Delort,dz ALG,FW,Nantes,fr Ligue 1,30,1991,5.2,0,18,10,55.6,3.45,1.92,0.00,0.00,16.1,2,0,0,2.5,2.5,0.14,-2.5,-2.5,Matches
680,Karamoko Dembele,sct SCO,"FW,MF",Brest,fr Ligue 1,19,2003,2.0,0,4,2,50.0,2.01,1.01,0.00,0.00,16.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
681,Moussa Dembélé,fr FRA,"FW,MF",Lyon,fr Ligue 1,26,1996,9.7,3,28,13,46.4,2.87,1.33,0.11,0.23,13.3,0,0,0,3.8,3.8,0.14,-0.8,-0.8,Matches
682,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,25,1997,15.7,5,49,16,32.7,3.13,1.02,0.10,0.31,16.7,0,0,0,3.9,3.9,0.08,+1.1,+1.1,Matches
683,Siriki Dembélé,ci CIV,"FW,MF",Bournemouth,eng Premier League,25,1996,1.2,0,2,2,100.0,1.64,1.64,0.00,0.00,16.6,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
684,Siriki Dembélé,ci CIV,"MF,FW",Auxerre,fr Ligue 1,25,1996,4.1,0,5,2,40.0,1.21,0.48,0.00,0.00,21.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
685,Merih Demiral,tr TUR,DF,Atalanta,it Serie A,24,1998,17.1,1,6,1,16.7,0.35,0.06,0.17,1.00,13.7,0,0,0,0.7,0.7,0.12,+0.3,+0.3,Matches
686,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,29,1993,17.2,4,31,6,19.4,1.81,0.35,0.13,0.67,24.3,8,0,0,2.2,2.2,0.07,+1.8,+1.8,Matches
687,Ermedin Demirović,ba BIH,"FW,MF",Augsburg,de Bundesliga,24,1998,26.3,8,63,23,36.5,2.40,0.87,0.11,0.30,15.2,0,1,1,7.5,6.8,0.11,+0.5,+0.2,Matches
688,Diego Demme,de GER,MF,Napoli,it Serie A,30,1991,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
689,Sepp van den Berg,nl NED,DF,Schalke 04,de Bundesliga,20,2001,7.7,1,5,1,20.0,0.65,0.13,0.20,1.00,13.0,0,0,0,0.6,0.6,0.12,+0.4,+0.4,Matches
690,Branco van den Boomen,nl NED,MF,Toulouse,fr Ligue 1,27,1995,32.1,5,48,20,41.7,1.50,0.62,0.02,0.05,25.1,16,4,4,6.0,2.9,0.06,-1.0,-1.9,Matches
691,Leander Dendoncker,be BEL,MF,Aston Villa,eng Premier League,27,1995,7.7,0,2,0,0.0,0.26,0.00,0.00,,26.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
692,Leander Dendoncker,be BEL,MF,Wolves,eng Premier League,27,1995,2.4,0,3,2,66.7,1.26,0.84,0.00,0.00,16.7,0,0,0,0.7,0.7,0.22,-0.7,-0.7,Matches
693,Emmanuel Dennis,ng NGA,"FW,MF",Nott'ham Forest,eng Premier League,24,1997,8.0,2,21,7,33.3,2.62,0.87,0.10,0.29,13.2,2,0,0,1.9,1.9,0.09,+0.1,+0.1,Matches
694,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,25,1997,24.1,2,19,4,21.1,0.79,0.17,0.11,0.50,16.0,0,0,0,1.7,1.7,0.09,+0.3,+0.3,Matches
695,Fabio Depaoli,it ITA,"DF,MF",Sampdoria,it Serie A,25,1997,1.5,0,2,0,0.0,1.32,0.00,0.00,,13.6,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
696,Kastriot Dermaku,al ALB,DF,Lecce,it Serie A,30,1992,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
697,Halil Dervişoğlu,tr TUR,MF,Brentford,eng Premier League,22,1999,0.1,0,1,0,0.0,11.25,0.00,0.00,,31.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
698,Rémy Descamps,fr FRA,GK,Nantes,fr Ligue 1,26,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
699,Mikkel Desler,dk DEN,DF,Toulouse,fr Ligue 1,27,1995,25.1,1,11,4,36.4,0.44,0.16,0.09,0.25,17.6,0,0,0,0.8,0.8,0.07,+0.2,+0.2,Matches
700,Cyriel Dessers,ng NGA,FW,Cremonese,it Serie A,27,1994,17.6,6,49,12,24.5,2.78,0.68,0.12,0.50,13.6,0,0,1,7.1,6.4,0.13,-1.1,-0.4,Matches
701,Sergiño Dest,us USA,DF,Milan,it Serie A,21,2000,3.7,0,2,1,50.0,0.55,0.27,0.00,0.00,20.3,0,0,0,0.3,0.3,0.15,-0.3,-0.3,Matches
702,Mattia Destro,it ITA,"FW,MF",Empoli,it Serie A,31,1991,6.4,1,20,7,35.0,3.15,1.10,0.05,0.14,14.8,0,0,0,1.4,1.4,0.07,-0.4,-0.4,Matches
703,Gerard Deulofeu,es ESP,FW,Udinese,it Serie A,28,1994,13.5,2,44,12,27.3,3.27,0.89,0.05,0.17,17.4,10,0,0,5.1,5.1,0.11,-3.1,-3.1,Matches
704,Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,eng Premier League,23,1998,25.6,2,26,6,23.1,1.01,0.23,0.08,0.33,21.3,0,0,0,2.4,2.4,0.09,-0.4,-0.4,Matches
705,Samuel Di Carmine,it ITA,"FW,MF",Cremonese,it Serie A,33,1988,0.3,0,1,0,0.0,3.21,0.00,0.00,,11.0,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
706,Federico Di Francesco,it ITA,"FW,MF",Lecce,it Serie A,28,1994,22.6,2,39,16,41.0,1.73,0.71,0.05,0.13,17.4,1,0,0,3.3,3.3,0.08,-1.3,-1.3,Matches
707,Michele Di Gregorio,it ITA,GK,Monza,it Serie A,25,1997,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
708,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,28,1993,36.2,3,31,13,41.9,0.86,0.36,0.10,0.23,11.8,0,0,0,2.7,2.7,0.09,+0.3,+0.3,Matches
709,Ángel Di María,ar ARG,"FW,MF",Juventus,it Serie A,34,1988,15.1,4,37,12,32.4,2.44,0.79,0.08,0.25,21.5,1,1,1,3.1,2.3,0.06,+0.9,+0.7,Matches
710,Boulaye Dia,sn SEN,"FW,MF",Salernitana,it Serie A,25,1996,28.0,16,47,21,44.7,1.68,0.75,0.32,0.71,15.0,0,1,1,8.8,8.0,0.17,+7.2,+7.0,Matches
711,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,de Bundesliga,23,1999,30.0,9,79,34,43.0,2.63,1.13,0.11,0.26,17.8,0,0,1,11.0,10.3,0.13,-2.0,-1.3,Matches
712,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,25,1996,27.2,3,21,7,33.3,0.77,0.26,0.14,0.43,10.9,0,0,0,2.7,2.7,0.13,+0.3,+0.3,Matches
713,Mamadou Diakhon,fr FRA,FW,Reims,fr Ligue 1,16,2005,0.2,0,1,0,0.0,4.29,0.00,0.00,,18.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
714,Bafodé Diakité,fr FRA,DF,Lille,fr Ligue 1,21,2001,29.5,3,19,6,31.6,0.64,0.20,0.16,0.50,11.4,0,0,0,1.7,1.7,0.09,+1.3,+1.3,Matches
715,Ibrahim Diakité,gn GUI,DF,Reims,fr Ligue 1,18,2003,1.5,0,1,1,100.0,0.69,0.69,0.00,0.00,7.5,0,0,0,0.2,0.2,0.20,-0.2,-0.2,Matches
716,Abdou Diallo,sn SEN,"DF,MF",RB Leipzig,de Bundesliga,26,1996,5.3,1,4,1,25.0,0.75,0.19,0.25,1.00,8.0,0,0,0,0.4,0.4,0.10,+0.6,+0.6,Matches
717,Baila Diallo,fr FRA,"DF,MF",Clermont Foot,fr Ligue 1,21,2001,1.0,0,1,0,0.0,1.01,0.00,0.00,,31.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
718,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,27,1995,32.0,20,90,36,40.0,2.81,1.13,0.19,0.47,13.0,1,3,4,17.8,14.5,0.17,+2.2,+2.5,Matches
719,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,23,1999,9.1,0,6,0,0.0,0.66,0.00,0.00,,28.4,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
720,Ismael Diallo,ci CIV,DF,Ajaccio,fr Ligue 1,25,1997,24.2,0,3,0,0.0,0.12,0.00,0.00,,17.5,0,0,0,0.3,0.3,0.08,-0.3,-0.3,Matches
721,Mamady Diarra,ml MLI,"MF,DF",Cádiz,es La Liga,22,2000,0.7,0,3,0,0.0,4.09,0.00,0.00,,16.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
722,Mouhamadou Diarra,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,18,2004,18.1,3,23,9,39.1,1.27,0.50,0.13,0.33,20.1,0,0,0,1.8,1.8,0.08,+1.2,+1.2,Matches
723,Moussa Diarra,ml MLI,DF,Toulouse,fr Ligue 1,21,2000,13.6,0,1,0,0.0,0.07,0.00,0.00,,6.4,0,0,0,0.2,0.2,0.16,-0.2,-0.2,Matches
724,Stéphane Diarra,fr FRA,"FW,MF",Lorient,fr Ligue 1,23,1998,11.8,2,20,8,40.0,1.69,0.68,0.10,0.25,16.2,0,0,0,2.2,2.2,0.11,-0.2,-0.2,Matches
725,Youba Diarra,ml MLI,MF,Cádiz,es La Liga,24,1998,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
726,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,25,1997,22.2,0,10,2,20.0,0.45,0.09,0.00,0.00,9.1,0,0,0,1.3,1.3,0.13,-1.3,-1.3,Matches
727,Krépin Diatta,sn SEN,"MF,FW",Monaco,fr Ligue 1,23,1999,23.0,4,40,18,45.0,1.74,0.78,0.10,0.22,15.2,0,0,0,4.6,4.6,0.12,-0.6,-0.6,Matches
728,Mory Diaw,sn SEN,GK,Clermont Foot,fr Ligue 1,29,1993,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
729,Brahim Díaz,es ESP,"MF,FW",Milan,it Serie A,22,1999,21.4,6,35,16,45.7,1.64,0.75,0.17,0.38,14.5,1,0,0,6.0,6.0,0.17,0.0,0.0,Matches
730,Luis Díaz,co COL,FW,Liverpool,eng Premier League,25,1997,11.1,4,27,8,29.6,2.44,0.72,0.15,0.50,15.1,0,0,0,2.5,2.5,0.09,+1.5,+1.5,Matches
731,Justin Diehl,de GER,"MF,FW",Köln,de Bundesliga,17,2004,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
732,Bamba Dieng,sn SEN,"FW,MF",Marseille,fr Ligue 1,22,2000,2.2,1,11,5,45.5,5.10,2.32,0.09,0.20,12.5,0,0,0,1.5,1.5,0.14,-0.5,-0.5,Matches
733,Bamba Dieng,sn SEN,FW,Lorient,fr Ligue 1,22,2000,8.3,3,21,7,33.3,2.53,0.84,0.10,0.29,16.0,0,1,1,4.9,4.1,0.23,-1.9,-2.1,Matches
734,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,28,1994,31.3,2,17,4,23.5,0.54,0.13,0.12,0.50,11.8,2,0,0,1.6,1.6,0.10,+0.4,+0.4,Matches
735,Florian Dietz,de GER,FW,Köln,de Bundesliga,23,1998,4.4,1,17,6,35.3,3.87,1.37,0.06,0.17,11.9,0,0,0,2.5,2.5,0.15,-1.5,-1.5,Matches
736,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,29,1993,16.7,1,8,3,37.5,0.48,0.18,0.13,0.33,20.5,4,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches
737,Federico Dimarco,it ITA,DF,Inter,it Serie A,24,1997,23.0,4,49,15,30.6,2.13,0.65,0.08,0.27,20.7,7,0,0,3.1,3.1,0.06,+0.9,+0.9,Matches
738,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,28,1993,36.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
739,Junior Dina Ebimbe,fr FRA,"DF,MF",Eint Frankfurt,de Bundesliga,21,2000,11.8,3,26,10,38.5,2.20,0.85,0.12,0.30,14.6,0,0,0,3.7,3.7,0.14,-0.7,-0.7,Matches
740,Tristan Dingomé,cm CMR,MF,Troyes,fr Ligue 1,31,1991,1.1,0,3,1,33.3,2.73,0.91,0.00,0.00,21.7,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
741,Eren Dinkçi,de GER,"FW,MF",Werder Bremen,de Bundesliga,20,2001,2.6,0,6,0,0.0,2.34,0.00,0.00,,15.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
742,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,21,2001,21.7,0,10,2,20.0,0.46,0.09,0.00,0.00,12.6,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
743,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,29,1992,5.6,1,12,3,25.0,2.13,0.53,0.08,0.33,14.5,0,0,0,2.2,2.2,0.18,-1.2,-1.2,Matches
744,Edan Diop,fr FRA,"DF,FW",Monaco,fr Ligue 1,17,2004,2.5,1,6,2,33.3,2.42,0.81,0.17,0.50,15.6,0,0,0,1.2,1.2,0.20,-0.2,-0.2,Matches
745,Issa Diop,fr FRA,DF,Fulham,eng Premier League,25,1997,22.4,1,3,2,66.7,0.13,0.09,0.33,0.50,12.3,0,0,0,0.3,0.3,0.09,+0.7,+0.7,Matches
746,Sofiane Diop,fr FRA,"MF,FW",Nice,fr Ligue 1,22,2000,13.6,1,28,9,32.1,2.05,0.66,0.04,0.11,20.0,1,0,0,2.6,2.6,0.09,-1.6,-1.6,Matches
747,Sofiane Diop,fr FRA,MF,Monaco,fr Ligue 1,22,2000,0.7,1,2,1,50.0,2.77,1.38,0.50,1.00,10.5,0,0,0,1.0,1.0,0.50,0.0,0.0,Matches
748,Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,22,1999,31.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
749,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,24,1998,37.0,3,28,9,32.1,0.76,0.24,0.11,0.33,15.4,0,0,1,3.8,3.0,0.11,-0.8,0.0,Matches
750,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,22,2000,22.4,2,15,4,26.7,0.67,0.18,0.13,0.50,12.7,0,0,0,1.3,1.3,0.08,+0.7,+0.7,Matches
751,Djené,tg TOG,DF,Getafe,es La Liga,30,1991,31.6,0,9,1,11.1,0.29,0.03,0.00,0.00,15.3,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
752,Moussa Djenepo,ml MLI,"DF,FW",Southampton,eng Premier League,24,1998,7.9,0,3,2,66.7,0.38,0.25,0.00,0.00,13.8,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
753,Koffi Djidji,ci CIV,DF,Torino,it Serie A,29,1992,26.9,1,8,4,50.0,0.30,0.15,0.13,0.25,12.2,0,0,0,0.9,0.9,0.12,+0.1,+0.1,Matches
754,Alexander Djiku,gh GHA,DF,Strasbourg,fr Ligue 1,27,1994,29.7,1,17,5,29.4,0.57,0.17,0.06,0.20,14.4,1,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches
755,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,29,1993,20.0,0,5,0,0.0,0.25,0.00,0.00,,7.6,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
756,Moussa Djitte,sn SEN,FW,Ajaccio,fr Ligue 1,22,1999,1.5,0,2,0,0.0,1.32,0.00,0.00,,23.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
757,Ouparine Djoco,gw GNB,GK,Clermont Foot,fr Ligue 1,24,1998,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
758,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,30,1992,14.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
759,Alan Do Marcolino,ga GAB,FW,Rennes,fr Ligue 1,20,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
760,Ben Doak,sct SCO,FW,Liverpool,eng Premier League,16,2005,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
761,Ritsu Doan,jp JPN,"MF,FW",Freiburg,de Bundesliga,24,1998,26.9,5,57,27,47.4,2.12,1.00,0.09,0.19,17.3,0,0,0,7.0,7.0,0.12,-2.0,-2.0,Matches
762,Dodô,br BRA,DF,Fiorentina,it Serie A,23,1998,25.9,1,11,4,36.4,0.42,0.15,0.09,0.25,20.5,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
763,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,24,1998,24.6,5,17,9,52.9,0.69,0.37,0.29,0.56,11.6,0,0,0,1.9,1.9,0.11,+3.1,+3.1,Matches
764,Matt Doherty,ie IRL,"DF,MF",Tottenham,eng Premier League,30,1992,7.4,1,10,2,20.0,1.35,0.27,0.10,0.50,12.1,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches
765,Matt Doherty,ie IRL,DF,Atlético Madrid,es La Liga,30,1992,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
766,Josh Doig,sct SCO,DF,Hellas Verona,it Serie A,20,2002,15.0,2,18,6,33.3,1.20,0.40,0.11,0.33,16.1,0,0,0,1.8,1.8,0.10,+0.2,+0.2,Matches
767,Jeremy Doku,be BEL,"MF,FW",Rennes,fr Ligue 1,20,2002,14.3,6,26,12,46.2,1.81,0.84,0.23,0.50,15.7,0,0,0,2.7,2.7,0.10,+3.3,+3.3,Matches
768,Kasper Dolberg,dk DEN,FW,Sevilla,es La Liga,24,1997,2.2,0,2,1,50.0,0.91,0.46,0.00,0.00,17.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
