,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Shot_Creating_Action,Shot_Creating_Action_per90,Pass_Live_Shot,Pass_Dead_Shot,Take_Ons_Shot,Shot-Shot,Fouls_drawn_Shot,Defensive_Shot,Goal_Creating_Action,Goal_Creating_Action_90,Pass_Live_Goal,Pass_Dead_Goal,Take_Ons_Goal,Shot_Goal,Fouls_Drawn_Goal,Defensive_Goal,Matches
772,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,24,1998,25.6,71,2.78,61,2,3,1,3,1,5,0.20,5,0,0,0,0,0,Matches
773,John Donald,es ESP,"MF,DF",Elche,es La Liga,21,2000,12.1,6,0.49,6,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
774,Giulio Donati,it ITA,DF,Monza,it Serie A,32,1990,4.7,4,0.85,2,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
775,Kyliane Dong,fr FRA,"MF,FW",Troyes,fr Ligue 1,17,2004,2.4,5,2.11,2,1,0,1,1,0,2,0.85,1,0,0,0,1,0,Matches
776,Jordan Dongmo,cm CMR,MF,Troyes,fr Ligue 1,21,2001,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
777,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,23,1999,37.9,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
778,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,24,1998,5.4,8,1.49,6,0,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
779,Jodel Dossou,bj BEN,"MF,DF",Clermont Foot,fr Ligue 1,30,1992,2.9,5,1.74,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
780,Lohann Doucet,fr FRA,"MF,FW",Nantes,fr Ligue 1,19,2002,1.0,6,5.93,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
781,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,29,1993,17.0,45,2.65,38,0,3,2,0,2,3,0.18,3,0,0,0,0,0,Matches
782,Cheick Doucouré,ml MLI,MF,Crystal Palace,eng Premier League,22,2000,30.8,61,1.98,48,0,2,5,2,4,6,0.20,4,0,0,1,0,1,Matches
783,Siriné Doucouré,ml MLI,"FW,MF",Lorient,fr Ligue 1,20,2002,1.5,12,7.88,10,0,0,1,1,0,2,1.31,1,0,0,0,1,0,Matches
784,Désiré Doué,fr FRA,"MF,FW",Rennes,fr Ligue 1,17,2005,12.4,35,2.82,23,3,3,1,3,2,2,0.16,2,0,0,0,0,0,Matches
785,Guela Doué,ci CIV,"FW,MF",Rennes,fr Ligue 1,19,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
786,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,19,2003,25.5,20,0.78,17,0,1,1,1,0,2,0.08,2,0,0,0,0,0,Matches
787,Kamory Doumbia,ml MLI,MF,Reims,fr Ligue 1,19,2003,12.8,41,3.19,34,0,2,2,2,1,3,0.23,3,0,0,0,0,0,Matches
788,Souleyman Doumbia,ci CIV,"DF,FW",Angers,fr Ligue 1,25,1996,19.9,32,1.61,25,0,3,0,3,1,0,0.00,0,0,0,0,0,0,Matches
789,Flynn Downes,eng ENG,MF,West Ham,eng Premier League,23,1999,8.5,13,1.54,8,0,0,3,2,0,0,0.00,0,0,0,0,0,0,Matches
790,Kami Doyle,eng ENG,MF,Southampton,eng Premier League,16,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
791,Bartłomiej Drągowski,pl POL,GK,Spezia,it Serie A,24,1997,32.7,7,0.21,6,1,0,0,0,0,2,0.06,2,0,0,0,0,0,Matches
792,Cody Drameh,eng ENG,DF,Leeds United,eng Premier League,20,2001,0.8,1,1.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
793,Dion Drena Beljo,hr CRO,FW,Augsburg,de Bundesliga,20,2002,12.5,25,1.99,20,0,0,3,1,1,5,0.40,3,0,0,2,0,0,Matches
794,Dominick Drexler,de GER,"MF,FW",Schalke 04,de Bundesliga,32,1990,15.2,46,3.03,34,6,2,1,2,1,5,0.33,4,0,1,0,0,0,Matches
795,Domingos Duarte,pt POR,DF,Getafe,es La Liga,27,1995,29.5,15,0.51,13,0,0,2,0,0,3,0.10,2,0,0,1,0,0,Matches
796,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,33,1989,1.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
797,Marvin Ducksch,de GER,FW,Werder Bremen,de Bundesliga,28,1994,31.7,109,3.44,67,30,5,4,3,0,24,0.76,16,4,2,1,1,0,Matches
798,Ondrej Duda,sk SVK,MF,Hellas Verona,it Serie A,27,1994,11.8,20,1.69,13,1,1,2,2,1,2,0.17,1,0,0,1,0,0,Matches
799,Ondrej Duda,sk SVK,MF,Köln,de Bundesliga,27,1994,7.7,22,2.88,17,2,2,0,1,0,3,0.39,2,0,1,0,0,0,Matches
800,Shane Duffy,ie IRL,"DF,FW",Fulham,eng Premier League,30,1992,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
801,Rémy Dugimont,fr FRA,"FW,MF",Auxerre,fr Ligue 1,36,1986,1.3,5,3.95,4,0,0,0,1,0,1,0.79,1,0,0,0,0,0,Matches
802,Denzel Dumfries,nl NED,DF,Inter,it Serie A,26,1996,24.6,71,2.88,48,4,1,9,8,1,11,0.45,6,0,0,2,3,0,Matches
803,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,29,1993,12.3,39,3.17,32,2,1,2,1,1,5,0.41,3,0,1,1,0,0,Matches
804,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,30,1991,36.0,32,0.89,31,0,0,1,0,0,2,0.06,2,0,0,0,0,0,Matches
805,Maxime Dupé,fr FRA,GK,Toulouse,fr Ligue 1,29,1993,38.0,2,0.05,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
806,Jhon Durán,co COL,"FW,MF",Aston Villa,eng Premier League,18,2003,1.5,5,3.31,3,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
807,Pablo Durán,es ESP,"MF,DF",Celta Vigo,es La Liga,21,2001,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
808,Julien Duranville,be BEL,MF,Dortmund,de Bundesliga,16,2006,0.3,5,15.52,3,0,2,0,0,0,1,3.10,1,0,0,0,0,0,Matches
809,Hugo Duro,es ESP,FW,Valencia,es La Liga,22,1999,15.4,22,1.43,17,0,2,0,3,0,2,0.13,1,0,0,0,1,0,Matches
810,Jean-Kevin Duverne,ht HAI,DF,Brest,fr Ligue 1,25,1997,27.9,48,1.72,32,4,5,0,7,0,4,0.14,0,0,0,0,4,0,Matches
811,Paulo Dybala,ar ARG,"MF,FW",Roma,it Serie A,28,1993,19.3,104,5.38,48,29,4,10,13,0,8,0.41,4,2,0,1,1,0,Matches
812,Edin Džeko,ba BIH,FW,Inter,it Serie A,36,1986,19.2,61,3.16,47,0,1,12,1,0,11,0.57,7,0,1,3,0,0,Matches
813,Malcolm Ebiowei,eng ENG,"MF,FW",Crystal Palace,eng Premier League,18,2003,0.4,1,2.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
814,Festy Ebosele,ie IRL,DF,Udinese,it Serie A,19,2002,4.6,11,2.41,8,0,2,0,0,1,2,0.44,2,0,0,0,0,0,Matches
815,Enzo Ebosse,cm CMR,DF,Udinese,it Serie A,23,1999,10.3,8,0.78,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
816,Tyronne Ebuehi,ng NGA,DF,Empoli,it Serie A,26,1995,21.4,29,1.36,22,5,0,1,1,0,4,0.19,3,0,0,1,0,0,Matches
817,Ederson,br BRA,GK,Manchester City,eng Premier League,28,1993,35.0,2,0.06,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
818,Éderson,br BRA,MF,Atalanta,it Serie A,23,1999,24.6,55,2.23,37,1,7,7,1,2,5,0.20,3,0,1,0,1,0,Matches
819,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,24,1998,20.0,44,2.20,32,0,1,9,2,0,4,0.20,4,0,0,0,0,0,Matches
820,Samuel Edozie,eng ENG,"FW,MF",Southampton,eng Premier League,19,2003,6.3,20,3.18,13,0,3,0,4,0,0,0.00,0,0,0,0,0,0,Matches
821,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,25,1996,27.2,50,1.84,44,0,1,1,3,1,5,0.18,4,0,0,0,1,0,Matches
822,Lilian Egloff,de GER,"MF,FW",Stuttgart,de Bundesliga,19,2002,2.7,10,3.75,8,0,0,1,1,0,2,0.75,2,0,0,0,0,0,Matches
823,Íñigo Eguaras,es ESP,MF,Almería,es La Liga,30,1992,10.7,25,2.33,22,0,0,1,1,1,2,0.19,2,0,0,0,0,0,Matches
824,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,27,1995,17.1,31,1.82,22,2,0,5,1,1,3,0.18,2,0,0,0,1,0,Matches
825,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,27,1995,0.7,1,1.48,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
826,Julian Eitschberger,de GER,FW,Hertha BSC,de Bundesliga,18,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
827,Chidera Ejuke,ng NGA,"FW,MF",Hertha BSC,de Bundesliga,24,1998,9.9,41,4.16,28,0,9,1,2,1,5,0.51,5,0,0,0,0,0,Matches
828,Albin Ekdal,se SWE,MF,Spezia,it Serie A,33,1989,19.3,35,1.82,26,0,1,4,2,2,1,0.05,1,0,0,0,0,0,Matches
829,Hugo Ekitike,fr FRA,FW,Paris S-G,fr Ligue 1,20,2002,12.8,33,2.57,25,0,3,2,3,0,7,0.55,6,0,1,0,0,0,Matches
830,Emmanuel Ekong,se SWE,"FW,MF",Empoli,it Serie A,20,2002,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
831,Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,20,2002,4.7,17,3.59,13,0,0,3,1,0,1,0.21,1,0,0,0,0,0,Matches
832,Alberth Elis,hn HON,"MF,FW",Brest,fr Ligue 1,26,1996,2.9,12,4.20,6,0,1,1,3,1,0,0.00,0,0,0,0,0,0,Matches
833,Mikael Ellertsson,is ISL,"MF,DF",Spezia,it Serie A,20,2002,1.9,5,2.65,2,0,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
834,Harvey Elliott,eng ENG,"MF,FW",Liverpool,eng Premier League,19,2003,17.9,75,4.19,62,1,5,5,1,1,10,0.56,10,0,0,0,0,0,Matches
835,Elif Elmas,mk MKD,"FW,MF",Napoli,it Serie A,22,1999,18.1,57,3.15,41,6,6,2,2,0,10,0.55,7,1,1,1,0,0,Matches
836,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,30,1992,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
837,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,28,1994,16.1,9,0.56,5,2,0,2,0,0,2,0.12,0,1,0,1,0,0,Matches
838,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,25,1996,31.4,17,0.54,17,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
839,Rodrigo Ely,br BRA,DF,Almería,es La Liga,28,1993,35.1,21,0.60,14,1,1,5,0,0,2,0.06,2,0,0,0,0,0,Matches
840,Mohamed Elyounoussi,no NOR,"MF,FW",Southampton,eng Premier League,27,1994,24.1,41,1.70,34,0,1,2,3,1,4,0.17,4,0,0,0,0,0,Matches
841,Adri Embarba,es ESP,"FW,MF",Almería,es La Liga,30,1992,16.4,62,3.79,29,19,7,2,4,1,9,0.55,3,2,1,2,1,0,Matches
842,Adri Embarba,es ESP,FW,Espanyol,es La Liga,30,1992,0.4,2,5.14,0,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
843,Breel Embolo,ch SUI,FW,Monaco,fr Ligue 1,25,1997,20.7,63,3.05,42,0,6,8,6,1,10,0.48,5,0,1,3,1,0,Matches
844,Emerson,br BRA,DF,Tottenham,eng Premier League,23,1999,19.3,36,1.87,32,0,0,1,2,1,2,0.10,2,0,0,0,0,0,Matches
845,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,25,1997,18.5,32,1.73,21,1,2,6,2,0,5,0.27,3,0,1,1,0,0,Matches
846,Julio Enciso,py PAR,"FW,MF",Brighton,eng Premier League,18,2004,9.0,45,5.02,28,0,9,6,2,0,7,0.78,3,0,2,1,1,0,Matches
847,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,29,1993,32.5,84,2.59,67,0,3,4,7,3,9,0.28,5,0,0,1,2,1,Matches
848,Arne Engels,be BEL,MF,Augsburg,de Bundesliga,18,2003,16.0,47,2.94,22,17,1,2,4,1,8,0.50,5,1,1,0,0,1,Matches
849,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,30,1992,22.8,71,3.12,50,17,1,3,0,0,9,0.40,6,3,0,0,0,0,Matches
850,Martin Erlic,hr CRO,DF,Sassuolo,it Serie A,24,1998,25.9,10,0.39,8,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
851,Tjark Ernst,de GER,GK,Hertha BSC,de Bundesliga,19,2003,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
852,Gonzalo Escalante,ar ARG,MF,Cremonese,it Serie A,29,1993,6.2,10,1.62,8,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
853,Gonzalo Escalante,ar ARG,MF,Cádiz,es La Liga,29,1993,12.5,25,2.01,22,0,2,1,0,0,3,0.24,1,0,1,1,0,0,Matches
854,Sergio Escudero,es ESP,DF,Valladolid,es La Liga,32,1989,16.0,35,2.19,20,7,0,6,2,0,0,0.00,0,0,0,0,0,0,Matches
855,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,30,1992,34.7,70,2.02,59,6,1,0,2,2,7,0.20,5,1,1,0,0,0,Matches
856,Bernardo Espinosa,co COL,DF,Girona,es La Liga,33,1989,13.6,9,0.66,6,0,0,3,0,0,2,0.15,1,0,0,1,0,0,Matches
857,Salvatore Esposito,it ITA,MF,Spezia,it Serie A,21,2000,10.8,28,2.60,13,11,0,1,3,0,0,0.00,0,0,0,0,0,0,Matches
858,Maxime Estève,fr FRA,DF,Montpellier,fr Ligue 1,20,2002,18.3,7,0.38,5,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
859,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,24,1998,29.7,87,2.93,78,4,3,0,2,0,8,0.27,7,0,0,0,1,0,Matches
860,Jonny Evans,nir NIR,DF,Leicester City,eng Premier League,34,1988,11.7,4,0.34,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
861,Edu Expósito,es ESP,MF,Espanyol,es La Liga,25,1996,12.9,45,3.49,30,5,4,3,2,1,9,0.70,8,0,1,0,0,0,Matches
862,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,24,1998,29.3,118,4.03,69,21,11,4,11,2,16,0.55,9,1,5,0,1,0,Matches
863,Kimberly Ezekwem,de GER,DF,Freiburg,de Bundesliga,21,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
864,Nicolás Ezequiel Fernández,ar ARG,"MF,DF",Elche,es La Liga,22,2000,5.7,21,3.67,18,2,0,1,0,0,2,0.35,2,0,0,0,0,0,Matches
865,Abdessamad Ezzalzouli,ma MAR,"FW,MF",Osasuna,es La Liga,20,2001,16.7,58,3.47,27,5,18,4,3,1,4,0.24,4,0,0,0,0,0,Matches
866,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,37,1985,34.6,2,0.06,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
867,Fabinho,br BRA,MF,Liverpool,eng Premier League,28,1993,29.7,55,1.85,49,0,0,1,2,3,8,0.27,7,0,0,0,1,0,Matches
868,Fábio,br BRA,"DF,MF",Nantes,fr Ligue 1,32,1990,2.5,10,4.00,10,0,0,0,0,0,1,0.40,1,0,0,0,0,0,Matches
869,Noah Fadiga,sn SEN,DF,Brest,fr Ligue 1,22,1999,14.5,15,1.03,8,0,3,0,3,1,2,0.14,1,0,1,0,0,0,Matches
870,Wout Faes,be BEL,DF,Leicester City,eng Premier League,24,1998,31.0,22,0.71,16,0,1,3,0,2,4,0.13,3,0,0,0,0,1,Matches
871,Wout Faes,be BEL,DF,Reims,fr Ligue 1,24,1998,3.0,3,1.00,3,0,0,0,0,0,2,0.67,2,0,0,0,0,0,Matches
872,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,21,2001,16.9,39,2.31,25,4,1,4,5,0,7,0.41,4,1,0,0,2,0,Matches
873,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,33,1988,11.4,4,0.35,1,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
874,Romain Faivre,fr FRA,"MF,FW",Lorient,fr Ligue 1,24,1998,13.8,45,3.25,27,1,10,3,4,0,9,0.65,5,0,4,0,0,0,Matches
875,Romain Faivre,fr FRA,MF,Lyon,fr Ligue 1,24,1998,3.3,13,3.87,10,3,0,0,0,0,1,0.30,0,1,0,0,0,0,Matches
876,Radamel Falcao,co COL,"FW,MF",Rayo Vallecano,es La Liga,36,1986,6.8,10,1.46,7,0,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches
877,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,27,1995,38.0,6,0.16,4,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
878,Fali,es ESP,"DF,MF",Cádiz,es La Liga,28,1993,19.0,11,0.58,9,1,0,0,1,0,1,0.05,1,0,0,0,0,0,Matches
879,Fallou Fall,sn SEN,DF,Reims,fr Ligue 1,18,2004,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
880,Mamadou Fall,sn SEN,DF,Villarreal,es La Liga,19,2002,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
881,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,30,1991,16.5,28,1.70,18,2,4,4,0,0,4,0.24,2,0,1,1,0,0,Matches
882,Ansu Fati,es ESP,FW,Barcelona,es La Liga,19,2002,15.5,50,3.23,35,1,8,5,0,1,7,0.45,4,0,1,2,0,0,Matches
883,Khalil Fayad,fr FRA,MF,Montpellier,fr Ligue 1,18,2004,8.0,19,2.38,15,2,1,1,0,0,5,0.63,4,0,0,1,0,0,Matches
884,Cheikh Faye,sn SEN,FW,Montpellier,fr Ligue 1,23,1999,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
885,Federico Fazio,ar ARG,DF,Salernitana,it Serie A,35,1987,11.9,12,1.00,7,1,0,4,0,0,0,0.00,0,0,0,0,0,0,Matches
886,Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,19,2003,9.2,24,2.62,16,3,2,1,2,0,1,0.11,0,1,0,0,0,0,Matches
887,Zouhair Feddal,ma MAR,DF,Valladolid,es La Liga,33,1989,4.2,4,0.96,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
888,Nabil Fekir,fr FRA,MF,Betis,es La Liga,29,1993,10.7,56,5.24,31,10,4,2,9,0,5,0.47,2,0,1,0,2,0,Matches
889,Felipe,br BRA,DF,Nott'ham Forest,eng Premier League,33,1989,15.8,15,0.95,10,0,0,4,1,0,1,0.06,1,0,0,0,0,0,Matches
890,Felipe,br BRA,DF,Atlético Madrid,es La Liga,33,1989,2.2,1,0.46,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
891,Luiz Felipe,it ITA,DF,Betis,es La Liga,25,1997,19.6,7,0.36,6,0,0,1,0,0,1,0.05,1,0,0,0,0,0,Matches
892,João Félix,pt POR,"FW,MF",Chelsea,eng Premier League,22,1999,10.5,31,2.96,13,2,6,4,6,0,1,0.10,1,0,0,0,0,0,Matches
893,João Félix,pt POR,"FW,MF",Atlético Madrid,es La Liga,22,1999,7.2,29,4.02,22,0,3,3,0,1,5,0.69,4,0,0,1,0,0,Matches
894,Ohis Felix Uduokhai,de GER,DF,Augsburg,de Bundesliga,24,1997,16.1,13,0.81,12,0,0,1,0,0,1,0.06,1,0,0,0,0,0,Matches
895,Kiko Femenía,es ESP,DF,Villarreal,es La Liga,31,1991,12.6,24,1.90,23,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
896,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,17,2004,10.6,22,2.08,15,0,1,6,0,0,2,0.19,2,0,0,0,0,0,Matches
897,Lewis Ferguson,sct SCO,"MF,FW",Bologna,it Serie A,22,1999,25.7,62,2.41,45,1,1,8,6,1,5,0.19,4,0,0,1,0,0,Matches
898,Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,eng Premier League,27,1994,36.8,219,5.94,164,26,8,12,9,0,18,0.49,16,0,0,1,1,0,Matches
899,Edimilson Fernandes,ch SUI,DF,Mainz 05,de Bundesliga,26,1996,27.1,36,1.33,18,13,2,2,1,0,5,0.18,1,3,0,1,0,0,Matches
900,Aitor Fernández,es ESP,GK,Osasuna,es La Liga,31,1991,21.0,4,0.19,2,2,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches
901,Álex Fernández,es ESP,"MF,FW",Cádiz,es La Liga,29,1992,17.5,39,2.23,27,10,1,0,1,0,1,0.06,1,0,0,0,0,0,Matches
902,Álvaro Fernández,es ESP,GK,Espanyol,es La Liga,24,1998,11.0,1,0.09,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
903,Carlos Fernández,es ESP,FW,Real Sociedad,es La Liga,26,1996,7.0,16,2.27,12,0,1,1,2,0,1,0.14,1,0,0,0,0,0,Matches
904,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,21,2001,17.2,59,3.43,49,6,0,2,2,0,6,0.35,6,0,0,0,0,0,Matches
905,Federico Fernández,ar ARG,DF,Elche,es La Liga,33,1989,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
906,Joaquín Fernández,es ESP,DF,Valladolid,es La Liga,26,1996,24.0,14,0.58,12,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
907,Valery Fernández,es ESP,"MF,DF",Girona,es La Liga,22,1999,10.7,29,2.70,24,1,1,0,3,0,4,0.37,3,0,0,0,1,0,Matches
908,Fernando,es ESP,GK,Almería,es La Liga,32,1990,36.5,4,0.11,1,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
909,Fernando,br BRA,"MF,DF",Sevilla,es La Liga,35,1987,17.5,20,1.14,18,0,0,0,0,2,1,0.06,1,0,0,0,0,0,Matches
910,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,28,1994,9.6,4,0.41,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
911,Alex Ferrari,it ITA,DF,Cremonese,it Serie A,28,1994,11.2,6,0.54,4,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
912,Salvador Ferrer,es ESP,DF,Spezia,it Serie A,24,1998,1.5,2,1.33,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
913,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,30,1992,30.4,71,2.33,65,1,2,1,2,0,7,0.23,6,1,0,0,0,0,Matches
914,Fidel,es ESP,"MF,FW",Elche,es La Liga,32,1989,19.0,66,3.46,46,11,4,1,4,0,4,0.21,4,0,0,0,0,0,Matches
915,Karol Fila,pl POL,DF,Strasbourg,fr Ligue 1,24,1998,0.5,3,5.63,2,1,0,0,0,0,1,1.87,1,0,0,0,0,0,Matches
916,Vincenzo Fiorillo,it ITA,GK,Salernitana,it Serie A,32,1990,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
917,Roberto Firmino,br BRA,"FW,MF",Liverpool,eng Premier League,30,1991,13.5,46,3.41,36,0,4,6,0,0,7,0.52,4,0,1,2,0,0,Matches
918,Junior Firpo,do DOM,DF,Leeds United,eng Premier League,25,1996,15.2,21,1.38,15,2,0,0,3,1,2,0.13,2,0,0,0,0,0,Matches
919,Kilian Fischer,de GER,"DF,FW",Wolfsburg,de Bundesliga,21,2000,5.6,7,1.26,5,0,1,0,1,0,1,0.18,0,0,0,0,1,0,Matches
920,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,29,1993,34.0,10,0.29,6,4,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches
921,Florian Flick,de GER,MF,Schalke 04,de Bundesliga,22,2000,5.7,7,1.23,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
922,Alexis Flips,fr FRA,"FW,MF",Reims,fr Ligue 1,22,2000,22.0,95,4.32,69,13,1,7,1,4,11,0.50,10,0,0,1,0,0,Matches
923,Alessandro Florenzi,it ITA,DF,Milan,it Serie A,31,1991,2.3,9,4.01,4,3,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
924,Phil Foden,eng ENG,FW,Manchester City,eng Premier League,22,2000,20.5,99,4.83,76,9,6,5,3,0,14,0.68,10,0,3,0,1,0,Matches
925,Seko Fofana,ci CIV,MF,Lens,fr Ligue 1,27,1995,34.1,94,2.75,78,0,7,2,5,2,13,0.38,10,0,2,0,1,0,Matches
926,Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,21,2000,2.0,2,1.00,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
927,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,21,2000,13.1,13,0.99,13,0,0,0,0,0,2,0.15,2,0,0,0,0,0,Matches
928,Yahia Fofana,ci CIV,GK,Angers,fr Ligue 1,21,2000,11.0,2,0.18,2,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
929,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,23,1999,34.3,78,2.27,68,0,6,0,2,2,11,0.32,9,0,0,0,1,1,Matches
930,Thomas Foket,be BEL,DF,Reims,fr Ligue 1,27,1994,22.0,39,1.78,37,0,0,0,1,1,2,0.09,2,0,0,0,0,0,Matches
931,José Fonte,pt POR,DF,Lille,fr Ligue 1,38,1983,28.8,16,0.56,13,0,0,2,1,0,2,0.07,1,0,0,1,0,0,Matches
932,Pablo Fornals,es ESP,"FW,MF",West Ham,eng Premier League,26,1996,16.7,57,3.41,48,4,1,3,0,1,3,0.18,2,0,1,0,0,0,Matches
933,Emil Forsberg,se SWE,"MF,FW",RB Leipzig,de Bundesliga,30,1991,16.5,39,2.37,28,3,0,4,3,1,7,0.43,5,1,0,0,0,1,Matches
934,Adam Forshaw,eng ENG,MF,Leeds United,eng Premier League,30,1991,5.3,16,3.00,10,6,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
935,Fraser Forster,eng ENG,GK,Tottenham,eng Premier League,34,1988,13.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
936,Philipp Förster,de GER,MF,Bochum,de Bundesliga,27,1995,14.5,44,3.03,25,15,1,1,2,0,8,0.55,3,4,0,0,1,0,Matches
937,Steven Fortes,cv CPV,DF,Lens,fr Ligue 1,30,1992,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
938,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,24,1998,2.1,5,2.36,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
