,Player,Nationality,Position,Team,Comp_level,Age,Birth_year,Minutes_90s,Gk_goals_against,Gk_pens_goals_allowed,Gk_free_kick_goals_against,Gk_corner_kick_goals_against,Gk_own_goals_against,Gk_psxg,Gk_psxg_per_shot_on_target_against,Gk_psxg_diff,Gk_psxg_net_per90,Gk_passes_completed_launched,Gk_passes_attempted_launched,Gk_passes_pct_launched,Gk_passes,Gk_passes_throws,Gk_pct_passes_launched,Gk_passes_length_avg,Gk_goal_kicks,Gk_pct_goal_kicks_launched,Gk_goal_kick_length_avg,Gk_crosses_faced,Gk_crosses_stopped,Gk_crosses_stopped_pct,Gk_def_actions_outside_pen_area,Gk_def_actions_outside_pen_area_per90,Gk_avg_distance_def_actions,Matches
109,Diego Mariño,es ESP,GK,Almería,es La Liga,32,1990,0.5,2,0,0,0,0,1.4,0.28,-0.6,-1.25,2,3,66.7,3,1,33.3,35.7,5,40.0,45.6,12,0,0.0,0,0.00,7.0,Matches
110,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,29,1992,34.9,38,4,1,6,4,36.6,0.24,+2.6,+0.07,199,523,38.0,1171,135,35.5,33.0,212,50.5,40.7,483,60,12.4,73,2.09,16.6,Matches
111,Jordi Masip,es ESP,GK,Valladolid,es La Liga,33,1989,27.9,42,5,0,0,1,45.8,0.27,+4.8,+0.17,133,389,34.2,722,121,36.8,35.9,239,51.5,41.9,396,15,3.8,14,0.50,12.7,Matches
112,Luís Maximiano,pt POR,GK,Lazio,it Serie A,23,1999,0.1,,,,,,,,,,2,3,66.7,,1,,,,,,,,,,,19.0,Matches
113,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,32,1989,6.0,17,1,0,1,1,10.9,0.34,-5.1,-0.84,22,113,19.5,194,29,48.5,36.5,52,36.5,31.0,92,6,6.5,7,1.17,13.5,Matches
114,Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,30,1992,9.5,14,0,0,4,0,11.9,0.33,-2.1,-0.22,27,77,35.1,226,47,22.1,27.6,63,42.9,34.4,128,9,7.0,11,1.16,13.7,Matches
115,Alex Meret,it ITA,GK,Napoli,it Serie A,25,1997,34.0,24,1,0,1,0,25.0,0.25,+1.0,+0.03,56,145,38.6,733,121,14.3,26.1,198,20.2,26.9,335,11,3.3,39,1.15,17.0,Matches
116,Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,22,2000,34.0,67,3,1,7,1,53.6,0.32,-12.4,-0.36,106,449,23.6,794,194,39.4,33.7,242,56.2,43.5,432,34,7.9,66,1.94,15.8,Matches
117,Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,31,1991,7.0,12,0,0,2,0,7.9,0.25,-4.1,-0.58,24,60,40.0,278,35,16.2,27.3,44,34.1,35.0,91,8,8.8,18,2.57,19.8,Matches
118,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,25,1997,38.0,41,5,0,6,0,35.8,0.23,-5.2,-0.14,285,939,30.4,1506,185,45.0,39.7,286,91.3,70.0,469,36,7.7,70,1.84,16.2,Matches
119,Antonio Mirante,it ITA,GK,Milan,it Serie A,39,1983,0.0,0,0,0,0,0,0.0,,0.0,0.00,0,0,,3,0,0.0,27.0,1,0.0,15.0,0,0,,0,0.00,,Matches
120,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,26,1996,37.0,59,1,1,4,3,49.6,0.27,-6.4,-0.17,360,775,46.5,905,124,62.9,44.3,284,72.5,52.1,496,26,5.2,55,1.49,15.3,Matches
121,Florian Müller,de GER,GK,Stuttgart,de Bundesliga,24,1997,19.0,34,1,2,3,0,27.2,0.30,-6.8,-0.36,98,212,46.2,599,98,26.9,29.2,133,38.3,36.6,260,6,2.3,28,1.47,18.9,Matches
122,Juan Musso,ar ARG,GK,Atalanta,it Serie A,28,1994,23.1,27,2,0,3,2,21.7,0.23,-3.3,-0.14,109,276,39.5,547,152,32.5,32.1,157,62.4,48.6,253,14,5.5,24,1.04,15.6,Matches
123,Yvon Mvogo,ch SUI,GK,Lorient,fr Ligue 1,28,1994,20.1,29,1,0,4,1,27.1,0.27,-0.9,-0.04,86,228,37.7,473,85,34.0,32.1,145,46.2,36.6,381,21,5.5,7,0.35,8.5,Matches
124,Keylor Navas,cr CRC,GK,Nott'ham Forest,eng Premier League,35,1986,17.0,32,4,1,3,0,29.3,0.32,-2.7,-0.16,106,320,33.1,378,65,56.3,41.3,151,70.9,48.1,295,14,4.7,9,0.53,9.2,Matches
125,Neto,br BRA,GK,Bournemouth,eng Premier League,33,1989,26.5,39,4,0,8,1,39.7,0.26,+1.7,+0.06,160,437,36.6,601,136,47.4,37.8,231,65.8,44.6,510,35,6.9,25,0.94,12.1,Matches
126,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,36,1986,12.0,11,2,0,0,0,14.7,0.29,+3.7,+0.31,39,79,49.4,435,81,16.6,26.8,69,10.1,23.8,103,4,3.9,23,1.92,19.5,Matches
127,Alexander Nübel,de GER,GK,Monaco,fr Ligue 1,25,1996,38.0,58,5,1,4,3,49.5,0.24,-5.5,-0.14,189,445,42.5,875,203,32.2,32.8,266,61.3,45.6,454,36,7.9,33,0.87,12.7,Matches
128,Ørjan Nyland,no NOR,GK,RB Leipzig,de Bundesliga,31,1990,2.0,2,0,0,1,1,1.8,0.36,+0.8,+0.39,11,33,33.3,83,9,32.5,33.6,15,40.0,36.7,28,0,0.0,0,0.00,12.5,Matches
129,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,29,1993,27.7,20,1,1,1,0,21.9,0.27,+1.9,+0.07,120,374,32.1,586,115,40.4,36.1,228,60.1,46.0,358,25,7.0,19,0.69,14.2,Matches
130,Guillermo Ochoa,mx MEX,GK,Salernitana,it Serie A,37,1985,20.0,33,3,1,6,0,34.8,0.30,+1.8,+0.09,135,430,31.4,556,45,53.6,40.9,200,66.0,47.3,311,11,3.5,10,0.50,12.3,Matches
131,Robin Olsen,se SWE,GK,Aston Villa,eng Premier League,32,1990,3.1,8,1,0,3,0,6.2,0.29,-1.8,-0.57,15,62,24.2,101,18,44.6,37.6,28,60.7,46.8,45,5,11.1,3,0.96,14.2,Matches
132,Jonas Omlin,ch SUI,GK,Montpellier,fr Ligue 1,28,1994,13.0,26,3,0,2,2,24.1,0.28,+0.1,0.00,53,161,32.9,330,77,32.1,31.7,85,64.7,47.3,209,14,6.7,12,0.93,12.0,Matches
133,Jonas Omlin,ch SUI,GK,M'Gladbach,de Bundesliga,28,1994,14.3,18,2,0,0,0,18.1,0.29,+0.1,0.00,57,177,32.2,638,74,22.3,28.7,100,35.0,35.3,220,15,6.8,20,1.40,14.8,Matches
134,André Onana,cm CMR,GK,Inter,it Serie A,26,1996,24.0,24,2,0,5,2,19.3,0.21,-2.7,-0.11,105,270,38.9,875,115,25.5,29.6,152,30.9,35.4,283,15,5.3,10,0.42,12.5,Matches
135,Stefan Ortega,de GER,GK,Manchester City,eng Premier League,29,1992,3.0,1,0,0,0,0,4.1,0.27,+3.1,+1.02,11,24,45.8,155,16,14.8,23.9,12,8.3,20.3,26,1,3.8,7,2.33,21.1,Matches
136,Fernando Pacheco,es ESP,GK,Almería,es La Liga,30,1992,1.0,2,0,0,1,0,1.6,0.32,-0.4,-0.42,3,12,25.0,26,8,42.3,40.2,4,25.0,36.0,16,1,6.3,2,2.00,14.5,Matches
137,Fernando Pacheco,es ESP,GK,Espanyol,es La Liga,30,1992,16.0,33,4,0,3,0,26.6,0.25,-6.4,-0.40,127,272,46.7,417,56,42.4,36.2,137,69.3,49.6,242,16,6.6,19,1.19,13.8,Matches
138,Rui Patrício,pt POR,GK,Roma,it Serie A,34,1988,35.0,35,2,1,4,1,27.6,0.23,-6.4,-0.18,135,328,41.2,644,121,37.6,33.6,240,35.8,34.8,402,16,4.0,25,0.71,13.8,Matches
139,Jiří Pavlenka,cz CZE,GK,Werder Bremen,de Bundesliga,30,1992,32.3,61,2,0,5,2,51.9,0.29,-7.1,-0.22,198,497,39.8,893,152,40.1,36.3,279,49.8,42.9,481,22,4.6,38,1.18,14.9,Matches
140,Gianluca Pegolo,it ITA,GK,Sassuolo,it Serie A,41,1981,2.0,3,1,0,0,0,3.2,0.38,+0.2,+0.12,9,18,50.0,61,10,21.3,29.7,16,31.3,28.3,28,2,7.1,0,0.00,9.0,Matches
141,Iñaki Peña ,es ESP,GK,Barcelona,es La Liga,23,1999,0.8,2,0,0,0,0,1.4,0.36,-0.6,-0.70,1,3,33.3,23,5,13.0,25.2,4,0.0,22.8,7,0,0.0,2,2.47,16.5,Matches
142,Patrick Pentz,at AUT,GK,Reims,fr Ligue 1,25,1997,7.0,14,2,0,2,1,11.9,0.34,-1.1,-0.16,29,94,30.9,152,25,44.7,36.3,59,44.1,38.7,103,8,7.8,4,0.57,12.2,Matches
143,Simone Perilli,it ITA,GK,Hellas Verona,it Serie A,27,1995,1.0,0,0,0,0,0,0.8,0.19,+0.8,+0.75,6,30,20.0,21,0,81.0,57.3,13,100.0,69.8,19,1,5.3,1,1.00,12.0,Matches
144,Mattia Perin,it ITA,GK,Juventus,it Serie A,29,1992,10.5,7,1,0,1,0,11.2,0.23,+4.2,+0.39,32,107,29.9,287,54,28.6,30.8,63,39.7,35.9,154,4,2.6,11,1.04,15.7,Matches
145,Samuele Perisan,it ITA,GK,Empoli,it Serie A,24,1997,7.0,9,0,0,2,0,7.5,0.31,-1.5,-0.22,25,75,33.3,153,39,32.0,32.7,75,34.7,34.3,134,5,3.7,4,0.57,11.6,Matches
146,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,28,1994,37.0,57,5,2,4,0,60.0,0.31,+3.0,+0.08,270,801,33.7,992,151,58.1,43.0,315,71.4,52.7,566,22,3.9,52,1.41,16.2,Matches
147,Nick Pope,eng ENG,GK,Newcastle Utd,eng Premier League,30,1992,36.2,32,2,0,8,1,31.3,0.24,+0.3,+0.01,120,368,32.6,683,232,33.1,33.0,207,68.6,50.7,411,34,8.3,74,2.04,18.2,Matches
148,Ivan Provedel,it ITA,GK,Lazio,it Serie A,28,1994,37.9,30,1,0,5,1,31.4,0.25,+2.4,+0.06,158,373,42.4,1121,166,27.4,32.2,198,33.3,33.2,493,21,4.3,55,1.45,16.5,Matches
149,Ghjuvanni Quilichini,fr FRA,GK,Ajaccio,fr Ligue 1,19,2002,0.9,0,0,0,0,0,0.8,0.24,+0.8,+0.93,6,24,25.0,26,2,61.5,43.8,8,100.0,61.0,25,2,8.0,0,0.00,7.5,Matches
150,Ionuț Radu,ro ROU,GK,Cremonese,it Serie A,25,1997,9.0,19,3,0,3,0,21.0,0.29,+2.0,+0.22,38,143,26.6,265,34,41.1,37.3,67,50.7,46.3,107,6,5.6,9,1.00,14.5,Matches
151,Ionuț Radu,ro ROU,GK,Auxerre,fr Ligue 1,25,1997,17.0,20,0,0,0,1,21.9,0.27,+2.9,+0.17,117,349,33.5,469,65,52.9,41.3,128,78.9,53.1,273,14,5.1,13,0.76,12.9,Matches
152,Predrag Rajković,rs SRB,GK,Mallorca,es La Liga,26,1995,36.0,40,6,0,3,0,39.2,0.25,-0.8,-0.02,323,786,41.1,899,125,61.8,45.4,309,74.4,54.0,608,32,5.3,19,0.53,11.7,Matches
153,Diant Ramaj,de GER,GK,Eint Frankfurt,de Bundesliga,20,2001,1.0,1,0,0,1,0,1.0,0.20,0.0,+0.01,1,3,33.3,21,7,9.5,29.1,4,25.0,22.0,15,1,6.7,1,1.00,11.5,Matches
154,Aaron Ramsdale,eng ENG,GK,Arsenal,eng Premier League,24,1998,38.0,43,3,0,6,1,40.0,0.28,-2.0,-0.05,109,429,25.4,956,174,35.4,33.3,153,59.5,49.2,381,22,5.8,43,1.13,16.1,Matches
155,Nicola Ravaglia,it ITA,GK,Sampdoria,it Serie A,33,1988,9.0,23,2,0,3,0,17.9,0.26,-5.1,-0.57,49,145,33.8,226,45,42.5,35.6,99,49.5,37.6,155,10,6.5,1,0.11,10.5,Matches
156,David Raya,es ESP,GK,Brentford,eng Premier League,26,1995,38.0,46,2,0,9,3,48.0,0.24,+5.0,+0.13,347,882,39.3,1367,160,50.7,39.5,269,70.3,51.8,598,52,8.7,54,1.42,15.8,Matches
157,Pepe Reina,es ESP,GK,Villarreal,es La Liga,39,1982,22.0,27,4,0,3,1,28.9,0.29,+2.9,+0.13,64,207,30.9,736,112,22.1,28.8,118,37.3,35.7,315,15,4.8,20,0.91,14.6,Matches
158,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,27,1995,38.0,35,1,1,3,2,32.8,0.24,-0.2,0.00,244,572,42.7,1090,138,39.8,35.9,216,63.9,51.3,453,18,4.0,47,1.24,15.9,Matches
159,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,33,1988,34.0,72,8,2,9,3,69.0,0.30,0.0,0.00,554,1175,47.1,1489,83,66.8,44.7,261,69.0,50.6,536,31,5.8,121,3.56,22.2,Matches
160,Rémy Riou,fr FRA,GK,Lyon,fr Ligue 1,34,1987,6.7,8,4,0,0,1,8.8,0.20,+1.8,+0.27,12,49,24.5,178,30,22.5,28.7,47,19.1,26.0,78,6,7.7,10,1.50,17.2,Matches
161,Joel Robles,es ESP,GK,Leeds United,eng Premier League,32,1990,4.0,11,2,0,0,0,10.5,0.32,-0.5,-0.12,18,71,25.4,90,20,52.2,41.1,32,75.0,49.4,43,2,4.7,3,0.75,11.6,Matches
162,Marek Rodák,sk SVK,GK,Fulham,eng Premier League,25,1996,2.0,2,0,0,0,0,2.0,0.51,0.0,+0.01,16,47,34.0,46,3,73.9,46.0,15,86.7,60.0,26,1,3.8,2,1.00,14.0,Matches
163,Leonardo Román,es ESP,GK,Mallorca,es La Liga,22,2000,1.0,0,0,0,0,0,0.1,0.03,+0.1,+0.11,9,21,42.9,30,3,40.0,35.2,12,75.0,48.8,30,1,3.3,2,2.00,17.4,Matches
164,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,31,1991,0.0,0,0,0,0,0,0.0,,0.0,0.00,0,1,0.0,3,0,0.0,17.3,1,100.0,65.0,1,0,0.0,0,0.00,,Matches
165,Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,30,1992,14.0,10,0,0,1,0,12.5,0.23,+2.5,+0.18,50,119,42.0,451,70,19.3,28.8,92,34.8,37.9,215,20,9.3,21,1.50,15.5,Matches
166,Alessandro Russo,it ITA,GK,Sassuolo,it Serie A,21,2001,1.0,3,0,0,0,0,2.8,0.40,-0.2,-0.22,0,12,0.0,42,2,28.6,30.7,8,0.0,18.3,14,0,0.0,0,0.00,10.0,Matches
167,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,29,1992,29.0,27,5,0,5,0,35.2,0.26,+8.2,+0.28,240,605,39.7,1115,109,44.6,36.5,163,66.3,49.4,434,43,9.9,29,1.00,13.5,Matches
168,José Sá,pt POR,GK,Wolves,eng Premier League,29,1993,36.0,55,2,0,6,1,48.4,0.28,-5.6,-0.16,120,435,27.6,935,182,29.3,30.9,260,61.9,46.2,540,43,8.0,28,0.78,12.6,Matches
169,Brice Samba,fr FRA,GK,Lens,fr Ligue 1,28,1994,37.0,28,3,0,6,1,32.4,0.24,+5.4,+0.15,174,435,40.0,1075,140,35.5,33.3,160,33.1,32.7,384,34,8.9,41,1.11,15.4,Matches
170,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,24,1997,23.0,30,5,0,4,3,24.2,0.25,-2.8,-0.12,60,205,29.3,645,103,24.2,28.9,131,37.4,35.1,229,17,7.4,13,0.57,12.3,Matches
171,Mouhamadou Sarr,sn SEN,GK,Cremonese,it Serie A,25,1997,2.0,3,0,0,1,0,2.9,0.36,-0.1,-0.05,19,38,50.0,71,12,40.8,35.7,12,75.0,53.6,18,0,0.0,1,0.50,8.6,Matches
172,Kasper Schmeichel,dk DEN,GK,Nice,fr Ligue 1,35,1986,36.0,35,3,2,5,0,35.9,0.23,+0.9,+0.02,170,388,43.8,909,119,30.7,32.7,278,39.2,35.7,455,24,5.3,23,0.64,12.9,Matches
173,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,27,1995,34.0,54,4,4,4,3,42.3,0.30,-8.7,-0.26,154,404,38.1,1203,117,28.8,31.3,185,31.4,33.9,468,19,4.1,22,0.65,13.4,Matches
174,Alexander Schwolow,de GER,GK,Schalke 04,de Bundesliga,30,1992,22.6,58,4,1,6,0,45.8,0.31,-12.2,-0.54,180,441,40.8,676,79,46.4,38.4,174,73.0,55.2,321,7,2.2,23,1.02,15.0,Matches
175,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,30,1992,38.0,59,10,1,6,0,56.5,0.27,-2.5,-0.06,159,455,34.9,775,130,44.8,36.9,196,55.1,43.9,504,31,6.2,32,0.84,12.8,Matches
176,Luigi Sepe,it ITA,GK,Salernitana,it Serie A,31,1991,17.0,27,4,0,0,0,30.3,0.27,+3.3,+0.20,76,274,27.7,490,84,40.6,35.9,154,48.7,41.1,222,16,7.2,13,0.76,14.2,Matches
177,Rui Silva,pt POR,GK,Betis,es La Liga,28,1994,26.0,32,2,1,6,1,32.9,0.30,+1.9,+0.07,154,410,37.6,668,107,40.7,35.6,214,64.5,47.5,369,18,4.9,37,1.42,16.6,Matches
178,Marco Silvestri,it ITA,GK,Udinese,it Serie A,31,1991,38.0,48,6,2,3,2,48.7,0.31,+2.7,+0.07,144,380,37.9,872,142,31.9,32.0,302,33.8,34.1,547,13,2.4,21,0.55,12.2,Matches
179,Unai Simón,es ESP,GK,Athletic Club,es La Liga,25,1997,30.5,37,3,1,1,3,31.7,0.28,-2.3,-0.08,134,351,38.2,762,154,30.6,33.2,186,63.4,49.4,355,18,5.1,40,1.31,17.5,Matches
180,Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,34,1988,5.7,12,1,0,3,0,11.6,0.33,-0.4,-0.08,25,106,23.6,212,23,33.5,32.7,48,72.9,53.1,88,2,2.3,4,0.71,13.1,Matches
181,Salvatore Sirigu,it ITA,GK,Fiorentina,it Serie A,35,1987,1.0,0,0,0,0,0,1.0,0.19,+1.0,+0.96,6,16,37.5,30,9,40.0,37.7,8,50.0,41.8,12,0,0.0,2,2.00,26.3,Matches
182,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,31,1991,37.0,49,7,1,6,3,47.8,0.25,+1.8,+0.05,146,371,39.4,933,206,29.8,31.7,278,33.5,33.0,492,29,5.9,24,0.65,12.9,Matches
183,François-Joseph Sollacaro,fr FRA,GK,Ajaccio,fr Ligue 1,28,1994,6.0,14,1,0,1,1,9.1,0.34,-3.9,-0.65,19,87,21.8,102,11,56.9,40.7,40,72.5,48.2,93,6,6.5,6,1.00,11.5,Matches
184,Yann Sommer,ch SUI,GK,Bayern Munich,de Bundesliga,33,1988,19.0,25,7,1,1,0,23.7,0.32,-1.3,-0.07,48,118,40.7,651,83,14.6,25.1,98,23.5,28.7,212,12,5.7,27,1.42,16.7,Matches
185,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,33,1988,10.0,14,2,1,0,1,16.7,0.25,+3.7,+0.37,48,141,34.0,517,52,23.0,28.2,90,24.4,28.6,162,5,3.1,13,1.30,14.6,Matches
186,David Soria,es ESP,GK,Getafe,es La Liga,29,1993,38.0,45,4,0,7,2,45.5,0.23,+2.5,+0.07,409,904,45.2,782,99,75.1,49.8,347,91.4,59.8,586,36,6.1,46,1.21,15.0,Matches
187,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,30,1992,14.9,21,1,1,2,0,19.6,0.29,-1.4,-0.10,52,148,35.1,346,85,20.5,28.8,116,66.4,49.7,200,18,9.0,18,1.21,15.0,Matches
188,Jason Steele,eng ENG,GK,Brighton,eng Premier League,31,1990,15.0,23,1,0,2,3,18.5,0.29,-1.5,-0.10,34,74,45.9,483,48,14.9,24.2,55,3.6,13.9,126,10,7.9,19,1.27,15.7,Matches
189,Mile Svilar,rs SRB,GK,Roma,it Serie A,22,1999,3.0,3,0,0,0,0,2.9,0.29,-0.1,-0.03,16,44,36.4,61,13,50.8,41.4,16,81.3,60.1,42,6,14.3,4,1.33,12.1,Matches
190,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,32,1990,27.5,26,3,0,5,0,26.0,0.25,0.0,0.00,128,270,47.4,634,128,32.2,33.5,153,43.1,38.3,389,11,2.8,21,0.76,14.7,Matches
191,Ciprian Tătărușanu,ro ROU,GK,Milan,it Serie A,36,1986,16.0,22,2,2,4,1,16.8,0.25,-4.2,-0.26,94,195,48.2,473,75,32.1,32.9,83,51.8,41.8,195,9,4.6,13,0.81,14.4,Matches
192,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,30,1992,37.2,18,3,0,2,3,23.7,0.21,+8.7,+0.23,168,335,50.1,1215,185,22.1,28.9,197,34.0,35.2,368,18,4.9,41,1.10,16.4,Matches
193,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,32,1990,29.0,38,6,0,3,2,33.1,0.28,-2.9,-0.10,155,375,41.3,871,113,32.7,33.2,198,45.5,40.5,271,12,4.4,55,1.90,18.4,Matches
194,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,32,1990,33.0,51,2,1,7,1,42.3,0.32,-7.7,-0.23,80,326,24.5,664,128,39.2,34.8,219,30.1,34.1,401,17,4.2,24,0.73,14.4,Matches
195,Mark Travers,ie IRL,GK,Bournemouth,eng Premier League,23,1999,11.5,32,2,0,8,2,24.0,0.34,-6.0,-0.52,71,154,46.1,250,54,35.6,31.9,118,55.1,43.8,229,5,2.2,5,0.43,10.5,Matches
196,Martin Turk,si SVN,GK,Sampdoria,it Serie A,18,2003,4.0,9,1,0,3,0,8.0,0.26,-1.0,-0.25,35,78,44.9,99,15,41.4,35.1,43,86.0,56.3,60,0,0.0,2,0.50,12.3,Matches
197,Samir Ujkani,xk KVX,GK,Empoli,it Serie A,34,1988,0.1,1,0,0,0,0,0.2,0.25,-0.8,-9.69,0,0,,2,1,0.0,18.5,1,0.0,27.0,1,0,0.0,0,0.00,,Matches
198,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,33,1988,3.0,2,0,0,1,0,2.4,0.18,+0.4,+0.13,9,26,34.6,112,21,20.5,26.0,18,16.7,23.4,34,2,5.9,4,1.33,17.5,Matches
199,Guglielmo Vicario,it ITA,GK,Empoli,it Serie A,25,1996,30.9,39,4,0,8,1,40.9,0.27,+2.9,+0.09,138,455,30.3,1106,151,33.5,33.8,170,50.0,42.9,606,34,5.6,22,0.71,11.5,Matches
200,Iván Villar,es ESP,GK,Celta Vigo,es La Liga,25,1997,19.0,24,3,0,6,0,22.2,0.31,-1.8,-0.09,81,239,33.9,435,96,34.7,33.8,157,56.1,44.8,256,8,3.1,14,0.74,14.2,Matches
201,Danny Ward,wls WAL,GK,Leicester City,eng Premier League,29,1993,26.0,46,2,2,6,4,36.5,0.29,-5.5,-0.21,94,303,31.0,750,154,29.7,30.4,190,42.1,35.1,355,20,5.6,42,1.62,15.9,Matches
202,Axel Werner,ar ARG,GK,Elche,es La Liga,26,1996,2.0,4,0,0,2,0,2.4,0.31,-1.6,-0.82,4,20,20.0,53,9,32.1,34.9,16,18.8,33.8,26,1,3.8,1,0.50,14.0,Matches
203,Joseph Whitworth,eng ENG,GK,Crystal Palace,eng Premier League,18,2004,2.0,5,0,0,0,0,2.3,0.23,-2.7,-1.33,8,27,29.6,68,8,29.4,30.1,15,46.7,36.7,25,1,4.0,3,1.50,15.4,Matches
204,Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,27,1994,26.0,39,3,1,2,0,35.4,0.30,-3.6,-0.14,160,474,33.8,672,146,50.0,40.0,194,71.1,54.1,321,43,13.4,53,2.04,17.4,Matches
205,Michael Zetterer,de GER,GK,Werder Bremen,de Bundesliga,27,1995,1.7,3,0,0,1,0,3.2,0.24,+0.2,+0.11,16,33,48.5,49,13,51.0,41.6,12,66.7,50.3,15,3,20.0,4,2.37,16.5,Matches
206,Jeroen Zoet,nl NED,GK,Spezia,it Serie A,31,1991,3.7,4,1,0,1,0,2.8,0.14,-1.2,-0.31,25,78,32.1,110,13,54.5,39.0,23,78.3,58.4,62,4,6.5,6,1.61,14.7,Matches
207,Petar Zovko,ba BIH,GK,Spezia,it Serie A,20,2002,0.8,2,0,0,0,0,1.7,0.55,-0.3,-0.42,7,21,33.3,23,3,47.8,35.1,13,76.9,51.1,24,1,4.2,2,2.47,17.0,Matches
