,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes_Attempted,Live_Ball_Passes,Dead_Ball_Passes,Free_Kick_Passes,Through_Balls,Switches,Crosses,Throw_Ins_Taken,Corner_Kicks,In_Corner_Kicks,Out_Corner_Kicks,Str_Corner_Kicks,Passes_Cmp,Passes_Off,Passes_Blocked,Matches
604,Mathieu Coutadeur,fr FRA,MF,Ajaccio,fr Ligue 1,36,1986,21.6,1197,1133,59,57,6,7,5,2,0,0,0,0,1006,5,15,Matches
605,Philippe Coutinho,br BRA,"MF,FW",Aston Villa,eng Premier League,30,1992,8.8,384,352,30,13,5,1,19,5,6,3,1,0,288,2,7,Matches
606,Yan Couto,br BRA,"DF,MF",Girona,es La Liga,20,2002,12.9,598,525,72,5,0,5,63,66,1,1,0,0,444,1,17,Matches
607,Conor Coventry,ie IRL,"MF,FW",West Ham,eng Premier League,22,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
608,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,23,1999,14.2,592,498,90,8,1,2,14,82,0,0,0,0,429,4,16,Matches
609,Nicolas Cozza,fr FRA,DF,Wolfsburg,de Bundesliga,23,1999,1.1,44,41,3,1,0,0,0,2,0,0,0,0,33,0,0,Matches
610,Alessio Cragno,it ITA,GK,Monza,it Serie A,28,1994,1.0,31,24,7,1,0,0,0,0,0,0,0,0,29,0,0,Matches
611,Matthew Craig,sct SCO,MF,Tottenham,eng Premier League,19,2003,0.2,6,6,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
612,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,32,1989,24.8,1448,1157,288,40,1,5,133,192,56,5,44,1,1127,3,35,Matches
613,Bryan Cristante,it ITA,"MF,DF",Roma,it Serie A,27,1995,32.6,1679,1611,63,60,6,31,11,3,0,0,0,0,1381,5,19,Matches
614,Domen Črnigoj,si SVN,MF,Salernitana,it Serie A,26,1995,3.3,111,110,1,1,0,0,0,0,0,0,0,0,79,0,4,Matches
615,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,30,1992,22.9,985,791,188,16,0,1,35,168,0,0,0,0,746,6,21,Matches
616,Juan Cruz,es ESP,FW,Betis,es La Liga,22,2000,2.0,39,38,1,1,0,0,6,0,0,0,0,0,25,0,2,Matches
617,Juan Cuadrado,co COL,"DF,FW",Juventus,it Serie A,34,1988,23.1,1323,1126,193,29,0,28,83,128,36,12,21,0,1113,4,17,Matches
618,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,24,1998,18.6,1293,1093,192,28,0,2,44,151,13,8,3,0,1090,8,26,Matches
619,Jorge Cuenca,es ESP,DF,Villarreal,es La Liga,22,1999,5.6,384,366,17,9,1,7,1,2,0,0,0,0,334,1,3,Matches
620,Braian Cufré,ar ARG,DF,Mallorca,es La Liga,25,1996,2.4,92,67,24,1,0,1,1,23,0,0,0,0,76,1,2,Matches
621,Mickaël Cuisance,fr FRA,MF,Sampdoria,it Serie A,22,1999,6.9,223,201,22,10,3,5,20,3,7,4,3,0,176,0,6,Matches
622,Matheus Cunha,br BRA,FW,Wolves,eng Premier League,23,1999,10.7,234,214,19,1,1,0,8,3,0,0,0,0,171,1,7,Matches
623,Matheus Cunha,br BRA,"FW,MF",Atlético Madrid,es La Liga,23,1999,4.2,85,77,6,0,1,1,3,1,0,0,0,0,64,2,3,Matches
624,Curro,es ESP,MF,Almería,es La Liga,26,1996,0.5,28,24,3,1,0,0,1,0,2,0,1,0,21,1,1,Matches
625,Marco D'Alessandro,it ITA,"DF,FW",Monza,it Serie A,31,1991,3.2,115,100,14,2,0,0,13,12,0,0,0,0,79,1,3,Matches
626,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,33,1988,8.1,557,530,26,13,0,2,9,13,0,0,0,0,493,1,2,Matches
627,Luca D'Andrea,it ITA,FW,Sassuolo,it Serie A,17,2004,3.5,84,80,4,0,1,0,7,1,3,0,0,0,61,0,1,Matches
628,Damien Da Silva,fr FRA,DF,Lyon,fr Ligue 1,34,1988,3.8,254,238,16,2,0,3,2,14,0,0,0,0,217,0,3,Matches
629,Moanes Dabbur,il ISR,FW,Hoffenheim,de Bundesliga,30,1992,10.4,287,277,9,0,1,1,6,3,0,0,0,0,204,1,8,Matches
630,Andréa Dacourt,fr FRA,MF,Nice,fr Ligue 1,17,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
631,Colin Dagba,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,23,1998,10.6,496,395,99,5,0,0,35,93,1,0,0,0,401,2,14,Matches
632,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,24,1998,8.0,280,203,77,23,0,0,0,0,0,0,0,0,185,0,0,Matches
633,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,26,1996,3.7,259,253,4,2,1,1,3,0,2,0,2,0,213,2,7,Matches
634,Patson Daka,zm ZAM,FW,Leicester City,eng Premier League,23,1998,13.2,295,264,29,0,5,0,8,10,0,0,0,0,195,2,11,Matches
635,Thijs Dallinga,nl NED,FW,Toulouse,fr Ligue 1,21,2000,26.1,522,516,4,0,0,4,18,2,0,0,0,0,327,2,32,Matches
636,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,23,1999,23.9,1441,1216,219,17,3,20,44,202,0,0,0,0,1141,6,35,Matches
637,Muhammed Damar,de GER,MF,Hoffenheim,de Bundesliga,18,2004,1.8,65,63,1,0,0,0,2,1,0,0,0,0,52,1,2,Matches
638,Mikkel Damsgaard,dk DEN,"MF,FW",Brentford,eng Premier League,22,2000,11.0,407,387,14,8,5,2,29,1,2,1,1,0,275,6,12,Matches
639,Flavius Daniliuc,at AUT,DF,Salernitana,it Serie A,21,2001,24.4,1127,1078,46,37,0,10,0,9,0,0,0,0,969,3,11,Matches
640,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,21,2001,1.0,63,50,13,2,0,1,2,11,0,0,0,0,57,0,1,Matches
641,Danilo,br BRA,MF,Nott'ham Forest,eng Premier League,21,2001,10.8,235,225,7,0,2,1,3,2,0,0,0,0,148,3,18,Matches
642,Danilo,br BRA,DF,Juventus,it Serie A,31,1991,35.4,2225,2015,202,56,4,18,18,127,0,0,0,0,1884,8,19,Matches
643,Arnaut Danjuma,nl NED,"FW,MF",Tottenham,eng Premier League,25,1997,1.9,56,56,0,0,0,0,2,0,0,0,0,0,39,0,4,Matches
644,Arnaut Danjuma,nl NED,FW,Villarreal,es La Liga,25,1997,5.3,95,83,12,1,0,0,6,2,2,0,0,0,70,0,1,Matches
645,Kévin Danois,fr FRA,MF,Auxerre,fr Ligue 1,18,2004,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
646,Kevin Danso,at AUT,DF,Lens,fr Ligue 1,23,1998,35.9,2336,2230,106,79,1,1,0,7,0,0,0,0,2103,0,11,Matches
647,Dante,br BRA,DF,Nice,fr Ligue 1,38,1983,36.7,2643,2550,88,69,4,12,2,9,0,0,0,0,2376,5,14,Matches
648,Márton Dárdai,de GER,"DF,MF",Hertha BSC,de Bundesliga,20,2002,10.5,378,359,17,14,1,7,1,2,1,1,0,0,225,2,6,Matches
649,Sergi Darder,es ESP,MF,Espanyol,es La Liga,28,1993,36.9,1628,1381,237,109,14,19,181,11,93,39,37,3,1181,10,40,Matches
650,Achraf Dari,ma MAR,DF,Brest,fr Ligue 1,23,1999,14.6,690,661,27,27,0,7,1,0,0,0,0,0,547,2,4,Matches
651,Vladimír Darida,cz CZE,MF,Hertha BSC,de Bundesliga,31,1990,0.3,12,10,2,1,0,0,0,0,1,0,0,0,8,0,0,Matches
652,Matteo Darmian,it ITA,DF,Inter,it Serie A,32,1989,22.5,1376,1246,127,18,2,16,28,109,0,0,0,0,1190,3,17,Matches
653,Josh Dasilva,eng ENG,MF,Brentford,eng Premier League,23,1998,15.4,617,591,25,8,1,1,33,11,6,4,0,0,491,1,17,Matches
654,Jonathan David,ca CAN,FW,Lille,fr Ligue 1,22,2000,35.2,875,817,52,1,6,1,7,5,0,0,0,0,716,6,32,Matches
655,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,21,2000,22.7,1567,1378,181,26,2,9,25,155,0,0,0,0,1361,8,22,Matches
656,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,29,1993,25.4,1281,1190,87,27,1,8,35,60,0,0,0,0,1040,4,22,Matches
657,Tom Davies,eng ENG,MF,Everton,eng Premier League,24,1998,6.0,234,227,6,5,3,3,2,1,0,0,0,0,173,1,6,Matches
658,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,27,1995,18.1,827,756,70,31,1,1,13,39,0,0,0,0,613,1,11,Matches
659,Craig Dawson,eng ENG,DF,West Ham,eng Premier League,32,1990,8.0,310,299,9,8,0,2,2,1,0,0,0,0,245,2,3,Matches
660,Craig Dawson,eng ENG,DF,Wolves,eng Premier League,32,1990,15.7,926,897,27,22,0,4,0,5,0,0,0,0,780,2,3,Matches
661,Kevin De Bruyne,be BEL,MF,Manchester City,eng Premier League,31,1991,26.9,1626,1454,160,53,28,27,226,31,72,20,32,6,1192,12,41,Matches
662,Charles De Ketelaere,be BEL,"MF,FW",Milan,it Serie A,21,2001,12.4,383,362,21,2,2,2,10,9,0,0,0,0,299,0,13,Matches
663,Manuel De Luca,it ITA,"FW,MF",Sampdoria,it Serie A,24,1998,0.5,8,8,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
664,Tommaso De Nipoti,it ITA,MF,Atalanta,it Serie A,19,2003,0.0,5,5,0,0,0,1,0,0,0,0,0,0,3,0,0,Matches
665,Rodrigo De Paul,ar ARG,MF,Atlético Madrid,es La Liga,28,1994,21.4,1421,1335,74,47,17,32,47,15,8,2,4,0,1160,12,27,Matches
666,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,29,1992,11.6,569,475,93,7,0,6,26,86,0,0,0,0,450,1,4,Matches
667,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,34,1988,7.5,430,352,78,6,1,1,7,72,0,0,0,0,330,0,6,Matches
668,Thibault De Smet,be BEL,DF,Reims,fr Ligue 1,24,1998,19.5,1123,918,198,7,0,1,48,187,4,0,2,0,878,7,23,Matches
669,Koni De Winter,be BEL,DF,Empoli,it Serie A,20,2002,11.4,494,473,21,13,0,0,0,1,0,0,0,0,424,0,2,Matches
670,Grégoire Defrel,mq MTQ,FW,Sassuolo,it Serie A,31,1991,13.0,250,219,31,0,1,1,1,1,2,1,0,0,211,0,5,Matches
671,Duccio Degl'Innocenti,it ITA,MF,Empoli,it Serie A,19,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
672,Brecht Dejaegere,be BEL,MF,Toulouse,fr Ligue 1,31,1991,20.1,664,619,40,2,5,3,19,8,1,1,0,0,518,5,18,Matches
673,Romain Del Castillo,fr FRA,"MF,FW",Brest,fr Ligue 1,26,1996,15.8,673,580,89,24,8,4,101,20,42,19,23,0,448,4,15,Matches
674,Alberto Del Moral,es ESP,MF,Villarreal,es La Liga,22,2000,0.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
675,Thomas Delaine,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,30,1992,11.9,537,432,104,4,1,1,66,100,0,0,0,0,356,1,24,Matches
676,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,30,1991,3.4,164,159,4,3,0,1,4,1,0,0,0,0,140,1,1,Matches
677,Thomas Delaney,dk DEN,MF,Hoffenheim,de Bundesliga,30,1991,3.3,162,156,6,6,0,2,3,0,0,0,0,0,110,0,6,Matches
678,Sacha Delaye,fr FRA,"FW,MF",Montpellier,fr Ligue 1,20,2002,0.2,14,12,2,0,0,0,0,2,0,0,0,0,8,0,1,Matches
679,Fran Delgado,es ESP,DF,Betis,es La Liga,21,2001,0.1,8,7,1,0,0,0,1,1,0,0,0,0,7,0,0,Matches
680,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,30,1991,8.7,230,211,17,1,1,2,15,0,0,0,0,0,139,2,4,Matches
681,Andy Delort,dz ALG,FW,Nantes,fr Ligue 1,30,1991,5.2,138,127,10,0,0,1,17,2,1,0,1,0,73,1,3,Matches
682,Karamoko Dembele,sct SCO,"FW,MF",Brest,fr Ligue 1,19,2003,2.0,89,76,12,4,0,0,14,3,5,1,2,0,59,1,3,Matches
683,Moussa Dembélé,fr FRA,"FW,MF",Lyon,fr Ligue 1,26,1996,9.7,191,176,15,0,0,0,2,1,0,0,0,0,138,0,10,Matches
684,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,25,1997,15.7,854,768,80,7,13,4,106,8,65,17,19,1,642,6,38,Matches
685,Siriki Dembélé,ci CIV,"FW,MF",Bournemouth,eng Premier League,25,1996,1.2,47,45,2,0,0,0,3,2,0,0,0,0,37,0,1,Matches
686,Siriki Dembélé,ci CIV,"MF,FW",Auxerre,fr Ligue 1,25,1996,4.1,97,94,3,1,0,0,6,1,1,1,0,0,78,0,3,Matches
687,Merih Demiral,tr TUR,DF,Atalanta,it Serie A,24,1998,17.1,653,587,66,41,0,3,2,2,0,0,0,0,560,0,1,Matches
688,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,29,1993,17.2,1069,940,124,56,3,8,90,7,55,29,20,0,827,5,19,Matches
689,Ermedin Demirović,ba BIH,"FW,MF",Augsburg,de Bundesliga,24,1998,26.3,533,501,27,0,2,2,19,5,0,0,0,0,268,5,32,Matches
690,Diego Demme,de GER,MF,Napoli,it Serie A,30,1991,1.6,191,187,4,4,0,0,0,0,0,0,0,0,181,0,1,Matches
691,Sepp van den Berg,nl NED,DF,Schalke 04,de Bundesliga,20,2001,7.7,334,319,14,9,0,3,0,5,0,0,0,0,277,1,0,Matches
692,Branco van den Boomen,nl NED,MF,Toulouse,fr Ligue 1,27,1995,32.1,2214,1891,310,89,12,70,282,21,169,58,101,0,1684,13,37,Matches
693,Leander Dendoncker,be BEL,MF,Aston Villa,eng Premier League,27,1995,7.7,284,278,5,4,0,0,2,1,0,0,0,0,248,1,5,Matches
694,Leander Dendoncker,be BEL,MF,Wolves,eng Premier League,27,1995,2.4,99,96,3,3,0,2,1,0,0,0,0,0,86,0,5,Matches
695,Emmanuel Dennis,ng NGA,"FW,MF",Nott'ham Forest,eng Premier League,24,1997,8.0,183,178,4,0,0,0,11,3,0,0,0,0,124,1,14,Matches
696,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,25,1997,24.1,685,499,183,5,1,2,60,176,2,1,1,0,440,3,17,Matches
697,Fabio Depaoli,it ITA,"DF,MF",Sampdoria,it Serie A,25,1997,1.5,95,75,20,1,1,0,8,19,0,0,0,0,74,0,1,Matches
698,Kastriot Dermaku,al ALB,DF,Lecce,it Serie A,30,1992,0.4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
699,Halil Dervişoğlu,tr TUR,MF,Brentford,eng Premier League,22,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
700,Rémy Descamps,fr FRA,GK,Nantes,fr Ligue 1,26,1996,1.0,26,18,8,2,0,0,0,0,0,0,0,0,22,0,0,Matches
701,Mikkel Desler,dk DEN,DF,Toulouse,fr Ligue 1,27,1995,25.1,1573,1338,230,22,1,2,42,208,0,0,0,0,1336,5,36,Matches
702,Cyriel Dessers,ng NGA,FW,Cremonese,it Serie A,27,1994,17.6,280,250,29,0,1,1,8,3,0,0,0,0,180,1,9,Matches
703,Sergiño Dest,us USA,DF,Milan,it Serie A,21,2000,3.7,198,154,44,1,0,1,4,43,0,0,0,0,169,0,5,Matches
704,Mattia Destro,it ITA,"FW,MF",Empoli,it Serie A,31,1991,6.4,79,74,5,0,0,0,2,0,0,0,0,0,44,0,5,Matches
705,Gerard Deulofeu,es ESP,FW,Udinese,it Serie A,28,1994,13.5,588,475,110,27,1,0,59,14,43,20,14,0,443,3,14,Matches
706,Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,eng Premier League,23,1998,25.6,1154,1120,24,9,9,20,46,3,7,7,0,0,872,10,26,Matches
707,Samuel Di Carmine,it ITA,"FW,MF",Cremonese,it Serie A,33,1988,0.3,8,7,1,0,0,0,0,0,0,0,0,0,6,0,0,Matches
708,Federico Di Francesco,it ITA,"FW,MF",Lecce,it Serie A,28,1994,22.6,511,466,42,2,7,3,45,11,29,0,2,0,340,3,24,Matches
709,Michele Di Gregorio,it ITA,GK,Monza,it Serie A,25,1997,37.0,1515,1162,350,103,0,9,0,0,0,0,0,0,1151,3,0,Matches
710,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,28,1993,36.2,2687,2311,366,58,5,25,88,304,2,0,0,0,2272,10,61,Matches
711,Ángel Di María,ar ARG,"FW,MF",Juventus,it Serie A,34,1988,15.1,675,571,97,29,7,14,97,16,44,16,25,0,487,7,21,Matches
712,Boulaye Dia,sn SEN,"FW,MF",Salernitana,it Serie A,25,1996,28.0,589,566,20,0,2,7,6,3,0,0,0,0,449,3,30,Matches
713,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,de Bundesliga,23,1999,30.0,1003,938,57,6,12,5,95,28,13,4,5,0,741,8,31,Matches
714,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,25,1996,27.2,1185,1141,42,37,0,12,1,1,0,0,0,0,971,2,6,Matches
715,Mamadou Diakhon,fr FRA,FW,Reims,fr Ligue 1,16,2005,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
716,Bafodé Diakité,fr FRA,DF,Lille,fr Ligue 1,21,2001,29.5,1944,1657,285,47,0,5,19,237,0,0,0,0,1728,2,26,Matches
717,Ibrahim Diakité,gn GUI,DF,Reims,fr Ligue 1,18,2003,1.5,68,48,20,1,0,0,7,19,0,0,0,0,48,0,2,Matches
718,Abdou Diallo,sn SEN,"DF,MF",RB Leipzig,de Bundesliga,26,1996,5.3,381,365,15,13,1,3,1,2,0,0,0,0,323,1,2,Matches
719,Baila Diallo,fr FRA,"DF,MF",Clermont Foot,fr Ligue 1,21,2001,1.0,47,32,15,0,0,0,5,15,0,0,0,0,32,0,2,Matches
720,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,27,1995,32.0,597,575,17,1,7,4,7,0,0,0,0,0,397,5,31,Matches
721,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,23,1999,9.1,402,395,7,7,0,2,4,0,0,0,0,0,317,0,9,Matches
722,Ismael Diallo,ci CIV,DF,Ajaccio,fr Ligue 1,25,1997,24.2,1078,882,193,11,4,5,35,182,0,0,0,0,804,3,25,Matches
723,Mamady Diarra,ml MLI,"MF,DF",Cádiz,es La Liga,22,2000,0.7,9,9,0,0,0,0,0,0,0,0,0,0,8,0,1,Matches
724,Mouhamadou Diarra,sn SEN,"MF,FW",Strasbourg,fr Ligue 1,18,2004,18.1,660,628,32,3,3,3,48,20,1,0,0,0,506,0,13,Matches
725,Moussa Diarra,ml MLI,DF,Toulouse,fr Ligue 1,21,2000,13.6,646,552,89,21,0,5,13,68,0,0,0,0,537,5,15,Matches
726,Stéphane Diarra,fr FRA,"FW,MF",Lorient,fr Ligue 1,23,1998,11.8,328,313,15,1,0,0,15,10,4,2,0,0,240,0,15,Matches
727,Youba Diarra,ml MLI,MF,Cádiz,es La Liga,24,1998,1.1,49,49,0,0,1,0,0,0,0,0,0,0,40,0,1,Matches
728,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,25,1997,22.2,2080,2029,51,38,1,6,1,7,0,0,0,0,1928,0,7,Matches
729,Krépin Diatta,sn SEN,"MF,FW",Monaco,fr Ligue 1,23,1999,23.0,771,746,19,1,0,2,54,18,0,0,0,0,581,6,21,Matches
730,Mory Diaw,sn SEN,GK,Clermont Foot,fr Ligue 1,29,1993,37.0,1467,1034,430,175,0,8,0,0,0,0,0,0,1034,3,1,Matches
731,Brahim Díaz,es ESP,"MF,FW",Milan,it Serie A,22,1999,21.4,719,677,37,8,11,2,20,9,6,0,4,0,575,5,24,Matches
732,Luis Díaz,co COL,FW,Liverpool,eng Premier League,25,1997,11.1,462,453,7,0,0,7,8,6,1,0,0,0,376,2,15,Matches
733,Justin Diehl,de GER,"MF,FW",Köln,de Bundesliga,17,2004,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
734,Bamba Dieng,sn SEN,"FW,MF",Marseille,fr Ligue 1,22,2000,2.2,43,39,4,0,0,0,1,0,0,0,0,0,27,0,1,Matches
735,Bamba Dieng,sn SEN,FW,Lorient,fr Ligue 1,22,2000,8.3,141,135,6,0,1,0,5,2,0,0,0,0,106,0,9,Matches
736,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,28,1994,31.3,2001,1929,68,58,2,17,11,8,0,0,0,0,1708,4,15,Matches
737,Florian Dietz,de GER,FW,Köln,de Bundesliga,23,1998,4.4,76,66,9,0,0,0,4,2,0,0,0,0,39,1,3,Matches
738,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,29,1993,16.7,927,749,177,23,0,4,77,142,12,5,4,0,696,1,23,Matches
739,Federico Dimarco,it ITA,DF,Inter,it Serie A,24,1997,23.0,1257,1035,220,39,0,21,207,116,60,16,36,0,925,2,21,Matches
740,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,28,1993,36.9,1124,717,398,99,0,4,0,0,0,0,0,0,690,9,1,Matches
741,Junior Dina Ebimbe,fr FRA,"DF,MF",Eint Frankfurt,de Bundesliga,21,2000,11.8,505,448,53,3,2,0,8,50,0,0,0,0,366,4,9,Matches
742,Tristan Dingomé,cm CMR,MF,Troyes,fr Ligue 1,31,1991,1.1,78,68,9,2,0,0,5,2,5,2,1,0,55,1,1,Matches
743,Eren Dinkçi,de GER,"FW,MF",Werder Bremen,de Bundesliga,20,2001,2.6,77,68,7,0,0,1,4,5,0,0,0,0,50,2,1,Matches
744,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,21,2001,21.7,1468,1369,98,43,0,2,2,53,0,0,0,0,1257,1,18,Matches
745,Lois Diony,fr FRA,FW,Angers,fr Ligue 1,29,1992,5.6,142,127,15,0,0,1,3,2,0,0,0,0,109,0,3,Matches
746,Edan Diop,fr FRA,"DF,FW",Monaco,fr Ligue 1,17,2004,2.5,121,113,6,1,1,0,7,5,0,0,0,0,89,2,5,Matches
747,Issa Diop,fr FRA,DF,Fulham,eng Premier League,25,1997,22.4,1399,1352,46,41,0,8,2,1,0,0,0,0,1216,1,8,Matches
748,Sofiane Diop,fr FRA,"MF,FW",Nice,fr Ligue 1,22,2000,13.6,703,655,47,11,6,11,44,7,28,12,8,0,556,1,15,Matches
749,Sofiane Diop,fr FRA,MF,Monaco,fr Ligue 1,22,2000,0.7,33,26,7,1,0,0,7,0,6,4,2,0,20,0,1,Matches
750,Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,22,1999,31.0,1063,813,246,61,0,5,0,0,0,0,0,0,851,4,0,Matches
751,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,24,1998,37.0,1957,1882,71,50,2,25,14,21,0,0,0,0,1630,4,17,Matches
752,Malcom Abdulai Ares Djalo,es ESP,"FW,MF",Athletic Club,es La Liga,20,2001,0.9,51,49,2,0,0,1,8,1,1,0,0,0,42,0,1,Matches
753,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,22,2000,22.4,1599,1511,84,36,0,3,3,20,0,0,0,0,1481,4,11,Matches
754,Djené,tg TOG,DF,Getafe,es La Liga,30,1991,31.6,1154,1094,52,31,1,4,23,21,0,0,0,0,884,8,21,Matches
755,Moussa Djenepo,ml MLI,"DF,FW",Southampton,eng Premier League,24,1998,7.9,244,216,27,3,0,2,12,24,0,0,0,0,179,1,11,Matches
756,Koffi Djidji,ci CIV,DF,Torino,it Serie A,29,1992,26.9,1441,1408,30,15,1,10,13,14,0,0,0,0,1249,3,20,Matches
757,Alexander Djiku,gh GHA,DF,Strasbourg,fr Ligue 1,27,1994,29.7,1507,1431,72,56,0,20,6,9,0,0,0,0,1215,4,13,Matches
758,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,29,1993,20.0,1093,1047,45,29,0,3,0,15,0,0,0,0,953,1,8,Matches
759,Moussa Djitte,sn SEN,FW,Ajaccio,fr Ligue 1,22,1999,1.5,32,32,0,0,0,0,0,0,0,0,0,0,24,0,1,Matches
760,Ouparine Djoco,sn SEN,GK,Clermont Foot,fr Ligue 1,24,1998,1.0,40,28,12,2,0,0,0,0,0,0,0,0,26,0,0,Matches
761,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,30,1992,14.1,508,330,173,42,0,1,0,0,0,0,0,0,271,5,2,Matches
762,Alan Do Marcolino,ga GAB,FW,Rennes,fr Ligue 1,20,2002,0.2,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
763,Ben Doak,sct SCO,FW,Liverpool,eng Premier League,16,2005,0.3,14,14,0,0,0,0,0,0,0,0,0,0,10,0,1,Matches
764,Ritsu Doan,jp JPN,"MF,FW",Freiburg,de Bundesliga,24,1998,26.9,625,616,5,1,4,5,30,1,3,1,2,0,437,4,33,Matches
765,Dodô,br BRA,DF,Fiorentina,it Serie A,23,1998,25.9,1504,1272,229,21,2,8,61,208,0,0,0,0,1222,3,28,Matches
766,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,24,1998,24.6,955,932,23,15,0,4,10,2,0,0,0,0,756,0,13,Matches
767,Matt Doherty,ie IRL,"DF,MF",Tottenham,eng Premier League,30,1992,7.4,408,345,61,2,0,1,18,59,0,0,0,0,329,2,8,Matches
768,Matt Doherty,ie IRL,DF,Atlético Madrid,es La Liga,30,1992,0.2,9,7,2,1,0,0,0,1,0,0,0,0,6,0,0,Matches
769,Josh Doig,sct SCO,DF,Hellas Verona,it Serie A,20,2002,15.0,534,412,119,1,0,0,46,116,2,2,0,0,360,3,21,Matches
770,Jeremy Doku,be BEL,"MF,FW",Rennes,fr Ligue 1,20,2002,14.3,521,516,3,2,2,3,24,1,0,0,0,0,433,2,13,Matches
771,Kasper Dolberg,dk DEN,FW,Sevilla,es La Liga,24,1997,2.2,28,24,3,0,0,0,0,0,0,0,0,0,19,1,0,Matches
772,Kasper Dolberg,dk DEN,"FW,MF",Hoffenheim,de Bundesliga,24,1997,4.5,79,73,4,0,0,0,1,2,0,0,0,0,55,2,1,Matches
773,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,21,2001,1.2,34,34,0,0,0,0,0,0,0,0,0,0,28,0,1,Matches
774,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,24,1998,25.6,1420,1335,73,43,19,14,19,26,0,0,0,0,1169,12,25,Matches
775,John Donald,es ESP,"MF,DF",Elche,es La Liga,21,2000,12.1,427,419,5,4,0,2,0,1,0,0,0,0,356,3,7,Matches
776,Giulio Donati,it ITA,DF,Monza,it Serie A,32,1990,4.7,321,285,34,9,0,4,9,24,1,0,0,0,273,2,4,Matches
777,Kyliane Dong,fr FRA,"MF,FW",Troyes,fr Ligue 1,17,2004,2.4,53,51,2,0,1,1,6,0,2,1,0,0,35,0,5,Matches
778,Jordan Dongmo,cm CMR,MF,Troyes,fr Ligue 1,21,2001,0.2,10,9,1,1,0,0,0,0,0,0,0,0,9,0,0,Matches
779,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,23,1999,37.9,935,681,254,47,0,1,0,0,0,0,0,0,811,0,1,Matches
780,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,24,1998,5.4,183,172,11,11,1,0,1,0,0,0,0,0,140,0,2,Matches
