,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists,xAG,xA,A-xAG,Key_Passes,Passes_1/3,Passes_Penalty_Area,Crosses_Penalty_Area,Progressive_Passes,Matches
1267,Paul Jaeckel,de GER,DF,Union Berlin,de Bundesliga,24,1998,13.3,507,622,81.5,10133,3950,167,181,92.3,270,297,90.9,64,125,51.2,0,0.0,0.8,0.0,1,55,4,1,41,Matches
1268,Mato Jajalo,ba BIH,MF,Udinese,it Serie A,34,1988,0.7,23,29,79.3,401,166,10,13,76.9,9,9,100.0,3,4,75.0,0,0.0,0.1,0.0,1,1,1,0,4,Matches
1269,Kristijan Jakić,hr CRO,"DF,MF",Eint Frankfurt,de Bundesliga,25,1997,16.2,741,954,77.7,13042,5310,317,370,85.7,354,417,84.9,58,122,47.5,0,0.7,0.9,-0.7,7,39,8,2,59,Matches
1270,Jan Jakob Olschowsky,de GER,GK,M'Gladbach,de Bundesliga,20,2001,4.0,131,159,82.4,2935,1863,35,35,100.0,73,73,100.0,23,51,45.1,0,0.0,0.0,0.0,0,2,0,0,0,Matches
1271,Ismail Jakobs,sn SEN,"DF,FW",Monaco,fr Ligue 1,22,1999,12.4,423,656,64.5,6246,2158,231,300,77.0,138,214,64.5,26,78,33.3,2,1.5,1.4,+0.5,12,36,18,10,46,Matches
1272,Marin Jakoliš,hr CRO,FW,Angers,fr Ligue 1,25,1996,0.3,4,7,57.1,63,31,1,1,100.0,3,5,60.0,0,1,0.0,0,0.0,0.2,0.0,0,1,0,0,3,Matches
1273,Daniel James,wls WAL,FW,Leeds United,eng Premier League,24,1997,2.2,24,40,60.0,256,66,18,22,81.8,5,10,50.0,0,3,0.0,0,0.3,0.3,-0.3,1,1,3,1,3,Matches
1274,Daniel James,wls WAL,FW,Fulham,eng Premier League,24,1997,6.9,120,186,64.5,1575,315,80,97,82.5,27,44,61.4,4,13,30.8,1,0.7,0.5,+0.3,7,2,8,3,15,Matches
1275,Reece James,eng ENG,"DF,MF",Chelsea,eng Premier League,22,1999,13.8,891,1051,84.8,14345,4119,468,499,93.8,337,395,85.3,67,109,61.5,1,3.0,2.9,-2.0,21,60,24,6,90,Matches
1276,Vitaly Janelt,de GER,"MF,DF",Brentford,eng Premier League,24,1998,24.5,812,1020,79.6,14153,3892,411,466,88.2,298,360,82.8,90,139,64.7,1,1.4,1.5,-0.4,16,75,19,8,82,Matches
1277,Saidy Janko,gm GAM,DF,Bochum,de Bundesliga,26,1995,12.6,312,451,69.2,5445,1514,146,184,79.3,127,179,70.9,34,65,52.3,0,0.1,0.2,-0.1,2,26,3,0,29,Matches
1278,Pontus Jansson,se SWE,DF,Brentford,eng Premier League,31,1991,8.0,257,321,80.1,5004,1738,81,98,82.7,147,167,88.0,28,45,62.2,0,0.0,0.1,0.0,0,11,0,0,14,Matches
1279,Tony Jantschke,de GER,"DF,MF",M'Gladbach,de Bundesliga,32,1990,1.1,79,86,91.9,1453,438,26,27,96.3,45,48,93.8,7,10,70.0,0,0.0,0.0,0.0,0,1,0,0,2,Matches
1280,Adnan Januzaj,be BEL,FW,Sevilla,es La Liga,27,1995,0.5,15,24,62.5,229,35,10,12,83.3,4,5,80.0,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,1,Matches
1281,Javi,es ESP,DF,Girona,es La Liga,24,1998,12.4,613,748,82.0,9758,3979,330,378,87.3,227,259,87.6,38,60,63.3,2,0.9,0.6,+1.1,8,56,9,4,78,Matches
1282,Luis Javier Suárez,co COL,FW,Almería,es La Liga,24,1997,16.6,266,386,68.9,3990,687,153,196,78.1,75,110,68.2,24,46,52.2,4,2.1,1.5,+1.9,13,21,2,1,26,Matches
1283,Luis Javier Suárez,co COL,FW,Marseille,fr Ligue 1,24,1997,3.3,53,78,67.9,904,263,26,39,66.7,21,27,77.8,4,4,100.0,1,0.4,0.2,+0.6,3,8,4,0,11,Matches
1284,Dany Jean,ht HAI,"DF,MF",Strasbourg,fr Ligue 1,19,2002,0.1,4,9,44.4,46,26,2,5,40.0,1,3,33.3,0,0,,0,0.0,0.1,0.0,1,0,1,0,2,Matches
1285,Julian Jeanvier,gn GUI,DF,Auxerre,fr Ligue 1,30,1992,19.6,653,792,82.4,12993,4484,220,260,84.6,328,364,90.1,90,143,62.9,0,0.0,0.1,0.0,1,22,0,0,27,Matches
1286,Jefferson,br BRA,FW,Lyon,fr Ligue 1,22,1999,5.0,146,173,84.4,1802,399,98,107,91.6,36,43,83.7,1,1,100.0,0,0.5,0.7,-0.5,7,11,4,0,10,Matches
1287,Fredrik Jensen,fi FIN,"FW,MF",Augsburg,de Bundesliga,24,1997,10.3,160,297,53.9,2978,1073,75,104,72.1,56,103,54.4,24,57,42.1,1,1.4,1.6,-0.4,13,22,11,2,24,Matches
1288,Mathias Jensen,dk DEN,MF,Brentford,eng Premier League,26,1996,31.1,1088,1566,69.5,21665,8457,471,559,84.3,398,555,71.7,191,372,51.3,6,5.0,4.7,+1.0,48,117,38,16,141,Matches
1289,Moritz Jenz,de GER,DF,Schalke 04,de Bundesliga,23,1999,10.5,374,489,76.5,8350,3387,103,126,81.7,201,231,87.0,69,121,57.0,0,0.0,0.2,0.0,1,20,2,1,18,Matches
1290,Jesé,es ESP,FW,Sampdoria,it Serie A,29,1993,2.3,47,65,72.3,706,87,26,30,86.7,16,21,76.2,3,4,75.0,1,0.5,0.4,+0.5,2,0,0,0,1,Matches
1291,Gabriel Jesus,br BRA,FW,Arsenal,eng Premier League,25,1997,22.9,561,699,80.3,8525,1644,297,349,85.1,206,234,88.0,28,45,62.2,6,3.9,2.9,+2.1,31,31,22,2,64,Matches
1292,Juan Jesus,br BRA,DF,Napoli,it Serie A,31,1991,10.4,669,742,90.2,12151,4256,252,265,95.1,356,387,92.0,50,67,74.6,0,0.1,0.3,-0.1,2,45,1,0,55,Matches
1293,Raúl Jiménez,mx MEX,FW,Wolves,eng Premier League,31,1991,9.4,140,198,70.7,1933,349,86,109,78.9,35,50,70.0,10,18,55.6,1,1.7,0.6,-0.7,8,8,7,1,14,Matches
1294,Joaquín,es ESP,"MF,FW",Betis,es La Liga,41,1981,5.5,258,324,79.6,3561,928,159,175,90.9,74,91,81.3,12,31,38.7,2,1.8,1.8,+0.2,21,15,11,3,26,Matches
1295,Joelinton,br BRA,"MF,FW",Newcastle Utd,eng Premier League,25,1996,29.6,1035,1268,81.6,15180,4014,581,668,87.0,338,390,86.7,59,75,78.7,1,2.4,1.9,-1.4,26,78,21,3,130,Matches
1296,Þórir Jóhann Helgason,is ISL,MF,Lecce,it Serie A,21,2000,2.5,55,75,73.3,967,363,26,34,76.5,19,22,86.4,8,15,53.3,0,0.4,0.3,-0.4,4,2,0,0,2,Matches
1297,Ben Johnson,eng ENG,DF,West Ham,eng Premier League,22,2000,9.6,395,535,73.8,6958,2496,177,202,87.6,175,217,80.6,35,85,41.2,0,0.2,0.4,-0.2,3,27,10,5,37,Matches
1298,Brennan Johnson,wls WAL,"FW,MF",Nott'ham Forest,eng Premier League,21,2001,32.6,291,505,57.6,4220,809,155,223,69.5,103,177,58.2,15,34,44.1,3,3.2,1.9,-0.2,28,12,18,6,30,Matches
1299,Sam Johnstone,eng ENG,GK,Crystal Palace,eng Premier League,29,1993,9.0,207,280,73.9,5239,3382,41,41,100.0,117,118,99.2,49,120,40.8,0,0.0,0.0,0.0,0,3,0,0,0,Matches
1300,Paul Joly,fr FRA,DF,Auxerre,fr Ligue 1,22,2000,9.6,514,652,78.8,9641,3372,218,247,88.3,201,237,84.8,75,127,59.1,0,0.3,0.6,-0.3,7,34,13,8,41,Matches
1301,Curtis Jones,eng ENG,MF,Liverpool,eng Premier League,21,2001,11.5,611,677,90.3,9160,1895,334,355,94.1,233,250,93.2,25,32,78.1,1,1.1,1.4,-0.1,14,53,14,1,69,Matches
1302,Frenkie de Jong,nl NED,MF,Barcelona,es La Liga,25,1997,28.2,2089,2320,90.0,33411,10589,1121,1186,94.5,782,849,92.1,144,186,77.4,4,4.3,6.3,-0.3,45,250,59,7,279,Matches
1303,Joan Jordán,es ESP,MF,Sevilla,es La Liga,28,1994,17.7,963,1102,87.4,17030,4971,473,511,92.6,357,397,89.9,113,148,76.4,1,0.6,0.8,+0.4,8,134,6,0,123,Matches
1304,Jorginho,it ITA,MF,Arsenal,eng Premier League,30,1991,9.5,641,736,87.1,10809,3031,279,311,89.7,305,334,91.3,41,61,67.2,1,0.2,0.6,+0.8,5,84,12,0,99,Matches
1305,Jorginho,it ITA,MF,Chelsea,eng Premier League,30,1991,14.2,749,884,84.7,11991,3508,379,421,90.0,301,348,86.5,51,74,68.9,0,0.4,0.4,-0.4,7,87,9,0,80,Matches
1306,Josan,es ESP,"DF,MF",Elche,es La Liga,32,1989,12.0,424,539,78.7,7003,2471,226,252,89.7,147,183,80.3,38,73,52.1,3,1.6,0.6,+1.4,15,29,13,8,39,Matches
1307,Willian José,br BRA,FW,Betis,es La Liga,30,1991,8.1,206,266,77.4,2771,446,118,137,86.1,67,84,79.8,8,15,53.3,1,1.3,0.5,-0.3,8,4,3,0,14,Matches
1308,Joselu,es ESP,FW,Espanyol,es La Liga,32,1990,33.2,458,759,60.3,6536,1417,277,406,68.2,126,221,57.0,27,53,50.9,2,2.4,2.0,-0.4,22,41,12,1,66,Matches
1309,Mateo Joseph,eng ENG,"FW,MF",Leeds United,eng Premier League,18,2003,0.3,2,3,66.7,13,0,1,2,50.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1310,Diogo Jota,pt POR,FW,Liverpool,eng Premier League,25,1996,12.6,286,381,75.1,3868,886,172,216,79.6,87,109,79.8,10,20,50.0,4,2.1,1.7,+1.9,17,28,8,2,30,Matches
1311,Stevan Jovetić,me MNE,"FW,MF",Hertha BSC,de Bundesliga,32,1989,9.9,200,316,63.3,3381,1339,101,144,70.1,61,100,61.0,24,32,75.0,2,1.1,1.0,+0.9,14,37,9,2,40,Matches
1312,Luka Jović,rs SRB,"FW,MF",Fiorentina,it Serie A,24,1997,17.0,228,297,76.8,3607,613,118,142,83.1,82,107,76.6,18,24,75.0,3,1.5,1.0,+1.5,23,19,5,0,28,Matches
1313,Juanmi,es ESP,FW,Betis,es La Liga,29,1993,10.3,207,245,84.5,2759,466,133,145,91.7,54,62,87.1,7,12,58.3,0,0.9,0.9,-0.9,4,7,3,0,15,Matches
1314,Juanpe,es ESP,DF,Girona,es La Liga,31,1991,15.8,753,881,85.5,14726,5562,234,250,93.6,428,466,91.8,85,139,61.2,0,0.2,0.4,-0.2,3,32,1,0,38,Matches
1315,Jubal,br BRA,DF,Auxerre,fr Ligue 1,28,1993,35.7,1099,1345,81.7,24023,7984,294,353,83.3,581,637,91.2,197,318,61.9,1,0.4,0.9,+0.6,4,65,4,2,73,Matches
1316,Christopher Jullien,fr FRA,DF,Montpellier,fr Ligue 1,29,1993,29.9,884,1065,83.0,17736,6583,284,347,81.8,456,507,89.9,122,180,67.8,2,1.1,1.0,+0.9,7,30,1,0,52,Matches
1317,Anthony Jung,de GER,"DF,FW",Werder Bremen,de Bundesliga,30,1991,29.1,1085,1422,76.3,17239,5726,559,641,87.2,428,536,79.9,66,150,44.0,5,1.6,1.7,+3.4,22,56,18,8,73,Matches
1318,Eli Junior Kroupi,fr FRA,"FW,MF",Lorient,fr Ligue 1,16,2006,0.1,4,4,100.0,46,22,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1319,Lago Junior,ci CIV,"FW,MF",Mallorca,es La Liga,31,1990,0.6,12,18,66.7,154,31,6,7,85.7,3,5,60.0,1,2,50.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1320,Hamed Junior Traorè,ci CIV,"FW,MF",Bournemouth,eng Premier League,22,2000,4.7,109,178,61.2,1850,775,55,72,76.4,35,56,62.5,13,33,39.4,0,1.1,1.1,-1.1,14,11,10,3,26,Matches
1321,Hamed Junior Traorè,ci CIV,"MF,FW",Sassuolo,it Serie A,22,2000,6.6,184,245,75.1,3077,823,87,101,86.1,68,83,81.9,20,34,58.8,3,1.8,0.8,+1.2,17,17,7,3,26,Matches
1322,Vinicius Júnior,br BRA,FW,Real Madrid,es La Liga,22,2000,31.4,883,1153,76.6,11725,2422,581,665,87.4,204,262,77.9,44,74,59.5,9,9.4,8.8,-0.4,64,30,45,2,87,Matches
1323,Josip Juranović,hr CRO,DF,Union Berlin,de Bundesliga,26,1995,10.4,318,492,64.6,5817,2450,141,163,86.5,121,172,70.3,46,117,39.3,1,1.5,1.7,-0.5,22,22,11,9,27,Matches
1324,James Justin,eng ENG,DF,Leicester City,eng Premier League,24,1998,13.9,667,819,81.4,10404,3063,371,408,90.9,239,282,84.8,39,81,48.1,0,0.3,0.5,-0.3,7,48,12,7,47,Matches
1325,Filip Jørgensen,dk DEN,GK,Villarreal,es La Liga,20,2002,2.0,49,55,89.1,908,552,16,16,100.0,27,28,96.4,6,11,54.5,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1326,Mathias Jørgensen,dk DEN,DF,Brentford,eng Premier League,32,1990,12.3,404,503,80.3,6929,3051,181,203,89.2,197,240,82.1,20,49,40.8,0,0.2,0.2,-0.2,3,30,0,0,35,Matches
1327,Ozan Kabak,tr TUR,DF,Hoffenheim,de Bundesliga,22,2000,26.5,1056,1277,82.7,19695,5984,398,448,88.8,561,625,89.8,88,157,56.1,2,1.3,1.0,+0.7,4,62,2,0,76,Matches
1328,Issa Kaboré,bf BFA,DF,Marseille,fr Ligue 1,21,2001,11.4,436,567,76.9,6207,2017,252,291,86.6,138,181,76.2,22,47,46.8,0,0.9,1.3,-0.9,13,23,16,6,54,Matches
1329,Abdoul Kader Bamba,fr FRA,"FW,MF",Nantes,fr Ligue 1,28,1994,0.9,36,44,81.8,485,148,16,20,80.0,15,17,88.2,0,1,0.0,0,0.0,0.0,0.0,1,2,0,0,3,Matches
1330,Pavel Kadeřábek,cz CZE,DF,Hoffenheim,de Bundesliga,30,1992,18.5,615,883,69.6,9816,4412,318,391,81.3,254,350,72.6,33,94,35.1,1,1.7,3.9,-0.7,18,46,29,20,61,Matches
1331,Tino Kadewere,zw ZIM,"FW,MF",Mallorca,es La Liga,26,1996,6.0,95,151,62.9,1261,233,56,79,70.9,29,43,67.4,3,11,27.3,0,0.6,0.2,-0.6,3,6,0,0,4,Matches
1332,Kaiky,br BRA,DF,Almería,es La Liga,18,2004,6.5,182,224,81.3,3877,1389,60,65,92.3,84,97,86.6,34,54,63.0,0,0.0,0.0,0.0,0,12,1,0,11,Matches
1333,Florian Kainz,at AUT,"MF,FW",Köln,de Bundesliga,29,1992,26.0,759,1207,62.9,15078,6097,285,341,83.6,319,443,72.0,134,325,41.2,10,8.7,8.7,+1.3,70,82,57,18,159,Matches
1334,Gaël Kakuta,cd COD,FW,Lens,fr Ligue 1,31,1991,0.2,12,16,75.0,172,14,5,6,83.3,4,6,66.7,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
1335,Sasa Kalajdzic,at AUT,FW,Wolves,eng Premier League,25,1997,0.5,2,4,50.0,26,0,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1336,Sasa Kalajdzic,at AUT,FW,Stuttgart,de Bundesliga,25,1997,2.6,40,63,63.5,689,172,19,30,63.3,14,22,63.6,4,5,80.0,3,0.6,0.3,+2.4,6,3,0,0,4,Matches
1337,Arnaud Kalimuendo,fr FRA,FW,Rennes,fr Ligue 1,20,2002,20.5,359,442,81.2,4715,790,214,250,85.6,114,128,89.1,8,14,57.1,3,2.4,2.1,+0.6,12,19,8,0,32,Matches
1338,Yayah Kallon,sl SLE,"MF,FW",Hellas Verona,it Serie A,21,2001,9.6,148,237,62.4,2179,653,79,106,74.5,51,83,61.4,8,17,47.1,1,1.5,0.9,-0.5,13,10,14,6,22,Matches
1339,Gedeon Kalulu,cd COD,DF,Lorient,fr Ligue 1,24,1997,27.1,1101,1375,80.1,17656,6738,561,623,90.0,415,510,81.4,77,153,50.3,4,1.5,1.2,+2.5,23,82,17,5,106,Matches
1340,Pierre Kalulu,fr FRA,DF,Milan,it Serie A,22,2000,28.3,1589,1821,87.3,29265,9921,612,663,92.3,836,909,92.0,128,208,61.5,0,1.2,1.2,-1.2,10,109,10,5,138,Matches
1341,Justin-Noël Kalumba,fr FRA,DF,Angers,fr Ligue 1,17,2004,6.1,131,164,79.9,1867,498,79,87,90.8,45,58,77.6,3,6,50.0,0,0.1,0.9,-0.1,2,8,3,2,10,Matches
1342,Daichi Kamada,jp JPN,MF,Eint Frankfurt,de Bundesliga,25,1996,25.2,1005,1245,80.7,16631,4782,499,571,87.4,410,478,85.8,74,135,54.8,6,3.4,3.5,+2.6,34,117,28,4,160,Matches
1343,Waren Kamanzi,no NOR,DF,Toulouse,fr Ligue 1,21,2000,7.4,306,358,85.5,4140,1289,187,208,89.9,98,123,79.7,7,10,70.0,0,0.3,0.2,-0.3,5,17,2,0,22,Matches
1344,Bingourou Kamara,sn SEN,GK,Montpellier,fr Ligue 1,25,1996,4.5,87,131,66.4,2374,1898,16,17,94.1,43,44,97.7,28,69,40.6,0,0.0,0.0,0.0,0,2,0,0,0,Matches
1345,Boubacar Kamara,fr FRA,MF,Aston Villa,eng Premier League,22,1999,19.7,798,941,84.8,13161,3895,395,441,89.6,303,334,90.7,67,95,70.5,1,0.8,0.7,+0.2,7,61,6,0,84,Matches
1346,Jakub Kamiński,pl POL,"FW,DF",Wolfsburg,de Bundesliga,20,2002,22.9,495,667,74.2,7398,2278,275,335,82.1,169,214,79.0,30,56,53.6,2,3.7,3.9,-1.7,28,30,39,5,78,Matches
1347,Marcin Kamiński,pl POL,DF,Schalke 04,de Bundesliga,30,1992,7.0,254,314,80.9,5229,2285,81,88,92.0,124,144,86.1,47,73,64.4,0,0.1,0.1,-0.1,2,20,1,0,25,Matches
1348,Kevin Kampl,si SVN,MF,RB Leipzig,de Bundesliga,31,1990,15.2,791,898,88.1,12894,3384,396,436,90.8,328,354,92.7,50,64,78.1,2,1.0,1.1,+1.0,12,71,14,1,80,Matches
1349,Nordine Kandil,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,20,2001,1.1,44,61,72.1,565,140,27,31,87.1,13,21,61.9,1,3,33.3,1,0.8,0.8,+0.2,2,4,2,0,6,Matches
1350,Harry Kane,eng ENG,FW,Tottenham,eng Premier League,29,1993,37.8,642,921,69.7,12295,4345,286,368,77.7,236,302,78.1,103,164,62.8,3,7.0,4.0,-4.0,57,100,47,6,180,Matches
1351,Wilfried Kanga,ci CIV,FW,Hertha BSC,de Bundesliga,24,1998,15.7,154,251,61.4,1915,277,91,135,67.4,41,75,54.7,5,8,62.5,0,1.5,1.3,-1.5,20,8,5,2,12,Matches
1352,Lee Kangin,kr KOR,"MF,FW",Mallorca,es La Liga,21,2001,31.4,772,1103,70.0,12995,4205,400,465,86.0,249,317,78.5,89,227,39.2,6,5.4,5.0,+0.6,54,75,30,11,96,Matches
1353,N'Golo Kanté,fr FRA,MF,Chelsea,eng Premier League,31,1991,5.8,271,338,80.2,3935,1033,168,190,88.4,84,100,84.0,12,24,50.0,1,1.9,0.8,-0.9,13,23,11,3,34,Matches
1354,Kenan Karaman,tr TUR,FW,Schalke 04,de Bundesliga,28,1994,10.8,129,209,61.7,1740,514,84,118,71.2,35,55,63.6,5,12,41.7,2,1.4,1.3,+0.6,7,13,9,2,18,Matches
1355,Yann Karamoh,fr FRA,"MF,FW",Torino,it Serie A,24,1998,8.0,163,216,75.5,2385,407,98,112,87.5,55,69,79.7,6,13,46.2,0,0.7,0.4,-0.7,11,5,5,3,12,Matches
1356,Atakan Karazor,de GER,MF,Stuttgart,de Bundesliga,25,1996,21.8,945,1116,84.7,16475,4393,407,468,87.0,444,498,89.2,75,105,71.4,1,0.6,1.2,+0.4,14,73,7,0,79,Matches
1357,Ayman Kari,fr FRA,"MF,DF",Lorient,fr Ligue 1,17,2004,1.1,67,74,90.5,939,192,38,40,95.0,20,22,90.9,4,4,100.0,0,0.0,0.1,0.0,1,2,2,0,7,Matches
1358,Jon Karrikaburu,es ESP,FW,Real Sociedad,es La Liga,19,2002,1.0,11,18,61.1,164,66,5,7,71.4,2,4,50.0,2,3,66.7,0,0.3,0.1,-0.3,1,2,1,0,4,Matches
1359,Rick Karsdorp,nl NED,DF,Roma,it Serie A,27,1995,7.9,295,380,77.6,5109,1611,134,153,87.6,131,155,84.5,27,53,50.9,0,1.2,1.1,-1.2,6,13,11,1,24,Matches
1360,Denso Kasius,nl NED,DF,Bologna,it Serie A,19,2002,3.8,143,192,74.5,2576,864,65,72,90.3,53,74,71.6,20,36,55.6,2,0.7,0.8,+1.3,6,6,8,6,9,Matches
1361,Thomas Kastanaras,gr GRE,"FW,DF",Stuttgart,de Bundesliga,19,2003,0.8,14,17,82.4,175,38,8,9,88.9,3,3,100.0,1,1,100.0,0,0.1,0.0,-0.1,1,2,1,1,2,Matches
1362,Grigoris Kastanos,cy CYP,"MF,DF",Salernitana,it Serie A,24,1998,14.3,460,621,74.1,6840,2528,253,281,90.0,130,181,71.8,37,77,48.1,1,0.6,0.9,+0.4,13,47,11,3,57,Matches
1363,Silas Katompa,cd COD,"FW,MF",Stuttgart,de Bundesliga,23,1998,22.1,295,399,73.9,4429,1102,163,203,80.3,105,127,82.7,14,27,51.9,2,1.9,2.7,+0.1,18,17,18,5,40,Matches
1364,Moise Kean,it ITA,FW,Juventus,it Serie A,22,2000,11.1,130,187,69.5,1655,337,79,101,78.2,30,42,71.4,5,9,55.6,0,1.1,0.6,-1.1,8,7,6,1,13,Matches
1365,Michael Keane,eng ENG,DF,Everton,eng Premier League,29,1993,10.9,305,441,69.2,5849,2983,115,146,78.8,147,179,82.1,39,93,41.9,2,0.7,0.8,+1.3,3,33,2,0,31,Matches
1366,Neeskens Kebano,cd COD,FW,Fulham,eng Premier League,30,1992,8.5,155,212,73.1,2079,517,93,106,87.7,43,58,74.1,6,13,46.2,3,1.5,0.9,+1.5,13,2,9,3,24,Matches
1367,Kévin Keben Biakolo,cm CMR,DF,Toulouse,fr Ligue 1,18,2004,4.0,117,148,79.1,1797,613,58,66,87.9,50,62,80.6,5,11,45.5,0,0.2,0.1,-0.2,2,3,1,0,5,Matches
1368,Thilo Kehrer,de GER,DF,West Ham,eng Premier League,25,1996,24.8,927,1112,83.4,16374,6006,393,447,87.9,456,510,89.4,68,119,57.1,2,0.6,0.8,+1.4,8,59,4,1,60,Matches
1369,Check Keita,fr FRA,DF,Reims,fr Ligue 1,19,2003,7.6,264,305,86.6,5059,1150,90,100,90.0,146,154,94.8,22,35,62.9,0,0.0,0.0,0.0,1,14,0,0,19,Matches
1370,Naby Keïta,gn GUI,MF,Liverpool,eng Premier League,27,1995,3.3,129,168,76.8,1820,590,75,87,86.2,43,54,79.6,6,8,75.0,0,0.7,0.2,-0.7,8,15,2,0,15,Matches
1371,Yannik Keitel,de GER,MF,Freiburg,de Bundesliga,22,2000,7.6,189,245,77.1,3239,681,91,104,87.5,77,104,74.0,18,27,66.7,2,0.1,0.3,+1.9,4,18,2,0,26,Matches
1372,Caoimhín Kelleher,ie IRL,GK,Liverpool,eng Premier League,23,1998,1.0,23,24,95.8,539,344,7,7,100.0,12,12,100.0,4,5,80.0,0,0.0,0.0,0.0,0,1,0,0,0,Matches
1373,Lloyd Kelly,eng ENG,DF,Bournemouth,eng Premier League,23,1998,22.7,934,1164,80.2,17585,7174,352,387,91.0,461,510,90.4,104,227,45.8,2,0.5,0.8,+1.5,7,73,9,3,47,Matches
1374,Marc-Oliver Kempf,de GER,DF,Hertha BSC,de Bundesliga,27,1995,30.1,1011,1303,77.6,19044,8004,379,441,85.9,518,608,85.2,99,197,50.3,0,1.1,0.9,-1.1,9,57,6,0,81,Matches
1375,Kenedy,br BRA,"FW,DF",Valladolid,es La Liga,26,1996,3.1,57,86,66.3,800,232,34,42,81.0,19,25,76.0,2,10,20.0,1,0.6,0.6,+0.4,4,7,2,2,4,Matches
1376,Jonjoe Kenny,eng ENG,DF,Hertha BSC,de Bundesliga,25,1997,24.9,879,1207,72.8,16249,7774,356,424,84.0,406,526,77.2,98,192,51.0,1,2.1,1.7,-1.1,17,89,13,9,98,Matches
1377,Franck Kessié,ci CIV,MF,Barcelona,es La Liga,25,1996,11.0,391,457,85.6,5955,1170,207,231,89.6,152,174,87.4,20,29,69.0,1,0.7,0.9,+0.3,8,23,6,1,39,Matches
1378,Saîf-Eddine Khaoui,tn TUN,MF,Clermont Foot,fr Ligue 1,27,1995,22.5,486,713,68.2,7402,2642,249,314,79.3,165,224,73.7,36,106,34.0,3,3.8,1.9,-0.8,38,50,14,2,72,Matches
1379,Wahbi Khazri,tn TUN,"FW,MF",Montpellier,fr Ligue 1,31,1991,18.2,344,483,71.2,6049,1925,159,199,79.9,110,143,76.9,53,90,58.9,1,1.6,1.6,-0.6,19,41,12,2,49,Matches
1380,Rani Khedira,de GER,MF,Union Berlin,de Bundesliga,28,1994,32.0,778,1039,74.9,12596,3156,371,439,84.5,326,408,79.9,52,119,43.7,0,0.7,1.2,-0.7,8,63,7,3,69,Matches
1381,Anthony Khelifa,fr FRA,DF,Ajaccio,fr Ligue 1,16,2005,0.1,11,12,91.7,215,55,3,3,100.0,7,8,87.5,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,1,Matches
1382,Kike,es ESP,FW,Osasuna,es La Liga,32,1989,11.3,167,244,68.4,2161,275,109,130,83.8,40,64,62.5,6,16,37.5,0,1.1,0.8,-1.1,13,13,7,0,15,Matches
1383,Luca Kilian,de GER,DF,Köln,de Bundesliga,22,1999,12.5,585,685,85.4,11572,3324,147,169,87.0,377,399,94.5,56,101,55.4,0,0.2,0.2,-0.2,3,38,1,0,53,Matches
1384,Max Kilman,eng ENG,DF,Wolves,eng Premier League,25,1997,36.7,1748,2107,83.0,34713,12450,574,621,92.4,964,1046,92.2,189,384,49.2,0,0.2,0.6,-0.2,4,133,7,2,127,Matches
1385,Joshua Kimmich,de GER,MF,Bayern Munich,de Bundesliga,27,1995,31.2,2333,2767,84.3,43859,14050,954,1017,93.8,1036,1151,90.0,306,512,59.8,6,7.0,9.0,-1.0,84,272,68,4,315,Matches
1386,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,26,1995,8.1,471,503,93.6,7240,2911,243,251,96.8,194,202,96.0,22,26,84.6,0,0.2,0.3,-0.2,1,36,1,0,40,Matches
1387,Jakub Kiwior,pl POL,DF,Arsenal,eng Premier League,22,2000,4.7,177,205,86.3,3030,924,62,70,88.6,104,109,95.4,7,15,46.7,0,0.0,0.0,0.0,1,6,0,0,6,Matches
1388,Jakub Kiwior,pl POL,DF,Spezia,it Serie A,22,2000,16.0,653,775,84.3,13165,4165,209,238,87.8,343,371,92.5,93,147,63.3,0,0.2,0.6,-0.2,4,25,5,0,37,Matches
1389,Simon Kjær,dk DEN,DF,Milan,it Serie A,33,1989,11.2,591,683,86.5,12451,4463,175,193,90.7,313,331,94.6,99,152,65.1,0,0.0,0.2,0.0,0,47,1,0,45,Matches
1390,Pascal Klemens,de GER,DF,Hertha BSC,de Bundesliga,17,2005,1.0,28,33,84.8,546,302,11,11,100.0,11,15,73.3,5,6,83.3,0,0.0,0.0,0.0,0,1,0,0,1,Matches
