,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net
488,567,Diego Costa,es ESP,FW,Atlético Madrid,es La Liga,31,1988,7,2,208,2.3,0.87,0.87,0.43,0.43,0.6,0.82,0.26,0.48,1.0,1.0,100.0,0.0,0.0,40.87,0.87,2.61,17.39,21.3,7.39,40.43,0.43,0.43,0.0,24.78,99.13,28.7,1.3,2.17,0.87,3.04,2.61,39.57,9.13,3.88,1.29,57.0,74.0,77.0,716.0,71.0,37.0,45.0,82.2,10.0,13.0,76.9,4.0,4.0,100.0,0.0,0.22,0.17,-0.22,1.74,0.43,2.61,0.0,2.61,1.73,0.87,0.25,0.5,0.15,0.6,0.4
489,570,Hélder Costa,ao ANG,"MF,FW",Leeds United,eng Premier League,26,1994,22,13,1156,12.8,0.23,0.47,0.23,0.47,0.17,0.22,0.17,0.22,48.0,19.0,39.6,29.0,60.4,38.83,0.7,7.19,14.22,17.97,3.44,38.83,3.75,1.48,2.27,23.67,166.8,90.78,3.67,1.33,1.02,3.36,1.56,26.33,6.56,1.48,0.47,242.0,331.0,73.1,3063.0,741.0,152.0,178.0,85.4,68.0,88.0,77.3,5.0,21.0,23.8,0.23,0.05,0.05,0.19,0.62,0.31,0.78,0.16,2.19,1.25,0.47,0.19,0.5,0.14,0.8,0.8
490,571,Jaume Costa,es ESP,"DF,MF",Villarreal,es La Liga,32,1988,14,3,351,3.9,0.0,0.26,0.0,0.26,0.02,0.08,0.02,0.08,6.0,3.0,50.0,3.0,50.0,73.85,3.85,21.79,32.82,20.0,1.03,73.85,1.54,0.77,0.77,38.72,211.54,132.05,2.31,1.79,0.26,0.77,1.28,43.33,5.13,2.31,0.26,202.0,244.0,82.8,3067.0,1046.0,117.0,128.0,91.4,69.0,86.0,80.2,12.0,22.0,54.5,0.26,0.05,0.05,0.21,1.28,2.31,1.54,0.26,3.33,0.51,0.0,0.0,0.0,0.04,-0.1,-0.1
491,573,Charles Costes,fr FRA,MF,Dijon,fr Ligue 1,17,2002,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,575,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,27,1992,34,34,3054,33.9,0.0,0.21,0.0,0.21,0.04,0.2,0.04,0.2,24.0,15.0,62.5,9.0,37.5,61.83,4.78,18.55,26.46,17.35,1.24,61.83,0.71,0.44,0.27,26.46,136.81,61.33,2.06,1.12,0.27,1.06,0.47,31.18,4.69,2.45,0.29,1196.0,1746.0,68.5,18589.0,9100.0,654.0,749.0,87.3,414.0,619.0,66.9,93.0,236.0,39.4,0.21,0.16,0.12,0.04,1.33,2.65,1.09,0.68,3.78,0.44,0.15,0.0,0.0,0.08,-1.3,-1.3
493,576,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,28,1991,17,11,981,10.9,0.28,0.37,0.18,0.28,0.24,0.34,0.17,0.27,6.0,3.0,50.0,3.0,50.0,34.13,1.19,1.83,12.29,20.09,4.86,34.04,0.55,0.28,0.28,14.59,58.99,16.61,0.55,0.73,0.37,2.39,1.19,27.34,6.42,1.74,0.27,155.0,269.0,57.6,1850.0,497.0,102.0,158.0,64.6,36.0,67.0,53.7,4.0,6.0,66.7,0.09,0.1,0.08,-0.01,0.92,1.28,0.18,0.0,1.83,1.65,0.37,0.11,0.5,0.1,0.4,0.2
494,577,Lassana Coulibaly,ml MLI,MF,Angers,fr Ligue 1,24,1996,29,18,1687,18.7,0.05,0.11,0.05,0.11,0.06,0.09,0.06,0.09,34.0,15.0,44.1,19.0,55.9,48.98,1.87,10.8,30.21,8.98,0.64,48.98,1.82,0.8,1.02,25.99,152.51,60.27,1.07,1.02,0.11,1.44,0.91,26.58,1.12,0.85,0.11,547.0,671.0,81.5,9647.0,2433.0,238.0,270.0,88.1,244.0,284.0,85.9,51.0,72.0,70.8,0.05,0.03,0.03,0.02,0.37,3.05,0.21,0.05,3.48,0.75,0.21,0.07,0.25,0.08,-0.2,-0.2
495,578,Mamadou Coulibaly,sn SEN,MF,Udinese,it Serie A,21,1999,3,2,184,2.0,0.0,0.0,0.0,0.0,0.04,0.1,0.04,0.1,3.0,2.0,66.7,1.0,33.3,55.0,0.5,5.5,31.5,18.0,1.0,55.0,1.5,1.0,0.5,25.5,118.5,34.0,0.5,0.0,0.0,3.0,2.0,31.5,11.0,3.42,0.0,59.0,80.0,73.8,943.0,252.0,28.0,37.0,75.7,19.0,23.0,82.6,7.0,8.0,87.5,0.0,0.05,0.1,-0.05,1.0,4.5,1.5,0.5,6.0,0.98,0.0,0.0,0.0,0.04,-0.1,-0.1
496,579,Senou Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,25,1994,22,22,1934,21.5,0.09,0.09,0.09,0.09,0.04,0.05,0.04,0.05,10.0,7.0,70.0,3.0,30.0,57.02,7.26,35.07,21.49,0.84,0.28,57.02,0.47,0.33,0.14,32.6,168.28,96.23,0.37,0.28,0.0,0.42,0.37,36.33,0.05,0.23,0.05,815.0,1025.0,79.5,16826.0,6947.0,234.0,263.0,89.0,466.0,530.0,87.9,110.0,201.0,54.7,0.0,0.01,0.0,-0.01,0.05,1.72,0.0,0.0,2.19,0.23,0.14,0.4,0.67,0.17,1.2,1.2
497,580,Tanguy Coulibaly,fr FRA,"DF,FW",Stuttgart,de Bundesliga,19,2001,31,17,1506,16.7,0.12,0.18,0.12,0.18,0.16,0.32,0.16,0.32,79.0,50.0,63.3,29.0,36.7,42.51,0.6,5.81,17.54,20.42,3.89,42.51,4.73,2.99,1.74,25.15,187.25,90.54,2.75,1.98,1.32,2.93,2.57,27.31,8.92,2.27,0.18,340.0,471.0,72.2,4667.0,1049.0,207.0,259.0,79.9,94.0,126.0,74.6,15.0,27.0,55.6,0.06,0.16,0.11,-0.1,0.9,1.02,0.54,0.18,1.74,1.55,0.54,0.08,0.22,0.11,-0.8,-0.8
498,582,Philippe Coutinho,br BRA,"MF,FW",Barcelona,es La Liga,28,1992,12,8,654,7.3,0.28,0.55,0.28,0.55,0.55,0.65,0.55,0.65,15.0,11.0,73.3,4.0,26.7,80.0,0.96,4.93,33.42,42.47,5.21,80.0,2.05,1.51,0.55,53.01,316.16,172.19,5.21,4.79,2.05,1.23,0.96,69.32,8.36,3.72,0.83,444.0,519.0,85.5,5834.0,1273.0,276.0,298.0,92.6,116.0,133.0,87.2,18.0,37.0,48.6,0.27,0.1,0.15,0.18,0.82,4.79,2.19,0.27,7.95,3.85,1.24,0.07,0.22,0.14,-2.0,-2.0
499,583,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,21,1999,20,15,1369,15.2,0.0,0.0,0.0,0.0,0.02,0.05,0.02,0.05,20.0,12.0,60.0,8.0,40.0,52.04,5.59,22.37,22.7,7.43,0.46,52.04,1.32,0.79,0.53,28.03,150.86,87.89,1.64,1.51,0.07,1.38,0.2,28.09,1.78,0.79,0.07,475.0,603.0,78.8,8566.0,3905.0,198.0,217.0,91.2,219.0,264.0,83.0,49.0,86.0,57.0,0.0,0.03,0.01,-0.03,0.39,2.11,0.39,0.13,2.76,0.07,0.0,0.0,0.0,0.26,-0.3,-0.3
500,586,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,30,1989,36,36,3170,35.2,0.0,0.23,0.0,0.23,0.03,0.21,0.03,0.21,10.0,4.0,40.0,6.0,60.0,67.22,4.8,21.53,30.43,15.77,0.4,67.22,0.28,0.11,0.17,32.61,147.76,71.7,0.99,0.88,0.0,0.37,0.26,38.32,2.73,2.92,0.4,1586.0,2141.0,74.1,28632.0,13845.0,754.0,847.0,89.0,606.0,755.0,80.3,198.0,429.0,46.2,0.23,0.18,0.14,0.04,1.65,4.94,0.74,0.51,4.6,0.54,0.11,0.0,0.0,0.05,-1.0,-1.0
501,587,Domenico Criscito,it ITA,DF,Genoa,it Serie A,33,1986,23,20,1726,19.2,0.05,0.05,0.0,0.0,0.05,0.07,0.01,0.03,8.0,4.0,50.0,4.0,50.0,66.61,6.25,27.14,33.28,6.88,0.31,66.56,0.42,0.21,0.21,35.47,184.95,115.47,2.03,0.99,0.0,0.52,0.21,41.25,0.94,1.04,0.05,872.0,1086.0,80.3,16300.0,6632.0,353.0,390.0,90.5,395.0,454.0,87.0,106.0,199.0,53.3,0.0,0.02,0.04,-0.02,0.31,4.64,0.62,0.21,4.32,0.26,0.05,0.0,0.0,0.03,0.1,-0.1
502,588,Bryan Cristante,it ITA,"DF,MF",Roma,it Serie A,25,1995,34,22,2155,23.9,0.04,0.17,0.04,0.17,0.1,0.16,0.1,0.16,27.0,23.0,85.2,4.0,14.8,70.88,6.19,25.56,38.74,7.11,0.92,70.88,1.13,0.96,0.17,42.51,243.43,133.89,1.0,0.88,0.04,0.79,0.21,52.38,1.38,1.79,0.35,1224.0,1481.0,82.6,25163.0,9483.0,394.0,445.0,88.5,630.0,679.0,92.8,186.0,304.0,61.2,0.13,0.05,0.07,0.07,0.67,4.69,0.88,0.13,5.94,1.17,0.33,0.04,0.13,0.08,-1.4,-1.4
503,589,Giovanni Crociata,it ITA,DF,Crotone,it Serie A,22,1997,2,0,26,0.3,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.46,2.0,2.0,100.0,0.0,0.0,70.0,3.33,10.0,26.67,36.67,3.33,70.0,6.67,6.67,0.0,40.0,443.33,170.0,10.0,3.33,0.0,10.0,3.33,50.0,6.67,3.46,0.0,11.0,15.0,73.3,163.0,62.0,7.0,8.0,87.5,4.0,7.0,57.1,0.0,0.0,0.0,0.0,0.33,0.0,-0.33,3.33,6.67,3.33,0.0,13.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,590,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,28,1992,26,23,1962,21.8,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,11.0,8.0,72.7,3.0,27.3,48.26,3.07,15.92,23.35,9.17,0.14,48.26,0.5,0.37,0.14,18.17,91.19,38.35,0.87,0.87,0.05,0.83,0.37,20.92,1.88,0.87,0.05,592.0,872.0,67.9,10021.0,5152.0,286.0,338.0,84.6,240.0,344.0,69.8,50.0,131.0,38.2,0.0,0.02,0.03,-0.02,0.5,2.25,0.5,0.37,2.66,0.05,0.0,0.0,0.0,0.06,-0.1,-0.1
505,591,Juan Cuadrado,co COL,"DF,MF",Juventus,it Serie A,32,1988,30,26,2175,24.2,0.08,0.5,0.04,0.46,0.1,0.43,0.06,0.4,68.0,45.0,66.2,23.0,33.8,83.8,1.74,17.6,38.14,29.13,2.93,83.76,2.81,1.86,0.95,50.29,267.19,166.82,3.84,2.81,1.53,1.94,0.83,61.65,8.97,4.8,0.66,1466.0,1788.0,82.0,26948.0,7280.0,621.0,685.0,90.7,661.0,743.0,89.0,168.0,290.0,57.9,0.41,0.34,0.24,0.07,2.48,3.88,1.45,0.33,5.45,0.74,0.25,0.06,0.17,0.09,-0.3,-0.5
506,592,Andrés Cubas,py PAR,MF,Nîmes,fr Ligue 1,24,1996,27,27,2242,24.9,0.04,0.04,0.04,0.04,0.02,0.04,0.02,0.04,17.0,10.0,58.8,7.0,41.2,51.2,2.45,17.03,30.4,4.54,0.28,51.2,0.68,0.4,0.28,27.03,109.96,49.8,0.24,0.44,0.08,1.0,0.92,26.87,0.4,0.84,0.04,845.0,1018.0,83.0,15409.0,4847.0,334.0,383.0,87.2,381.0,429.0,88.8,94.0,146.0,64.4,0.0,0.02,0.02,-0.02,0.36,2.37,0.16,0.0,3.05,0.44,0.2,0.09,0.2,0.04,0.6,0.6
507,593,Sergio Cubero Ezcurra,es ESP,MF,Eibar,es La Liga,20,1999,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,inf,,,inf,,,inf,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
508,594,Cucho,co COL,"FW,MF",Getafe,es La Liga,21,1999,23,18,1466,16.3,0.12,0.31,0.12,0.31,0.17,0.25,0.17,0.25,43.0,30.0,69.8,13.0,30.2,43.68,0.49,2.82,17.18,24.42,3.25,43.68,2.64,1.84,0.8,27.73,163.99,75.21,3.13,2.15,1.04,3.87,2.7,34.17,6.01,2.46,0.37,337.0,515.0,65.4,4784.0,1206.0,203.0,268.0,75.7,84.0,128.0,65.6,26.0,47.0,55.3,0.18,0.08,0.08,0.1,1.23,1.29,1.04,0.25,2.45,1.72,0.68,0.07,0.18,0.1,-0.7,-0.7
509,595,Marc Cucurella,es ESP,MF,Getafe,es La Liga,22,1998,37,37,3244,36.0,0.08,0.14,0.08,0.14,0.05,0.15,0.05,0.15,59.0,24.0,40.7,35.0,59.3,48.28,0.72,5.97,19.08,24.03,2.39,48.28,1.64,0.67,0.97,24.83,132.44,64.67,2.14,1.47,0.67,2.31,1.17,28.64,6.08,2.39,0.08,923.0,1351.0,68.3,13451.0,4428.0,544.0,667.0,81.6,266.0,388.0,68.6,59.0,143.0,41.3,0.06,0.1,0.09,-0.04,1.08,1.78,1.0,0.44,2.86,0.72,0.22,0.12,0.38,0.07,1.1,1.2
510,598,Matheus Cunha,br BRA,"FW,MF",Hertha BSC,de Bundesliga,21,1999,27,25,2149,23.9,0.29,0.46,0.21,0.38,0.35,0.54,0.25,0.44,137.0,82.0,59.9,55.0,40.1,47.87,0.46,4.48,21.46,23.35,3.56,47.74,5.73,3.43,2.3,27.66,214.81,110.0,3.81,2.59,1.92,3.01,2.85,29.67,5.73,4.61,0.38,492.0,758.0,64.9,9271.0,3084.0,220.0,289.0,76.1,159.0,224.0,71.0,91.0,168.0,54.2,0.17,0.19,0.16,-0.02,2.05,2.72,0.96,0.08,3.56,2.81,1.3,0.07,0.16,0.09,-1.4,-1.1
511,599,Giuseppe Cuomo,it ITA,DF,Crotone,it Serie A,22,1998,13,8,801,8.9,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,9.0,3.0,33.3,6.0,66.7,70.0,5.39,35.28,32.47,2.36,0.45,70.0,1.01,0.34,0.67,34.38,173.6,97.42,0.67,0.45,0.0,0.67,0.79,42.47,0.56,0.22,0.0,412.0,516.0,79.8,7409.0,2875.0,155.0,175.0,88.6,224.0,249.0,90.0,28.0,71.0,39.4,0.0,0.0,0.01,0.0,0.0,1.69,0.11,0.0,4.94,0.22,0.0,0.0,0.0,0.11,-0.2,-0.2
512,603,Wylan Cyprien,fr FRA,MF,Parma,it Serie A,25,1995,13,2,410,4.6,0.0,0.0,0.0,0.0,0.06,0.1,0.06,0.1,5.0,2.0,40.0,3.0,60.0,75.0,3.48,23.04,40.22,12.39,0.22,75.0,1.09,0.43,0.65,41.52,181.74,84.35,0.87,0.65,0.0,1.09,0.87,51.74,0.43,3.52,0.22,248.0,299.0,82.9,4730.0,1033.0,94.0,105.0,89.5,119.0,130.0,91.5,30.0,52.0,57.7,0.0,0.04,0.07,-0.04,0.87,3.91,0.65,0.22,4.35,1.32,0.22,0.0,0.0,0.04,-0.3,-0.3
513,604,Rafael Czichos,de GER,DF,Köln,de Bundesliga,30,1990,28,26,2259,25.1,0.04,0.04,0.04,0.04,0.07,0.08,0.07,0.08,11.0,5.0,45.5,6.0,54.5,64.66,7.97,36.65,27.21,1.16,0.6,64.66,0.44,0.2,0.24,36.89,195.7,119.44,0.84,0.16,0.0,0.2,0.08,39.2,0.24,1.0,0.0,1103.0,1348.0,81.8,23181.0,9992.0,316.0,365.0,86.6,604.0,667.0,90.6,172.0,283.0,60.8,0.0,0.0,0.03,-0.0,0.12,3.03,0.28,0.08,4.1,0.4,0.08,0.1,0.5,0.18,-0.8,-0.8
514,605,Lennart-Marten Czyborra,de GER,DF,Genoa,it Serie A,21,1999,17,15,1173,13.0,0.08,0.08,0.08,0.08,0.02,0.04,0.02,0.04,12.0,5.0,41.7,7.0,58.3,52.69,2.69,15.46,23.15,14.23,1.08,52.69,0.92,0.38,0.54,25.08,121.31,57.54,1.08,1.23,0.08,1.15,0.54,29.92,2.62,0.61,0.0,416.0,574.0,72.5,5970.0,2030.0,246.0,282.0,87.2,137.0,200.0,68.5,17.0,54.0,31.5,0.0,0.02,0.05,-0.02,0.31,1.38,0.85,0.46,2.0,0.38,0.15,0.2,0.5,0.04,0.8,0.8
515,606,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,31,1988,19,7,699,7.8,0.39,0.39,0.39,0.39,0.16,0.19,0.16,0.19,7.0,4.0,57.1,3.0,42.9,69.74,6.54,28.21,33.21,8.46,1.28,69.74,0.9,0.51,0.38,41.79,173.21,99.49,0.64,0.64,0.0,1.15,0.38,51.28,2.56,1.16,0.0,431.0,476.0,90.5,7052.0,2371.0,180.0,191.0,94.2,200.0,210.0,95.2,27.0,37.0,73.0,0.0,0.03,0.03,-0.03,0.38,4.49,0.13,0.13,4.49,1.03,0.77,0.38,0.5,0.16,1.7,1.7
516,607,Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,32,1988,30,30,2661,29.6,0.14,0.14,0.14,0.14,0.07,0.08,0.07,0.08,11.0,10.0,90.9,1.0,9.1,76.59,6.42,33.38,41.05,2.57,1.05,76.59,0.37,0.34,0.03,49.16,278.21,159.43,0.95,0.68,0.07,0.17,0.1,56.32,0.14,0.68,0.0,1784.0,2037.0,87.6,37006.0,13770.0,534.0,573.0,93.2,1006.0,1078.0,93.3,235.0,355.0,66.2,0.0,0.01,0.02,-0.01,0.17,4.8,0.17,0.03,4.9,0.78,0.37,0.17,0.36,0.09,1.9,1.9
517,608,Moanes Dabbur,il ISR,"FW,MF",Hoffenheim,de Bundesliga,28,1992,22,11,999,11.1,0.36,0.36,0.36,0.36,0.48,0.53,0.41,0.46,35.0,21.0,60.0,14.0,40.0,43.69,0.9,3.42,21.26,19.55,4.14,43.6,3.15,1.89,1.26,24.32,121.62,54.23,1.8,1.53,0.45,3.96,1.53,31.44,7.21,2.34,0.36,231.0,324.0,71.3,3253.0,955.0,130.0,167.0,77.8,74.0,88.0,84.1,10.0,21.0,47.6,0.0,0.05,0.12,-0.05,1.17,2.16,0.72,0.27,3.15,2.43,1.17,0.15,0.31,0.17,-1.3,-0.5
518,609,Bryan Dabo,bf BFA,MF,Benevento,it Serie A,28,1992,25,12,1117,12.4,0.0,0.0,0.0,0.0,0.06,0.09,0.06,0.09,29.0,19.0,65.5,10.0,34.5,56.69,2.34,10.24,32.42,14.92,1.69,56.69,2.34,1.53,0.81,29.92,177.1,90.16,2.02,1.94,0.24,2.34,0.65,38.55,3.55,1.85,0.16,437.0,570.0,76.7,7007.0,1927.0,229.0,277.0,82.7,158.0,197.0,80.2,33.0,53.0,62.3,0.0,0.02,0.04,-0.02,0.56,3.63,0.65,0.16,4.84,0.97,0.16,0.0,0.0,0.06,-0.7,-0.7
519,610,Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,21,1998,25,15,1357,15.1,0.07,0.2,0.07,0.2,0.05,0.11,0.05,0.11,11.0,7.0,63.6,4.0,36.4,70.93,2.45,16.16,31.99,23.11,2.12,70.93,0.73,0.46,0.26,40.93,188.08,107.28,2.52,2.19,0.79,0.99,0.79,50.26,7.28,1.59,0.13,832.0,944.0,88.1,10754.0,2589.0,524.0,565.0,92.7,247.0,276.0,89.5,14.0,28.0,50.0,0.13,0.07,0.08,0.07,0.79,2.45,0.79,0.33,2.91,0.46,0.07,0.14,1.0,0.1,0.3,0.3
520,612,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,24,1996,21,15,1258,14.0,0.07,0.14,0.07,0.14,0.04,0.14,0.04,0.14,25.0,22.0,88.0,3.0,12.0,75.36,1.71,15.29,47.0,14.43,0.71,75.36,1.79,1.57,0.21,45.0,254.79,107.57,1.5,2.07,0.29,1.64,1.5,54.36,2.14,2.5,0.43,792.0,926.0,85.5,14444.0,3340.0,317.0,345.0,91.9,350.0,391.0,89.5,94.0,129.0,72.9,0.07,0.1,0.11,-0.03,0.79,5.86,1.0,0.0,6.64,1.14,0.36,0.06,0.2,0.04,0.4,0.4
521,613,Leon Dajaku,de GER,FW,Union Berlin,de Bundesliga,19,2001,2,0,37,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,50.0,1.0,50.0,57.5,0.0,7.5,37.5,15.0,0.0,57.5,5.0,2.5,2.5,27.5,152.5,12.5,0.0,0.0,0.0,5.0,2.5,37.5,5.0,0.0,0.0,13.0,16.0,81.3,177.0,38.0,6.0,7.0,85.7,5.0,5.0,100.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
522,614,Stuart Dallas,nir NIR,"MF,DF",Leeds United,eng Premier League,29,1991,38,38,3409,37.9,0.21,0.26,0.21,0.26,0.11,0.16,0.11,0.16,33.0,22.0,66.7,11.0,33.3,68.6,2.27,18.23,34.27,16.78,1.53,68.6,0.87,0.58,0.29,38.92,216.17,113.54,2.51,1.79,0.26,1.4,0.9,46.09,3.32,2.35,0.18,1830.0,2235.0,81.9,27976.0,8737.0,1011.0,1113.0,90.8,654.0,783.0,83.5,109.0,206.0,52.9,0.05,0.05,0.06,0.01,0.69,4.06,1.0,0.21,6.15,1.27,0.48,0.17,0.44,0.09,3.8,3.8
523,615,Diogo Dalot,pt POR,DF,Milan,it Serie A,21,1999,21,10,1090,12.1,0.08,0.17,0.08,0.17,0.03,0.11,0.03,0.11,12.0,9.0,75.0,3.0,25.0,63.88,4.46,19.92,30.0,14.63,1.4,63.88,0.99,0.74,0.25,28.68,160.08,99.5,2.31,0.99,0.58,1.32,0.33,34.3,3.88,1.73,0.17,467.0,620.0,75.3,8777.0,3113.0,195.0,224.0,87.1,208.0,270.0,77.0,61.0,102.0,59.8,0.08,0.07,0.08,0.01,0.74,3.64,1.16,0.66,3.22,0.83,0.41,0.1,0.2,0.04,0.6,0.6
524,616,Mikkel Damsgaard,dk DEN,"MF,FW",Sampdoria,it Serie A,20,2000,35,18,1773,19.7,0.1,0.3,0.1,0.3,0.15,0.27,0.15,0.27,87.0,51.0,58.6,36.0,41.4,52.44,0.76,7.06,22.99,23.76,2.64,52.44,4.42,2.59,1.83,28.83,167.72,86.35,2.28,2.03,0.71,2.74,1.47,34.67,6.65,3.0,0.46,512.0,750.0,68.3,7508.0,2431.0,300.0,377.0,79.6,153.0,221.0,69.2,33.0,81.0,40.7,0.2,0.12,0.12,0.08,1.27,2.84,1.12,0.15,4.06,1.27,0.41,0.08,0.25,0.12,-0.9,-0.9
525,617,Flavius Daniliuc,at AUT,DF,Nice,fr Ligue 1,19,2001,23,15,1477,16.4,0.06,0.06,0.06,0.06,0.04,0.06,0.04,0.06,3.0,3.0,100.0,0.0,0.0,75.73,6.04,32.13,39.94,3.72,0.79,75.73,0.18,0.18,0.0,47.38,238.11,158.41,1.52,0.37,0.0,0.67,0.18,55.0,0.43,0.85,0.0,981.0,1117.0,87.8,17809.0,6646.0,402.0,433.0,92.8,497.0,535.0,92.9,76.0,127.0,59.8,0.0,0.02,0.03,-0.02,0.18,5.37,0.24,0.06,6.22,0.55,0.12,0.11,0.5,0.07,0.4,0.4
526,618,Danilo,br BRA,"DF,MF",Juventus,it Serie A,29,1991,34,32,2916,32.4,0.03,0.15,0.03,0.15,0.06,0.16,0.06,0.16,25.0,22.0,88.0,3.0,12.0,84.69,4.57,26.02,48.3,11.23,0.71,84.69,0.77,0.68,0.09,46.64,220.06,125.96,1.82,1.2,0.15,0.56,0.28,62.07,1.7,2.04,0.15,2184.0,2479.0,88.1,39579.0,12379.0,873.0,937.0,93.2,1094.0,1196.0,91.5,191.0,271.0,70.5,0.12,0.1,0.09,0.02,0.77,6.79,1.08,0.43,7.41,0.59,0.06,0.05,0.5,0.1,-0.9,-0.9
527,619,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,33,1987,15,15,1350,15.0,0.07,0.07,0.07,0.07,0.02,0.02,0.02,0.02,4.0,4.0,100.0,0.0,0.0,51.27,6.87,28.27,21.6,1.67,1.13,51.27,0.27,0.27,0.0,26.47,102.87,51.93,0.13,0.0,0.0,0.33,0.0,29.73,0.0,0.33,0.07,521.0,644.0,80.9,9263.0,4633.0,226.0,248.0,91.1,238.0,267.0,89.1,46.0,104.0,44.2,0.0,0.0,0.01,0.0,0.07,1.67,0.0,0.0,2.27,0.27,0.07,0.25,1.0,0.07,0.7,0.7
528,620,Tiago Dantas,pt POR,MF,Bayern Munich,de Bundesliga,19,2000,2,1,69,0.8,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.15,0.0,0.0,0.0,0.0,0.0,43.75,0.0,1.25,22.5,20.0,1.25,43.75,0.0,0.0,0.0,30.0,96.25,42.5,1.25,1.25,0.0,0.0,0.0,33.75,3.75,2.61,0.0,26.0,34.0,76.5,541.0,106.0,9.0,12.0,75.0,11.0,13.0,84.6,6.0,7.0,85.7,0.0,0.12,0.37,-0.12,1.25,2.5,2.5,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
529,621,Dante,br BRA,DF,Nice,fr Ligue 1,36,1983,9,9,774,8.6,0.23,0.35,0.23,0.35,0.1,0.12,0.1,0.12,1.0,1.0,100.0,0.0,0.0,88.02,9.3,43.84,42.56,1.74,1.28,88.02,0.12,0.12,0.0,62.33,293.6,170.81,0.35,0.23,0.0,0.23,0.12,70.7,0.0,0.93,0.12,628.0,696.0,90.2,11994.0,4901.0,221.0,233.0,94.8,331.0,349.0,94.8,73.0,105.0,69.5,0.12,0.02,0.03,0.09,0.23,2.79,0.23,0.0,3.14,0.81,0.23,0.29,1.0,0.12,1.1,1.1
