,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per_90,Pass_Dead_Shot_per_90,Take_Ons_Shot_per_90,Shot-Shot_per_90,Fouls_drawn_Shot_per_90,Defensive_Shot_per_90,Pass_Live_Goal_per_90,Pass_Dead_Goal_per_90,Take_Ons_Goal_per_90,Shot_Goal_per_90,Fouls_Drawn_Goal_per_90,Defensive_Goal_per_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Passes_Attempted_per_90,Live_Ball_Passes_per_90,Dead_Ball_Passes_per_90,Free_Kick_Passes_per_90,Through_Balls_per_90,Switches_per_90,Crosses_per_90,Throw_Ins_Taken_per_90,Corner_Kicks_per_90,In_Corner_Kicks_per_90,Out_Corner_Kicks_per_90,Str_Corner_Kicks_per_90,Passes_Cmp_per_90,Passes_Off_per_90,Passes_Blocked_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net,Percentage_of_Aerials_Won,Yellow_Cards_per_90,Red_Cards_per_90,Second_Yellow_Card_per_90,Fouls_Committed_per_90,Fouls_Drawn_per_90,Offsides_per_90,Interceptions_per_90,Tackles_Won_per_90,Penalty_Kicks_Won_per_90,Penalty_Kicks_Conceded_per_90,Ball_Recoveries_per_90,Aerials_Won_per_90,Aerials_Lost_per_90,Tackles_per_90,Tackles_Def_3rd_per_90,Tackles_Mid_3rd_per_90,Tackles_Att_3rd_per_90,Dribblers_Tackled_per_90,Dribblers_Challenged_per_90,Dribblers_Tackle_Lost_per_90,Blocks_per_90,Shots_Blocked_per_90,Tackles+Interceptions_per_90,Clearances_per_90,Errors_Shots_per_90,Dribblers_Tackle_W%,Seasons at top 5,Seasons in PL,Seasons in Liga,Seasons in Serie A,Seasons in Ligue 1,Seasons in Bundesliga
36,40,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,25.0,1998.0,19,12,1118,12.4,0.0,0.08,0.0,0.08,0.05,0.2,0.05,0.2,9.0,7.0,77.8,2.0,22.2,54.19,5.32,22.02,24.84,7.58,2.74,54.19,0.73,0.56,0.16,25.0,135.81,86.29,1.29,0.56,0.32,0.89,0.4,31.21,2.1,1.69,0.16,1.45,0.0,0.08,0.16,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,402.0,538.0,74.7,6834.0,2385.0,188.0,222.0,84.7,176.0,220.0,80.0,32.0,74.0,43.2,0.08,0.15,0.16,-0.06,0.73,2.98,0.16,0.16,2.98,43.39,39.27,4.11,0.73,0.08,0.73,0.89,3.39,0.0,0.0,0.0,0.0,32.42,0.0,0.73,0.48,0.08,0.0,0.0,0.11,-0.7,-0.7,71.7,0.32,0.0,0.0,1.29,0.32,0.08,1.21,0.97,0.0,0.0,2.26,3.06,1.21,1.85,1.21,0.56,0.08,1.29,2.02,0.73,1.13,0.48,3.06,3.95,0.08,64.0,1,1,0,0,0,0
41,45,Ilias Akhomach,es ESP,"MF,FW",Villarreal,es La Liga,19.0,2004.0,22,12,1122,12.5,0.08,0.24,0.08,0.24,0.16,0.32,0.16,0.32,88.0,39.0,44.3,42.0,47.7,43.84,0.72,5.44,16.24,22.88,3.76,43.84,7.04,3.12,3.36,28.16,197.12,112.4,3.76,2.48,1.44,2.96,2.0,31.68,9.04,3.13,0.24,2.0,0.16,0.56,0.08,0.32,0.0,0.16,0.0,0.08,0.0,0.0,0.0,271.0,358.0,75.7,3542.0,920.0,182.0,211.0,86.3,65.0,90.0,72.2,8.0,18.0,44.4,0.16,0.16,0.13,0.0,1.44,0.8,1.36,0.4,2.4,28.64,27.52,0.88,0.32,0.24,0.16,1.84,0.32,0.24,0.08,0.08,0.0,21.68,0.24,1.04,1.52,0.32,0.05,0.25,0.11,-1.1,-1.1,30.0,0.24,0.0,0.0,2.56,2.0,0.16,0.72,1.52,0.0,0.0,4.16,0.24,0.56,2.32,0.8,1.12,0.4,0.72,1.12,0.4,0.72,0.16,3.04,0.72,0.0,64.3,1,0,1,0,0,0
58,68,Nabil Alioui,fr FRA,"MF,FW",Le Havre,fr Ligue 1,25.0,1999.0,18,12,1009,11.2,0.36,0.45,0.36,0.45,0.21,0.41,0.21,0.41,38.0,15.0,39.5,21.0,55.3,43.3,0.54,4.46,20.0,19.73,2.95,43.3,3.39,1.34,1.88,30.36,174.82,75.54,1.96,1.79,0.62,2.05,1.52,29.29,6.43,3.56,0.18,2.14,0.98,0.27,0.18,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,228.0,358.0,63.7,3856.0,1464.0,118.0,151.0,78.1,64.0,92.0,69.6,35.0,83.0,42.2,0.09,0.2,0.22,-0.11,2.14,3.12,1.34,0.27,3.84,31.96,25.8,5.89,1.52,0.54,0.09,4.82,0.09,3.21,2.05,1.16,0.0,20.36,0.27,1.25,2.5,0.8,0.14,0.44,0.09,1.6,1.6,50.0,0.09,0.0,0.0,0.89,1.79,0.45,0.27,0.18,0.0,0.0,3.21,0.89,0.89,0.27,0.18,0.09,0.0,0.18,0.36,0.18,0.54,0.09,0.54,0.36,0.0,50.0,1,0,0,0,1,0
63,74,Pontus Almqvist,se SWE,FW,Lecce,it Serie A,24.0,1999.0,21,19,1624,18.0,0.11,0.11,0.11,0.11,0.1,0.17,0.1,0.17,81.0,31.0,38.3,39.0,48.1,34.5,0.33,3.94,14.67,16.44,3.44,34.5,4.5,1.72,2.17,23.0,189.72,90.67,3.44,2.11,1.56,2.61,1.89,25.17,6.22,2.83,0.33,1.72,0.06,0.39,0.22,0.39,0.06,0.17,0.0,0.0,0.0,0.11,0.06,279.0,374.0,74.6,3755.0,815.0,174.0,216.0,80.6,71.0,101.0,70.3,14.0,16.0,87.5,0.0,0.07,0.06,-0.07,1.11,0.67,0.44,0.17,1.39,20.78,20.44,0.33,0.11,0.06,0.0,0.94,0.17,0.06,0.06,0.0,0.0,15.5,0.0,0.67,1.72,0.55,0.06,0.2,0.06,0.2,0.2,37.5,0.22,0.0,0.0,1.17,1.61,0.06,0.56,1.17,0.11,0.0,2.89,0.5,0.83,1.83,0.61,0.83,0.39,0.83,2.11,1.28,1.0,0.06,2.39,0.44,0.0,39.5,1,0,0,1,0,0
67,78,Edson Álvarez,mx MEX,MF,West Ham,eng Premier League,26.0,1997.0,23,22,1833,20.4,0.05,0.1,0.05,0.1,0.06,0.08,0.06,0.08,30.0,21.0,70.0,8.0,26.7,60.64,5.98,22.16,32.4,6.76,0.64,60.64,1.47,1.03,0.39,33.77,200.54,87.01,0.83,0.93,0.05,1.27,0.93,36.57,1.03,1.23,0.1,0.88,0.0,0.1,0.15,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,808.0,944.0,85.6,13280.0,3959.0,403.0,443.0,91.0,317.0,351.0,90.3,65.0,104.0,62.5,0.05,0.02,0.03,0.03,0.44,3.24,0.2,0.0,3.19,46.27,45.44,0.64,0.54,0.1,0.25,0.15,0.1,0.0,0.0,0.0,0.0,39.61,0.2,0.54,0.74,0.15,0.07,0.33,0.08,-0.2,-0.2,45.3,0.44,0.0,0.0,1.27,0.29,0.05,1.47,1.47,0.0,0.05,6.08,1.18,1.42,2.99,1.81,0.98,0.2,1.08,2.16,1.08,1.96,0.78,4.46,3.38,0.0,50.0,1,1,0,0,0,0
76,89,Zeki Amdouni,ch SUI,FW,Burnley,eng Premier League,23.0,2000.0,26,25,1758,19.5,0.2,0.26,0.2,0.26,0.22,0.29,0.22,0.29,83.0,27.0,32.5,44.0,53.0,35.74,1.23,4.36,17.59,14.72,3.03,35.74,4.26,1.38,2.26,20.97,148.41,73.33,2.87,1.33,0.92,2.87,1.28,22.82,4.15,2.2,0.15,1.33,0.0,0.26,0.31,0.21,0.1,0.05,0.0,0.1,0.0,0.0,0.0,351.0,448.0,78.3,5648.0,1090.0,184.0,230.0,80.0,129.0,148.0,87.2,24.0,33.0,72.7,0.05,0.07,0.06,-0.02,0.77,1.38,0.41,0.0,2.31,22.97,20.46,2.31,0.1,0.31,0.05,0.41,0.0,0.1,0.0,0.0,0.0,18.0,0.21,0.92,1.95,0.97,0.11,0.21,0.11,-0.2,-0.2,21.0,0.05,0.0,0.0,0.97,1.69,0.1,0.36,0.82,0.0,0.0,3.69,0.67,2.51,1.28,0.05,0.67,0.56,0.36,1.18,0.82,1.03,0.46,1.64,0.51,0.0,30.4,1,1,0,0,0,0
100,115,Julian Araujo,mx MEX,DF,Las Palmas,es La Liga,22.0,2001.0,20,11,1134,12.6,0.08,0.08,0.08,0.08,0.05,0.13,0.05,0.13,13.0,7.0,53.8,5.0,38.5,61.19,4.92,19.05,32.06,10.56,0.95,61.19,1.03,0.56,0.4,27.54,110.63,55.32,1.67,0.95,0.24,2.06,0.16,32.62,2.62,1.9,0.08,1.59,0.16,0.08,0.0,0.0,0.08,0.08,0.0,0.0,0.0,0.0,0.0,507.0,623.0,81.4,8509.0,3008.0,242.0,274.0,88.3,228.0,274.0,83.2,32.0,51.0,62.7,0.0,0.08,0.06,-0.08,1.11,3.89,0.87,0.32,4.29,49.44,41.27,8.1,1.27,0.0,0.08,1.51,6.83,0.0,0.0,0.0,0.0,40.24,0.08,0.87,0.4,0.16,0.2,0.5,0.13,0.4,0.4,52.3,0.32,0.0,0.0,0.87,0.32,0.16,0.79,1.27,0.0,0.0,4.68,1.83,1.67,2.38,1.59,0.4,0.4,1.43,2.14,0.71,1.43,0.95,3.17,3.33,0.08,66.7,1,0,1,0,0,0
104,122,Jesús Areso,es ESP,DF,Osasuna,es La Liga,24.0,1999.0,26,19,1771,19.7,0.05,0.15,0.05,0.15,0.0,0.13,0.0,0.13,53.0,28.0,52.8,23.0,43.4,57.87,2.74,12.79,22.99,22.84,0.81,57.87,2.69,1.42,1.17,24.72,145.84,76.45,2.23,1.83,0.25,1.88,0.61,29.85,5.99,2.24,0.3,1.93,0.2,0.1,0.0,0.0,0.0,0.25,0.0,0.05,0.0,0.0,0.0,707.0,943.0,75.0,11705.0,4993.0,351.0,395.0,88.9,290.0,385.0,75.3,51.0,107.0,47.7,0.1,0.13,0.11,-0.03,1.12,2.54,1.37,0.86,3.71,47.87,35.33,12.49,0.81,0.05,0.2,3.71,11.68,0.0,0.0,0.0,0.0,35.89,0.05,1.68,0.2,0.1,0.25,0.5,0.02,0.9,0.9,57.6,0.05,0.0,0.0,0.96,0.56,0.05,0.56,0.71,0.0,0.0,4.67,0.96,0.71,1.47,0.76,0.51,0.2,0.91,1.17,0.25,1.27,0.46,2.03,2.18,0.0,78.3,1,0,1,0,0,0
113,131,Sergio Arribas,es ESP,"MF,FW",Almería,es La Liga,22.0,2001.0,27,19,1744,19.4,0.31,0.41,0.31,0.41,0.36,0.5,0.36,0.5,41.0,12.0,29.3,27.0,65.9,41.6,0.57,5.21,19.28,17.73,3.4,41.6,2.11,0.62,1.39,22.47,120.72,65.26,2.22,1.39,0.46,1.7,0.67,25.88,4.07,3.61,0.21,2.53,0.46,0.05,0.21,0.31,0.05,0.1,0.0,0.0,0.0,0.05,0.05,449.0,581.0,77.3,6275.0,1755.0,273.0,315.0,86.7,126.0,150.0,84.0,23.0,61.0,37.7,0.1,0.14,0.12,-0.04,1.75,2.11,1.03,0.05,3.4,29.95,26.29,3.51,1.39,0.15,0.21,2.37,0.26,1.13,0.62,0.31,0.0,23.14,0.15,0.88,2.63,0.88,0.12,0.35,0.14,-1.0,-1.0,43.9,0.0,0.0,0.0,0.62,1.86,0.05,0.67,0.77,0.0,0.0,3.97,0.93,1.19,1.6,0.82,0.72,0.05,0.62,1.39,0.77,0.88,0.05,2.27,0.41,0.05,44.4,1,0,1,0,0,0
123,145,Pierre-Emerick Aubameyang,ga GAB,FW,Marseille,fr Ligue 1,34.0,1989.0,24,20,1763,19.6,0.46,0.82,0.36,0.71,0.67,0.92,0.59,0.84,22.0,10.0,45.5,11.0,50.0,33.27,1.12,3.21,13.32,17.09,5.61,33.16,1.12,0.51,0.56,24.39,143.98,56.12,2.24,0.97,1.33,1.02,0.82,23.42,8.27,2.71,0.61,1.79,0.0,0.15,0.66,0.1,0.0,0.36,0.0,0.05,0.2,0.0,0.0,317.0,456.0,69.5,4473.0,1051.0,187.0,248.0,75.4,97.0,134.0,72.4,12.0,29.0,41.4,0.36,0.25,0.17,0.11,1.07,1.12,0.97,0.2,2.19,23.27,21.48,1.68,0.05,0.15,0.0,1.43,0.15,0.0,0.0,0.0,0.0,16.17,0.1,1.12,3.73,1.48,0.1,0.24,0.16,-4.2,-4.6,36.2,0.1,0.0,0.0,0.15,0.71,0.61,0.41,0.46,0.0,0.0,2.55,0.87,1.53,0.66,0.1,0.46,0.1,0.2,0.77,0.56,1.02,0.26,1.07,0.97,0.0,26.7,1,0,0,0,1,0
130,155,Neil El Aynaoui,fr FRA,MF,Lens,fr Ligue 1,22.0,2001.0,18,11,1044,11.6,0.09,0.17,0.09,0.17,0.18,0.23,0.18,0.23,27.0,10.0,37.0,11.0,40.7,50.52,2.67,9.66,29.14,12.16,2.59,50.52,2.33,0.86,0.95,36.98,207.93,78.71,1.72,1.64,0.09,1.72,0.86,33.71,2.59,1.21,0.09,0.86,0.0,0.0,0.09,0.17,0.09,0.09,0.0,0.0,0.0,0.0,0.0,375.0,437.0,85.8,5443.0,1316.0,190.0,222.0,85.6,136.0,148.0,91.9,17.0,27.0,63.0,0.09,0.05,0.07,0.03,0.86,3.19,0.78,0.09,3.79,37.67,37.16,0.43,0.34,0.17,0.0,0.43,0.09,0.0,0.0,0.0,0.0,32.33,0.09,0.43,1.38,0.52,0.06,0.17,0.13,-1.1,-1.1,47.6,0.09,0.0,0.0,1.55,2.33,0.09,1.55,0.69,0.0,0.0,5.34,0.86,0.95,1.72,0.69,0.86,0.17,0.78,2.24,1.47,1.38,0.34,3.28,1.38,0.09,34.6,1,0,0,0,1,0
141,166,Milan Badelj,hr CRO,MF,Genoa,it Serie A,35.0,1989.0,23,23,1814,20.2,0.0,0.15,0.0,0.15,0.04,0.07,0.04,0.07,21.0,13.0,61.9,7.0,33.3,59.16,2.72,14.8,36.04,8.86,0.74,59.16,1.04,0.64,0.35,31.78,126.53,59.11,0.59,0.5,0.05,0.94,0.64,37.52,0.89,1.98,0.5,1.78,0.05,0.05,0.05,0.05,0.0,0.4,0.0,0.05,0.05,0.0,0.0,808.0,994.0,81.3,13818.0,4792.0,358.0,404.0,88.6,347.0,396.0,87.6,71.0,128.0,55.5,0.15,0.04,0.05,0.11,0.69,4.9,0.74,0.2,5.25,49.21,46.83,2.18,1.39,0.15,0.45,0.54,0.25,0.0,0.0,0.0,0.0,40.0,0.2,0.79,0.74,0.15,0.0,0.0,0.05,-0.7,-0.7,47.6,0.25,0.0,0.0,0.89,0.5,0.0,1.88,1.09,0.0,0.0,6.78,0.5,0.54,1.98,0.89,0.99,0.1,1.04,2.23,1.19,1.58,0.35,3.86,1.78,0.05,46.7,1,0,0,1,0,0
142,167,Matthias Bader,de GER,"DF,MF",Darmstadt 98,de Bundesliga,26.0,1997.0,19,17,1458,16.2,0.06,0.19,0.06,0.19,0.04,0.17,0.04,0.17,37.0,12.0,32.4,20.0,54.1,58.09,2.53,19.38,25.31,14.07,1.3,58.09,2.28,0.74,1.23,30.49,173.09,89.32,1.91,1.67,0.19,1.67,0.74,31.79,3.58,2.47,0.25,2.04,0.12,0.0,0.12,0.06,0.12,0.19,0.0,0.0,0.0,0.0,0.06,572.0,762.0,75.1,10580.0,3363.0,224.0,261.0,85.8,281.0,335.0,83.9,59.0,116.0,50.9,0.12,0.14,0.2,-0.01,1.05,2.04,1.23,0.37,3.7,47.04,38.58,8.15,0.25,0.06,0.49,1.73,7.9,0.0,0.0,0.0,0.0,35.31,0.31,1.6,0.86,0.06,0.07,1.0,0.05,0.4,0.4,39.1,0.06,0.0,0.0,0.99,1.98,0.06,1.3,1.23,0.0,0.0,6.67,0.56,0.86,2.53,1.54,0.56,0.43,1.67,3.15,1.48,1.17,0.25,3.83,1.11,0.0,52.9,1,0,0,0,0,1
146,171,Leon Bailey,jm JAM,"MF,FW",Aston Villa,eng Premier League,26.0,1997.0,25,14,1334,14.8,0.54,1.08,0.54,1.08,0.3,0.76,0.3,0.76,84.0,38.0,45.2,36.0,42.9,46.76,0.74,6.76,14.8,25.95,6.42,46.76,5.68,2.57,2.43,32.5,241.15,115.41,4.86,2.23,2.16,2.36,1.76,34.86,11.01,4.79,0.67,3.45,0.34,0.47,0.47,0.07,0.0,0.41,0.07,0.07,0.14,0.0,0.0,380.0,517.0,73.5,6033.0,1550.0,209.0,255.0,82.0,124.0,160.0,77.5,35.0,54.0,64.8,0.54,0.45,0.37,0.09,2.43,1.55,1.76,0.2,3.24,34.93,33.51,1.28,0.07,0.54,0.34,3.04,0.2,1.01,0.68,0.0,0.0,25.68,0.14,1.76,2.7,1.01,0.2,0.53,0.11,3.5,3.5,40.7,0.27,0.0,0.0,1.08,1.01,0.41,0.47,0.2,0.0,0.0,5.0,0.74,1.08,0.41,0.2,0.07,0.14,0.14,0.68,0.54,0.74,0.07,0.88,0.34,0.0,20.0,1,1,0,0,0,0
153,178,Dilane Bakwa,fr FRA,"FW,MF",Strasbourg,fr Ligue 1,21.0,2002.0,22,16,1418,15.8,0.13,0.19,0.13,0.19,0.14,0.31,0.14,0.31,74.0,33.0,44.6,36.0,48.6,47.47,1.01,5.7,18.92,23.73,2.85,47.47,4.68,2.09,2.28,32.53,228.8,110.95,3.48,3.16,0.82,1.9,1.77,30.32,8.42,4.38,0.13,1.96,1.33,0.44,0.19,0.38,0.06,0.0,0.13,0.0,0.0,0.0,0.0,367.0,547.0,67.1,6203.0,1921.0,181.0,226.0,80.1,127.0,177.0,71.8,41.0,99.0,41.4,0.06,0.16,0.17,-0.1,1.9,1.71,1.58,0.38,3.42,34.62,28.04,6.46,1.96,0.25,0.06,6.46,1.14,3.35,1.9,1.2,0.06,23.23,0.13,1.2,1.97,0.7,0.06,0.18,0.07,-0.2,-0.2,44.0,0.19,0.06,0.0,1.77,3.23,0.19,1.08,1.14,0.0,0.0,4.87,0.7,0.89,1.52,0.57,0.7,0.25,0.51,2.09,1.58,0.89,0.0,2.59,0.51,0.0,24.2,1,0,0,0,1,0
166,195,Mattia Bani,it ITA,DF,Genoa,it Serie A,30.0,1993.0,22,22,1862,20.7,0.1,0.1,0.1,0.1,0.06,0.06,0.06,0.06,3.0,1.0,33.3,1.0,33.3,55.94,9.28,35.56,19.08,1.5,0.77,55.94,0.14,0.05,0.05,30.19,136.76,61.01,0.19,0.1,0.0,0.43,0.1,32.95,0.19,0.24,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,783.0,938.0,83.5,15308.0,5701.0,261.0,289.0,90.3,430.0,466.0,92.3,83.0,156.0,53.2,0.0,0.0,0.0,-0.0,0.1,1.59,0.05,0.0,1.35,45.31,41.59,3.48,2.03,0.0,0.05,0.05,0.24,0.0,0.0,0.0,0.0,37.83,0.24,0.39,0.39,0.19,0.25,0.5,0.15,0.8,0.8,52.7,0.39,0.0,0.0,0.68,1.16,0.1,0.82,0.43,0.0,0.0,4.2,1.88,1.69,1.01,0.72,0.24,0.05,0.48,0.97,0.48,2.08,1.3,1.84,4.73,0.05,50.0,1,0,0,1,0,0
173,205,Ross Barkley,eng ENG,MF,Luton Town,eng Premier League,30.0,1993.0,21,19,1696,18.8,0.16,0.32,0.16,0.32,0.15,0.33,0.15,0.33,74.0,49.0,66.2,23.0,31.1,62.18,2.5,13.09,34.31,16.44,1.38,62.18,3.94,2.61,1.22,34.41,232.82,99.84,1.7,1.6,0.16,0.85,1.44,38.19,1.12,4.14,0.42,2.55,0.43,0.53,0.32,0.16,0.16,0.27,0.05,0.0,0.05,0.05,0.0,778.0,951.0,81.8,13761.0,4214.0,355.0,396.0,89.6,299.0,333.0,89.8,94.0,152.0,61.8,0.16,0.18,0.11,-0.02,1.97,4.89,1.06,0.0,5.85,50.59,45.59,4.68,3.03,0.21,0.9,1.6,0.43,0.59,0.37,0.21,0.0,41.38,0.32,1.01,2.49,0.48,0.06,0.33,0.06,0.1,0.1,55.0,0.21,0.0,0.0,0.74,1.6,0.0,0.96,0.8,0.0,0.0,7.5,1.76,1.44,1.97,0.69,0.9,0.37,0.37,1.7,1.33,0.9,0.32,2.93,2.13,0.11,21.9,1,1,0,0,0,0
177,209,Enzo Barrenechea,ar ARG,MF,Frosinone,it Serie A,22.0,2001.0,26,22,1916,21.3,0.0,0.05,0.0,0.05,0.02,0.08,0.02,0.08,13.0,6.0,46.2,6.0,46.2,74.08,3.71,21.6,45.54,7.61,0.52,74.08,0.61,0.28,0.28,36.15,146.29,55.26,0.38,0.42,0.0,0.7,0.61,47.65,0.85,1.46,0.09,1.31,0.05,0.05,0.05,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,1156.0,1347.0,85.8,19254.0,5260.0,543.0,593.0,91.6,484.0,549.0,88.2,97.0,145.0,66.9,0.05,0.06,0.04,-0.01,0.75,4.98,0.23,0.0,5.02,63.24,59.86,3.19,2.77,0.05,0.56,0.0,0.05,0.0,0.0,0.0,0.0,54.27,0.19,0.75,0.61,0.09,0.0,0.0,0.03,-0.4,-0.4,50.0,0.38,0.0,0.0,1.03,1.64,0.0,1.13,1.55,0.0,0.0,7.75,1.55,1.55,2.39,1.08,0.99,0.33,1.08,2.54,1.46,1.46,0.28,3.52,2.07,0.09,42.6,1,0,0,1,0,0
178,210,Ander Barrenetxea,es ESP,"FW,MF",Real Sociedad,es La Liga,22.0,2001.0,20,14,989,11.0,0.27,0.36,0.27,0.36,0.22,0.31,0.22,0.31,67.0,31.0,46.3,28.0,41.8,52.18,0.45,4.64,19.36,28.91,4.27,52.18,6.09,2.82,2.55,35.91,249.09,103.91,4.0,2.64,1.45,3.27,3.18,38.09,10.91,2.82,0.27,1.82,0.0,0.45,0.18,0.18,0.18,0.09,0.0,0.0,0.18,0.0,0.0,258.0,398.0,64.8,3957.0,875.0,156.0,194.0,80.4,77.0,124.0,62.1,16.0,33.0,48.5,0.09,0.09,0.06,0.0,0.82,0.91,0.82,0.27,2.45,36.18,35.55,0.27,0.0,0.09,0.45,3.18,0.27,0.0,0.0,0.0,0.0,23.45,0.36,1.73,2.37,0.91,0.12,0.3,0.11,0.6,0.6,36.7,0.09,0.0,0.0,1.55,1.45,0.18,0.45,1.09,0.0,0.0,5.64,1.0,1.73,2.0,0.27,1.18,0.55,0.64,1.91,1.27,0.82,0.09,2.45,0.27,0.0,33.3,1,0,1,0,0,0
179,211,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,20.0,2003.0,17,12,1138,12.6,0.0,0.08,0.0,0.08,0.03,0.16,0.03,0.16,39.0,31.0,79.5,7.0,17.9,64.84,2.06,14.68,38.1,13.02,0.71,64.84,3.1,2.46,0.56,38.97,237.14,110.0,2.7,2.22,0.24,2.38,1.35,46.11,2.7,2.29,0.16,1.9,0.0,0.16,0.08,0.0,0.16,0.16,0.0,0.0,0.0,0.0,0.0,551.0,664.0,83.0,8877.0,2750.0,293.0,335.0,87.5,211.0,241.0,87.6,38.0,55.0,69.1,0.08,0.13,0.06,-0.05,0.71,5.0,0.95,0.0,5.87,52.7,51.19,0.87,0.63,0.24,0.24,0.79,0.16,0.08,0.0,0.0,0.0,43.73,0.63,0.79,0.71,0.4,0.0,0.0,0.04,-0.4,-0.4,50.0,0.24,0.0,0.0,1.19,1.35,0.0,1.75,1.43,0.0,0.0,6.19,0.71,0.71,2.7,0.95,1.67,0.08,1.19,2.54,1.35,1.43,0.08,4.44,1.43,0.16,46.9,1,0,1,0,0,0
186,218,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,24.0,1999.0,18,14,1313,14.6,0.07,0.07,0.07,0.07,0.01,0.02,0.01,0.02,10.0,7.0,70.0,2.0,20.0,74.11,9.11,39.11,34.38,1.58,0.41,74.11,0.68,0.48,0.14,46.58,245.96,123.77,0.48,0.48,0.07,0.48,0.27,50.41,0.27,0.34,0.07,0.27,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,821.0,955.0,86.0,15601.0,5167.0,283.0,296.0,95.6,436.0,481.0,90.6,86.0,145.0,59.3,0.0,0.0,0.01,0.0,0.07,2.67,0.07,0.0,2.33,65.41,61.99,3.36,1.3,0.0,0.62,0.07,0.14,0.0,0.0,0.0,0.0,56.23,0.07,0.68,0.21,0.07,0.33,1.0,0.07,0.8,0.8,57.1,0.27,0.07,0.07,0.75,0.48,0.14,1.44,1.03,0.0,0.0,6.51,1.37,1.03,1.71,1.03,0.62,0.07,0.55,0.82,0.27,1.3,0.55,3.15,2.95,0.21,66.7,1,1,0,0,0,0
195,230,Adrian Beck,de GER,"MF,FW",Heidenheim,de Bundesliga,26.0,1997.0,21,10,927,10.3,0.1,0.19,0.1,0.19,0.17,0.25,0.17,0.25,31.0,19.0,61.3,12.0,38.7,51.94,1.07,8.35,28.35,15.83,3.01,51.94,3.01,1.84,1.17,28.74,162.04,67.28,1.65,0.97,0.0,2.23,1.75,31.55,4.17,2.81,0.39,2.14,0.0,0.29,0.29,0.0,0.1,0.29,0.0,0.0,0.1,0.0,0.0,296.0,411.0,72.0,4794.0,992.0,153.0,196.0,78.1,113.0,140.0,80.7,21.0,34.0,61.8,0.1,0.08,0.06,0.02,1.07,2.33,0.49,0.0,2.52,39.9,38.16,1.55,0.29,0.19,0.49,0.58,0.1,0.0,0.0,0.0,0.0,28.74,0.19,1.55,1.17,0.29,0.08,0.33,0.15,-0.7,-0.7,40.5,0.1,0.0,0.0,1.26,0.87,0.19,0.39,1.07,0.0,0.0,6.89,1.65,2.43,1.94,0.58,1.17,0.19,0.78,2.14,1.36,1.55,0.0,2.33,1.36,0.0,36.4,1,0,0,0,0,1
