,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per_90,Pass_Dead_Shot_per_90,Take_Ons_Shot_per_90,Shot-Shot_per_90,Fouls_drawn_Shot_per_90,Defensive_Shot_per_90,Pass_Live_Goal_per_90,Pass_Dead_Goal_per_90,Take_Ons_Goal_per_90,Shot_Goal_per_90,Fouls_Drawn_Goal_per_90,Defensive_Goal_per_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Passes_Attempted_per_90,Live_Ball_Passes_per_90,Dead_Ball_Passes_per_90,Free_Kick_Passes_per_90,Through_Balls_per_90,Switches_per_90,Crosses_per_90,Throw_Ins_Taken_per_90,Corner_Kicks_per_90,In_Corner_Kicks_per_90,Out_Corner_Kicks_per_90,Str_Corner_Kicks_per_90,Passes_Cmp_per_90,Passes_Off_per_90,Passes_Blocked_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net,Percentage_of_Aerials_Won,Yellow_Cards_per_90,Red_Cards_per_90,Second_Yellow_Card_per_90,Fouls_Committed_per_90,Fouls_Drawn_per_90,Offsides_per_90,Interceptions_per_90,Tackles_Won_per_90,Penalty_Kicks_Won_per_90,Penalty_Kicks_Conceded_per_90,Ball_Recoveries_per_90,Aerials_Won_per_90,Aerials_Lost_per_90,Tackles_per_90,Tackles_Def_3rd_per_90,Tackles_Mid_3rd_per_90,Tackles_Att_3rd_per_90,Dribblers_Tackled_per_90,Dribblers_Challenged_per_90,Dribblers_Tackle_Lost_per_90,Blocks_per_90,Shots_Blocked_per_90,Tackles+Interceptions_per_90,Clearances_per_90,Errors_Shots_per_90,Dribblers_Tackle_W%,Seasons at top 5,Seasons in PL,Seasons in Liga,Seasons in Serie A,Seasons in Ligue 1,Seasons in Bundesliga
1199,43.0,Rayan Aït Nouri,dz ALG,DF,Wolves,eng Premier League,21.0,2001.0,21.0,9.0,1076,12.0,0.08,0.08,0.08,0.08,0.06,0.14,0.06,0.14,50.0,28.0,56.0,18.0,36.0,61.67,3.33,20.0,23.25,19.42,2.33,61.67,4.17,2.33,1.5,32.92,188.33,103.67,2.5,1.08,0.83,2.33,1.0,37.83,6.33,1.93,0.0,1.17,0.17,0.33,0.08,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,470.0,578.0,81.3,7079.0,2353.0,268.0,300.0,89.3,169.0,205.0,82.4,20.0,32.0,62.5,0.0,0.08,0.08,-0.08,0.58,2.42,1.17,0.42,3.58,48.17,40.58,7.42,0.42,0.0,0.17,1.75,6.75,0.25,0.08,0.17,0.0,39.17,0.17,1.5,0.84,0.42,0.1,0.2,0.07,0.3,0.3,45.2,0.33,0.0,0.0,1.25,0.92,0.25,0.75,1.67,0.0,0.08,5.08,1.17,1.42,2.75,2.08,0.58,0.08,0.75,1.25,0.5,0.25,0.0,3.5,2.33,0.0,60.0,1,1,0,0,0,0
1200,48.0,Manuel Akanji,ch SUI,DF,Manchester City,eng Premier League,27.0,1995.0,29.0,24.0,2287,25.4,0.0,0.04,0.0,0.04,0.05,0.07,0.05,0.07,12.0,6.0,50.0,3.0,25.0,87.83,4.76,32.09,49.13,6.93,1.34,87.83,0.47,0.24,0.12,60.79,332.4,198.39,0.94,1.57,0.04,0.47,0.12,68.27,0.67,0.91,0.0,0.87,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1912.0,2056.0,93.0,32634.0,10258.0,867.0,902.0,96.1,903.0,945.0,95.6,117.0,166.0,70.5,0.0,0.02,0.04,0.02,0.28,5.51,0.12,0.04,4.57,80.94,78.7,2.17,1.1,0.0,0.31,0.24,1.06,0.0,0.0,0.0,0.0,75.28,0.08,0.31,0.59,0.08,0.0,0.0,0.09,-1.3,-1.3,40.4,0.08,0.0,0.0,0.94,0.47,0.0,0.63,0.98,0.0,0.0,5.35,0.91,1.34,1.42,0.59,0.71,0.12,0.91,1.42,0.51,1.06,0.35,2.05,1.3,0.04,63.9,1,1,0,0,0,0
1203,56.0,David Alaba,at AUT,DF,Real Madrid,es La Liga,30.0,1992.0,23.0,21.0,1838,20.4,0.05,0.2,0.05,0.2,0.04,0.09,0.04,0.09,4.0,3.0,75.0,1.0,25.0,63.38,6.72,26.03,25.98,11.76,1.08,63.38,0.2,0.15,0.05,38.19,174.8,101.47,0.78,1.18,0.1,0.34,0.25,45.98,2.94,1.32,0.2,1.13,0.15,0.0,0.05,0.0,0.0,0.15,0.0,0.0,0.05,0.0,0.0,1042.0,1189.0,87.6,15258.0,5475.0,601.0,626.0,96.0,340.0,388.0,87.6,53.0,99.0,53.5,0.0,0.05,0.06,0.09,0.78,3.33,0.44,0.2,3.28,58.28,53.04,4.8,2.21,0.2,0.15,1.27,2.25,0.15,0.15,0.0,0.0,51.08,0.44,0.54,0.69,0.15,0.07,0.33,0.06,0.2,0.2,57.9,0.15,0.0,0.0,0.44,0.15,0.0,0.69,0.54,0.0,0.05,4.61,0.54,0.39,0.74,0.39,0.2,0.15,0.44,0.74,0.29,0.88,0.44,1.42,1.81,0.05,60.0,1,0,1,0,0,0
1204,61.0,Luis Alberto,es ESP,MF,Lazio,it Serie A,29.0,1992.0,35.0,27.0,2442,27.1,0.22,0.48,0.18,0.44,0.16,0.42,0.1,0.36,41.0,19.0,46.3,20.0,48.8,81.81,1.07,9.93,47.42,25.13,1.59,81.73,1.51,0.7,0.74,45.9,207.82,118.6,2.69,2.8,0.37,1.22,1.14,60.22,3.47,4.24,0.55,2.95,1.11,0.0,0.15,0.0,0.04,0.48,0.07,0.0,0.0,0.0,0.0,1640.0,1988.0,82.5,25338.0,8690.0,905.0,986.0,91.8,560.0,646.0,86.7,116.0,238.0,48.7,0.0,0.26,0.23,0.0,2.44,7.75,2.07,0.04,9.15,73.36,63.91,9.08,2.99,0.52,0.26,5.42,0.26,4.32,2.03,1.81,0.0,60.52,0.37,1.11,1.66,0.63,0.11,0.29,0.06,1.6,2.3,38.1,0.15,0.0,0.0,0.55,0.48,0.07,0.33,1.07,0.0,0.0,5.98,0.3,0.48,1.81,0.66,0.74,0.41,0.85,2.66,1.81,1.29,0.22,2.14,0.15,0.0,31.9,1,0,0,1,0,0
1205,62.0,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,36.0,1985.0,25.0,24.0,2119,23.5,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,7.0,4.0,57.1,3.0,42.9,71.79,9.49,36.43,33.87,1.87,0.38,71.79,0.3,0.17,0.13,44.55,294.81,196.43,0.51,0.43,0.0,0.47,0.21,49.02,0.13,0.51,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1303.0,1472.0,88.5,28074.0,10667.0,321.0,349.0,92.0,757.0,811.0,93.3,215.0,287.0,74.9,0.0,0.0,0.02,0.0,0.09,4.17,0.21,0.0,4.26,62.64,60.77,1.79,1.45,0.0,0.64,0.04,0.0,0.0,0.0,0.0,0.0,55.45,0.09,0.3,0.08,0.04,0.0,0.0,0.05,-0.1,-0.1,60.3,0.26,0.0,0.0,0.72,0.55,0.04,0.6,0.72,0.0,0.0,4.6,1.62,1.06,1.06,0.72,0.26,0.09,0.6,0.77,0.17,0.72,0.55,1.66,4.72,0.0,77.8,1,0,1,0,0,0
1206,66.0,Rubén Alcaraz,es ESP,MF,Cádiz,es La Liga,31.0,1991.0,31.0,22.0,2043,22.7,0.13,0.13,0.04,0.04,0.18,0.23,0.07,0.13,24.0,12.0,50.0,10.0,41.7,56.65,2.82,13.61,33.83,9.87,0.97,56.52,1.06,0.53,0.44,31.5,163.57,69.91,1.32,1.19,0.13,1.5,1.37,34.14,0.88,2.07,0.09,1.5,0.4,0.04,0.04,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,827.0,1046.0,79.1,16517.0,4831.0,331.0,386.0,85.8,340.0,388.0,87.6,138.0,219.0,63.0,0.0,0.06,0.05,-0.06,0.88,4.1,0.7,0.35,4.63,46.08,43.08,2.78,1.94,0.26,1.19,1.94,0.0,0.66,0.4,0.09,0.09,36.43,0.22,0.75,1.37,0.18,0.03,0.25,0.05,-1.0,-0.6,50.8,0.48,0.04,0.04,1.98,1.45,0.0,0.84,1.37,0.0,0.04,7.0,1.32,1.28,1.89,1.06,0.79,0.04,0.84,2.38,1.54,1.01,0.35,2.73,1.63,0.0,35.2,1,0,1,0,0,0
1207,67.0,Omar Alderete,py PAR,DF,Getafe,es La Liga,25.0,1996.0,25.0,23.0,2047,22.7,0.04,0.09,0.04,0.09,0.03,0.06,0.03,0.06,22.0,17.0,77.3,5.0,22.7,49.07,5.2,20.18,26.04,3.57,1.1,49.07,0.97,0.75,0.22,23.3,125.24,85.33,1.23,0.66,0.09,0.66,0.35,23.48,0.35,1.06,0.13,0.97,0.0,0.0,0.09,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,509.0,877.0,58.0,11252.0,5744.0,153.0,218.0,70.2,260.0,351.0,74.1,94.0,268.0,35.1,0.0,0.04,0.04,0.01,0.22,3.04,0.53,0.0,4.23,38.63,36.39,1.63,1.32,0.04,1.1,0.31,0.31,0.0,0.0,0.0,0.0,22.42,0.62,0.57,0.75,0.35,0.06,0.13,0.04,0.4,0.4,66.3,0.4,0.0,0.0,1.54,0.44,0.0,1.15,0.88,0.0,0.0,6.21,2.69,1.37,1.54,0.93,0.62,0.0,1.23,1.76,0.53,1.01,0.7,2.69,3.74,0.0,70.0,1,0,1,0,0,0
1209,71.0,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,23.0,1998.0,37.0,34.0,2923,32.5,0.06,0.34,0.06,0.34,0.07,0.43,0.07,0.43,45.0,30.0,66.7,13.0,28.9,97.85,2.74,22.68,50.18,25.75,1.35,97.85,1.38,0.92,0.4,54.71,210.71,101.91,1.32,1.2,0.25,1.08,0.65,62.83,4.28,3.82,0.52,2.49,1.05,0.09,0.15,0.03,0.0,0.43,0.06,0.03,0.0,0.0,0.0,2188.0,2912.0,75.1,41590.0,16323.0,1000.0,1123.0,89.0,822.0,1045.0,78.7,331.0,642.0,51.6,0.0,0.35,0.28,-0.08,2.18,7.35,2.52,0.86,7.23,89.6,73.63,15.66,2.15,0.8,1.82,7.75,10.49,3.02,0.49,2.28,0.03,67.32,0.31,1.14,1.23,0.25,0.05,0.25,0.06,-0.4,-0.4,60.6,0.15,0.0,0.0,0.68,0.18,0.15,1.32,1.23,0.0,0.0,7.35,0.62,0.4,1.75,0.98,0.49,0.28,1.29,2.43,1.14,0.77,0.22,3.08,1.26,0.06,53.2,1,1,0,0,0,0
1211,80.0,Miguel Almirón,py PAR,FW,Newcastle Utd,eng Premier League,28.0,1994.0,34.0,29.0,2491,27.7,0.4,0.47,0.4,0.47,0.29,0.4,0.29,0.4,79.0,34.0,43.0,33.0,41.8,46.93,0.9,5.31,15.05,27.44,4.98,46.93,2.85,1.23,1.19,30.36,194.55,84.51,2.78,1.66,0.9,1.84,1.01,33.36,9.53,3.14,0.47,2.27,0.07,0.36,0.32,0.11,0.0,0.18,0.04,0.18,0.07,0.0,0.0,811.0,982.0,82.6,10752.0,2657.0,513.0,567.0,90.5,223.0,276.0,80.8,29.0,40.0,72.5,0.0,0.12,0.11,-0.04,0.94,1.62,1.3,0.14,4.48,35.45,34.15,1.08,0.0,0.11,0.14,0.94,0.65,0.4,0.0,0.0,0.0,29.28,0.22,1.05,2.49,0.72,0.16,0.55,0.12,3.0,3.0,37.5,0.07,0.0,0.0,0.79,1.19,0.32,0.36,1.08,0.0,0.0,5.02,0.22,0.36,1.66,0.58,0.69,0.4,0.65,1.52,0.87,0.9,0.07,2.02,0.61,0.0,42.9,1,1,0,0,0,0
1214,103.0,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,26.0,1996.0,32.0,32.0,2782,30.9,0.03,0.03,0.03,0.03,0.06,0.1,0.06,0.1,9.0,5.0,55.6,4.0,44.4,74.53,11.49,39.87,32.23,2.88,1.26,74.53,0.29,0.16,0.13,42.65,222.94,122.56,0.52,0.26,0.06,0.26,0.1,48.48,0.23,0.81,0.03,0.65,0.1,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,1561.0,1972.0,79.2,36474.0,13911.0,346.0,391.0,88.5,927.0,1007.0,92.1,281.0,534.0,52.6,0.0,0.04,0.03,-0.04,0.39,4.95,0.26,0.03,3.4,63.82,59.55,3.98,3.46,0.13,1.42,0.32,0.42,0.03,0.0,0.0,0.0,50.52,0.29,0.42,0.71,0.29,0.05,0.11,0.08,-0.8,-0.8,71.9,0.26,0.0,0.0,0.87,0.52,0.06,0.78,0.71,0.0,0.0,5.83,2.82,1.1,1.36,0.97,0.39,0.0,0.52,1.04,0.52,0.91,0.42,2.14,6.08,0.03,50.0,1,1,0,0,0,0
1216,106.0,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,31.0,1990.0,34.0,33.0,2916,32.4,0.03,0.06,0.03,0.06,0.05,0.11,0.05,0.11,36.0,19.0,52.8,14.0,38.9,84.66,3.7,19.32,54.75,11.2,1.08,84.66,1.11,0.59,0.43,63.49,325.96,142.13,1.27,1.45,0.0,1.17,1.05,58.4,1.42,2.16,0.19,1.91,0.0,0.0,0.09,0.09,0.06,0.15,0.0,0.0,0.0,0.03,0.0,1942.0,2324.0,83.6,35130.0,11527.0,818.0,937.0,87.3,809.0,916.0,88.3,238.0,335.0,71.0,0.0,0.06,0.07,-0.02,0.65,9.17,0.74,0.0,9.54,71.73,69.81,1.67,1.51,0.25,0.71,0.43,0.15,0.0,0.0,0.0,0.0,59.94,0.25,0.96,0.74,0.12,0.04,0.25,0.07,-0.6,-0.6,59.9,0.37,0.0,0.0,1.76,1.2,0.03,1.45,2.28,0.03,0.0,8.58,2.81,1.88,3.95,1.57,1.85,0.52,2.01,3.73,1.73,1.54,0.25,5.4,1.85,0.0,53.7,1,0,0,0,1,0
1217,109.0,Robert Andrich,de GER,MF,Leverkusen,de Bundesliga,27.0,1994.0,29.0,28.0,2406,26.7,0.07,0.15,0.07,0.15,0.06,0.11,0.06,0.11,7.0,5.0,71.4,1.0,14.3,64.57,4.23,20.22,38.24,6.4,0.71,64.57,0.26,0.19,0.04,27.83,131.09,62.17,0.45,0.67,0.04,0.75,0.15,40.19,0.3,1.68,0.15,1.39,0.0,0.0,0.15,0.04,0.11,0.11,0.0,0.0,0.0,0.0,0.04,1218.0,1455.0,83.7,19896.0,5759.0,594.0,675.0,88.0,496.0,581.0,85.4,82.0,123.0,66.7,0.0,0.04,0.03,0.03,0.67,2.88,0.41,0.07,3.71,54.49,52.58,1.84,1.57,0.0,0.15,0.15,0.19,0.0,0.0,0.0,0.0,45.62,0.07,0.45,1.12,0.34,0.07,0.22,0.05,0.4,0.4,56.6,0.26,0.0,0.0,1.31,0.75,0.0,1.57,1.42,0.0,0.0,5.73,2.1,1.61,2.28,1.12,1.01,0.15,0.97,1.69,0.71,1.01,0.34,3.86,2.06,0.07,57.8,1,0,0,0,0,1
1218,114.0,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,26.0,1996.0,34.0,34.0,2934,32.6,0.03,0.09,0.03,0.09,0.05,0.09,0.05,0.09,38.0,19.0,50.0,18.0,47.4,74.69,7.48,34.6,33.22,7.64,1.1,74.69,1.17,0.58,0.55,42.42,254.02,139.79,1.72,1.04,0.12,0.74,0.52,46.96,1.6,1.2,0.15,0.86,0.12,0.06,0.15,0.0,0.0,0.09,0.0,0.0,0.06,0.0,0.0,1629.0,2059.0,79.1,32013.0,12155.0,539.0,629.0,85.7,913.0,1044.0,87.5,167.0,324.0,51.5,0.0,0.04,0.04,0.02,0.31,3.44,0.49,0.12,4.14,63.16,56.87,6.17,1.96,0.12,0.64,0.95,4.17,0.0,0.0,0.0,0.0,49.97,0.12,0.95,0.74,0.15,0.04,0.2,0.07,-0.6,-0.6,52.4,0.12,0.0,0.0,0.95,0.95,0.03,1.17,0.83,0.0,0.0,7.09,1.69,1.53,1.5,0.83,0.58,0.09,0.83,1.56,0.74,1.35,0.49,2.67,3.77,0.06,52.9,1,0,0,0,0,1
1219,118.0,Michail Antonio,jm JAM,FW,West Ham,eng Premier League,32.0,1990.0,33.0,21.0,1829,20.3,0.25,0.39,0.25,0.39,0.32,0.38,0.32,0.38,66.0,27.0,40.9,29.0,43.9,29.36,0.74,1.92,12.91,15.17,3.94,29.36,3.25,1.33,1.43,18.47,127.34,60.94,2.41,1.28,0.89,3.74,2.22,23.45,5.91,1.92,0.44,1.18,0.0,0.34,0.15,0.25,0.0,0.3,0.0,0.15,0.0,0.0,0.0,186.0,348.0,53.4,2663.0,501.0,114.0,168.0,67.9,55.0,108.0,50.9,12.0,31.0,38.7,0.0,0.06,0.04,0.08,0.74,0.59,0.39,0.1,1.33,17.14,16.5,0.59,0.05,0.05,0.05,1.72,0.39,0.0,0.0,0.0,0.0,9.16,0.05,0.89,1.92,0.64,0.13,0.38,0.17,-1.6,-1.6,36.2,0.1,0.0,0.0,1.38,2.17,0.59,0.25,0.34,0.0,0.05,2.12,2.46,4.33,0.69,0.05,0.39,0.25,0.15,0.59,0.44,0.64,0.25,0.94,0.44,0.0,25.0,1,1,0,0,0,0
1222,129.0,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,23.0,1999.0,22.0,21.0,1800,20.0,0.0,0.1,0.0,0.1,0.1,0.15,0.1,0.15,14.0,10.0,71.4,3.0,21.4,71.85,5.45,24.35,44.1,3.85,1.45,71.85,0.7,0.5,0.15,47.85,296.9,186.35,1.45,0.65,0.05,0.45,0.3,51.1,0.55,0.9,0.3,0.75,0.0,0.0,0.15,0.0,0.0,0.25,0.0,0.0,0.05,0.0,0.0,1139.0,1287.0,88.5,21762.0,7324.0,406.0,433.0,93.8,609.0,652.0,93.4,110.0,174.0,63.2,0.0,0.04,0.03,0.06,0.3,4.75,0.15,0.05,3.95,64.35,60.35,3.75,2.05,0.1,0.95,0.25,1.25,0.0,0.0,0.0,0.0,56.95,0.25,0.3,0.9,0.05,0.0,0.0,0.12,-2.1,-2.1,63.0,0.25,0.05,0.0,0.8,0.85,0.05,0.6,0.9,0.0,0.0,4.7,2.3,1.35,1.3,0.6,0.65,0.05,0.3,0.45,0.15,0.75,0.35,1.9,2.05,0.05,66.7,1,0,1,0,0,0
1223,138.0,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,28.0,1994.0,32.0,32.0,2767,30.7,0.16,0.26,0.07,0.16,0.16,0.32,0.03,0.19,17.0,8.0,47.1,5.0,29.4,62.77,3.68,15.31,36.09,11.86,0.36,62.61,0.55,0.26,0.16,31.73,150.36,75.9,0.94,0.81,0.03,0.59,0.72,34.66,0.62,2.67,0.33,1.34,1.14,0.03,0.1,0.07,0.0,0.16,0.1,0.0,0.03,0.03,0.0,1269.0,1642.0,77.3,28055.0,8726.0,360.0,405.0,88.9,645.0,741.0,87.0,247.0,448.0,55.1,0.0,0.16,0.16,-0.06,1.4,3.75,0.62,0.07,4.89,53.49,43.49,9.64,5.77,0.2,1.04,5.02,0.29,2.83,1.86,0.91,0.0,41.34,0.36,0.29,0.94,0.39,0.07,0.17,0.04,0.0,1.0,50.0,0.16,0.0,0.0,1.07,2.08,0.0,0.85,1.01,0.0,0.0,7.33,0.98,0.98,2.02,0.81,0.91,0.29,0.91,1.76,0.85,1.11,0.36,2.87,2.12,0.07,51.9,1,0,0,0,0,1
1225,154.0,Iago Aspas,es ESP,FW,Celta Vigo,es La Liga,34.0,1987.0,37.0,31.0,2868,31.9,0.38,0.47,0.31,0.41,0.35,0.52,0.27,0.45,56.0,22.0,39.3,25.0,44.6,46.61,0.82,3.48,20.16,23.45,4.55,46.52,1.76,0.69,0.78,32.29,160.31,74.29,2.51,1.82,0.94,1.63,1.44,37.59,7.49,4.42,0.25,3.45,0.25,0.16,0.25,0.28,0.03,0.25,0.0,0.0,0.0,0.0,0.0,936.0,1227.0,76.3,14650.0,3382.0,517.0,625.0,82.7,275.0,353.0,77.9,91.0,131.0,69.5,0.0,0.18,0.17,-0.08,2.6,2.82,1.47,0.06,5.08,38.46,35.92,2.35,0.72,0.47,0.47,1.41,0.34,0.72,0.25,0.19,0.0,29.34,0.19,1.03,2.35,0.91,0.13,0.34,0.12,1.0,1.3,40.8,0.19,0.0,0.0,0.5,1.85,0.38,0.22,0.13,0.0,0.0,3.23,0.97,1.41,0.25,0.0,0.13,0.13,0.09,0.69,0.6,0.31,0.03,0.47,0.72,0.0,13.6,1,0,1,0,0,0
1226,161.0,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,27.0,1994.0,37.0,35.0,3061,34.0,0.06,0.21,0.06,0.21,0.03,0.14,0.03,0.14,64.0,36.0,56.3,23.0,35.9,58.26,2.59,18.09,25.18,16.0,0.62,58.26,1.88,1.06,0.68,30.65,171.68,93.44,2.47,1.26,0.15,0.62,0.5,34.32,4.5,2.26,0.21,1.59,0.47,0.06,0.03,0.09,0.03,0.18,0.03,0.0,0.0,0.0,0.0,1283.0,1774.0,72.3,21887.0,9530.0,613.0,701.0,87.4,531.0,716.0,74.2,114.0,236.0,48.3,0.0,0.11,0.11,0.03,1.26,2.47,1.32,0.82,3.5,52.18,41.41,10.74,1.44,0.0,0.15,5.0,8.68,0.62,0.18,0.44,0.0,37.74,0.03,2.09,0.32,0.12,0.18,0.5,0.09,1.0,1.0,54.3,0.09,0.0,0.0,0.41,0.76,0.03,0.5,0.41,0.0,0.03,5.38,1.12,0.94,0.5,0.38,0.06,0.06,0.26,0.59,0.32,0.68,0.21,1.0,1.79,0.03,45.0,1,0,0,1,0,0
1228,168.0,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,24.0,1997.0,27.0,17.0,1404,15.6,0.64,0.71,0.64,0.71,0.42,0.49,0.42,0.49,22.0,7.0,31.8,12.0,54.5,27.88,1.41,3.97,11.35,13.01,3.53,27.88,1.41,0.45,0.77,15.77,81.35,33.97,1.15,0.83,0.58,4.36,1.86,18.21,3.53,1.6,0.26,1.15,0.0,0.13,0.13,0.13,0.06,0.13,0.0,0.06,0.06,0.0,0.0,143.0,223.0,64.1,1675.0,300.0,96.0,133.0,72.2,34.0,52.0,65.4,2.0,8.0,25.0,0.0,0.07,0.02,-0.01,0.64,0.38,0.13,0.0,0.77,14.29,14.1,0.19,0.0,0.13,0.06,0.19,0.06,0.0,0.0,0.0,0.0,9.17,0.0,0.58,2.24,0.96,0.29,0.67,0.19,3.4,3.4,24.7,0.13,0.0,0.0,1.54,1.22,0.96,0.26,0.64,0.0,0.0,3.59,1.28,3.91,1.09,0.13,0.64,0.32,0.38,0.64,0.26,1.15,0.26,1.35,1.28,0.0,60.0,1,1,0,0,0,0
1229,172.0,Jordan Ayew,gh GHA,"FW,MF",Crystal Palace,eng Premier League,30.0,1991.0,38.0,31.0,2714,30.2,0.13,0.23,0.13,0.23,0.1,0.21,0.1,0.21,149.0,65.0,43.6,59.0,39.6,43.94,1.52,6.36,20.23,18.54,3.25,43.94,4.93,2.15,1.95,26.52,172.02,78.54,2.75,1.66,1.03,3.54,2.75,30.86,5.76,2.59,0.27,1.75,0.0,0.3,0.2,0.23,0.1,0.17,0.0,0.03,0.03,0.03,0.0,676.0,875.0,77.3,8710.0,1706.0,434.0,495.0,87.7,192.0,246.0,78.0,15.0,40.0,37.5,0.0,0.11,0.09,-0.01,1.03,1.13,0.63,0.2,2.09,28.97,28.48,0.43,0.1,0.17,0.03,1.42,0.3,0.0,0.0,0.0,0.0,22.38,0.07,1.13,1.06,0.33,0.13,0.4,0.1,0.8,0.8,35.2,0.17,0.0,0.0,1.59,2.98,0.13,0.5,1.36,0.0,0.0,5.5,1.66,3.05,2.19,0.76,0.66,0.76,0.7,1.75,1.06,1.16,0.13,2.68,1.03,0.0,39.6,1,1,0,0,0,0
1230,177.0,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,32.0,1989.0,25.0,16.0,1527,17.0,0.0,0.0,0.0,0.0,0.02,0.09,0.02,0.09,13.0,7.0,53.8,5.0,38.5,73.24,4.94,24.94,30.0,18.76,1.47,73.24,0.76,0.41,0.29,36.0,158.29,92.53,1.35,1.12,0.0,0.71,0.29,44.29,4.76,1.47,0.06,1.47,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,872.0,1065.0,81.9,12891.0,4354.0,501.0,538.0,93.1,337.0,414.0,81.4,21.0,74.0,28.4,0.0,0.06,0.08,-0.06,0.71,2.35,1.12,0.29,4.18,62.65,52.53,9.94,1.76,0.0,0.0,1.53,8.18,0.0,0.0,0.0,0.0,51.29,0.18,0.82,0.53,0.06,0.0,0.0,0.05,-0.4,-0.4,60.4,0.18,0.0,0.0,1.59,0.41,0.12,1.12,1.47,0.0,0.0,3.47,1.71,1.12,2.53,1.35,0.88,0.29,1.29,2.18,0.88,1.53,0.29,3.65,3.18,0.06,59.5,1,1,0,0,0,0
1234,198.0,Ridle Baku,de GER,"DF,FW",Wolfsburg,de Bundesliga,24.0,1998.0,33.0,29.0,2580,28.7,0.17,0.28,0.17,0.28,0.1,0.24,0.1,0.24,61.0,23.0,37.7,27.0,44.3,65.82,2.79,18.15,30.66,17.35,1.57,65.82,2.13,0.8,0.94,36.66,171.32,82.96,1.74,0.8,0.28,2.06,0.7,40.24,5.47,2.23,0.24,1.74,0.07,0.14,0.14,0.14,0.0,0.17,0.0,0.03,0.03,0.0,0.0,1216.0,1551.0,78.4,22159.0,7294.0,486.0,563.0,86.3,593.0,719.0,82.5,121.0,202.0,59.9,0.0,0.14,0.17,-0.04,0.98,4.04,1.29,0.49,4.39,54.04,44.81,8.99,0.84,0.07,0.24,2.44,8.08,0.07,0.07,0.0,0.0,42.37,0.24,1.18,0.98,0.42,0.18,0.42,0.1,2.1,2.1,41.5,0.21,0.0,0.0,0.94,1.11,0.14,0.73,0.91,0.0,0.0,5.44,0.77,1.08,1.74,1.01,0.59,0.14,1.11,2.02,0.91,1.53,0.21,2.47,2.06,0.0,55.2,1,0,0,0,0,1
