Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per_90,Pass_Dead_Shot_per_90,Take_Ons_Shot_per_90,Shot-Shot_per_90,Fouls_drawn_Shot_per_90,Defensive_Shot_per_90,Pass_Live_Goal_per_90,Pass_Dead_Goal_per_90,Take_Ons_Goal_per_90,Shot_Goal_per_90,Fouls_Drawn_Goal_per_90,Defensive_Goal_per_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Passes_Attempted_per_90,Live_Ball_Passes_per_90,Dead_Ball_Passes_per_90,Free_Kick_Passes_per_90,Through_Balls_per_90,Switches_per_90,Crosses_per_90,Throw_Ins_Taken_per_90,Corner_Kicks_per_90,In_Corner_Kicks_per_90,Out_Corner_Kicks_per_90,Str_Corner_Kicks_per_90,Passes_Cmp_per_90,Passes_Off_per_90,Passes_Blocked_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net,Percentage_of_Aerials_Won,Yellow_Cards_per_90,Red_Cards_per_90,Second_Yellow_Card_per_90,Fouls_Committed_per_90,Fouls_Drawn_per_90,Offsides_per_90,Interceptions_per_90,Tackles_Won_per_90,Penalty_Kicks_Won_per_90,Penalty_Kicks_Conceded_per_90,Ball_Recoveries_per_90,Aerials_Won_per_90,Aerials_Lost_per_90,Tackles_per_90,Tackles_Def_3rd_per_90,Tackles_Mid_3rd_per_90,Tackles_Att_3rd_per_90,Dribblers_Tackled_per_90,Dribblers_Challenged_per_90,Dribblers_Tackle_Lost_per_90,Blocks_per_90,Shots_Blocked_per_90,Tackles+Interceptions_per_90,Clearances_per_90,Errors_Shots_per_90,Dribblers_Tackle_W%
1699.0,Brais Méndez,es ESP,"MF,FW",Celta Vigo,es La Liga,23.0,1997.0,34.0,30.0,2671,29.7,0.3,0.3,0.27,0.27,0.28,0.36,0.25,0.33,41.0,12.0,29.3,29.0,70.7,52.56,1.18,8.72,26.77,17.51,2.36,52.53,1.38,0.4,0.98,32.36,124.81,52.83,1.25,1.14,0.37,2.59,1.48,37.88,4.85,2.06,0.44,1.55,0.07,0.1,0.13,0.2,0.0,0.24,0.0,0.03,0.1,0.07,0.0,919.0,1193.0,77.0,13048.0,3749.0,551.0,652.0,84.5,250.0,323.0,77.4,59.0,94.0,62.8,0.0,0.08,0.1,-0.08,0.61,2.69,0.94,0.1,3.97,40.17,38.79,1.31,0.54,0.2,0.44,1.11,0.44,0.24,0.1,0.1,0.0,30.94,0.07,1.04,1.65,0.71,0.16,0.38,0.15,0.8,0.6,33.7,0.27,0.0,0.0,2.59,2.09,0.17,1.08,1.04,0.07,0.0,5.45,1.08,2.12,1.99,0.77,0.91,0.3,0.54,2.19,1.65,0.91,0.07,3.06,1.14,0.0,24.6
1700.0,Édgar Méndez,es ESP,"MF,FW",Alavés,es La Liga,30.0,1990.0,33.0,26.0,2090,23.2,0.22,0.26,0.22,0.26,0.24,0.3,0.24,0.3,39.0,18.0,46.2,21.0,53.8,32.03,0.78,5.95,14.01,12.67,2.37,32.03,1.68,0.78,0.91,17.8,112.5,45.47,2.03,0.91,0.65,2.84,1.08,19.74,4.96,1.42,0.13,0.86,0.04,0.09,0.17,0.22,0.04,0.04,0.04,0.0,0.0,0.04,0.0,259.0,475.0,54.5,4339.0,1237.0,136.0,201.0,67.7,89.0,156.0,57.1,28.0,72.0,38.9,0.0,0.07,0.03,-0.03,0.78,0.6,0.65,0.39,0.99,20.47,18.84,1.38,0.09,0.0,0.26,2.67,0.91,0.04,0.0,0.0,0.0,11.16,0.26,0.82,1.51,0.43,0.14,0.5,0.16,-0.5,-0.5,53.7,0.52,0.04,0.04,2.24,2.2,0.34,0.82,1.25,0.0,0.0,4.61,2.5,2.16,1.68,0.78,0.56,0.34,0.65,2.07,1.42,0.86,0.13,2.5,0.6,0.0,31.3
1703.0,Benjamin Mendy,fr FRA,DF,Manchester City,eng Premier League,26.0,1994.0,13.0,11.0,953,10.6,0.19,0.28,0.19,0.28,0.03,0.06,0.03,0.06,14.0,11.0,78.6,3.0,21.4,70.47,1.98,11.7,36.32,23.11,1.42,70.47,1.32,1.04,0.28,37.17,143.4,76.23,1.23,1.13,0.28,1.51,0.47,47.26,6.98,1.79,0.19,1.32,0.0,0.38,0.09,0.0,0.0,0.09,0.0,0.09,0.0,0.0,0.0,540.0,666.0,81.1,8580.0,2124.0,272.0,308.0,88.3,222.0,258.0,86.0,30.0,58.0,51.7,0.0,0.02,0.05,0.08,0.47,2.36,0.94,0.28,2.74,62.83,54.53,8.21,0.28,0.0,0.09,2.83,7.74,0.19,0.0,0.19,0.0,50.94,0.09,1.13,0.57,0.19,0.33,1.0,0.06,1.7,1.7,40.0,0.19,0.0,0.0,1.32,0.0,0.09,0.47,0.85,0.0,0.09,3.96,0.75,1.13,1.23,0.09,0.75,0.38,0.47,1.98,1.51,1.13,0.47,1.7,1.32,0.09,23.8
1706.0,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,25.0,1995.0,26.0,24.0,2208,24.5,0.04,0.04,0.04,0.04,0.03,0.07,0.03,0.07,60.0,44.0,73.3,16.0,26.7,68.9,2.53,17.92,28.98,22.73,1.59,68.9,2.45,1.8,0.65,45.55,273.35,158.94,3.55,2.49,0.69,1.76,1.02,49.35,6.08,1.92,0.04,1.67,0.0,0.08,0.0,0.16,0.0,0.04,0.0,0.0,0.0,0.0,0.0,1302.0,1466.0,88.8,18267.0,4613.0,781.0,820.0,95.2,386.0,443.0,87.1,68.0,92.0,73.9,0.0,0.04,0.09,-0.04,0.73,2.0,0.98,0.16,3.96,59.84,52.73,6.98,0.37,0.0,0.41,1.43,6.61,0.0,0.0,0.0,0.0,53.14,0.12,0.82,0.49,0.08,0.08,0.5,0.07,0.2,0.2,41.7,0.12,0.0,0.0,0.9,1.59,0.2,1.06,0.65,0.0,0.0,4.86,0.41,0.57,1.06,0.69,0.24,0.12,0.49,0.98,0.49,0.65,0.16,2.12,1.31,0.04,50.0
1707.0,Nampalys Mendy,sn SEN,MF,Leicester City,eng Premier League,28.0,1992.0,23.0,15.0,1459,16.2,0.0,0.06,0.0,0.06,0.0,0.01,0.0,0.01,12.0,6.0,50.0,6.0,50.0,68.09,1.23,12.78,46.36,9.32,0.0,68.09,0.74,0.37,0.37,41.42,194.14,85.49,0.99,0.8,0.0,1.11,0.68,50.12,0.19,1.36,0.12,0.86,0.0,0.0,0.0,0.31,0.19,0.12,0.0,0.0,0.0,0.0,0.0,886.0,976.0,90.8,13245.0,2758.0,471.0,501.0,94.0,310.0,342.0,90.6,51.0,63.0,81.0,0.0,0.01,0.02,0.05,0.31,4.63,0.06,0.0,4.07,60.25,59.63,0.56,0.49,0.0,0.06,0.06,0.06,0.0,0.0,0.0,0.0,54.69,0.06,0.56,0.25,0.12,0.0,0.0,0.02,-0.1,-0.1,36.4,0.31,0.0,0.0,1.3,1.79,0.0,0.86,1.05,0.0,0.0,7.41,0.49,0.86,1.6,1.11,0.37,0.12,0.43,1.23,0.8,0.74,0.06,2.47,0.49,0.0,35.0
1710.0,Jorge Meré,es ESP,DF,Köln,de Bundesliga,23.0,1997.0,16.0,14.0,1300,14.4,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,3.0,2.0,66.7,1.0,33.3,55.97,7.5,31.88,23.47,1.46,0.14,55.97,0.21,0.14,0.07,31.04,115.28,59.24,0.14,0.28,0.0,0.21,0.21,33.89,0.14,0.62,0.0,0.56,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,596.0,683.0,87.3,12515.0,3769.0,155.0,174.0,89.1,361.0,381.0,94.8,77.0,120.0,64.2,0.0,0.01,0.03,-0.01,0.21,1.88,0.14,0.0,1.94,47.43,45.97,1.46,0.9,0.0,0.28,0.07,0.0,0.0,0.0,0.0,0.0,41.39,0.0,0.14,0.14,0.0,0.0,0.0,0.02,0.0,0.0,50.9,0.14,0.0,0.0,0.35,0.42,0.0,1.04,0.42,0.0,0.0,6.18,1.94,1.88,0.9,0.62,0.21,0.07,0.42,0.9,0.49,0.97,0.76,1.94,4.38,0.0,46.2
1712.0,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,24.0,1996.0,26.0,25.0,2154,23.9,0.08,0.25,0.08,0.25,0.15,0.29,0.15,0.29,46.0,31.0,67.4,15.0,32.6,63.51,1.92,9.12,37.07,17.82,2.3,63.51,1.92,1.3,0.63,34.9,144.6,63.56,1.17,1.46,0.13,1.76,1.09,44.35,3.14,2.51,0.33,1.88,0.0,0.04,0.25,0.17,0.17,0.29,0.0,0.0,0.04,0.0,0.0,908.0,1217.0,74.6,14588.0,4803.0,471.0,558.0,84.4,317.0,400.0,79.3,84.0,149.0,56.4,0.0,0.14,0.1,0.03,1.21,5.82,1.34,0.04,7.57,50.92,49.04,1.21,1.09,0.33,0.38,0.88,0.08,0.04,0.0,0.0,0.0,37.99,0.67,0.96,1.38,0.33,0.06,0.25,0.11,-1.6,-1.6,53.7,0.21,0.0,0.0,3.31,2.26,0.13,1.34,1.51,0.0,0.0,7.28,3.35,2.89,2.55,0.59,1.51,0.46,0.75,1.88,1.13,1.51,0.33,3.89,1.09,0.0,40.0
1715.0,Dries Mertens,be BEL,"FW,MF",Napoli,it Serie A,33.0,1987.0,29.0,18.0,1459,16.2,0.56,1.05,0.56,1.05,0.31,0.57,0.31,0.57,22.0,11.0,50.0,11.0,50.0,37.96,0.43,2.28,13.77,22.22,5.74,37.96,1.36,0.68,0.68,21.36,88.83,41.6,1.73,0.8,0.74,0.99,0.31,27.16,5.74,3.83,0.62,3.09,0.25,0.06,0.19,0.06,0.19,0.49,0.0,0.0,0.0,0.06,0.06,352.0,488.0,72.1,5375.0,1601.0,187.0,215.0,87.0,121.0,158.0,76.6,21.0,58.0,36.2,0.0,0.26,0.18,0.23,2.22,1.79,1.11,0.25,4.14,30.12,26.42,3.58,0.49,0.19,0.12,3.95,0.0,1.6,0.12,1.3,0.0,21.73,0.12,1.05,3.33,1.17,0.17,0.47,0.09,4.0,4.0,15.4,0.12,0.0,0.0,0.93,0.56,0.31,0.56,0.86,0.0,0.0,2.47,0.12,0.68,0.99,0.25,0.43,0.31,0.31,1.54,1.23,0.43,0.06,1.54,0.19,0.06,20.0
1716.0,Roque Mesa,es ESP,MF,Valladolid,es La Liga,31.0,1989.0,25.0,21.0,1761,19.6,0.05,0.05,0.0,0.0,0.08,0.13,0.04,0.09,42.0,34.0,81.0,8.0,19.0,57.45,2.04,10.26,34.44,13.93,0.87,57.4,2.14,1.73,0.41,35.66,221.84,117.09,2.24,1.94,0.26,1.48,2.04,37.91,2.3,2.35,0.0,1.79,0.26,0.1,0.0,0.15,0.05,0.0,0.0,0.0,0.0,0.0,0.0,713.0,927.0,76.9,12780.0,3723.0,318.0,352.0,90.3,292.0,357.0,81.8,83.0,159.0,52.2,0.0,0.04,0.09,-0.04,0.82,5.1,0.92,0.26,5.41,47.3,43.06,4.03,2.19,0.2,0.92,2.81,0.05,1.63,0.61,0.41,0.0,36.38,0.2,1.02,1.28,0.2,0.0,0.0,0.03,-0.7,-0.9,34.1,0.2,0.05,0.0,1.48,1.84,0.31,0.71,1.48,0.0,0.0,6.94,0.77,1.48,2.35,0.92,1.22,0.2,1.02,2.4,1.38,0.56,0.1,3.06,1.17,0.05,42.6
1718.0,Lionel Messi,ar ARG,"FW,MF",Barcelona,es La Liga,33.0,1987.0,35.0,33.0,3023,33.6,0.89,1.16,0.8,1.07,0.66,0.94,0.53,0.81,247.0,159.0,64.4,88.0,35.6,84.82,0.0,1.9,33.72,50.21,6.28,84.67,7.35,4.73,2.62,63.1,388.24,210.6,6.4,6.61,1.93,1.7,2.59,73.84,7.83,7.17,1.01,4.2,0.6,1.19,0.36,0.83,0.0,0.62,0.03,0.21,0.09,0.06,0.0,1954.0,2402.0,81.3,27676.0,9454.0,1162.0,1290.0,90.1,533.0,639.0,83.4,130.0,222.0,58.6,0.0,0.28,0.4,-0.01,2.29,7.32,3.9,0.33,9.97,71.49,64.02,6.79,2.59,0.6,0.42,3.75,0.15,2.95,1.07,0.65,0.0,58.15,0.68,1.19,5.69,2.53,0.14,0.32,0.1,7.9,9.2,41.2,0.12,0.0,0.0,0.65,2.95,0.21,0.18,0.3,0.0,0.0,1.96,0.21,0.3,0.54,0.09,0.27,0.18,0.18,0.51,0.33,0.36,0.0,0.71,0.0,0.06,35.3
1719.0,Junior Messias,br BRA,"MF,FW",Crotone,it Serie A,29.0,1991.0,36.0,36.0,3215,35.7,0.25,0.36,0.25,0.36,0.21,0.29,0.21,0.29,163.0,105.0,64.4,57.0,35.0,48.82,2.02,7.76,22.3,20.08,2.69,48.82,4.57,2.94,1.6,30.17,247.17,143.0,4.65,3.22,0.84,3.08,1.62,34.12,5.97,3.14,0.45,1.37,0.28,0.59,0.48,0.31,0.11,0.14,0.06,0.03,0.11,0.03,0.08,871.0,1214.0,71.7,14046.0,3935.0,459.0,548.0,83.8,297.0,395.0,75.2,80.0,177.0,45.2,0.0,0.07,0.09,0.04,0.9,2.21,0.95,0.2,3.78,34.01,30.81,2.94,1.12,0.03,0.25,3.45,0.42,1.23,0.81,0.11,0.0,24.4,0.25,0.59,2.74,0.87,0.09,0.29,0.08,1.4,1.4,34.3,0.17,0.0,0.0,0.95,2.61,0.14,0.98,0.98,0.03,0.0,4.65,0.95,1.82,1.68,0.73,0.67,0.28,0.62,1.96,1.34,0.9,0.34,2.66,1.12,0.0,31.4
1720.0,Thomas Meunier,be BEL,DF,Dortmund,de Bundesliga,28.0,1991.0,21.0,17.0,1472,16.4,0.06,0.12,0.06,0.12,0.06,0.15,0.06,0.15,20.0,15.0,75.0,5.0,25.0,85.3,3.05,21.22,40.49,24.21,2.01,85.3,1.22,0.91,0.3,49.21,292.68,160.67,4.7,3.35,0.43,1.46,0.55,59.02,7.8,1.71,0.12,1.34,0.06,0.06,0.12,0.06,0.06,0.06,0.0,0.0,0.06,0.0,0.0,1007.0,1252.0,80.4,16511.0,4472.0,514.0,567.0,90.7,370.0,458.0,80.8,90.0,150.0,60.0,0.0,0.09,0.13,-0.03,0.91,4.39,1.28,0.43,5.61,76.34,67.38,8.84,0.61,0.0,0.61,2.93,8.23,0.0,0.0,0.0,0.0,61.4,0.12,1.52,0.73,0.18,0.08,0.33,0.08,0.0,0.0,46.7,0.18,0.0,0.0,1.04,0.18,0.18,1.1,1.28,0.06,0.0,6.89,0.85,0.98,1.83,1.16,0.37,0.3,1.22,1.77,0.55,0.98,0.37,2.93,1.77,0.12,69.0
1724.0,Míchel,es ESP,MF,Valladolid,es La Liga,32.0,1988.0,22.0,10.0,946,10.5,0.19,0.19,0.19,0.19,0.05,0.11,0.05,0.11,18.0,8.0,44.4,10.0,55.6,74.38,1.9,16.29,42.95,16.0,0.48,74.38,1.71,0.76,0.95,39.05,183.24,88.57,1.24,1.14,0.1,1.05,0.67,47.81,1.14,3.52,0.19,2.48,0.57,0.1,0.29,0.0,0.1,0.1,0.0,0.0,0.1,0.0,0.0,551.0,694.0,79.4,9902.0,2864.0,247.0,268.0,92.2,208.0,252.0,82.5,76.0,133.0,57.1,0.0,0.06,0.1,-0.06,1.05,5.14,0.38,0.1,6.19,66.1,59.33,6.48,4.29,0.0,0.86,4.19,0.48,1.71,0.57,0.67,0.1,52.48,0.29,1.05,0.95,0.48,0.2,0.4,0.05,1.5,1.5,38.5,0.29,0.0,0.0,1.52,1.05,0.0,0.86,1.05,0.0,0.0,8.1,0.48,0.76,1.71,0.95,0.29,0.48,0.48,2.1,1.62,0.95,0.1,2.57,1.14,0.1,22.7
1726.0,Clément Michelin,fr FRA,DF,Lens,fr Ligue 1,23.0,1997.0,26.0,13.0,1154,12.8,0.0,0.31,0.0,0.31,0.03,0.32,0.03,0.32,7.0,4.0,57.1,3.0,42.9,62.73,3.36,15.47,28.28,19.53,0.86,62.73,0.55,0.31,0.23,29.77,151.09,70.94,1.41,1.64,0.08,0.86,0.31,34.61,5.0,2.42,0.31,1.8,0.39,0.0,0.16,0.0,0.08,0.31,0.0,0.0,0.0,0.0,0.0,480.0,681.0,70.5,9126.0,3243.0,188.0,227.0,82.8,226.0,277.0,81.6,55.0,131.0,42.0,0.0,0.29,0.2,0.02,1.33,2.11,1.02,0.86,2.11,53.2,41.72,11.17,1.64,0.0,0.7,6.56,7.97,1.56,0.62,0.94,0.0,37.5,0.31,1.48,0.86,0.16,0.0,0.0,0.04,-0.4,-0.4,55.6,0.23,0.16,0.08,1.8,1.02,0.31,1.95,1.48,0.0,0.08,4.53,1.95,1.56,1.95,1.02,0.7,0.23,0.7,1.25,0.55,1.02,0.31,3.91,2.5,0.0,56.3
1729.0,Florian Miguel,fr FRA,DF,Nîmes,fr Ligue 1,23.0,1996.0,21.0,18.0,1538,17.1,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.05,4.0,3.0,75.0,1.0,25.0,64.68,5.5,36.61,25.67,2.92,0.64,64.68,0.23,0.18,0.06,39.77,210.76,116.9,0.58,0.18,0.06,0.41,0.23,41.58,0.58,0.29,0.06,0.23,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,0.0,741.0,931.0,79.6,15610.0,5635.0,194.0,214.0,90.7,447.0,507.0,88.2,95.0,193.0,49.2,0.0,0.01,0.01,-0.01,0.06,3.16,0.23,0.06,3.45,54.44,50.06,4.33,2.05,0.0,0.35,0.41,2.28,0.0,0.0,0.0,0.0,43.33,0.06,0.41,0.47,0.18,0.0,0.0,0.1,-0.8,-0.8,48.4,0.23,0.12,0.06,0.99,1.87,0.0,2.63,0.76,0.0,0.12,4.68,1.81,1.93,0.82,0.7,0.12,0.0,0.53,0.99,0.47,1.23,0.76,3.45,3.86,0.06,52.9
1731.0,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,22.0,1997.0,34.0,34.0,3034,33.7,0.09,0.12,0.09,0.12,0.12,0.13,0.12,0.13,11.0,8.0,72.7,3.0,27.3,59.38,6.35,25.4,29.58,4.87,0.86,59.38,0.33,0.24,0.09,28.87,146.77,89.35,0.74,0.68,0.03,0.39,0.12,34.45,0.47,0.68,0.12,0.53,0.03,0.03,0.09,0.0,0.0,0.06,0.0,0.0,0.06,0.0,0.0,1435.0,1686.0,85.1,26739.0,9333.0,536.0,607.0,88.3,723.0,802.0,90.1,155.0,222.0,69.8,0.0,0.02,0.01,0.01,0.21,3.32,0.12,0.0,3.65,50.03,45.31,4.63,1.87,0.0,0.62,0.18,2.76,0.0,0.0,0.0,0.0,42.58,0.09,0.5,0.62,0.27,0.14,0.33,0.21,-0.9,-0.9,77.1,0.21,0.03,0.0,1.66,0.47,0.0,1.31,0.86,0.0,0.03,4.39,3.0,0.89,1.45,0.98,0.42,0.06,0.62,0.98,0.36,1.25,0.98,2.76,3.62,0.03,63.6
1732.0,Arkadiusz Milik,pl POL,FW,Marseille,fr Ligue 1,26.0,1994.0,15.0,14.0,1220,13.6,0.66,0.74,0.44,0.52,0.55,0.61,0.37,0.44,14.0,7.0,50.0,7.0,50.0,32.87,0.81,1.54,15.37,16.1,4.63,32.65,1.03,0.51,0.51,18.6,71.25,31.47,1.1,0.59,0.59,2.43,0.88,25.37,5.44,2.07,0.3,1.32,0.0,0.22,0.22,0.15,0.15,0.22,0.0,0.07,0.0,0.0,0.0,228.0,305.0,74.8,3049.0,357.0,129.0,162.0,79.6,69.0,86.0,80.2,8.0,16.0,50.0,0.0,0.07,0.04,0.01,0.59,0.88,0.29,0.07,1.76,22.43,19.71,2.72,0.22,0.0,0.07,0.51,0.22,0.07,0.0,0.07,0.0,16.76,0.0,1.03,3.17,1.33,0.14,0.33,0.12,1.6,0.9,46.4,0.15,0.0,0.0,1.1,1.47,0.37,0.15,0.66,0.0,0.0,1.54,1.91,2.21,1.03,0.0,0.51,0.51,0.15,0.88,0.74,0.37,0.07,1.18,0.66,0.0,16.7
1733.0,Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,25.0,1995.0,32.0,32.0,2746,30.5,0.26,0.56,0.26,0.56,0.23,0.44,0.23,0.44,43.0,30.0,69.8,13.0,30.2,72.85,2.72,13.38,38.98,21.44,2.56,72.85,1.41,0.98,0.43,41.08,199.48,92.75,1.93,1.67,0.36,2.62,1.51,55.51,4.33,3.08,0.56,2.52,0.03,0.07,0.2,0.13,0.13,0.49,0.0,0.0,0.0,0.03,0.03,1401.0,1823.0,76.9,24735.0,7013.0,661.0,793.0,83.4,519.0,631.0,82.3,176.0,279.0,63.1,0.0,0.21,0.15,0.09,1.38,4.72,1.97,0.49,6.66,59.77,57.93,1.44,0.62,0.13,0.82,1.87,0.79,0.03,0.0,0.0,0.0,45.93,0.39,0.98,2.06,0.69,0.13,0.38,0.11,1.1,1.1,53.8,0.13,0.0,0.0,1.84,1.64,0.3,1.08,1.31,0.07,0.07,6.95,3.25,2.79,1.93,0.66,0.98,0.3,0.89,2.75,1.87,1.7,0.39,3.02,1.54,0.0,32.1
1735.0,Éder Militão,br BRA,DF,Real Madrid,es La Liga,22.0,1998.0,14.0,13.0,1133,12.6,0.08,0.08,0.08,0.08,0.08,0.08,0.08,0.08,2.0,2.0,100.0,0.0,0.0,72.78,8.41,39.37,29.92,3.81,1.19,72.78,0.16,0.16,0.0,42.7,223.1,112.3,1.03,0.32,0.08,0.71,0.08,51.59,0.4,0.71,0.16,0.71,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,714.0,791.0,90.3,14621.0,4670.0,230.0,240.0,95.8,368.0,391.0,94.1,106.0,140.0,75.7,0.0,0.0,0.02,0.0,0.0,2.7,0.08,0.08,1.9,62.78,60.95,1.67,0.95,0.0,1.03,0.16,0.71,0.0,0.0,0.0,0.0,56.67,0.16,0.16,0.95,0.24,0.08,0.33,0.09,-0.1,-0.1,70.5,0.24,0.08,0.0,1.19,0.95,0.0,1.51,0.63,0.0,0.08,5.56,2.46,1.03,1.59,1.03,0.48,0.08,0.63,1.11,0.48,1.51,0.48,3.1,3.33,0.0,57.1
1736.0,Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,29.0,1991.0,31.0,27.0,2359,26.2,0.04,0.08,0.0,0.04,0.09,0.16,0.03,0.1,14.0,8.0,57.1,6.0,42.9,60.65,3.32,16.91,36.68,7.79,0.34,60.57,0.53,0.31,0.23,30.46,151.95,64.05,0.46,0.5,0.08,0.5,0.73,36.15,0.42,1.87,0.11,1.18,0.53,0.04,0.08,0.04,0.0,0.11,0.0,0.0,0.0,0.0,0.0,1091.0,1341.0,81.4,19143.0,6716.0,485.0,553.0,87.7,453.0,521.0,86.9,115.0,187.0,61.5,0.0,0.06,0.06,-0.03,0.8,4.47,0.38,0.04,4.58,51.18,47.21,3.78,2.52,0.08,0.38,1.45,0.15,0.88,0.38,0.34,0.08,41.64,0.19,0.61,0.65,0.19,0.0,0.0,0.05,-1.4,-0.8,63.5,0.31,0.04,0.0,1.45,1.26,0.0,1.34,1.3,0.0,0.0,5.99,1.26,0.73,2.48,0.95,1.18,0.34,1.6,2.94,1.34,1.11,0.23,3.82,1.79,0.08,54.5
1737.0,Luis Milla,es ESP,MF,Granada,es La Liga,25.0,1994.0,16.0,14.0,1253,13.9,0.07,0.14,0.07,0.14,0.04,0.21,0.04,0.21,26.0,20.0,76.9,6.0,23.1,46.91,1.51,9.64,28.2,9.86,0.22,46.91,1.87,1.44,0.43,22.66,131.08,63.96,0.79,0.65,0.0,0.72,0.86,26.12,1.51,2.52,0.29,1.58,0.65,0.14,0.0,0.07,0.07,0.22,0.0,0.0,0.0,0.0,0.07,416.0,544.0,76.5,7699.0,2376.0,178.0,201.0,88.6,178.0,218.0,81.7,55.0,97.0,56.7,0.0,0.17,0.16,-0.09,1.22,2.81,0.79,0.14,4.03,39.14,34.82,3.88,2.37,0.14,0.36,2.52,0.07,1.22,0.36,0.5,0.0,29.93,0.43,0.72,0.72,0.22,0.1,0.33,0.06,0.4,0.4,51.9,0.07,0.0,0.0,1.15,1.44,0.0,1.73,0.79,0.0,0.0,5.68,1.01,0.94,1.58,0.79,0.72,0.07,0.43,2.01,1.58,0.72,0.0,3.31,1.15,0.07,21.4
1738.0,Pere Milla,es ESP,"FW,MF",Elche,es La Liga,27.0,1992.0,32.0,22.0,1981,22.0,0.18,0.32,0.18,0.32,0.23,0.32,0.23,0.32,30.0,19.0,63.3,11.0,36.7,37.32,1.32,6.36,22.05,9.59,1.91,37.32,1.36,0.86,0.5,22.14,93.27,49.14,1.23,1.36,0.05,2.77,1.5,27.05,3.59,1.82,0.32,0.95,0.0,0.09,0.36,0.36,0.05,0.23,0.0,0.05,0.05,0.0,0.0,428.0,595.0,71.9,5725.0,1143.0,273.0,326.0,83.7,102.0,137.0,74.5,24.0,41.0,58.5,0.0,0.1,0.05,0.04,0.64,1.36,0.32,0.0,2.09,27.05,25.73,1.14,0.14,0.18,0.14,0.41,0.23,0.09,0.05,0.0,0.0,19.45,0.18,1.45,1.36,0.5,0.13,0.36,0.17,-1.0,-1.0,48.8,0.27,0.0,0.0,1.41,2.45,0.23,0.59,0.77,0.0,0.05,3.82,1.86,1.95,1.09,0.55,0.45,0.09,0.36,1.68,1.32,0.77,0.23,1.68,0.77,0.05,21.6
1742.0,James Milner,eng ENG,"MF,DF",Liverpool,eng Premier League,34.0,1986.0,26.0,11.0,1070,11.9,0.0,0.08,0.0,0.08,0.03,0.1,0.03,0.1,12.0,6.0,50.0,6.0,50.0,90.08,2.52,15.38,52.35,22.86,1.51,90.08,1.01,0.5,0.5,51.93,223.95,119.24,1.76,2.1,0.25,1.01,1.01,62.44,4.29,2.27,0.08,1.85,0.25,0.08,0.08,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,779.0,934.0,83.4,12265.0,3618.0,435.0,466.0,93.3,270.0,315.0,85.7,56.0,92.0,60.9,0.0,0.07,0.08,0.02,1.09,5.55,1.76,0.25,8.4,78.49,72.52,5.63,1.09,0.08,0.25,2.86,3.28,1.09,0.42,0.5,0.0,65.46,0.34,2.02,1.01,0.25,0.0,0.0,0.03,-0.4,-0.4,58.5,0.25,0.0,0.0,1.6,0.92,0.0,1.18,1.6,0.0,0.0,6.22,2.02,1.43,2.18,0.76,1.18,0.25,0.92,2.77,1.85,2.52,0.25,3.36,1.34,0.08,33.3
