Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per_90,Pass_Dead_Shot_per_90,Take_Ons_Shot_per_90,Shot-Shot_per_90,Fouls_drawn_Shot_per_90,Defensive_Shot_per_90,Pass_Live_Goal_per_90,Pass_Dead_Goal_per_90,Take_Ons_Goal_per_90,Shot_Goal_per_90,Fouls_Drawn_Goal_per_90,Defensive_Goal_per_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Passes_Attempted_per_90,Live_Ball_Passes_per_90,Dead_Ball_Passes_per_90,Free_Kick_Passes_per_90,Through_Balls_per_90,Switches_per_90,Crosses_per_90,Throw_Ins_Taken_per_90,Corner_Kicks_per_90,In_Corner_Kicks_per_90,Out_Corner_Kicks_per_90,Str_Corner_Kicks_per_90,Passes_Cmp_per_90,Passes_Off_per_90,Passes_Blocked_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net,Percentage_of_Aerials_Won,Yellow_Cards_per_90,Red_Cards_per_90,Second_Yellow_Card_per_90,Fouls_Committed_per_90,Fouls_Drawn_per_90,Offsides_per_90,Interceptions_per_90,Tackles_Won_per_90,Penalty_Kicks_Won_per_90,Penalty_Kicks_Conceded_per_90,Ball_Recoveries_per_90,Aerials_Won_per_90,Aerials_Lost_per_90,Tackles_per_90,Tackles_Def_3rd_per_90,Tackles_Mid_3rd_per_90,Tackles_Att_3rd_per_90,Dribblers_Tackled_per_90,Dribblers_Challenged_per_90,Dribblers_Tackle_Lost_per_90,Blocks_per_90,Shots_Blocked_per_90,Tackles+Interceptions_per_90,Clearances_per_90,Errors_Shots_per_90,Dribblers_Tackle_W%
217.0,Chris Basham,eng ENG,"DF,MF",Sheffield Utd,eng Premier League,32.0,1988.0,31.0,31.0,2576,28.6,0.0,0.03,0.0,0.03,0.03,0.06,0.03,0.06,30.0,21.0,70.0,9.0,30.0,53.08,5.87,20.07,23.25,10.31,1.43,53.08,1.05,0.73,0.31,24.72,142.45,89.72,1.33,1.12,0.07,1.05,0.66,27.69,1.68,0.87,0.07,0.66,0.03,0.1,0.0,0.07,0.0,0.0,0.03,0.03,0.0,0.0,0.0,939.0,1153.0,81.4,14844.0,4412.0,493.0,557.0,88.5,364.0,426.0,85.4,62.0,116.0,53.4,0.0,0.03,0.03,0.0,0.38,1.75,0.49,0.21,2.87,40.31,37.45,2.8,0.35,0.0,0.14,0.87,2.41,0.0,0.0,0.0,0.0,32.83,0.07,0.56,0.35,0.03,0.0,0.0,0.07,-0.7,-0.7,47.0,0.17,0.0,0.0,0.87,0.98,0.21,1.71,1.47,0.03,0.03,5.52,1.89,2.13,2.41,1.43,0.8,0.17,1.43,2.34,0.91,1.26,0.52,4.13,3.67,0.03,61.2
218.0,Toma Bašić,hr CRO,MF,Bordeaux,fr Ligue 1,23.0,1996.0,34.0,32.0,2601,28.9,0.14,0.17,0.14,0.17,0.16,0.24,0.16,0.24,31.0,23.0,74.2,8.0,25.8,54.33,1.63,10.66,33.49,10.55,1.04,54.33,1.07,0.8,0.28,34.53,164.43,68.72,1.07,0.83,0.07,1.59,0.76,39.17,2.63,2.01,0.1,1.07,0.38,0.14,0.14,0.17,0.1,0.0,0.03,0.07,0.0,0.0,0.0,1048.0,1289.0,81.3,18608.0,4548.0,450.0,506.0,88.9,452.0,521.0,86.8,111.0,193.0,57.5,0.0,0.09,0.08,-0.05,0.9,2.7,0.62,0.1,3.84,44.6,42.46,1.97,1.14,0.03,0.42,2.21,0.07,0.76,0.38,0.28,0.0,36.26,0.17,0.52,1.56,0.59,0.09,0.24,0.1,-0.6,-0.6,45.5,0.24,0.0,0.0,1.45,1.07,0.07,1.11,0.76,0.0,0.0,4.81,0.87,1.04,1.14,0.52,0.55,0.07,0.55,2.01,1.45,0.73,0.17,2.25,1.45,0.03,27.6
220.0,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,21.0,1999.0,33.0,33.0,2922,32.5,0.0,0.09,0.0,0.09,0.03,0.08,0.03,0.08,15.0,12.0,80.0,3.0,20.0,78.37,7.54,28.65,41.75,8.55,0.58,78.37,0.46,0.37,0.09,50.74,261.88,168.98,2.15,1.69,0.06,0.58,0.18,59.17,1.85,1.26,0.18,1.11,0.0,0.0,0.03,0.06,0.06,0.18,0.0,0.0,0.0,0.0,0.0,2065.0,2306.0,89.5,37276.0,10450.0,910.0,952.0,95.6,899.0,961.0,93.5,226.0,315.0,71.7,0.0,0.05,0.04,0.05,0.37,4.62,0.49,0.12,4.49,70.95,66.92,3.82,1.94,0.03,0.74,0.74,0.98,0.0,0.0,0.0,0.0,63.54,0.22,0.74,0.31,0.03,0.0,0.0,0.1,-1.0,-1.0,60.0,0.18,0.0,0.0,1.23,0.86,0.0,1.23,0.68,0.0,0.0,5.05,1.48,0.98,1.11,0.4,0.65,0.06,0.52,0.83,0.31,1.05,0.49,2.34,2.31,0.0,63.0
221.0,Simone Bastoni,it ITA,DF,Spezia,it Serie A,23.0,1996.0,22.0,19.0,1522,16.9,0.06,0.47,0.06,0.47,0.07,0.26,0.07,0.26,40.0,25.0,62.5,15.0,37.5,75.27,2.43,21.48,32.19,22.6,1.54,75.27,2.37,1.48,0.89,41.54,245.62,144.2,3.02,2.43,0.12,1.66,1.12,45.33,4.62,2.84,0.47,1.66,0.77,0.3,0.12,0.0,0.0,0.24,0.18,0.06,0.0,0.0,0.0,794.0,1068.0,74.3,13759.0,4837.0,395.0,446.0,88.6,293.0,379.0,77.3,89.0,168.0,53.0,0.0,0.18,0.15,0.23,1.72,4.08,1.6,0.59,5.03,63.2,51.01,11.78,1.78,0.0,0.18,5.5,7.99,2.01,0.0,1.83,0.0,46.98,0.41,2.07,1.24,0.24,0.05,0.25,0.06,-0.2,-0.2,51.9,0.41,0.0,0.0,2.07,1.6,0.12,0.95,1.72,0.0,0.06,7.22,1.6,1.48,2.96,1.54,1.3,0.12,1.6,3.08,1.48,1.12,0.06,3.91,1.83,0.0,51.9
224.0,Rodrigo Battaglia,ar ARG,MF,Alavés,es La Liga,29.0,1991.0,32.0,29.0,2492,27.7,0.04,0.04,0.04,0.04,0.04,0.05,0.04,0.05,25.0,18.0,72.0,7.0,28.0,45.23,3.03,13.21,27.8,4.66,0.72,45.23,0.9,0.65,0.25,25.88,133.75,60.04,0.79,0.47,0.0,0.65,0.54,27.62,0.51,0.72,0.04,0.43,0.0,0.0,0.18,0.07,0.04,0.04,0.0,0.0,0.0,0.0,0.0,870.0,1039.0,83.7,14718.0,3574.0,396.0,450.0,88.0,362.0,406.0,89.2,77.0,117.0,65.8,0.0,0.01,0.01,-0.01,0.11,2.13,0.14,0.0,2.64,37.51,35.67,1.77,1.59,0.04,0.22,0.11,0.0,0.04,0.04,0.0,0.0,31.41,0.07,0.61,0.61,0.18,0.06,0.2,0.07,-0.2,-0.2,66.2,0.36,0.04,0.0,1.26,1.08,0.04,1.05,0.58,0.0,0.0,5.02,1.55,0.79,1.37,0.76,0.51,0.11,0.58,1.81,1.23,1.08,0.51,2.42,1.44,0.04,32.0
227.0,Julian Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,32.0,1988.0,17.0,12.0,1072,11.9,0.17,0.17,0.17,0.17,0.08,0.1,0.08,0.1,6.0,6.0,100.0,0.0,0.0,63.7,1.51,12.02,41.68,10.34,0.76,63.7,0.5,0.5,0.0,32.69,134.87,50.92,0.25,0.67,0.0,0.59,0.67,42.69,0.67,1.68,0.17,1.26,0.0,0.0,0.08,0.34,0.0,0.08,0.0,0.0,0.08,0.0,0.0,557.0,651.0,85.6,9471.0,2357.0,247.0,280.0,88.2,215.0,241.0,89.2,63.0,79.0,79.7,0.0,0.02,0.05,-0.02,0.42,3.53,0.42,0.08,4.29,54.71,53.03,1.51,1.34,0.17,0.67,0.25,0.08,0.0,0.0,0.0,0.0,46.81,0.17,0.76,0.59,0.34,0.29,0.5,0.14,1.0,1.0,71.0,0.08,0.0,0.0,0.92,1.09,0.0,1.01,1.68,0.0,0.0,6.39,1.85,0.76,3.61,1.18,2.18,0.25,1.34,2.61,1.26,1.01,0.0,4.62,0.84,0.08,51.6
228.0,Christoph Baumgartner,at AUT,"MF,FW",Hoffenheim,de Bundesliga,20.0,1999.0,31.0,28.0,2369,26.3,0.23,0.34,0.23,0.34,0.23,0.36,0.23,0.36,72.0,35.0,48.6,37.0,51.4,51.44,1.37,7.72,25.63,18.94,3.61,51.44,2.74,1.33,1.41,28.86,164.03,83.76,2.59,2.24,0.72,3.46,1.37,34.83,5.06,3.16,0.42,2.24,0.04,0.11,0.19,0.46,0.11,0.3,0.0,0.04,0.0,0.08,0.0,699.0,951.0,73.5,10511.0,2835.0,395.0,492.0,80.3,220.0,281.0,78.3,51.0,89.0,57.3,0.0,0.13,0.1,-0.02,1.29,2.47,1.1,0.11,4.18,36.16,33.73,2.21,0.49,0.04,0.34,0.8,0.53,0.08,0.04,0.04,0.0,26.58,0.23,1.14,2.32,0.8,0.1,0.29,0.1,0.1,0.1,37.3,0.23,0.0,0.0,2.66,2.02,0.04,0.91,1.18,0.08,0.0,5.32,2.02,3.38,1.67,0.49,0.91,0.27,0.53,1.94,1.41,1.52,0.3,2.59,0.91,0.0,27.5
230.0,Paul Baysse,fr FRA,DF,Bordeaux,fr Ligue 1,32.0,1988.0,31.0,29.0,2614,29.0,0.07,0.14,0.07,0.14,0.05,0.07,0.05,0.07,2.0,2.0,100.0,0.0,0.0,68.59,7.76,34.0,33.72,1.14,0.62,68.59,0.07,0.07,0.0,42.07,185.34,108.24,0.59,0.34,0.03,0.1,0.1,47.0,0.21,0.59,0.07,0.48,0.03,0.0,0.03,0.0,0.03,0.07,0.0,0.0,0.0,0.0,0.0,1502.0,1715.0,87.6,29524.0,10632.0,504.0,546.0,92.3,813.0,877.0,92.7,171.0,255.0,67.1,0.0,0.02,0.01,0.05,0.28,2.62,0.14,0.03,3.03,59.14,56.93,2.07,1.9,0.0,0.62,0.07,0.17,0.0,0.0,0.0,0.0,51.79,0.14,0.38,0.38,0.07,0.18,1.0,0.13,0.5,0.5,56.8,0.17,0.03,0.03,0.76,0.52,0.03,1.79,0.62,0.0,0.03,4.45,2.31,1.76,1.21,0.72,0.45,0.03,0.55,0.72,0.17,1.14,0.83,3.0,4.24,0.03,76.2
232.0,Ihlas Bebou,tg TOG,"FW,MF",Hoffenheim,de Bundesliga,26.0,1994.0,32.0,23.0,2200,24.4,0.37,0.65,0.37,0.65,0.4,0.61,0.4,0.61,76.0,43.0,56.6,33.0,43.4,39.26,1.02,3.81,15.2,21.27,5.49,39.26,3.11,1.76,1.35,23.32,148.24,77.58,2.87,1.39,1.27,4.51,2.3,29.3,9.22,3.03,0.53,2.34,0.0,0.37,0.12,0.2,0.0,0.25,0.0,0.16,0.08,0.04,0.0,466.0,630.0,74.0,6190.0,1385.0,293.0,358.0,81.8,115.0,164.0,70.1,24.0,37.0,64.9,0.0,0.2,0.11,0.08,1.6,1.15,1.15,0.53,2.13,25.82,24.84,0.94,0.08,0.0,0.2,1.8,0.41,0.0,0.0,0.0,0.0,19.1,0.04,0.94,1.96,0.78,0.19,0.47,0.21,-0.9,-0.9,39.9,0.12,0.0,0.0,0.98,1.31,0.16,0.7,0.37,0.04,0.0,3.69,2.25,3.4,0.98,0.2,0.41,0.37,0.33,0.57,0.25,0.74,0.16,1.68,0.66,0.0,57.1
233.0,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,24.0,1996.0,35.0,32.0,2780,30.9,0.03,0.03,0.03,0.03,0.04,0.05,0.04,0.05,4.0,3.0,75.0,1.0,25.0,54.79,6.96,25.53,25.53,4.05,0.84,54.79,0.13,0.1,0.03,30.71,151.88,98.16,0.71,0.61,0.03,0.39,0.29,34.76,0.71,0.81,0.03,0.68,0.0,0.0,0.03,0.03,0.06,0.03,0.0,0.0,0.0,0.0,0.0,1173.0,1371.0,85.6,20394.0,7572.0,498.0,547.0,91.0,553.0,612.0,90.4,96.0,158.0,60.8,0.0,0.01,0.01,-0.01,0.23,2.59,0.16,0.03,3.17,44.37,42.49,1.75,1.59,0.0,0.16,0.42,0.16,0.0,0.0,0.0,0.0,37.96,0.13,0.61,0.32,0.1,0.1,0.33,0.13,-0.3,-0.3,62.9,0.16,0.0,0.0,1.62,1.52,0.0,2.2,1.07,0.0,0.03,4.6,1.97,1.17,1.91,1.17,0.65,0.1,0.87,1.59,0.71,1.55,0.87,4.11,3.04,0.06,55.1
234.0,Sheraldo Becker,sr SUR,"FW,MF",Union Berlin,de Bundesliga,25.0,1995.0,18.0,15.0,1106,12.3,0.24,0.49,0.24,0.49,0.12,0.37,0.12,0.37,29.0,15.0,51.7,14.0,48.3,35.53,0.73,5.2,13.33,18.21,3.74,35.53,2.36,1.22,1.14,21.14,177.15,108.7,4.96,2.44,1.87,1.87,0.89,23.58,7.07,3.1,0.65,2.36,0.0,0.24,0.24,0.24,0.0,0.57,0.0,0.0,0.0,0.08,0.0,202.0,326.0,62.0,3200.0,869.0,112.0,146.0,76.7,66.0,115.0,57.4,15.0,35.0,42.9,0.0,0.25,0.2,-0.01,1.46,0.65,1.54,0.89,1.79,26.5,26.1,0.16,0.0,0.0,0.16,4.23,0.16,0.0,0.0,0.0,0.0,16.42,0.24,0.89,2.52,0.81,0.1,0.3,0.05,1.5,1.5,24.1,0.16,0.0,0.0,1.71,1.14,0.33,0.49,0.33,0.0,0.0,6.34,0.57,1.79,0.41,0.16,0.16,0.08,0.24,0.41,0.16,0.33,0.0,0.89,0.57,0.0,60.0
235.0,Timo Becker,de GER,DF,Schalke 04,de Bundesliga,23.0,1997.0,20.0,18.0,1640,18.2,0.0,0.0,0.0,0.0,0.01,0.04,0.01,0.04,29.0,15.0,51.7,14.0,48.3,54.45,5.11,25.22,22.25,7.69,0.55,54.45,1.59,0.82,0.77,26.65,147.03,71.43,1.15,1.1,0.05,1.43,0.77,30.88,2.64,0.55,0.11,0.33,0.05,0.05,0.0,0.11,0.0,0.05,0.05,0.0,0.0,0.0,0.0,593.0,788.0,75.3,10248.0,3492.0,261.0,312.0,83.7,269.0,327.0,82.3,51.0,97.0,52.6,0.0,0.02,0.02,-0.02,0.16,1.54,0.44,0.22,2.42,43.3,36.92,6.26,0.93,0.0,0.33,1.26,5.33,0.0,0.0,0.0,0.0,32.58,0.11,1.48,0.27,0.05,0.0,0.0,0.05,-0.3,-0.3,43.2,0.05,0.0,0.0,0.49,0.49,0.0,1.21,1.26,0.0,0.0,5.11,1.04,1.37,1.87,1.54,0.33,0.0,0.88,1.37,0.49,0.99,0.22,3.08,3.19,0.0,64.0
236.0,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,24.0,1996.0,36.0,36.0,3100,34.4,0.03,0.06,0.03,0.06,0.02,0.04,0.02,0.04,6.0,5.0,83.3,1.0,16.7,72.09,8.02,37.12,33.6,1.66,0.47,72.09,0.17,0.15,0.03,39.45,181.4,94.45,0.38,0.23,0.0,0.32,0.15,44.07,0.09,0.61,0.06,0.47,0.03,0.0,0.12,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,1734.0,2115.0,82.0,29051.0,11094.0,792.0,885.0,89.5,795.0,893.0,89.0,108.0,269.0,40.1,0.0,0.02,0.03,0.01,0.15,2.24,0.09,0.0,2.21,61.48,58.6,2.79,1.51,0.0,0.29,0.0,1.28,0.0,0.0,0.0,0.0,50.41,0.09,0.35,0.29,0.15,0.1,0.2,0.07,0.3,0.3,64.2,0.15,0.03,0.0,0.87,0.38,0.0,2.44,0.55,0.0,0.03,5.96,2.76,1.54,1.08,0.73,0.32,0.03,0.73,1.42,0.7,1.28,0.78,3.52,3.84,0.0,51.0
243.0,Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,26.0,1994.0,35.0,33.0,2727,30.3,0.0,0.0,0.0,0.0,0.01,0.03,0.01,0.03,34.0,23.0,67.6,11.0,32.4,55.84,3.0,17.26,31.39,7.72,0.46,55.84,1.12,0.76,0.36,33.6,159.8,71.82,0.69,0.56,0.1,1.19,0.79,37.52,1.06,1.19,0.13,1.02,0.03,0.03,0.0,0.1,0.0,0.07,0.03,0.0,0.0,0.03,0.0,1237.0,1421.0,87.1,22256.0,6504.0,519.0,568.0,91.4,570.0,631.0,90.3,126.0,163.0,77.3,0.0,0.03,0.04,-0.03,0.36,3.76,0.3,0.0,4.19,46.9,45.58,1.32,1.02,0.0,0.2,0.36,0.23,0.0,0.0,0.0,0.0,40.83,0.0,0.73,0.2,0.0,0.0,0.0,0.03,-0.2,-0.2,40.4,0.23,0.03,0.0,1.25,1.09,0.0,1.88,1.29,0.0,0.03,6.01,0.76,1.12,2.28,1.06,0.92,0.3,1.02,2.18,1.16,0.86,0.17,4.16,1.12,0.0,47.0
244.0,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,28.0,1991.0,16.0,16.0,1266,14.1,0.07,0.14,0.07,0.14,0.04,0.09,0.04,0.09,0.0,0.0,0.0,0.0,0.0,53.62,7.02,31.35,20.64,1.91,1.13,53.62,0.0,0.0,0.0,21.63,113.33,62.7,0.07,0.07,0.0,0.35,0.14,22.34,0.21,0.71,0.14,0.57,0.07,0.0,0.0,0.0,0.07,0.07,0.07,0.0,0.0,0.0,0.0,438.0,594.0,73.7,7986.0,3489.0,167.0,207.0,80.7,225.0,273.0,82.4,42.0,98.0,42.9,0.0,0.06,0.05,0.01,0.21,1.21,0.21,0.0,1.77,42.13,39.5,2.34,1.56,0.0,0.14,0.14,0.78,0.0,0.0,0.0,0.0,31.06,0.28,0.21,0.57,0.14,0.13,0.5,0.07,0.5,0.5,74.7,0.43,0.0,0.0,1.91,0.5,0.14,1.91,1.28,0.0,0.0,6.67,4.82,1.63,1.7,1.06,0.64,0.0,0.99,1.63,0.64,1.35,0.78,3.62,5.39,0.07,60.9
246.0,Jean-Ricner Bellegarde,fr FRA,"MF,FW",Strasbourg,fr Ligue 1,22.0,1998.0,36.0,25.0,2086,23.2,0.04,0.09,0.04,0.09,0.09,0.2,0.09,0.2,78.0,45.0,57.7,33.0,42.3,47.03,0.95,6.94,24.14,16.77,2.33,47.03,3.36,1.94,1.42,28.06,208.06,87.03,2.76,1.72,0.82,3.1,1.64,32.03,4.18,1.94,0.39,1.21,0.17,0.22,0.13,0.22,0.0,0.22,0.0,0.0,0.04,0.13,0.0,618.0,806.0,76.7,11359.0,2057.0,267.0,318.0,84.0,263.0,315.0,83.5,72.0,110.0,65.5,0.0,0.11,0.13,-0.06,0.82,1.77,0.69,0.3,2.93,34.74,32.89,1.68,0.39,0.0,0.56,2.93,0.13,1.16,0.65,0.22,0.0,26.64,0.17,1.29,0.99,0.22,0.04,0.2,0.09,-1.1,-1.1,34.3,0.13,0.0,0.0,1.38,2.03,0.0,0.82,1.68,0.13,0.0,4.74,0.99,1.9,2.41,0.95,1.08,0.39,0.6,0.99,0.39,0.86,0.09,3.23,0.69,0.0,60.9
247.0,Héctor Bellerín,es ESP,"DF,MF",Arsenal,eng Premier League,25.0,1995.0,25.0,24.0,2089,23.2,0.04,0.13,0.04,0.13,0.03,0.14,0.03,0.14,25.0,12.0,48.0,13.0,52.0,65.82,2.37,16.98,28.36,20.78,2.03,65.82,1.08,0.52,0.56,34.96,162.89,93.79,1.98,1.38,0.39,1.03,0.22,41.42,6.12,1.98,0.3,1.85,0.0,0.0,0.09,0.04,0.0,0.26,0.0,0.0,0.0,0.04,0.0,1080.0,1324.0,81.6,15904.0,4280.0,603.0,676.0,89.2,416.0,497.0,83.7,31.0,54.0,57.4,0.0,0.1,0.11,-0.02,0.86,2.97,1.12,0.39,4.66,57.07,49.91,7.03,0.43,0.09,0.22,2.33,6.59,0.0,0.0,0.0,0.0,46.55,0.13,1.38,0.65,0.22,0.07,0.2,0.05,0.2,0.2,50.8,0.34,0.0,0.0,0.91,0.3,0.04,1.42,0.82,0.04,0.0,3.92,1.34,1.29,1.25,0.6,0.52,0.13,0.52,1.77,1.25,1.12,0.34,2.67,1.42,0.0,29.3
248.0,Jude Bellingham,eng ENG,MF,Dortmund,de Bundesliga,17.0,2003.0,29.0,19.0,1697,18.9,0.05,0.21,0.05,0.21,0.13,0.31,0.13,0.31,47.0,28.0,59.6,19.0,40.4,68.73,1.06,10.32,38.62,20.32,2.75,68.73,2.49,1.48,1.01,38.94,165.03,71.53,1.48,1.85,0.32,2.33,1.64,51.9,4.23,2.07,0.37,1.75,0.0,0.05,0.05,0.16,0.05,0.37,0.0,0.0,0.0,0.0,0.0,866.0,1049.0,82.6,14258.0,3234.0,413.0,478.0,86.4,338.0,380.0,88.9,74.0,101.0,73.3,0.0,0.17,0.18,-0.01,0.74,3.92,1.16,0.05,4.92,55.5,54.07,1.16,0.79,0.16,0.32,1.06,0.11,0.0,0.0,0.0,0.0,45.82,0.26,1.22,1.75,0.42,0.03,0.13,0.08,-1.5,-1.5,50.0,0.32,0.05,0.05,2.12,2.75,0.05,1.27,1.64,0.0,0.05,6.19,1.38,1.38,2.59,0.58,1.53,0.48,1.01,2.43,1.43,1.96,0.26,3.86,0.69,0.0,41.3
249.0,Andrea Belotti,it ITA,FW,Torino,it Serie A,26.0,1993.0,35.0,33.0,2888,32.1,0.41,0.59,0.28,0.47,0.43,0.65,0.3,0.52,81.0,47.0,58.0,33.0,40.7,35.58,0.81,2.49,16.88,16.95,4.58,35.42,2.52,1.46,1.03,21.43,137.51,70.72,2.52,2.21,0.84,3.33,1.28,27.73,6.67,3.83,0.5,1.74,0.06,0.44,0.53,0.97,0.09,0.19,0.0,0.06,0.09,0.12,0.03,481.0,716.0,67.2,7066.0,1518.0,272.0,347.0,78.4,137.0,198.0,69.2,39.0,58.0,67.2,0.0,0.22,0.13,-0.03,1.15,1.12,1.0,0.12,1.99,22.31,20.44,1.74,0.12,0.28,0.34,0.78,0.06,0.0,0.0,0.0,0.0,14.98,0.12,1.21,3.18,1.09,0.09,0.26,0.1,-0.7,-0.8,42.2,0.12,0.0,0.0,1.81,4.21,0.65,0.37,0.56,0.09,0.03,2.71,2.52,3.46,0.93,0.12,0.5,0.31,0.34,1.09,0.75,0.84,0.12,1.31,0.65,0.0,31.4
250.0,Fran Beltrán,es ESP,"MF,FW",Celta Vigo,es La Liga,21.0,1999.0,32.0,13.0,1399,15.5,0.19,0.19,0.19,0.19,0.08,0.09,0.08,0.09,11.0,9.0,81.8,2.0,18.2,59.42,2.58,15.87,33.23,10.45,0.45,59.42,0.71,0.58,0.13,36.71,166.77,65.55,0.52,1.03,0.06,1.16,0.84,41.1,1.35,1.29,0.06,1.1,0.06,0.06,0.06,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,697.0,773.0,90.2,11826.0,2839.0,317.0,347.0,91.4,284.0,303.0,93.7,69.0,80.0,86.3,0.0,0.02,0.03,-0.02,0.26,3.68,0.58,0.06,3.55,49.87,48.58,1.29,0.9,0.0,0.26,0.39,0.13,0.19,0.0,0.13,0.0,44.97,0.0,0.52,1.22,0.45,0.16,0.43,0.06,1.8,1.8,16.0,0.19,0.0,0.0,1.03,0.65,0.0,1.03,1.42,0.0,0.0,6.9,0.26,1.35,1.94,0.97,0.77,0.19,0.52,1.55,1.03,0.9,0.06,2.97,1.55,0.0,33.3
252.0,Hatem Ben Arfa,fr FRA,"MF,FW",Bordeaux,fr Ligue 1,33.0,1987.0,24.0,19.0,1703,18.9,0.11,0.32,0.11,0.32,0.12,0.32,0.12,0.32,120.0,76.0,63.3,44.0,36.7,57.46,0.0,3.65,30.37,24.87,2.49,57.46,6.35,4.02,2.33,38.31,297.09,147.72,4.29,3.81,1.32,3.07,3.07,44.23,6.93,4.28,0.42,1.96,1.11,0.69,0.26,0.21,0.05,0.16,0.16,0.05,0.0,0.05,0.0,719.0,894.0,80.4,11319.0,2908.0,390.0,438.0,89.0,222.0,265.0,83.8,63.0,120.0,52.5,0.0,0.2,0.21,0.01,1.64,3.17,1.11,0.21,4.6,47.3,40.05,7.2,2.28,0.21,0.9,4.23,1.01,2.43,1.11,0.79,0.0,38.04,0.05,0.79,1.74,0.58,0.06,0.18,0.07,-0.3,-0.3,30.8,0.11,0.0,0.0,1.06,1.85,0.26,0.11,0.37,0.05,0.0,3.49,0.21,0.48,0.58,0.05,0.37,0.16,0.11,0.48,0.37,0.16,0.0,0.69,0.0,0.0,22.2
254.0,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,29.0,1990.0,37.0,32.0,2607,29.0,0.69,0.93,0.35,0.59,0.68,0.91,0.35,0.58,59.0,30.0,50.8,29.0,49.2,40.24,0.17,2.1,17.38,21.24,5.83,39.83,2.03,1.03,1.0,22.21,109.79,55.03,2.1,1.31,1.17,2.41,1.48,29.86,7.79,3.28,0.55,2.41,0.0,0.31,0.34,0.17,0.03,0.41,0.0,0.0,0.1,0.03,0.0,651.0,893.0,72.9,9062.0,1824.0,377.0,491.0,76.8,190.0,243.0,78.2,35.0,53.0,66.0,0.0,0.23,0.18,0.01,1.41,1.97,1.31,0.1,3.76,30.79,28.03,2.62,0.17,0.24,0.14,0.59,0.28,0.0,0.0,0.0,0.0,22.45,0.14,0.72,2.35,0.72,0.15,0.48,0.15,0.4,-0.2,35.7,0.1,0.0,0.0,0.41,1.34,0.62,0.45,0.31,0.07,0.0,3.0,1.38,2.48,0.62,0.07,0.34,0.21,0.1,0.45,0.34,0.55,0.0,1.07,0.1,0.0,23.1
