Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_per90,G+A_per90,G-PK_per90,G+A-PK_per90,xG_per90,xG+xAG_per90,npxG_per90,npxG+xAG_per90,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Touches_per_90,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Touches_Att_3rd_per_90,Touches_Att_Pen_per_90,Tocuhes_Live_Balls_per_90,Take_Ons_Attempted_per_90,Take_Ons_Succ_per_90,Tackled_Take_Ons_per_90,Carries_per_90,Total_Distance_per_90,Progressive_Distance_Carried_per_90,Progressive_Carries_per_90,1/3_Carries_per_90,Carries_Penalty_Area_per_90,Miscontrols_per_90,Dispossessed_per_90,Passes_Received_per_90,Progressive_Passes_Received_per_90,Shot_Creating_Action_per90,Goal_Creating_Action_90,Pass_Live_Shot_per_90,Pass_Dead_Shot_per_90,Take_Ons_Shot_per_90,Shot-Shot_per_90,Fouls_drawn_Shot_per_90,Defensive_Shot_per_90,Pass_Live_Goal_per_90,Pass_Dead_Goal_per_90,Take_Ons_Goal_per_90,Shot_Goal_per_90,Fouls_Drawn_Goal_per_90,Defensive_Goal_per_90,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists_per_90,xAG_per_90,xA_per_90,A-xAG_per_90,Key_Passes_per_90,Passes_1/3_per_90,Passes_Penalty_Area_per_90,Crosses_Penalty_Area_per_90,Progressive_Passes_per_90,Passes_Attempted_per_90,Live_Ball_Passes_per_90,Dead_Ball_Passes_per_90,Free_Kick_Passes_per_90,Through_Balls_per_90,Switches_per_90,Crosses_per_90,Throw_Ins_Taken_per_90,Corner_Kicks_per_90,In_Corner_Kicks_per_90,Out_Corner_Kicks_per_90,Str_Corner_Kicks_per_90,Passes_Cmp_per_90,Passes_Off_per_90,Passes_Blocked_per_90,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Npxg_per_shot,Xg_net,Npxg_net,Percentage_of_Aerials_Won,Yellow_Cards_per_90,Red_Cards_per_90,Second_Yellow_Card_per_90,Fouls_Committed_per_90,Fouls_Drawn_per_90,Offsides_per_90,Interceptions_per_90,Tackles_Won_per_90,Penalty_Kicks_Won_per_90,Penalty_Kicks_Conceded_per_90,Ball_Recoveries_per_90,Aerials_Won_per_90,Aerials_Lost_per_90,Tackles_per_90,Tackles_Def_3rd_per_90,Tackles_Mid_3rd_per_90,Tackles_Att_3rd_per_90,Dribblers_Tackled_per_90,Dribblers_Challenged_per_90,Dribblers_Tackle_Lost_per_90,Blocks_per_90,Shots_Blocked_per_90,Tackles+Interceptions_per_90,Clearances_per_90,Errors_Shots_per_90,Dribblers_Tackle_W%
701,Moussa Diarra,ml MLI,DF,Toulouse,fr Ligue 1,,2000.0,22,15,1397,15.5,0.06,0.19,0.06,0.19,0.03,0.1,0.03,0.1,9.0,5.0,55.6,3.0,33.3,55.29,5.16,20.13,27.68,7.94,0.65,55.29,0.58,0.32,0.19,34.06,174.52,82.77,1.16,1.16,0.13,1.42,0.39,30.9,0.77,1.35,0.39,1.1,0.06,0.0,0.06,0.13,0.0,0.26,0.0,0.0,0.0,0.13,0.0,550.0,680.0,80.9,9600.0,3899.0,223.0,266.0,83.8,282.0,326.0,86.5,34.0,57.0,59.6,0.13,0.07,0.06,0.06,0.65,3.61,1.23,0.26,4.52,43.87,37.87,5.81,1.61,0.06,0.13,1.03,3.81,0.0,0.0,0.0,0.0,35.48,0.19,1.23,0.32,0.13,0.2,0.5,0.09,0.5,0.5,56.8,0.32,0.0,0.0,1.42,1.16,0.0,1.29,0.77,0.0,0.0,4.06,1.35,1.03,2.06,1.03,0.97,0.06,0.84,1.74,0.9,1.94,0.9,3.35,2.77,0.0,48.1
702,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,,1997.0,30,28,2559,28.4,0.0,0.0,0.0,0.0,0.05,0.06,0.05,0.06,1.0,0.0,0.0,1.0,100.0,101.3,8.13,35.28,56.34,9.93,1.2,101.3,0.04,0.0,0.04,70.28,382.46,235.67,1.2,2.46,0.04,0.35,0.25,81.02,0.56,1.23,0.14,0.99,0.0,0.0,0.18,0.0,0.07,0.07,0.0,0.0,0.04,0.0,0.04,2469.0,2635.0,93.7,42764.0,13568.0,1039.0,1076.0,96.6,1256.0,1306.0,96.2,146.0,204.0,71.6,0.0,0.01,0.07,-0.01,0.25,7.75,0.42,0.11,6.09,92.78,90.39,2.29,1.62,0.07,0.25,0.46,0.39,0.0,0.0,0.0,0.0,86.94,0.11,0.28,0.7,0.28,0.0,0.0,0.07,-1.4,-1.4,52.8,0.0,0.0,0.0,0.81,0.53,0.0,1.06,0.7,0.0,0.04,3.8,1.65,1.48,1.37,0.49,0.74,0.14,0.67,0.92,0.25,1.13,0.6,2.43,2.71,0.0,73.1
703,Krépin Diatta,sn SEN,"DF,FW",Monaco,fr Ligue 1,,1999.0,26,12,1206,13.4,0.0,0.15,0.0,0.15,0.04,0.17,0.04,0.17,45.0,29.0,64.4,14.0,31.1,70.67,1.72,11.49,35.67,24.63,1.57,70.67,3.36,2.16,1.04,43.73,289.55,127.39,3.58,2.24,0.75,1.79,1.49,40.67,7.09,3.06,0.6,2.54,0.3,0.15,0.0,0.07,0.0,0.52,0.0,0.07,0.0,0.0,0.0,602.0,787.0,76.5,9825.0,3682.0,294.0,352.0,83.5,245.0,315.0,77.8,41.0,76.0,53.9,0.15,0.13,0.16,0.01,1.72,3.43,1.64,0.37,5.97,58.73,46.94,11.34,1.19,0.0,0.37,2.91,9.4,0.75,0.3,0.3,0.0,44.93,0.45,0.97,0.67,0.0,0.0,0.0,0.06,-0.5,-0.5,61.2,0.15,0.0,0.0,1.34,1.79,0.07,1.19,1.49,0.0,0.0,5.97,2.24,1.42,2.76,1.27,1.19,0.3,2.01,3.66,1.64,1.27,0.15,3.96,1.64,0.0,55.1
706,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,es La Liga,,1999.0,31,18,1545,17.2,0.47,0.82,0.47,0.82,0.33,0.59,0.33,0.59,109.0,55.0,50.5,49.0,45.0,56.45,0.47,2.97,23.26,31.4,5.41,56.45,6.34,3.2,2.85,40.35,259.59,140.0,4.42,3.55,1.86,2.79,2.44,46.57,9.65,4.37,1.05,2.85,0.12,0.76,0.35,0.23,0.06,0.7,0.06,0.29,0.0,0.0,0.0,624.0,740.0,84.3,7892.0,1835.0,430.0,463.0,92.9,132.0,170.0,77.6,23.0,40.0,57.5,0.35,0.26,0.27,0.09,1.74,2.44,1.98,0.41,4.36,43.02,40.99,1.69,0.47,0.41,0.12,1.8,0.35,0.41,0.17,0.12,0.0,36.28,0.35,0.7,2.21,0.99,0.21,0.47,0.15,2.3,2.3,25.0,0.0,0.0,0.0,1.28,2.38,0.29,0.29,1.1,0.0,0.0,4.3,0.17,0.52,1.69,0.23,0.93,0.52,0.35,0.76,0.41,0.93,0.06,1.98,0.12,0.0,46.2
707,Luis Díaz,co COL,FW,Liverpool,eng Premier League,,1997.0,37,32,2629,29.2,0.27,0.45,0.27,0.45,0.41,0.6,0.41,0.6,140.0,67.0,47.9,57.0,40.7,49.76,0.34,3.22,18.12,29.38,7.5,49.76,4.79,2.29,1.95,34.83,256.85,126.37,4.69,2.64,2.4,2.36,2.47,38.63,10.34,5.58,0.31,4.14,0.03,0.58,0.51,0.27,0.03,0.31,0.0,0.0,0.0,0.0,0.0,898.0,1075.0,83.5,13772.0,2931.0,527.0,584.0,90.2,274.0,320.0,85.6,68.0,91.0,74.7,0.17,0.2,0.16,-0.02,2.19,2.12,1.54,0.1,3.87,36.82,35.62,0.99,0.14,0.14,0.38,0.89,0.82,0.0,0.0,0.0,0.0,30.75,0.21,0.99,3.22,1.1,0.09,0.25,0.13,-3.9,-3.9,35.1,0.1,0.0,0.0,1.85,1.44,0.68,0.1,0.86,0.03,0.0,4.35,0.89,1.64,1.2,0.17,0.58,0.45,0.24,1.03,0.79,0.51,0.0,1.3,0.27,0.0,23.3
716,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,,1993.0,33,27,2410,26.8,0.04,0.15,0.04,0.15,0.04,0.19,0.04,0.19,33.0,10.0,30.3,16.0,48.5,59.33,2.65,17.46,20.19,22.13,2.09,59.33,1.23,0.37,0.6,31.34,135.45,66.64,1.57,0.71,0.15,0.6,0.56,34.51,7.46,2.76,0.15,1.79,0.71,0.0,0.11,0.11,0.04,0.15,0.0,0.0,0.0,0.0,0.0,1015.0,1351.0,75.1,16244.0,5595.0,524.0,594.0,88.2,406.0,529.0,76.7,66.0,148.0,44.6,0.11,0.15,0.13,-0.04,1.38,1.83,1.27,0.56,2.87,50.41,40.86,9.44,1.34,0.0,0.15,5.75,6.75,1.34,0.93,0.19,0.0,37.87,0.11,1.57,0.75,0.15,0.05,0.25,0.05,-0.1,-0.1,63.6,0.26,0.0,0.0,1.08,1.12,0.11,0.97,0.71,0.0,0.0,3.77,1.57,0.9,1.75,1.31,0.34,0.11,0.93,1.64,0.71,0.75,0.07,2.72,2.5,0.0,56.8
717,Federico Dimarco,it ITA,DF,Inter,it Serie A,,1997.0,30,29,2077,23.1,0.22,0.48,0.22,0.48,0.13,0.49,0.12,0.48,18.0,6.0,33.3,12.0,66.7,66.58,1.52,14.72,24.76,27.75,3.2,66.58,0.78,0.26,0.52,36.41,150.95,83.29,2.21,1.47,0.43,1.26,0.3,45.76,8.57,4.68,0.61,3.38,0.91,0.09,0.22,0.04,0.04,0.43,0.09,0.0,0.09,0.0,0.0,1027.0,1328.0,77.3,17596.0,5513.0,495.0,541.0,91.5,390.0,491.0,79.4,111.0,211.0,52.6,0.26,0.37,0.32,-0.11,2.64,2.6,2.47,1.3,4.33,57.49,48.31,8.96,1.04,0.04,0.26,8.48,5.37,2.55,0.95,1.3,0.0,44.46,0.22,1.47,2.21,0.82,0.1,0.26,0.05,2.1,2.3,40.0,0.0,0.0,0.0,0.52,0.91,0.22,0.39,1.08,0.0,0.0,4.29,0.26,0.39,1.82,0.82,0.61,0.39,0.74,1.52,0.78,0.78,0.13,2.21,1.47,0.04,48.6
719,Junior Dina Ebimbe,fr FRA,"MF,DF",Eint Frankfurt,de Bundesliga,,2000.0,31,25,1956,21.7,0.23,0.37,0.23,0.37,0.23,0.36,0.23,0.36,90.0,42.0,46.7,44.0,48.9,57.88,2.49,10.6,28.39,19.86,4.33,57.88,4.15,1.94,2.03,31.66,166.73,81.11,2.63,1.47,1.15,2.72,1.38,38.29,7.24,2.48,0.28,1.75,0.0,0.37,0.23,0.09,0.05,0.28,0.0,0.0,0.0,0.0,0.0,715.0,935.0,76.5,10995.0,2999.0,379.0,451.0,84.0,275.0,343.0,80.2,38.0,65.0,58.5,0.14,0.13,0.17,0.0,0.92,2.86,0.88,0.14,3.64,43.09,38.66,4.29,0.23,0.32,0.23,0.97,4.06,0.0,0.0,0.0,0.0,32.95,0.14,1.24,2.39,0.69,0.1,0.33,0.1,0.0,0.0,56.2,0.23,0.0,0.0,2.26,0.69,0.14,0.41,1.34,0.0,0.0,5.16,1.89,1.47,2.03,0.69,0.78,0.55,0.83,1.89,1.06,1.29,0.32,2.44,1.8,0.05,43.9
720,Eren Dinkçi,de GER,"FW,MF",Heidenheim,de Bundesliga,,2001.0,33,33,2650,29.4,0.34,0.51,0.34,0.51,0.15,0.27,0.15,0.27,95.0,41.0,43.2,46.0,48.4,40.37,0.82,6.19,19.59,15.92,2.59,40.37,3.23,1.39,1.56,22.96,163.91,82.18,2.89,2.01,0.75,3.33,1.56,26.29,4.86,2.92,0.44,2.07,0.17,0.24,0.24,0.2,0.0,0.31,0.0,0.1,0.03,0.0,0.0,508.0,819.0,62.0,8305.0,3108.0,257.0,360.0,71.4,181.0,266.0,68.0,46.0,86.0,53.5,0.17,0.13,0.13,0.04,1.22,2.21,1.12,0.51,3.03,27.86,26.9,0.85,0.1,0.07,0.17,2.69,0.61,0.1,0.0,0.1,0.0,17.28,0.1,1.77,1.66,0.71,0.2,0.48,0.09,5.7,5.7,31.4,0.27,0.0,0.0,0.95,0.75,0.07,0.41,0.61,0.0,0.0,5.27,0.37,0.82,1.09,0.54,0.44,0.1,0.65,1.63,0.99,1.36,0.14,1.5,0.71,0.0,39.6
723,Issa Diop,fr FRA,DF,Fulham,eng Premier League,,1997.0,18,16,1424,15.8,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,1.0,1.0,100.0,0.0,0.0,79.62,10.63,42.34,35.95,1.52,0.44,79.62,0.06,0.06,0.0,50.25,278.23,168.42,0.7,0.51,0.0,0.19,0.32,55.95,0.06,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,950.0,1080.0,88.0,17646.0,6371.0,333.0,358.0,93.0,555.0,594.0,93.4,53.0,98.0,54.1,0.0,0.0,0.03,0.0,0.0,3.8,0.19,0.0,4.18,68.35,65.89,2.34,1.39,0.06,0.32,0.0,0.13,0.0,0.0,0.0,0.0,60.13,0.13,0.82,0.32,0.06,0.0,0.0,0.05,-0.3,-0.3,59.5,0.25,0.06,0.06,1.08,0.25,0.0,1.08,1.01,0.0,0.19,4.11,1.58,1.08,1.9,1.46,0.32,0.13,0.95,1.27,0.32,1.77,1.2,2.97,5.06,0.06,75.0
725,Andy Diouf,fr FRA,MF,Lens,fr Ligue 1,,2003.0,25,16,1314,14.6,0.07,0.07,0.07,0.07,0.1,0.18,0.1,0.18,58.0,30.0,51.7,26.0,44.8,62.19,1.16,7.81,32.74,23.01,1.58,62.19,3.97,2.05,1.78,46.92,331.58,171.99,4.32,3.29,0.55,1.99,2.05,43.84,3.77,3.49,0.14,2.12,0.68,0.34,0.14,0.14,0.07,0.14,0.0,0.0,0.0,0.0,0.0,591.0,737.0,80.2,8535.0,2144.0,316.0,369.0,85.6,216.0,251.0,86.1,25.0,50.0,50.0,0.0,0.08,0.12,-0.08,1.44,3.15,0.96,0.0,5.48,50.48,47.19,3.08,0.89,0.07,0.0,3.22,0.0,2.19,1.03,0.96,0.0,40.48,0.21,1.85,1.85,0.55,0.04,0.13,0.06,-0.5,-0.5,41.7,0.14,0.0,0.0,0.82,1.03,0.0,0.21,1.3,0.0,0.0,6.44,0.68,0.96,1.92,0.82,0.75,0.34,0.96,1.51,0.55,0.89,0.21,2.12,0.34,0.07,63.6
727,Axel Disasi,fr FRA,DF,Chelsea,eng Premier League,,1998.0,31,29,2579,28.7,0.07,0.07,0.07,0.07,0.08,0.09,0.08,0.09,22.0,12.0,54.5,5.0,22.7,86.97,10.14,41.57,39.72,6.1,0.84,86.97,0.77,0.42,0.17,56.2,250.24,147.14,1.05,0.7,0.1,0.56,0.42,65.92,0.73,0.45,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2031.0,2256.0,90.0,34081.0,11464.0,877.0,913.0,96.1,1050.0,1124.0,93.4,86.0,168.0,51.2,0.0,0.01,0.03,-0.01,0.1,4.01,0.28,0.03,3.9,78.61,75.02,3.41,1.71,0.1,0.38,0.35,1.5,0.0,0.0,0.0,0.0,70.77,0.17,0.66,0.56,0.14,0.13,0.5,0.15,-0.4,-0.4,69.9,0.21,0.0,0.0,0.59,0.59,0.14,0.63,0.66,0.0,0.0,5.23,2.51,1.08,1.15,0.7,0.35,0.1,0.8,1.05,0.24,0.91,0.66,1.78,3.55,0.07,76.7
730,Djené,tg TOG,"DF,MF",Getafe,es La Liga,,1991.0,33,30,2484,27.6,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,25.0,18.0,72.0,3.0,12.0,49.38,4.06,18.48,25.51,6.12,0.43,49.38,0.91,0.65,0.11,23.95,120.8,59.31,0.47,0.51,0.04,0.87,0.47,25.0,0.69,0.8,0.0,0.69,0.04,0.04,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861.0,1121.0,76.8,15810.0,5814.0,335.0,386.0,86.8,415.0,505.0,82.2,92.0,182.0,50.5,0.0,0.01,0.03,-0.01,0.25,2.32,0.4,0.18,3.55,40.62,38.01,2.5,0.76,0.0,0.14,1.09,1.74,0.0,0.0,0.0,0.0,31.2,0.11,0.51,0.22,0.04,0.0,0.0,0.02,-0.1,-0.1,56.1,0.51,0.04,0.04,1.85,1.34,0.04,0.83,0.69,0.0,0.04,6.34,1.34,1.05,1.23,0.65,0.47,0.11,0.54,0.94,0.4,1.12,0.54,2.07,2.54,0.0,57.7
732,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,,1993.0,37,32,2832,31.5,0.0,0.03,0.0,0.03,0.03,0.05,0.03,0.05,2.0,1.0,50.0,1.0,50.0,62.29,6.89,33.46,26.13,3.05,0.83,62.29,0.06,0.03,0.03,30.25,153.52,64.89,0.19,0.32,0.0,0.22,0.1,37.05,0.32,0.57,0.03,0.51,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,1454.0,1661.0,87.5,27563.0,8404.0,488.0,555.0,87.9,808.0,870.0,92.9,136.0,187.0,72.7,0.03,0.02,0.02,0.01,0.22,1.27,0.16,0.03,2.51,52.73,50.29,2.38,1.84,0.03,0.19,0.19,0.54,0.0,0.0,0.0,0.0,46.16,0.06,0.35,0.41,0.0,0.0,0.0,0.06,-0.8,-0.8,62.6,0.16,0.0,0.0,0.54,0.35,0.0,1.81,0.76,0.0,0.03,5.43,2.92,1.75,1.33,0.92,0.38,0.03,0.6,0.98,0.38,1.68,1.05,3.14,3.17,0.0,61.3
735,Ritsu Doan,jp JPN,"DF,MF",Freiburg,de Bundesliga,,1998.0,30,26,2246,25.0,0.28,0.36,0.28,0.36,0.2,0.32,0.2,0.32,115.0,53.0,46.1,55.0,47.8,41.52,1.56,7.32,18.2,16.68,2.56,41.52,4.6,2.12,2.2,23.6,132.04,68.24,1.96,1.64,0.36,1.88,1.44,26.8,5.56,2.81,0.28,1.92,0.32,0.28,0.08,0.2,0.0,0.24,0.0,0.0,0.0,0.04,0.0,504.0,713.0,70.7,7391.0,2663.0,310.0,367.0,84.5,151.0,210.0,71.9,27.0,79.0,34.2,0.08,0.12,0.17,-0.04,1.24,1.96,0.88,0.16,3.12,28.52,27.12,1.24,0.44,0.2,0.24,2.44,0.2,0.6,0.4,0.2,0.0,20.16,0.16,1.04,1.48,0.76,0.19,0.37,0.13,2.0,2.0,42.9,0.08,0.0,0.0,1.04,1.4,0.08,0.36,1.08,0.04,0.0,3.88,0.84,1.12,2.0,0.84,0.76,0.4,0.84,1.44,0.6,1.2,0.12,2.36,1.16,0.0,58.3
738,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,,1998.0,24,24,2160,24.0,0.08,0.08,0.08,0.08,0.05,0.06,0.05,0.06,4.0,2.0,50.0,0.0,0.0,51.04,6.42,26.42,22.38,2.42,1.04,51.04,0.17,0.08,0.0,24.38,115.12,66.62,0.29,0.67,0.04,0.38,0.08,30.25,0.25,1.04,0.12,0.71,0.0,0.0,0.17,0.17,0.0,0.04,0.0,0.0,0.04,0.04,0.0,738.0,919.0,80.3,13735.0,5232.0,273.0,311.0,87.8,379.0,434.0,87.3,72.0,146.0,49.3,0.0,0.01,0.04,-0.01,0.17,2.79,0.38,0.04,2.71,38.29,37.25,0.96,0.88,0.0,0.21,0.17,0.08,0.0,0.0,0.0,0.0,30.75,0.08,0.38,0.67,0.08,0.13,1.0,0.07,0.8,0.8,55.8,0.08,0.0,0.0,0.54,0.83,0.0,1.58,0.96,0.04,0.0,2.83,2.21,1.75,1.42,0.75,0.67,0.0,0.62,0.88,0.25,1.92,1.04,3.0,4.62,0.04,71.4
739,Matt Doherty,ie IRL,"DF,MF",Wolves,eng Premier League,,1992.0,30,9,1150,12.8,0.08,0.08,0.08,0.08,0.07,0.17,0.07,0.17,14.0,6.0,42.9,7.0,50.0,63.36,4.69,21.41,26.25,16.02,2.42,63.36,1.09,0.47,0.55,25.39,101.02,46.64,0.94,0.62,0.23,1.33,0.47,37.58,5.0,1.48,0.0,1.41,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.0,653.0,78.9,7798.0,2105.0,296.0,348.0,85.1,174.0,212.0,82.1,31.0,55.0,56.4,0.0,0.1,0.07,-0.1,0.94,1.72,0.55,0.08,2.42,51.02,44.22,6.8,0.86,0.0,0.39,1.02,5.94,0.0,0.0,0.0,0.0,40.23,0.0,1.41,0.7,0.23,0.11,0.33,0.09,0.2,0.2,53.5,0.16,0.0,0.0,1.02,0.86,0.39,0.55,1.41,0.0,0.0,5.08,2.97,2.58,2.42,1.33,0.78,0.31,0.94,1.8,0.86,1.17,0.39,2.97,3.67,0.0,52.2
745,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,,2001.0,22,18,1584,17.6,0.0,0.0,0.0,0.0,0.02,0.02,0.02,0.02,2.0,2.0,100.0,0.0,0.0,60.68,6.25,28.3,29.26,3.58,0.57,60.68,0.11,0.11,0.0,33.64,158.64,84.66,0.62,0.62,0.06,0.97,0.11,35.74,0.17,0.74,0.06,0.68,0.06,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,681.0,864.0,78.8,12595.0,4749.0,257.0,302.0,85.1,353.0,398.0,88.7,63.0,134.0,47.0,0.0,0.01,0.02,-0.01,0.17,4.09,0.17,0.0,3.58,49.09,47.22,1.7,1.53,0.0,0.68,0.17,0.17,0.0,0.0,0.0,0.0,38.69,0.17,0.57,0.28,0.0,0.0,0.0,0.06,-0.3,-0.3,54.5,0.11,0.0,0.0,0.85,0.45,0.0,1.25,1.19,0.0,0.0,4.03,2.05,1.7,1.87,0.97,0.51,0.4,1.31,2.1,0.8,1.36,0.68,3.12,4.43,0.0,62.2
752,Patrick Dorgu,dk DEN,"DF,MF",Lecce,it Serie A,,2004.0,32,17,1564,17.4,0.12,0.12,0.12,0.12,0.11,0.21,0.11,0.21,38.0,15.0,39.5,16.0,42.1,54.54,3.28,15.11,24.77,15.23,1.84,54.54,2.18,0.86,0.92,30.75,166.21,83.91,2.13,1.95,0.23,2.36,1.15,32.59,4.94,2.3,0.06,1.49,0.29,0.11,0.17,0.23,0.0,0.0,0.0,0.0,0.06,0.0,0.0,582.0,729.0,79.8,9119.0,2695.0,305.0,338.0,90.2,215.0,266.0,80.8,40.0,77.0,51.9,0.0,0.09,0.04,-0.09,1.03,1.78,0.75,0.4,2.82,41.9,35.17,6.61,1.09,0.0,0.29,2.36,5.23,0.29,0.0,0.0,0.0,33.45,0.11,0.92,1.04,0.4,0.11,0.29,0.11,0.0,0.0,51.9,0.34,0.0,0.0,1.44,2.53,0.11,0.52,1.26,0.0,0.0,4.48,1.55,1.44,2.47,1.26,0.98,0.23,1.26,1.95,0.69,0.92,0.29,2.99,2.59,0.11,64.7
753,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,,1998.0,21,16,1386,15.4,0.0,0.0,0.0,0.0,0.04,0.05,0.04,0.05,11.0,7.0,63.6,3.0,27.3,51.69,3.96,16.36,30.32,5.52,0.13,51.69,0.71,0.45,0.19,28.31,132.4,52.01,0.78,0.52,0.06,1.36,0.65,30.52,0.78,1.17,0.06,0.78,0.0,0.06,0.13,0.13,0.06,0.06,0.0,0.0,0.0,0.0,0.0,545.0,628.0,86.8,9719.0,2395.0,230.0,248.0,92.7,264.0,288.0,91.7,45.0,75.0,60.0,0.0,0.01,0.02,-0.01,0.19,2.66,0.13,0.06,3.05,40.78,38.96,1.62,1.43,0.13,0.26,0.19,0.0,0.06,0.0,0.06,0.0,35.39,0.19,0.32,0.91,0.0,0.0,0.0,0.05,-0.7,-0.7,33.3,0.32,0.0,0.0,1.23,1.75,0.0,1.04,1.56,0.0,0.13,7.34,0.58,1.17,2.27,0.84,1.36,0.06,0.84,2.14,1.3,0.97,0.58,3.31,1.75,0.0,39.4
754,Alberto Dossena,it ITA,DF,Cagliari,it Serie A,,1998.0,35,33,2977,33.1,0.06,0.18,0.06,0.18,0.07,0.13,0.07,0.13,8.0,5.0,62.5,3.0,37.5,51.96,8.16,28.1,22.6,1.66,1.06,51.96,0.24,0.15,0.09,23.38,113.69,65.23,0.27,0.18,0.0,0.66,0.3,25.65,0.06,0.88,0.15,0.63,0.0,0.0,0.12,0.03,0.09,0.12,0.0,0.0,0.03,0.0,0.0,1042.0,1305.0,79.8,22274.0,7809.0,279.0,324.0,86.1,597.0,680.0,87.8,158.0,271.0,58.3,0.12,0.06,0.04,0.06,0.36,2.15,0.12,0.0,2.69,39.43,37.92,1.48,1.24,0.09,0.33,0.03,0.21,0.0,0.0,0.0,0.0,31.48,0.03,0.24,0.73,0.18,0.08,0.33,0.09,-0.2,-0.2,63.4,0.15,0.0,0.0,1.15,1.27,0.0,1.36,1.06,0.0,0.0,5.74,3.56,2.05,1.66,1.3,0.36,0.0,0.97,1.45,0.48,1.51,0.82,3.02,5.2,0.06,66.7
756,Abdoulaye Doucouré,ml MLI,"FW,MF",Everton,eng Premier League,,1993.0,32,32,2629,29.2,0.24,0.27,0.24,0.27,0.3,0.4,0.3,0.4,48.0,25.0,52.1,21.0,43.8,40.75,1.23,6.44,17.91,16.95,3.42,40.75,1.64,0.86,0.72,21.75,112.74,57.95,1.88,1.27,0.58,2.09,1.44,27.4,4.79,2.29,0.17,2.02,0.0,0.0,0.21,0.03,0.03,0.1,0.0,0.0,0.07,0.0,0.0,683.0,893.0,76.5,9807.0,2329.0,381.0,453.0,84.1,239.0,288.0,83.0,28.0,59.0,47.5,0.03,0.1,0.05,-0.07,1.16,1.47,0.62,0.03,3.32,30.58,30.0,0.55,0.0,0.03,0.03,0.89,0.0,0.0,0.0,0.0,0.0,23.39,0.03,0.99,1.61,0.72,0.15,0.33,0.2,-1.8,-1.8,37.5,0.24,0.0,0.0,1.82,0.27,0.72,0.51,0.92,0.0,0.03,4.93,0.82,1.37,1.47,0.68,0.48,0.31,0.62,1.58,0.96,0.79,0.1,1.99,0.65,0.0,39.1
757,Cheick Doucouré,ml MLI,MF,Crystal Palace,eng Premier League,,2000.0,11,11,919,10.2,0.0,0.0,0.0,0.0,0.03,0.1,0.03,0.1,13.0,10.0,76.9,3.0,23.1,53.43,2.45,14.22,30.59,9.51,0.69,53.43,1.27,0.98,0.29,27.06,113.04,56.76,0.88,0.88,0.1,1.57,0.78,31.18,0.49,2.25,0.29,1.86,0.0,0.1,0.2,0.0,0.1,0.29,0.0,0.0,0.0,0.0,0.0,367.0,422.0,87.0,5725.0,1849.0,200.0,222.0,90.1,146.0,165.0,88.5,18.0,24.0,75.0,0.0,0.07,0.08,-0.07,0.98,3.82,0.49,0.0,4.8,41.37,40.98,0.39,0.39,0.49,0.0,0.1,0.0,0.0,0.0,0.0,0.0,35.98,0.0,0.69,0.59,0.2,0.0,0.0,0.05,-0.3,-0.3,35.7,0.2,0.0,0.0,0.98,0.1,0.0,1.96,1.67,0.0,0.0,7.25,0.49,0.88,3.33,1.47,1.27,0.59,1.76,2.94,1.18,1.27,0.2,5.29,1.18,0.0,60.0
