,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_Against,Goals_Against_per90,Shots_on_Target_Against,Saves,Save%,W,D,L,CS,CS%,PK_attempts,PK_Allowed,PKs_Saved,PK_missed,Save%(Penalty Kicks),Gk_free_kick_goals_against,Gk_corner_kick_goals_against,Gk_own_goals_against,Gk_psxg,Gk_psxg_per_shot_on_target_against,Gk_psxg_diff,Gk_psxg_net_per90,Gk_passes_completed_launched,Gk_passes_attempted_launched,Gk_passes_pct_launched,Gk_passes,Gk_passes_throws,Gk_pct_passes_launched,Gk_passes_length_avg,Gk_goal_kicks,Gk_pct_goal_kicks_launched,Gk_goal_kick_length_avg,Gk_crosses_faced,Gk_crosses_stopped,Gk_crosses_stopped_pct,Gk_def_actions_outside_pen_area,Gk_def_actions_outside_pen_area_per90,Gk_avg_distance_def_actions,Gk_goal_kicks_launched,Gk_passes_launched,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists,xAG,xA,A-xAG,Key_Passes,Passes_1/3,Passes_Penalty_Area,Crosses_Penalty_Area,Progressive_Passes,Goal_Creating_Action,Shot_Creating_Action,Shot_Creating_Action_per90,Goal_Creating_Action_90,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Tocuhes_Live_Balls,Carries,Passes_Received,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Tocuhes_Live_Balls_per_90,Carries_per_90,Passes_Received_per_90,Seasons at top 5,Seasons in PL,Seasons in Liga,Seasons in Serie A,Seasons in Ligue 1,Seasons in Bundesliga,Goal_Creating_Action_per90
10,Gregor Kobel,ch SUI,GK,Dortmund+Stuttgart,de Bundesliga,25.0,1997.0,116.0,116.0,10330.0,114.8,159.0,1.39,504.0,347.0,69.0,64.0,23.0,29.0,30.0,26.0,17.0,14.0,3.0,0.0,18.0,3.0,22.0,5.0,160.39999999999998,0.32,6.3999999999999995,0.06,409.0,1075.0,38.0,3637.0,577.0,22.0,28.18,822.0,32.0,33.9,1456.0,56.0,4.0,145.0,1.26,61.6,267.0,805.0,3694.0,4423.0,83.0,87996.0,56860.0,968.0,969.0,100.0,1818.0,1837.0,99.0,864.0,1606.0,54.0,,0.1,0.2,-0.1,1.0,44.0,3.0,0.0,1.0,1.0,12.0,0.1,,3844.0,4734.0,24.0,4756.0,2779.0,2505.0,33.48,41.24,0.21,41.43,24.21,21.82,4,0,0,0,0,4,0.01
11,Predrag Rajković,rs SRB,GK,Mallorca+Reims,es La Liga+fr Ligue 1,27.0,1995.0,147.0,147.0,13185.0,146.5,176.0,1.2,594.0,415.0,70.0,40.0,51.0,56.0,42.0,28.999999999999996,26.0,19.0,5.0,2.0,19.0,3.0,22.0,2.0,173.79999999999998,0.29,-0.20000000000000018,-0.0,988.0,2700.0,37.0,3926.0,618.0,49.0,40.38,1234.0,63.0,48.42,2329.0,113.0,5.0,134.0,0.91,54.7,778.0,1919.0,3316.0,4974.0,64.0,108735.0,82318.0,441.0,443.0,100.0,1396.0,1423.0,98.0,1455.0,3268.0,45.0,,0.7,0.6,-0.7,10.0,153.0,7.0,0.0,4.0,3.0,36.0,0.25,,4432.0,5455.0,72.0,5527.0,2945.0,2231.0,30.25,37.24,0.49,37.73,20.1,15.23,4,0,2,0,2,0,0.02
12,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,30.0,1993.0,142.0,142.0,12752.0,141.7,131.0,0.92,451.0,323.0,72.0,88.0,25.0,29.0,54.0,38.0,16.0,10.0,3.0,3.0,19.0,3.0,13.0,6.0,127.1,0.28,2.0999999999999996,0.01,606.0,1847.0,33.0,2846.0,581.0,42.0,36.42,1087.0,60.0,44.8,1927.0,102.0,5.0,97.0,0.68,55.5,648.0,1196.0,2593.0,3961.0,66.0,76895.0,57374.0,414.0,415.0,100.0,1139.0,1153.0,99.0,1023.0,2347.0,44.0,,0.0,0.0,0.0,0.0,32.0,1.0,0.0,0.0,0.0,7.0,0.05,,3735.0,4169.0,17.0,4185.0,2005.0,1578.0,26.36,29.42,0.12,29.53,14.15,11.14,4,0,4,0,0,0,0.0
13,Mike Maignan,fr FRA,GK,Milan+Lille,it Serie A+fr Ligue 1,28.0,1995.0,121.0,121.0,10887.0,121.0,99.0,0.82,390.0,292.0,75.0,76.0,30.0,15.0,56.0,46.0,14.0,12.0,2.0,0.0,14.000000000000002,3.0,16.0,3.0,103.2,0.26,7.199999999999999,0.06,475.0,1244.0,38.0,3625.0,665.0,26.0,30.65,621.0,46.0,39.58,1397.0,104.0,7.000000000000001,157.0,1.3,67.0,285.0,956.0,3399.0,4424.0,80.0,87847.0,60176.0,689.0,692.0,100.0,1721.0,1736.0,99.0,964.0,1789.0,54.0,,0.7999999999999999,0.30000000000000004,2.1999999999999997,7.0,81.0,6.0,0.0,6.0,4.0,26.0,0.21,,3430.0,4422.0,56.0,4476.0,2902.0,2379.0,28.35,36.55,0.46,36.99,23.98,19.66,4,0,0,3,1,0,0.03
14,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,37.0,1986.0,96.0,96.0,8613.0,95.7,112.0,1.17,349.0,235.0,67.0,69.0,14.0,13.0,29.0,30.0,9.0,6.0,2.0,1.0,22.0,1.0,7.0,0.0,111.89999999999999,0.32,-0.09999999999999964,-0.0,345.0,717.0,48.0,3430.0,542.0,19.0,27.72,518.0,11.0,25.58,945.0,27.0,3.0,255.0,2.66,86.80000000000001,58.0,653.0,3434.0,3511.0,87.0,84981.0,56318.0,651.0,653.0,100.0,1811.0,1844.0,98.0,963.0,1438.0,67.0,,0.3,0.30000000000000004,-0.3,1.0,27.0,2.0,0.0,22.0,2.0,12.0,0.13,,3025.0,4022.0,93.0,4115.0,2425.0,2456.0,31.61,42.03,0.97,43.0,25.34,25.66,4,0,0,0,0,4,0.02
15,Pau López,es ESP,GK,Marseille+Roma,fr Ligue 1+it Serie A,28.0,1994.0,116.0,114.0,10291.0,114.4,133.0,1.16,418.0,290.0,69.0,59.0,25.0,30.0,31.0,27.0,15.0,15.0,0.0,0.0,0.0,2.0,22.0,5.0,121.69999999999999,0.29,-6.3,-0.06,343.0,1063.0,32.0,3713.0,497.0,22.0,28.85,589.0,41.0,36.67,1221.0,63.0,5.0,138.0,1.21,66.3,243.0,816.0,3470.0,4840.0,81.0,83915.0,53215.0,761.0,764.0,100.0,1865.0,1889.0,99.0,827.0,1629.0,51.0,,1.6,0.5,1.4000000000000001,6.0,51.0,3.0,0.0,5.0,4.0,26.0,0.23,,2958.0,4386.0,147.0,4531.0,3173.0,2573.0,25.86,38.34,1.28,39.61,27.74,22.49,4,0,0,1,3,0,0.03
16,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,29.0,1994.0,141.0,141.0,12642.0,140.5,205.0,1.46,644.0,446.0,69.0,45.0,32.0,64.0,38.0,27.0,18.0,16.0,1.0,1.0,6.0,5.0,28.0,8.0,202.0,0.31,5.000000000000001,0.04,1132.0,3074.0,37.0,4113.0,562.0,56.99999999999999,42.2,1053.0,71.0,53.48,2122.0,95.0,4.0,172.0,1.22,60.3,744.0,2324.0,3109.0,5611.0,60.0,104711.0,83627.0,586.0,590.0,99.0,1072.0,1095.0,98.0,1431.0,3457.0,41.0,,0.30000000000000004,1.1,0.7000000000000001,11.0,246.0,13.0,0.0,8.0,3.0,47.0,0.33,,4098.0,5312.0,261.0,5563.0,2946.0,2409.0,29.17,37.81,1.86,39.59,20.97,17.15,4,4,0,0,0,0,0.02
17,Robert Sánchez,es ESP,GK,Chelsea+Brighton,eng Premier League,25.0,1997.0,103.0,103.0,9262.0,102.9,124.0,1.21,384.0,262.0,68.0,35.0,34.0,34.0,30.0,28.999999999999996,16.0,12.0,2.0,2.0,12.0,1.0,17.0,4.0,112.6,0.29,-7.4,-0.07,430.0,1324.0,32.0,3371.0,494.0,28.999999999999996,30.9,633.0,51.0,39.7,1288.0,118.0,9.0,105.0,1.02,55.5,324.0,994.0,2998.0,3524.0,75.0,75543.0,47458.0,692.0,696.0,99.0,1547.0,1581.0,98.0,743.0,1703.0,44.0,,0.4,0.2,-0.4,4.0,66.0,0.0,0.0,3.0,0.0,14.0,0.14,,3331.0,4205.0,42.0,4249.0,2614.0,2451.0,32.37,40.86,0.41,41.29,25.4,23.82,4,4,0,0,0,0,0.0
18,Rui Silva,pt POR,GK,Betis+Granada,es La Liga,29.0,1994.0,108.0,107.0,9659.0,107.3,144.0,1.34,437.0,292.0,67.0,45.0,23.0,39.0,34.0,31.0,22.0,16.0,5.0,1.0,23.0,5.0,14.0,4.0,139.5,0.32,-0.5,-0.0,639.0,1778.0,36.0,2803.0,396.0,44.0,36.52,838.0,64.0,46.95,1546.0,77.0,5.0,154.0,1.44,66.0,540.0,1233.0,2382.0,3537.0,65.0,72577.0,54690.0,388.0,391.0,99.0,1033.0,1055.0,98.0,950.0,2182.0,44.0,,0.0,0.30000000000000004,0.0,1.0,65.0,1.0,0.0,1.0,1.0,8.0,0.07,,3213.0,3850.0,20.0,3869.0,1914.0,1485.0,29.94,35.88,0.19,36.06,17.84,13.84,4,0,4,0,0,0,0.01
19,David Soria,es ESP,GK,Getafe,es La Liga,30.0,1993.0,142.0,142.0,12767.0,141.8,169.0,1.19,550.0,380.0,69.0,34.0,48.0,60.0,46.0,32.0,26.0,17.0,7.0,2.0,27.0,0.0,21.0,6.0,169.0,0.31,6.0,0.04,1405.0,3405.0,41.0,3309.0,338.0,73.0,48.47,1144.0,87.0,56.7,1932.0,90.0,5.0,199.0,1.4,65.8,990.0,2413.0,2343.0,4911.0,52.0,102358.0,90692.0,128.0,131.0,98.0,586.0,612.0,96.0,1628.0,3706.0,44.0,,0.2,0.5,-0.2,4.0,192.0,6.0,0.0,1.0,0.0,21.0,0.15,,3769.0,4750.0,40.0,4787.0,2202.0,1356.0,26.58,33.5,0.28,33.76,15.53,9.56,4,0,4,0,0,0,0.0
20,Vicente Guaita,es ESP,GK,Celta Vigo+Crystal Palace,es La Liga+eng Premier League,36.0,1987.0,121.0,120.0,10818.0,120.2,170.0,1.41,521.0,354.0,68.0,35.0,35.0,50.0,31.0,26.0,14.0,12.0,1.0,1.0,7.000000000000001,2.0,28.0,4.0,151.10000000000002,0.29,-14.9,-0.12,580.0,1609.0,36.0,2764.0,612.0,38.0,33.65,935.0,60.0,42.55,1820.0,85.0,5.0,113.0,0.94,56.0,562.0,1041.0,2551.0,3435.0,69.0,70340.0,49564.0,601.0,606.0,99.0,1068.0,1086.0,98.0,847.0,1970.0,43.0,,0.0,0.0,0.0,0.0,27.0,0.0,0.0,1.0,1.0,9.0,0.07,,3459.0,3946.0,8.0,3954.0,2122.0,1587.0,28.78,32.83,0.07,32.9,17.65,13.2,4,3,1,0,0,0,0.01
21,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,31.0,1992.0,132.0,132.0,11807.0,131.2,111.0,0.85,415.0,308.0,74.0,88.0,23.0,21.0,63.0,48.0,11.0,10.0,1.0,0.0,9.0,1.0,13.0,5.0,110.1,0.27,4.1,0.03,468.0,928.0,50.0,4039.0,603.0,18.0,27.15,726.0,30.0,32.9,1327.0,63.0,5.0,138.0,1.05,63.099999999999994,216.0,709.0,4158.0,4765.0,87.0,103372.0,72254.0,834.0,843.0,99.0,2168.0,2213.0,98.0,1141.0,1691.0,67.0,,0.5,0.1,-0.5,6.0,36.0,1.0,0.0,8.0,3.0,32.0,0.24,,3946.0,4911.0,55.0,4965.0,3053.0,2897.0,30.08,37.43,0.42,37.84,23.27,22.08,4,0,4,0,0,0,0.02
22,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,24.0,1999.0,141.0,141.0,12665.0,140.7,200.0,1.42,620.0,422.0,68.0,38.0,41.0,62.0,31.0,22.0,36.0,31.0,4.0,1.0,11.0,3.0,21.0,6.0,200.8,0.32,6.8,0.05,717.0,2152.0,33.0,3469.0,615.0,42.0,37.15,958.0,73.0,51.62,1876.0,125.0,7.000000000000001,164.0,1.17,55.1,697.0,1449.0,2892.0,4317.0,65.0,88484.0,68657.0,441.0,445.0,99.0,1328.0,1353.0,98.0,1115.0,2618.0,43.0,,0.1,0.30000000000000004,-0.1,1.0,75.0,2.0,0.0,4.0,1.0,17.0,0.12,,4052.0,4843.0,27.0,4869.0,2861.0,2035.0,28.8,34.42,0.19,34.61,20.33,14.46,4,0,0,0,4,0,0.01
23,Lukáš Hrádecký,fi FIN,GK,Leverkusen,de Bundesliga,33.0,1989.0,127.0,127.0,11384.0,126.5,144.0,1.14,481.0,339.0,70.0,72.0,29.0,26.0,40.0,31.0,13.0,10.0,2.0,1.0,15.0,4.0,15.0,4.0,137.29999999999998,0.29,-2.7000000000000006,-0.02,467.0,1375.0,34.0,3893.0,665.0,28.000000000000004,30.42,736.0,39.0,35.85,1424.0,91.0,6.0,168.0,1.33,66.3,288.0,1083.0,3545.0,4133.0,76.0,89746.0,64915.0,762.0,766.0,99.0,1760.0,1793.0,98.0,1012.0,2054.0,49.0,,0.0,0.30000000000000004,0.0,1.0,32.0,1.0,0.0,3.0,1.0,10.0,0.08,,3971.0,4838.0,49.0,4887.0,2871.0,2599.0,31.39,38.25,0.39,38.63,22.7,20.55,4,0,0,0,0,4,0.01
24,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,30.0,1992.0,144.0,144.0,12814.0,142.4,180.0,1.26,597.0,418.0,70.0,65.0,28.0,51.0,45.0,31.0,18.0,14.0,3.0,1.0,17.0,5.0,25.0,11.0,178.7,0.3,9.7,0.07,713.0,1900.0,38.0,4323.0,631.0,34.0,32.85,899.0,49.0,39.48,1943.0,181.0,9.0,209.0,1.47,63.7,438.0,1457.0,3912.0,5363.0,75.0,103105.0,68844.0,799.0,805.0,99.0,2042.0,2070.0,99.0,1060.0,2332.0,45.0,,0.4,0.3,-0.4,6.0,83.0,1.0,0.0,2.0,3.0,14.0,0.1,,4516.0,5476.0,76.0,5550.0,3205.0,2554.0,31.71,38.46,0.53,38.97,22.51,17.94,4,4,0,0,0,0,0.02
25,Gianluigi Donnarumma,it ITA,GK,Paris S-G+Milan,fr Ligue 1+it Serie A,24.0,1999.0,117.0,117.0,10438.0,116.0,115.0,0.99,457.0,342.0,75.0,82.0,18.0,17.0,42.0,36.0,14.0,8.0,3.0,3.0,21.0,3.0,14.0,3.0,126.8,0.28,14.8,0.13,262.0,654.0,40.0,2764.0,536.0,18.0,24.78,640.0,24.0,25.62,1462.0,88.0,6.0,127.0,1.09,58.5,156.0,492.0,2900.0,2950.0,85.0,63435.0,41565.0,854.0,858.0,100.0,1457.0,1483.0,98.0,567.0,1038.0,55.00000000000001,,0.0,0.0,0.0,0.0,14.0,0.0,0.0,1.0,0.0,1.0,0.01,,3118.0,3665.0,20.0,3682.0,2398.0,1800.0,26.88,31.59,0.17,31.74,20.67,15.52,4,0,0,1,3,0,0.0
26,Ederson,br BRA,GK,Manchester City,eng Premier League,29.0,1993.0,141.0,141.0,12505.0,138.9,113.0,0.81,335.0,224.0,67.0,103.0,21.0,17.0,60.0,43.0,15.0,14.0,1.0,0.0,7.000000000000001,1.0,9.0,3.0,107.69999999999999,0.32,-2.2999999999999994,-0.02,426.0,957.0,45.0,4179.0,610.0,19.0,27.33,557.0,32.0,33.67,1142.0,84.0,7.000000000000001,182.0,1.31,68.6,181.0,774.0,4111.0,4853.0,87.0,97934.0,64806.0,972.0,976.0,100.0,2173.0,2205.0,99.0,949.0,1529.0,62.0,,0.6000000000000001,0.5,1.4,3.0,54.0,4.0,0.0,8.0,4.0,12.0,0.09,,3868.0,4886.0,44.0,4928.0,3266.0,3058.0,27.85,35.18,0.32,35.48,23.51,22.02,4,4,0,0,0,0,0.03
27,Yann Sommer,ch SUI,GK,Inter+Bayern Munich+M'Gladbach+M'Gladbach,it Serie A+de Bundesliga,34.0,1988.0,127.0,127.0,11352.0,126.1,168.0,1.33,527.0,357.0,68.0,66.0,31.0,30.0,38.0,30.0,24.0,20.0,3.0,1.0,12.0,3.0,14.0,1.0,163.10000000000002,0.31,-3.9000000000000004,-0.03,467.0,1222.0,38.0,4440.0,540.0,22.0,28.19,822.0,28.000000000000004,30.59,1594.0,61.0,4.0,137.0,1.09,60.45,231.0,985.0,4340.0,5269.0,82.0,103249.0,66331.0,1044.0,1048.0,100.0,2252.0,2286.0,99.0,1019.0,1898.0,54.0,,0.4,0.1,0.6,1.0,30.0,1.0,0.0,5.0,3.0,15.0,0.12,,4213.0,5500.0,42.0,5538.0,3516.0,3314.0,33.41,43.62,0.33,43.92,27.88,26.28,4,0,0,1,0,3,0.02
28,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,30.0,1993.0,138.0,138.0,12408.0,137.9,191.0,1.39,627.0,433.0,69.0,33.0,48.0,57.0,43.0,31.0,33.0,29.0,4.0,0.0,12.0,3.0,25.0,1.0,191.0,0.3,1.0,0.01,1163.0,3146.0,37.0,3269.0,429.0,64.0,46.32,1179.0,88.0,62.88,2219.0,168.0,8.0,120.0,0.87,47.3,1036.0,2106.0,2360.0,4646.0,53.0,96115.0,83687.0,222.0,228.0,97.0,734.0,759.0,97.0,1397.0,3444.0,41.0,,0.1,0.5,-0.1,4.0,191.0,3.0,0.0,1.0,5.0,35.0,0.25,,3936.0,4817.0,47.0,4863.0,2321.0,1465.0,28.54,34.93,0.34,35.26,16.83,10.62,4,0,4,0,0,0,0.04
29,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,33.0,1990.0,130.0,130.0,11700.0,130.0,197.0,1.52,574.0,378.0,66.0,48.0,46.0,36.0,22.0,17.0,23.0,19.0,3.0,1.0,13.0,2.0,19.0,4.0,185.99999999999997,0.32,-7.000000000000001,-0.05,561.0,1800.0,31.0,3702.0,574.0,38.0,33.4,946.0,42.0,38.62,1738.0,66.0,4.0,148.0,1.14,61.7,397.0,1400.0,3259.0,4477.0,70.0,84691.0,60623.0,746.0,749.0,100.0,1599.0,1628.0,98.0,898.0,2253.0,40.0,,0.0,0.1,0.0,0.0,53.0,1.0,0.0,1.0,0.0,9.0,0.07,,4140.0,4933.0,35.0,4965.0,2728.0,2459.0,31.85,37.95,0.27,38.19,20.98,18.92,4,0,0,0,0,4,0.0
30,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,33.0,1990.0,132.0,132.0,11880.0,132.0,231.0,1.75,659.0,427.0,65.0,45.0,28.0,59.0,21.0,16.0,21.0,12.0,6.0,3.0,28.999999999999996,4.0,33.0,5.0,219.9,0.33,-6.1,-0.05,686.0,1854.0,37.0,4768.0,694.0,31.0,31.3,918.0,41.0,36.25,1911.0,115.0,6.0,234.0,1.77,65.1,376.0,1472.0,4397.0,5764.0,77.0,110824.0,78138.0,1120.0,1123.0,100.0,2072.0,2096.0,99.0,1153.0,2410.0,48.0,,0.2,0.4,0.8,3.0,85.0,3.0,0.0,4.0,2.0,14.0,0.11,,4790.0,5987.0,84.0,6062.0,3552.0,3143.0,36.29,45.36,0.64,45.92,26.91,23.81,4,0,0,0,0,4,0.02
31,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,33.0,1990.0,126.0,126.0,11269.0,125.2,117.0,0.93,404.0,285.0,71.0,68.0,33.0,25.0,46.0,37.0,18.0,12.0,6.0,0.0,33.0,2.0,18.0,4.0,114.7,0.28,1.7000000000000002,0.01,475.0,1032.0,46.0,3134.0,553.0,26.0,30.9,678.0,31.0,33.0,1824.0,73.0,4.0,103.0,0.82,56.0,208.0,820.0,3154.0,3812.0,83.0,83964.0,56230.0,565.0,566.0,100.0,1592.0,1611.0,99.0,992.0,1621.0,61.0,,0.1,0.1,0.9,5.0,29.0,1.0,0.0,1.0,0.0,18.0,0.14,,3370.0,4015.0,31.0,4046.0,2433.0,2109.0,26.92,32.07,0.25,32.32,19.43,16.85,4,0,0,4,0,0,0.0
32,Unai Simón,es ESP,GK,Athletic Club,es La Liga,26.0,1997.0,138.0,138.0,12317.0,136.9,141.0,1.03,445.0,309.0,69.0,55.0,41.0,42.0,46.0,33.0,17.0,12.0,4.0,1.0,24.0,2.0,11.0,9.0,137.6,0.31,5.6,0.04,704.0,1890.0,37.0,3235.0,691.0,39.0,35.22,932.0,68.0,51.35,1873.0,102.0,5.0,155.0,1.13,64.1,637.0,1249.0,2843.0,4342.0,68.0,85535.0,66051.0,443.0,447.0,99.0,1376.0,1404.0,98.0,1020.0,2308.0,44.0,,0.0,0.2,0.0,3.0,79.0,3.0,0.0,4.0,2.0,22.0,0.16,,3549.0,4371.0,27.0,4396.0,2377.0,1798.0,25.92,31.93,0.2,32.11,17.36,13.13,4,0,4,0,0,0,0.01
33,Lorenzo Montipò,it ITA,GK,Hellas Verona+Benevento,it Serie A,27.0,1996.0,145.0,145.0,13050.0,145.0,232.0,1.6,643.0,420.0,65.0,36.0,40.0,69.0,24.0,17.0,12.0,9.0,3.0,0.0,25.0,2.0,25.0,12.0,193.2,0.3,-26.8,-0.18,1076.0,2693.0,40.0,3564.0,531.0,54.0,41.12,1091.0,70.0,49.6,2098.0,88.0,4.0,142.0,0.98,55.300000000000004,760.0,1931.0,2870.0,4709.0,61.0,100500.0,80315.0,386.0,389.0,99.0,1022.0,1058.0,97.0,1447.0,3191.0,45.0,,0.0,0.5,1.0,1.0,143.0,2.0,0.0,1.0,2.0,28.0,0.19,,4077.0,5064.0,31.0,5094.0,2472.0,2016.0,28.12,34.92,0.21,35.13,17.05,13.9,4,0,0,4,0,0,0.01
34,Sergio Herrera,es ESP,GK,Osasuna,es La Liga,30.0,1993.0,118.0,117.0,10597.0,117.80000000000001,158.0,1.34,476.0,315.0,66.0,39.0,28.0,50.0,34.0,28.999999999999996,19.0,9.0,7.0,3.0,37.0,1.0,24.0,4.0,154.6,0.32,0.6000000000000002,0.01,1210.0,2750.0,44.0,3180.0,318.0,63.0,44.4,922.0,81.0,54.78,1745.0,97.0,6.0,196.0,1.66,70.5,747.0,1998.0,2436.0,4141.0,59.0,97060.0,84065.0,198.0,200.0,99.0,780.0,812.0,96.0,1455.0,3083.0,47.0,,0.2,0.4,-0.2,4.0,193.0,2.0,0.0,2.0,1.0,16.0,0.14,,3351.0,4379.0,52.0,4427.0,2192.0,1612.0,28.45,37.17,0.44,37.58,18.61,13.68,4,0,4,0,0,0,0.01
35,Benoît Costil,fr FRA,GK,Salernitana+Auxerre+Bordeaux,it Serie A+fr Ligue 1,36.0,1987.0,95.0,95.0,8550.0,95.0,188.0,1.98,451.0,265.0,59.0,21.0,21.0,53.0,17.0,18.0,19.0,18.0,1.0,0.0,5.0,3.0,16.0,3.0,149.89999999999998,0.33,-35.099999999999994,-0.37,648.0,1554.0,42.0,2497.0,339.0,41.0,36.1,751.0,69.0,49.58,1412.0,30.0,2.0,99.0,1.04,61.400000000000006,518.0,1033.0,2241.0,2354.0,69.0,70609.0,54868.0,306.0,307.0,100.0,952.0,974.0,98.0,976.0,1959.0,50.0,,0.0,0.1,0.0,2.0,43.0,2.0,0.0,6.0,0.0,14.0,0.15,,2879.0,3443.0,44.0,3487.0,1826.0,1444.0,30.31,36.24,0.46,36.71,19.22,15.2,4,0,0,1,3,0,0.0
36,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,32.0,1991.0,133.0,133.0,11970.0,133.0,177.0,1.33,588.0,412.0,70.0,48.0,39.0,46.0,36.0,27.0,31.0,23.0,6.0,2.0,19.0,4.0,20.0,7.0,175.1,0.3,5.1,0.04,534.0,1384.0,39.0,3442.0,674.0,31.0,31.38,991.0,31.0,30.43,1865.0,91.0,5.0,74.0,0.56,49.00000000000001,310.0,1070.0,3444.0,4505.0,77.0,85900.0,59579.0,811.0,817.0,99.0,1463.0,1492.0,98.0,1019.0,1969.0,52.0,,0.0,0.0,0.0,0.0,18.0,0.0,0.0,1.0,0.0,9.0,0.07,,4314.0,4777.0,17.0,4794.0,2576.0,2106.0,32.44,35.92,0.13,36.05,19.37,15.83,4,0,0,4,0,0,0.0
37,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,36.0,1987.0,144.0,144.0,12952.0,143.9,242.0,1.68,632.0,394.0,62.0,48.0,37.0,59.0,22.0,15.0,27.0,22.0,3.0,2.0,11.0,1.0,26.0,7.0,199.79999999999998,0.32,-35.199999999999996,-0.24,652.0,1726.0,38.0,4455.0,676.0,31.0,32.2,1023.0,33.0,31.65,2016.0,98.0,5.0,114.0,0.79,54.50000000000001,341.0,1381.0,4231.0,5366.0,77.0,109628.0,73721.0,1035.0,1042.0,99.0,1750.0,1782.0,98.0,1410.0,2618.0,54.0,,0.0,0.1,0.0,1.0,56.0,3.0,0.0,3.0,2.0,22.0,0.15,,4503.0,5785.0,58.0,5843.0,3364.0,2849.0,31.29,40.2,0.4,40.6,23.38,19.8,4,0,0,4,0,0,0.01
38,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,22.0,2000.0,93.0,93.0,8324.0,92.5,106.0,1.15,368.0,263.0,71.0,29.0,26.0,38.0,28.0,30.0,13.0,7.0,3.0,6.0,23.0,0.0,13.0,4.0,113.2,0.31,11.2,0.12,477.0,1507.0,32.0,2053.0,348.0,51.0,39.3,633.0,74.0,53.77,1260.0,93.0,7.000000000000001,76.0,1.16,44.900000000000006,466.0,1037.0,1567.0,2695.0,57.99999999999999,49442.0,39348.0,287.0,293.0,98.0,668.0,690.0,97.0,603.0,1692.0,36.0,,0.4,0.1,-0.4,2.0,51.0,1.0,0.0,2.0,2.0,12.0,0.13,,2438.0,2898.0,40.0,2934.0,1459.0,1029.0,26.36,31.33,0.43,31.72,15.77,11.12,3,0,3,0,0,0,0.02
39,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,29.0,1993.0,105.0,104.0,9426.0,104.7,133.0,1.27,415.0,286.0,69.0,32.0,32.0,40.0,31.0,30.0,16.0,12.0,3.0,2.0,19.0,1.0,17.0,7.0,128.8,0.31,2.8,0.03,502.0,1689.0,30.0,2455.0,521.0,48.0,40.03,796.0,63.0,49.53,1434.0,82.0,6.0,87.0,1.19,44.6,498.0,1190.0,1967.0,3269.0,60.0,60630.0,46541.0,316.0,318.0,99.0,879.0,896.0,98.0,764.0,2027.0,38.0,,0.1,0.1,-0.1,3.0,70.0,0.0,0.0,0.0,0.0,21.0,0.2,,2915.0,3452.0,28.0,3480.0,1745.0,1303.0,27.84,32.97,0.27,33.24,16.67,12.45,3,0,3,0,0,0,0.0
40,Guglielmo Vicario,it ITA,GK,Empoli+Tottenham,it Serie A+eng Premier League,26.0,1996.0,107.0,107.0,9623.0,106.9,170.0,1.59,517.0,354.0,68.0,39.0,29.0,39.0,21.0,20.0,23.0,16.0,3.0,5.0,13.0,2.0,21.0,10.0,166.1,0.32,6.1,0.06,324.0,1066.0,30.0,3535.0,559.0,24.0,29.1,628.0,35.0,34.2,1719.0,102.0,6.0,60.0,1.32,42.5,220.0,843.0,2288.0,2879.0,79.0,51351.0,32488.0,620.0,624.0,99.0,1247.0,1273.0,98.0,411.0,965.0,43.0,,0.0,0.0,0.0,0.0,24.0,0.0,0.0,3.0,0.0,8.0,0.07,,2405.0,3064.0,19.0,3082.0,1873.0,1739.0,22.5,28.66,0.18,28.83,17.52,16.27,3,1,0,2,0,0,0.0
