,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_Against,Goals_Against_per90,Shots_on_Target_Against,Saves,Save%,W,D,L,CS,CS%,PK_attempts,PK_Allowed,PKs_Saved,PK_missed,Save%(Penalty Kicks),Gk_free_kick_goals_against,Gk_corner_kick_goals_against,Gk_own_goals_against,Gk_psxg,Gk_psxg_per_shot_on_target_against,Gk_psxg_diff,Gk_psxg_net_per90,Gk_passes_completed_launched,Gk_passes_attempted_launched,Gk_passes_pct_launched,Gk_passes,Gk_passes_throws,Gk_pct_passes_launched,Gk_passes_length_avg,Gk_goal_kicks,Gk_pct_goal_kicks_launched,Gk_goal_kick_length_avg,Gk_crosses_faced,Gk_crosses_stopped,Gk_crosses_stopped_pct,Gk_def_actions_outside_pen_area,Gk_def_actions_outside_pen_area_per90,Gk_avg_distance_def_actions,Gk_goal_kicks_launched,Gk_passes_launched,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists,xAG,xA,A-xAG,Key_Passes,Passes_1/3,Passes_Penalty_Area,Crosses_Penalty_Area,Progressive_Passes,Goal_Creating_Action,Shot_Creating_Action,Shot_Creating_Action_per90,Goal_Creating_Action_90,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Tocuhes_Live_Balls,Carries,Passes_Received,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Tocuhes_Live_Balls_per_90,Carries_per_90,Passes_Received_per_90,Seasons at top 5,Seasons in PL,Seasons in Liga,Seasons in Serie A,Seasons in Ligue 1,Seasons in Bundesliga,Goal_Creating_Action_per90
41,Alexander Nübel,de GER,GK,Monaco+Stuttgart,fr Ligue 1+de Bundesliga,26.0,1996.0,106.0,106.0,9540.0,106.0,134.0,1.26,443.0,318.0,72.0,59.0,20.0,27.0,31.0,28.999999999999996,17.0,16.0,0.0,1.0,0.0,1.0,14.0,9.0,121.8,0.27,-3.2,-0.03,475.0,1151.0,41.0,2817.0,508.0,28.000000000000004,31.33,658.0,52.0,40.27,1222.0,89.0,7.000000000000001,79.0,1.28,47.1,345.0,802.0,2688.0,3480.0,77.0,73740.0,53434.0,459.0,462.0,99.0,1304.0,1333.0,98.0,915.0,1668.0,55.00000000000001,,0.0,0.3,0.0,1.0,21.0,1.0,0.0,4.0,2.0,13.0,0.12,,3101.0,3647.0,36.0,3681.0,2280.0,1698.0,29.25,34.41,0.34,34.73,21.51,16.02,3,0,0,0,2,1,0.02
42,David Raya,es ESP,GK,Brentford+Arsenal,eng Premier League,27.0,1995.0,94.0,94.0,8460.0,94.0,97.0,1.03,369.0,275.0,75.0,48.0,23.0,23.0,36.0,38.0,9.0,8.0,1.0,0.0,11.0,2.0,17.0,4.0,94.6,0.26,1.6,0.02,710.0,1781.0,40.0,3212.0,437.0,43.0,35.47,567.0,68.0,49.73,1329.0,119.0,9.0,89.0,1.48,49.4,386.0,1393.0,2591.0,3793.0,68.0,77434.0,58595.0,496.0,504.0,98.0,1152.0,1174.0,98.0,938.0,2090.0,45.0,,0.1,0.4,-0.1,3.0,150.0,3.0,0.0,18.0,3.0,23.0,0.24,,2895.0,3782.0,180.0,3960.0,2449.0,2021.0,30.8,40.23,1.91,42.13,26.05,21.5,3,3,0,0,0,0,0.03
43,Mark Flekken,nl NED,GK,Freiburg+Brentford,de Bundesliga+eng Premier League,30.0,1993.0,103.0,103.0,9225.0,102.5,146.0,1.42,467.0,322.0,69.0,42.0,26.0,35.0,30.0,28.999999999999996,10.0,9.0,0.0,2.0,0.0,1.0,13.0,1.0,141.5,0.3,-3.5,-0.03,758.0,1945.0,39.0,3603.0,364.0,39.0,36.63,764.0,69.0,54.6,1464.0,90.0,6.0,78.0,1.12,43.4,529.0,1414.0,3081.0,4381.0,70.0,96698.0,70653.0,379.0,387.0,98.0,1477.0,1498.0,99.0,1220.0,2474.0,49.0,,0.8,0.8999999999999999,0.2,9.0,140.0,7.0,0.0,7.0,5.0,30.0,0.29,,3590.0,4491.0,118.0,4604.0,2699.0,2235.0,35.02,43.81,1.15,44.92,26.33,21.8,3,1,0,0,0,2,0.05
44,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,33.0,1990.0,94.0,93.0,8442.0,93.8,116.0,1.24,322.0,207.0,64.0,40.0,21.0,32.0,22.0,23.0,17.0,14.0,3.0,0.0,18.0,3.0,10.0,4.0,104.9,0.33,-7.1000000000000005,-0.08,516.0,1221.0,42.0,3278.0,374.0,30.0,32.5,544.0,42.0,37.47,869.0,41.0,5.0,106.0,1.38,49.699999999999996,227.0,992.0,3012.0,3834.0,79.0,84021.0,55513.0,480.0,486.0,99.0,1414.0,1436.0,98.0,1108.0,1887.0,59.0,,0.2,0.2,-0.2,3.0,52.0,3.0,0.0,1.0,0.0,11.0,0.12,,3275.0,4022.0,24.0,4045.0,2350.0,2387.0,34.91,42.88,0.26,43.12,25.05,25.45,3,0,0,3,0,0,0.0
45,Marco Bizot,nl NED,GK,Brest,fr Ligue 1,32.0,1991.0,107.0,107.0,9626.0,107.0,145.0,1.36,475.0,331.0,70.0,39.0,29.0,39.0,28.0,26.0,16.0,13.0,3.0,0.0,19.0,1.0,23.0,4.0,142.10000000000002,0.3,1.1,0.01,720.0,1583.0,45.0,2591.0,502.0,40.0,36.0,805.0,67.0,48.1,1443.0,64.0,4.0,59.0,0.93,41.4,540.0,1040.0,2476.0,3403.0,73.0,79340.0,59808.0,268.0,268.0,100.0,1180.0,1191.0,99.0,1023.0,1932.0,53.0,,0.2,0.30000000000000004,0.8,5.0,51.0,1.0,0.0,1.0,2.0,16.0,0.15,,3209.0,3688.0,13.0,3702.0,2285.0,1554.0,29.99,34.47,0.12,34.6,21.36,14.52,3,0,0,0,3,0,0.02
46,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,26.0,1997.0,101.0,101.0,9090.0,101.0,105.0,1.04,350.0,244.0,70.0,36.0,32.0,33.0,33.0,33.0,20.0,18.0,1.0,2.0,5.0,2.0,14.0,0.0,96.3,0.28,-8.7,-0.09,741.0,2381.0,31.0,3643.0,453.0,48.0,40.8,694.0,89.0,67.63,1166.0,92.0,8.0,92.0,1.28,44.1,620.0,1759.0,2625.0,4368.0,60.0,85028.0,63394.0,342.0,346.0,99.0,1279.0,1294.0,99.0,1001.0,2691.0,37.0,,0.5,0.5,-0.5,1.0,190.0,5.0,0.0,1.0,4.0,18.0,0.18,,3336.0,4523.0,46.0,4567.0,2845.0,2386.0,33.03,44.78,0.46,45.22,28.17,23.62,3,0,0,3,0,0,0.04
47,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,28.0,1995.0,89.0,89.0,8010.0,89.0,142.0,1.6,395.0,255.0,65.0,25.0,28.0,36.0,13.0,15.0,9.0,7.0,2.0,0.0,22.0,6.0,17.0,4.0,135.7,0.34,-2.299999999999999,-0.03,396.0,1027.0,39.0,3205.0,306.0,27.0,30.5,478.0,32.0,34.47,1255.0,42.0,3.0,37.0,0.65,40.4,153.0,872.0,2934.0,3696.0,79.0,75764.0,50375.0,521.0,525.0,99.0,1621.0,1648.0,98.0,788.0,1500.0,53.0,,0.1,0.30000000000000004,-0.1,2.0,53.0,4.0,0.0,4.0,1.0,14.0,0.16,,2864.0,3842.0,64.0,3903.0,2427.0,2379.0,32.18,43.17,0.72,43.85,27.27,26.73,3,0,0,0,0,3,0.01
48,José Sá,pt POR,GK,Wolves,eng Premier League,30.0,1993.0,108.0,108.0,9562.0,106.2,153.0,1.44,509.0,357.0,70.0,38.0,19.0,51.0,26.0,24.0,22.0,19.0,2.0,1.0,9.0,2.0,14.0,3.0,160.6,0.32,10.600000000000001,0.1,328.0,1271.0,26.0,2620.0,588.0,32.0,32.87,774.0,54.0,41.9,1611.0,131.0,8.0,68.0,0.9,38.5,416.0,851.0,2327.0,3406.0,68.0,57772.0,37606.0,550.0,560.0,98.0,1189.0,1218.0,98.0,567.0,1592.0,36.0,,0.9,0.0,1.1,4.0,32.0,1.0,0.0,3.0,2.0,8.0,0.08,,3308.0,3658.0,23.0,3681.0,2050.0,1466.0,31.15,34.44,0.22,34.66,19.3,13.8,3,3,0,0,0,0,0.02
49,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,34.0,1988.0,98.0,98.0,8820.0,98.0,187.0,1.91,540.0,356.0,66.0,27.0,23.0,48.0,16.0,16.0,31.0,20.0,7.0,7.0,23.0,3.0,21.0,10.0,170.0,0.31,-5.0,-0.05,1448.0,3220.0,45.0,4340.0,271.0,63.0,43.6,712.0,66.0,48.67,1457.0,93.0,6.0,192.0,3.02,61.5,471.0,2745.0,3099.0,5081.0,61.0,116298.0,98380.0,295.0,302.0,98.0,914.0,944.0,97.0,1886.0,3797.0,50.0,,0.6000000000000001,1.6,0.39999999999999997,11.0,311.0,19.0,3.0,43.0,5.0,74.0,0.76,,3386.0,4992.0,392.0,5376.0,3233.0,2654.0,34.55,50.94,4.0,54.86,32.99,27.08,3,0,0,0,0,3,0.05
50,Matz Sels,be BEL,GK,Strasbourg+Nott'ham Forest+Strasbourg,fr Ligue 1+eng Premier League+fr Ligue 1,31.0,1992.0,110.0,110.0,9900.0,110.0,153.0,1.39,427.0,279.0,65.0,35.0,36.0,39.0,23.0,21.0,17.0,16.0,0.0,2.0,0.0,1.0,22.0,5.0,128.7,0.3,-19.3,-0.18,486.0,1261.0,39.0,2281.0,394.0,41.0,35.58,641.0,49.0,40.68,1460.0,61.0,4.0,71.0,0.85,38.15,311.0,944.0,2047.0,2930.0,70.0,58366.0,44114.0,420.0,423.0,99.0,876.0,891.0,98.0,733.0,1590.0,46.0,,1.0,0.2,-1.0,4.0,48.0,4.0,0.0,1.0,0.0,11.0,0.1,,2757.0,3161.0,22.0,3184.0,1936.0,1390.0,25.06,28.74,0.2,28.95,17.6,12.64,3,1,0,0,3,0,0.0
51,Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,23.0,1999.0,65.0,65.0,5850.0,65.0,78.0,1.2,274.0,197.0,72.0,24.0,20.0,21.0,22.0,34.0,8.0,7.0,1.0,0.0,12.0,3.0,6.0,2.0,79.7,0.29,3.7,0.06,260.0,661.0,39.0,2009.0,370.0,27.0,30.950000000000003,342.0,37.0,35.6,952.0,78.0,8.0,81.0,1.25,13.45,128.0,533.0,1871.0,2364.0,79.0,49444.0,32320.0,288.0,292.0,99.0,989.0,1009.0,98.0,585.0,1039.0,56.00000000000001,,0.0,0.0,0.0,1.0,15.0,0.0,0.0,4.0,1.0,8.0,0.12,,1927.0,2485.0,26.0,2510.0,1904.0,1318.0,29.65,38.23,0.4,38.62,29.29,20.28,2,0,0,0,2,0,0.02
52,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,28.0,1995.0,76.0,76.0,6840.0,76.0,100.0,1.32,329.0,231.0,70.0,16.0,26.0,34.0,13.0,17.0,12.0,10.0,2.0,0.0,17.0,3.0,13.0,4.0,96.4,0.29,0.4,0.01,346.0,1210.0,28.999999999999996,1769.0,302.0,50.0,38.5,530.0,63.0,44.35,1056.0,43.0,4.0,62.0,0.82,12.55,332.0,877.0,1375.0,2312.0,59.0,39628.0,30703.0,300.0,303.0,99.0,539.0,554.0,97.0,509.0,1414.0,36.0,,0.4,0.1,-0.4,4.0,23.0,2.0,0.0,1.0,1.0,8.0,0.11,,2169.0,2513.0,9.0,2522.0,1368.0,1000.0,28.54,33.07,0.12,33.18,18.0,13.16,2,0,0,2,0,0,0.01
53,Michele Di Gregorio,it ITA,GK,Monza,it Serie A,26.0,1997.0,70.0,70.0,6202.0,68.9,84.0,1.22,326.0,241.0,74.0,25.0,21.0,24.0,22.0,31.0,8.0,6.0,2.0,0.0,25.0,2.0,9.0,1.0,94.1,0.29,11.1,0.16,345.0,906.0,38.0,2391.0,437.0,28.999999999999996,31.400000000000002,470.0,44.0,39.55,1010.0,33.0,3.0,50.0,0.73,12.45,208.0,697.0,2205.0,2865.0,77.0,57953.0,38649.0,479.0,483.0,99.0,1052.0,1070.0,98.0,661.0,1294.0,51.0,,0.0,0.2,1.0,1.0,31.0,1.0,0.0,1.0,4.0,14.0,0.2,,2534.0,3026.0,21.0,3046.0,1852.0,1616.0,36.78,43.92,0.3,44.21,26.88,23.45,2,0,0,2,0,0,0.06
54,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,21.0,2001.0,65.0,65.0,5849.0,65.0,63.0,0.97,228.0,167.0,73.0,32.0,19.0,14.0,25.0,38.0,8.0,5.0,3.0,0.0,38.0,2.0,3.0,5.0,66.2,0.29,8.2,0.13,177.0,626.0,28.000000000000004,1962.0,242.0,26.0,29.5,228.0,47.0,40.85,705.0,47.0,7.000000000000001,53.0,0.82,13.1,107.0,516.0,1693.0,2196.0,77.0,39001.0,26484.0,483.0,486.0,99.0,832.0,842.0,99.0,361.0,845.0,43.0,,0.7,0.30000000000000004,-0.7,4.0,28.0,2.0,0.0,2.0,1.0,10.0,0.15,,1800.0,2306.0,9.0,2315.0,1789.0,1330.0,27.69,35.48,0.14,35.62,27.52,20.46,2,0,0,0,2,0,0.02
55,Marco Carnesecchi,it ITA,GK,Atalanta+Cremonese,it Serie A,23.0,2000.0,54.0,54.0,4855.0,53.9,77.0,1.43,260.0,182.0,70.0,19.0,14.0,21.0,12.0,22.0,9.0,6.0,2.0,1.0,22.0,3.0,9.0,1.0,73.5,0.28,-2.5,-0.05,278.0,861.0,32.0,1425.0,277.0,42.0,37.599999999999994,396.0,66.0,52.4,734.0,49.0,7.000000000000001,68.0,1.26,14.4,263.0,596.0,1184.0,1833.0,65.0,36393.0,27262.0,172.0,175.0,98.0,551.0,567.0,97.0,454.0,1072.0,42.0,,0.2,0.1,0.8,2.0,44.0,1.0,0.0,0.0,2.0,9.0,0.17,,1767.0,1990.0,1.0,1991.0,1052.0,831.0,32.78,36.92,0.02,36.94,19.52,15.42,2,0,0,2,0,0,0.04
56,Yvon Mvogo,ch SUI,GK,Lorient,fr Ligue 1,29.0,1994.0,55.0,55.0,4872.0,54.1,95.0,1.76,305.0,212.0,70.0,18.0,12.0,25.0,7.0,13.0,9.0,9.0,0.0,0.0,0.0,1.0,12.0,2.0,90.2,0.3,-2.8,-0.05,225.0,606.0,37.0,1394.0,247.0,31.0,31.75,373.0,47.0,37.7,972.0,45.0,5.0,20.0,0.37,8.7,175.0,428.0,1335.0,1771.0,75.0,35174.0,24947.0,269.0,270.0,100.0,661.0,671.0,99.0,395.0,814.0,49.0,,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,7.0,0.13,,1657.0,1894.0,6.0,1900.0,1326.0,851.0,30.63,35.01,0.11,35.12,24.51,15.73,2,0,0,0,2,0,0.0
57,Alex Meret,it ITA,GK,Napoli,it Serie A,26.0,1997.0,65.0,65.0,5833.0,64.8,64.0,0.99,195.0,128.0,66.0,36.0,18.0,11.0,21.0,32.0,6.0,3.0,3.0,0.0,50.0,1.0,6.0,0.0,63.0,0.32,-1.0,-0.02,112.0,319.0,35.0,1507.0,241.0,16.0,27.0,335.0,21.0,28.2,669.0,20.0,3.0,68.0,1.05,16.2,69.0,247.0,1587.0,1845.0,86.0,37281.0,22325.0,326.0,326.0,100.0,885.0,893.0,99.0,373.0,619.0,60.0,,0.1,0.0,-0.1,1.0,2.0,0.0,0.0,0.0,0.0,6.0,0.09,,1621.0,1928.0,5.0,1933.0,1108.0,1030.0,25.02,29.75,0.08,29.83,17.1,15.9,2,0,0,2,0,0,0.0
58,Benjamin Lecomte,fr FRA,GK,Montpellier+Espanyol+Montpellier,fr Ligue 1+es La Liga+fr Ligue 1,32.0,1991.0,59.0,59.0,5309.0,59.0,73.0,1.24,273.0,201.0,74.0,20.0,19.0,20.0,19.0,32.0,9.0,6.0,3.0,0.0,33.0,2.0,7.0,4.0,76.69999999999999,0.28,7.7,0.13,338.0,918.0,37.0,1448.0,234.0,47.0,38.525000000000006,466.0,52.0,41.0,890.0,48.0,5.0,37.0,0.63,11.28,240.0,677.0,1260.0,1924.0,65.0,38182.0,29901.0,176.0,178.0,99.0,540.0,556.0,97.0,538.0,1173.0,46.0,1.0,0.7,0.1,0.3,4.0,18.0,0.0,0.0,0.0,2.0,15.0,0.25,,1641.0,2051.0,29.0,2078.0,1249.0,848.0,27.81,34.76,0.49,35.22,21.17,14.37,2,0,1,0,2,0,0.03
59,Janis Blaswich,de GER,GK,RB Leipzig,de Bundesliga,32.0,1991.0,47.0,47.0,4230.0,47.0,59.0,1.26,151.0,91.0,60.0,26.0,8.0,13.0,12.0,26.0,11.0,10.0,1.0,0.0,9.0,0.0,9.0,0.0,52.2,0.35,-6.800000000000001,-0.14,116.0,344.0,34.0,1807.0,215.0,15.0,25.5,290.0,26.0,30.35,539.0,36.0,7.000000000000001,76.0,1.62,17.3,75.0,266.0,1824.0,2099.0,87.0,40755.0,21072.0,427.0,432.0,99.0,1081.0,1090.0,99.0,310.0,566.0,55.00000000000001,,0.1,0.1,-0.1,1.0,21.0,0.0,0.0,4.0,0.0,3.0,0.06,,1446.0,2080.0,106.0,2184.0,1437.0,1366.0,30.77,44.26,2.26,46.47,30.57,29.06,2,0,0,0,0,2,0.0
60,Dean Henderson,eng ENG,GK,Crystal Palace+Nott'ham Forest,eng Premier League,26.0,1997.0,36.0,36.0,3240.0,36.0,61.0,1.69,171.0,109.0,64.0,13.0,9.0,14.0,10.0,28.000000000000004,6.0,3.0,2.0,1.0,33.0,1.0,8.0,1.0,54.3,0.32,-5.699999999999999,-0.16,167.0,579.0,28.999999999999996,890.0,159.0,47.0,38.55,261.0,61.0,46.15,537.0,25.0,5.0,44.0,1.22,14.7,160.0,418.0,705.0,1156.0,61.0,20139.0,14323.0,155.0,158.0,98.0,306.0,311.0,98.0,240.0,677.0,35.0,,0.0,0.0,0.0,0.0,20.0,2.0,0.0,0.0,1.0,4.0,0.11,,1078.0,1247.0,5.0,1251.0,681.0,552.0,29.94,34.64,0.14,34.75,18.92,15.33,2,2,0,0,0,0,0.03
61,Mory Diaw,sn SEN,GK,Clermont Foot,fr Ligue 1,30.0,1993.0,67.0,67.0,6030.0,67.0,101.0,1.51,349.0,244.0,70.0,21.0,16.0,30.0,15.0,22.0,20.0,14.0,5.0,1.0,25.0,0.0,10.0,1.0,112.5,0.32,12.5,0.19,441.0,1159.0,38.0,2274.0,302.0,41.0,36.85,431.0,51.0,42.45,903.0,73.0,8.0,71.0,1.06,12.95,219.0,938.0,1882.0,2712.0,69.0,56246.0,40132.0,285.0,288.0,99.0,843.0,868.0,97.0,737.0,1530.0,48.0,,0.30000000000000004,0.2,-0.30000000000000004,6.0,69.0,4.0,0.0,1.0,1.0,14.0,0.21,,2282.0,2865.0,49.0,2913.0,2035.0,1353.0,34.06,42.76,0.73,43.48,30.37,20.19,2,0,0,0,2,0,0.01
62,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,30.0,1992.0,62.0,62.0,5580.0,62.0,83.0,1.34,281.0,197.0,70.0,25.0,13.0,24.0,18.0,28.999999999999996,12.0,10.0,2.0,0.0,17.0,2.0,12.0,1.0,86.9,0.31,4.8999999999999995,0.08,438.0,1130.0,39.0,2211.0,283.0,40.0,35.05,381.0,65.0,48.4,973.0,97.0,10.0,66.0,1.06,13.2,247.0,882.0,1839.0,2596.0,71.0,53714.0,40617.0,315.0,316.0,100.0,911.0,919.0,99.0,604.0,1347.0,45.0,,0.1,0.30000000000000004,0.9,2.0,105.0,4.0,0.0,1.0,1.0,11.0,0.18,,1954.0,2702.0,39.0,2741.0,1667.0,1432.0,31.52,43.58,0.63,44.21,26.89,23.1,2,0,0,0,0,2,0.02
63,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,31.0,1992.0,66.0,66.0,5940.0,66.0,83.0,1.26,293.0,208.0,71.0,36.0,14.0,16.0,16.0,24.0,13.0,9.0,2.0,2.0,15.0,0.0,12.0,0.0,96.4,0.33,13.4,0.2,301.0,820.0,37.0,1962.0,319.0,28.000000000000004,31.2,488.0,55.00000000000001,46.35,1011.0,78.0,8.0,71.0,1.08,14.15,270.0,546.0,1877.0,2461.0,76.0,48765.0,35679.0,482.0,483.0,100.0,897.0,912.0,98.0,491.0,1045.0,47.0,,0.8999999999999999,0.1,-0.8999999999999999,4.0,38.0,2.0,0.0,0.0,1.0,13.0,0.2,,2228.0,2596.0,17.0,2613.0,1564.0,1298.0,33.76,39.33,0.26,39.59,23.7,19.67,2,0,2,0,0,0,0.02
64,Guillermo Ochoa,mx MEX,GK,Salernitana,it Serie A,38.0,1985.0,41.0,41.0,3690.0,41.0,77.0,1.88,220.0,143.0,65.0,4.0,16.0,21.0,5.0,12.0,11.0,10.0,1.0,0.0,9.0,1.0,9.0,1.0,72.0,0.33,-4.0,-0.1,220.0,753.0,28.999999999999996,1035.0,118.0,50.0,39.2,371.0,63.0,45.85,653.0,20.0,3.0,21.0,0.51,12.95,233.0,519.0,834.0,1412.0,59.0,25991.0,18930.0,121.0,122.0,99.0,365.0,369.0,99.0,348.0,914.0,38.0,,0.0,0.1,0.0,0.0,20.0,1.0,0.0,0.0,2.0,6.0,0.15,,1294.0,1533.0,9.0,1542.0,707.0,574.0,31.56,37.39,0.22,37.61,17.24,14.0,2,0,0,2,0,0,0.05
65,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,38.0,1985.0,68.0,68.0,6074.0,67.5,77.0,1.14,257.0,183.0,71.0,31.0,15.0,22.0,19.0,28.000000000000004,6.0,5.0,1.0,0.0,17.0,0.0,10.0,4.0,70.6,0.27,-2.4,-0.04,297.0,836.0,36.0,2039.0,315.0,30.0,31.5,384.0,56.99999999999999,42.3,833.0,71.0,9.0,88.0,1.3,15.9,217.0,616.0,1804.0,2425.0,74.0,48103.0,32929.0,318.0,321.0,99.0,948.0,966.0,98.0,532.0,1129.0,47.0,,0.1,0.0,0.9,1.0,23.0,0.0,0.0,3.0,2.0,8.0,0.12,,1898.0,2518.0,36.0,2553.0,1835.0,1290.0,28.12,37.3,0.53,37.82,27.19,19.11,2,0,0,0,2,0,0.03
66,André Onana,cm CMR,GK,Manchester Utd+Inter,eng Premier League+it Serie A,27.0,1996.0,62.0,62.0,5580.0,62.0,82.0,1.32,286.0,207.0,72.0,32.0,9.0,21.0,17.0,27.0,9.0,9.0,0.0,0.0,0.0,1.0,16.0,3.0,78.5,0.27,-0.5,-0.01,254.0,783.0,32.0,2226.0,255.0,28.999999999999996,30.4,314.0,44.0,40.0,884.0,55.0,6.0,47.0,0.76,12.8,139.0,641.0,1942.0,2551.0,76.0,47667.0,32244.0,503.0,504.0,100.0,933.0,953.0,98.0,487.0,1063.0,46.0,,0.2,0.2,-0.2,6.0,52.0,4.0,0.0,7.0,1.0,14.0,0.23,,2114.0,2650.0,50.0,2700.0,1854.0,1612.0,34.1,42.74,0.81,43.55,29.9,26.0,2,1,0,1,0,0,0.02
67,Jason Steele,eng ENG,GK,Brighton,eng Premier League,32.0,1990.0,32.0,32.0,2880.0,32.0,57.0,1.78,131.0,78.0,60.0,12.0,7.0,13.0,8.0,25.0,5.0,4.0,1.0,0.0,20.0,1.0,7.0,5.0,44.2,0.34,-7.8,-0.24,81.0,206.0,39.0,1100.0,117.0,18.0,25.4,109.0,7.000000000000001,16.35,299.0,17.0,6.0,60.0,1.88,18.15,8.0,195.0,1048.0,1214.0,86.0,21922.0,15197.0,364.0,368.0,99.0,481.0,492.0,98.0,191.0,336.0,56.99999999999999,,0.1,0.2,0.9,1.0,5.0,0.0,0.0,0.0,2.0,6.0,0.19,,1099.0,1276.0,9.0,1285.0,867.0,829.0,34.34,39.88,0.28,40.16,27.09,25.91,2,2,0,0,0,0,0.06
68,Iván Villar,es ESP,GK,Celta Vigo,es La Liga,26.0,1997.0,31.0,31.0,2724.0,30.3,42.0,1.39,106.0,64.0,60.0,8.0,9.0,14.0,4.0,13.0,7.0,5.0,1.0,1.0,14.000000000000002,0.0,8.0,1.0,38.5,0.36,-2.5,-0.08,120.0,377.0,32.0,658.0,144.0,35.0,34.099999999999994,255.0,56.99999999999999,45.25,392.0,13.0,3.0,23.0,0.76,13.7,146.0,228.0,627.0,923.0,68.0,17802.0,12930.0,109.0,111.0,98.0,327.0,333.0,98.0,191.0,468.0,41.0,,0.1,0.0,-0.1,2.0,10.0,0.0,0.0,1.0,0.0,7.0,0.23,,867.0,974.0,5.0,978.0,491.0,368.0,28.61,32.15,0.17,32.28,16.2,12.15,2,0,2,0,0,0,0.0
69,Kepa Arrizabalaga,es ESP,GK,Real Madrid+Chelsea,es La Liga+eng Premier League,28.0,1994.0,43.0,42.0,3763.0,41.8,42.0,1.0,158.0,120.0,76.0,18.0,11.0,13.0,17.0,40.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,45.0,0.28,7.0,0.17,102.0,305.0,33.0,1250.0,208.0,18.0,26.65,252.0,32.0,31.05,489.0,21.0,4.0,62.0,1.48,15.8,81.0,221.0,1257.0,1502.0,84.0,28275.0,17404.0,376.0,379.0,99.0,615.0,621.0,99.0,262.0,496.0,53.0,,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,1.0,0.02,,1304.0,1574.0,19.0,1593.0,967.0,904.0,31.2,37.66,0.45,38.11,23.13,21.63,2,1,1,0,0,0,0.0
70,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,31.0,1992.0,28.0,26.0,2439.0,27.1,38.0,1.4,123.0,87.0,71.0,8.0,6.0,12.0,7.0,25.0,2.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,34.8,0.28,-1.2,-0.04,155.0,474.0,33.0,686.0,114.0,46.0,38.35,210.0,74.0,54.15,368.0,23.0,6.0,25.0,0.92,13.8,155.0,318.0,563.0,902.0,62.0,17801.0,14267.0,98.0,98.0,100.0,263.0,265.0,99.0,201.0,530.0,38.0,,0.0,0.1,0.0,1.0,30.0,1.0,0.0,1.0,0.0,7.0,0.26,,818.0,964.0,5.0,969.0,502.0,399.0,30.18,35.57,0.18,35.76,18.52,14.72,2,0,2,0,0,0,0.0
71,Neto,br BRA,GK,Bournemouth,eng Premier League,34.0,1989.0,59.0,59.0,5265.0,58.5,94.0,1.61,303.0,210.0,69.0,19.0,15.0,25.0,13.0,22.0,11.0,9.0,1.0,1.0,9.0,1.0,11.0,2.0,94.9,0.31,2.9,0.05,332.0,931.0,36.0,1434.0,290.0,45.0,37.349999999999994,454.0,61.0,44.4,923.0,61.0,7.000000000000001,59.0,1.01,12.9,278.0,651.0,1213.0,1893.0,64.0,36211.0,27615.0,204.0,208.0,98.0,554.0,572.0,97.0,447.0,1098.0,41.0,,0.0,0.0,0.0,0.0,37.0,2.0,0.0,0.0,1.0,7.0,0.12,,1717.0,2019.0,15.0,2033.0,1081.0,745.0,29.35,34.51,0.26,34.75,18.48,12.74,2,2,0,0,0,0,0.02
