,Unnamed: 0.1,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_Against,Goals_Against_per90,Shots_on_Target_Against,Saves,Save%,W,D,L,CS,CS%,PK_attempts,PK_Allowed,PKs_Saved,PK_missed,Save%(Penalty Kicks),Gk_free_kick_goals_against,Gk_corner_kick_goals_against,Gk_own_goals_against,Gk_psxg,Gk_psxg_per_shot_on_target_against,Gk_psxg_diff,Gk_psxg_net_per90,Gk_passes_completed_launched,Gk_passes_attempted_launched,Gk_passes_pct_launched,Gk_passes,Gk_passes_throws,Gk_pct_passes_launched,Gk_passes_length_avg,Gk_goal_kicks,Gk_pct_goal_kicks_launched,Gk_goal_kick_length_avg,Gk_crosses_faced,Gk_crosses_stopped,Gk_crosses_stopped_pct,Gk_def_actions_outside_pen_area,Gk_def_actions_outside_pen_area_per90,Gk_avg_distance_def_actions,Gk_goal_kicks_launched,Gk_passes_launched,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists,xAG,xA,A-xAG,Key_Passes,Passes_1/3,Passes_Penalty_Area,Crosses_Penalty_Area,Progressive_Passes,Goal_Creating_Action,Shot_Creating_Action,Shot_Creating_Action_per90,Goal_Creating_Action_90,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Tocuhes_Live_Balls,Carries,Passes_Received,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Tocuhes_Live_Balls_per_90,Carries_per_90,Passes_Received_per_90
190,190,194,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,30,1991,36,36,3240,36.0,53,1.47,174,122,74.1,11,9,16,12,33.3,9,8,1,0,11.1,1,3,2,53.3,0.26,2.3,0.06,193,459,42.0,956,164,39.1,34.0,294,28.9,26.6,498,27,5.4,14,0.39,11.3,84,373,944,1253,75.3,24480,17480,214,214,100.0,322,334,96.4,336,629,53.4,,0.0,0.0,0.0,0,5,0,0,0,0,1,0.03,0.0,1177,1346,3,1349,680,567,32.69,37.39,0.08,37.47,18.89,15.75
191,191,195,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,32,1988,33,33,2970,33.0,60,1.82,182,120,68.7,12,8,13,5,15.2,5,3,2,0,40.0,1,5,0,57.0,0.3,-3.0,-0.09,147,439,33.5,1213,162,28.9,31.3,221,39.8,37.2,428,19,4.4,53,1.66,16.2,87,350,1096,1439,76.2,27929,18554,228,229,99.6,549,556,98.7,309,638,48.4,,0.4,0.1,0.6,1,13,1,0,2,1,2,0.06,0.03,1108,1508,16,1521,975,839,33.58,45.7,0.48,46.09,29.55,25.42
192,192,196,David Soria,es ESP,GK,Getafe,es La Liga,28,1993,38,38,3414,37.9,41,1.08,132,91,70.5,8,15,15,13,34.2,4,2,1,1,33.3,0,5,1,40.9,0.29,0.9,0.02,366,863,42.4,888,101,69.4,46.6,292,84.6,54.1,571,25,4.4,45,1.19,15.0,247,616,647,1185,54.6,27061,23563,42,42,100.0,163,169,96.4,442,968,45.7,,0.0,0.1,0.0,0,34,0,0,0,0,4,0.11,0.0,1017,1252,5,1257,606,398,26.83,33.03,0.13,33.17,15.99,10.5
197,197,201,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,26,1995,23,23,2070,23.0,29,1.26,86,58,67.4,12,6,5,7,30.4,1,1,0,0,0.0,1,3,1,28.6,0.32,0.6,0.03,79,161,49.1,618,92,22.2,28.5,119,20.2,23.6,283,11,3.9,16,0.7,14.5,24,137,614,737,83.3,14988,10519,178,181,98.3,221,233,94.8,200,307,65.1,,0.0,0.1,0.0,1,5,1,0,1,1,3,0.13,0.04,690,776,3,779,469,434,30.0,33.74,0.13,33.87,20.39,18.87
198,198,202,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,31,1990,33,33,2970,33.0,29,0.88,105,73,75.2,18,9,6,12,36.4,6,3,3,0,50.0,2,5,0,30.6,0.24,1.6,0.05,124,273,45.4,836,159,26.6,30.8,172,29.7,31.5,481,24,5.0,25,0.76,13.5,51,222,830,1011,82.1,22169,14526,131,131,100.0,434,438,99.1,263,433,60.7,,0.1,0.1,-0.1,3,9,0,0,0,0,7,0.21,0.0,903,1053,10,1063,657,562,27.36,31.91,0.3,32.21,19.91,17.03
200,200,204,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,29,1992,35,35,3150,35.0,34,0.97,109,74,70.6,19,9,7,11,31.4,3,2,1,0,33.3,0,6,0,30.1,0.26,-3.9,-0.11,130,255,51.0,1072,147,17.6,26.9,205,32.2,33.9,342,15,4.4,34,0.97,15.3,66,188,1113,1281,86.9,27465,18908,242,245,98.8,564,577,97.7,300,447,67.1,,0.1,0.0,-0.1,1,10,0,0,2,0,8,0.23,0.0,1097,1323,12,1335,777,804,31.34,37.8,0.34,38.14,22.2,22.97
201,201,205,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,31,1990,32,31,2862,31.8,43,1.35,100,58,59.0,16,5,10,9,29.0,3,2,1,0,33.3,0,2,2,31.6,0.29,-9.4,-0.29,197,464,42.5,1356,141,29.8,32.2,170,35.3,33.7,291,22,7.6,51,1.6,16.7,60,404,1217,1531,79.5,33515,20979,204,207,98.6,557,565,98.6,454,750,60.5,,0.0,0.1,0.0,1,23,1,0,1,0,3,0.09,0.0,1283,1586,11,1596,1022,1032,40.35,49.87,0.35,50.19,32.14,32.45
202,202,206,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,31,1990,32,32,2880,32.0,46,1.44,157,112,73.2,10,11,11,5,15.6,4,4,0,0,0.0,0,3,1,50.8,0.3,5.8,0.18,157,539,29.1,1001,146,41.8,34.6,250,48.4,42.6,426,19,4.5,43,1.34,16.4,121,418,823,1257,65.5,22069,16348,198,199,99.5,370,381,97.1,249,665,37.4,,0.0,0.0,0.0,0,16,0,0,0,0,4,0.12,0.0,1126,1333,10,1342,755,657,35.19,41.66,0.31,41.94,23.59,20.53
207,207,211,Guglielmo Vicario,it ITA,GK,Empoli,it Serie A,24,1996,38,38,3420,38.0,70,1.84,216,150,69.9,10,11,17,7,18.4,10,5,2,3,28.6,1,5,6,65.2,0.28,1.2,0.03,133,386,34.5,1066,215,26.2,29.5,257,41.6,37.5,602,35,5.8,38,1.0,13.9,106,279,30,33,90.9,646,380,6,6,100.0,20,20,100.0,4,7,57.1,,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,33,37,0,37,24,17,33.0,37.0,0.0,37.0,24.0,17.0
210,210,214,Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,26,1994,32,32,2880,32.0,42,1.31,120,78,68.3,12,6,14,10,31.3,5,4,1,0,20.0,0,4,1,39.1,0.29,-1.9,-0.06,119,389,30.6,766,166,36.9,34.4,236,44.9,39.4,423,29,6.9,68,2.13,17.9,105,282,172,231,74.5,5174,4135,28,28,100.0,71,73,97.3,73,130,56.2,,0.0,0.0,0.0,0,2,0,0,0,0,0,0.0,0.0,208,246,0,246,146,103,28.89,34.17,0.0,34.17,20.28,14.31
214,214,0,Paul Bernardoni,fr FRA,GK,Angers+Saint-Étienne,fr Ligue 1,24,1997,32,32,2880,32.0,56,1.75,139,85,61.0,9,10,13,7,22.0,8,8,0,0,0.0,3,11,2,47.3,0.34,-6.7,-0.21,133,415,32.0,684,205,39.0,34.4,234,61.0,44.15,390,40,10.0,70,2.19,15.7,143,270,250,367,68.0,8560,7201,43,43,100.0,84,87,97.0,122,236,52.0,0,0.0,0.0,0.0,1,5,0,0,0,0,4,3.92,0.0,336,394,1,395,189,137,320.33,376.15,0.98,377.13,179.29,130.29
215,215,1,Sergio Rico,es ESP,GK,Mallorca+Paris S-G,es La Liga+fr Ligue 1,27,1993,15,14,1283,14.3,30,2.1,60,31,52.0,4,0,10,1,7.000000000000001,4,3,1,0,25.0,0,4,2,21.6,0.36,-6.4,-0.45,94,202,47.0,277,51,51.0,35.4,90,67.0,24.2,199,2,1.0,7,0.49,18.05,60,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
