,Player,Nation,Pos,Squad,Competition_Name,Age,Born,Matches_Played,Yellow_Cards,Red_Cards,Second_Yellow_Card,Fouls_Committed,Fouls_Drawn,Offsides,Crosses,Interceptions,Tackles_Won,Penalty_Kicks_Won,Penalty_Kicks_Conceded,Own_Goals,Ball_Recoveries,Aerials_Won,Aerials_Lost,Percentage_of_Aerials_Won,Matches
654,Romain Del Castillo,fr FRA,"MF,FW",Brest,fr Ligue 1,25,1996,10.8,1,1,0,16,20,0,45,7,16,1,0,0,80,4,12,25.0,Matches
655,Thomas Delaine,fr FRA,DF,Metz,fr Ligue 1,29,1992,25.7,4,0,0,22,14,1,111,27,35,0,0,0,137,7,20,25.9,Matches
656,Thomas Delaney,dk DEN,MF,Sevilla,es La Liga,29,1991,17.2,4,1,1,26,21,1,14,13,24,0,0,0,82,55,35,61.1,Matches
657,Thomas Delaney,dk DEN,MF,Dortmund,de Bundesliga,29,1991,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
658,Liam Delap,eng ENG,FW,Manchester City,eng Premier League,18,2003,0.1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,,Matches
659,Sacha Delaye,fr FRA,"MF,FW",Montpellier,fr Ligue 1,19,2002,2.9,0,0,0,5,1,0,3,1,6,0,0,0,13,1,5,16.7,Matches
660,Filippo Delli Carri,it ITA,DF,Salernitana,it Serie A,22,1999,3.7,1,0,0,2,2,0,3,4,4,0,0,0,18,4,3,57.1,Matches
661,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29,1991,27.2,3,0,0,38,43,16,51,9,9,1,0,0,59,94,101,48.2,Matches
662,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29,1991,3.0,0,0,0,6,3,0,14,0,0,0,0,0,6,11,9,55.0,Matches
663,Fabian Delph,eng ENG,MF,Everton,eng Premier League,31,1989,7.4,2,0,0,8,6,0,1,14,15,0,0,0,61,5,4,55.6,Matches
664,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,25,1996,24.5,6,0,0,29,19,10,2,8,9,3,0,0,44,60,59,50.4,Matches
665,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,24,1997,15.7,3,0,0,11,17,4,144,8,16,0,0,0,63,4,5,44.4,Matches
666,Yusuf Demir,at AUT,FW,Barcelona,es La Liga,18,2003,2.1,0,0,0,0,4,0,2,2,1,0,0,0,9,0,0,,Matches
667,Merih Demiral,tr TUR,DF,Atalanta,it Serie A,23,1998,21.3,8,0,0,29,16,3,0,58,17,0,1,0,122,85,37,69.7,Matches
668,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,28,1993,22.8,10,0,0,34,29,3,152,33,31,0,0,0,158,11,19,36.7,Matches
669,Ermedin Demirović,ba BIH,FW,Freiburg,de Bundesliga,23,1998,9.7,4,0,0,27,6,12,6,1,6,0,0,0,33,17,45,27.4,Matches
670,Diego Demme,de GER,MF,Napoli,it Serie A,29,1991,7.7,4,0,0,28,8,0,7,9,12,0,0,0,52,4,5,44.4,Matches
671,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,26,1995,11.1,2,0,0,7,5,0,1,16,4,0,1,0,46,16,22,42.1,Matches
672,Leander Dendoncker,be BEL,MF,Wolves,eng Premier League,26,1995,21.7,4,0,0,13,6,0,5,9,17,0,0,0,107,30,33,47.6,Matches
673,Emmanuel Dennis,ng NGA,"FW,MF",Watford,eng Premier League,23,1997,28.7,9,1,1,59,40,12,39,15,35,1,0,0,125,45,78,36.6,Matches
674,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24,1997,7.8,3,0,0,20,10,4,32,8,7,0,0,0,39,9,12,42.9,Matches
675,Fabio Depaoli,it ITA,"MF,DF",Sampdoria,it Serie A,24,1997,1.2,1,0,0,8,1,0,3,1,1,0,0,0,4,1,3,25.0,Matches
676,Mike van der Hoorn,nl NED,DF,Arminia,de Bundesliga,28,1992,0.2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,,Matches
677,Arthur Desmas,fr FRA,GK,Clermont Foot,fr Ligue 1,27,1994,14.5,0,0,0,0,4,0,0,0,0,0,0,1,14,0,0,,Matches
678,Sergiño Dest,us USA,"DF,FW",Barcelona,es La Liga,20,2000,16.8,2,0,0,17,19,1,59,2,15,0,0,0,93,7,13,35.0,Matches
679,Mattia Destro,it ITA,FW,Genoa,it Serie A,30,1991,19.4,4,0,0,40,31,19,2,2,4,0,0,0,30,62,110,36.0,Matches
680,Gerard Deulofeu,es ESP,"FW,MF",Udinese,it Serie A,27,1994,29.1,9,0,0,25,31,33,166,9,6,2,0,0,93,2,17,10.5,Matches
681,Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,eng Premier League,22,1998,23.4,4,0,0,20,29,0,86,21,24,0,0,0,155,16,23,41.0,Matches
682,Jacopo Dezi,it ITA,MF,Venezia,it Serie A,29,1992,0.2,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0,100.0,Matches
683,Samuel Di Carmine,it ITA,FW,Hellas Verona,it Serie A,32,1988,0.4,1,0,0,1,2,0,0,0,0,0,0,0,1,1,2,33.3,Matches
684,Federico Di Francesco,it ITA,"FW,MF",Empoli,it Serie A,27,1994,15.2,2,0,0,29,27,13,38,9,5,1,0,0,50,2,17,10.5,Matches
685,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,27,1993,31.9,3,0,0,37,46,8,49,38,36,1,0,0,168,44,28,61.1,Matches
686,Ángel Di María,ar ARG,FW,Paris S-G,fr Ligue 1,33,1988,18.3,2,0,0,9,14,7,122,6,18,1,0,0,71,0,0,,Matches
687,Francesco Di Mariano,it ITA,FW,Venezia,it Serie A,25,1996,0.7,0,0,0,1,1,0,1,0,1,0,0,0,2,0,1,0.0,Matches
688,Francesco Di Tacchio,it ITA,MF,Salernitana,it Serie A,31,1990,13.9,3,0,0,24,24,0,7,22,7,0,0,1,85,15,17,46.9,Matches
689,Boulaye Dia,sn SEN,FW,Villarreal,es La Liga,24,1996,14.1,3,0,0,23,13,7,1,5,6,0,0,0,36,31,35,47.0,Matches
690,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,de Bundesliga,22,1999,30.7,10,1,1,38,25,17,82,8,11,0,0,0,119,6,20,23.1,Matches
691,Yadaly Diaby,gn GUI,"FW,MF",Clermont Foot,fr Ligue 1,20,2000,0.7,1,1,0,2,1,0,0,2,0,0,0,0,5,1,1,50.0,Matches
692,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,24,1996,21.6,11,0,0,26,16,1,5,30,24,0,1,2,144,33,29,53.2,Matches
693,Ibrahim Diakité,gn GUI,MF,Reims,fr Ligue 1,17,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
694,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,25,1996,9.7,1,0,0,12,3,0,18,10,14,0,0,0,45,14,6,70.0,Matches
695,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,26,1995,17.1,2,0,0,17,20,15,9,4,5,0,0,0,48,55,60,47.8,Matches
696,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,22,1999,11.4,1,0,0,8,15,0,7,9,11,0,0,0,77,11,12,47.8,Matches
697,Mouhamadou Diarra,fr FRA,MF,Strasbourg,fr Ligue 1,17,2004,1.2,1,0,0,2,1,0,0,0,1,0,0,0,8,2,1,66.7,Matches
698,Stéphane Diarra,fr FRA,"MF,FW",Lorient,fr Ligue 1,22,1998,5.8,2,0,0,6,8,2,22,7,9,1,0,0,36,2,6,25.0,Matches
699,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,24,1997,26.7,5,0,0,27,9,2,3,23,19,0,0,0,108,50,37,57.5,Matches
700,Krépin Diatta,sn SEN,"MF,DF",Monaco,fr Ligue 1,22,1999,3.2,0,0,0,3,8,0,3,1,2,0,0,0,13,12,4,75.0,Matches
701,Amadou Diawara,gn GUI,MF,Roma,it Serie A,24,1997,1.9,0,0,0,5,0,0,0,0,2,0,0,0,12,1,0,100.0,Matches
702,Brahim Díaz,es ESP,MF,Milan,it Serie A,21,1999,20.6,4,0,0,22,33,4,11,8,17,0,0,0,108,4,40,9.1,Matches
703,Javier Díaz,es ESP,GK,Sevilla,es La Liga,24,1997,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
704,Luis Díaz,co COL,FW,Liverpool,eng Premier League,24,1997,10.6,0,0,0,14,14,3,14,4,7,0,0,0,54,15,16,48.4,Matches
705,Víctor Díaz,es ESP,DF,Granada,es La Liga,33,1988,16.7,5,0,0,15,4,0,13,17,15,0,0,0,71,29,31,48.3,Matches
706,Daniel Didavi,de GER,"MF,FW",Stuttgart,de Bundesliga,31,1990,3.1,1,0,0,3,7,2,9,1,2,0,0,0,15,4,2,66.7,Matches
707,Bamba Dieng,sn SEN,FW,Marseille,fr Ligue 1,21,2000,10.8,0,1,0,14,13,4,3,5,11,2,0,0,41,13,20,39.4,Matches
708,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,27,1994,34.1,1,0,0,12,9,0,1,27,9,0,0,1,131,70,54,56.5,Matches
709,Elhadji Dieye,sn SEN,"FW,MF",Saint-Étienne,fr Ligue 1,19,2002,0.4,0,0,0,1,2,1,1,1,2,0,0,0,4,1,1,50.0,Matches
710,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,28,1993,14.1,2,0,0,18,16,3,101,23,10,0,0,0,77,23,20,53.5,Matches
711,Lucas Digne,fr FRA,DF,Everton,eng Premier League,28,1993,13.0,4,0,0,15,9,0,71,14,19,0,0,1,83,24,16,60.0,Matches
712,Mitchell Dijks,nl NED,"DF,FW",Bologna,it Serie A,28,1993,7.7,2,0,0,10,10,0,28,3,6,0,0,0,44,9,4,69.2,Matches
713,Javairô Dilrosun,nl NED,"MF,FW",Bordeaux,fr Ligue 1,23,1998,19.2,3,0,0,13,30,1,69,11,4,0,0,0,68,6,14,30.0,Matches
714,Javairô Dilrosun,nl NED,FW,Hertha BSC,de Bundesliga,23,1998,1.5,0,0,0,3,2,0,1,0,1,0,0,0,14,0,2,0.0,Matches
715,Federico Dimarco,it ITA,DF,Inter,it Serie A,23,1997,15.9,1,0,0,15,14,2,151,19,15,0,0,0,103,8,8,50.0,Matches
716,Landry Dimata,be BEL,"FW,MF",Espanyol,es La Liga,23,1997,6.0,0,0,0,14,20,3,0,1,2,0,0,0,14,17,24,41.5,Matches
717,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,27,1993,30.8,0,0,0,0,6,0,0,1,0,0,0,0,24,11,2,84.6,Matches
718,Junior Dina Ebimbe,fr FRA,MF,Paris S-G,fr Ligue 1,20,2000,3.5,2,0,0,11,4,0,2,2,4,0,0,0,12,1,1,50.0,Matches
719,Tristan Dingomé,cm CMR,"MF,FW",Troyes,fr Ligue 1,30,1991,12.0,3,0,0,12,14,1,43,9,11,1,0,0,53,4,7,36.4,Matches
720,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,20,2001,6.4,2,0,0,5,3,0,0,12,3,0,0,1,34,16,5,76.2,Matches
721,Issa Diop,fr FRA,DF,West Ham,eng Premier League,24,1997,10.7,0,0,0,5,5,1,0,7,8,0,0,0,55,16,17,48.5,Matches
722,Sofiane Diop,fr FRA,"MF,FW",Monaco,fr Ligue 1,21,2000,21.6,6,0,0,28,41,4,95,23,20,1,1,0,134,12,28,30.0,Matches
723,Andy Diouf,fr FRA,MF,Rennes,fr Ligue 1,18,2003,0.2,0,0,0,1,1,0,0,0,1,0,0,0,2,0,1,0.0,Matches
724,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,23,1997,0.3,0,0,0,0,1,0,1,0,1,0,0,0,5,1,0,100.0,Matches
725,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,23,1998,30.2,5,0,0,43,13,3,1,26,27,0,1,0,183,71,43,62.3,Matches
726,Filippo Distefano,it ITA,FW,Fiorentina,it Serie A,17,2003,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,Matches
727,Matías Dituro,ar ARG,GK,Celta Vigo,es La Liga,34,1987,38.0,1,0,0,1,3,0,0,0,0,0,0,0,51,8,0,100.0,Matches
728,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,21,2000,25.9,4,0,0,23,22,1,11,24,39,0,0,2,190,23,31,42.6,Matches
729,Djené,tg TOG,DF,Getafe,es La Liga,29,1991,34.6,11,1,0,47,36,1,22,59,26,0,2,0,222,52,31,62.7,Matches
730,Moussa Djenepo,ml MLI,MF,Southampton,eng Premier League,23,1998,5.1,3,0,0,9,10,0,6,2,3,0,0,0,28,1,9,10.0,Matches
731,Koffi Djidji,ci CIV,DF,Torino,it Serie A,28,1992,19.3,6,1,1,25,7,1,17,34,29,0,3,0,113,45,41,52.3,Matches
732,Alexander Djiku,gh GHA,DF,Strasbourg,fr Ligue 1,26,1994,29.9,10,1,1,44,28,2,15,61,37,0,2,0,142,71,29,71.0,Matches
733,Bryan Djile Nokoué,cm CMR,"DF,MF",Saint-Étienne,fr Ligue 1,19,2002,0.6,0,0,0,0,1,0,1,1,3,0,0,0,3,0,0,,Matches
734,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,28,1993,25.1,6,0,0,21,14,1,11,31,24,0,1,1,144,57,27,67.9,Matches
735,Ouparine Djoco,gw GNB,GK,Clermont Foot,fr Ligue 1,23,1998,23.5,1,0,0,1,4,0,0,1,0,0,1,0,35,2,2,50.0,Matches
736,Naïs Djouahra,fr FRA,"FW,MF",Real Sociedad,es La Liga,21,1999,2.4,0,0,0,3,2,1,15,2,3,0,0,0,14,2,2,50.0,Matches
737,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,29,1992,6.0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,100.0,Matches
738,Lewis Dobbin,eng ENG,"FW,MF",Everton,eng Premier League,18,2003,0.4,1,0,0,1,1,0,0,0,1,0,0,0,4,0,6,0.0,Matches
739,Matt Doherty,ie IRL,DF,Tottenham,eng Premier League,29,1992,9.7,0,0,0,11,4,0,20,13,12,0,0,0,48,16,8,66.7,Matches
740,Jeremy Doku,be BEL,"FW,MF",Rennes,fr Ligue 1,19,2002,5.2,2,0,0,9,15,0,13,3,5,0,0,0,38,2,5,28.6,Matches
741,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,23,1997,16.6,0,0,0,30,29,3,5,6,4,0,0,0,38,21,25,45.7,Matches
742,Jaume Doménech,es ESP,GK,Valencia,es La Liga,30,1990,3.8,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches
743,Brandon Domingues,fr FRA,"MF,FW",Troyes,fr Ligue 1,21,2000,2.6,0,0,0,3,9,0,11,3,2,0,0,0,12,0,1,0.0,Matches
744,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,20,2001,3.8,1,0,0,3,4,0,0,4,1,0,1,0,21,10,6,62.5,Matches
745,Mario Dominguez,es ESP,FW,Valencia,es La Liga,17,2004,0.3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0.0,Matches
746,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,23,1998,22.4,8,0,0,26,39,0,14,32,45,0,0,0,158,32,29,52.5,Matches
747,John Donald,es ESP,DF,Elche,es La Liga,20,2000,2.0,0,0,0,2,0,0,0,3,4,0,0,0,12,2,4,33.3,Matches
748,Lee Dongjun,kr KOR,"MF,FW",Hertha BSC,de Bundesliga,24,1997,1.3,0,0,0,3,3,1,2,2,1,0,0,0,3,0,2,0.0,Matches
749,Anastasios Donis,gr GRE,"FW,MF",Reims,fr Ligue 1,24,1996,4.1,0,1,0,9,3,8,24,0,7,0,0,0,11,2,5,28.6,Matches
750,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,22,1999,17.0,3,0,0,0,2,0,0,0,0,0,0,0,25,3,0,100.0,Matches
751,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,23,1998,25.8,8,0,0,53,48,0,20,35,47,0,0,0,240,16,17,48.5,Matches
752,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,23,1997,34.0,8,1,1,23,38,1,1,13,30,0,0,0,178,55,39,58.5,Matches
753,Jodel Dossou,bj BEN,FW,Clermont Foot,fr Ligue 1,29,1992,22.3,4,0,0,25,38,15,60,5,17,1,0,0,97,7,15,31.8,Matches
754,Lohann Doucet,fr FRA,"MF,DF",Nantes,fr Ligue 1,18,2002,0.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0,Matches
755,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,28,1993,28.2,6,0,0,39,16,1,11,28,43,0,0,0,213,35,37,48.6,Matches
756,Cheick Doucouré,ml MLI,MF,Lens,fr Ligue 1,21,2000,32.7,7,1,0,42,24,0,6,68,43,0,0,0,218,22,20,52.4,Matches
757,Fodé Doucouré,ml MLI,"DF,FW",Reims,fr Ligue 1,20,2001,1.7,0,0,0,1,1,0,4,4,9,0,0,0,10,1,5,16.7,Matches
758,Ismaël Doukouré,fr FRA,DF,Strasbourg,fr Ligue 1,18,2003,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,Matches
759,Kamory Doumbia,ml MLI,"MF,FW",Reims,fr Ligue 1,18,2003,3.9,1,0,0,1,4,1,9,3,2,0,0,0,26,3,6,33.3,Matches
760,Moussa Doumbia,ml MLI,FW,Reims,fr Ligue 1,26,1994,1.0,0,0,0,0,2,1,2,0,0,0,0,0,2,0,4,0.0,Matches
761,Souleyman Doumbia,ci CIV,"DF,FW",Angers,fr Ligue 1,24,1996,24.7,10,1,0,22,25,1,69,39,20,0,2,0,127,14,16,46.7,Matches
762,Kieran Dowell,eng ENG,"FW,MF",Norwich City,eng Premier League,23,1997,10.1,0,0,0,19,4,0,38,7,7,0,0,0,37,8,28,22.2,Matches
763,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,23,1997,6.2,0,1,0,1,0,0,0,1,0,0,0,0,9,0,0,,Matches
764,Radu Drăgușin,ro ROU,DF,Sampdoria,it Serie A,19,2002,6.9,1,0,0,6,5,1,4,10,3,0,0,0,49,14,7,66.7,Matches
765,Radu Drăgușin,ro ROU,DF,Salernitana,it Serie A,19,2002,5.4,1,0,0,3,4,0,0,13,4,0,0,0,28,7,7,50.0,Matches
766,Cody Drameh,eng ENG,"DF,MF",Leeds United,eng Premier League,19,2001,1.4,1,0,0,2,0,0,2,1,2,0,0,0,3,1,1,50.0,Matches
767,Julian Draxler,de GER,"FW,MF",Paris S-G,fr Ligue 1,27,1993,6.1,0,0,0,4,1,1,5,5,2,0,0,0,26,1,4,20.0,Matches
768,Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,32,1989,16.0,0,0,0,0,2,0,0,0,1,0,0,0,11,2,0,100.0,Matches
769,Domingos Duarte,pt POR,DF,Granada,es La Liga,26,1995,18.7,7,1,0,24,15,0,1,22,14,0,3,0,93,39,23,62.9,Matches
770,Óscar Duarte,cr CRC,DF,Levante,es La Liga,32,1989,19.7,5,0,0,26,4,2,0,24,8,0,0,0,98,67,35,65.7,Matches
771,Rubén Duarte,es ESP,DF,Alavés,es La Liga,25,1995,29.1,12,1,1,45,40,2,119,57,47,1,1,0,163,54,37,59.3,Matches
772,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,26,1994,19.4,5,0,0,18,14,1,76,22,27,1,0,0,94,21,19,52.5,Matches
773,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,32,1989,26.0,1,0,0,0,6,0,0,0,1,0,0,0,19,4,1,80.0,Matches
774,Ondrej Duda,sk SVK,"MF,FW",Köln,de Bundesliga,26,1994,17.9,5,0,0,41,34,0,27,17,16,0,0,0,129,16,21,43.2,Matches
775,Jeremy Dudziak,tn TUN,"MF,FW",Greuther Fürth,de Bundesliga,25,1995,12.6,1,0,0,11,24,3,34,10,6,2,0,0,55,9,19,32.1,Matches
776,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,29,1992,16.0,7,0,0,15,5,1,1,16,12,0,0,0,68,65,26,71.4,Matches
777,Unai Dufur,es ESP,DF,Osasuna,es La Liga,22,1999,1.0,0,0,0,1,0,0,0,4,0,0,0,0,8,2,2,50.0,Matches
778,Denzel Dumfries,nl NED,DF,Inter,it Serie A,25,1996,22.5,3,0,0,32,37,4,36,9,12,2,1,0,89,43,32,57.3,Matches
779,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,29,1991,2.2,2,0,0,3,3,0,3,3,3,0,0,0,5,5,2,71.4,Matches
780,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,28,1993,21.5,3,0,0,22,13,0,44,10,19,0,0,0,92,9,17,34.6,Matches
781,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,29,1991,28.6,3,1,0,9,4,0,3,27,8,0,0,0,170,81,37,68.6,Matches
782,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,29,1992,5.3,1,0,0,2,7,0,14,10,7,0,0,0,25,3,8,27.3,Matches
783,Hugo Duro,es ESP,"DF,MF",Getafe,es La Liga,21,1999,0.1,0,0,0,1,1,0,0,0,0,0,0,0,1,2,1,66.7,Matches
784,Hugo Duro,es ESP,"FW,MF",Valencia,es La Liga,21,1999,20.4,3,1,1,29,44,7,12,4,19,2,1,0,64,39,68,36.4,Matches
785,Jean-Kevin Duverne,ht HAI,DF,Brest,fr Ligue 1,24,1997,33.4,1,0,0,35,31,3,74,53,44,0,0,1,205,38,35,52.1,Matches
786,Paulo Dybala,ar ARG,"FW,MF",Juventus,it Serie A,27,1993,22.9,3,0,0,16,48,6,66,9,13,0,0,0,103,10,19,34.5,Matches
787,Edin Džeko,ba BIH,FW,Inter,it Serie A,35,1986,27.4,2,0,0,27,39,5,35,4,8,2,0,0,81,84,74,53.2,Matches
788,Enzo Ebosse,cm CMR,DF,Angers,fr Ligue 1,22,1999,21.0,1,0,0,14,21,0,16,15,14,0,1,0,112,22,22,50.0,Matches
789,Tyronne Ebuehi,ng NGA,DF,Venezia,it Serie A,25,1995,12.6,1,1,0,22,4,1,28,16,12,0,0,0,61,15,18,45.5,Matches
790,Ederson,br BRA,GK,Manchester City,eng Premier League,27,1993,37.0,3,0,0,1,4,0,0,0,1,0,1,0,43,10,3,76.9,Matches
791,Éderson,br BRA,MF,Salernitana,it Serie A,22,1999,12.7,5,0,0,18,34,1,5,19,18,0,0,0,62,11,17,39.3,Matches
792,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,23,1998,17.4,4,0,0,25,6,4,7,0,10,0,0,0,62,38,45,45.8,Matches
793,CJ Egan-Riley,eng ENG,DF,Manchester City,eng Premier League,18,2003,0.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,Matches
794,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,24,1996,24.4,2,0,0,32,26,1,11,30,28,0,0,0,145,46,51,47.4,Matches
795,Lilian Egloff,de GER,"MF,DF",Stuttgart,de Bundesliga,18,2002,0.3,0,0,0,2,0,0,0,0,0,0,0,0,2,1,2,33.3,Matches
796,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,26,1995,7.6,2,0,0,15,16,0,17,9,18,0,0,0,45,13,5,72.2,Matches
797,Julian Eitschberger,de GER,DF,Hertha BSC,de Bundesliga,17,2004,0.5,0,0,0,0,2,0,0,2,0,0,0,0,4,0,1,0.0,Matches
798,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,32,1989,18.2,11,1,1,31,39,0,2,29,28,0,0,0,144,24,17,58.5,Matches
799,Hugo Ekitike,fr FRA,FW,Reims,fr Ligue 1,19,2002,14.1,1,1,0,18,31,12,4,6,10,2,1,0,66,26,33,44.1,Matches
800,Jurgen Ekkelenkamp,nl NED,"MF,FW",Hertha BSC,de Bundesliga,21,2000,8.0,1,0,0,11,5,0,3,4,3,0,0,0,48,9,17,34.6,Matches
801,Caleb Ekuban,gh GHA,"FW,MF",Genoa,it Serie A,27,1994,19.1,2,0,0,22,32,2,13,9,12,0,0,0,78,36,51,41.4,Matches
802,Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,19,2002,13.5,0,0,0,8,22,3,21,9,20,0,0,0,50,24,18,57.1,Matches
803,Alberth Elis,hn HON,"FW,MF",Bordeaux,fr Ligue 1,25,1996,15.7,2,0,0,22,23,9,28,7,10,1,0,0,46,26,41,38.8,Matches
804,Harvey Elliott,eng ENG,MF,Liverpool,eng Premier League,18,2003,3.8,0,0,0,2,6,0,10,4,0,0,0,0,31,2,2,50.0,Matches
805,Elif Elmas,mk MKD,"FW,MF",Napoli,it Serie A,21,1999,18.0,3,0,0,27,30,2,10,8,15,1,0,0,64,7,22,24.1,Matches
806,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,29,1992,9.0,1,0,0,5,5,0,0,14,8,0,0,0,51,6,6,50.0,Matches
807,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,27,1994,23.4,3,1,0,18,22,2,5,29,14,0,1,0,123,54,23,70.1,Matches
808,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,24,1996,27.0,3,1,0,21,21,0,0,34,24,0,0,0,158,72,38,65.5,Matches
809,Mohamed Elyounoussi,no NOR,"MF,FW",Southampton,eng Premier League,26,1994,22.7,4,0,0,28,18,1,29,12,17,0,0,0,82,38,46,45.2,Matches
810,Adri Embarba,es ESP,"FW,MF",Espanyol,es La Liga,29,1992,22.1,4,0,0,30,43,7,192,19,29,0,0,0,108,17,31,35.4,Matches
811,Breel Embolo,ch SUI,FW,M'Gladbach,de Bundesliga,24,1997,24.1,3,0,0,41,71,20,2,6,11,2,0,0,57,35,64,35.4,Matches
812,Emerson,br BRA,"DF,MF",Tottenham,eng Premier League,22,1999,25.4,5,0,0,28,45,2,74,22,47,0,0,0,152,33,42,44.0,Matches
813,Emerson,br BRA,DF,Barcelona,es La Liga,22,1999,1.0,0,0,0,3,3,0,2,2,3,0,0,0,2,0,1,0.0,Matches
814,Renaud Emond,be BEL,"FW,MF",Nantes,fr Ligue 1,29,1991,2.1,0,0,0,3,3,0,0,0,0,0,0,0,9,5,17,22.7,Matches
815,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,24,1997,14.2,1,0,0,11,10,18,5,4,5,1,0,0,28,45,51,46.9,Matches
816,Keita Endo,jp JPN,MF,Union Berlin,de Bundesliga,23,1997,0.6,0,0,0,0,2,1,3,0,1,0,0,0,4,0,2,0.0,Matches
817,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,28,1993,32.2,4,0,0,30,61,1,7,30,41,0,0,0,226,75,38,66.4,Matches
818,Christian Eriksen,dk DEN,MF,Brentford,eng Premier League,29,1992,10.4,1,0,0,5,3,0,86,9,6,0,0,0,69,5,6,45.5,Matches
819,Martin Erlic,hr CRO,DF,Spezia,it Serie A,23,1998,28.6,5,0,0,28,20,0,2,28,16,2,2,0,134,55,40,57.9,Matches
820,Gonzalo Escalante,ar ARG,MF,Lazio,it Serie A,28,1993,0.1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,,Matches
821,Gonzalo Escalante,ar ARG,MF,Alavés,es La Liga,28,1993,14.4,8,1,1,25,23,3,3,21,14,1,0,0,93,34,23,59.6,Matches
822,Aarón Escandell,es ESP,GK,Granada,es La Liga,25,1995,3.2,1,1,0,0,1,0,0,0,0,0,0,0,4,0,0,,Matches
823,Sergio Escudero,es ESP,"DF,MF",Granada,es La Liga,31,1989,15.9,6,0,0,14,20,5,30,26,24,0,1,0,90,33,36,47.8,Matches
