,Player,Nation,Pos,Squad,Competition_Name,Age,Born,Matches_Played,Yellow_Cards,Red_Cards,Second_Yellow_Card,Fouls_Committed,Fouls_Drawn,Offsides,Crosses,Interceptions,Tackles_Won,Penalty_Kicks_Won,Penalty_Kicks_Conceded,Own_Goals,Ball_Recoveries,Aerials_Won,Aerials_Lost,Percentage_of_Aerials_Won,Matches
1641,Javier Manquillo,es ESP,DF,Newcastle Utd,eng Premier League,27,1994,14.0,5,0,0,9,17,1,9,10,29,0,0,0,57,16,13,55.2,Matches
1642,Myziane Maolida,km COM,MF,Nice,fr Ligue 1,22,1999,0.4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,Matches
1643,Myziane Maolida,km COM,"FW,MF",Hertha BSC,de Bundesliga,22,1999,8.6,0,0,0,10,6,3,7,1,4,0,0,0,43,8,12,40.0,Matches
1644,Sekou Mara,fr FRA,"FW,MF",Bordeaux,fr Ligue 1,19,2002,10.1,2,0,0,21,24,2,4,2,4,1,0,0,34,30,34,46.9,Matches
1645,Nikola Maraš,rs SRB,DF,Rayo Vallecano,es La Liga,25,1995,11.6,4,0,0,11,4,0,0,15,9,0,0,0,37,29,27,51.8,Matches
1646,Fernando Marçal,br BRA,"MF,DF",Wolves,eng Premier League,32,1989,16.1,3,0,0,29,9,1,60,28,22,0,1,0,94,26,18,59.1,Matches
1647,Marcelo,br BRA,DF,Real Madrid,es La Liga,33,1988,5.8,0,0,0,3,8,0,29,1,4,0,0,0,32,3,4,42.9,Matches
1648,Marcelo,br BRA,DF,Bordeaux,fr Ligue 1,34,1987,10.0,4,0,0,7,2,0,0,13,5,0,0,1,56,42,6,87.5,Matches
1649,Marcelo,br BRA,DF,Lyon,fr Ligue 1,34,1987,2.0,1,0,0,4,1,0,0,4,3,0,0,1,12,14,6,70.0,Matches
1650,Solly March,eng ENG,"DF,FW",Brighton,eng Premier League,27,1994,19.4,1,0,0,31,20,12,94,17,17,0,0,0,92,17,26,39.5,Matches
1651,Riccardo Marchizza,it ITA,DF,Empoli,it Serie A,23,1998,15.0,4,0,0,19,3,2,42,10,15,0,0,1,72,7,9,43.8,Matches
1652,Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,29,1992,34.7,6,1,1,25,37,1,1,43,11,0,0,0,168,79,43,64.8,Matches
1653,Iván Marcone,ar ARG,MF,Elche,es La Liga,31,1990,9.0,5,0,0,12,4,0,1,12,14,0,0,0,59,6,3,66.7,Matches
1654,Óscar de Marcos,es ESP,DF,Athletic Club,es La Liga,32,1989,18.7,5,0,0,25,8,3,48,19,37,0,0,0,120,22,16,57.9,Matches
1655,Davide Marfella,it ITA,GK,Napoli,it Serie A,21,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
1656,José Mari,es ESP,MF,Cádiz,es La Liga,33,1987,4.3,3,1,1,8,7,0,1,7,7,0,0,0,25,4,7,36.4,Matches
1657,Pablo Marí,es ESP,DF,Arsenal,eng Premier League,27,1993,2.0,1,0,0,1,1,0,0,3,3,0,0,0,10,5,3,62.5,Matches
1658,Pablo Marí,es ESP,DF,Udinese,it Serie A,27,1993,14.9,2,1,0,20,4,0,3,21,8,0,1,0,84,43,22,66.2,Matches
1659,José María Giménez,uy URU,DF,Atlético Madrid,es La Liga,26,1995,22.7,7,0,0,11,21,2,1,25,12,0,0,0,99,41,24,63.1,Matches
1660,Mariano,do DOM,FW,Real Madrid,es La Liga,27,1993,3.8,2,0,0,2,0,4,1,1,0,0,0,0,4,9,4,69.2,Matches
1661,Răzvan Marin,ro ROU,MF,Cagliari,it Serie A,25,1996,31.3,6,1,1,36,31,1,127,10,21,0,0,0,168,20,25,44.4,Matches
1662,Guillermo Maripán,cl CHI,DF,Monaco,fr Ligue 1,27,1994,20.4,5,0,0,20,10,1,1,25,24,0,0,0,118,45,36,55.6,Matches
1663,Mika Màrmol,es ESP,DF,Barcelona,es La Liga,19,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
1664,Omar Marmoush,eg EGY,FW,Wolfsburg,de Bundesliga,22,1999,0.3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
1665,Omar Marmoush,eg EGY,FW,Stuttgart,de Bundesliga,22,1999,17.5,3,0,0,33,57,7,44,7,17,0,0,0,81,28,31,47.5,Matches
1666,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,27,1994,31.8,5,0,0,6,11,1,6,16,14,0,0,0,181,41,39,51.3,Matches
1667,Roger Martí,es ESP,FW,Levante,es La Liga,30,1991,23.5,8,0,0,62,28,12,10,2,14,1,0,0,49,29,54,34.9,Matches
1668,Anthony Martial,fr FRA,FW,Manchester Utd,eng Premier League,25,1995,2.4,0,0,0,0,4,2,4,0,0,0,0,0,5,4,4,50.0,Matches
1669,Anthony Martial,fr FRA,"FW,MF",Sevilla,es La Liga,25,1995,5.4,1,0,0,5,11,0,6,0,1,0,0,0,7,6,9,40.0,Matches
1670,Martín,es ESP,MF,Cádiz,es La Liga,22,1999,1.3,1,0,0,4,1,0,3,1,2,0,0,0,5,6,5,54.5,Matches
1671,Aarón Martín,es ESP,DF,Mainz 05,de Bundesliga,24,1997,25.5,7,0,0,31,18,0,180,20,33,0,0,0,161,12,15,44.4,Matches
1672,Ander Martin,es ESP,"FW,MF",Real Sociedad,es La Liga,20,2000,1.0,0,0,0,4,0,0,5,3,0,0,0,0,4,2,2,50.0,Matches
1673,Andrés Martín,es ESP,"FW,MF",Rayo Vallecano,es La Liga,22,1999,2.1,0,0,0,3,2,3,2,0,0,0,0,0,3,2,2,50.0,Matches
1674,Carlos Martín,es ESP,DF,Atlético Madrid,es La Liga,19,2002,0.1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,50.0,Matches
1675,Iván Martín,es ESP,"MF,FW",Alavés,es La Liga,22,1999,1.8,0,0,0,2,1,0,3,1,1,0,0,0,6,3,3,50.0,Matches
1676,Jonas Martin,fr FRA,MF,Rennes,fr Ligue 1,31,1990,23.4,8,0,0,32,14,0,3,22,20,0,0,0,147,20,15,57.1,Matches
1677,Gabriel Martinelli,br BRA,"FW,MF",Arsenal,eng Premier League,20,2001,20.7,3,1,1,24,20,10,74,20,19,0,0,0,86,18,44,29.0,Matches
1678,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,28,1992,36.0,4,0,0,0,6,0,0,0,1,0,0,0,32,8,1,88.9,Matches
1679,Iñigo Martínez,es ESP,DF,Athletic Club,es La Liga,30,1991,26.0,9,2,1,33,27,2,11,39,13,0,1,0,175,69,46,60.0,Matches
1680,Javi Martínez,es ESP,"MF,FW",Osasuna,es La Liga,21,1999,9.8,1,0,0,15,9,0,31,9,14,0,0,0,62,9,16,36.0,Matches
1681,Josep Martinez,es ESP,GK,RB Leipzig,de Bundesliga,23,1998,1.0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,100.0,Matches
1682,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,23,1997,25.4,6,0,0,40,46,12,15,18,10,0,0,0,67,29,33,46.8,Matches
1683,Pablo Martínez,es ESP,MF,Levante,es La Liga,23,1998,7.3,2,0,0,11,9,1,14,15,8,0,0,0,46,11,12,47.8,Matches
1684,Lucas Martínez Quarta,ar ARG,DF,Fiorentina,it Serie A,25,1996,15.9,8,0,0,30,11,0,1,19,25,0,1,0,121,47,32,59.5,Matches
1685,Gelson Martins,pt POR,"MF,FW",Monaco,fr Ligue 1,26,1995,21.2,4,0,0,22,33,15,35,17,27,0,0,0,112,22,23,48.9,Matches
1686,Adam Marušić,me MNE,DF,Lazio,it Serie A,28,1992,30.2,6,1,1,26,13,0,29,41,18,0,0,0,155,33,22,60.0,Matches
1687,Omar Mascarell,es ESP,MF,Elche,es La Liga,28,1993,27.7,6,0,0,37,22,0,5,48,26,0,0,0,172,42,39,51.9,Matches
1688,Andrea Masiello,it ITA,DF,Genoa,it Serie A,35,1986,5.7,3,0,0,6,4,0,1,11,3,0,0,0,47,7,7,50.0,Matches
1689,Adam Masina,ma MAR,DF,Watford,eng Premier League,27,1994,12.0,0,0,0,14,4,0,30,18,13,0,1,0,70,29,17,63.0,Matches
1690,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,22,1998,17.2,7,0,0,16,7,0,0,34,20,0,0,1,97,24,23,51.1,Matches
1691,Roberto Massimo,de GER,"DF,FW",Stuttgart,de Bundesliga,20,2000,9.7,0,0,0,8,4,4,17,3,5,0,0,0,44,4,9,30.8,Matches
1692,Arthur Masuaku,cd COD,"DF,FW",West Ham,eng Premier League,27,1993,7.2,1,0,0,8,4,0,23,9,23,0,0,0,50,16,6,72.7,Matches
1693,Jaime Mata,es ESP,FW,Getafe,es La Liga,32,1988,7.5,7,0,0,25,17,9,10,1,5,0,0,0,21,25,54,31.6,Matches
1694,Juan Mata,es ESP,MF,Manchester Utd,eng Premier League,33,1988,2.6,0,0,0,2,4,2,6,1,4,0,0,0,22,0,0,,Matches
1695,Pape Matar Sarr,sn SEN,MF,Metz,fr Ligue 1,18,2002,23.7,7,0,0,32,22,1,4,29,26,0,0,0,171,29,30,49.2,Matches
1696,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,19,2002,8.8,1,0,0,16,8,0,1,13,7,0,0,0,45,8,13,38.1,Matches
1697,Aleš Matějů,cz CZE,DF,Venezia,it Serie A,25,1996,8.1,3,0,0,13,8,1,21,9,12,0,0,0,33,11,3,78.6,Matches
1698,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,24,1997,12.7,2,0,0,16,7,13,6,4,4,0,0,0,30,39,43,47.6,Matches
1699,Nemanja Matić,rs SRB,MF,Manchester Utd,eng Premier League,32,1988,15.4,3,0,0,26,3,0,6,31,18,0,0,0,124,28,17,62.2,Matches
1700,Joël Matip,cm CMR,DF,Liverpool,eng Premier League,29,1991,31.0,2,0,0,13,11,0,1,44,34,0,0,0,185,108,50,68.4,Matches
1701,Chrislain Matsima,fr FRA,DF,Monaco,fr Ligue 1,19,2002,1.5,0,0,0,0,2,0,0,1,2,0,0,0,8,4,1,80.0,Matches
1702,Azor Matusiwa,nl NED,MF,Reims,fr Ligue 1,23,1998,27.4,8,1,1,29,30,0,3,62,32,0,1,0,169,27,31,46.6,Matches
1703,Neal Maupay,fr FRA,FW,Brighton,eng Premier League,24,1996,25.3,7,0,0,33,31,6,8,2,10,0,0,0,76,21,56,27.3,Matches
1704,Stephy Mavididi,eng ENG,"FW,MF",Montpellier,fr Ligue 1,23,1998,25.5,4,0,0,23,44,6,26,8,13,0,0,0,93,7,36,16.3,Matches
1705,Konstantinos Mavropanos,gr GRE,DF,Stuttgart,de Bundesliga,23,1997,30.1,3,0,0,22,20,2,7,69,39,0,3,0,214,91,27,77.1,Matches
1706,Eric Maxim Choupo-Moting,cm CMR,"FW,MF",Bayern Munich,de Bundesliga,32,1989,4.2,0,0,0,7,7,2,3,5,9,0,0,0,14,8,12,40.0,Matches
1707,Luís Maximiano,pt POR,GK,Granada,es La Liga,22,1999,34.8,2,0,0,0,3,0,0,1,1,0,0,1,50,6,1,85.7,Matches
1708,Borja Mayoral,es ESP,"FW,DF",Roma,it Serie A,24,1997,1.1,0,0,0,0,2,0,3,0,0,0,0,0,4,0,0,,Matches
1709,Borja Mayoral,es ESP,FW,Getafe,es La Liga,24,1997,11.6,3,0,0,13,20,4,7,4,5,0,0,0,47,21,30,41.2,Matches
1710,Derek Mazou-Sacko,fr FRA,"FW,DF",Troyes,fr Ligue 1,16,2004,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
1711,Pasquale Mazzocchi,it ITA,DF,Venezia,it Serie A,26,1995,13.8,3,0,0,22,6,0,46,21,8,0,0,0,74,11,10,52.4,Matches
1712,Pasquale Mazzocchi,it ITA,DF,Salernitana,it Serie A,26,1995,14.1,2,0,0,18,7,1,79,11,19,0,0,0,62,11,9,55.0,Matches
1713,Kevin Mbabu,ch SUI,DF,Wolfsburg,de Bundesliga,26,1995,15.5,4,0,0,24,21,2,67,35,20,0,1,0,109,31,23,57.4,Matches
1714,Kylian Mbappé,fr FRA,FW,Paris S-G,fr Ligue 1,22,1998,33.6,10,0,0,28,53,39,68,5,8,4,0,0,63,4,10,28.6,Matches
1715,Ibrahima Mbaye,sn SEN,DF,Bologna,it Serie A,26,1994,1.2,0,0,0,3,1,1,1,1,1,0,1,0,3,3,4,42.9,Matches
1716,Amadou Mbengue,sn SEN,"DF,MF",Metz,fr Ligue 1,19,2002,6.8,4,0,0,12,1,0,0,10,10,0,0,0,43,5,7,41.7,Matches
1717,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,21,1999,32.3,4,0,0,20,38,13,75,11,16,0,0,0,130,29,103,22.0,Matches
1718,Jason Mbock,fr FRA,FW,Angers,fr Ligue 1,21,1999,0.2,1,0,0,0,2,1,1,0,0,0,0,0,1,0,2,0.0,Matches
1719,Jordi Mboula,es ESP,FW,Mallorca,es La Liga,22,1999,4.8,2,0,0,6,9,5,12,3,2,0,1,0,20,10,9,52.6,Matches
1720,Moustapha Mbow,sn SEN,DF,Reims,fr Ligue 1,21,2000,1.0,0,0,0,0,0,0,0,1,6,0,0,0,4,1,0,100.0,Matches
1721,Nathanael Mbuku,fr FRA,"FW,MF",Reims,fr Ligue 1,19,2002,15.8,1,0,0,10,39,2,35,11,13,0,0,0,67,10,14,41.7,Matches
1722,James McArthur,sct SCO,MF,Crystal Palace,eng Premier League,33,1987,16.0,4,0,0,24,20,3,18,30,23,0,0,0,135,22,31,41.5,Matches
1723,James Mcatee,eng ENG,"MF,FW",Manchester City,eng Premier League,18,2002,0.2,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
1724,Kasey McAteer,eng ENG,FW,Leicester City,eng Premier League,19,2001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
1725,Liam McCarron,sct SCO,FW,Leeds United,eng Premier League,20,2001,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
1726,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,31,1989,17.0,1,0,0,0,1,0,0,0,0,0,0,0,9,6,0,100.0,Matches
1727,John McGinn,sct SCO,MF,Aston Villa,eng Premier League,26,1994,34.3,8,0,0,57,81,0,110,35,64,0,0,0,200,22,17,56.4,Matches
1728,Weston McKennie,us USA,MF,Juventus,it Serie A,22,1998,15.2,1,0,0,19,4,0,12,23,11,0,0,0,84,29,24,54.7,Matches
1729,Stuart McKinstry,sct SCO,MF,Leeds United,eng Premier League,18,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
1730,Kenny McLean,sct SCO,MF,Norwich City,eng Premier League,29,1992,30.1,3,0,0,16,38,3,37,34,22,0,1,0,149,68,72,48.6,Matches
1731,Dwight McNeil,eng ENG,MF,Burnley,eng Premier League,21,1999,34.5,1,0,0,16,36,1,199,35,49,0,0,0,223,13,16,44.8,Matches
1732,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,24,1996,26.5,9,0,0,55,33,1,13,31,33,0,1,0,171,67,34,66.3,Matches
1733,Gary Medel,cl CHI,DF,Bologna,it Serie A,33,1987,31.4,10,1,1,34,31,1,2,44,23,0,2,0,228,15,33,31.3,Matches
1734,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,22,1999,28.8,11,0,0,36,11,0,5,37,42,0,2,0,224,37,34,52.1,Matches
1735,Nathan de Medina,be BEL,DF,Arminia,de Bundesliga,23,1997,8.6,2,0,0,14,9,0,5,10,10,0,0,0,43,8,14,36.4,Matches
1736,Ben Mee,eng ENG,DF,Burnley,eng Premier League,31,1989,20.4,3,0,0,9,7,2,4,24,12,0,0,1,132,68,41,62.4,Matches
1737,Admir Mehmedi,ch SUI,DF,Wolfsburg,de Bundesliga,30,1991,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
1738,Hannibal Mejbri,tn TUN,FW,Manchester Utd,eng Premier League,18,2003,0.8,2,0,0,3,0,1,0,0,1,0,0,0,1,0,1,0.0,Matches
1739,Farid El Melali,dz ALG,FW,Angers,fr Ligue 1,24,1997,0.2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,100.0,Matches
1740,Filippo Melegoni,it ITA,"MF,FW",Genoa,it Serie A,22,1999,10.9,1,0,0,15,20,2,34,11,12,0,0,0,72,5,20,20.0,Matches
1741,Óscar Melendo,es ESP,"MF,FW",Espanyol,es La Liga,23,1997,11.0,0,0,0,9,37,0,4,1,5,0,0,0,56,6,15,28.6,Matches
1742,Gonzalo Melero,es ESP,MF,Levante,es La Liga,27,1994,18.8,5,0,0,20,27,2,3,7,16,0,0,0,96,25,31,44.6,Matches
1743,Birger Meling,no NOR,DF,Rennes,fr Ligue 1,26,1994,20.3,3,0,0,14,21,2,25,22,27,0,0,0,94,14,17,45.2,Matches
1744,Arthur Melo,br BRA,MF,Juventus,it Serie A,24,1996,10.7,3,0,0,20,31,0,1,7,12,0,0,0,92,4,6,40.0,Matches
1745,Memphis,nl NED,FW,Barcelona,es La Liga,27,1994,20.6,3,0,0,23,44,13,125,3,4,3,0,0,52,10,15,40.0,Matches
1746,Houboulang Mendes,gw GNB,DF,Lorient,fr Ligue 1,23,1998,35.8,5,1,1,40,18,4,65,41,28,1,0,1,178,27,36,42.9,Matches
1747,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,19,2002,18.4,3,0,0,19,24,1,39,21,29,0,0,0,109,10,11,47.6,Matches
1748,Pedro Mendes,pt POR,DF,Montpellier,fr Ligue 1,30,1990,0.2,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,100.0,Matches
1749,Thiago Mendes,br BRA,"MF,DF",Lyon,fr Ligue 1,29,1992,20.7,3,1,0,23,16,0,11,34,22,0,1,0,151,26,20,56.5,Matches
1750,Tomás Mendes,es ESP,MF,Alavés,es La Liga,16,2004,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
1751,Brais Méndez,es ESP,MF,Celta Vigo,es La Liga,24,1997,33.6,8,0,0,75,54,9,41,37,35,0,0,0,199,45,50,47.4,Matches
1752,Édgar Méndez,es ESP,"FW,MF",Alavés,es La Liga,31,1990,17.9,6,0,0,50,31,15,59,4,14,0,0,0,73,34,37,47.9,Matches
1753,Arial Mendy,sn SEN,"DF,FW",Clermont Foot,fr Ligue 1,26,1994,8.8,1,0,0,6,11,0,39,7,4,0,0,0,47,5,9,35.7,Matches
1754,Batista Mendy,fr FRA,"MF,DF",Angers,fr Ligue 1,21,2000,26.8,5,0,0,53,10,1,5,34,28,0,1,2,165,24,24,50.0,Matches
1755,Benjamin Mendy,fr FRA,DF,Manchester City,eng Premier League,27,1994,0.9,0,0,0,2,0,0,9,0,2,0,0,0,5,0,3,0.0,Matches
1756,Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,29,1992,34.0,3,0,0,1,3,0,0,0,0,0,1,0,42,11,1,91.7,Matches
1757,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,26,1995,19.3,4,0,0,15,24,3,28,18,14,1,1,0,98,11,13,45.8,Matches
1758,Nampalys Mendy,sn SEN,MF,Leicester City,eng Premier League,29,1992,11.5,3,0,0,17,18,0,0,11,6,0,0,0,72,5,9,35.7,Matches
1759,Gideon Mensah,gh GHA,DF,Bordeaux,fr Ligue 1,23,1998,13.4,1,1,0,16,4,2,54,16,24,0,2,0,105,16,9,64.0,Matches
1760,Jorge Meré,es ESP,DF,Köln,de Bundesliga,24,1997,5.4,2,0,0,4,1,0,1,10,6,0,0,0,36,14,11,56.0,Matches
1761,Alex Meret,it ITA,GK,Napoli,it Serie A,24,1997,6.9,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,,Matches
1762,Fran Mérida,es ESP,MF,Espanyol,es La Liga,31,1990,3.0,2,1,0,6,6,0,8,6,3,0,0,0,29,0,4,0.0,Matches
1763,Mikel Merino,es ESP,MF,Real Sociedad,es La Liga,25,1996,32.1,8,0,0,60,67,4,23,21,38,2,1,0,287,109,83,56.8,Matches
1764,Quentin Merlin,fr FRA,"DF,MF",Nantes,fr Ligue 1,19,2002,21.4,0,0,0,10,4,1,137,27,28,0,0,0,145,10,24,29.4,Matches
1765,Martín Merquelanz,es ESP,"FW,MF",Rayo Vallecano,es La Liga,26,1995,1.9,0,0,0,2,2,0,12,0,1,0,0,0,7,3,4,42.9,Matches
1766,Yıldırım Mert Çetin,tr TUR,MF,Hellas Verona,it Serie A,24,1997,0.5,0,0,0,0,1,0,1,0,0,0,0,0,6,2,2,50.0,Matches
1767,Dries Mertens,be BEL,"FW,MF",Napoli,it Serie A,34,1987,15.4,2,0,0,26,22,5,22,9,7,2,0,0,51,3,8,27.3,Matches
1768,Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,21,2000,37.6,2,0,0,0,8,0,0,0,1,0,0,0,25,13,2,86.7,Matches
1769,Lionel Messi,ar ARG,"FW,MF",Paris S-G,fr Ligue 1,34,1987,23.9,0,0,0,6,35,10,32,4,3,0,0,0,55,4,3,57.1,Matches
1770,Junior Messias,br BRA,"FW,MF",Milan,it Serie A,30,1991,15.9,2,0,0,21,24,3,52,17,18,0,1,0,88,28,33,45.9,Matches
1771,Thomas Meunier,be BEL,DF,Dortmund,de Bundesliga,29,1991,15.6,4,0,0,27,7,1,45,12,19,0,0,0,121,24,10,70.6,Matches
1772,Mexer,mz MOZ,DF,Bordeaux,fr Ligue 1,32,1988,13.6,2,0,0,4,7,0,6,21,10,0,1,0,93,22,25,46.8,Matches
1773,Marco Meyerhöfer,de GER,DF,Greuther Fürth,de Bundesliga,25,1995,25.3,0,0,0,16,25,1,43,47,35,0,1,1,141,23,24,48.9,Matches
1774,Matt Miazga,us USA,DF,Alavés,es La Liga,26,1995,9.3,2,0,0,6,2,0,0,11,7,0,0,0,35,32,8,80.0,Matches
1775,Kingsley Michael,ng NGA,MF,Bologna,it Serie A,21,1999,0.8,0,0,0,0,1,0,0,1,1,0,0,0,5,0,3,0.0,Matches
1776,Sven Michel,de GER,FW,Union Berlin,de Bundesliga,31,1990,3.8,2,0,0,12,4,3,8,1,6,0,0,0,16,13,21,38.2,Matches
1777,Edouard Michut,fr FRA,MF,Paris S-G,fr Ligue 1,18,2003,0.8,0,1,0,2,4,0,0,1,0,0,0,0,5,0,1,0.0,Matches
1778,Miguel,es ESP,"FW,MF",Alavés,es La Liga,21,1999,9.2,2,0,0,19,20,5,6,1,3,1,0,0,32,14,41,25.5,Matches
1779,Valentin Mihaila,ro ROU,"MF,FW",Atalanta,it Serie A,21,2000,0.8,0,0,0,2,0,0,3,0,1,0,0,0,4,1,4,20.0,Matches
1780,Mikael,br BRA,"FW,MF",Salernitana,it Serie A,22,1999,1.0,0,0,0,3,2,0,0,0,1,0,0,0,4,6,7,46.2,Matches
1781,Hilmir Mikaelsson,is ISL,FW,Venezia,it Serie A,17,2004,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,33.3,Matches
1782,Georges Mikautadze,ge GEO,FW,Metz,fr Ligue 1,20,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
1783,William Mikelbrencis,fr FRA,DF,Metz,fr Ligue 1,17,2004,6.8,0,0,0,13,2,0,23,5,5,0,0,0,42,1,7,12.5,Matches
1784,Nikola Milenković,rs SRB,DF,Fiorentina,it Serie A,23,1997,32.5,10,1,1,48,21,0,2,39,32,0,1,0,172,98,32,75.4,Matches
1785,Arkadiusz Milik,pl POL,FW,Marseille,fr Ligue 1,27,1994,15.7,1,0,0,19,8,8,5,3,2,0,0,0,22,21,27,43.8,Matches
1786,Sergej Milinković-Savić,rs SRB,MF,Lazio,it Serie A,26,1995,34.4,6,1,1,56,45,4,45,34,44,0,0,0,200,100,69,59.2,Matches
1787,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,24,1997,27.0,3,0,0,2,2,0,0,0,0,0,2,0,32,3,1,75.0,Matches
1788,Éder Militão,br BRA,DF,Real Madrid,es La Liga,23,1998,33.7,5,0,0,38,39,1,11,52,32,1,0,0,204,83,38,68.6,Matches
1789,Luka Milivojević,rs SRB,MF,Crystal Palace,eng Premier League,30,1991,8.6,1,0,0,15,10,0,43,11,9,0,1,1,58,13,6,68.4,Matches
1790,Luis Milla,es ESP,MF,Granada,es La Liga,26,1994,30.8,4,0,0,26,64,1,132,25,29,0,0,0,217,30,30,50.0,Matches
1791,Pere Milla,es ESP,"MF,FW",Elche,es La Liga,28,1992,18.3,4,0,0,17,50,9,13,5,15,0,1,0,104,31,43,41.9,Matches
1792,Enzo Millot,fr FRA,MF,Stuttgart,de Bundesliga,19,2002,0.6,0,0,0,2,1,0,3,1,0,0,0,0,4,4,1,80.0,Matches
1793,James Milner,eng ENG,"MF,DF",Liverpool,eng Premier League,35,1986,9.5,2,0,0,17,14,0,43,17,16,0,0,0,72,13,10,56.5,Matches
1794,Santi Mina,es ESP,FW,Celta Vigo,es La Liga,25,1995,26.3,4,0,0,53,39,10,12,6,17,2,0,0,105,126,154,45.0,Matches
1795,Yerry Mina,co COL,DF,Everton,eng Premier League,26,1994,9.4,3,0,0,5,9,1,3,11,10,0,0,0,45,30,16,65.2,Matches
1796,Takumi Minamino,jp JPN,"FW,MF",Liverpool,eng Premier League,26,1995,2.1,1,0,0,4,4,0,0,1,2,0,0,0,13,1,5,16.7,Matches
1797,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,28,1993,35.4,11,0,0,27,24,1,4,46,12,0,1,0,191,81,47,63.3,Matches
1798,Óscar Mingueza,es ESP,DF,Barcelona,es La Liga,22,1999,9.9,2,0,0,12,4,1,32,9,11,0,0,0,45,9,6,60.0,Matches
1799,Rafa Mir,es ESP,FW,Sevilla,es La Liga,24,1997,20.1,6,0,0,32,18,23,9,0,3,0,0,0,49,58,52,52.7,Matches
1800,Jorge Miramón,es ESP,DF,Levante,es La Liga,32,1989,22.0,5,0,0,31,23,0,49,35,19,0,0,0,147,18,23,43.9,Matches
1801,Aleksei Miranchuk,ru RUS,"MF,FW",Atalanta,it Serie A,25,1995,8.6,0,0,0,14,19,3,17,1,7,0,0,0,36,9,14,39.1,Matches
1802,Juan Miranda,es ESP,DF,Betis,es La Liga,21,2000,8.7,3,0,0,13,13,0,28,15,11,0,0,0,36,12,18,40.0,Matches
1803,Fabio Miretti,it ITA,MF,Juventus,it Serie A,17,2003,3.6,0,0,0,4,4,0,6,2,2,0,0,0,18,3,5,37.5,Matches
1804,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,21,1999,34.5,1,0,0,15,14,2,62,41,57,1,0,0,237,29,32,47.5,Matches
1805,Stefan Mitrović,rs SRB,DF,Getafe,es La Liga,31,1990,29.6,8,1,0,18,4,0,0,22,8,0,0,0,106,56,30,65.1,Matches
1806,Maximilian Mittelstädt,de GER,"DF,FW",Hertha BSC,de Bundesliga,24,1997,16.6,3,0,0,20,36,1,85,46,33,0,1,0,112,23,27,46.0,Matches
1807,Henrikh Mkhitaryan,am ARM,"MF,FW",Roma,it Serie A,32,1989,27.7,4,1,1,41,51,5,46,22,29,1,0,0,195,13,15,46.4,Matches
1808,Jakub Moder,pl POL,MF,Brighton,eng Premier League,22,1999,18.9,1,0,0,19,11,0,45,10,25,0,0,0,107,25,37,40.3,Matches
1809,Anthony Modeste,fr FRA,FW,Köln,de Bundesliga,33,1988,29.0,4,0,0,38,33,36,12,4,6,1,0,0,48,93,85,52.2,Matches
1810,Marco Modolo,it ITA,DF,Venezia,it Serie A,32,1989,4.4,2,0,0,6,3,0,0,4,3,0,0,0,19,9,7,56.3,Matches
