,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Touches_Att_3rd,Touches_Att_Pen,Tocuhes_Live_Balls,Take_Ons_Attempted,Take_Ons_Succ,Take_Ons_Succ%,Tackled_Take_Ons,Tackled_Take_Ons%,Carries,Total_Distance,Progressive_Distance_Carried,Progressive_Carries,1/3_Carries,Carries_Penalty_Area,Miscontrols,Dispossessed,Passes_Received,Progressive_Passes_Received,Matches
870,Álex Fernández,es ESP,MF,Cádiz,es La Liga,28,1992,22.8,1272,53,272,729,290,26,1270,22,9,40.9,13,59.1,703,3890,2048,48,23,2,29,27,792,44,Matches
871,Álvaro Fernández,es ESP,GK,Brentford,eng Premier League,23,1998,12.0,546,422,540,6,0,0,546,0,0,,0,,340,1672,890,0,0,0,1,0,280,0,Matches
872,Federico Fernández,ar ARG,DF,Newcastle Utd,eng Premier League,32,1989,5.8,265,53,157,100,11,8,265,0,0,,0,,152,619,311,0,0,0,1,0,169,1,Matches
873,Fernandinho,br BRA,"MF,DF",Manchester City,eng Premier League,36,1985,10.7,927,35,172,622,137,17,927,11,9,81.8,2,18.2,637,2931,1483,16,18,0,6,7,742,11,Matches
874,Fernando,br BRA,"MF,DF",Sevilla,es La Liga,34,1987,20.6,1415,114,539,742,143,10,1415,11,7,63.6,4,36.4,817,3263,1630,15,28,0,23,6,985,11,Matches
875,Alex Ferrari,it ITA,DF,Sampdoria,it Serie A,27,1994,18.3,1032,142,571,431,36,4,1032,14,4,28.6,10,71.4,544,2389,1147,7,7,1,10,3,581,5,Matches
876,Salvador Ferrer,es ESP,"DF,MF",Spezia,it Serie A,23,1998,16.6,927,71,305,428,199,8,927,12,8,66.7,4,33.3,419,2096,1107,24,18,2,11,10,484,52,Matches
877,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,29,1992,32.3,2827,98,835,1676,341,6,2827,53,35,66.0,18,34.0,2056,10912,6091,78,48,3,37,47,2153,43,Matches
878,Riccardo Fiamozzi,it ITA,DF,Empoli,it Serie A,28,1993,6.9,438,21,143,210,87,2,438,7,3,42.9,4,57.1,201,935,526,10,11,0,4,4,237,14,Matches
879,Fidel,es ESP,MF,Elche,es La Liga,31,1989,25.1,1361,37,236,638,506,49,1360,75,44,58.7,31,41.3,817,4238,2241,64,43,18,62,40,991,136,Matches
880,Karol Fila,pl POL,DF,Strasbourg,fr Ligue 1,23,1998,6.2,422,8,75,194,155,10,422,6,3,50.0,3,50.0,249,1014,434,10,7,1,6,3,275,51,Matches
881,Alfreð Finnbogason,is ISL,FW,Augsburg,de Bundesliga,32,1989,3.2,112,10,18,47,48,14,112,7,2,28.6,5,71.4,62,278,117,2,2,2,9,5,74,14,Matches
882,Luca Fiordilino,it ITA,MF,Venezia,it Serie A,25,1996,7.3,387,23,128,203,61,10,387,5,3,60.0,2,40.0,206,854,298,3,3,1,10,8,246,10,Matches
883,Vincenzo Fiorillo,it ITA,GK,Salernitana,it Serie A,31,1990,1.0,35,33,35,0,0,0,35,0,0,,0,,16,55,46,0,0,0,0,0,15,0,Matches
884,Roberto Firmino,br BRA,FW,Liverpool,eng Premier League,29,1991,11.0,664,4,49,302,322,68,664,33,17,51.5,16,48.5,370,1882,883,27,24,6,33,25,500,100,Matches
885,Junior Firpo,do DOM,"DF,MF",Leeds United,eng Premier League,24,1996,19.0,1152,60,346,562,257,38,1152,28,16,57.1,12,42.9,585,2858,1718,36,29,2,17,7,670,72,Matches
886,Mark Flekken,nl NED,GK,Freiburg,de Bundesliga,28,1993,32.0,1396,1088,1371,27,0,0,1396,2,2,100.0,0,0.0,827,5135,2956,0,0,0,0,0,686,0,Matches
887,Ashley Fletcher,eng ENG,FW,Watford,eng Premier League,25,1995,0.3,14,1,2,5,7,2,14,0,0,,0,,10,53,31,1,1,1,1,1,10,1,Matches
888,Alexis Flips,fr FRA,"MF,DF",Reims,fr Ligue 1,21,2000,11.7,687,25,164,289,252,23,686,28,13,46.4,15,53.6,348,1725,770,15,19,3,33,14,354,61,Matches
889,Alessandro Florenzi,it ITA,"DF,FW",Milan,it Serie A,30,1991,12.8,925,31,223,496,217,20,925,10,8,80.0,2,20.0,493,2434,1397,30,16,4,11,1,584,51,Matches
890,Phil Foden,eng ENG,FW,Manchester City,eng Premier League,21,2000,23.6,1303,6,66,426,820,137,1303,58,37,63.8,21,36.2,872,4436,1941,71,43,39,48,34,1023,248,Matches
891,Mamadou Fofana,ml MLI,DF,Metz,fr Ligue 1,23,1998,0.4,12,5,10,2,0,0,12,0,0,,0,,2,4,0,0,0,0,0,0,1,0,Matches
892,Seko Fofana,ci CIV,MF,Lens,fr Ligue 1,26,1995,37.3,2195,32,268,1280,687,105,2195,123,79,64.2,44,35.8,1616,10414,5140,131,95,29,86,50,1760,227,Matches
893,Wesley Fofana,fr FRA,DF,Leicester City,eng Premier League,20,2000,7.0,594,55,305,275,19,5,594,3,3,100.0,0,0.0,434,2958,1710,10,9,1,5,2,439,1,Matches
894,Youssouf Fofana,fr FRA,MF,Monaco,fr Ligue 1,22,1999,24.3,1455,47,239,973,263,17,1455,62,40,64.5,22,35.5,918,4891,2497,44,41,5,38,33,1001,47,Matches
895,Thomas Foket,be BEL,"DF,FW",Reims,fr Ligue 1,26,1994,24.8,1281,88,432,503,355,27,1281,26,13,50.0,13,50.0,769,3942,1776,34,26,0,34,18,770,115,Matches
896,Thomas Fontaine,mg MAD,DF,Lorient,fr Ligue 1,30,1991,1.9,72,6,37,33,2,0,72,0,0,,0,,38,137,58,0,0,0,1,0,42,0,Matches
897,José Fontán,es ESP,DF,Celta Vigo,es La Liga,21,2000,3.1,234,20,89,135,12,1,234,1,1,100.0,0,0.0,160,780,478,3,2,0,0,1,167,4,Matches
898,José Fonte,pt POR,DF,Lille,fr Ligue 1,37,1983,38.0,2437,300,1221,1110,116,48,2437,5,4,80.0,1,20.0,1525,7326,4048,14,10,1,18,2,1580,13,Matches
899,Fernando Forestieri,it ITA,"FW,MF",Udinese,it Serie A,31,1990,0.6,33,1,4,9,20,4,33,1,1,100.0,0,0.0,16,124,84,2,2,0,2,0,21,8,Matches
900,Pablo Fornals,es ESP,"FW,MF",West Ham,eng Premier League,25,1996,31.1,1731,33,262,819,665,65,1731,54,23,42.6,31,57.4,981,4917,2219,49,37,11,47,28,1184,200,Matches
901,Emil Forsberg,se SWE,MF,RB Leipzig,de Bundesliga,29,1991,19.0,951,8,69,481,413,61,947,31,23,74.2,8,25.8,592,3087,1391,39,40,12,55,26,743,118,Matches
902,Adam Forshaw,eng ENG,MF,Leeds United,eng Premier League,29,1991,17.0,995,25,265,578,167,9,995,19,12,63.2,7,36.8,539,2507,1137,19,12,2,24,11,629,26,Matches
903,Marcus Forss,fi FIN,"FW,MF",Brentford,eng Premier League,22,1999,2.3,69,0,2,39,28,6,69,4,1,25.0,3,75.0,29,126,44,2,0,0,9,1,37,12,Matches
904,Fraser Forster,eng ENG,GK,Southampton,eng Premier League,33,1988,19.0,673,513,669,4,0,0,673,0,0,,0,,336,2160,1197,0,0,0,0,0,260,0,Matches
905,Philipp Förster,de GER,"MF,FW",Stuttgart,de Bundesliga,26,1995,10.7,569,3,66,280,229,36,569,18,9,50.0,9,50.0,328,1963,1021,33,30,10,23,10,400,59,Matches
906,Francesco Forte,it ITA,FW,Venezia,it Serie A,28,1993,4.7,118,2,10,62,49,19,118,1,1,100.0,0,0.0,46,181,65,3,3,1,13,2,82,16,Matches
907,Steven Fortes,cv CPV,DF,Lens,fr Ligue 1,29,1992,1.0,39,5,22,18,0,0,39,2,1,50.0,1,50.0,17,120,55,0,0,0,1,1,23,0,Matches
908,Ben Foster,eng ENG,GK,Watford,eng Premier League,38,1983,26.0,940,719,925,16,0,0,940,1,1,100.0,0,0.0,450,2800,1448,0,0,0,0,0,338,0,Matches
909,Tariqe Fosu,gh GHA,DF,Brentford,eng Premier League,25,1995,0.2,10,0,0,3,7,3,10,0,0,,0,,7,62,53,3,1,1,0,0,8,4,Matches
910,Timothy Fosu-Mensah,nl NED,DF,Leverkusen,de Bundesliga,23,1998,1.6,109,5,33,51,28,1,109,2,1,50.0,1,50.0,47,211,94,2,4,0,2,0,54,6,Matches
911,Dimitri Foulquier,fr FRA,DF,Granada,es La Liga,28,1993,2.0,84,4,21,46,18,0,84,0,0,,0,,32,200,78,2,2,0,3,2,40,5,Matches
912,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,28,1993,26.0,1243,67,354,612,289,14,1243,33,23,69.7,10,30.3,584,3750,2078,39,34,3,21,13,557,31,Matches
913,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,23,1998,21.4,1409,80,470,713,247,18,1409,40,28,70.0,12,30.0,746,4620,2709,48,28,3,25,7,779,35,Matches
914,Gianluca Frabotta,it ITA,"DF,MF",Hellas Verona,it Serie A,22,1999,0.2,12,1,1,5,6,1,12,0,0,,0,,4,61,40,1,1,0,0,0,6,3,Matches
915,Raphael Framberger,de GER,DF,Augsburg,de Bundesliga,25,1995,9.4,554,30,162,239,156,4,554,12,6,50.0,6,50.0,206,1056,540,20,6,0,14,2,265,32,Matches
916,Przemysław Frankowski,pl POL,DF,Lens,fr Ligue 1,26,1995,27.2,1740,67,416,748,592,63,1740,38,16,42.1,22,57.9,955,4654,2167,53,44,7,39,17,1067,223,Matches
917,Enric Franquesa,es ESP,"DF,FW",Levante,es La Liga,24,1997,6.9,325,12,86,149,95,4,325,19,10,52.6,9,47.4,145,1043,503,17,13,3,10,8,179,36,Matches
918,Fransérgio,br BRA,MF,Bordeaux,fr Ligue 1,30,1990,14.0,684,37,149,440,102,17,684,11,5,45.5,6,54.5,378,1777,778,10,10,1,20,10,413,23,Matches
919,Ryan Fraser,sct SCO,"FW,MF",Newcastle Utd,eng Premier League,27,1994,16.3,590,22,102,192,301,42,590,4,1,25.0,3,75.0,370,1823,970,35,23,11,22,11,410,86,Matches
920,Davide Frattesi,it ITA,MF,Sassuolo,it Serie A,21,1999,31.7,1642,103,376,880,419,86,1642,64,42,65.6,22,34.4,923,5167,2728,79,61,20,59,22,1186,104,Matches
921,Fred,br BRA,MF,Manchester Utd,eng Premier League,28,1993,22.5,1623,65,392,965,275,17,1623,36,21,58.3,15,41.7,840,3252,1564,17,16,1,41,25,1093,41,Matches
922,Ryan Fredericks,eng ENG,DF,West Ham,eng Premier League,28,1992,3.4,172,14,50,78,44,2,172,1,0,0.0,1,100.0,87,343,188,4,3,0,2,1,99,14,Matches
923,Morten Frendrup,dk DEN,"DF,MF",Genoa,it Serie A,20,2001,7.7,461,13,120,247,99,5,461,5,3,60.0,2,40.0,170,981,357,13,8,2,15,3,162,9,Matches
924,Remo Freuler,ch SUI,MF,Atalanta,it Serie A,29,1992,26.3,2036,55,343,1162,546,37,2036,35,20,57.1,15,42.9,1187,6064,3054,52,52,7,40,24,1423,59,Matches
925,Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,25,1995,6.7,549,48,306,228,15,9,549,1,0,0.0,1,100.0,325,1206,463,1,0,0,2,0,397,4,Matches
926,Marvin Friedrich,de GER,DF,Union Berlin,de Bundesliga,25,1995,13.0,773,91,403,329,48,19,773,7,5,71.4,2,28.6,430,2046,1198,6,4,1,11,5,462,6,Matches
927,Jeremie Frimpong,nl NED,DF,Leverkusen,de Bundesliga,20,2000,22.8,1480,69,467,655,382,62,1480,79,47,59.5,32,40.5,854,6153,3459,112,73,32,48,26,889,121,Matches
928,Christian Früchtl,de GER,GK,Bayern Munich,de Bundesliga,21,2000,0.1,4,2,4,0,0,0,4,0,0,,0,,2,1,0,0,0,0,0,0,2,0,Matches
929,Jorge de Frutos,es ESP,"MF,FW",Levante,es La Liga,24,1997,19.6,754,16,128,279,362,77,754,76,36,47.4,40,52.6,421,2730,1566,60,31,21,51,16,475,153,Matches
930,Leo Fuhr Hjelde,no NOR,"MF,DF",Leeds United,eng Premier League,17,2003,1.7,130,9,55,60,16,1,130,0,0,,0,,59,178,89,1,1,0,2,0,63,4,Matches
931,Chris Führich,de GER,"FW,MF",Stuttgart,de Bundesliga,23,1998,19.0,900,16,109,412,402,41,900,65,40,61.5,25,38.5,521,3376,1684,61,41,11,42,23,581,102,Matches
932,Angelo Fulgini,fr FRA,"MF,FW",Angers,fr Ligue 1,24,1996,32.5,1761,11,190,932,656,84,1761,125,49,39.2,76,60.8,1249,6756,3092,75,68,19,78,55,1374,189,Matches
933,Marius Funk,de GER,GK,Greuther Fürth,de Bundesliga,25,1996,8.0,392,327,391,1,0,0,392,0,0,,0,,206,1094,533,0,0,0,0,0,196,0,Matches
934,Stephan Fürstner,de GER,MF,Mainz 05,de Bundesliga,33,1987,0.1,5,0,1,4,0,0,5,0,0,,0,,3,6,1,0,0,0,0,0,2,0,Matches
935,Matteo Gabbia,it ITA,DF,Milan,it Serie A,21,1999,6.0,471,50,256,208,9,6,471,0,0,,0,,289,1161,635,3,0,0,2,0,344,1,Matches
936,Manolo Gabbiadini,it ITA,"FW,MF",Sampdoria,it Serie A,29,1991,12.7,465,14,53,220,193,32,465,10,4,40.0,6,60.0,270,1111,458,13,9,3,29,16,342,57,Matches
937,Mijat Gaćinović,rs SRB,"FW,MF",Hoffenheim,de Bundesliga,26,1995,1.2,64,2,11,37,18,1,64,3,3,100.0,0,0.0,31,127,66,1,1,0,2,2,37,2,Matches
938,Gianluca Gaetano,it ITA,MF,Napoli,it Serie A,21,2000,0.2,16,0,5,8,3,0,16,0,0,,0,,10,58,6,0,0,0,1,0,8,0,Matches
939,Luca Gagliano,it ITA,"FW,DF",Cagliari,it Serie A,21,2000,0.1,9,1,2,4,3,1,9,1,0,0.0,1,100.0,5,16,3,0,0,0,0,0,5,1,Matches
940,Roberto Gagliardini,it ITA,MF,Inter,it Serie A,27,1994,7.2,423,14,78,218,130,18,423,7,3,42.9,4,57.1,228,1081,553,8,9,1,13,7,296,31,Matches
941,Riccardo Gagliolo,se SWE,DF,Salernitana,it Serie A,31,1990,12.6,651,83,315,283,63,11,651,6,4,66.7,2,33.3,318,1514,883,10,4,0,6,3,318,8,Matches
942,Javi Galán,es ESP,DF,Celta Vigo,es La Liga,26,1994,36.6,2642,70,724,1190,764,40,2642,125,85,68.0,40,32.0,1482,9534,5404,123,83,15,70,37,1596,233,Matches
943,Iñigo Ruiz de Galarreta,es ESP,MF,Mallorca,es La Liga,27,1993,15.3,925,35,176,587,169,5,925,35,26,74.3,9,25.7,455,2042,1069,14,24,1,20,15,556,16,Matches
944,Nicolas Galazzi,it ITA,MF,Venezia,it Serie A,20,2000,0.2,12,1,1,1,10,1,12,0,0,,0,,6,23,17,0,1,0,2,1,7,3,Matches
945,Pablo Galdames Millán,cl CHI,MF,Genoa,it Serie A,24,1996,11.4,568,19,99,334,139,13,568,15,7,46.7,8,53.3,293,990,356,4,4,0,10,17,325,22,Matches
946,Thiago Galhardo,br BRA,"FW,MF",Celta Vigo,es La Liga,32,1989,12.8,413,13,40,177,197,51,413,20,8,40.0,12,60.0,165,742,323,14,5,0,28,11,287,61,Matches
947,Conor Gallagher,eng ENG,MF,Crystal Palace,eng Premier League,21,2000,31.6,1578,45,285,737,579,80,1578,75,42,56.0,33,44.0,829,3922,1514,42,23,12,62,50,933,118,Matches
948,Gauthier Gallon,fr FRA,GK,Troyes,fr Ligue 1,28,1993,31.0,1143,1027,1139,4,0,0,1143,0,0,,0,,652,3120,1930,0,0,0,1,0,477,0,Matches
949,Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,31,1989,19.1,1178,79,468,570,161,7,1178,22,14,63.6,8,36.4,556,3243,1716,34,22,4,17,7,567,19,Matches
950,Kévin Gameiro,fr FRA,FW,Strasbourg,fr Ligue 1,34,1987,26.5,1040,2,49,434,570,152,1037,38,17,44.7,21,55.3,697,3881,1657,69,43,31,61,38,794,225,Matches
951,Idrissa Gana Gueye,sn SEN,MF,Paris S-G,fr Ligue 1,31,1989,18.2,1584,37,278,1020,298,16,1584,28,20,71.4,8,28.6,1093,5064,2281,28,30,0,19,16,1228,35,Matches
952,Ignatius Ganago,cm CMR,FW,Lens,fr Ligue 1,22,1999,11.4,322,3,15,140,173,50,322,20,11,55.0,9,45.0,197,955,394,11,8,7,43,21,242,77,Matches
953,Silvère Ganvoula M'Boussy,cg CGO,FW,Bochum,de Bundesliga,25,1996,1.7,79,2,3,36,43,9,79,3,2,66.7,1,33.3,34,213,104,3,4,3,9,4,58,9,Matches
954,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,es La Liga,28,1992,33.3,1393,40,248,419,741,154,1393,50,22,44.0,28,56.0,759,4974,2696,124,49,58,70,13,888,293,Matches
955,Dani García,es ESP,MF,Athletic Club,es La Liga,31,1990,24.2,1207,57,259,751,206,12,1207,6,4,66.7,2,33.3,535,1778,802,10,11,0,7,9,748,7,Matches
956,David García,es ESP,DF,Osasuna,es La Liga,27,1994,34.5,1819,237,820,917,88,56,1819,4,3,75.0,1,25.0,867,4311,2465,7,5,0,12,3,977,2,Matches
957,Eric García,es ESP,DF,Barcelona,es La Liga,20,2001,22.7,1862,134,681,1136,52,10,1862,3,2,66.7,1,33.3,1301,7382,4972,36,12,2,12,1,1445,3,Matches
958,Fran Garcia,es ESP,DF,Rayo Vallecano,es La Liga,21,1999,33.6,2032,94,622,884,556,29,2032,45,22,48.9,23,51.1,996,7686,4553,140,96,9,54,15,1063,141,Matches
959,Joan García,es ESP,GK,Espanyol,es La Liga,20,2001,1.2,36,26,33,3,0,0,36,0,0,,0,,19,85,43,0,0,0,0,0,13,0,Matches
960,Manu García,es ESP,MF,Alavés,es La Liga,23,1998,12.0,693,9,92,412,202,9,693,45,32,71.1,13,28.9,427,2227,1031,23,13,4,31,22,462,30,Matches
961,Raúl García,es ESP,FW,Athletic Club,es La Liga,35,1986,20.0,795,27,82,372,345,67,794,12,9,75.0,3,25.0,370,1173,473,12,20,1,29,15,574,113,Matches
962,Rubén García,es ESP,"MF,FW",Osasuna,es La Liga,28,1993,26.4,1550,22,190,628,746,61,1548,47,24,51.1,23,48.9,834,3726,1693,39,52,11,56,18,1004,199,Matches
963,Saúl García,es ESP,MF,Alavés,es La Liga,26,1994,0.0,5,1,4,0,1,0,5,0,0,,0,,0,0,0,0,0,0,0,0,1,0,Matches
964,Unai García,es ESP,DF,Osasuna,es La Liga,29,1992,15.6,729,101,349,344,43,13,729,4,3,75.0,1,25.0,326,1666,1001,12,7,2,10,2,354,5,Matches
965,Alejandro Garnacho,ar ARG,"FW,MF",Manchester Utd,eng Premier League,17,2004,0.1,3,0,0,2,1,0,3,0,0,,0,,3,20,10,0,0,0,0,0,3,0,Matches
966,Mario Gaspar,es ESP,DF,Villarreal,es La Liga,30,1990,6.9,428,26,138,197,95,14,428,4,3,75.0,1,25.0,188,813,526,6,4,0,5,2,252,22,Matches
967,Djeidi Gassama,fr FRA,FW,Paris S-G,fr Ligue 1,17,2003,0.0,3,0,1,1,1,0,3,0,0,,0,,2,18,9,0,0,0,0,0,2,1,Matches
968,Johan Gastien,fr FRA,MF,Clermont Foot,fr Ligue 1,33,1988,30.5,2929,199,1025,1614,314,21,2929,21,13,61.9,8,38.1,1970,8552,4087,17,23,2,24,20,2094,32,Matches
969,Gavi,es ESP,"MF,FW",Barcelona,es La Liga,16,2004,25.7,1581,16,146,829,624,84,1581,86,53,61.6,33,38.4,1116,5830,2515,72,60,8,61,49,1235,160,Matches
970,Dwight Gayle,eng ENG,"FW,DF",Newcastle Utd,eng Premier League,30,1990,0.4,22,0,0,10,12,3,22,0,0,,0,,8,34,26,0,1,0,1,0,17,4,Matches
971,Jean-Philippe Gbamin,ci CIV,MF,Everton,eng Premier League,25,1995,0.7,31,1,7,23,1,0,31,3,2,66.7,1,33.3,15,106,51,1,0,0,2,2,21,0,Matches
972,David de Gea,es ESP,GK,Manchester Utd,eng Premier League,30,1990,38.0,1020,928,1019,1,0,0,1020,0,0,,0,,466,2450,1468,0,0,0,0,0,371,0,Matches
973,Linus Gechter,de GER,DF,Hertha BSC,de Bundesliga,17,2004,8.0,466,60,251,200,19,6,466,1,1,100.0,0,0.0,266,1483,704,7,3,0,8,1,294,2,Matches
974,Dennis Geiger,de GER,MF,Hoffenheim,de Bundesliga,23,1998,15.3,908,25,182,532,204,12,908,10,5,50.0,5,50.0,508,2448,1015,16,15,1,15,9,581,22,Matches
975,Joe Gelhardt,eng ENG,"FW,MF",Leeds United,eng Premier League,19,2002,8.3,274,5,17,123,137,44,274,29,17,58.6,12,41.4,158,869,463,17,12,11,30,19,199,55,Matches
976,Luca Gemello,it ITA,GK,Torino,it Serie A,21,2000,1.0,37,27,37,0,0,0,37,0,0,,0,,24,132,74,0,0,0,0,0,20,0,Matches
977,Yannick Gerhardt,de GER,"MF,DF",Wolfsburg,de Bundesliga,27,1994,17.5,1021,39,221,560,256,34,1021,21,14,66.7,7,33.3,544,2907,1448,42,33,3,34,15,600,79,Matches
978,Valère Germain,fr FRA,FW,Montpellier,fr Ligue 1,31,1990,21.9,659,28,85,304,275,54,659,7,2,28.6,5,71.4,349,1338,443,9,12,1,29,19,453,95,Matches
979,Gerson,br BRA,"MF,FW",Marseille,fr Ligue 1,24,1997,28.3,1573,31,189,822,580,87,1573,47,30,63.8,17,36.2,1127,5803,2694,61,51,16,41,31,1227,172,Matches
980,Willem Geubbels,fr FRA,"FW,MF",Nantes,fr Ligue 1,19,2001,6.0,213,7,28,100,86,24,213,13,2,15.4,11,84.6,136,811,411,15,5,7,13,6,160,36,Matches
981,Hamadi Al Ghaddioui,ma MAR,FW,Stuttgart,de Bundesliga,30,1990,5.5,171,7,14,78,79,21,171,4,0,0.0,4,100.0,67,189,68,3,1,2,16,6,123,29,Matches
982,Ismaël Gharbi,es ESP,FW,Paris S-G,fr Ligue 1,17,2004,0.0,5,0,0,2,3,0,5,0,0,,0,,4,14,9,0,0,0,0,0,4,0,Matches
983,Anwar El Ghazi,nl NED,"FW,MF",Aston Villa,eng Premier League,26,1995,4.3,181,4,18,58,110,14,180,10,4,40.0,6,60.0,114,754,314,13,7,5,22,7,134,38,Matches
984,Anwar El Ghazi,nl NED,"FW,MF",Everton,eng Premier League,26,1995,0.1,14,0,1,5,8,2,14,1,0,0.0,1,100.0,6,96,14,2,0,2,1,0,8,2,Matches
985,Lamine Ghezali,fr FRA,DF,Saint-Étienne,fr Ligue 1,22,1999,0.0,7,0,2,1,4,1,7,0,0,,0,,4,15,9,1,0,1,0,0,4,0,Matches
986,Paolo Ghiglione,it ITA,DF,Genoa,it Serie A,24,1997,6.7,440,29,124,201,120,7,440,16,9,56.3,7,43.8,206,918,437,13,11,1,18,3,220,32,Matches
987,Saman Ghoddos,ir IRN,"MF,DF",Brentford,eng Premier League,27,1993,6.0,296,17,60,125,118,19,296,7,5,71.4,2,28.6,147,591,337,7,3,1,14,4,159,40,Matches
988,Faouzi Ghoulam,dz ALG,DF,Napoli,it Serie A,30,1991,3.7,304,14,72,141,93,2,304,2,1,50.0,1,50.0,181,796,450,10,7,1,2,2,216,19,Matches
989,Dimitris Giannoulis,gr GRE,DF,Norwich City,eng Premier League,25,1995,13.0,894,68,339,395,173,10,894,46,29,63.0,17,37.0,479,2788,1726,33,16,4,24,11,484,58,Matches
990,Morgan Gibbs-White,eng ENG,"DF,FW",Wolves,eng Premier League,21,2000,0.1,14,0,4,3,7,3,14,0,0,,0,,4,6,4,0,0,0,0,0,7,2,Matches
991,Ben Gibson,eng ENG,DF,Norwich City,eng Premier League,28,1993,27.7,1640,336,1009,591,46,22,1640,7,5,71.4,2,28.6,966,4380,2686,11,8,0,6,2,1071,0,Matches
992,Niko Gießelmann,de GER,"DF,FW",Union Berlin,de Bundesliga,29,1991,23.1,1323,42,313,596,421,31,1323,20,4,20.0,16,80.0,573,2465,1085,19,21,2,24,9,710,81,Matches
993,Rafał Gikiewicz,pl POL,GK,Augsburg,de Bundesliga,33,1987,34.0,1350,1085,1329,21,0,0,1350,0,0,,0,,668,3894,2348,0,0,0,3,0,554,0,Matches
994,Bryan Gil,es ESP,"FW,MF",Tottenham,eng Premier League,20,2001,1.0,79,2,10,13,56,3,79,6,4,66.7,2,33.3,53,350,220,6,4,0,6,2,60,17,Matches
995,Bryan Gil,es ESP,"MF,FW",Valencia,es La Liga,20,2001,8.4,379,6,55,107,226,30,379,35,17,48.6,18,51.4,240,1797,774,22,17,10,48,11,242,64,Matches
996,Óscar Gil,es ESP,DF,Espanyol,es La Liga,24,1997,18.8,972,55,341,371,267,14,972,27,13,48.1,14,51.9,461,2059,876,23,18,2,38,12,518,75,Matches
997,Mario Gila,es ESP,DF,Real Madrid,es La Liga,20,2000,0.3,24,4,18,6,0,0,24,1,1,100.0,0,0.0,11,56,30,0,0,0,0,0,14,0,Matches
998,Billy Gilmour,sct SCO,MF,Norwich City,eng Premier League,20,2001,20.6,1423,44,359,778,301,5,1423,22,15,68.2,7,31.8,841,4409,1888,30,23,0,29,11,958,17,Matches
999,Daniel Ginczek,de GER,"MF,FW",Wolfsburg,de Bundesliga,30,1991,0.1,7,0,1,3,3,1,7,0,0,,0,,3,3,0,0,0,0,1,0,4,1,Matches
1000,Matthias Ginter,de GER,DF,Gladbach,de Bundesliga,27,1994,26.2,1996,132,867,961,176,44,1996,10,6,60.0,4,40.0,1227,6114,3665,36,25,2,11,3,1432,40,Matches
1001,Nicholas Gioacchini,us USA,"FW,MF",Montpellier,fr Ligue 1,21,2000,5.5,231,5,51,87,99,21,231,16,6,37.5,10,62.5,128,665,294,8,9,2,23,10,149,38,Matches
1002,Sebastian Giovinco,it ITA,MF,Sampdoria,it Serie A,34,1987,0.4,17,0,0,6,11,1,17,0,0,,0,,9,40,6,0,1,0,2,0,10,2,Matches
1003,Jimmy Giraudon,fr FRA,DF,Troyes,fr Ligue 1,29,1992,18.0,1035,199,675,356,14,0,1035,1,1,100.0,0,0.0,597,2388,1173,2,2,0,3,2,625,0,Matches
1004,Andrei Girotto,br BRA,"DF,MF",Nantes,fr Ligue 1,29,1992,35.0,2147,217,915,1056,191,54,2147,11,6,54.5,5,45.5,1150,4961,2282,9,33,1,17,5,1230,15,Matches
1005,Olivier Giroud,fr FRA,FW,Milan,it Serie A,34,1986,21.0,698,26,47,278,376,123,696,8,4,50.0,4,50.0,261,860,248,8,6,4,58,11,539,102,Matches
1006,Serge Gnabry,de GER,"FW,DF",Bayern Munich,de Bundesliga,26,1995,24.3,1661,13,167,687,824,152,1661,104,63,60.6,41,39.4,1053,6186,3007,100,77,43,62,21,1253,313,Matches
1007,Ben Godfrey,eng ENG,DF,Everton,eng Premier League,23,1998,22.5,1080,141,499,443,148,23,1080,12,9,75.0,3,25.0,456,2466,1280,23,24,0,24,4,521,26,Matches
1008,Diego Godín,uy URU,DF,Cagliari,it Serie A,35,1986,9.1,548,87,315,207,29,14,548,11,10,90.9,1,9.1,294,1206,538,4,2,1,4,0,334,1,Matches
1009,Edoardo Goldaniga,it ITA,DF,Cagliari,it Serie A,27,1993,10.4,587,51,257,265,68,8,587,6,3,50.0,3,50.0,272,1234,521,3,6,0,7,0,279,12,Matches
1010,Edoardo Goldaniga,it ITA,"DF,MF",Sassuolo,it Serie A,27,1993,0.0,1,0,0,1,0,0,1,0,0,,0,,0,0,0,0,0,0,0,0,1,0,Matches
1011,Aleksandr Golovin,ru RUS,"FW,MF",Monaco,fr Ligue 1,25,1996,16.7,928,14,95,370,478,38,928,31,22,71.0,9,29.0,584,3809,1788,51,43,13,26,21,594,126,Matches
1012,André Gomes,pt POR,MF,Everton,eng Premier League,28,1993,6.9,376,14,64,211,107,6,376,18,12,66.7,6,33.3,196,858,445,6,8,1,21,16,224,13,Matches
