,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Shot_Creating_Action,Shot_Creating_Action_per90,Pass_Live_Shot,Pass_Dead_Shot,Take_Ons_Shot,Shot-Shot,Fouls_drawn_Shot,Defensive_Shot,Goal_Creating_Action,Goal_Creating_Action_90,Pass_Live_Goal,Pass_Dead_Goal,Take_Ons_Goal,Shot_Goal,Fouls_Drawn_Goal,Defensive_Goal,Matches
661,Andy Delort,dz ALG,FW,Nice,fr Ligue 1,29,1991,27.2,65,2.39,50,1,4,5,4,1,9,0.33,6,0,0,1,2,0,Matches
662,Andy Delort,dz ALG,FW,Montpellier,fr Ligue 1,29,1991,3.0,12,4.01,11,0,0,1,0,0,1,0.33,0,0,0,1,0,0,Matches
663,Fabian Delph,eng ENG,MF,Everton,eng Premier League,31,1989,7.4,6,0.82,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
664,Moussa Dembélé,fr FRA,FW,Lyon,fr Ligue 1,25,1996,24.5,63,2.57,41,0,7,6,7,2,15,0.61,7,0,2,3,3,0,Matches
665,Ousmane Dembélé,fr FRA,FW,Barcelona,es La Liga,24,1997,15.7,88,5.62,60,11,10,4,3,0,17,1.09,13,3,1,0,0,0,Matches
666,Yusuf Demir,at AUT,FW,Barcelona,es La Liga,18,2003,2.1,5,2.34,1,2,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
667,Merih Demiral,tr TUR,DF,Atalanta,it Serie A,23,1998,21.3,8,0.38,2,0,1,4,0,1,3,0.14,0,0,0,3,0,0,Matches
668,Kerem Demirbay,de GER,MF,Leverkusen,de Bundesliga,28,1993,22.8,71,3.12,30,33,2,2,3,1,10,0.44,7,2,0,0,1,0,Matches
669,Ermedin Demirović,ba BIH,FW,Freiburg,de Bundesliga,23,1998,9.7,22,2.28,17,0,0,5,0,0,6,0.62,5,0,0,1,0,0,Matches
670,Diego Demme,de GER,MF,Napoli,it Serie A,29,1991,7.7,23,3.00,19,0,0,1,2,1,1,0.13,1,0,0,0,0,0,Matches
671,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,26,1995,11.1,4,0.36,4,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
672,Leander Dendoncker,be BEL,MF,Wolves,eng Premier League,26,1995,21.7,27,1.25,25,0,0,1,0,1,7,0.32,5,0,0,1,0,1,Matches
673,Emmanuel Dennis,ng NGA,"FW,MF",Watford,eng Premier League,23,1997,28.7,85,2.96,52,2,13,8,9,1,12,0.42,7,0,1,2,1,1,Matches
674,Fabio Depaoli,it ITA,DF,Hellas Verona,it Serie A,24,1997,7.8,17,2.18,14,1,1,0,1,0,3,0.38,3,0,0,0,0,0,Matches
675,Fabio Depaoli,it ITA,"MF,DF",Sampdoria,it Serie A,24,1997,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
676,Mike van der Hoorn,nl NED,DF,Arminia,de Bundesliga,28,1992,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
677,Arthur Desmas,fr FRA,GK,Clermont Foot,fr Ligue 1,27,1994,14.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
678,Sergiño Dest,us USA,"DF,FW",Barcelona,es La Liga,20,2000,16.8,43,2.56,32,2,7,0,2,0,3,0.18,3,0,0,0,0,0,Matches
679,Mattia Destro,it ITA,FW,Genoa,it Serie A,30,1991,19.4,31,1.60,20,0,4,4,3,0,4,0.21,2,0,1,0,1,0,Matches
680,Gerard Deulofeu,es ESP,"FW,MF",Udinese,it Serie A,27,1994,29.1,149,5.13,85,39,10,8,7,0,11,0.38,6,2,0,2,1,0,Matches
681,Kiernan Dewsbury-Hall,eng ENG,MF,Leicester City,eng Premier League,22,1998,23.4,77,3.29,58,5,8,3,3,0,6,0.26,5,1,0,0,0,0,Matches
682,Jacopo Dezi,it ITA,MF,Venezia,it Serie A,29,1992,0.2,2,10.59,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
683,Samuel Di Carmine,it ITA,FW,Hellas Verona,it Serie A,32,1988,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
684,Federico Di Francesco,it ITA,"FW,MF",Empoli,it Serie A,27,1994,15.2,41,2.70,31,1,1,4,4,0,7,0.46,4,1,0,1,1,0,Matches
685,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,27,1993,31.9,68,2.13,58,2,2,4,1,1,7,0.22,4,1,0,2,0,0,Matches
686,Ángel Di María,ar ARG,FW,Paris S-G,fr Ligue 1,33,1988,18.3,104,5.69,76,16,6,4,2,0,12,0.66,11,0,0,0,1,0,Matches
687,Francesco Di Mariano,it ITA,FW,Venezia,it Serie A,25,1996,0.7,1,1.45,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
688,Francesco Di Tacchio,it ITA,MF,Salernitana,it Serie A,31,1990,13.9,16,1.15,13,1,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
689,Boulaye Dia,sn SEN,FW,Villarreal,es La Liga,24,1996,14.1,36,2.56,30,0,3,2,1,0,7,0.50,6,0,0,1,0,0,Matches
690,Moussa Diaby,fr FRA,"FW,MF",Leverkusen,de Bundesliga,22,1999,30.7,115,3.75,90,8,11,3,2,1,24,0.78,19,0,3,1,1,0,Matches
691,Yadaly Diaby,gn GUI,"FW,MF",Clermont Foot,fr Ligue 1,20,2000,0.7,1,1.34,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
692,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,24,1996,21.6,10,0.46,6,1,1,0,1,1,2,0.09,2,0,0,0,0,0,Matches
693,Ibrahim Diakité,gn GUI,MF,Reims,fr Ligue 1,17,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
694,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,25,1996,9.7,6,0.62,6,0,0,0,0,0,2,0.21,2,0,0,0,0,0,Matches
695,Habib Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,26,1995,17.1,33,1.93,24,0,4,4,1,0,8,0.47,4,0,3,1,0,0,Matches
696,Ibrahima Diallo,fr FRA,MF,Southampton,eng Premier League,22,1999,11.4,30,2.64,24,0,4,0,1,1,3,0.26,3,0,0,0,0,0,Matches
697,Mouhamadou Diarra,fr FRA,MF,Strasbourg,fr Ligue 1,17,2004,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
698,Stéphane Diarra,fr FRA,"MF,FW",Lorient,fr Ligue 1,22,1998,5.8,31,5.32,16,2,3,6,3,1,3,0.52,0,0,0,1,2,0,Matches
699,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,24,1997,26.7,36,1.35,31,0,0,4,0,1,7,0.26,5,0,0,2,0,0,Matches
700,Krépin Diatta,sn SEN,"MF,DF",Monaco,fr Ligue 1,22,1999,3.2,4,1.27,4,0,0,0,0,0,1,0.32,1,0,0,0,0,0,Matches
701,Amadou Diawara,gn GUI,MF,Roma,it Serie A,24,1997,1.9,1,0.53,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
702,Brahim Díaz,es ESP,MF,Milan,it Serie A,21,1999,20.6,78,3.78,61,2,4,3,5,3,10,0.48,7,1,0,2,0,0,Matches
703,Javier Díaz,es ESP,GK,Sevilla,es La Liga,24,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
704,Luis Díaz,co COL,FW,Liverpool,eng Premier League,24,1997,10.6,60,5.64,41,0,11,6,1,1,4,0.38,3,0,0,1,0,0,Matches
705,Víctor Díaz,es ESP,DF,Granada,es La Liga,33,1988,16.7,13,0.78,11,0,0,2,0,0,1,0.06,1,0,0,0,0,0,Matches
706,Daniel Didavi,de GER,"MF,FW",Stuttgart,de Bundesliga,31,1990,3.1,10,3.25,7,0,2,0,1,0,1,0.32,1,0,0,0,0,0,Matches
707,Bamba Dieng,sn SEN,FW,Marseille,fr Ligue 1,21,2000,10.8,20,1.85,11,0,1,4,2,2,5,0.46,1,0,1,0,2,1,Matches
708,Eric Dier,eng ENG,DF,Tottenham,eng Premier League,27,1994,34.1,30,0.88,25,0,0,4,0,1,5,0.15,3,0,0,2,0,0,Matches
709,Elhadji Dieye,sn SEN,"FW,MF",Saint-Étienne,fr Ligue 1,19,2002,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
710,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,28,1993,14.1,53,3.75,37,14,1,0,1,0,8,0.57,5,2,0,0,1,0,Matches
711,Lucas Digne,fr FRA,DF,Everton,eng Premier League,28,1993,13.0,35,2.69,23,9,2,0,1,0,0,0.00,0,0,0,0,0,0,Matches
712,Mitchell Dijks,nl NED,"DF,FW",Bologna,it Serie A,28,1993,7.7,12,1.56,8,3,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
713,Javairô Dilrosun,nl NED,"MF,FW",Bordeaux,fr Ligue 1,23,1998,19.2,83,4.31,47,15,11,6,4,0,12,0.62,6,3,2,1,0,0,Matches
714,Javairô Dilrosun,nl NED,FW,Hertha BSC,de Bundesliga,23,1998,1.5,1,0.65,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
715,Federico Dimarco,it ITA,DF,Inter,it Serie A,23,1997,15.9,88,5.53,42,30,4,10,1,1,8,0.50,3,3,0,2,0,0,Matches
716,Landry Dimata,be BEL,"FW,MF",Espanyol,es La Liga,23,1997,6.0,19,3.15,13,0,2,1,3,0,1,0.17,0,0,0,1,0,0,Matches
717,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,27,1993,30.8,7,0.23,4,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
718,Junior Dina Ebimbe,fr FRA,MF,Paris S-G,fr Ligue 1,20,2000,3.5,4,1.14,4,0,0,0,0,0,1,0.28,1,0,0,0,0,0,Matches
719,Tristan Dingomé,cm CMR,"MF,FW",Troyes,fr Ligue 1,30,1991,12.0,40,3.35,24,10,3,1,2,0,6,0.50,3,1,1,0,1,0,Matches
720,Sinaly Diomande,ci CIV,DF,Lyon,fr Ligue 1,20,2001,6.4,4,0.62,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
721,Issa Diop,fr FRA,DF,West Ham,eng Premier League,24,1997,10.7,2,0.19,2,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
722,Sofiane Diop,fr FRA,"MF,FW",Monaco,fr Ligue 1,21,2000,21.6,78,3.60,50,16,3,2,6,1,11,0.51,9,0,0,1,1,0,Matches
723,Andy Diouf,fr FRA,MF,Rennes,fr Ligue 1,18,2003,0.2,1,6.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
724,Assane Dioussé,sn SEN,MF,Saint-Étienne,fr Ligue 1,23,1997,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
725,Axel Disasi,fr FRA,DF,Monaco,fr Ligue 1,23,1998,30.2,13,0.43,11,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
726,Filippo Distefano,it ITA,FW,Fiorentina,it Serie A,17,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
727,Matías Dituro,ar ARG,GK,Celta Vigo,es La Liga,34,1987,38.0,3,0.08,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
728,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,21,2000,25.9,24,0.93,17,3,2,0,0,2,3,0.12,1,0,2,0,0,0,Matches
729,Djené,tg TOG,DF,Getafe,es La Liga,29,1991,34.6,29,0.84,21,1,2,1,2,2,3,0.09,3,0,0,0,0,0,Matches
730,Moussa Djenepo,ml MLI,MF,Southampton,eng Premier League,23,1998,5.1,18,3.54,15,0,1,1,1,0,1,0.20,1,0,0,0,0,0,Matches
731,Koffi Djidji,ci CIV,DF,Torino,it Serie A,28,1992,19.3,15,0.78,15,0,0,0,0,0,2,0.10,2,0,0,0,0,0,Matches
732,Alexander Djiku,gh GHA,DF,Strasbourg,fr Ligue 1,26,1994,29.9,34,1.14,31,1,0,2,0,0,5,0.17,4,1,0,0,0,0,Matches
733,Bryan Djile Nokoué,cm CMR,"DF,MF",Saint-Étienne,fr Ligue 1,19,2002,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
734,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,28,1993,25.1,23,0.92,16,0,1,5,0,1,2,0.08,2,0,0,0,0,0,Matches
735,Ouparine Djoco,gw GNB,GK,Clermont Foot,fr Ligue 1,23,1998,23.5,2,0.09,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
736,Naïs Djouahra,fr FRA,"FW,MF",Real Sociedad,es La Liga,21,1999,2.4,9,3.82,7,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
737,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,29,1992,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
738,Lewis Dobbin,eng ENG,"FW,MF",Everton,eng Premier League,18,2003,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
739,Matt Doherty,ie IRL,DF,Tottenham,eng Premier League,29,1992,9.7,30,3.09,24,0,1,5,0,0,4,0.41,4,0,0,0,0,0,Matches
740,Jeremy Doku,be BEL,"FW,MF",Rennes,fr Ligue 1,19,2002,5.2,24,4.59,17,0,4,1,2,0,5,0.96,4,0,1,0,0,0,Matches
741,Kasper Dolberg,dk DEN,FW,Nice,fr Ligue 1,23,1997,16.6,31,1.87,24,0,0,5,2,0,3,0.18,2,0,0,1,0,0,Matches
742,Jaume Doménech,es ESP,GK,Valencia,es La Liga,30,1990,3.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
743,Brandon Domingues,fr FRA,"MF,FW",Troyes,fr Ligue 1,21,2000,2.6,6,2.34,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
744,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,20,2001,3.8,2,0.52,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
745,Mario Dominguez,es ESP,FW,Valencia,es La Liga,17,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
746,Nicolás Domínguez,ar ARG,MF,Bologna,it Serie A,23,1998,22.4,61,2.72,52,1,0,5,1,2,4,0.18,4,0,0,0,0,0,Matches
747,John Donald,es ESP,DF,Elche,es La Liga,20,2000,2.0,2,1.00,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
748,Lee Dongjun,kr KOR,"MF,FW",Hertha BSC,de Bundesliga,24,1997,1.3,2,1.51,1,0,0,1,0,0,1,0.76,1,0,0,0,0,0,Matches
749,Anastasios Donis,gr GRE,"FW,MF",Reims,fr Ligue 1,24,1996,4.1,5,1.22,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
750,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,22,1999,17.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
751,Niklas Dorsch,de GER,MF,Augsburg,de Bundesliga,23,1998,25.8,40,1.55,26,8,0,1,2,3,3,0.12,3,0,0,0,0,0,Matches
752,Gabriel Dos Santos,br BRA,DF,Arsenal,eng Premier League,23,1997,34.0,22,0.65,19,0,0,2,0,1,1,0.03,1,0,0,0,0,0,Matches
753,Jodel Dossou,bj BEN,FW,Clermont Foot,fr Ligue 1,29,1992,22.3,66,2.96,42,0,14,5,5,0,6,0.27,2,0,3,1,0,0,Matches
754,Lohann Doucet,fr FRA,"MF,DF",Nantes,fr Ligue 1,18,2002,0.1,1,15.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
755,Abdoulaye Doucouré,ml MLI,MF,Everton,eng Premier League,28,1993,28.2,57,2.02,50,0,3,3,0,1,7,0.25,5,0,1,1,0,0,Matches
756,Cheick Doucouré,ml MLI,MF,Lens,fr Ligue 1,21,2000,32.7,96,2.93,83,0,3,4,3,3,9,0.28,7,0,0,2,0,0,Matches
757,Fodé Doucouré,ml MLI,"DF,FW",Reims,fr Ligue 1,20,2001,1.7,4,2.34,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
758,Ismaël Doukouré,fr FRA,DF,Strasbourg,fr Ligue 1,18,2003,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
759,Kamory Doumbia,ml MLI,"MF,FW",Reims,fr Ligue 1,18,2003,3.9,11,2.81,7,2,1,0,1,0,2,0.51,1,0,1,0,0,0,Matches
760,Moussa Doumbia,ml MLI,FW,Reims,fr Ligue 1,26,1994,1.0,3,3.14,2,0,0,1,0,0,2,2.09,2,0,0,0,0,0,Matches
761,Souleyman Doumbia,ci CIV,"DF,FW",Angers,fr Ligue 1,24,1996,24.7,42,1.70,32,2,4,1,3,0,1,0.04,1,0,0,0,0,0,Matches
762,Kieran Dowell,eng ENG,"FW,MF",Norwich City,eng Premier League,23,1997,10.1,26,2.57,19,7,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches
763,Bartłomiej Drągowski,pl POL,GK,Fiorentina,it Serie A,23,1997,6.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
764,Radu Drăgușin,ro ROU,DF,Sampdoria,it Serie A,19,2002,6.9,5,0.73,4,1,0,0,0,0,1,0.15,1,0,0,0,0,0,Matches
765,Radu Drăgușin,ro ROU,DF,Salernitana,it Serie A,19,2002,5.4,3,0.55,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
766,Cody Drameh,eng ENG,"DF,MF",Leeds United,eng Premier League,19,2001,1.4,2,1.41,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
767,Julian Draxler,de GER,"FW,MF",Paris S-G,fr Ligue 1,27,1993,6.1,15,2.46,12,1,1,0,0,1,2,0.33,2,0,0,0,0,0,Matches
768,Matthieu Dreyer,fr FRA,GK,Lorient,fr Ligue 1,32,1989,16.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
769,Domingos Duarte,pt POR,DF,Granada,es La Liga,26,1995,18.7,10,0.53,8,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
770,Óscar Duarte,cr CRC,DF,Levante,es La Liga,32,1989,19.7,9,0.46,6,0,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
771,Rubén Duarte,es ESP,DF,Alavés,es La Liga,25,1995,29.1,58,1.99,36,16,0,0,3,3,5,0.17,3,1,0,0,1,0,Matches
772,Leo Dubois,fr FRA,DF,Lyon,fr Ligue 1,26,1994,19.4,45,2.32,34,6,0,3,1,1,5,0.26,3,0,0,1,1,0,Matches
773,Martin Dúbravka,sk SVK,GK,Newcastle Utd,eng Premier League,32,1989,26.0,3,0.12,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
774,Ondrej Duda,sk SVK,"MF,FW",Köln,de Bundesliga,26,1994,17.9,61,3.41,37,6,9,3,5,1,2,0.11,1,0,1,0,0,0,Matches
775,Jeremy Dudziak,tn TUN,"MF,FW",Greuther Fürth,de Bundesliga,25,1995,12.6,31,2.46,21,2,1,2,5,0,4,0.32,1,0,1,0,2,0,Matches
776,Shane Duffy,ie IRL,DF,Brighton,eng Premier League,29,1992,16.0,9,0.56,7,0,0,2,0,0,1,0.06,0,0,0,1,0,0,Matches
777,Unai Dufur,es ESP,DF,Osasuna,es La Liga,22,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
778,Denzel Dumfries,nl NED,DF,Inter,it Serie A,25,1996,22.5,63,2.79,49,4,3,4,3,0,7,0.31,5,1,0,0,1,0,Matches
779,Paul Dummett,wls WAL,DF,Newcastle Utd,eng Premier League,29,1991,2.2,1,0.45,1,0,0,0,0,0,1,0.45,1,0,0,0,0,0,Matches
780,Alfred Duncan,gh GHA,MF,Fiorentina,it Serie A,28,1993,21.5,50,2.33,45,1,0,2,1,1,4,0.19,4,0,0,0,0,0,Matches
781,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,29,1991,28.6,20,0.70,16,1,0,3,0,0,3,0.10,2,1,0,0,0,0,Matches
782,Erik Durm,de GER,DF,Eint Frankfurt,de Bundesliga,29,1992,5.3,7,1.33,6,1,0,0,0,0,3,0.57,3,0,0,0,0,0,Matches
783,Hugo Duro,es ESP,"DF,MF",Getafe,es La Liga,21,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
784,Hugo Duro,es ESP,"FW,MF",Valencia,es La Liga,21,1999,20.4,34,1.67,21,1,3,1,7,1,7,0.34,2,0,1,1,2,1,Matches
785,Jean-Kevin Duverne,ht HAI,DF,Brest,fr Ligue 1,24,1997,33.4,58,1.74,45,4,5,0,2,2,6,0.18,5,0,1,0,0,0,Matches
786,Paulo Dybala,ar ARG,"FW,MF",Juventus,it Serie A,27,1993,22.9,113,4.93,73,12,10,7,8,3,13,0.57,10,3,0,0,0,0,Matches
787,Edin Džeko,ba BIH,FW,Inter,it Serie A,35,1986,27.4,92,3.35,76,0,3,7,5,1,17,0.62,14,0,0,2,1,0,Matches
788,Enzo Ebosse,cm CMR,DF,Angers,fr Ligue 1,22,1999,21.0,26,1.24,18,0,1,0,6,1,1,0.05,1,0,0,0,0,0,Matches
789,Tyronne Ebuehi,ng NGA,DF,Venezia,it Serie A,25,1995,12.6,19,1.50,18,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
790,Ederson,br BRA,GK,Manchester City,eng Premier League,27,1993,37.0,2,0.05,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0,Matches
791,Éderson,br BRA,MF,Salernitana,it Serie A,22,1999,12.7,31,2.43,21,0,0,2,7,1,2,0.16,1,0,0,0,1,0,Matches
792,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,23,1998,17.4,51,2.94,33,0,8,9,0,1,4,0.23,2,0,1,1,0,0,Matches
793,CJ Egan-Riley,eng ENG,DF,Manchester City,eng Premier League,18,2003,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
794,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,24,1996,24.4,50,2.05,42,2,0,2,2,2,5,0.21,5,0,0,0,0,0,Matches
795,Lilian Egloff,de GER,"MF,DF",Stuttgart,de Bundesliga,18,2002,0.3,1,2.81,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
796,Kingsley Ehizibue,nl NED,DF,Köln,de Bundesliga,26,1995,7.6,17,2.25,15,1,1,0,0,0,2,0.27,2,0,0,0,0,0,Matches
797,Julian Eitschberger,de GER,DF,Hertha BSC,de Bundesliga,17,2004,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
798,Albin Ekdal,se SWE,MF,Sampdoria,it Serie A,32,1989,18.2,19,1.05,14,0,0,3,2,0,0,0.00,0,0,0,0,0,0,Matches
799,Hugo Ekitike,fr FRA,FW,Reims,fr Ligue 1,19,2002,14.1,40,2.83,23,0,10,3,4,0,9,0.64,4,0,1,2,2,0,Matches
800,Jurgen Ekkelenkamp,nl NED,"MF,FW",Hertha BSC,de Bundesliga,21,2000,8.0,16,2.01,12,0,0,2,1,1,0,0.00,0,0,0,0,0,0,Matches
801,Caleb Ekuban,gh GHA,"FW,MF",Genoa,it Serie A,27,1994,19.1,38,1.99,28,0,3,3,4,0,5,0.26,3,0,2,0,0,0,Matches
802,Anthony Elanga,se SWE,FW,Manchester Utd,eng Premier League,19,2002,13.5,21,1.56,12,0,2,1,4,2,5,0.37,2,0,1,0,1,1,Matches
803,Alberth Elis,hn HON,"FW,MF",Bordeaux,fr Ligue 1,25,1996,15.7,38,2.43,26,0,2,1,7,2,2,0.13,2,0,0,0,0,0,Matches
804,Harvey Elliott,eng ENG,MF,Liverpool,eng Premier League,18,2003,3.8,25,6.52,18,1,0,4,2,0,2,0.52,2,0,0,0,0,0,Matches
805,Elif Elmas,mk MKD,"FW,MF",Napoli,it Serie A,21,1999,18.0,59,3.28,42,2,5,4,3,3,9,0.50,6,1,0,0,1,1,Matches
806,Mohamed Elneny,eg EGY,MF,Arsenal,eng Premier League,29,1992,9.0,17,1.90,15,1,0,1,0,0,3,0.33,3,0,0,0,0,0,Matches
807,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,27,1994,23.4,10,0.43,8,0,0,1,1,0,1,0.04,1,0,0,0,0,0,Matches
808,Nico Elvedi,ch SUI,DF,M'Gladbach,de Bundesliga,24,1996,27.0,15,0.56,12,0,1,1,0,1,2,0.07,2,0,0,0,0,0,Matches
809,Mohamed Elyounoussi,no NOR,"MF,FW",Southampton,eng Premier League,26,1994,22.7,57,2.51,42,0,5,6,3,1,6,0.26,3,0,0,3,0,0,Matches
810,Adri Embarba,es ESP,"FW,MF",Espanyol,es La Liga,29,1992,22.1,92,4.17,44,26,9,5,6,2,6,0.27,2,3,0,1,0,0,Matches
811,Breel Embolo,ch SUI,FW,M'Gladbach,de Bundesliga,24,1997,24.1,82,3.56,60,0,3,4,14,1,10,0.43,7,0,0,1,1,1,Matches
812,Emerson,br BRA,"DF,MF",Tottenham,eng Premier League,22,1999,25.4,50,1.97,42,0,4,2,2,0,4,0.16,4,0,0,0,0,0,Matches
813,Emerson,br BRA,DF,Barcelona,es La Liga,22,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
814,Renaud Emond,be BEL,"FW,MF",Nantes,fr Ligue 1,29,1991,2.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
815,Youssef En-Nesyri,ma MAR,FW,Sevilla,es La Liga,24,1997,14.2,11,0.77,9,0,0,1,1,0,3,0.21,2,0,0,0,1,0,Matches
816,Keita Endo,jp JPN,MF,Union Berlin,de Bundesliga,23,1997,0.6,3,4.91,2,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
817,Wataru Endo,jp JPN,MF,Stuttgart,de Bundesliga,28,1993,32.2,63,1.96,52,0,2,4,3,2,3,0.09,3,0,0,0,0,0,Matches
818,Christian Eriksen,dk DEN,MF,Brentford,eng Premier League,29,1992,10.4,57,5.46,26,27,1,1,1,1,7,0.67,2,5,0,0,0,0,Matches
819,Martin Erlic,hr CRO,DF,Spezia,it Serie A,23,1998,28.6,11,0.38,7,0,0,1,3,0,2,0.07,0,0,0,1,1,0,Matches
820,Gonzalo Escalante,ar ARG,MF,Lazio,it Serie A,28,1993,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
821,Gonzalo Escalante,ar ARG,MF,Alavés,es La Liga,28,1993,14.4,18,1.25,13,0,0,4,1,0,3,0.21,1,0,0,1,1,0,Matches
822,Aarón Escandell,es ESP,GK,Granada,es La Liga,25,1995,3.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
823,Sergio Escudero,es ESP,"DF,MF",Granada,es La Liga,31,1989,15.9,47,2.95,28,7,1,7,2,2,5,0.31,3,1,1,0,0,0,Matches
824,Alfonso Espino,uy URU,DF,Cádiz,es La Liga,29,1992,37.0,75,2.03,58,10,1,2,1,3,3,0.08,2,1,0,0,0,0,Matches
825,Michael Esser,de GER,GK,Bochum,de Bundesliga,33,1987,3.0,1,0.33,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
