,Player,Nationality,Position,Team,Comp_level,Age,Birth_year,Minutes_90s,Gk_goals_against,Gk_pens_goals_allowed,Gk_free_kick_goals_against,Gk_corner_kick_goals_against,Gk_own_goals_against,Gk_psxg,Gk_psxg_per_shot_on_target_against,Gk_psxg_diff,Gk_psxg_net_per90,Gk_passes_completed_launched,Gk_passes_attempted_launched,Gk_passes_pct_launched,Gk_passes,Gk_passes_throws,Gk_pct_passes_launched,Gk_passes_length_avg,Gk_goal_kicks,Gk_pct_goal_kicks_launched,Gk_goal_kick_length_avg,Gk_crosses_faced,Gk_crosses_stopped,Gk_crosses_stopped_pct,Gk_def_actions_outside_pen_area,Gk_def_actions_outside_pen_area_per90,Gk_avg_distance_def_actions,Matches
109,Andreas Luthe,de GER,GK,Union Berlin,de Bundesliga,34,1987,27.0,39,2,0,5,3,30.5,0.29,-5.5,-0.20,163,472,34.5,784,122,43.6,36.0,217,59.9,44.2,399,29,7.3,24,0.89,12.9,Matches
110,Niki Mäenpää,fi FIN,GK,Venezia,it Serie A,36,1985,16.5,27,5,0,4,0,28.2,0.28,+1.2,+0.07,70,221,31.7,379,74,43.5,36.0,143,39.2,35.4,275,6,2.2,10,0.61,10.8,Matches
111,Mike Maignan,fr FRA,GK,Milan,it Serie A,26,1995,32.0,21,2,0,4,1,24.3,0.22,+4.3,+0.13,157,374,42.0,1004,164,31.5,33.0,149,38.9,36.5,347,25,7.2,45,1.41,16.8,Matches
112,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,20,2000,18.0,20,2,0,2,0,21.1,0.26,+1.1,+0.06,115,314,36.6,346,64,57.8,41.4,149,76.5,53.7,273,13,4.8,29,1.61,16.3,Matches
113,Steve Mandanda,fr FRA,GK,Marseille,fr Ligue 1,36,1985,9.0,7,0,0,3,1,6.7,0.26,+0.7,+0.08,40,104,38.5,332,37,23.5,28.0,67,38.8,34.4,135,6,4.4,21,2.33,19.1,Matches
114,Anthony Mandrea,dz ALG,GK,Angers,fr Ligue 1,24,1996,10.0,14,0,0,2,1,12.6,0.29,-0.4,-0.04,37,139,26.6,184,37,50.5,40.5,88,52.3,45.2,186,8,4.3,8,0.80,11.6,Matches
115,Davide Marfella,it ITA,GK,Napoli,it Serie A,21,1999,0.1,0,0,0,0,0,0.1,0.05,+0.1,+0.44,0,0,,1,1,0.0,15.0,0,,,1,0,0.0,0,0.00,,Matches
116,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,28,1992,36.0,48,4,2,5,2,42.1,0.27,-3.9,-0.11,146,406,36.0,824,162,36.4,33.6,275,38.5,34.1,474,34,7.2,33,0.92,15.4,Matches
117,Josep Martinez,es ESP,GK,RB Leipzig,de Bundesliga,23,1998,1.0,3,0,0,0,0,1.5,0.37,-1.5,-1.51,2,5,40.0,14,1,28.6,29.6,7,14.3,29.4,4,0,0.0,4,4.00,25.0,Matches
118,Luís Maximiano,pt POR,GK,Granada,es La Liga,22,1999,34.8,55,5,0,7,2,56.0,0.28,+3.0,+0.09,232,730,31.8,839,149,56.7,42.6,335,75.8,52.5,574,29,5.1,54,1.55,17.6,Matches
119,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,31,1989,17.0,27,0,0,6,0,21.5,0.31,-5.5,-0.32,74,246,30.1,383,78,40.7,34.7,125,72.0,50.6,255,22,8.6,5,0.29,9.6,Matches
120,Edouard Mendy,sn SEN,GK,Chelsea,eng Premier League,29,1992,34.0,31,6,0,1,1,28.4,0.22,-1.6,-0.05,83,193,43.0,779,154,18.9,25.3,177,26.0,24.9,375,28,7.5,46,1.35,14.9,Matches
121,Alex Meret,it ITA,GK,Napoli,it Serie A,24,1997,6.9,6,0,0,0,0,6.4,0.22,+0.4,+0.06,13,29,44.8,160,45,12.5,25.1,36,25.0,26.5,89,3,3.4,5,0.73,14.6,Matches
122,Illan Meslier,fr FRA,GK,Leeds United,eng Premier League,21,2000,37.6,79,5,3,10,1,61.8,0.26,-16.2,-0.43,108,410,26.3,1101,274,27.5,29.3,288,37.2,33.3,438,23,5.3,45,1.20,14.2,Matches
123,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,24,1997,27.0,33,7,2,4,0,26.7,0.24,-6.3,-0.23,192,659,29.1,849,97,59.5,44.4,169,91.1,66.3,290,18,6.2,22,0.81,14.3,Matches
124,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,25,1996,34.0,50,2,1,7,2,40.6,0.28,-7.4,-0.22,189,577,32.8,733,120,57.2,42.3,231,68.4,46.5,495,21,4.2,23,0.68,13.1,Matches
125,Jessy Moulin,fr FRA,GK,Troyes,fr Ligue 1,35,1986,7.0,8,2,1,1,0,7.8,0.25,-0.2,-0.02,32,97,33.0,164,40,37.8,35.7,75,46.7,37.7,109,11,10.1,9,1.29,11.4,Matches
126,Florian Müller,de GER,GK,Stuttgart,de Bundesliga,23,1997,30.0,52,4,1,5,1,46.3,0.31,-4.7,-0.16,92,235,39.1,773,152,21.2,27.3,240,29.6,30.7,447,17,3.8,37,1.23,15.4,Matches
127,Juan Musso,ar ARG,GK,Atalanta,it Serie A,27,1994,32.6,42,3,0,2,3,37.5,0.30,-1.5,-0.05,147,348,42.2,744,170,27.4,31.3,208,69.2,49.7,308,28,9.1,39,1.20,16.5,Matches
128,Paul Nardi,fr FRA,GK,Lorient,fr Ligue 1,27,1994,22.0,38,4,4,3,3,30.5,0.30,-4.5,-0.20,71,296,24.0,357,78,45.7,38.5,177,75.1,56.0,345,4,1.2,15,0.68,13.1,Matches
129,Keylor Navas,cr CRC,GK,Paris S-G,fr Ligue 1,34,1986,20.6,18,2,0,2,0,18.3,0.21,+0.3,+0.01,23,58,39.7,415,100,11.3,24.5,132,8.3,22.2,239,5,2.1,20,0.97,16.3,Matches
130,Neto,br BRA,GK,Barcelona,es La Liga,32,1989,3.0,4,0,1,1,0,4.1,0.29,+0.1,+0.02,17,34,50.0,106,18,28.3,31.6,24,16.7,29.2,42,0,0.0,4,1.33,18.0,Matches
131,Manuel Neuer,de GER,GK,Bayern Munich,de Bundesliga,35,1986,27.9,26,1,0,1,0,23.9,0.26,-2.1,-0.07,110,223,49.3,1085,163,19.0,27.6,166,10.2,25.3,262,9,3.4,95,3.41,26.2,Matches
132,Alexander Nübel,de GER,GK,Monaco,fr Ligue 1,24,1996,38.0,40,8,0,5,3,41.5,0.24,+4.5,+0.12,160,415,38.6,839,173,31.9,32.5,280,52.5,42.5,427,23,5.4,46,1.21,17.1,Matches
133,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,28,1993,38.0,43,7,2,4,3,32.3,0.23,-7.7,-0.20,170,598,28.4,810,155,49.9,39.0,283,68.6,48.6,477,27,5.7,29,0.76,13.8,Matches
134,Oier Olazábal,es ESP,GK,Espanyol,es La Liga,31,1989,1.5,1,1,0,0,0,2.4,0.15,+1.4,+0.91,9,27,33.3,33,5,51.5,40.8,10,100.0,57.2,30,3,10.0,0,0.00,3.7,Matches
135,Robin Olsen,se SWE,GK,Aston Villa,eng Premier League,31,1990,1.0,3,0,0,0,0,2.2,0.44,-0.8,-0.78,8,25,32.0,26,7,46.2,38.3,20,65.0,48.6,28,5,17.9,0,0.00,5.8,Matches
136,Jonas Omlin,ch SUI,GK,Montpellier,fr Ligue 1,27,1994,28.7,41,3,0,1,1,44.5,0.26,+4.5,+0.15,134,332,40.4,808,179,27.4,30.3,262,42.4,37.0,466,37,7.9,27,0.94,13.5,Matches
137,Stefan Ortega,de GER,GK,Arminia,de Bundesliga,28,1992,33.0,53,7,1,6,2,55.8,0.28,+4.8,+0.15,412,902,45.7,1448,91,49.6,39.2,317,58.0,46.9,528,11,2.1,46,1.39,18.6,Matches
138,David Ospina,co COL,GK,Napoli,it Serie A,32,1988,31.0,25,1,0,3,1,27.6,0.26,+3.6,+0.12,73,193,37.8,842,124,20.7,28.6,135,14.1,22.5,353,18,5.1,31,1.00,17.0,Matches
139,Alexandre Oukidja,dz ALG,GK,Metz,fr Ligue 1,33,1988,20.8,39,3,1,2,2,29.8,0.30,-7.2,-0.35,131,335,39.1,431,137,48.0,39.7,167,76.6,54.9,319,39,12.2,42,2.02,14.8,Matches
140,Jesús Owono,gq EQG,GK,Alavés,es La Liga,20,2001,1.0,1,0,0,0,0,0.8,0.19,-0.2,-0.25,9,21,42.9,20,2,90.0,53.3,3,100.0,68.3,8,0,0.0,2,2.00,17.6,Matches
141,Fernando Pacheco,es ESP,GK,Alavés,es La Liga,29,1992,33.9,60,5,0,9,0,51.8,0.31,-8.2,-0.24,331,693,47.8,721,85,64.2,44.5,308,74.7,50.6,545,24,4.4,43,1.27,15.7,Matches
142,Daniele Padelli,it ITA,GK,Udinese,it Serie A,35,1985,3.0,8,0,0,0,0,7.0,0.33,-1.0,-0.34,12,42,28.6,89,19,34.8,29.6,22,50.0,40.9,56,1,1.8,2,0.67,13.2,Matches
143,Ivor Pandur,hr CRO,GK,Hellas Verona,it Serie A,21,2000,3.0,6,1,1,1,0,5.7,0.33,-0.3,-0.10,15,26,57.7,53,9,34.0,33.1,15,53.3,37.1,22,1,4.5,1,0.33,11.3,Matches
144,Rui Patrício,pt POR,GK,Roma,it Serie A,33,1988,38.0,43,5,2,5,2,42.2,0.25,+1.2,+0.03,174,393,44.3,854,141,37.7,34.2,222,32.0,31.5,393,12,3.1,26,0.68,14.3,Matches
145,Gianluca Pegolo,it ITA,GK,Sassuolo,it Serie A,40,1981,1.0,3,0,0,1,0,1.8,0.37,-1.2,-1.17,2,5,40.0,26,4,15.4,26.7,8,12.5,19.8,8,1,12.5,0,0.00,6.0,Matches
146,Philipp Pentke,de GER,GK,Hoffenheim,de Bundesliga,36,1985,1.0,3,0,0,0,0,1.7,0.24,-1.3,-1.34,5,13,38.5,32,5,34.4,28.5,7,28.6,30.1,10,1,10.0,0,0.00,11.3,Matches
147,Juan Pérez,es ESP,GK,Osasuna,es La Liga,25,1996,2.0,3,0,0,1,1,1.1,0.26,-0.9,-0.47,8,26,30.8,32,6,56.3,43.6,9,88.9,61.6,17,1,5.9,7,3.50,22.0,Matches
148,Mattia Perin,it ITA,GK,Juventus,it Serie A,28,1992,4.5,7,0,0,1,1,5.4,0.35,-0.6,-0.14,13,34,38.2,108,17,25.9,29.6,26,23.1,29.2,77,1,1.3,4,0.89,12.6,Matches
149,Pavao Pervan,at AUT,GK,Wolfsburg,de Bundesliga,33,1987,6.0,14,1,1,2,1,11.3,0.27,-1.7,-0.29,18,58,31.0,158,31,31.0,31.8,49,18.4,26.4,97,2,2.1,7,1.17,13.6,Matches
150,Danijel Petković,me MNE,GK,Angers,fr Ligue 1,28,1993,15.0,22,2,0,1,2,19.0,0.27,-1.0,-0.07,39,126,31.0,333,93,22.8,29.8,120,41.7,37.1,198,15,7.6,16,1.07,13.2,Matches
151,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,27,1994,35.0,58,1,2,10,4,51.7,0.31,-2.3,-0.07,272,782,34.8,873,119,64.6,46.4,267,81.6,60.5,518,23,4.4,35,1.00,14.9,Matches
152,Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,31,1990,0.5,1,1,0,0,0,1.1,0.08,+0.1,+0.29,1,1,100.0,10,0,10.0,29.6,1,0.0,37.0,12,0,0.0,0,0.00,,Matches
153,Julian Pollersbeck,de GER,GK,Lyon,fr Ligue 1,26,1994,4.8,6,4,0,1,0,7.5,0.14,+1.5,+0.31,13,35,37.1,140,25,20.0,27.1,34,20.6,27.0,47,1,2.1,7,1.44,17.4,Matches
154,Nick Pope,eng ENG,GK,Burnley,eng Premier League,29,1992,36.0,47,5,1,6,1,44.3,0.25,-1.7,-0.05,319,807,39.5,793,147,69.2,46.2,283,91.2,61.2,605,46,7.6,80,2.22,17.4,Matches
155,Gaëtan Poussin,fr FRA,GK,Bordeaux,fr Ligue 1,22,1999,13.0,29,2,0,5,2,20.4,0.27,-6.6,-0.51,75,198,37.9,373,55,36.5,33.1,111,55.9,41.0,191,10,5.2,40,3.08,17.6,Matches
156,Alejandro Primo,es ESP,GK,Levante,es La Liga,17,2004,1.0,1,0,0,0,0,0.8,0.41,-0.2,-0.18,2,6,33.3,17,0,29.4,31.2,8,12.5,20.9,19,0,0.0,0,0.00,15.0,Matches
157,Ivan Provedel,it ITA,GK,Spezia,it Serie A,27,1994,30.7,52,9,3,4,3,47.6,0.24,-1.4,-0.04,206,616,33.4,957,133,47.8,40.1,229,69.4,51.7,476,28,5.9,25,0.81,11.8,Matches
158,Ionuț Radu,ro ROU,GK,Inter,it Serie A,24,1997,1.0,2,0,0,0,0,1.6,0.53,-0.4,-0.41,4,8,50.0,19,2,36.8,33.3,4,25.0,29.8,4,0,0.0,1,1.00,16.0,Matches
159,Boris Radunović,rs SRB,GK,Cagliari,it Serie A,25,1996,3.0,5,1,1,0,0,6.4,0.26,+1.4,+0.46,22,62,35.5,72,10,54.2,41.5,28,82.1,51.1,42,1,2.4,1,0.33,13.8,Matches
160,Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,25,1995,38.0,44,5,2,8,0,42.9,0.24,-1.1,-0.03,151,479,31.5,975,217,35.5,34.7,285,46.7,38.8,645,37,5.7,53,1.39,14.8,Matches
161,Diant Ramaj,de GER,GK,Eint Frankfurt,de Bundesliga,19,2001,1.0,1,0,0,0,0,1.0,0.25,0.0,-0.01,4,14,28.6,37,6,32.4,31.6,4,50.0,40.0,24,3,12.5,3,3.00,14.8,Matches
162,Aaron Ramsdale,eng ENG,GK,Arsenal,eng Premier League,23,1998,34.0,39,5,0,3,1,38.2,0.26,+0.2,0.00,134,480,27.9,993,162,34.8,33.2,181,74.0,55.1,414,26,6.3,60,1.76,16.4,Matches
163,Nicola Ravaglia,it ITA,GK,Sampdoria,it Serie A,32,1988,0.1,1,1,0,0,0,1.0,0.00,0.0,-0.25,2,4,50.0,2,0,100.0,57.0,2,100.0,65.5,1,0,0.0,0,0.00,,Matches
164,David Raya,es ESP,GK,Brentford,eng Premier League,25,1995,24.0,27,4,1,3,0,26.2,0.22,-0.8,-0.03,225,527,42.7,876,118,44.4,36.2,202,68.3,49.9,402,27,6.7,35,1.46,15.8,Matches
165,Manolo Reina,es ESP,GK,Mallorca,es La Liga,36,1985,21.0,26,2,0,1,1,27.2,0.32,+2.2,+0.11,140,357,39.2,453,67,53.9,40.5,188,60.1,43.9,333,14,4.2,9,0.43,11.6,Matches
166,Pepe Reina,es ESP,GK,Lazio,it Serie A,38,1982,15.0,29,4,0,2,0,23.7,0.33,-5.3,-0.36,66,133,49.6,429,73,24.2,29.8,99,29.3,30.1,186,10,5.4,10,0.67,13.7,Matches
167,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,26,1995,35.0,32,4,1,5,0,31.4,0.24,-0.6,-0.02,195,466,41.8,1015,125,32.6,32.9,241,56.0,45.1,465,18,3.9,48,1.37,16.4,Matches
168,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27,1993,14.0,29,3,0,4,2,21.4,0.31,-5.6,-0.40,94,201,46.8,270,50,52.2,39.4,90,66.7,48.4,194,2,1.0,5,0.36,12.6,Matches
169,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27,1993,0.3,1,0,0,0,0,0.2,0.06,-0.8,-3.23,0,1,0.0,7,1,14.3,31.4,0,,,5,0,0.0,2,7.83,23.5,Matches
170,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,32,1988,31.0,45,3,1,3,4,41.4,0.27,+2.4,+0.08,464,1004,46.2,1353,99,62.0,43.6,243,67.9,48.5,411,27,6.6,71,2.37,19.5,Matches
171,Leonardo Román,es ESP,GK,Mallorca,es La Liga,21,2000,2.0,5,1,0,0,1,3.6,0.17,-0.4,-0.18,9,27,33.3,51,7,39.2,34.2,16,43.8,36.6,36,1,2.8,5,2.50,18.9,Matches
172,Sergio Romero,ar ARG,GK,Venezia,it Serie A,34,1987,16.0,33,6,0,1,2,30.8,0.25,-0.2,-0.01,90,236,38.1,443,100,38.6,34.6,142,45.8,38.8,265,14,5.3,11,0.69,11.8,Matches
173,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,30,1991,0.4,1,0,0,0,0,1.0,0.52,0.0,+0.11,2,6,33.3,12,0,41.7,37.8,4,25.0,39.3,3,0,0.0,0,0.00,18.0,Matches
174,John Ruddy,eng ENG,GK,Wolves,eng Premier League,34,1986,1.5,3,0,0,1,0,2.9,0.42,-0.1,-0.05,1,11,9.1,19,4,42.1,36.1,14,21.4,28.5,13,1,7.7,1,0.67,14.2,Matches
175,Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,29,1992,32.0,28,3,0,2,1,28.2,0.25,+1.2,+0.04,131,333,39.3,1073,161,23.1,29.7,214,39.7,37.4,478,22,4.6,52,1.63,16.5,Matches
176,Mathew Ryan,au AUS,GK,Real Sociedad,es La Liga,29,1992,3.0,5,1,0,3,0,4.1,0.21,-0.9,-0.31,16,55,29.1,88,14,47.7,39.4,19,68.4,46.6,57,3,5.3,3,1.00,13.7,Matches
177,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,28,1992,7.0,5,0,0,0,1,3.4,0.19,-0.6,-0.09,43,122,35.2,213,28,45.1,36.3,43,60.5,45.2,83,11,13.3,3,0.43,10.2,Matches
178,José Sá,pt POR,GK,Wolves,eng Premier League,28,1993,36.5,40,9,1,1,1,46.3,0.24,+7.3,+0.20,121,412,29.4,844,216,35.4,34.7,261,43.3,36.9,549,43,7.8,40,1.10,13.3,Matches
179,Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,37,1984,1.0,2,0,0,0,0,1.5,0.49,-0.5,-0.53,4,7,57.1,30,8,23.3,31.2,3,0.0,14.3,11,0,0.0,1,1.00,21.5,Matches
180,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,23,1997,37.0,42,3,1,5,0,40.9,0.28,-1.1,-0.03,158,561,28.2,1285,186,31.9,33.0,234,64.5,48.9,517,60,11.6,36,0.97,12.9,Matches
181,Giacomo Satalino,it ITA,GK,Sassuolo,it Serie A,22,1999,0.1,0,0,0,0,0,0.8,0.76,+0.8,+7.56,0,0,,0,0,,,1,0.0,22.0,1,0,0.0,0,0.00,,Matches
182,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,34,1986,37.0,58,7,1,14,1,55.5,0.26,-1.5,-0.04,194,486,39.9,999,166,36.0,34.1,291,43.3,37.5,533,15,2.8,38,1.03,14.8,Matches
183,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,26,1995,21.0,28,0,2,3,1,31.4,0.31,+4.4,+0.21,107,251,42.6,854,88,23.5,28.8,144,34.7,35.2,283,9,3.2,15,0.71,13.6,Matches
184,Alexander Schwolow,de GER,GK,Hertha BSC,de Bundesliga,29,1992,24.2,51,5,1,6,0,42.2,0.31,-8.8,-0.36,126,333,37.8,621,125,32.9,33.0,204,63.2,48.2,404,17,4.2,32,1.32,15.0,Matches
185,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,29,1992,37.0,43,4,0,5,1,35.0,0.24,-7.0,-0.19,164,401,40.9,718,145,39.1,34.3,239,50.2,40.6,476,13,2.7,39,1.05,13.7,Matches
186,Adrian Šemper,hr CRO,GK,Genoa,it Serie A,23,1998,1.0,1,0,0,0,0,0.9,0.28,-0.1,-0.06,6,21,28.6,30,3,50.0,38.5,7,85.7,52.0,14,2,14.3,0,0.00,11.2,Matches
187,Luigi Sepe,it ITA,GK,Salernitana,it Serie A,30,1991,15.5,24,3,0,1,0,24.6,0.28,+0.6,+0.04,166,320,51.9,433,45,54.7,40.8,130,63.8,46.4,235,10,4.3,13,0.84,16.0,Matches
188,Rui Silva,pt POR,GK,Betis,es La Liga,27,1994,21.8,21,2,0,2,0,20.5,0.24,-0.5,-0.02,92,275,33.5,557,104,33.8,33.1,176,49.4,41.6,341,18,5.3,32,1.47,15.7,Matches
189,Marco Silvestri,it ITA,GK,Udinese,it Serie A,30,1991,35.0,50,5,0,4,1,45.5,0.29,-3.5,-0.10,167,430,38.8,677,106,46.1,36.7,252,46.8,38.4,462,16,3.5,10,0.29,11.0,Matches
190,Unai Simón,es ESP,GK,Athletic Club,es La Liga,24,1997,34.0,31,3,0,2,1,31.9,0.26,+1.9,+0.06,145,371,39.1,692,189,35.5,33.8,243,51.4,42.3,529,29,5.5,35,1.03,15.2,Matches
191,Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,33,1988,1.0,1,0,0,0,0,0.4,0.12,-0.6,-0.64,6,13,46.2,41,4,24.4,29.5,6,50.0,51.8,18,0,0.0,0,0.00,8.0,Matches
192,Salvatore Sirigu,it ITA,GK,Genoa,it Serie A,34,1987,37.0,59,4,3,7,2,50.6,0.26,-6.4,-0.17,257,605,42.5,916,100,46.3,36.6,263,68.8,45.9,476,14,2.9,20,0.54,12.9,Matches
193,Antonio Sivera,es ESP,GK,Alavés,es La Liga,24,1996,3.1,4,1,0,1,0,5.9,0.31,+1.9,+0.62,29,69,42.0,67,9,61.2,44.9,40,70.0,51.5,66,2,3.0,3,0.97,14.6,Matches
194,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,30,1991,36.0,53,8,1,3,2,53.3,0.26,+2.3,+0.06,193,459,42.0,956,164,39.1,34.0,294,28.9,26.6,498,27,5.4,14,0.39,11.3,Matches
195,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,32,1988,33.0,60,3,1,5,0,57.0,0.30,-3.0,-0.09,147,439,33.5,1213,162,28.9,31.3,221,39.8,37.2,428,19,4.4,53,1.66,16.2,Matches
196,David Soria,es ESP,GK,Getafe,es La Liga,28,1993,37.9,41,2,0,5,1,40.9,0.29,+0.9,+0.02,366,863,42.4,888,101,69.4,46.6,292,84.6,54.1,571,25,4.4,45,1.19,15.0,Matches
197,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,29,1992,5.0,5,2,0,1,0,5.6,0.20,+0.6,+0.12,8,33,24.2,107,33,14.0,26.0,28,64.3,47.0,45,1,2.2,4,0.80,13.9,Matches
198,Jason Steele,eng ENG,GK,Brighton,eng Premier League,30,1990,1.0,2,0,0,1,0,1.6,0.33,-0.4,-0.37,2,6,33.3,32,2,9.4,23.9,6,50.0,40.0,16,0,0.0,0,0.00,9.3,Matches
199,Jed Steer,eng ENG,GK,Aston Villa,eng Premier League,28,1992,1.0,3,0,0,0,0,2.2,0.55,-0.8,-0.81,3,11,27.3,32,7,28.1,30.4,6,33.3,31.2,11,1,9.1,1,1.00,16.3,Matches
200,Zack Steffen,us USA,GK,Manchester City,eng Premier League,26,1995,1.0,0,0,0,0,0,0.1,0.07,+0.1,+0.15,1,6,16.7,32,6,15.6,23.4,7,14.3,19.3,10,0,0.0,3,3.00,16.6,Matches
201,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,26,1995,23.0,29,1,1,3,1,28.6,0.32,+0.6,+0.03,79,161,49.1,618,92,22.2,28.5,119,20.2,23.6,283,11,3.9,16,0.70,14.5,Matches
202,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,31,1990,33.0,29,3,2,5,0,30.6,0.24,+1.6,+0.05,124,273,45.4,836,159,26.6,30.8,172,29.7,31.5,481,24,5.0,25,0.76,13.5,Matches
203,Ciprian Tătărușanu,ro ROU,GK,Milan,it Serie A,35,1986,6.0,10,2,0,1,1,8.9,0.25,-0.1,-0.02,33,74,44.6,168,14,36.3,33.3,36,36.1,35.0,82,6,7.3,3,0.50,12.5,Matches
204,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,29,1992,35.0,34,2,0,6,0,30.1,0.26,-3.9,-0.11,130,255,51.0,1072,147,17.6,26.9,205,32.2,33.9,342,15,4.4,34,0.97,15.3,Matches
205,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,31,1990,31.8,43,2,0,2,2,31.6,0.29,-9.4,-0.29,197,464,42.5,1356,141,29.8,32.2,170,35.3,33.7,291,22,7.6,51,1.60,16.7,Matches
206,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,31,1990,32.0,46,4,0,3,1,50.8,0.30,+5.8,+0.18,157,539,29.1,1001,146,41.8,34.6,250,48.4,42.6,426,19,4.5,43,1.34,16.4,Matches
207,Philipp Tschauner,de GER,GK,RB Leipzig,de Bundesliga,35,1985,0.0,0,0,0,0,0,0.0,,0.0,0.00,1,2,50.0,5,0,40.0,36.4,0,,,0,0,,0,0.00,,Matches
208,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,32,1988,6.0,11,1,1,1,1,8.7,0.34,-1.3,-0.22,10,32,31.3,197,31,14.2,25.2,38,10.5,20.2,54,3,5.6,10,1.67,19.2,Matches
209,Benjamin Uphoff,de GER,GK,Freiburg,de Bundesliga,27,1993,2.0,7,0,0,2,0,3.0,0.25,-4.0,-2.01,22,51,43.1,70,14,44.3,34.4,20,100.0,63.2,34,4,11.8,1,0.50,6.3,Matches
210,Rúben Vezo,pt POR,DF,Levante,es La Liga,27,1994,26.9,0,0,0,0,0,0.0,,0.0,0.00,2,4,50.0,3,0,100.0,57.0,1,100.0,65.0,4,0,0.0,0,0.00,,Matches
211,Guglielmo Vicario,it ITA,GK,Empoli,it Serie A,24,1996,38.0,70,5,1,5,6,65.2,0.28,+1.2,+0.03,133,386,34.5,1066,215,26.2,29.5,257,41.6,37.5,602,35,5.8,38,1.00,13.9,Matches
212,Danny Ward,wls WAL,GK,Leicester City,eng Premier League,28,1993,1.0,1,0,0,1,0,1.4,0.28,+0.4,+0.42,2,5,40.0,26,8,19.2,25.8,7,0.0,19.3,18,1,5.6,1,1.00,10.7,Matches
213,Freddie Woodman,eng ENG,GK,Newcastle Utd,eng Premier League,24,1997,4.0,12,2,0,0,0,8.8,0.29,-3.2,-0.80,23,66,34.8,79,11,50.6,38.1,39,66.7,47.9,55,3,5.5,0,0.00,7.8,Matches
214,Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,26,1994,32.0,42,4,0,4,1,39.0,0.29,-2.0,-0.06,119,389,30.6,766,166,36.9,34.4,236,44.9,39.4,423,29,6.9,68,2.13,17.9,Matches
215,Luca Zidane,fr FRA,GK,Rayo Vallecano,es La Liga,23,1998,7.2,13,0,0,1,0,12.0,0.33,-1.0,-0.14,42,94,44.7,178,42,36.0,34.6,53,56.6,46.6,90,9,10.0,6,0.84,11.0,Matches
216,Jeroen Zoet,nl NED,GK,Spezia,it Serie A,30,1991,7.0,19,1,0,3,0,13.1,0.26,-5.9,-0.84,20,69,29.0,182,41,26.9,30.7,54,37.0,37.4,95,2,2.1,6,0.86,16.4,Matches
217,Petar Zovko,ba BIH,GK,Spezia,it Serie A,19,2002,0.3,0,0,0,0,0,0.0,,0.0,0.00,1,4,25.0,8,3,37.5,35.9,2,50.0,35.0,4,0,0.0,2,6.21,28.5,Matches
