,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_Against,Goals_Against_per90,Shots_on_Target_Against,Saves,Save%,W,D,L,CS,CS%,PK_attempts,PK_Allowed,PKs_Saved,PK_missed,Save%(Penalty Kicks),Matches
152,Carlo Pinsoglio,it ITA,GK,Juventus,it Serie A,31,1990,1,0,45,0.5,1,2.00,2,1,100.0,0,0,0,0,,1,1,0,0,0.0,Matches
153,Julian Pollersbeck,de GER,GK,Lyon,fr Ligue 1,26,1994,6,4,436,4.8,6,1.24,25,19,92.0,3,0,1,1,25.0,4,4,0,0,0.0,Matches
154,Nick Pope,eng ENG,GK,Burnley,eng Premier League,29,1992,36,36,"3,240",36.0,47,1.31,165,119,74.5,7,14,15,9,25.0,5,5,0,0,0.0,Matches
155,Gaëtan Poussin,fr FRA,GK,Bordeaux,fr Ligue 1,22,1999,13,13,"1,170",13.0,29,2.23,61,32,55.7,3,5,5,2,15.4,4,2,2,0,50.0,Matches
156,Alejandro Primo,es ESP,GK,Levante,es La Liga,17,2004,1,1,90,1.0,1,1.00,2,1,50.0,1,0,0,0,0.0,0,0,0,0,,Matches
157,Ivan Provedel,it ITA,GK,Spezia,it Serie A,27,1994,31,31,"2,761",30.7,52,1.70,165,116,73.9,9,5,17,7,22.6,11,9,0,2,0.0,Matches
158,Ionuț Radu,ro ROU,GK,Inter,it Serie A,24,1997,1,1,90,1.0,2,2.00,3,1,33.3,0,0,1,0,0.0,0,0,0,0,,Matches
159,Boris Radunović,rs SRB,GK,Cagliari,it Serie A,25,1996,3,3,270,3.0,5,1.67,17,11,76.5,0,2,1,1,33.3,2,1,1,0,50.0,Matches
160,Predrag Rajković,rs SRB,GK,Reims,fr Ligue 1,25,1995,38,38,"3,420",38.0,44,1.16,161,116,75.8,11,13,14,11,28.9,7,5,1,1,16.7,Matches
161,Diant Ramaj,de GER,GK,Eint Frankfurt,de Bundesliga,19,2001,1,1,90,1.0,1,1.00,4,3,75.0,0,1,0,0,0.0,0,0,0,0,,Matches
162,Aaron Ramsdale,eng ENG,GK,Arsenal,eng Premier League,23,1998,34,34,"3,060",34.0,39,1.15,128,90,73.4,21,3,10,12,35.3,6,5,0,1,0.0,Matches
163,Nicola Ravaglia,it ITA,GK,Sampdoria,it Serie A,32,1988,1,0,5,0.1,1,18.00,1,0,100.0,0,0,0,0,,1,1,0,0,0.0,Matches
164,David Raya,es ESP,GK,Brentford,eng Premier League,25,1995,24,24,"2,160",24.0,27,1.13,103,76,77.7,10,5,9,8,33.3,4,4,0,0,0.0,Matches
165,Manolo Reina,es ESP,GK,Mallorca,es La Liga,36,1985,21,21,"1,890",21.0,26,1.24,75,49,68.0,6,9,6,8,38.1,3,2,1,0,33.3,Matches
166,Pepe Reina,es ESP,GK,Lazio,it Serie A,38,1982,15,15,"1,350",15.0,29,1.93,60,31,58.3,6,4,5,2,13.3,5,4,0,1,0.0,Matches
167,Álex Remiro,es ESP,GK,Real Sociedad,es La Liga,26,1995,35,35,"3,150",35.0,32,0.91,112,79,75.0,15,11,9,19,54.3,5,4,1,0,20.0,Matches
168,Sergio Rico,es ESP,GK,Mallorca,es La Liga,27,1993,14,14,"1,260",14.0,29,2.07,57,29,54.4,4,0,10,1,7.1,4,3,1,0,25.0,Matches
169,Sergio Rico,es ESP,GK,Paris S-G,fr Ligue 1,27,1993,1,0,23,0.3,1,3.91,3,2,66.7,0,0,0,0,,0,0,0,0,,Matches
170,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,32,1988,31,31,"2,790",31.0,45,1.45,155,112,72.9,10,6,15,7,22.6,6,3,2,1,40.0,Matches
171,Leonardo Román,es ESP,GK,Mallorca,es La Liga,21,2000,2,2,180,2.0,5,2.50,14,10,71.4,0,0,2,0,0.0,1,1,0,0,0.0,Matches
172,Sergio Romero,ar ARG,GK,Venezia,it Serie A,34,1987,16,16,"1,440",16.0,33,2.06,105,74,74.3,3,4,9,3,18.8,6,6,0,0,0.0,Matches
173,Francesco Rossi,it ITA,GK,Atalanta,it Serie A,30,1991,1,0,37,0.4,1,2.43,2,1,50.0,0,0,0,0,,0,0,0,0,,Matches
174,John Ruddy,eng ENG,GK,Wolves,eng Premier League,34,1986,2,1,135,1.5,3,2.00,7,4,57.1,0,1,0,0,0.0,0,0,0,0,,Matches
175,Gerónimo Rulli,ar ARG,GK,Villarreal,es La Liga,29,1992,32,32,"2,880",32.0,28,0.87,100,72,75.0,14,9,9,14,43.8,4,3,1,0,25.0,Matches
176,Mathew Ryan,au AUS,GK,Real Sociedad,es La Liga,29,1992,3,3,270,3.0,5,1.67,15,10,73.3,2,0,1,1,33.3,1,1,0,0,0.0,Matches
177,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,28,1992,7,7,630,7.0,5,0.71,18,14,72.2,5,2,0,2,28.6,0,0,0,0,,Matches
178,José Sá,pt POR,GK,Wolves,eng Premier League,28,1993,37,37,"3,285",36.5,40,1.10,160,121,80.6,15,5,17,11,29.7,10,9,0,1,0.0,Matches
179,Romain Salin,fr FRA,GK,Rennes,fr Ligue 1,37,1984,1,1,90,1.0,2,2.00,3,1,33.3,0,0,1,0,0.0,0,0,0,0,,Matches
180,Robert Sánchez,es ESP,GK,Brighton,eng Premier League,23,1997,37,37,"3,329",37.0,42,1.14,141,99,72.3,12,15,10,11,29.7,4,3,0,1,0.0,Matches
181,Giacomo Satalino,it ITA,GK,Sassuolo,it Serie A,22,1999,1,0,8,0.1,0,0.00,1,1,100.0,0,0,0,0,,0,0,0,0,,Matches
182,Kasper Schmeichel,dk DEN,GK,Leicester City,eng Premier League,34,1986,37,37,"3,330",37.0,58,1.57,187,128,72.7,13,10,14,7,18.9,9,7,2,0,22.2,Matches
183,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,26,1995,21,21,"1,890",21.0,28,1.33,98,70,71.4,10,4,7,3,14.3,1,0,1,0,100.0,Matches
184,Alexander Schwolow,de GER,GK,Hertha BSC,de Bundesliga,29,1992,25,25,"2,175",24.2,51,2.11,123,72,62.6,7,5,13,4,16.0,5,5,0,0,0.0,Matches
185,Matz Sels,be BEL,GK,Strasbourg,fr Ligue 1,29,1992,37,37,"3,330",37.0,43,1.16,130,88,70.0,16,12,9,13,35.1,4,4,0,0,0.0,Matches
186,Adrian Šemper,hr CRO,GK,Genoa,it Serie A,23,1998,1,1,90,1.0,1,1.00,4,3,75.0,0,0,1,0,0.0,0,0,0,0,,Matches
187,Luigi Sepe,it ITA,GK,Salernitana,it Serie A,30,1991,16,16,"1,392",15.5,24,1.55,78,54,73.1,4,8,4,1,6.3,3,3,0,0,0.0,Matches
188,Rui Silva,pt POR,GK,Betis,es La Liga,27,1994,22,21,"1,964",21.8,21,0.96,76,55,75.0,11,4,6,8,38.1,2,2,0,0,0.0,Matches
189,Marco Silvestri,it ITA,GK,Udinese,it Serie A,30,1991,35,35,"3,150",35.0,50,1.43,141,92,68.1,10,14,11,7,20.0,7,5,0,2,0.0,Matches
190,Unai Simón,es ESP,GK,Athletic Club,es La Liga,24,1997,34,34,"3,060",34.0,31,0.91,111,81,74.8,13,11,10,12,35.3,3,3,0,0,0.0,Matches
191,Tobias Sippel,de GER,GK,M'Gladbach,de Bundesliga,33,1988,1,1,90,1.0,1,1.00,3,2,66.7,0,1,0,0,0.0,0,0,0,0,,Matches
192,Salvatore Sirigu,it ITA,GK,Genoa,it Serie A,34,1987,37,37,"3,330",37.0,59,1.59,180,122,69.4,4,16,17,10,27.0,5,4,1,0,20.0,Matches
193,Antonio Sivera,es ESP,GK,Alavés,es La Liga,24,1996,4,3,277,3.1,4,1.30,16,12,81.3,0,1,2,1,33.3,1,1,0,0,0.0,Matches
194,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,30,1991,36,36,"3,240",36.0,53,1.47,174,122,74.1,11,9,16,12,33.3,9,8,1,0,11.1,Matches
195,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,32,1988,33,33,"2,970",33.0,60,1.82,182,120,68.7,12,8,13,5,15.2,5,3,2,0,40.0,Matches
196,David Soria,es ESP,GK,Getafe,es La Liga,28,1993,38,38,"3,414",37.9,41,1.08,132,91,70.5,8,15,15,13,34.2,4,2,1,1,33.3,Matches
197,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,29,1992,5,5,450,5.0,5,1.00,18,13,83.3,0,3,2,2,40.0,2,2,0,0,0.0,Matches
198,Jason Steele,eng ENG,GK,Brighton,eng Premier League,30,1990,1,1,90,1.0,2,2.00,5,3,60.0,0,0,1,0,0.0,0,0,0,0,,Matches
199,Jed Steer,eng ENG,GK,Aston Villa,eng Premier League,28,1992,1,1,90,1.0,3,3.00,4,1,25.0,0,0,1,0,0.0,0,0,0,0,,Matches
200,Zack Steffen,us USA,GK,Manchester City,eng Premier League,26,1995,1,1,90,1.0,0,0.00,2,2,100.0,1,0,0,1,100.0,0,0,0,0,,Matches
201,Thomas Strakosha,al ALB,GK,Lazio,it Serie A,26,1995,23,23,"2,070",23.0,29,1.26,86,58,67.4,12,6,5,7,30.4,1,1,0,0,0.0,Matches
202,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,31,1990,33,33,"2,970",33.0,29,0.88,105,73,75.2,18,9,6,12,36.4,6,3,3,0,50.0,Matches
203,Ciprian Tătărușanu,ro ROU,GK,Milan,it Serie A,35,1986,6,6,540,6.0,10,1.67,24,14,66.7,4,1,1,1,16.7,3,2,1,0,33.3,Matches
204,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,29,1992,35,35,"3,150",35.0,34,0.97,109,74,70.6,19,9,7,11,31.4,3,2,1,0,33.3,Matches
205,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,31,1990,32,31,"2,862",31.8,43,1.35,100,58,59.0,16,5,10,9,29.0,3,2,1,0,33.3,Matches
206,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,31,1990,32,32,"2,880",32.0,46,1.44,157,112,73.2,10,11,11,5,15.6,4,4,0,0,0.0,Matches
207,Philipp Tschauner,de GER,GK,RB Leipzig,de Bundesliga,35,1985,1,0,3,0.0,0,0.00,0,0,,0,0,0,1,,0,0,0,0,,Matches
208,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,32,1988,6,6,540,6.0,11,1.83,23,13,56.5,2,1,3,1,16.7,1,1,0,0,0.0,Matches
209,Benjamin Uphoff,de GER,GK,Freiburg,de Bundesliga,27,1993,2,2,180,2.0,7,3.50,12,5,41.7,0,1,1,0,0.0,0,0,0,0,,Matches
210,Rúben Vezo,pt POR,DF,Levante,es La Liga,27,1994,1,1,4,26.9,0,0.00,0,0,,0,0,0,0,0.0,0,0,0,0,,Matches
211,Guglielmo Vicario,it ITA,GK,Empoli,it Serie A,24,1996,38,38,"3,420",38.0,70,1.84,216,150,69.9,10,11,17,7,18.4,10,5,2,3,28.6,Matches
212,Danny Ward,wls WAL,GK,Leicester City,eng Premier League,28,1993,1,1,90,1.0,1,1.00,5,4,80.0,1,0,0,0,0.0,0,0,0,0,,Matches
213,Freddie Woodman,eng ENG,GK,Newcastle Utd,eng Premier League,24,1997,4,4,360,4.0,12,3.00,22,9,54.5,0,1,3,0,0.0,3,2,1,0,33.3,Matches
214,Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,26,1994,32,32,"2,880",32.0,42,1.31,120,78,68.3,12,6,14,10,31.3,5,4,1,0,20.0,Matches
215,Luca Zidane,fr FRA,GK,Rayo Vallecano,es La Liga,23,1998,8,8,645,7.2,13,1.81,37,24,64.9,0,1,7,0,0.0,0,0,0,0,,Matches
216,Jeroen Zoet,nl NED,GK,Spezia,it Serie A,30,1991,7,7,630,7.0,19,2.71,43,23,58.1,1,1,5,0,0.0,2,1,1,0,50.0,Matches
217,Petar Zovko,ba BIH,GK,Spezia,it Serie A,19,2002,1,0,29,0.3,0,0.00,0,0,,0,0,0,0,,0,0,0,0,,Matches
