,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Passes_Attempted,Live_Ball_Passes,Dead_Ball_Passes,Free_Kick_Passes,Through_Balls,Switches,Crosses,Throw_Ins_Taken,Corner_Kicks,In_Corner_Kicks,Out_Corner_Kicks,Str_Corner_Kicks,Passes_Cmp,Passes_Off,Passes_Blocked,Matches
445,Emre Can,de GER,"DF,MF",Dortmund,de Bundesliga,27,1994,18.8,1436,1367,65,29,1,9,7,35,0,0,0,0,1223,4,11,Matches
446,Sergio Canales,es ESP,"FW,MF",Betis,es La Liga,30,1991,31.0,1878,1798,73,48,22,30,67,16,9,4,4,0,1551,7,38,Matches
447,Matteo Cancellieri,it ITA,"MF,DF",Hellas Verona,it Serie A,19,2002,2.5,70,62,8,1,1,0,8,7,0,0,0,0,46,0,5,Matches
448,João Cancelo,pt POR,DF,Manchester City,eng Premier League,27,1994,35.9,3365,3019,338,55,21,41,124,282,1,1,0,0,2809,8,59,Matches
449,Fali Candé,gw GNB,DF,Metz,fr Ligue 1,23,1998,10.8,488,371,117,9,0,1,45,90,18,11,7,0,348,0,13,Matches
450,Antonio Candreva,it ITA,"MF,FW",Sampdoria,it Serie A,34,1987,34.7,1948,1679,254,78,11,51,343,62,114,22,67,0,1296,15,60,Matches
451,Sergi Canós,es ESP,"DF,FW",Brentford,eng Premier League,24,1997,23.1,774,726,46,10,5,3,87,17,17,10,4,0,449,2,41,Matches
452,Álex Cantero,es ESP,"FW,MF",Levante,es La Liga,21,2000,6.8,131,122,8,0,1,3,6,4,0,0,0,0,89,1,6,Matches
453,Todd Cantwell,eng ENG,"FW,MF",Norwich City,eng Premier League,23,1998,4.9,157,148,9,5,4,1,3,3,0,0,0,0,130,0,3,Matches
454,Ander Capa,es ESP,DF,Athletic Club,es La Liga,29,1992,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
455,Pierrick Capelle,fr FRA,"MF,DF",Angers,fr Ligue 1,34,1987,13.3,563,501,60,8,0,8,17,43,7,5,1,0,456,2,14,Matches
456,Leonardo Capezzi,it ITA,MF,Salernitana,it Serie A,26,1995,1.9,49,46,3,1,0,0,0,1,1,0,0,0,40,0,1,Matches
457,Étienne Capoue,fr FRA,MF,Villarreal,es La Liga,33,1988,25.4,1330,1287,37,33,7,12,5,4,0,0,0,0,1167,6,12,Matches
458,Gianluca Caprari,it ITA,"MF,FW",Hellas Verona,it Serie A,28,1993,30.4,1283,1155,116,19,12,7,108,12,72,32,17,0,960,12,35,Matches
459,Francesco Caputo,it ITA,FW,Sampdoria,it Serie A,33,1987,31.0,587,536,51,1,0,7,12,0,1,1,0,0,442,0,13,Matches
460,Francesco Caputo,it ITA,FW,Sassuolo,it Serie A,33,1987,1.7,36,33,3,0,2,0,0,0,0,0,0,0,28,0,0,Matches
461,Maxence Caqueret,fr FRA,MF,Lyon,fr Ligue 1,21,2000,25.9,1548,1511,30,14,6,8,20,6,9,4,3,0,1313,7,30,Matches
462,Andrea Carboni,it ITA,DF,Cagliari,it Serie A,20,2001,24.6,1078,1020,52,39,1,7,25,12,0,0,0,0,809,6,19,Matches
463,Isaac Carcelen,es ESP,"DF,MF",Cádiz,es La Liga,28,1993,17.2,735,585,149,19,2,6,49,125,5,1,4,0,540,1,19,Matches
464,Cárdenas,es ESP,GK,Levante,es La Liga,24,1997,24.0,725,454,269,70,0,3,0,1,0,0,0,0,496,2,0,Matches
465,Irvin Cardona,fr FRA,"FW,MF",Brest,fr Ligue 1,23,1997,14.8,324,295,27,3,0,3,21,7,0,0,0,0,209,2,10,Matches
466,Igor Carioca,br BRA,DF,Lorient,fr Ligue 1,24,1996,17.5,777,605,171,5,0,3,68,166,0,0,0,0,584,1,31,Matches
467,Carlo,es ESP,MF,Villarreal,es La Liga,20,2001,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
468,Diego Carlos,br BRA,DF,Sevilla,es La Liga,28,1993,32.9,2195,2131,57,53,3,38,3,4,0,0,0,0,1916,7,7,Matches
469,Carmona,es ESP,DF,Sevilla,es La Liga,19,2002,0.3,13,8,5,1,0,0,0,4,0,0,0,0,7,0,0,Matches
470,Yannick Carrasco,be BEL,"FW,MF",Atlético Madrid,es La Liga,27,1993,28.7,1253,1038,204,60,8,10,133,87,56,27,15,0,947,11,29,Matches
471,Guido Carrillo,ar ARG,FW,Elche,es La Liga,30,1991,13.0,302,277,21,0,0,0,1,2,0,0,0,0,208,4,5,Matches
472,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,29,1992,17.2,1193,1031,159,16,3,10,40,143,0,0,0,0,1020,3,16,Matches
473,William Carvalho,pt POR,MF,Betis,es La Liga,29,1992,20.1,1321,1292,25,24,8,12,4,1,0,0,0,0,1157,4,18,Matches
474,Nicolò Casale,it ITA,DF,Hellas Verona,it Serie A,23,1998,28.7,1195,1111,80,51,1,2,15,29,0,0,0,0,957,4,15,Matches
475,Casemiro,br BRA,MF,Real Madrid,es La Liga,29,1992,28.5,1989,1929,53,45,9,38,17,3,0,0,0,0,1695,7,19,Matches
476,Matty Cash,pl POL,DF,Aston Villa,eng Premier League,23,1997,37.5,1627,1286,336,30,2,12,98,305,1,0,0,0,1113,5,49,Matches
477,Kiko Casilla,es ESP,GK,Elche,es La Liga,34,1986,14.0,486,296,188,52,0,1,0,0,0,0,0,0,324,2,0,Matches
478,Moreto Cassamã,gw GNB,MF,Reims,fr Ligue 1,23,1998,8.9,434,402,30,20,0,10,19,0,10,6,4,0,351,2,12,Matches
479,Francesco Cassata,it ITA,MF,Genoa,it Serie A,24,1997,0.1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,Matches
480,Timothy Castagne,be BEL,DF,Leicester City,eng Premier League,25,1995,23.6,1330,1132,195,10,0,1,40,185,0,0,0,0,1077,3,21,Matches
481,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,29,1992,28.0,1079,817,260,56,0,4,0,0,0,0,0,0,843,2,2,Matches
482,Jean-Charles Castelletto,cm CMR,DF,Nantes,fr Ligue 1,26,1995,27.9,1208,1147,61,28,1,7,8,33,0,0,0,0,1036,0,5,Matches
483,Samu Castillejo,es ESP,"FW,MF",Milan,it Serie A,26,1995,1.4,65,61,4,0,0,1,8,2,2,2,0,0,54,0,2,Matches
484,Gonzalo Castro,de GER,"MF,FW",Arminia,de Bundesliga,34,1987,4.8,169,136,31,13,2,2,21,0,11,5,6,0,112,2,7,Matches
485,Jonny Castro,es ESP,DF,Wolves,eng Premier League,27,1994,11.4,610,515,95,6,1,1,14,89,0,0,0,0,509,0,11,Matches
486,Gaetano Castrovilli,it ITA,MF,Fiorentina,it Serie A,24,1997,15.5,539,499,37,16,4,11,40,6,13,1,10,0,404,3,20,Matches
487,Danilo Cataldi,it ITA,MF,Lazio,it Serie A,26,1994,19.0,1401,1294,103,51,6,10,66,1,51,19,27,0,1201,4,11,Matches
488,Catena,es ESP,DF,Rayo Vallecano,es La Liga,26,1994,36.0,1723,1620,96,94,2,36,2,2,0,0,0,0,1393,7,18,Matches
489,Craig Cathcart,nir NIR,DF,Watford,eng Premier League,32,1989,26.6,953,896,55,11,0,13,4,44,0,0,0,0,767,2,5,Matches
490,Edinson Cavani,uy URU,FW,Manchester Utd,eng Premier League,34,1987,8.5,233,224,9,2,0,5,2,1,0,0,0,0,176,0,3,Matches
491,Dani Ceballos,es ESP,MF,Real Madrid,es La Liga,24,1996,3.1,262,257,5,4,2,4,1,1,0,0,0,0,240,0,2,Matches
492,Pietro Ceccaroni,it ITA,DF,Venezia,it Serie A,25,1995,34.7,1720,1614,105,59,0,1,12,44,0,0,0,0,1414,1,29,Matches
493,Federico Ceccherini,it ITA,DF,Hellas Verona,it Serie A,29,1992,26.2,1216,1157,55,37,2,8,5,18,0,0,0,0,954,4,13,Matches
494,Emil Ceide,no NOR,"FW,MF",Sassuolo,it Serie A,19,2001,0.6,26,23,3,0,0,0,0,1,1,0,0,0,11,0,6,Matches
495,Zeki Çelik,tr TUR,DF,Lille,fr Ligue 1,24,1997,30.0,1755,1453,291,22,3,22,66,269,0,0,0,0,1390,11,34,Matches
496,Fabien Centonze,fr FRA,DF,Metz,fr Ligue 1,25,1996,17.6,769,633,135,8,0,4,48,127,0,0,0,0,591,1,17,Matches
497,Luca Ceppitelli,it ITA,DF,Cagliari,it Serie A,31,1989,16.1,802,763,34,28,0,8,7,6,0,0,0,0,671,5,9,Matches
498,Franco Cervi,ar ARG,MF,Celta Vigo,es La Liga,27,1994,20.0,763,714,45,8,0,0,78,8,29,13,12,1,560,4,31,Matches
499,Leonardo César Jardim,br BRA,GK,Lille,fr Ligue 1,26,1995,17.0,,,,,,,0,,,,,,,,,Matches
500,Damir Ceter,co COL,FW,Cagliari,it Serie A,23,1997,0.1,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
501,Julian Chabot,de GER,DF,Sampdoria,it Serie A,23,1998,5.4,258,230,25,18,0,4,1,7,0,0,0,0,206,3,0,Matches
502,Julian Chabot,de GER,DF,Köln,de Bundesliga,23,1998,2.3,158,149,9,7,0,1,0,1,0,0,0,0,124,0,0,Matches
503,El Chadaille Bitshiabu,fr FRA,DF,Paris S-G,fr Ligue 1,16,2005,0.1,6,6,0,0,0,1,0,0,0,0,0,0,6,0,0,Matches
504,Nassim Chadli,fr FRA,"MF,DF",Troyes,fr Ligue 1,20,2001,1.1,43,36,7,1,0,0,5,5,1,1,0,0,26,0,3,Matches
505,Kayky Chagas,br BRA,FW,Manchester City,eng Premier League,18,2003,0.1,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
506,Mehdi Chahiri,ma MAR,DF,Strasbourg,fr Ligue 1,25,1996,0.2,6,5,1,0,0,0,0,1,0,0,0,0,2,0,0,Matches
507,Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,22,1999,16.1,1283,1246,36,27,3,3,4,9,0,0,0,0,1158,1,7,Matches
508,Calum Chambers,eng ENG,DF,Arsenal,eng Premier League,26,1995,1.9,97,81,15,4,0,0,3,11,0,0,0,0,77,1,2,Matches
509,Calum Chambers,eng ENG,DF,Aston Villa,eng Premier League,26,1995,9.2,483,476,6,4,1,0,2,2,0,0,0,0,399,1,7,Matches
510,Dylan Chambost,fr FRA,"MF,FW",Troyes,fr Ligue 1,23,1997,8.4,492,467,23,14,2,2,21,0,9,7,1,0,379,2,7,Matches
511,Timothy Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,31,1990,13.5,562,420,140,3,0,4,30,136,1,1,0,0,352,2,23,Matches
512,Chapela,es ESP,"MF,FW",Cádiz,es La Liga,22,1999,4.4,87,86,1,0,0,2,12,0,1,1,0,0,52,0,5,Matches
513,Brendan Chardonnet,fr FRA,DF,Brest,fr Ligue 1,26,1994,29.8,1287,1219,65,62,0,25,3,3,0,0,0,0,1044,3,7,Matches
514,Xavier Chavalerin,fr FRA,MF,Troyes,fr Ligue 1,30,1991,30.2,1049,978,64,26,2,8,79,13,25,21,4,0,785,7,23,Matches
515,Xavier Chavalerin,fr FRA,MF,Reims,fr Ligue 1,30,1991,2.4,96,85,11,2,0,4,4,9,0,0,0,0,76,0,4,Matches
516,Justin Che,us USA,"FW,DF",Hoffenheim,de Bundesliga,17,2003,0.5,27,20,7,1,0,1,2,6,0,0,0,0,22,0,2,Matches
517,Chema,es ESP,MF,Getafe,es La Liga,29,1992,0.5,15,14,1,1,0,1,0,0,0,0,0,0,11,0,0,Matches
518,Rayan Cherki,fr FRA,"FW,MF",Lyon,fr Ligue 1,17,2003,4.9,262,219,42,3,2,4,27,11,25,13,7,0,196,1,5,Matches
519,Denis Cheryshev,ru RUS,"MF,FW",Valencia,es La Liga,30,1990,6.3,171,157,14,5,1,0,27,3,6,1,1,0,104,0,13,Matches
520,Daniel Chesters,eng ENG,MF,West Ham,eng Premier League,19,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
521,Giorgio Chiellini,it ITA,DF,Juventus,it Serie A,36,1984,15.0,949,892,51,29,0,6,1,11,0,0,0,0,783,6,5,Matches
522,Federico Chiesa,it ITA,"MF,FW",Juventus,it Serie A,23,1997,9.6,288,250,35,1,0,2,32,14,18,10,4,0,218,3,7,Matches
523,Ben Chilwell,eng ENG,DF,Chelsea,eng Premier League,24,1996,6.0,347,266,80,11,0,0,32,44,25,17,2,0,268,1,9,Matches
524,Chiquinho,pt POR,"DF,FW",Wolves,eng Premier League,21,2000,2.3,108,100,8,0,0,0,25,8,0,0,0,0,70,0,2,Matches
525,Vlad Chiricheș,ro ROU,DF,Sassuolo,it Serie A,31,1989,25.6,1342,1275,65,57,0,16,0,3,0,0,0,0,1224,2,8,Matches
526,Pedro Chirivella,es ESP,MF,Nantes,fr Ligue 1,24,1997,29.3,1719,1635,79,56,4,36,8,5,3,2,1,0,1457,5,26,Matches
527,Joris Chotard,fr FRA,MF,Montpellier,fr Ligue 1,19,2001,32.6,1289,1248,36,32,2,12,20,3,1,0,1,0,1081,5,16,Matches
528,Hamza Choudhury,eng ENG,"DF,MF",Leicester City,eng Premier League,23,1997,3.2,156,145,11,4,0,1,0,7,0,0,0,0,128,0,4,Matches
529,Andreas Christensen,dk DEN,DF,Chelsea,eng Premier League,25,1996,16.6,1336,1289,46,33,1,4,1,13,0,0,0,0,1201,1,5,Matches
530,Max Christiansen,de GER,MF,Greuther Fürth,de Bundesliga,24,1996,22.8,935,917,16,14,0,2,3,2,0,0,0,0,739,2,17,Matches
531,Carney Chukwuemeka,eng ENG,"MF,FW",Aston Villa,eng Premier League,17,2003,3.3,121,118,2,1,0,0,0,0,0,0,0,0,98,1,3,Matches
532,Samuel Chukwueze,ng NGA,"MF,FW",Villarreal,es La Liga,22,1999,14.8,465,455,6,0,9,3,16,5,1,0,0,0,337,4,17,Matches
533,Víctor Chust,es ESP,DF,Cádiz,es La Liga,21,2000,20.3,807,776,28,22,0,8,2,6,0,0,0,0,677,3,5,Matches
534,Riccardo Ciervo,it ITA,"MF,DF",Sampdoria,it Serie A,19,2002,2.5,66,62,3,1,0,0,9,1,1,0,1,0,45,1,3,Matches
535,Jasper Cillessen,nl NED,GK,Valencia,es La Liga,32,1989,16.2,447,303,142,48,0,1,0,0,0,0,0,0,299,2,0,Matches
536,Pathé Ciss,sn SEN,MF,Rayo Vallecano,es La Liga,27,1994,12.2,523,510,12,10,2,12,0,2,0,0,0,0,435,1,7,Matches
537,Moustapha Cissé,gn GUI,FW,Atalanta,it Serie A,17,2003,0.4,9,9,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
538,Giorgio Cittadini,it ITA,DF,Atalanta,it Serie A,19,2002,0.0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
539,Ciaran Clark,ie IRL,DF,Newcastle Utd,eng Premier League,31,1989,11.3,370,360,7,5,0,0,1,2,0,0,0,0,290,3,2,Matches
540,Alexis Claude-Maurice,fr FRA,MF,Nice,fr Ligue 1,23,1998,2.3,103,94,9,1,0,0,9,3,5,2,3,0,88,0,3,Matches
541,Jonathan Clauss,fr FRA,DF,Lens,fr Ligue 1,28,1992,33.8,1883,1348,522,46,4,8,348,291,185,59,95,0,1243,13,36,Matches
542,Carlos Clerc,es ESP,DF,Levante,es La Liga,29,1992,16.8,878,712,161,15,1,4,47,144,2,1,0,0,668,5,23,Matches
543,Tom Cleverley,eng ENG,MF,Watford,eng Premier League,31,1989,18.0,658,569,87,27,1,3,54,6,32,19,9,2,479,2,12,Matches
544,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,30,1991,15.0,727,561,164,14,1,1,17,150,0,0,0,0,561,2,17,Matches
545,Conor Coady,eng ENG,DF,Wolves,eng Premier League,28,1993,37.3,1692,1654,35,35,2,2,2,0,0,0,0,0,1514,3,5,Matches
546,Marcus Coco,fr FRA,"MF,FW",Nantes,fr Ligue 1,25,1996,10.3,325,302,23,5,0,0,24,17,0,0,0,0,224,0,8,Matches
547,Coke,es ESP,DF,Levante,es La Liga,34,1987,1.3,69,54,15,3,0,1,0,12,0,0,0,0,57,0,1,Matches
548,Séamus Coleman,ie IRL,DF,Everton,eng Premier League,32,1988,29.5,1255,981,269,11,0,5,41,258,0,0,0,0,914,5,23,Matches
549,Álex Collado,es ESP,"MF,FW",Granada,es La Liga,22,1999,11.3,365,314,47,17,2,0,42,5,19,11,8,0,268,4,14,Matches
550,Ebrima Colley,gm GAM,"FW,MF",Spezia,it Serie A,21,2000,4.4,127,115,10,3,2,0,18,2,5,2,2,0,80,2,6,Matches
551,Omar Colley,gm GAM,DF,Sampdoria,it Serie A,28,1992,30.5,1448,1351,95,59,0,8,1,3,0,0,0,0,1211,2,5,Matches
552,Nathan Collins,ie IRL,DF,Burnley,eng Premier League,20,2001,18.6,652,626,23,7,1,4,3,16,0,0,0,0,448,3,3,Matches
553,Kingsley Coman,fr FRA,"FW,DF",Bayern Munich,de Bundesliga,25,1996,15.1,707,675,29,2,4,4,79,20,7,4,0,0,547,3,14,Matches
554,Eray Cömert,ch SUI,DF,Valencia,es La Liga,23,1998,4.5,201,193,8,7,0,5,0,1,0,0,0,0,169,0,0,Matches
555,Santi Comesaña,es ESP,MF,Rayo Vallecano,es La Liga,24,1996,29.8,1481,1422,52,43,3,23,10,0,0,0,0,0,1214,7,30,Matches
556,Diego Conde,es ESP,GK,Getafe,es La Liga,22,1998,0.1,6,3,3,1,0,0,0,0,0,0,0,0,0,0,0,Matches
557,Aaron Connolly,ie IRL,"FW,MF",Brighton,eng Premier League,21,2000,1.7,19,18,1,0,0,0,0,0,0,0,0,0,14,0,0,Matches
558,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,34,1987,36.9,1469,1084,381,135,1,2,0,0,0,0,0,0,1161,4,0,Matches
559,Abdu Conté,pt POR,DF,Troyes,fr Ligue 1,23,1998,15.0,614,480,132,4,0,3,41,128,0,0,0,0,447,2,21,Matches
560,Andrea Conti,it ITA,"DF,MF",Sampdoria,it Serie A,27,1994,2.6,82,68,14,0,0,0,0,14,0,0,0,0,62,0,3,Matches
561,Andrea Conti,it ITA,DF,Milan,it Serie A,27,1994,0.1,6,5,1,0,0,0,0,1,0,0,0,0,4,0,0,Matches
562,Liam Cooper,sct SCO,DF,Leeds United,eng Premier League,29,1991,20.2,1183,1151,30,25,1,7,1,5,0,0,0,0,981,2,8,Matches
563,Lucas Copado,de GER,FW,Bayern Munich,de Bundesliga,17,2004,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
564,Diego Coppola,it ITA,DF,Hellas Verona,it Serie A,17,2003,2.8,98,98,0,0,0,0,0,0,0,0,0,0,77,0,0,Matches
565,Francis Coquelin,fr FRA,MF,Villarreal,es La Liga,30,1991,9.2,480,469,7,2,2,7,1,2,0,0,0,0,408,4,11,Matches
566,Sébastien Corchia,fr FRA,DF,Nantes,fr Ligue 1,30,1990,14.7,548,381,167,13,0,2,79,143,11,0,9,0,367,0,25,Matches
567,Sergio Córdova,ve VEN,"FW,MF",Augsburg,de Bundesliga,23,1997,3.6,51,46,5,0,0,1,3,3,0,0,0,0,34,0,0,Matches
568,Jack Cork,eng ENG,MF,Burnley,eng Premier League,32,1989,18.6,577,567,7,3,0,5,8,1,0,0,0,0,423,3,10,Matches
569,Maxwel Cornet,ci CIV,"FW,MF",Burnley,eng Premier League,24,1996,19.6,437,393,44,3,3,3,55,5,34,26,4,0,281,0,24,Matches
570,Maxwel Cornet,ci CIV,DF,Lyon,fr Ligue 1,24,1996,0.7,40,37,3,1,1,0,3,2,0,0,0,0,33,0,0,Matches
571,Jesús Corona,mx MEX,"FW,DF",Sevilla,es La Liga,28,1993,12.9,603,556,45,2,1,6,52,31,12,0,10,0,466,2,13,Matches
572,Ángel Correa,ar ARG,"FW,MF",Atlético Madrid,es La Liga,26,1995,20.6,638,608,27,2,6,1,34,2,15,5,5,0,465,3,21,Matches
573,Joaquín Correa,ar ARG,FW,Inter,it Serie A,26,1994,11.4,344,335,7,3,1,1,1,1,1,0,0,0,280,2,6,Matches
574,Thierry Correia,pt POR,DF,Valencia,es La Liga,22,1999,15.7,658,520,137,6,1,7,48,131,0,0,0,0,453,1,19,Matches
575,Danny da Costa,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,28,1993,8.1,319,247,71,1,0,0,22,70,0,0,0,0,213,1,10,Matches
576,David Pereira da Costa,pt POR,"MF,FW",Lens,fr Ligue 1,20,2001,16.3,798,758,35,12,6,2,35,8,15,4,8,0,646,5,19,Matches
577,Hélder Costa,ao ANG,MF,Leeds United,eng Premier League,27,1994,0.2,5,5,0,0,0,0,0,0,0,0,0,0,5,0,0,Matches
578,Hélder Costa,ao ANG,"MF,FW",Valencia,es La Liga,27,1994,12.4,302,285,14,2,1,1,46,3,9,4,0,0,191,3,12,Matches
579,Jaume Costa,es ESP,DF,Mallorca,es La Liga,33,1988,20.3,1010,796,212,11,2,5,75,201,0,0,0,0,724,2,24,Matches
580,Benoît Costil,fr FRA,GK,Bordeaux,fr Ligue 1,34,1987,25.0,905,589,315,96,1,7,0,1,0,0,0,0,632,1,0,Matches
581,Vladimír Coufal,cz CZE,DF,West Ham,eng Premier League,28,1992,24.5,1439,1135,294,17,0,1,107,276,1,1,0,0,990,10,44,Matches
582,Kalifa Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,29,1991,9.4,191,178,11,0,0,0,3,1,0,0,0,0,111,2,4,Matches
583,Lassana Coulibaly,ml MLI,MF,Salernitana,it Serie A,25,1996,25.9,834,809,22,15,0,3,13,5,0,0,0,0,677,3,19,Matches
584,Mamadou Coulibaly,sn SEN,MF,Salernitana,it Serie A,22,1999,9.0,331,327,3,2,0,1,8,1,0,0,0,0,250,1,15,Matches
585,Tanguy Coulibaly,fr FRA,"FW,MF",Stuttgart,de Bundesliga,20,2001,12.0,326,282,43,1,2,1,14,38,0,0,0,0,239,1,10,Matches
586,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,29,1992,36.0,1137,897,238,39,0,3,0,0,0,0,0,0,936,2,0,Matches
587,Philippe Coutinho,br BRA,"MF,FW",Aston Villa,eng Premier League,29,1992,14.8,655,615,35,7,3,2,18,3,6,3,3,0,531,5,9,Matches
588,Philippe Coutinho,br BRA,"MF,FW",Barcelona,es La Liga,29,1992,5.6,325,305,19,7,2,0,19,3,9,2,5,0,268,1,3,Matches
589,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,22,1999,30.8,1377,1247,129,22,0,5,24,106,0,0,0,0,1115,1,14,Matches
590,Alessio Cragno,it ITA,GK,Cagliari,it Serie A,27,1994,35.0,1216,752,454,138,0,2,0,0,0,0,0,0,775,10,0,Matches
591,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,31,1989,30.3,2096,1736,350,67,0,6,145,232,51,11,40,0,1656,10,44,Matches
592,Charlie Cresswell,eng ENG,DF,Leeds United,eng Premier League,18,2002,1.6,106,104,1,1,0,2,1,0,0,0,0,0,75,1,1,Matches
593,Domenico Criscito,it ITA,DF,Genoa,it Serie A,34,1986,18.0,1008,836,161,52,2,6,50,92,7,3,4,0,774,11,13,Matches
594,Bryan Cristante,it ITA,MF,Roma,it Serie A,26,1995,29.8,1818,1734,79,71,3,18,14,8,0,0,0,0,1484,5,18,Matches
595,Cristo,es ESP,DF,Real Sociedad,es La Liga,21,2000,0.2,11,9,2,0,0,0,2,2,0,0,0,0,10,0,0,Matches
596,Enzo Crivelli,fr FRA,"FW,MF",Saint-Étienne,fr Ligue 1,26,1995,1.1,21,17,4,0,0,0,0,0,0,0,0,0,13,0,1,Matches
597,Domen Črnigoj,si SVN,MF,Venezia,it Serie A,25,1995,20.9,677,650,25,4,0,3,30,21,0,0,0,0,494,2,31,Matches
598,Giovanni Crociata,it ITA,FW,Empoli,it Serie A,23,1997,0.2,9,9,0,0,0,0,0,0,0,0,0,0,7,0,0,Matches
599,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,29,1992,21.5,949,863,84,24,1,5,8,60,0,0,0,0,770,2,9,Matches
600,Juan Cuadrado,co COL,"DF,MF",Juventus,it Serie A,33,1988,27.6,1877,1648,224,57,1,31,134,112,55,26,22,1,1585,5,16,Matches
601,Cucho,co COL,"FW,MF",Watford,eng Premier League,22,1999,12.7,394,359,35,7,1,5,52,5,16,6,8,0,239,0,18,Matches
602,Marc Cucurella,es ESP,DF,Brighton,eng Premier League,23,1998,34.3,2356,1994,356,17,5,12,115,334,5,3,0,0,1890,6,76,Matches
603,Marc Cucurella,es ESP,"MF,DF",Getafe,es La Liga,23,1998,0.3,21,18,3,1,0,0,2,0,2,1,1,0,15,0,1,Matches
604,Jorge Cuenca,es ESP,DF,Getafe,es La Liga,21,1999,29.8,1108,1047,53,32,0,23,5,21,0,0,0,0,742,8,13,Matches
605,Mickaël Cuisance,fr FRA,MF,Venezia,it Serie A,21,1999,10.2,370,340,30,11,3,4,18,4,11,5,5,0,285,0,4,Matches
606,Mickaël Cuisance,fr FRA,MF,Bayern Munich,de Bundesliga,21,1999,0.1,11,11,0,0,1,0,0,0,0,0,0,0,10,0,0,Matches
607,Luke Cundle,eng ENG,MF,Wolves,eng Premier League,19,2002,2.0,105,103,2,0,2,1,2,0,2,2,0,0,96,0,0,Matches
608,Matheus Cunha,br BRA,FW,Atlético Madrid,es La Liga,22,1999,11.8,216,203,12,0,5,1,7,2,0,0,0,0,151,1,7,Matches
609,Matheus Cunha,br BRA,FW,Hertha BSC,de Bundesliga,22,1999,0.7,13,9,4,0,0,0,0,0,0,0,0,0,11,0,1,Matches
610,Patrick Cutrone,it ITA,FW,Empoli,it Serie A,23,1998,15.6,248,226,20,1,0,2,21,2,0,0,0,0,161,2,9,Matches
611,Wylan Cyprien,fr FRA,MF,Nantes,fr Ligue 1,26,1995,16.6,933,835,96,39,3,10,70,3,52,16,31,0,750,2,15,Matches
612,Rafael Czichos,de GER,DF,Köln,de Bundesliga,31,1990,15.6,1080,1030,48,46,2,7,3,1,0,0,0,0,879,2,15,Matches
613,Lennart-Marten Czyborra,de GER,DF,Arminia,de Bundesliga,22,1999,1.5,54,34,20,2,0,0,5,18,0,0,0,0,26,0,1,Matches
614,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,32,1988,11.1,736,711,25,18,1,5,7,7,0,0,0,0,642,0,10,Matches
615,Lucas Da Cunha,fr FRA,MF,Nice,fr Ligue 1,20,2001,4.4,162,142,19,2,0,1,23,3,14,9,2,0,114,1,6,Matches
616,Lucas Da Cunha,fr FRA,"FW,MF",Clermont Foot,fr Ligue 1,20,2001,9.3,330,307,23,5,1,9,20,4,14,5,4,0,267,0,4,Matches
617,Damien Da Silva,fr FRA,DF,Lyon,fr Ligue 1,33,1988,12.5,896,880,13,12,1,3,1,1,0,0,0,0,786,3,3,Matches
618,Moanes Dabbur,il ISR,"FW,MF",Hoffenheim,de Bundesliga,29,1992,14.6,497,460,37,0,8,2,4,3,0,0,0,0,365,0,23,Matches
619,Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,22,1998,1.8,139,126,13,1,0,0,8,12,0,0,0,0,125,0,2,Matches
620,Finn Dahmen,de GER,GK,Mainz 05,de Bundesliga,23,1998,2.0,79,55,24,4,0,0,0,0,0,0,0,0,66,0,0,Matches
621,Mahmoud Dahoud,de GER,MF,Dortmund,de Bundesliga,25,1996,18.4,1063,1031,28,13,15,12,29,2,13,5,5,0,833,4,24,Matches
622,Patson Daka,zm ZAM,FW,Leicester City,eng Premier League,22,1998,12.9,223,204,19,0,1,0,1,2,0,0,0,0,165,0,9,Matches
623,Stuart Dallas,nir NIR,"DF,MF",Leeds United,eng Premier League,30,1991,32.4,1685,1355,322,45,7,9,101,224,53,35,11,1,1306,8,44,Matches
