,Player,Nation,Position,Squad,Competition,Age,Born,90s,Goals,Shots_total,Shots_on_target,Shots_on_target_%,Shots_total_per90,Shots_on_target_per90,Goals_per_shot,Goals_per_shot_on_target,Average_shot_distance,Shots_free_kicks,Pens_Scored,Pens_Attempted,XG,Npxg,Npxg_per_shot,Xg_net,Npxg_net,Matches
1376,Sofian Kiyine,ma MAR,"MF,FW",Venezia,it Serie A,23,1997,13.8,1,20,5,25.0,1.45,0.36,0.05,0.20,27.5,2,0,1,1.5,0.6,0.03,-0.5,+0.4,Matches
1377,Simon Kjær,dk DEN,DF,Milan,it Serie A,32,1989,8.9,0,5,1,20.0,0.56,0.11,0.00,0.00,9.2,0,0,0,0.5,0.5,0.09,-0.5,-0.5,Matches
1378,Kristoffer Klaesson,no NOR,GK,Leeds United,eng Premier League,20,2000,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1379,Philipp Klement,de GER,MF,Stuttgart,de Bundesliga,28,1992,3.8,1,6,2,33.3,1.60,0.53,0.17,0.50,22.8,2,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
1380,Mateusz Klich,pl POL,MF,Leeds United,eng Premier League,31,1990,23.0,1,42,18,42.9,1.82,0.78,0.02,0.06,21.4,0,0,0,2.8,2.8,0.07,-1.8,-1.8,Matches
1381,Thibault Klidje,tg TOG,"MF,FW",Bordeaux,fr Ligue 1,20,2001,1.0,0,1,0,0.0,1.05,0.00,0.00,,23.4,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
1382,Mateo Klimowicz,de GER,"MF,FW",Stuttgart,de Bundesliga,21,2000,6.7,0,11,3,27.3,1.64,0.45,0.00,0.00,18.7,0,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches
1383,Fabian Klos,de GER,FW,Arminia,de Bundesliga,33,1987,15.8,3,37,13,35.1,2.35,0.82,0.03,0.08,16.8,0,2,2,4.6,3.0,0.08,-1.6,-2.0,Matches
1384,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,25,1996,18.3,0,6,1,16.7,0.33,0.05,0.00,0.00,15.8,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
1385,Justin Kluivert,nl NED,MF,Nice,fr Ligue 1,22,1999,20.8,4,30,10,33.3,1.45,0.48,0.13,0.40,18.6,2,0,0,2.8,2.8,0.09,+1.2,+1.2,Matches
1386,Lukas Klünter,de GER,DF,Hertha BSC,de Bundesliga,25,1996,2.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1387,Ansgar Knauff,de GER,"FW,MF",Dortmund,de Bundesliga,19,2002,1.3,0,1,0,0.0,0.79,0.00,0.00,,15.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
1388,Ansgar Knauff,de GER,"DF,MF",Eint Frankfurt,de Bundesliga,19,2002,8.4,1,12,4,33.3,1.42,0.47,0.08,0.25,19.5,0,0,0,0.5,0.5,0.04,+0.5,+0.5,Matches
1389,Robin Knoche,de GER,DF,Union Berlin,de Bundesliga,29,1992,33.0,0,10,3,30.0,0.30,0.09,0.00,0.00,12.6,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
1390,Gregor Kobel,ch SUI,GK,Dortmund,de Bundesliga,23,1997,28.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1391,Robin Koch,de GER,"MF,DF",Leeds United,eng Premier League,25,1996,17.5,0,13,1,7.7,0.74,0.06,0.00,0.00,16.1,0,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
1392,Samuel Koeberlé,fr FRA,FW,Reims,fr Ligue 1,16,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1393,Philippe Koffi,ci CIV,FW,Reims,fr Ligue 1,19,2002,4.2,1,9,2,22.2,2.16,0.48,0.11,0.50,14.0,0,0,0,0.9,0.9,0.11,+0.1,+0.1,Matches
1394,Dominik Kohr,de GER,MF,Mainz 05,de Bundesliga,27,1994,17.9,0,18,2,11.1,1.00,0.11,0.00,0.00,20.6,0,0,0,1.3,1.3,0.07,-1.3,-1.3,Matches
1395,Koba Koindredi,fr FRA,MF,Valencia,es La Liga,19,2001,2.0,0,1,0,0.0,0.50,0.00,0.00,,32.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1396,Koke,es ESP,MF,Atlético Madrid,es La Liga,29,1992,27.9,1,12,6,50.0,0.43,0.22,0.08,0.17,26.2,0,0,0,1.0,1.0,0.08,0.0,0.0,Matches
1397,Aleksandr Kokorin,ru RUS,"FW,MF",Fiorentina,it Serie A,30,1991,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1398,Aleksandar Kolarov,rs SRB,DF,Inter,it Serie A,35,1985,0.5,0,1,0,0.0,2.14,0.00,0.00,,37.8,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1399,Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,28,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1400,Sead Kolašinac,ba BIH,DF,Marseille,fr Ligue 1,28,1993,4.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1401,Luca Koleosho,it ITA,FW,Espanyol,es La Liga,16,2004,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1402,Randal Kolo Muani,fr FRA,"FW,MF",Nantes,fr Ligue 1,22,1998,32.8,12,54,26,48.1,1.65,0.79,0.22,0.46,11.7,0,0,0,10.7,10.7,0.20,+1.3,+1.3,Matches
1403,Timothée Kolodziejczak,fr FRA,DF,Saint-Étienne,fr Ligue 1,29,1991,28.5,2,15,6,40.0,0.53,0.21,0.13,0.33,12.7,0,0,0,1.4,1.4,0.10,+0.6,+0.6,Matches
1404,Ghislain Konan,ci CIV,DF,Reims,fr Ligue 1,25,1995,26.9,1,19,5,26.3,0.71,0.19,0.05,0.20,24.1,1,0,0,0.6,0.6,0.03,+0.4,+0.4,Matches
1405,Ibrahima Konaté,fr FRA,DF,Liverpool,eng Premier League,22,1999,11.0,0,4,0,0.0,0.36,0.00,0.00,,11.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1406,Geoffrey Kondogbia,cf CTA,"MF,DF",Atlético Madrid,es La Liga,28,1993,20.9,1,15,1,6.7,0.72,0.05,0.07,1.00,25.4,0,0,0,0.4,0.4,0.02,+0.6,+0.6,Matches
1407,Ibrahima Koné,ml MLI,FW,Lorient,fr Ligue 1,22,1999,8.1,5,15,8,53.3,1.84,0.98,0.33,0.63,14.9,0,0,0,2.7,2.7,0.18,+2.3,+2.3,Matches
1408,Kouadio Koné,fr FRA,MF,M'Gladbach,de Bundesliga,20,2001,24.3,2,29,10,34.5,1.20,0.41,0.07,0.20,22.2,0,0,0,1.5,1.5,0.05,+0.5,+0.5,Matches
1409,Youssouf Koné,ml MLI,DF,Troyes,fr Ligue 1,26,1995,10.9,0,9,3,33.3,0.83,0.28,0.00,0.00,26.8,0,0,0,0.2,0.2,0.02,-0.2,-0.2,Matches
1410,Ezri Konsa,eng ENG,DF,Aston Villa,eng Premier League,23,1997,27.5,2,15,6,40.0,0.55,0.22,0.13,0.33,8.1,0,0,0,1.6,1.6,0.11,+0.4,+0.4,Matches
1411,Teun Koopmeiners,nl NED,MF,Atalanta,it Serie A,23,1998,23.6,4,28,9,32.1,1.19,0.38,0.14,0.44,23.9,3,0,0,1.7,1.7,0.06,+2.3,+2.3,Matches
1412,Laurent Koscielny,fr FRA,DF,Bordeaux,fr Ligue 1,35,1985,10.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1413,Odilon Kossonou,ci CIV,DF,Leverkusen,de Bundesliga,20,2001,19.9,0,4,1,25.0,0.20,0.05,0.00,0.00,14.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
1414,Filip Kostić,rs SRB,"DF,FW",Eint Frankfurt,de Bundesliga,28,1992,28.0,4,51,18,35.3,1.82,0.64,0.08,0.22,22.8,9,0,0,2.4,2.4,0.05,+1.6,+1.6,Matches
1415,Rominigue Kouamé,ml MLI,MF,Troyes,fr Ligue 1,24,1996,33.0,1,37,11,29.7,1.12,0.33,0.03,0.09,22.7,1,0,0,2.4,2.4,0.06,-1.4,-1.4,Matches
1416,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,30,1991,26.7,3,10,7,70.0,0.37,0.26,0.30,0.43,14.9,0,0,0,1.3,1.3,0.13,+1.7,+1.7,Matches
1417,Jules Koundé,fr FRA,DF,Sevilla,es La Liga,22,1998,30.4,2,13,3,23.1,0.43,0.10,0.15,0.67,12.5,0,0,0,1.1,1.1,0.09,+0.9,+0.9,Matches
1418,Christos Kourfalidis,gr GRE,"MF,FW",Cagliari,it Serie A,18,2002,0.2,0,1,1,100.0,5.00,5.00,0.00,0.00,8.6,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
1419,Boubakar Kouyaté,ml MLI,DF,Metz,fr Ligue 1,24,1997,29.6,1,22,6,27.3,0.74,0.20,0.05,0.17,14.3,0,0,0,1.7,1.7,0.08,-0.7,-0.7,Matches
1420,Cheikhou Kouyaté,sn SEN,MF,Crystal Palace,eng Premier League,31,1989,21.9,0,7,0,0.0,0.32,0.00,0.00,,21.6,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
1421,Mateo Kovačić,hr CRO,MF,Chelsea,eng Premier League,27,1994,17.3,2,22,6,27.3,1.27,0.35,0.09,0.33,20.3,1,0,0,1.6,1.6,0.07,+0.4,+0.4,Matches
1422,Viktor Kovalenko,ua UKR,MF,Spezia,it Serie A,25,1996,14.7,1,8,2,25.0,0.54,0.14,0.13,0.50,24.2,1,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
1423,Emil Krafth,se SWE,DF,Newcastle Utd,eng Premier League,26,1994,18.2,0,6,1,16.7,0.33,0.06,0.00,0.00,20.4,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
1424,Alex Král,cz CZE,MF,West Ham,eng Premier League,23,1998,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1425,Andrej Kramarić,hr CRO,"FW,MF",Hoffenheim,de Bundesliga,30,1991,30.1,6,93,35,37.6,3.09,1.16,0.06,0.17,15.8,6,0,0,12.6,12.6,0.14,-6.6,-6.6,Matches
1426,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,30,1991,8.3,0,3,1,33.3,0.36,0.12,0.00,0.00,14.6,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
1427,Jean-Philippe Krasso,ci CIV,FW,Saint-Étienne,fr Ligue 1,24,1997,5.0,1,12,2,16.7,2.38,0.40,0.08,0.50,11.2,0,0,0,1.6,1.6,0.13,-0.6,-0.6,Matches
1428,Julian Kristoffersen,no NOR,FW,Salernitana,it Serie A,24,1997,0.1,0,1,0,0.0,12.86,0.00,0.00,,12.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
1429,Toni Kroos,de GER,MF,Real Madrid,es La Liga,31,1990,23.4,1,46,12,26.1,1.97,0.51,0.02,0.08,24.0,4,0,0,2.2,2.2,0.05,-1.2,-1.2,Matches
1430,Florian Krüger,de GER,"FW,MF",Arminia,de Bundesliga,22,1999,12.5,1,18,5,27.8,1.43,0.40,0.06,0.20,18.7,1,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
1431,Tim Krul,nl NED,GK,Norwich City,eng Premier League,33,1988,29.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1432,Rade Krunić,ba BIH,"MF,FW",Milan,it Serie A,27,1993,15.7,0,10,2,20.0,0.64,0.13,0.00,0.00,16.2,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches
1433,Max Kruse,de GER,"MF,FW",Wolfsburg,de Bundesliga,33,1988,12.5,7,19,9,47.4,1.52,0.72,0.26,0.56,17.0,0,2,2,6.1,4.6,0.24,+0.9,+0.4,Matches
1434,Max Kruse,de GER,"FW,MF",Union Berlin,de Bundesliga,33,1988,14.1,5,26,8,30.8,1.84,0.57,0.08,0.25,20.7,3,3,3,4.6,2.2,0.08,+0.4,-0.2,Matches
1435,Lukas Kübler,de GER,"DF,MF",Freiburg,de Bundesliga,28,1992,25.9,2,13,6,46.2,0.50,0.23,0.15,0.33,15.6,0,0,0,1.5,1.5,0.12,+0.5,+0.5,Matches
1436,Takefusa Kubo,jp JPN,"FW,MF",Mallorca,es La Liga,20,2001,17.8,1,48,8,16.7,2.69,0.45,0.02,0.13,20.7,2,0,0,2.8,2.8,0.06,-1.8,-1.8,Matches
1437,Juraj Kucka,sk SVK,MF,Watford,eng Premier League,34,1987,21.3,1,46,11,23.9,2.16,0.52,0.02,0.09,20.8,3,0,0,3.2,3.2,0.07,-2.2,-2.2,Matches
1438,Mykola Kukharevych,ua UKR,FW,Troyes,fr Ligue 1,20,2001,0.2,0,1,0,0.0,6.00,0.00,0.00,,10.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
1439,Dejan Kulusevski,se SWE,"MF,FW",Tottenham,eng Premier League,21,2000,14.0,5,26,9,34.6,1.86,0.64,0.19,0.56,16.9,0,0,0,2.7,2.7,0.11,+2.3,+2.3,Matches
1440,Dejan Kulusevski,se SWE,"FW,MF",Juventus,it Serie A,21,2000,8.6,1,18,6,33.3,2.10,0.70,0.06,0.17,15.1,0,0,0,1.7,1.7,0.10,-0.7,-0.7,Matches
1441,Marash Kumbulla,al ALB,DF,Roma,it Serie A,21,2000,11.4,0,7,3,42.9,0.61,0.26,0.00,0.00,6.7,0,0,0,0.8,0.8,0.12,-0.8,-0.8,Matches
1442,Fabian Kunze,de GER,MF,Arminia,de Bundesliga,23,1998,14.0,0,11,1,9.1,0.79,0.07,0.00,0.00,26.1,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
1443,Enock Kwateng,fr FRA,DF,Bordeaux,fr Ligue 1,24,1997,22.2,1,7,3,42.9,0.31,0.13,0.14,0.33,16.7,0,0,0,0.3,0.3,0.04,+0.7,+0.7,Matches
1444,Grejohn Kyei,fr FRA,FW,Clermont Foot,fr Ligue 1,25,1995,4.4,0,11,3,27.3,2.50,0.68,0.00,0.00,9.5,0,0,0,1.9,1.9,0.17,-1.9,-1.9,Matches
1445,Giorgos Kyriakopoulos,gr GRE,"DF,FW",Sassuolo,it Serie A,25,1996,21.9,0,30,10,33.3,1.37,0.46,0.00,0.00,23.2,0,0,0,1.1,1.1,0.04,-1.1,-1.1,Matches
1446,Andrea La Mantia,it ITA,"FW,MF",Empoli,it Serie A,30,1991,5.4,2,17,3,17.6,3.14,0.55,0.12,0.67,11.1,0,0,0,1.8,1.8,0.11,+0.2,+0.2,Matches
1447,Gaëtan Laborde,fr FRA,FW,Montpellier,fr Ligue 1,27,1994,3.8,3,14,4,28.6,3.70,1.06,0.21,0.75,15.5,0,0,0,1.6,1.6,0.13,+1.4,+1.4,Matches
1448,Gaëtan Laborde,fr FRA,FW,Rennes,fr Ligue 1,27,1994,30.3,12,84,32,38.1,2.77,1.06,0.12,0.31,12.4,0,2,2,14.9,13.3,0.16,-2.9,-3.3,Matches
1449,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,30,1991,19.8,4,43,12,27.9,2.17,0.61,0.05,0.17,15.4,1,2,3,8.4,6.0,0.14,-4.4,-4.0,Matches
1450,Tom Lacoux,fr FRA,"DF,MF",Bordeaux,fr Ligue 1,19,2002,10.1,0,2,0,0.0,0.20,0.00,0.00,,29.5,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1451,Lenny Lacroix,fr FRA,DF,Metz,fr Ligue 1,18,2003,2.2,0,2,0,0.0,0.90,0.00,0.00,,8.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
1452,Maxence Lacroix,fr FRA,DF,Wolfsburg,de Bundesliga,21,2000,27.7,0,17,3,17.6,0.61,0.11,0.00,0.00,14.0,0,0,0,1.5,1.5,0.09,-1.5,-1.5,Matches
1453,Alban Lafont,fr FRA,GK,Nantes,fr Ligue 1,22,1999,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1454,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,31,1989,33.8,3,13,5,38.5,0.38,0.15,0.23,0.60,9.5,0,0,0,2.0,2.0,0.15,+1.0,+1.0,Matches
1455,Konrad Laimer,at AUT,MF,RB Leipzig,de Bundesliga,24,1997,13.8,4,15,7,46.7,1.09,0.51,0.27,0.57,18.3,0,0,0,2.4,2.4,0.16,+1.6,+1.6,Matches
1456,Stefan Lainer,at AUT,DF,M'Gladbach,de Bundesliga,28,1992,16.3,1,12,2,16.7,0.73,0.12,0.08,0.50,14.7,0,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
1457,Diego Lainez,mx MEX,FW,Betis,es La Liga,21,2000,1.6,0,1,1,100.0,0.64,0.64,0.00,0.00,18.0,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
1458,Adam Lallana,eng ENG,MF,Brighton,eng Premier League,33,1988,17.3,0,19,4,21.1,1.10,0.23,0.00,0.00,19.8,0,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches
1459,Vassilis Lambropoulos,gr GRE,DF,Bochum,de Bundesliga,31,1990,13.0,0,4,1,25.0,0.31,0.08,0.00,0.00,12.0,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
1460,Érik Lamela,ar ARG,"FW,MF",Sevilla,es La Liga,29,1992,11.3,5,21,12,57.1,1.86,1.06,0.24,0.42,16.1,0,0,0,3.1,3.1,0.15,+1.9,+1.9,Matches
1461,Mohamed Lamine Bayo,gn GUI,FW,Clermont Foot,fr Ligue 1,23,1998,26.8,14,63,26,41.3,2.35,0.97,0.19,0.46,13.1,0,2,3,14.4,11.9,0.19,-0.4,+0.1,Matches
1462,Didier Lamkel Zé,cm CMR,FW,Metz,fr Ligue 1,24,1996,6.7,3,14,7,50.0,2.08,1.04,0.21,0.43,12.9,0,0,0,2.3,2.3,0.17,+0.7,+0.7,Matches
1463,Sam Lammers,nl NED,"FW,MF",Atalanta,it Serie A,24,1997,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1464,Sam Lammers,nl NED,"FW,MF",Eint Frankfurt,de Bundesliga,24,1997,5.7,1,12,4,33.3,2.09,0.70,0.08,0.25,12.9,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
1465,Tariq Lamptey,gh GHA,"DF,FW",Brighton,eng Premier League,20,2000,17.3,0,19,4,21.1,1.10,0.23,0.00,0.00,20.0,0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
1466,Manuel Lanzini,ar ARG,"MF,FW",West Ham,eng Premier League,28,1993,19.8,5,13,4,30.8,0.66,0.20,0.15,0.50,23.1,1,3,3,3.7,1.3,0.10,+1.3,+0.7,Matches
1467,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,27,1994,31.4,4,35,7,20.0,1.11,0.22,0.11,0.57,11.6,0,0,0,4.9,4.9,0.14,-0.9,-0.9,Matches
1468,Julien Laporte,fr FRA,DF,Lorient,fr Ligue 1,27,1993,32.1,2,17,3,17.6,0.53,0.09,0.12,0.67,13.5,0,0,0,1.9,1.9,0.11,+0.1,+0.1,Matches
1469,Yasser Larouci,fr FRA,DF,Troyes,fr Ligue 1,20,2001,3.8,0,3,1,33.3,0.79,0.26,0.00,0.00,20.3,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1470,Kevin Lasagna,it ITA,"MF,FW",Hellas Verona,it Serie A,28,1992,13.2,2,41,16,39.0,3.12,1.22,0.05,0.13,16.7,0,0,0,3.3,3.3,0.08,-1.3,-1.3,Matches
1471,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,27,1993,22.9,1,17,4,23.5,0.74,0.17,0.06,0.25,10.2,0,0,0,0.9,0.9,0.05,+0.1,+0.1,Matches
1472,Bryan Lasme,fr FRA,FW,Arminia,de Bundesliga,22,1998,9.7,2,13,8,61.5,1.33,0.82,0.15,0.25,14.7,0,0,0,0.8,0.8,0.06,+1.2,+1.2,Matches
1473,Paul Lasne,fr FRA,MF,Brest,fr Ligue 1,32,1989,9.4,0,8,1,12.5,0.85,0.11,0.00,0.00,21.9,1,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
1474,Latasa,es ESP,FW,Real Madrid,es La Liga,20,2001,0.1,0,1,0,0.0,10.00,0.00,0.00,,9.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
1475,Toni Lato,es ESP,DF,Valencia,es La Liga,23,1997,6.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1476,Armand Lauriente,fr FRA,"FW,MF",Lorient,fr Ligue 1,22,1998,27.5,6,84,36,42.9,3.05,1.31,0.06,0.14,21.0,22,1,1,7.5,6.7,0.08,-1.5,-1.7,Matches
1477,Darko Lazović,rs SRB,DF,Hellas Verona,it Serie A,30,1990,30.7,1,46,10,21.7,1.50,0.33,0.02,0.10,17.9,1,0,0,2.9,2.9,0.06,-1.9,-1.9,Matches
1478,Manuel Lazzari,it ITA,DF,Lazio,it Serie A,27,1993,18.5,3,12,6,50.0,0.65,0.32,0.25,0.50,21.2,0,0,0,0.8,0.8,0.06,+2.2,+2.2,Matches
1479,Théo Le Bris,fr FRA,MF,Lorient,fr Ligue 1,18,2002,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1480,Jérémy Le Douaron,fr FRA,"FW,MF",Brest,fr Ligue 1,23,1998,16.1,5,35,16,45.7,2.18,1.00,0.14,0.31,14.6,0,0,0,3.7,3.7,0.11,+1.3,+1.3,Matches
1481,Enzo Le Fée,fr FRA,"MF,FW",Lorient,fr Ligue 1,21,2000,24.4,2,33,9,27.3,1.35,0.37,0.06,0.22,23.9,5,0,0,1.9,1.9,0.06,+0.1,+0.1,Matches
1482,Vincent Le Goff,fr FRA,DF,Lorient,fr Ligue 1,31,1989,34.0,1,27,4,14.8,0.79,0.12,0.04,0.25,16.8,0,0,0,1.4,1.4,0.05,-0.4,-0.4,Matches
1483,Maxime Le Marchand,fr FRA,DF,Strasbourg,fr Ligue 1,31,1989,9.6,1,3,2,66.7,0.31,0.21,0.33,0.50,12.6,0,0,0,0.3,0.3,0.11,+0.7,+0.7,Matches
1484,Robin Le Normand,es ESP,DF,Real Sociedad,es La Liga,24,1996,37.0,1,18,5,27.8,0.49,0.14,0.06,0.20,10.2,0,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches
1485,Patrick Leal,us USA,FW,Venezia,it Serie A,18,2003,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1486,Rafael Leão,pt POR,FW,Milan,it Serie A,22,1999,28.9,11,97,38,39.2,3.35,1.31,0.11,0.29,19.0,0,0,0,8.8,8.8,0.09,+2.2,+2.2,Matches
1487,Jean-Louis Leca,fr FRA,GK,Lens,fr Ligue 1,35,1985,25.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1488,Jeremías Ledesma,ar ARG,GK,Cádiz,es La Liga,28,1993,38.0,0,1,1,100.0,0.03,0.03,0.00,0.00,14.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
1489,Pierre Lees-Melou,fr FRA,MF,Norwich City,eng Premier League,28,1993,25.2,1,33,9,27.3,1.31,0.36,0.03,0.11,24.5,0,0,0,1.6,1.6,0.05,-0.6,-0.6,Matches
1490,Wu Lei,cn CHN,"FW,MF",Espanyol,es La Liga,29,1991,5.3,1,7,5,71.4,1.33,0.95,0.14,0.20,14.5,0,0,0,1.1,1.1,0.15,-0.1,-0.1,Matches
1491,Maxim Leitsch,de GER,DF,Bochum,de Bundesliga,23,1998,17.1,1,5,1,20.0,0.29,0.06,0.20,1.00,13.1,0,0,0,1.1,1.1,0.21,-0.1,-0.1,Matches
1492,Lucas Leiva,br BRA,MF,Lazio,it Serie A,34,1987,18.9,0,3,0,0.0,0.16,0.00,0.00,,23.8,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
1493,Florian Lejeune,fr FRA,DF,Alavés,es La Liga,30,1991,30.0,0,22,2,9.1,0.73,0.07,0.00,0.00,20.9,6,0,0,1.5,1.5,0.07,-1.5,-1.5,Matches
1494,Iñigo Lekue,es ESP,DF,Athletic Club,es La Liga,28,1993,21.4,0,7,1,14.3,0.33,0.05,0.00,0.00,25.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1495,Thomas Lemar,fr FRA,MF,Atlético Madrid,es La Liga,25,1995,16.0,4,29,8,27.6,1.81,0.50,0.14,0.50,18.6,1,0,0,3.4,3.4,0.12,+0.6,+0.6,Matches
1496,Félix Lemaréchal,ci CIV,MF,Monaco,fr Ligue 1,17,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1497,Mario Lemina,ga GAB,MF,Nice,fr Ligue 1,27,1993,21.9,2,16,4,25.0,0.73,0.18,0.13,0.50,15.5,0,0,0,2.0,2.0,0.12,0.0,0.0,Matches
1498,Fabien Lemoine,fr FRA,MF,Lorient,fr Ligue 1,34,1987,12.4,0,4,0,0.0,0.32,0.00,0.00,,19.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
1499,Tim Lemperle,de GER,"FW,MF",Köln,de Bundesliga,19,2002,1.7,2,7,3,42.9,4.23,1.81,0.29,0.67,10.3,0,0,0,1.4,1.4,0.21,+0.6,+0.6,Matches
1500,Ruben Lendinez,es ESP,DF,Valencia,es La Liga,18,2003,1.5,0,1,0,0.0,0.66,0.00,0.00,,14.2,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
1501,Clément Lenglet,fr FRA,DF,Barcelona,es La Liga,26,1995,9.2,0,2,1,50.0,0.22,0.11,0.00,0.00,10.1,0,0,0,0.2,0.2,0.09,-0.2,-0.2,Matches
1502,Aaron Lennon,eng ENG,"MF,FW",Burnley,eng Premier League,34,1987,17.2,2,12,4,33.3,0.70,0.23,0.17,0.50,20.1,0,0,0,1.1,1.1,0.09,+0.9,+0.9,Matches
1503,Bernd Leno,de GER,GK,Arsenal,eng Premier League,29,1992,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1504,Christopher Lenz,de GER,DF,Eint Frankfurt,de Bundesliga,26,1994,7.4,0,6,0,0.0,0.81,0.00,0.00,,23.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
1505,Léo Leroy,fr FRA,MF,Montpellier,fr Ligue 1,21,2000,7.0,0,8,3,37.5,1.15,0.43,0.00,0.00,26.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
1506,Alexandre Letellier,fr FRA,GK,Paris S-G,fr Ligue 1,30,1990,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
1507,Robert Lewandowski,pl POL,FW,Bayern Munich,de Bundesliga,32,1988,32.7,35,156,75,48.1,4.77,2.29,0.19,0.40,13.6,3,5,5,33.2,29.3,0.19,+1.8,+0.7,Matches
1508,Jamie Leweling,de GER,"FW,MF",Greuther Fürth,de Bundesliga,20,2001,21.8,5,44,17,38.6,2.02,0.78,0.11,0.29,17.6,0,0,0,4.0,4.0,0.09,+1.0,+1.0,Matches
