,Unnamed: 0.1,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_Against,Goals_Against_per90,Shots_on_Target_Against,Saves,Save%,W,D,L,CS,CS%,PK_attempts,PK_Allowed,PKs_Saved,PK_missed,Save%(Penalty Kicks),Gk_free_kick_goals_against,Gk_corner_kick_goals_against,Gk_own_goals_against,Gk_psxg,Gk_psxg_per_shot_on_target_against,Gk_psxg_diff,Gk_psxg_net_per90,Gk_passes_completed_launched,Gk_passes_attempted_launched,Gk_passes_pct_launched,Gk_passes,Gk_passes_throws,Gk_pct_passes_launched,Gk_passes_length_avg,Gk_goal_kicks,Gk_pct_goal_kicks_launched,Gk_goal_kick_length_avg,Gk_crosses_faced,Gk_crosses_stopped,Gk_crosses_stopped_pct,Gk_def_actions_outside_pen_area,Gk_def_actions_outside_pen_area_per90,Gk_avg_distance_def_actions,Gk_goal_kicks_launched,Gk_passes_launched,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists,xAG,xA,A-xAG,Key_Passes,Passes_1/3,Passes_Penalty_Area,Crosses_Penalty_Area,Progressive_Passes,Goal_Creating_Action,Shot_Creating_Action,Shot_Creating_Action_per90,Goal_Creating_Action_90,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Tocuhes_Live_Balls,Carries,Passes_Received,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Tocuhes_Live_Balls_per_90,Carries_per_90,Passes_Received_per_90
180,180.0,186.0,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,29.0,1991.0,28.0,28.0,2520.0,28.0,46.0,1.64,147.0,100.0,72.1,10.0,5.0,13.0,4.0,14.3,7.0,5.0,2.0,0.0,28.6,1.0,8.0,1.0,47.4,0.29,2.4,0.09,92.0,257.0,35.8,724.0,168.0,27.8,30.2,231.0,24.2,23.4,443.0,23.0,5.2,21.0,0.75,12.6,55.0,201.0,747.0,959.0,77.9,16949.0,11831.0,198.0,200.0,99.0,329.0,337.0,97.6,172.0,367.0,46.9,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.08,0.0,954.0,1045.0,2.0,1047.0,570.0,434.0,34.07,37.32,0.07,37.39,20.36,15.5
181,181.0,187.0,Yann Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,31.0,1988.0,31.0,31.0,2712.0,30.1,50.0,1.66,132.0,82.0,66.7,12.0,9.0,10.0,6.0,19.4,6.0,6.0,0.0,0.0,0.0,0.0,5.0,0.0,40.2,0.26,-9.8,-0.33,120.0,298.0,40.3,1026.0,123.0,23.7,28.7,212.0,25.9,28.6,397.0,7.0,1.8,30.0,1.0,16.5,54.0,243.0,1017.0,1243.0,81.8,24546.0,15043.0,238.0,240.0,99.2,515.0,523.0,98.5,259.0,469.0,55.2,,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,4.0,0.11,0.0,984.0,1297.0,11.0,1307.0,790.0,751.0,32.69,43.09,0.37,43.42,26.25,24.95
182,182.0,188.0,David Soria,es ESP,GK,Getafe,es La Liga,27.0,1993.0,28.0,28.0,2520.0,28.0,31.0,1.11,81.0,52.0,69.1,6.0,8.0,14.0,10.0,35.7,7.0,6.0,1.0,0.0,14.3,0.0,3.0,3.0,28.7,0.27,0.7,0.03,291.0,730.0,39.9,660.0,15.0,85.3,51.7,195.0,85.6,55.6,317.0,12.0,3.8,46.0,1.64,18.5,166.0,562.0,399.0,860.0,46.4,18729.0,17094.0,17.0,17.0,100.0,71.0,75.0,94.7,311.0,762.0,40.8,,0.0,0.1,0.0,0.0,57.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,642.0,896.0,17.0,913.0,419.0,249.0,22.93,32.0,0.61,32.61,14.96,8.89
183,183.0,189.0,Marco Sportiello,it ITA,GK,Atalanta,it Serie A,28.0,1992.0,15.0,13.0,1261.0,14.0,21.0,1.5,47.0,25.0,57.4,9.0,1.0,3.0,2.0,15.4,2.0,1.0,1.0,0.0,50.0,0.0,2.0,0.0,17.3,0.33,-3.7,-0.26,40.0,91.0,44.0,318.0,74.0,17.9,28.3,57.0,59.6,43.6,143.0,8.0,5.6,27.0,1.93,16.3,33.0,56.0,315.0,376.0,83.8,8191.0,5344.0,64.0,64.0,100.0,160.0,160.0,100.0,89.0,149.0,59.7,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.45,0.0,319.0,402.0,1.0,403.0,248.0,190.0,22.79,28.71,0.07,28.79,17.71,13.57
186,186.0,192.0,Wojciech Szczęsny,pl POL,GK,Juventus,it Serie A,30.0,1990.0,30.0,30.0,2677.0,29.7,32.0,1.08,98.0,66.0,71.4,16.0,8.0,6.0,5.0,16.7,6.0,4.0,2.0,0.0,33.3,0.0,4.0,2.0,29.8,0.25,-0.2,-0.01,76.0,149.0,51.0,836.0,132.0,15.6,26.5,179.0,10.6,22.0,399.0,12.0,3.0,37.0,1.24,16.2,18.0,130.0,919.0,1016.0,90.5,21589.0,13534.0,214.0,214.0,100.0,482.0,489.0,98.6,221.0,307.0,72.0,,0.0,0.0,1.0,1.0,5.0,0.0,0.0,1.0,0.0,7.0,0.21,0.0,881.0,1067.0,9.0,1076.0,618.0,595.0,29.66,35.93,0.3,36.23,20.81,20.03
188,188.0,194.0,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,28.0,1992.0,31.0,31.0,2790.0,31.0,32.0,1.03,106.0,76.0,72.6,21.0,5.0,5.0,11.0,35.5,3.0,3.0,0.0,0.0,0.0,1.0,4.0,2.0,28.6,0.24,-1.4,-0.04,78.0,171.0,45.6,881.0,156.0,14.6,26.5,161.0,26.1,31.6,283.0,17.0,6.0,32.0,1.03,15.8,42.0,128.0,925.0,1043.0,88.7,22407.0,15660.0,182.0,183.0,99.5,514.0,522.0,98.5,228.0,336.0,67.9,,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0,0.11,0.0,957.0,1084.0,8.0,1093.0,618.0,633.0,30.87,34.97,0.26,35.26,19.94,20.42
190,190.0,196.0,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,30.0,1990.0,33.0,33.0,2970.0,33.0,52.0,1.58,150.0,99.0,68.0,15.0,12.0,6.0,4.0,12.1,6.0,4.0,1.0,1.0,20.0,1.0,5.0,2.0,44.6,0.27,-5.4,-0.16,222.0,574.0,38.7,1088.0,163.0,41.2,34.4,265.0,47.5,41.6,459.0,14.0,3.1,51.0,1.55,15.7,125.0,448.0,953.0,1359.0,70.1,26873.0,20832.0,185.0,186.0,99.5,459.0,466.0,98.5,305.0,697.0,43.8,,0.0,0.1,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,1147.0,1431.0,7.0,1438.0,776.0,728.0,34.76,43.36,0.21,43.58,23.52,22.06
195,195.0,201.0,Iván Villar,es ESP,GK,Celta Vigo,es La Liga,23.0,1997.0,21.0,19.0,1781.0,19.8,30.0,1.52,77.0,47.0,68.8,7.0,5.0,7.0,5.0,26.3,7.0,6.0,1.0,0.0,14.3,1.0,2.0,1.0,27.1,0.28,-1.9,-0.1,100.0,338.0,29.6,505.0,77.0,45.0,37.1,172.0,64.5,49.4,319.0,7.0,2.2,31.0,1.57,15.5,110.0,227.0,411.0,681.0,60.4,12070.0,9067.0,81.0,81.0,100.0,187.0,191.0,97.9,143.0,403.0,35.5,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,658.0,739.0,1.0,740.0,357.0,284.0,33.23,37.32,0.05,37.37,18.03,14.34
197,197.0,203.0,Rubén Yáñez,es ESP,GK,Getafe,es La Liga,26.0,1993.0,10.0,10.0,900.0,10.0,12.0,1.2,30.0,18.0,63.3,3.0,3.0,4.0,4.0,40.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.33,-1.0,-0.1,79.0,183.0,43.2,203.0,33.0,63.1,43.4,68.0,80.9,54.8,127.0,5.0,3.9,4.0,0.4,12.3,55.0,128.0,164.0,273.0,60.1,6493.0,5481.0,10.0,10.0,100.0,50.0,50.0,100.0,104.0,211.0,49.3,,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,1.0,3.0,0.13,0.04,228.0,279.0,2.0,281.0,138.0,102.0,22.8,27.9,0.2,28.1,13.8,10.2
199,199.0,205.0,Robin Zentner,de GER,GK,Mainz 05,de Bundesliga,25.0,1994.0,31.0,31.0,2790.0,31.0,46.0,1.48,142.0,97.0,71.1,9.0,9.0,13.0,5.0,16.1,6.0,5.0,0.0,1.0,0.0,1.0,3.0,1.0,40.9,0.26,-4.1,-0.13,132.0,453.0,29.1,824.0,199.0,38.0,35.4,250.0,56.0,46.0,470.0,32.0,6.8,37.0,1.19,14.5,140.0,313.0,722.0,1078.0,67.0,19935.0,14202.0,153.0,157.0,97.5,343.0,352.0,97.4,224.0,561.0,39.9,,0.1,0.1,-0.1,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,971.0,1136.0,8.0,1147.0,642.0,458.0,31.32,36.65,0.26,37.0,20.71,14.77
202,202.0,0.0,Alfred Gomis,sn SEN,GK,Dijon+Rennes,fr Ligue 1,26.0,1993.0,27.0,27.0,2430.0,27.0,35.0,1.3,107.0,74.0,69.0,7.0,6.0,14.0,5.0,19.0,7.0,6.0,0.0,1.0,0.0,0.0,1.0,2.0,33.6,0.31,0.5999999999999996,0.02,110.0,294.0,37.0,654.0,144.0,28.000000000000004,32.650000000000006,195.0,55.00000000000001,45.2,344.0,14.0,4.0,42.0,1.56,15.5,107.0,184.0,648.0,851.0,76.0,16919.0,12819.0,135.0,136.0,99.0,331.0,335.0,99.0,178.0,373.0,48.0,0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.12,0.0,769.0,909.0,11.0,918.0,491.0,374.0,503.81,607.19,8.96,614.52,346.56,266.33
203,203.0,1.0,Edouard Mendy,sn SEN,GK,Chelsea+Rennes,eng Premier League+fr Ligue 1,28.0,1992.0,32.0,32.0,2835.0,31.5,26.0,0.83,82.0,56.0,68.0,17.0,8.0,7.0,16.0,50.0,3.0,2.0,1.0,0.0,33.0,1.0,4.0,1.0,22.7,0.28,-2.3000000000000003,-0.07,77.0,208.0,37.0,869.0,128.0,18.0,29.45,185.0,26.0,27.35,346.0,17.0,5.0,27.0,0.86,13.1,48.0,158.0,898.0,1056.0,85.0,19045.0,11425.0,281.0,285.0,99.0,430.0,435.0,99.0,174.0,321.0,54.0,0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,921.0,1093.0,6.0,1099.0,664.0,639.0,869.29,1032.08,4.87,1036.95,624.19,604.67
204,204.0,2.0,Mathew Ryan,au AUS,GK,Arsenal+Brighton,eng Premier League,28.0,1992.0,14.0,14.0,1260.0,14.0,21.0,1.5,44.0,24.0,55.00000000000001,3.0,5.0,6.0,3.0,21.0,5.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,16.2,0.37,-3.8,-0.27,45.0,118.0,38.0,414.0,82.0,23.0,25.35,65.0,35.0,31.3,164.0,12.0,7.000000000000001,8.0,0.57,12.45,23.0,94.0,392.0,479.0,82.0,9280.0,5389.0,81.0,82.0,99.0,217.0,219.0,99.0,91.0,175.0,52.0,0,0.1,0.0,-0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389.0,494.0,8.0,503.0,298.0,289.0,275.36,348.14,4.0,352.36,209.0,209.36
