,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_Against,Goals_Against_per90,Shots_on_Target_Against,Saves,Save%,W,D,L,CS,CS%,PK_attempts,PK_Allowed,PKs_Saved,PK_missed,Save%(Penalty Kicks),Gk_free_kick_goals_against,Gk_corner_kick_goals_against,Gk_own_goals_against,Gk_psxg,Gk_psxg_per_shot_on_target_against,Gk_psxg_diff,Gk_psxg_net_per90,Gk_passes_completed_launched,Gk_passes_attempted_launched,Gk_passes_pct_launched,Gk_passes,Gk_passes_throws,Gk_pct_passes_launched,Gk_passes_length_avg,Gk_goal_kicks,Gk_pct_goal_kicks_launched,Gk_goal_kick_length_avg,Gk_crosses_faced,Gk_crosses_stopped,Gk_crosses_stopped_pct,Gk_def_actions_outside_pen_area,Gk_def_actions_outside_pen_area_per90,Gk_avg_distance_def_actions,Gk_goal_kicks_launched,Gk_passes_launched,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists,xAG,xA,A-xAG,Key_Passes,Passes_1/3,Passes_Penalty_Area,Crosses_Penalty_Area,Progressive_Passes,Goal_Creating_Action,Shot_Creating_Action,Shot_Creating_Action_per90,Goal_Creating_Action_90,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Tocuhes_Live_Balls,Carries,Passes_Received,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Tocuhes_Live_Balls_per_90,Carries_per_90,Passes_Received_per_90,Seasons at top 5,Seasons in PL,Seasons in Liga,Seasons in Serie A,Seasons in Ligue 1,Seasons in Bundesliga,Goal_Creating_Action_per90
23,Yann Sommer,ch SUI,GK,Inter+Bayern Munich+M'Gladbach+M'Gladbach,it Serie A+de Bundesliga,35-083,1988.0,119.0,119.0,10632.0,118.1,162.0,1.37,496.0,332.0,67.0,61.0,28.0,30.0,35.0,28.999999999999996,24.0,20.0,3.0,1.0,12.0,3.0,12.0,1.0,155.2,0.31,-5.800000000000001,-0.05,448.0,1175.0,38.0,4172.0,510.0,23.0,28.34,768.0,28.999999999999996,30.59,1504.0,57.0,4.0,134.0,1.13,60.45,219.0,949.0,4053.0,4623.0,82.0,96960.0,62170.0,969.0,973.0,100.0,2088.0,2120.0,98.0,971.0,1817.0,53.0,,0.4,0.1,0.6,1.0,30.0,1.0,0.0,5.0,2.0,13.0,0.11,,3936.0,5161.0,40.0,5197.0,3309.0,3101.0,33.33,43.7,0.34,44.01,28.02,26.26,4,0,0,1,0,3,0.02
24,Jan Oblak,si SVN,GK,Atlético Madrid,es La Liga,31-062,1993.0,131.0,131.0,11762.0,130.7,117.0,0.9,415.0,301.0,73.0,81.0,25.0,25.0,50.0,38.0,16.0,10.0,3.0,3.0,19.0,3.0,13.0,6.0,115.1,0.28,4.099999999999999,0.03,570.0,1746.0,33.0,2625.0,531.0,43.0,36.25,1013.0,61.0,44.78,1759.0,87.0,5.0,90.0,0.69,56.099999999999994,616.0,1127.0,2368.0,3371.0,65.0,70695.0,52842.0,382.0,383.0,100.0,1018.0,1032.0,99.0,954.0,2208.0,43.0,,0.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,0.0,5.0,0.04,,3453.0,3859.0,17.0,3875.0,1843.0,1453.0,26.42,29.53,0.13,29.65,14.1,11.12,4,0,4,0,0,0,0.0
25,Nick Pope,eng ENG,GK,Newcastle Utd+Burnley,eng Premier League,31-325,1992.0,119.0,119.0,10636.0,118.10000000000001,130.0,1.1,485.0,356.0,73.0,44.0,38.0,37.0,39.0,33.0,13.0,10.0,2.0,1.0,15.0,2.0,20.0,3.0,130.89999999999998,0.27,3.9000000000000004,0.03,728.0,1974.0,37.0,2482.0,600.0,53.0,38.33,826.0,80.0,53.28,1667.0,118.0,7.000000000000001,255.0,2.16,73.5,660.0,1312.0,1964.0,2712.0,59.0,69325.0,55923.0,246.0,253.0,97.0,709.0,733.0,97.0,1002.0,2312.0,43.0,,0.30000000000000004,0.30000000000000004,-0.30000000000000004,6.0,104.0,4.0,0.0,2.0,0.0,15.0,0.13,,2876.0,3576.0,76.0,3646.0,1750.0,1122.0,24.35,30.28,0.64,30.87,14.82,9.5,4,4,0,0,0,0,0.0
26,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,31-189,1992.0,136.0,136.0,12139.0,134.9,168.0,1.25,565.0,397.0,70.0,62.0,24.0,50.0,43.0,32.0,17.0,13.0,3.0,1.0,18.0,5.0,25.0,10.0,165.4,0.29,7.4,0.05,686.0,1807.0,38.0,4000.0,599.0,35.0,32.8,862.0,48.0,39.12,1864.0,169.0,9.0,195.0,1.45,64.4,418.0,1385.0,3624.0,4643.0,74.0,96453.0,65156.0,725.0,731.0,99.0,1880.0,1907.0,99.0,1010.0,2211.0,46.0,,0.4,0.3,-0.4,6.0,80.0,1.0,0.0,2.0,3.0,14.0,0.1,,4217.0,5103.0,70.0,5171.0,2963.0,2333.0,31.26,37.83,0.52,38.33,21.96,17.29,4,4,0,0,0,0,0.02
27,Ivan Provedel,it ITA,GK,Lazio+Spezia,it Serie A,29-358,1994.0,125.0,124.0,11214.0,124.6,166.0,1.33,528.0,365.0,69.0,48.0,27.0,49.0,41.0,33.0,23.0,18.0,1.0,4.0,4.0,4.0,14.0,4.0,153.6,0.29,-8.4,-0.07,634.0,1701.0,37.0,4092.0,529.0,33.0,34.33,739.0,47.0,40.83,1605.0,73.0,5.0,140.0,1.12,57.8,349.0,1349.0,3595.0,4382.0,74.0,102284.0,71232.0,622.0,626.0,99.0,1483.0,1520.0,98.0,1475.0,2669.0,55.00000000000001,,0.0,0.2,0.0,1.0,70.0,3.0,0.0,3.0,2.0,13.0,0.1,,4267.0,5123.0,46.0,5167.0,3071.0,2771.0,34.25,41.12,0.37,41.47,24.65,22.24,4,0,0,4,0,0,0.02
28,David Soria,es ESP,GK,Getafe,es La Liga,30-340,1993.0,131.0,131.0,11784.0,130.9,158.0,1.21,511.0,352.0,69.0,32.0,46.0,53.0,44.0,34.0,25.0,16.0,7.0,2.0,28.000000000000004,0.0,19.0,6.0,157.8,0.31,5.8,0.04,1327.0,3184.0,42.0,3030.0,297.0,75.0,48.82,1049.0,88.0,57.18,1802.0,86.0,5.0,189.0,1.44,66.4,921.0,2259.0,2118.0,4161.0,52.0,94477.0,84264.0,109.0,111.0,98.0,486.0,510.0,95.0,1522.0,3454.0,44.0,,0.2,0.5,-0.2,4.0,181.0,6.0,0.0,1.0,0.0,17.0,0.13,,3443.0,4354.0,37.0,4388.0,2019.0,1210.0,26.3,33.26,0.28,33.52,15.42,9.24,4,0,4,0,0,0,0.0
29,Marc-André ter Stegen,de GER,GK,Barcelona,es La Liga,31-314,1992.0,122.0,122.0,10907.0,121.2,101.0,0.83,376.0,279.0,74.0,80.0,23.0,19.0,57.0,47.0,9.0,8.0,1.0,0.0,11.0,1.0,13.0,5.0,100.0,0.27,3.9999999999999987,0.03,433.0,861.0,50.0,3722.0,561.0,18.0,26.95,660.0,30.0,32.57,1224.0,59.0,5.0,129.0,1.06,63.2,197.0,659.0,3819.0,3999.0,87.0,94582.0,66137.0,787.0,795.0,99.0,1976.0,2019.0,98.0,1043.0,1553.0,67.0,,0.4,0.0,-0.4,5.0,33.0,0.0,0.0,8.0,2.0,28.0,0.23,,3646.0,4513.0,54.0,4566.0,2801.0,2674.0,30.08,37.24,0.45,37.67,23.11,22.06,4,0,4,0,0,0,0.02
30,Marco Silvestri,it ITA,GK,Udinese+Hellas Verona,it Serie A,33-007,1991.0,124.0,124.0,11160.0,124.0,168.0,1.35,477.0,314.0,66.0,33.0,47.0,44.0,28.0,23.0,27.0,23.0,0.0,4.0,0.0,3.0,15.0,5.0,156.5,0.33,-6.5,-0.05,559.0,1657.0,34.0,2588.0,393.0,44.0,36.02,925.0,55.00000000000001,43.15,1735.0,43.0,2.0,58.0,0.47,48.699999999999996,508.0,1145.0,2322.0,3021.0,66.0,66962.0,52969.0,472.0,474.0,100.0,1067.0,1084.0,98.0,773.0,1942.0,40.0,,0.0,0.1,0.0,2.0,43.0,0.0,0.0,0.0,0.0,12.0,0.1,,3395.0,3816.0,5.0,3821.0,1843.0,1497.0,27.38,30.77,0.04,30.81,14.86,12.07,4,0,0,4,0,0,0.0
31,Jordan Pickford,eng ENG,GK,Everton,eng Premier League,30-002,1994.0,130.0,130.0,11652.0,129.5,191.0,1.47,591.0,406.0,69.0,40.0,30.0,60.0,33.0,25.0,15.0,13.0,1.0,1.0,7.000000000000001,5.0,28.0,7.0,184.3,0.31,0.30000000000000016,0.0,1033.0,2787.0,37.0,3720.0,522.0,56.00000000000001,42.03,976.0,70.0,52.78,1938.0,83.0,4.0,157.0,1.21,61.400000000000006,688.0,2093.0,2842.0,4671.0,60.0,95589.0,76228.0,548.0,551.0,99.0,973.0,995.0,98.0,1302.0,3127.0,42.0,,0.30000000000000004,1.0000000000000002,0.7000000000000001,11.0,211.0,9.0,0.0,7.0,3.0,42.0,0.32,,3757.0,4849.0,217.0,5056.0,2685.0,2177.0,29.01,37.44,1.68,39.04,20.73,16.81,4,4,0,0,0,0,0.02
32,Rui Patrício,pt POR,GK,Roma+Wolves,it Serie A+eng Premier League,36-023,1988.0,133.0,133.0,11969.0,133.0,156.0,1.17,476.0,325.0,68.0,58.0,31.0,44.0,44.0,33.0,20.0,16.0,3.0,1.0,15.0,4.0,19.0,8.0,138.5,0.29,-9.5,-0.07,559.0,1315.0,43.0,2530.0,494.0,38.0,33.58,867.0,41.0,34.5,1662.0,65.0,4.0,71.0,0.53,50.4,358.0,954.0,2560.0,3228.0,75.0,70793.0,49921.0,533.0,535.0,100.0,1110.0,1125.0,99.0,897.0,1715.0,52.0,,0.0,0.0,0.0,0.0,17.0,0.0,0.0,2.0,0.0,11.0,0.08,,3267.0,3592.0,5.0,3597.0,1832.0,1388.0,24.56,27.01,0.04,27.05,13.77,10.44,4,1,0,3,0,0,0.0
33,Sergio Herrera,es ESP,GK,Osasuna,es La Liga,30-278,1993.0,109.0,108.0,9787.0,108.80000000000001,141.0,1.3,431.0,287.0,67.0,37.0,27.0,44.0,33.0,30.0,19.0,9.0,7.0,3.0,37.0,1.0,23.0,4.0,138.7,0.32,1.7000000000000002,0.02,1124.0,2568.0,44.0,2895.0,285.0,64.0,44.52,862.0,82.0,54.98,1628.0,90.0,6.0,181.0,1.66,70.2,705.0,1857.0,2196.0,3449.0,57.99999999999999,88823.0,77390.0,175.0,177.0,99.0,681.0,712.0,96.0,1337.0,2862.0,47.0,,0.2,0.4,-0.2,4.0,188.0,2.0,0.0,2.0,1.0,16.0,0.15,,3064.0,4009.0,48.0,4054.0,2004.0,1441.0,28.16,36.85,0.44,37.26,18.42,13.24,4,0,4,0,0,0,0.01
34,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,32-309,1991.0,125.0,125.0,11250.0,125.0,171.0,1.37,565.0,395.0,70.0,46.0,34.0,45.0,32.0,26.0,31.0,23.0,6.0,2.0,19.0,3.0,19.0,7.0,171.0,0.3,7.0,0.06,515.0,1323.0,39.0,3256.0,638.0,32.0,31.5,945.0,30.0,30.2,1779.0,90.0,5.0,64.0,0.51,47.00000000000001,288.0,1030.0,3263.0,4041.0,77.0,81606.0,56816.0,767.0,773.0,99.0,1368.0,1397.0,98.0,977.0,1876.0,52.0,,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,8.0,0.06,,4097.0,4532.0,14.0,4546.0,2432.0,1986.0,32.78,36.26,0.11,36.37,19.46,15.89,4,0,0,4,0,0,0.0
35,Kevin Trapp,de GER,GK,Eint Frankfurt,de Bundesliga,33-245,1990.0,120.0,120.0,10800.0,120.0,178.0,1.48,529.0,352.0,67.0,46.0,42.0,32.0,21.0,18.0,18.0,14.0,3.0,1.0,17.0,2.0,18.0,4.0,167.4,0.32,-6.6000000000000005,-0.06,538.0,1707.0,32.0,3451.0,537.0,38.0,33.35,899.0,42.0,38.88,1638.0,61.0,4.0,138.0,1.15,61.0,382.0,1322.0,3037.0,3879.0,69.0,79663.0,57228.0,685.0,688.0,100.0,1487.0,1515.0,98.0,849.0,2129.0,40.0,,0.0,0.1,0.0,0.0,49.0,0.0,0.0,0.0,0.0,9.0,0.08,,3897.0,4625.0,28.0,4650.0,2542.0,2283.0,32.48,38.54,0.23,38.75,21.18,19.02,4,0,0,0,0,4,0.0
36,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,31-258,1992.0,114.0,114.0,10260.0,114.0,152.0,1.33,467.0,315.0,67.0,47.0,31.0,36.0,39.0,34.0,20.0,12.0,5.0,3.0,25.0,1.0,13.0,5.0,148.0,0.32,0.9999999999999999,0.01,736.0,1718.0,43.0,3864.0,583.0,33.0,33.35,791.0,57.99999999999999,46.32,1641.0,104.0,6.0,173.0,1.52,65.1,455.0,1262.0,3559.0,4154.0,76.0,104404.0,72234.0,535.0,537.0,100.0,1660.0,1682.0,99.0,1357.0,2425.0,56.00000000000001,,0.8999999999999999,0.2,0.09999999999999998,2.0,86.0,0.0,0.0,4.0,5.0,20.0,0.18,,3758.0,4855.0,46.0,4896.0,2967.0,2616.0,32.96,42.59,0.4,42.95,26.03,22.95,4,0,0,0,0,4,0.04
37,José Sá,pt POR,GK,Wolves,eng Premier League,31-052,1993.0,98.0,98.0,8662.0,96.2,134.0,1.39,433.0,300.0,69.0,36.0,17.0,45.0,26.0,27.0,19.0,16.0,2.0,1.0,11.0,2.0,10.0,3.0,137.1,0.32,6.1000000000000005,0.06,298.0,1138.0,26.0,2351.0,539.0,33.0,33.2,693.0,53.0,41.77,1459.0,124.0,8.0,68.0,0.89,38.599999999999994,367.0,767.0,2093.0,3056.0,68.0,52365.0,34270.0,488.0,497.0,98.0,1071.0,1097.0,98.0,520.0,1433.0,36.0,,0.9,0.0,0.1,3.0,31.0,1.0,0.0,2.0,1.0,7.0,0.07,,2961.0,3272.0,20.0,3291.0,1845.0,1299.0,30.78,34.01,0.21,34.21,19.18,13.5,3,3,0,0,0,0,0.01
38,Mark Flekken,nl NED,GK,Freiburg+Brentford,de Bundesliga+eng Premier League,30-270,1993.0,92.0,92.0,8235.0,91.5,131.0,1.43,422.0,292.0,69.0,39.0,22.0,31.0,27.0,28.999999999999996,9.0,8.0,0.0,2.0,0.0,1.0,12.0,1.0,126.6,0.3,-3.4000000000000004,-0.04,675.0,1735.0,39.0,3226.0,326.0,39.0,36.5,678.0,68.0,53.13,1293.0,70.0,5.0,78.0,1.08,43.6,463.0,1270.0,2754.0,3918.0,70.0,86168.0,63107.0,349.0,357.0,98.0,1324.0,1342.0,99.0,1076.0,2197.0,49.0,,0.5,0.7999999999999999,0.5,6.0,128.0,7.0,0.0,5.0,3.0,23.0,0.25,,3241.0,4031.0,95.0,4121.0,2426.0,2038.0,35.42,44.05,1.04,45.04,26.51,22.27,3,1,0,0,0,2,0.03
39,Guglielmo Vicario,it ITA,GK,Empoli+Tottenham,it Serie A+eng Premier League,27-154,1996.0,95.0,95.0,8543.0,94.9,148.0,1.56,463.0,321.0,69.0,34.0,28.0,33.0,19.0,20.0,22.0,15.0,3.0,5.0,14.000000000000002,2.0,17.0,9.0,149.0,0.32,10.0,0.11,312.0,1027.0,30.0,3108.0,513.0,26.0,29.5,586.0,37.0,34.6,1581.0,93.0,6.0,60.0,1.21,42.599999999999994,218.0,807.0,1860.0,2410.0,77.0,43352.0,28059.0,465.0,468.0,99.0,1010.0,1034.0,98.0,377.0,893.0,42.0,,0.0,0.0,0.0,0.0,23.0,0.0,0.0,1.0,0.0,7.0,0.07,,2064.0,2566.0,12.0,2578.0,1536.0,1408.0,21.75,27.04,0.13,27.17,16.19,14.84,3,1,0,2,0,0,0.0
40,Giorgi Mamardashvili,ge GEO,GK,Valencia,es La Liga,23-162,2000.0,82.0,82.0,7380.0,82.0,96.0,1.17,325.0,231.0,71.0,26.0,23.0,33.0,23.0,28.000000000000004,10.0,6.0,1.0,6.0,10.0,0.0,12.0,3.0,99.0,0.3,6.0,0.07,414.0,1281.0,32.0,1760.0,304.0,50.0,39.43,551.0,73.0,53.7,1103.0,83.0,8.0,76.0,1.2,44.6,403.0,873.0,1369.0,2319.0,59.0,43114.0,34433.0,253.0,259.0,98.0,577.0,596.0,97.0,530.0,1445.0,37.0,,0.0,0.0,0.0,0.0,38.0,0.0,0.0,2.0,1.0,8.0,0.1,,2095.0,2485.0,39.0,2520.0,1266.0,877.0,25.55,30.3,0.48,30.73,15.44,10.7,3,0,3,0,0,0,0.01
41,Marco Bizot,nl NED,GK,Brest,fr Ligue 1,32-365,1991.0,97.0,97.0,8726.0,97.0,129.0,1.33,432.0,304.0,70.0,35.0,26.0,36.0,25.0,26.0,15.0,12.0,3.0,0.0,20.0,1.0,21.0,4.0,129.3,0.3,4.300000000000001,0.04,654.0,1456.0,45.0,2315.0,454.0,41.0,36.27,750.0,68.0,48.73,1317.0,61.0,5.0,59.0,0.93,41.9,509.0,943.0,2215.0,3071.0,72.0,71642.0,54217.0,231.0,231.0,100.0,1053.0,1064.0,99.0,927.0,1766.0,52.0,,0.2,0.2,0.8,4.0,47.0,1.0,0.0,1.0,2.0,14.0,0.14,,2907.0,3330.0,10.0,3341.0,2037.0,1366.0,29.97,34.33,0.1,34.44,21.0,14.08,3,0,0,0,3,0,0.02
42,David Raya,es ESP,GK,Brentford+Arsenal,eng Premier League,28-176,1995.0,84.0,84.0,7560.0,84.0,92.0,1.1,351.0,262.0,75.0,40.0,22.0,22.0,29.0,35.0,8.0,7.0,1.0,0.0,12.0,1.0,16.0,4.0,89.7,0.26,1.7000000000000002,0.02,651.0,1642.0,40.0,2893.0,392.0,44.0,35.23,538.0,67.0,48.37,1194.0,108.0,9.0,89.0,1.52,50.1,360.0,1279.0,2338.0,3444.0,68.0,70557.0,53297.0,431.0,436.0,99.0,1039.0,1059.0,98.0,864.0,1926.0,45.0,,0.1,0.30000000000000004,-0.1,3.0,141.0,3.0,0.0,18.0,3.0,22.0,0.26,,2638.0,3440.0,163.0,3601.0,2212.0,1809.0,31.4,40.95,1.94,42.87,26.33,21.54,3,3,0,0,0,0,0.04
43,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,30-075,1993.0,95.0,94.0,8526.0,94.7,123.0,1.3,387.0,268.0,69.0,29.0,29.0,36.0,27.0,28.000000000000004,16.0,12.0,3.0,2.0,19.0,1.0,16.0,7.0,119.60000000000001,0.31,3.6,0.04,458.0,1535.0,30.0,2188.0,478.0,49.0,40.37,741.0,62.0,48.9,1310.0,73.0,6.0,87.0,1.21,45.2,456.0,1076.0,1763.0,2947.0,60.0,54715.0,41963.0,271.0,272.0,100.0,794.0,810.0,98.0,692.0,1839.0,38.0,,0.0,0.1,0.0,1.0,62.0,0.0,0.0,0.0,0.0,14.0,0.15,,2641.0,3118.0,25.0,3143.0,1565.0,1136.0,27.89,32.93,0.26,33.19,16.53,12.0,3,0,3,0,0,0,0.0
44,Alexander Nübel,de GER,GK,Monaco+Stuttgart,fr Ligue 1+de Bundesliga,27-161,1996.0,98.0,98.0,8820.0,98.0,126.0,1.29,415.0,297.0,72.0,54.0,18.0,26.0,27.0,28.000000000000004,15.0,14.0,0.0,1.0,0.0,1.0,14.0,8.0,112.6,0.27,-5.4,-0.06,453.0,1089.0,42.0,2511.0,477.0,30.0,31.5,638.0,53.0,39.87,1128.0,84.0,7.000000000000001,79.0,1.29,47.7,339.0,747.0,2419.0,3153.0,77.0,67376.0,48793.0,404.0,406.0,100.0,1149.0,1172.0,98.0,856.0,1559.0,55.00000000000001,,0.0,0.3,0.0,1.0,18.0,1.0,0.0,3.0,2.0,13.0,0.13,,2825.0,3304.0,33.0,3335.0,2085.0,1493.0,28.83,33.71,0.34,34.03,21.28,15.23,3,0,0,0,2,1,0.02
45,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,28-319,1995.0,79.0,79.0,7110.0,79.0,121.0,1.53,346.0,227.0,66.0,23.0,24.0,32.0,12.0,15.0,8.0,6.0,2.0,0.0,25.0,6.0,12.0,4.0,118.1,0.34,1.1000000000000014,0.01,354.0,906.0,39.0,2902.0,278.0,27.0,30.23,430.0,31.0,33.53,1074.0,38.0,4.0,37.0,0.66,39.6,132.0,770.0,2671.0,3344.0,80.0,68479.0,45194.0,478.0,482.0,99.0,1492.0,1516.0,98.0,697.0,1324.0,53.0,,0.1,0.1,-0.1,2.0,45.0,3.0,0.0,1.0,1.0,13.0,0.16,,2595.0,3482.0,53.0,3532.0,2222.0,2179.0,32.85,44.08,0.67,44.71,28.13,27.58,3,0,0,0,0,3,0.01
46,Manuel Riemann,de GER,GK,Bochum,de Bundesliga,35-182,1988.0,88.0,88.0,7920.0,88.0,163.0,1.85,482.0,321.0,67.0,25.0,21.0,42.0,16.0,18.0,29.0,18.0,7.0,7.0,24.0,3.0,17.0,9.0,151.8,0.31,-0.20000000000000018,-0.0,1302.0,2908.0,45.0,3871.0,241.0,64.0,43.7,655.0,66.0,48.03,1302.0,86.0,7.000000000000001,192.0,3.02,61.900000000000006,432.0,2473.0,2768.0,4550.0,61.0,104148.0,88110.0,258.0,263.0,98.0,809.0,834.0,97.0,1697.0,3420.0,50.0,,0.5,1.4000000000000001,0.5,10.0,274.0,16.0,1.0,34.0,5.0,67.0,0.76,,3087.0,4492.0,331.0,4813.0,2887.0,2357.0,35.08,51.05,3.76,54.69,32.81,26.78,3,0,0,0,0,3,0.06
47,Matz Sels,be BEL,GK,Strasbourg+Nott'ham Forest+Strasbourg,fr Ligue 1+eng Premier League+fr Ligue 1,32-012,1992.0,99.0,99.0,8910.0,99.0,135.0,1.36,382.0,250.0,65.0,32.0,33.0,34.0,23.0,23.0,16.0,15.0,0.0,2.0,0.0,1.0,17.0,3.0,116.6,0.31,-15.4,-0.16,426.0,1141.0,37.0,2092.0,358.0,41.0,35.98,570.0,48.0,40.07,1307.0,51.0,4.0,71.0,0.93,39.75,272.0,863.0,1855.0,2668.0,70.0,52491.0,39551.0,375.0,378.0,99.0,802.0,815.0,98.0,663.0,1454.0,46.0,,0.9,0.1,-0.9,3.0,36.0,2.0,0.0,1.0,0.0,10.0,0.1,,2520.0,2878.0,17.0,2896.0,1788.0,1269.0,25.45,29.07,0.17,29.25,18.06,12.82,3,1,0,0,3,0,0.0
48,Pietro Terracciano,it ITA,GK,Fiorentina,it Serie A,34-001,1990.0,86.0,85.0,7722.0,85.8,105.0,1.22,290.0,186.0,64.0,37.0,18.0,30.0,21.0,24.0,16.0,13.0,3.0,0.0,19.0,2.0,7.0,4.0,94.2,0.32,-6.800000000000001,-0.08,474.0,1126.0,42.0,3017.0,343.0,30.0,32.47,493.0,42.0,37.6,785.0,40.0,5.0,106.0,1.46,49.89999999999999,208.0,917.0,2759.0,3522.0,78.0,77046.0,50857.0,451.0,457.0,99.0,1275.0,1296.0,98.0,1024.0,1745.0,59.0,,0.2,0.1,-0.2,3.0,48.0,3.0,0.0,1.0,0.0,11.0,0.13,,2991.0,3691.0,24.0,3714.0,2180.0,2203.0,34.86,43.02,0.28,43.29,25.41,25.68,3,0,0,3,0,0,0.0
49,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,27-018,1997.0,92.0,92.0,8280.0,92.0,98.0,1.07,323.0,224.0,69.0,32.0,29.0,31.0,28.0,30.0,18.0,16.0,1.0,2.0,6.0,2.0,14.0,0.0,88.3,0.27,-9.7,-0.11,657.0,2168.0,30.0,3311.0,409.0,49.0,40.73,621.0,90.0,67.47,1063.0,82.0,8.0,92.0,1.33,44.3,556.0,1609.0,2354.0,3960.0,59.0,76076.0,56422.0,305.0,309.0,99.0,1153.0,1168.0,99.0,893.0,2450.0,36.0,,0.5,0.5,-0.5,1.0,171.0,5.0,0.0,1.0,3.0,16.0,0.17,,2990.0,4100.0,41.0,4139.0,2609.0,2168.0,32.5,44.57,0.45,44.99,28.36,23.57,3,0,0,3,0,0,0.03
50,Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,38-347,1985.0,58.0,58.0,5174.0,57.5,60.0,1.04,213.0,155.0,73.0,28.0,13.0,17.0,17.0,28.999999999999996,5.0,4.0,1.0,0.0,20.0,0.0,9.0,3.0,57.2,0.27,0.19999999999999973,0.0,256.0,742.0,35.0,1764.0,270.0,31.0,31.95,338.0,57.99999999999999,42.95,712.0,56.0,8.0,77.0,1.34,16.05,195.0,544.0,1544.0,2104.0,73.0,41449.0,28072.0,266.0,269.0,99.0,816.0,833.0,98.0,457.0,994.0,46.0,,0.1,0.0,0.9,1.0,22.0,0.0,0.0,3.0,2.0,7.0,0.12,,1634.0,2178.0,27.0,2204.0,1601.0,1132.0,28.42,37.88,0.47,38.33,27.84,19.69,2,0,0,0,2,0,0.03
51,Janis Blaswich,de GER,GK,RB Leipzig,de Bundesliga,32-312,1991.0,46.0,46.0,4140.0,46.0,57.0,1.24,145.0,87.0,60.0,26.0,7.0,13.0,12.0,26.0,10.0,9.0,1.0,0.0,10.0,0.0,9.0,0.0,49.9,0.34,-7.1,-0.15,113.0,340.0,33.0,1766.0,209.0,15.0,25.6,285.0,26.0,30.5,517.0,34.0,7.000000000000001,74.0,1.61,17.35,75.0,263.0,1779.0,2053.0,87.0,39730.0,20598.0,419.0,424.0,99.0,1052.0,1061.0,99.0,302.0,557.0,54.0,,0.1,0.1,-0.1,1.0,21.0,0.0,0.0,4.0,0.0,3.0,0.07,,1415.0,2032.0,105.0,2135.0,1400.0,1335.0,30.76,44.17,2.28,46.41,30.43,29.02,2,0,0,0,0,2,0.0
52,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,22-124,2001.0,56.0,56.0,5040.0,56.0,51.0,0.91,191.0,142.0,74.0,27.0,17.0,12.0,24.0,43.0,7.0,4.0,3.0,0.0,43.0,2.0,3.0,5.0,55.6,0.29,9.6,0.17,130.0,498.0,26.0,1670.0,204.0,25.0,29.049999999999997,182.0,43.0,38.8,582.0,35.0,6.0,46.0,0.82,13.55,79.0,417.0,1442.0,1857.0,78.0,32358.0,21746.0,426.0,429.0,99.0,713.0,722.0,99.0,287.0,685.0,42.0,,0.7,0.2,-0.7,3.0,24.0,0.0,0.0,0.0,1.0,8.0,0.14,,1513.0,1951.0,6.0,1957.0,1529.0,1137.0,27.02,34.84,0.11,34.95,27.3,20.3,2,0,0,0,2,0,0.02
53,Alex Meret,it ITA,GK,Napoli,it Serie A,26-353,1997.0,55.0,55.0,4933.0,54.8,48.0,0.88,159.0,109.0,69.0,35.0,12.0,8.0,20.0,36.0,4.0,2.0,2.0,0.0,50.0,0.0,4.0,0.0,49.1,0.31,1.1,0.02,93.0,263.0,35.0,1256.0,199.0,16.0,26.85,290.0,22.0,28.8,581.0,15.0,3.0,60.0,1.09,16.6,63.0,198.0,1334.0,1549.0,86.0,31028.0,18561.0,289.0,289.0,100.0,735.0,741.0,99.0,307.0,513.0,60.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.05,,1358.0,1615.0,5.0,1620.0,932.0,845.0,24.78,29.47,0.09,29.56,17.01,15.42,2,0,0,2,0,0,0.0
