,Unnamed: 0.1,Unnamed: 0,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals_Against,Goals_Against_per90,Shots_on_Target_Against,Saves,Save%,W,D,L,CS,CS%,PK_attempts,PK_Allowed,PKs_Saved,PK_missed,Save%(Penalty Kicks),Gk_free_kick_goals_against,Gk_corner_kick_goals_against,Gk_own_goals_against,Gk_psxg,Gk_psxg_per_shot_on_target_against,Gk_psxg_diff,Gk_psxg_net_per90,Gk_passes_completed_launched,Gk_passes_attempted_launched,Gk_passes_pct_launched,Gk_passes,Gk_passes_throws,Gk_pct_passes_launched,Gk_passes_length_avg,Gk_goal_kicks,Gk_pct_goal_kicks_launched,Gk_goal_kick_length_avg,Gk_crosses_faced,Gk_crosses_stopped,Gk_crosses_stopped_pct,Gk_def_actions_outside_pen_area,Gk_def_actions_outside_pen_area_per90,Gk_avg_distance_def_actions,Gk_goal_kicks_launched,Gk_passes_launched,Passes_Total_Cmp,Passes_Total_Att,Passes_Total_Cmp%,Passes_TotDist,Passes_PrgDist,Passes_Short_Cmp,Passes_Short_Att,Passes_Short_Cmp%,Passes_Medium_Cmp,Passes_Medium_Att,Passes_Medium_Cmp%,Passes_Long_Cmp,Passes_Long_Att,Passes_Long_Cmp%,Assists,xAG,xA,A-xAG,Key_Passes,Passes_1/3,Passes_Penalty_Area,Crosses_Penalty_Area,Progressive_Passes,Goal_Creating_Action,Shot_Creating_Action,Shot_Creating_Action_per90,Goal_Creating_Action_90,Touches_Def_Pen,Touches_Def_3rd,Touches_Mid_3rd,Tocuhes_Live_Balls,Carries,Passes_Received,Touches_Def_Pen_per_90,Touches_Def_3rd_per_90,Touches_Mid_3rd_per_90,Tocuhes_Live_Balls_per_90,Carries_per_90,Passes_Received_per_90
19,19,19,Yassine Bounou,ma MAR,GK,Sevilla,es La Liga,31,1991,25,25,2151,23.9,41.0,1.72,106.0,66.0,63.2,7,6.0,12.0,4.0,16.0,3.0,2.0,1.0,0.0,33.3,1.0,3.0,2.0,37.3,0.34,-1.7,-0.07,115.0,303.0,38.0,785.0,92.0,27.9,30.9,162.0,51.9,42.1,308.0,20.0,6.5,39.0,1.63,17.4,84,219,717.0,949.0,75.6,18725.0,13212.0,155.0,155.0,100.0,341.0,349.0,97.7,219.0,440.0,49.8,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,2.0,0.08,0.0,766.0,995.0,17.0,1011.0,596.0,566.0,32.05,41.63,0.71,42.3,24.94,23.68
20,20,20,Claudio Bravo,cl CHI,GK,Betis,es La Liga,39,1983,12,12,1080,12.0,9.0,0.75,42.0,33.0,81.0,5,5.0,2.0,4.0,33.3,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.24,2.0,0.17,75.0,225.0,33.3,288.0,42.0,51.7,39.6,101.0,75.2,52.5,213.0,4.0,1.9,6.0,0.5,12.1,75,148,232.0,392.0,59.2,7419.0,5674.0,44.0,44.0,100.0,89.0,91.0,97.8,96.0,251.0,38.2,0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,3.0,0.25,0.0,333.0,412.0,3.0,414.0,208.0,144.0,27.75,34.33,0.25,34.5,17.33,12.0
21,21,21,Fabian Bredlow,de GER,GK,Stuttgart,de Bundesliga,27,1995,15,15,1350,15.0,23.0,1.53,59.0,37.0,69.5,4,5.0,6.0,1.0,6.7,5.0,5.0,0.0,0.0,0.0,0.0,3.0,1.0,20.1,0.26,-1.9,-0.13,55.0,129.0,42.6,503.0,86.0,20.3,27.6,91.0,29.7,33.5,203.0,12.0,5.9,15.0,1.0,15.2,27,102,510.0,595.0,85.7,12242.0,7412.0,114.0,114.0,100.0,278.0,280.0,99.3,117.0,199.0,58.8,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.07,0.0,524.0,623.0,2.0,625.0,383.0,339.0,34.93,41.53,0.13,41.67,25.53,22.6
23,23,23,Juan Carlos,es ESP,GK,Girona,es La Liga,34,1988,10,10,900,10.0,18.0,1.8,43.0,25.0,62.8,2,2.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,16.7,0.35,-1.3,-0.13,23.0,64.0,35.9,278.0,51.0,17.6,28.7,62.0,24.2,30.3,120.0,6.0,5.0,21.0,2.1,16.9,15,48,288.0,340.0,84.7,7160.0,4635.0,52.0,53.0,98.1,170.0,176.0,96.6,66.0,111.0,59.5,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.0,355.0,1.0,356.0,212.0,188.0,32.4,35.5,0.1,35.6,21.2,18.8
24,24,24,Marco Carnesecchi,it ITA,GK,Cremonese,it Serie A,22,2000,27,27,2430,27.0,47.0,1.74,153.0,107.0,70.6,4,9.0,14.0,4.0,14.8,2.0,2.0,0.0,0.0,0.0,3.0,7.0,1.0,44.2,0.28,-1.8,-0.07,157.0,523.0,30.0,745.0,135.0,52.2,41.4,203.0,66.0,53.1,402.0,29.0,7.2,29.0,1.07,14.1,133,388,565.0,954.0,59.2,18072.0,14248.0,99.0,100.0,99.0,231.0,237.0,97.5,229.0,605.0,37.9,1,0.2,0.1,0.8,2.0,33.0,1.0,0.0,0.0,2.0,9.0,0.33,0.07,906.0,1036.0,0.0,1036.0,568.0,407.0,33.56,38.37,0.0,38.37,21.04,15.07
26,26,26,Koen Casteels,be BEL,GK,Wolfsburg,de Bundesliga,30,1992,34,34,3060,34.0,48.0,1.41,147.0,101.0,70.1,13,10.0,11.0,12.0,35.3,7.0,4.0,1.0,2.0,20.0,0.0,5.0,3.0,43.9,0.27,-1.1,-0.03,257.0,588.0,43.7,1326.0,183.0,33.3,33.7,258.0,57.0,47.5,489.0,29.0,5.9,51.0,1.5,16.5,147,441,1220.0,1585.0,77.0,36421.0,25230.0,171.0,172.0,99.4,544.0,552.0,98.6,503.0,858.0,58.6,1,0.7,0.1,0.3,1.0,40.0,0.0,0.0,2.0,2.0,9.0,0.26,0.06,1196.0,1636.0,17.0,1653.0,1030.0,884.0,35.18,48.12,0.5,48.62,30.29,26.0
29,29,29,Lucas Chevalier,fr FRA,GK,Lille,fr Ligue 1,20,2001,32,32,2880,32.0,31.0,0.97,105.0,76.0,72.4,16,9.0,7.0,10.0,31.3,3.0,2.0,1.0,0.0,33.3,2.0,1.0,3.0,30.5,0.27,2.5,0.08,76.0,282.0,27.0,903.0,121.0,26.2,29.4,105.0,42.9,37.2,318.0,22.0,6.9,25.0,0.78,13.5,45,236,779.0,1010.0,77.1,17580.0,12052.0,223.0,224.0,99.6,401.0,408.0,98.3,146.0,367.0,39.8,0,0.6,0.2,-0.6,2.0,19.0,0.0,0.0,0.0,0.0,5.0,0.16,0.0,832.0,1057.0,3.0,1060.0,858.0,638.0,26.0,33.03,0.09,33.12,26.81,19.94
30,30,30,Oliver Christensen,dk DEN,GK,Hertha BSC,de Bundesliga,23,1999,33,33,2970,33.0,68.0,2.06,163.0,94.0,61.3,6,8.0,19.0,3.0,9.1,6.0,5.0,1.0,0.0,16.7,4.0,8.0,0.0,57.9,0.33,-10.1,-0.31,204.0,586.0,34.8,977.0,166.0,42.5,35.9,235.0,72.8,54.3,486.0,33.0,6.8,70.0,2.12,18.8,171,415,777.0,1218.0,63.8,23464.0,18548.0,132.0,132.0,100.0,346.0,353.0,98.0,299.0,727.0,41.1,0,0.0,0.1,0.0,0.0,13.0,0.0,0.0,2.0,1.0,7.0,0.21,0.03,1001.0,1294.0,12.0,1306.0,709.0,542.0,30.33,39.21,0.36,39.58,21.48,16.42
31,31,31,Andrea Consigli,it ITA,GK,Sassuolo,it Serie A,35,1987,35,35,3150,35.0,55.0,1.57,117.0,64.0,55.6,12,8.0,15.0,9.0,25.7,3.0,3.0,0.0,0.0,0.0,0.0,5.0,2.0,38.5,0.31,-14.5,-0.41,176.0,436.0,40.4,1140.0,187.0,30.4,33.3,285.0,31.2,32.5,467.0,28.0,6.0,28.0,0.8,14.2,88,346,1130.0,1427.0,79.2,31355.0,20598.0,200.0,201.0,99.5,483.0,486.0,99.4,444.0,735.0,60.4,0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,6.0,0.17,0.0,1194.0,1468.0,11.0,1480.0,873.0,761.0,34.11,41.94,0.31,42.29,24.94,21.74
33,33,33,Benoît Costil,fr FRA,GK,Auxerre,fr Ligue 1,35,1987,19,19,1710,19.0,41.0,2.16,96.0,55.0,60.4,3,4.0,12.0,2.0,10.5,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,34.0,0.33,-7.0,-0.37,132.0,292.0,45.2,454.0,72.0,41.9,36.8,137.0,74.5,51.7,285.0,3.0,1.1,11.0,0.58,13.1,102,190,414.0,593.0,69.8,13801.0,10403.0,54.0,54.0,100.0,173.0,179.0,96.6,186.0,357.0,52.1,0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,4.0,0.21,0.0,531.0,635.0,3.0,638.0,377.0,254.0,27.95,33.42,0.16,33.58,19.84,13.37
34,34,34,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,30,1992,31,31,2790,31.0,29.0,0.94,118.0,88.0,78.8,20,5.0,6.0,10.0,32.3,5.0,4.0,1.0,0.0,20.0,0.0,1.0,0.0,29.7,0.22,0.7,0.02,83.0,214.0,38.8,982.0,194.0,18.4,27.7,152.0,21.7,29.5,366.0,32.0,8.7,40.0,1.29,15.4,32,180,980.0,1136.0,86.3,23008.0,14737.0,219.0,220.0,99.5,560.0,567.0,98.8,196.0,341.0,57.5,0,0.4,0.0,-0.4,2.0,6.0,1.0,0.0,0.0,0.0,5.0,0.16,0.0,1020.0,1205.0,5.0,1209.0,824.0,704.0,32.9,38.87,0.16,39.0,26.58,22.71
38,38,38,Michele Di Gregorio,it ITA,GK,Monza,it Serie A,25,1997,37,37,3330,37.0,49.0,1.32,167.0,119.0,72.5,14,10.0,13.0,10.0,27.0,3.0,3.0,0.0,0.0,0.0,1.0,4.0,1.0,48.7,0.28,0.7,0.02,166.0,476.0,34.9,1265.0,236.0,30.4,32.2,247.0,37.2,34.9,541.0,14.0,2.6,32.0,0.86,13.4,91,384,1151.0,1515.0,76.0,29670.0,19870.0,259.0,259.0,100.0,539.0,553.0,97.5,347.0,694.0,50.0,1,0.0,0.1,1.0,1.0,16.0,1.0,0.0,0.0,1.0,3.0,0.08,0.03,1324.0,1600.0,7.0,1607.0,973.0,841.0,35.78,43.24,0.19,43.43,26.3,22.73
39,39,39,Mory Diaw,sn SEN,GK,Clermont Foot,fr Ligue 1,29,1993,37,37,3330,37.0,47.0,1.27,161.0,110.0,75.8,17,8.0,12.0,10.0,27.0,12.0,8.0,4.0,0.0,33.3,0.0,5.0,0.0,55.4,0.28,8.4,0.23,235.0,601.0,39.1,1209.0,173.0,40.0,37.0,255.0,45.9,40.4,464.0,34.0,7.3,25.0,0.68,11.5,117,483,1034.0,1467.0,70.5,30947.0,21906.0,160.0,163.0,98.2,455.0,467.0,97.4,412.0,826.0,49.9,0,0.2,0.1,-0.2,4.0,34.0,3.0,0.0,0.0,0.0,7.0,0.19,0.0,1266.0,1549.0,12.0,1561.0,1064.0,698.0,34.22,41.86,0.32,42.19,28.76,18.86
40,40,40,Stole Dimitrievski,mk MKD,GK,Rayo Vallecano,es La Liga,28,1993,37,37,3324,36.9,49.0,1.33,139.0,94.0,67.6,13,10.0,14.0,9.0,24.3,5.0,4.0,0.0,1.0,0.0,0.0,9.0,4.0,44.2,0.3,-0.8,-0.02,152.0,537.0,28.3,816.0,199.0,45.0,38.6,299.0,56.9,46.7,500.0,24.0,4.8,52.0,1.41,16.1,170,367,690.0,1124.0,61.4,20209.0,14772.0,118.0,118.0,100.0,331.0,336.0,98.5,240.0,658.0,36.5,0,0.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,0.0,4.0,0.11,0.0,993.0,1185.0,9.0,1194.0,619.0,426.0,26.91,32.11,0.24,32.36,16.78,11.54
41,41,41,Yehvann Diouf,fr FRA,GK,Reims,fr Ligue 1,22,1999,31,31,2790,31.0,31.0,1.0,137.0,107.0,78.1,11,12.0,8.0,14.0,45.2,1.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,37.0,0.27,7.0,0.22,136.0,308.0,44.2,874.0,191.0,28.3,31.8,185.0,33.0,34.3,430.0,40.0,9.3,35.0,1.13,12.7,61,247,851.0,1063.0,80.1,23462.0,15373.0,97.0,98.0,99.0,460.0,466.0,98.7,289.0,490.0,59.0,0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0,4.0,0.13,0.03,914.0,1131.0,7.0,1138.0,843.0,543.0,29.48,36.48,0.23,36.71,27.19,17.52
43,43,43,Marko Dmitrović,rs SRB,GK,Sevilla,es La Liga,30,1992,15,13,1269,14.1,13.0,0.92,55.0,43.0,76.4,6,4.0,3.0,5.0,38.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,12.2,0.23,0.2,0.02,103.0,326.0,31.6,372.0,44.0,58.1,44.0,131.0,84.0,62.4,216.0,12.0,5.6,10.0,0.71,12.2,110,216,271.0,508.0,53.3,9990.0,8313.0,33.0,33.0,100.0,111.0,112.0,99.1,127.0,356.0,35.7,0,0.0,0.1,0.0,0.0,22.0,1.0,0.0,0.0,0.0,4.0,0.28,0.0,455.0,539.0,1.0,540.0,268.0,209.0,32.27,38.23,0.07,38.3,19.01,14.82
44,44,44,Gianluigi Donnarumma,it ITA,GK,Paris S-G,fr Ligue 1,23,1999,38,38,3409,37.9,40.0,1.06,160.0,120.0,76.3,27,4.0,7.0,13.0,34.2,5.0,2.0,1.0,2.0,33.3,1.0,3.0,1.0,43.3,0.26,4.3,0.11,54.0,148.0,36.5,728.0,167.0,15.0,23.9,207.0,18.8,24.1,436.0,33.0,7.6,27.0,0.71,12.1,38,109,811.0,935.0,86.7,16498.0,10725.0,259.0,260.0,99.6,413.0,420.0,98.3,126.0,241.0,52.3,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.03,0.0,909.0,1016.0,6.0,1021.0,695.0,447.0,23.98,26.81,0.16,26.94,18.34,11.79
45,45,45,Bartłomiej Drągowski,pl POL,GK,Spezia,it Serie A,24,1997,34,34,2946,32.7,54.0,1.65,164.0,112.0,69.5,6,10.0,18.0,6.0,17.6,6.0,4.0,1.0,1.0,20.0,1.0,7.0,3.0,46.1,0.25,-4.9,-0.15,151.0,482.0,31.3,975.0,159.0,37.6,34.6,196.0,58.7,46.5,472.0,13.0,2.8,32.0,0.98,14.1,115,366,808.0,1173.0,68.9,21748.0,14971.0,205.0,206.0,99.5,355.0,362.0,98.1,240.0,594.0,40.4,1,0.1,0.2,0.9,1.0,22.0,3.0,0.0,0.0,2.0,7.0,0.21,0.06,1027.0,1258.0,7.0,1265.0,757.0,646.0,31.41,38.47,0.21,38.69,23.15,19.76
47,47,47,Maxime Dupé,fr FRA,GK,Toulouse,fr Ligue 1,29,1993,38,38,3420,38.0,57.0,1.5,179.0,122.0,70.4,13,9.0,16.0,9.0,23.7,7.0,4.0,3.0,0.0,42.9,2.0,8.0,3.0,54.2,0.28,0.2,0.01,136.0,363.0,37.5,1006.0,176.0,24.4,29.5,264.0,44.7,37.2,517.0,30.0,5.8,21.0,0.55,10.1,118,245,994.0,1271.0,78.2,25377.0,16802.0,169.0,169.0,100.0,560.0,570.0,98.2,258.0,523.0,49.3,0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,0.05,0.0,1064.0,1364.0,7.0,1372.0,941.0,686.0,28.0,35.89,0.18,36.11,24.76,18.05
48,48,48,Ederson,br BRA,GK,Manchester City,eng Premier League,28,1993,35,35,3150,35.0,32.0,0.91,77.0,46.0,62.3,26,4.0,5.0,11.0,31.4,3.0,3.0,0.0,0.0,0.0,1.0,4.0,1.0,26.2,0.3,-4.8,-0.14,117.0,263.0,44.5,1104.0,147.0,19.6,28.0,152.0,30.9,32.3,286.0,19.0,6.6,33.0,0.94,15.7,46,216,1079.0,1257.0,85.8,26248.0,17275.0,237.0,239.0,99.2,563.0,572.0,98.4,278.0,442.0,62.9,1,0.2,0.2,0.8,1.0,13.0,0.0,0.0,0.0,1.0,2.0,0.06,0.03,1049.0,1295.0,9.0,1302.0,869.0,833.0,29.97,37.0,0.26,37.2,24.83,23.8
50,50,50,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,37,1985,36,36,3111,34.6,48.0,1.39,154.0,106.0,70.1,11,6.0,19.0,8.0,22.2,4.0,2.0,1.0,1.0,33.3,0.0,3.0,1.0,45.9,0.28,-1.1,-0.03,198.0,516.0,38.4,677.0,153.0,54.2,39.3,249.0,59.8,44.8,512.0,29.0,5.7,25.0,0.72,13.0,148,366,598.0,930.0,64.3,18882.0,15094.0,117.0,117.0,100.0,225.0,228.0,98.7,254.0,579.0,43.9,0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,0.06,0.0,871.0,1000.0,5.0,1005.0,506.0,350.0,25.17,28.9,0.14,29.05,14.62,10.12
51,51,51,Ralf Fährmann,de GER,GK,Schalke 04,de Bundesliga,33,1988,12,12,1025,11.4,13.0,1.14,55.0,43.0,78.2,3,6.0,3.0,5.0,41.7,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,12.4,0.21,0.4,0.04,99.0,217.0,45.6,358.0,50.0,45.0,36.8,83.0,67.5,48.9,162.0,11.0,6.8,9.0,0.79,11.6,56,161,304.0,442.0,68.8,9920.0,8106.0,40.0,41.0,97.6,132.0,135.0,97.8,131.0,264.0,49.6,0,0.0,0.1,0.0,0.0,18.0,0.0,0.0,0.0,0.0,4.0,0.35,0.0,397.0,476.0,10.0,485.0,270.0,221.0,34.82,41.75,0.88,42.54,23.68,19.39
52,52,52,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,27,1995,38,38,3420,38.0,46.0,1.21,156.0,112.0,73.7,8,12.0,18.0,6.0,15.8,6.0,5.0,1.0,0.0,16.7,2.0,6.0,3.0,43.2,0.24,0.2,0.01,194.0,721.0,26.9,876.0,143.0,56.8,42.1,282.0,79.1,53.5,534.0,23.0,4.3,42.0,1.11,14.1,223,497,597.0,1167.0,51.2,19884.0,15815.0,88.0,88.0,100.0,221.0,230.0,96.1,285.0,836.0,34.1,0,0.2,0.1,-0.2,3.0,16.0,2.0,0.0,0.0,0.0,6.0,0.16,0.0,1056.0,1267.0,5.0,1272.0,660.0,432.0,27.79,33.34,0.13,33.47,17.37,11.37
